names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Astro-NT NN (for_DEGs),mean_expr_Rest (for_DEGs)
Mecr,-2.903454,-1.3047328,0.0036907124314925614,0.04715617833295536,0.05555555555555555,0.3539343968453128,0.09563245,0.22147319
Auh,-2.9037228,-1.063255,0.0036875444831746844,0.047138116204997034,0.1111111111111111,0.4318336619465854,0.16262738,0.31409946
Susd1,-2.903971,-27.54402,0.0036846224177337823,0.04712318151571001,0.0,0.2796200035848718,0.0,0.1787263
Sptan1,-2.9046535,-1.0188034,0.0036765975896561835,0.04704294154002936,0.3611111111111111,0.7581645456174941,0.6955192,1.1104959
Abca3,-2.9049845,-0.87956846,0.003672712486967241,0.0470156191161552,0.08333333333333333,0.3932604409392364,0.15694386,0.27204162
Eif2a,-2.9061015,-1.6505165,0.0036596278085216497,0.0468704476715809,0.05555555555555555,0.3526079942642051,0.080638945,0.23400478
Galnt7,-2.9063394,-1.0718999,0.00365684673732457,0.04685716348684368,0.1111111111111111,0.4321563004122603,0.18698455,0.35923398
Brd3,-2.9068253,-2.151839,0.003651169653950976,0.0468067407450681,0.027777777777777776,0.3157913604588636,0.04954095,0.20351326
Cnih3,-2.90727,-1.1770056,0.0036459827481280234,0.046762556774319806,0.08333333333333333,0.3923642229790285,0.14725041,0.3065329
Arhgef2,-2.9076838,-0.7659682,0.0036411637361691666,0.04672305138054704,0.1111111111111111,0.43405628248790107,0.20951396,0.33386368
Snx13,-2.9091213,-1.0289239,0.00362446267216571,0.0465309660779229,0.25,0.6283563362609786,0.36969706,0.6485196
Zfp827,-2.909173,-1.0694665,0.0036238632146233414,0.0465309660779229,0.16666666666666666,0.5088725578060584,0.23355031,0.43961424
Ift81,-2.909504,-0.9487561,0.003620028821060251,0.046518495658483476,0.08333333333333333,0.394120810181036,0.15160154,0.27457276
Supt5,-2.90999,-1.1065105,0.003614403744944306,0.04646843474959498,0.08333333333333333,0.39118121527155403,0.1362568,0.27332035
Synpo,-2.9109724,-2.640607,0.0036030581767723243,0.04634474543316053,0.027777777777777776,0.3156838143036386,0.034383018,0.19732407
Picalm,-2.912296,-0.7825077,0.0035878227404480454,0.04617087980643629,0.2777777777777778,0.6901953755153253,0.5400726,0.8028214
Snrpn,-2.912441,-0.9468378,0.0035861599247090283,0.04617087980643629,0.3055555555555556,0.7019896038716615,0.570572,0.9094241
Tbc1d22a,-2.9124513,-0.93834525,0.0035860411789842275,0.04617087980643629,0.08333333333333333,0.3932245922208281,0.15440935,0.27760616
Glrb,-2.9127822,-0.9019235,0.003582243203694969,0.04616540761788193,0.2222222222222222,0.6057357949453307,0.3622918,0.5965531
Zranb2,-2.913289,-0.926733,0.0035764346446133617,0.04611266741879128,0.25,0.6523391288761426,0.43082464,0.70493776
Trmt1,-2.913651,-2.6513758,0.0035722909207278708,0.046081352395563074,0.027777777777777776,0.3160064527693135,0.03226132,0.18730257
Trim2,-2.9138372,-0.9884557,0.003570161563752888,0.046076004427492843,0.5277777777777778,0.7954472127621438,0.8658821,1.3170099
Sec22a,-2.9140027,-0.9745077,0.0035682697713799966,0.04607371876837122,0.08333333333333333,0.3947302383939774,0.14825433,0.27308914
Fam13c,-2.9141371,-0.99559,0.0035667333615936733,0.04607371876837122,0.25,0.6347374081376591,0.43536857,0.7360784
Fktn,-2.91423,-0.92164916,0.0035656700458411602,0.04607371876837122,0.1111111111111111,0.4331600645276931,0.1781922,0.3144375
Ppp1r21,-2.914292,-1.1543473,0.003564961328888088,0.04607371876837122,0.1111111111111111,0.43082989783115255,0.15869449,0.3241091
Ccz1,-2.914354,-1.2956713,0.003564252740083377,0.04607371876837122,0.05555555555555555,0.35468721993188745,0.10134195,0.23256198
Dcaf7,-2.914654,-1.3221241,0.0035608297000735427,0.04607371876837122,0.08333333333333333,0.3924000716974368,0.117972456,0.2723724
Kpnb1,-2.9148505,-0.7166474,0.0035585886405341293,0.04607371876837122,0.1111111111111111,0.43423552607994265,0.20825414,0.32243124
Prepl,-2.915378,-1.0131458,0.0035525795080338105,0.04602594569955087,0.19444444444444445,0.5620003584871841,0.2864589,0.512514
Zdhhc1,-2.9155126,-27.39479,0.0035510492455705033,0.04602594569955087,0.0,0.2807313138555297,0.0,0.16251238
Nfrkb,-2.9161122,-2.4381526,0.003544229224226854,0.04596208458251716,0.027777777777777776,0.31654418354543823,0.037806556,0.18963991
Smarca1,-2.9165053,-0.8027536,0.0035397673980519387,0.04592638821132573,0.1388888888888889,0.4804086753898548,0.2420438,0.39049482
Smc5,-2.9167638,-0.8971731,0.003536834773748132,0.04591050742541657,0.1388888888888889,0.4750672163470156,0.21827576,0.37452278
Tbck,-2.9167743,-0.9142162,0.003536717514768261,0.04591050742541657,0.2222222222222222,0.6055207026348808,0.35369352,0.5875903
Pxdn,-2.9193597,-0.99557114,0.003507513498965002,0.04557393023074933,0.08333333333333333,0.39587739738304356,0.15128303,0.28190297
Socs2,-2.9194527,-2.7285595,0.0035064662582142154,0.04557393023074933,0.027777777777777776,0.31654418354543823,0.039082512,0.23441204
Akap8,-2.9199388,-0.90463763,0.003501001955452693,0.04553336037899994,0.08333333333333333,0.3953396666069188,0.15096167,0.26624745
Atp6v1b2,-2.9213142,-0.9638741,0.003485581103630411,0.04535475266564123,0.19444444444444445,0.5586664276752106,0.2955598,0.51327235
Snx29,-2.9224105,-0.8204992,0.0034733350937473065,0.04521730327954948,0.2222222222222222,0.6063452231582721,0.39220703,0.61416733
Ppfibp1,-2.9225862,-27.940067,0.0034713747585468154,0.045213688687422655,0.0,0.28141243950528766,0.0,0.22913544
Adarb1,-2.922876,-0.67371947,0.0034681481661370103,0.045193569943793144,0.16666666666666666,0.5259006990500089,0.3128842,0.46122247
Mapk9,-2.9241893,-0.98888737,0.0034535475046210892,0.04502514383753938,0.1111111111111111,0.4335185517117763,0.17393477,0.31993735
Marf1,-2.9244063,-0.9557342,0.003451138619552792,0.04501557995504055,0.16666666666666666,0.5176913425345044,0.24385053,0.428934
Nemf,-2.9248717,-0.8460973,0.0034459818720082728,0.044970147110666485,0.16666666666666666,0.519806416920595,0.26262563,0.4317187
St8sia4,-2.925937,-27.890995,0.0034342050383409164,0.044838235850447244,0.0,0.28173507797096253,0.0,0.22226374
Kifbp,-2.9259577,-1.2807251,0.0034339767249991966,0.044838235850447244,0.08333333333333333,0.3927944075999283,0.12596893,0.28229403
Edrf1,-2.926144,-1.7810898,0.00343192252659664,0.044838235850447244,0.05555555555555555,0.3546513712134791,0.07241486,0.22961184
Sec24d,-2.927726,-2.1448472,0.003414506950690123,0.04464613224576331,0.027777777777777776,0.3181932245922208,0.05213957,0.21244836
Zfp771,-2.9277985,-27.462387,0.0034137120876901023,0.04464613224576331,0.0,0.2819143215630041,0.0,0.16968177
Kansl2,-2.9290497,-1.8020465,0.003399998908502223,0.04449974216826826,0.027777777777777776,0.31840831690267074,0.06105378,0.19847105
Ankrd44,-2.9296083,-1.6557064,0.0033938951782345947,0.044441502650664495,0.05555555555555555,0.3531098763219215,0.12155369,0.34162888
Rnft1,-2.92966,-27.422958,0.003393330522956664,0.044441502650664495,0.0,0.2820935651550457,0.0,0.16546546
Kif16b,-2.9300632,-0.9132721,0.003388929146385613,0.04441976886018606,0.16666666666666666,0.51650833482703,0.26210436,0.4474759
Sdk2,-2.9304874,-1.3768324,0.0033843076631953754,0.044380842806276105,0.08333333333333333,0.39107366911632907,0.14308773,0.3361122
Papolg,-2.9305286,-2.1419134,0.0033838570941475063,0.044380842806276105,0.027777777777777776,0.3183724681842624,0.048208546,0.19719337
Phf12,-2.931232,-0.84344673,0.003376205772123156,0.044317854956985446,0.16666666666666666,0.5227818605484854,0.26867715,0.44023526
Pofut1,-2.9322662,-27.41719,0.0033649824421049255,0.04419212034181786,0.0,0.28234450618390394,0.0,0.1648568
Ank1,-2.9322662,-27.658724,0.0033649824421049255,0.04419212034181786,0.0,0.28234450618390394,0.0,0.19217926
Msantd2,-2.933652,-0.7646971,0.0033499964422849145,0.04403835831907811,0.1388888888888889,0.47904642409033876,0.23753786,0.37537953
Polr2a,-2.9350379,-2.631944,0.003335071243603678,0.0438636144472006,0.027777777777777776,0.31776303997132105,0.037451003,0.21232206
Pank1,-2.9352343,-1.5950494,0.0033329598931976026,0.043857312600499306,0.08333333333333333,0.39247176913425347,0.09934778,0.27425486
Rp9,-2.9354308,-1.2898774,0.0033308497601728165,0.043851020605508856,0.08333333333333333,0.39383402043376947,0.12414355,0.2800424
Atcay,-2.9357824,-0.94803244,0.0033270767690935527,0.043822819992913604,0.1111111111111111,0.4366373902132999,0.1782327,0.3194724
Acat1,-2.9370544,-0.6521652,0.0033134599076001963,0.04366486891477061,0.1388888888888889,0.48266714464957877,0.2595734,0.38237676
Tmem120b,-2.9374783,-27.389267,0.003308932246117821,0.04362659933914909,0.0,0.28284638824162034,0.0,0.16193917
Fggy,-2.938947,-2.7241657,0.003293294598834664,0.04344174073180532,0.027777777777777776,0.31801398100017925,0.037806556,0.22681673
Odf2,-2.9389987,-0.896731,0.003292745206369909,0.04344174073180532,0.19444444444444445,0.5684889765190895,0.30897895,0.51524764
Smchd1,-2.9412634,-0.71466625,0.0032687635694737802,0.04316052929324839,0.19444444444444445,0.5733644022226205,0.34880364,0.5217362
Morf4l1,-2.9412944,-0.75990593,0.0032684361615497475,0.04316052929324839,0.2222222222222222,0.6068829539343968,0.38925958,0.5910364
Socs6,-2.9415324,-2.7230732,0.003265927026505539,0.04316052929324839,0.027777777777777776,0.3183724681842624,0.035190795,0.21227989
Gm47283,-2.941553,-2.128375,0.0032657089238030575,0.04316052929324839,0.027777777777777776,0.31951962717332855,0.05213957,0.21027324
Stk4,-2.9416566,-0.8052576,0.00326461860931661,0.04316052929324839,0.08333333333333333,0.39802832048754255,0.16916305,0.27920634
Rnf103,-2.941677,-2.1605449,0.0032644005862195245,0.04316052929324839,0.027777777777777776,0.31930453486287863,0.04954095,0.20462741
Cibar1,-2.942763,-1.4736918,0.0032529729855526723,0.04307904589541661,0.08333333333333333,0.3944792973651192,0.10568009,0.26970434
Atp6v0a2,-2.944666,-2.4231536,0.0032330353376934977,0.04287841042636934,0.027777777777777776,0.31912529127083705,0.041948166,0.20682813
Htr2c,-2.9448729,-2.5864177,0.003230874924702475,0.042870918136669385,0.05555555555555555,0.34601183007707476,0.08167899,0.41287714
Nvl,-2.9458966,-0.89283836,0.0032202002392811902,0.0427503855876905,0.16666666666666666,0.5240007169743681,0.25306278,0.4283345
Senp2,-2.9471583,-0.8828227,0.0032070897853852007,0.0425973813807713,0.16666666666666666,0.5212762143753361,0.25615305,0.43071073
Hycc1,-2.9472203,-1.3815615,0.0032064462656685435,0.0425973813807713,0.05555555555555555,0.3580211507438609,0.11374095,0.27297205
Eef2k,-2.9487717,-1.3541968,0.003190396467392357,0.04241759182525118,0.05555555555555555,0.35791360458863597,0.100136295,0.23843388
Nlk,-2.949051,-1.1721417,0.0031875152913965945,0.04240026528704281,0.3888888888888889,0.7568022943179782,0.68172854,1.1638664
Ints7,-2.949392,-27.47581,0.003183997074517351,0.04237444348305162,0.0,0.2839935472306865,0.0,0.1711394
Alkbh1,-2.9514604,-1.3563483,0.0031627501653055954,0.0421125356500304,0.05555555555555555,0.3584513353647607,0.09733325,0.23249185
Srsf1,-2.952381,-0.9185034,0.003153336907097275,0.042008013234359834,0.1388888888888889,0.47836529844058073,0.21369816,0.3717887
Numbl,-2.9527428,-27.445938,0.003149642065600936,0.041979604316814065,0.0,0.28431618569636136,0.0,0.16791107
Cisd2,-2.9531357,-1.0914472,0.0031456349921052187,0.041947003591993666,0.08333333333333333,0.397741530740276,0.14090165,0.2794688
Sptlc1,-2.9536529,-1.3312781,0.0031403696071877403,0.04189758259440644,0.05555555555555555,0.3589173687040688,0.097473115,0.22922036
Cdc42bpa,-2.95417,-1.1798648,0.0031351122579598655,0.041848219757268545,0.5,0.8280695465137121,0.9924803,1.5783035
Rragb,-2.9544597,-0.95574707,0.0031321716483330648,0.041829747609696544,0.1111111111111111,0.44133357232478937,0.1857664,0.3335743
Ripk2,-2.955018,-1.7967038,0.0031265075723671027,0.04177486746370167,0.027777777777777776,0.3210969707832945,0.062251866,0.20143148
Evi5l,-2.955742,-1.0091383,0.0031191791498970754,0.041697683461559415,0.08333333333333333,0.39716795124574295,0.15346247,0.28805926
Ppp1cc,-2.956435,-1.573551,0.003112179474587517,0.04162481955309436,0.05555555555555555,0.35723247893887794,0.091757506,0.25155646
Dgcr8,-2.9566727,-1.5726024,0.0031097799049322533,0.04161343926570201,0.05555555555555555,0.3582003943359025,0.08345805,0.23023139
Trim44,-2.957676,-0.9755996,0.003099678528183894,0.04149893475450983,0.25,0.6477863416382864,0.4029318,0.6809566
Lmbrd2,-2.9578414,-0.7076511,0.0030980151990844594,0.04149734217318017,0.16666666666666666,0.5224950708012188,0.29109493,0.43943322
Fbxl20,-2.958555,-0.7362663,0.0030908514109751904,0.041422033622395694,0.2222222222222222,0.6245205233912887,0.42689124,0.6350144
Otud7b,-2.9612334,-0.7897528,0.003064095807564355,0.041083959256114876,0.16666666666666666,0.5218497938698692,0.3068689,0.4829888
Ocrl,-2.9613369,-1.0077128,0.003063067020448597,0.041083959256114876,0.19444444444444445,0.57081914321563,0.29770067,0.52900004
Mtmr6,-2.9618125,-1.1034535,0.003058338655889208,0.041047732109761745,0.08333333333333333,0.39731134611937624,0.14047271,0.28070205
Ldah,-2.9622366,-1.2109166,0.0030541298556767053,0.04101172874664322,0.1111111111111111,0.4370317261157914,0.15064918,0.3194485
Tox3,-2.9636533,-2.770289,0.003040104590640949,0.0408642372939081,0.027777777777777776,0.32055924000716973,0.048213888,0.29042506
Tshz3,-2.9649773,-1.8432542,0.0030270538017254964,0.04070917700318523,0.08333333333333333,0.3885284101093386,0.11606222,0.36574098
Smyd3,-2.9657426,-1.1165724,0.0030195321466355996,0.04062835692543744,0.3611111111111111,0.7284459580569994,0.62210864,1.0546365
Dlgap4,-2.96839,-0.90922534,0.0029936426042118645,0.040320389360988876,0.2222222222222222,0.6122244129772361,0.39150253,0.64183056
Med1,-2.9696724,-1.0622301,0.0029811753010940364,0.040172607994180924,0.08333333333333333,0.3987811435741172,0.14184946,0.27629858
D630045J12Rik,-2.9697964,-0.867144,0.00297997130532943,0.040172607994180924,0.16666666666666666,0.529413873454024,0.28629142,0.47289908
Brd1,-2.9701893,-1.5180849,0.0029761615782927784,0.040145312052573774,0.08333333333333333,0.3964151281591683,0.10303891,0.27067938
Apex2,-2.9704688,-0.9060402,0.002973457367989987,0.04012898014961876,0.16666666666666666,0.5274780426599749,0.26481643,0.4498963
Golgb1,-2.97081,-0.91126245,0.002970155266650668,0.04010455880145902,0.16666666666666666,0.5245025990320846,0.26203293,0.446862
Ep300,-2.9709134,-0.80973434,0.002969155290659076,0.04010455880145902,0.2222222222222222,0.6271016311166876,0.41045836,0.6363678
Plcxd3,-2.9709134,-1.6559995,0.002969155290659076,0.04010455880145902,0.08333333333333333,0.3933321383760531,0.16256545,0.44231394
Dnajc21,-2.971358,-27.545435,0.0029648588932841818,0.04010455880145902,0.0,0.2861086216167772,0.0,0.17888679
Pdk3,-2.9732196,-27.503595,0.0029469354784744405,0.03989126262297643,0.0,0.28628786520881877,0.0,0.17419375
Map2k1,-2.973809,-0.83395094,0.002941280376994306,0.03983478010576462,0.16666666666666666,0.5210611220648862,0.27968204,0.45441195
Zcchc17,-2.974047,-1.620554,0.002939001299472961,0.039823986342329025,0.05555555555555555,0.3585230328015773,0.08983812,0.2538939
Atrn,-2.974926,-1.0466905,0.002930592597858458,0.03973008229286416,0.2777777777777778,0.6912708370675749,0.4704987,0.8069721
Mettl25,-2.976198,-2.6135342,0.0029184635808700474,0.039585621614325175,0.027777777777777776,0.32202903746191075,0.039082512,0.21826874
Ilrun,-2.9765394,-1.1885561,0.002915217258404475,0.03956155946127689,0.08333333333333333,0.39960566409750853,0.13162139,0.27811357
Gm16083,-2.9769425,-27.721483,0.0029113849446922133,0.039529516656836676,0.0,0.2866463523929019,0.0,0.19992279
Ccdc39,-2.9776871,-2.0264997,0.0029043219820313144,0.03945355493285209,0.027777777777777776,0.3232478938877935,0.051130004,0.19369751
Mllt3,-2.9777803,-1.2095962,0.00290344021220847,0.03945355493285209,0.3611111111111111,0.7335006273525722,0.6545605,1.1434729
Ide,-2.978018,-0.73921734,0.00290118791046413,0.0394508700172931,0.1388888888888889,0.48621616777200216,0.2507969,0.38921598
Lias,-2.9787421,-2.6981096,0.002894342888244937,0.03937771818083112,0.027777777777777776,0.322172432335544,0.033917096,0.20202628
Clns1a,-2.979373,-2.641144,0.0028883899641582423,0.03931663542904355,0.027777777777777776,0.32235167592758557,0.03596777,0.20576158
Epb41,-2.979404,-1.8414619,0.002888097485944643,0.03931663542904355,0.05555555555555555,0.35938340204337693,0.094425805,0.30371872
Rpgr,-2.9812655,-0.77616775,0.0028705981866454745,0.039114083810935035,0.1111111111111111,0.44330525183724684,0.20360732,0.3269472
Mccc1,-2.983189,-1.5402578,0.0028526173145292846,0.03890854174690451,0.05555555555555555,0.36131923283742606,0.08699196,0.2345535
Man2a2,-2.9833753,-0.935541,0.0028508826986063255,0.03890463083369831,0.1111111111111111,0.4406524466750314,0.18512021,0.32855162
Rprd2,-2.986178,-0.75921583,0.002824883223105225,0.038569416770750715,0.16666666666666666,0.5328195017028141,0.28604534,0.44500527
Dennd10,-2.9864364,-2.7336764,0.0028224956887502157,0.03855641034911962,0.027777777777777776,0.3226384656748521,0.033917096,0.20658237
Ube2w,-2.9879255,-0.8648161,0.0028087793283353654,0.038388555723484874,0.25,0.646495787775587,0.42845035,0.68009776
Kdm5b,-2.9881117,-0.95000064,0.002807069070082123,0.03838470529929091,0.2222222222222222,0.613120630937444,0.3629594,0.61266553
St6gal2,-2.9883187,-1.5429859,0.002805169898548033,0.03837826638186642,0.08333333333333333,0.3992471769134254,0.11625116,0.306917
Ubn1,-2.98867,-1.0020981,0.0028019439997712383,0.038353660353465706,0.1111111111111111,0.4413694210431977,0.17539385,0.32496953
Mier1,-2.9887943,-0.5335285,0.002800806256382446,0.038353660353465706,0.16666666666666666,0.5388420863954113,0.34370297,0.46605298
Snx16,-2.9918349,-27.478085,0.0027730630029783408,0.03799704379909639,0.0,0.2880803011292346,0.0,0.1713876
Vrk1,-2.9918349,-27.580252,0.0027730630029783408,0.03799704379909639,0.0,0.2880803011292346,0.0,0.18288028
Abcg1,-2.992207,-27.592468,0.0027696831752523606,0.037989477753461426,0.0,0.28811614984764294,0.0,0.1843002
Mbip,-2.9935412,-1.0796505,0.0027576030011661765,0.03784310145114156,0.08333333333333333,0.4016131923283743,0.13892227,0.27382803
Osbpl8,-2.9946375,-1.1540163,0.0027477127004994287,0.03772664295473666,0.2777777777777778,0.6611220648861803,0.421785,0.7736151
1600020E01Rik,-2.9950614,-1.5028702,0.0027438959056649997,0.03769349845870068,0.027777777777777776,0.32518372468184265,0.07907974,0.20962633
Ints8,-2.9951234,-0.57865787,0.002743337756765446,0.03769349845870068,0.1111111111111111,0.4468901236780785,0.2327556,0.330307
Ptbp2,-2.9951441,-1.1524309,0.002743151730182437,0.03769349845870068,0.3333333333333333,0.7248610862161677,0.51755786,0.91906524
Zfp445,-2.995651,-0.92883056,0.002738597677166581,0.03767850465205634,0.2222222222222222,0.6198601899982076,0.36245787,0.60522264
Exoc1,-2.9958267,-1.2053307,0.002737019314130836,0.03767608041531535,0.08333333333333333,0.4019358307940491,0.1301447,0.2780141
Ppargc1b,-2.9959302,-1.1717366,0.002736091253541354,0.03767608041531535,0.08333333333333333,0.402939594909482,0.13278605,0.27756637
Gcc2,-2.9976056,-0.83231384,0.0027210966704928554,0.03749531668520155,0.1388888888888889,0.4833482702993368,0.23446006,0.3855787
Atp11a,-2.9985776,-1.4800088,0.0027124305693538454,0.03739507921936266,0.05555555555555555,0.36282487901057536,0.09549745,0.24648888
St8sia3,-2.9999635,-1.4404218,0.0027001203592947084,0.037263602493194055,0.08333333333333333,0.3998207564079584,0.116658,0.28954324
Hnrnpll,-3.0006254,-1.0400053,0.002694258888805997,0.0372018172364939,0.16666666666666666,0.5240724144111848,0.2526748,0.46442357
Gm10862,-3.0011423,-27.356298,0.0026896877078665276,0.037157793681426014,0.0,0.28897651908944255,0.0,0.15855543
Armh4,-3.0015147,-27.773708,0.0026864008472421686,0.03713147673117133,0.0,0.2890123678078509,0.0,0.20658101
Ints2,-3.0022697,-2.0337408,0.0026797470896256998,0.037058571435019325,0.027777777777777776,0.32564975802115076,0.05213957,0.19816042
Trak2,-3.0033453,-1.2366024,0.0026702937742643534,0.03694685567172151,0.1111111111111111,0.4414411184800143,0.14906426,0.32120672
Ccnl1,-3.005186,-0.814876,0.0026541847572030056,0.03674288739105861,0.1388888888888889,0.48854633446854273,0.23626041,0.38445958
Ccdc66,-3.0056307,-2.7167616,0.002650306597053628,0.03670811250661391,0.027777777777777776,0.3247535400609428,0.033917096,0.2044037
Sox11,-3.0060341,-2.9389503,0.0026467936758261743,0.036678363109566424,0.027777777777777776,0.3240724144111848,0.032703444,0.22708255
Snx27,-3.0061479,-0.87772506,0.002645803621683943,0.036678363109566424,0.16666666666666666,0.528625201649041,0.26551297,0.44390213
P4htm,-3.0085058,-1.6046759,0.0026253585727170556,0.03641888737682358,0.05555555555555555,0.36336260978670015,0.08734751,0.2449796
Fam114a2,-3.0089607,-27.59821,0.0026214297012713897,0.03638316945927802,0.0,0.2897293421760172,0.0,0.18497123
Nap1l1,-3.0107188,-0.7784848,0.0026063004202652564,0.036191882321719604,0.19444444444444445,0.5710342355260799,0.34597906,0.5359492
Pik3c3,-3.010874,-2.7796745,0.0026049693237818754,0.036191882321719604,0.027777777777777776,0.32500448108980107,0.033465095,0.21001202
Ube3a,-3.0134697,-1.0707808,0.0025827876629763054,0.035921068583940646,0.4166666666666667,0.7601362251299516,0.6626197,1.0899966
Caap1,-3.0150003,-1.1061152,0.002569789514530394,0.03575880075371916,0.1111111111111111,0.4432694031188385,0.16548492,0.327434
