names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Astro-NT NN (for_DEGs),mean_expr_Rest (for_DEGs)
Mcc,3.615113,2.443689,0.00030021663519186033,0.006727957454216253,0.5277777777777778,0.3151819322459222,1.0118129,0.2789792
Gm40578,3.6112554,3.770035,0.0003047182492178067,0.006795650673148258,0.4166666666666667,0.10414052697616061,0.70051867,0.07174844
Itga6,3.5860837,2.7504025,0.00033568133606758213,0.007320224749135831,0.4722222222222222,0.18315110234809107,0.7947962,0.1658617
Fam163a,3.5787513,4.367079,0.00034523977975919776,0.007505334047030457,0.3888888888888889,0.06571070084244489,0.69887185,0.047852457
Klf12,3.5686371,1.089361,0.000358843116940711,0.00775089594228047,0.7222222222222222,0.7169743681663381,1.6377884,1.0809387
Prkd1,3.5593503,1.8230339,0.00037177359676309276,0.008007920018147272,0.6111111111111112,0.5070442731672342,1.3934959,0.61844987
Nrcam,3.5592363,0.7545494,0.0003719346551041234,0.008007920018147272,0.8611111111111112,0.8244488259544721,2.2416487,1.7891164
Sat1,3.5162663,3.4710882,0.0004376617679505727,0.009123329483965778,0.4166666666666667,0.11274421939415666,0.69379157,0.086447306
Dnaaf9,3.5067313,0.7273532,0.00045364718418392674,0.009398226552831235,0.7222222222222222,0.8016848897651909,1.7155762,1.3228817
Nckap5,3.4894397,1.6238879,0.00048403419448356493,0.009928243363185794,0.6388888888888888,0.5738662842803369,1.4218192,0.7032554
Prrx1,3.4859855,3.7840977,0.0004903274414305764,0.010014569657631126,0.3888888888888889,0.07205592400071698,0.6706826,0.067064404
Agl,3.4859028,2.670699,0.0004904791093949595,0.010014569657631126,0.5,0.29424628069546516,0.87607443,0.19893211
Sparc,3.474165,2.9755013,0.0005124459522757729,0.010407726936999259,0.4444444444444444,0.1459042839218498,0.9078064,0.172293
Myo10,3.4547327,3.3111734,0.0005508385873164146,0.010971855330757643,0.4444444444444444,0.17917189460476787,0.85059184,0.12672664
Atf7,3.4181538,1.2600981,0.0006304745526109609,0.012117919333802947,0.6388888888888888,0.6155941925076178,1.12872,0.62770873
Ptch1,3.408774,2.822934,0.0006525554773614778,0.012470957095805767,0.5,0.31288761426778994,1.0305897,0.226948
Plcb1,3.3849463,0.540617,0.0007119215132884046,0.013421755579288198,0.8611111111111112,0.8719842265639003,2.6017127,2.2601366
Adk,3.3491225,1.314816,0.0008106794512906498,0.014981400863947565,0.6388888888888888,0.642193941566589,1.3310723,0.7512007
Arhgef26,3.3457718,2.8009875,0.0008205390702944234,0.015153185442481896,0.4722222222222222,0.2464599390571787,0.9855513,0.21588454
Slco1c1,3.3437965,3.3001084,0.0008264033816132133,0.015230081525340907,0.3888888888888889,0.07987094461373007,0.74102384,0.10569397
Specc1,3.3408697,1.0442792,0.0008351639042308296,0.015317989151319038,0.6944444444444444,0.6831690267072952,1.3383354,0.86028576
Tnik,3.3238885,0.61372054,0.0008877166128993057,0.016084251779234216,0.7777777777777778,0.8185337874170998,2.042585,1.6836909
Fgfr3,3.322482,4.0466223,0.0008922040231651419,0.016154664489519785,0.3611111111111111,0.0532353468363506,0.6258724,0.05129979
Phkg1,3.319607,3.653703,0.0009014423096393072,0.016242840868145467,0.3888888888888889,0.09625380892633088,0.761809,0.086865954
Pard3b,3.3076727,2.2064714,0.0009407470249357545,0.01686440252985101,0.5277777777777778,0.32740634522315826,1.0638728,0.34439415
Megf10,3.287982,2.9006662,0.0010090832315614515,0.017672973185306563,0.4166666666666667,0.13475533249686325,0.7474363,0.1387625
Cd63,3.2611244,3.1938305,0.001109713766374581,0.019062076932201872,0.3888888888888889,0.09700663201290553,0.6188912,0.089514226
Scg3,3.2477627,2.061536,0.0011631621863111318,0.019731166632689465,0.5555555555555556,0.4409033877038896,1.0827274,0.38376218
Frmpd1,3.2453427,3.587571,0.0011730932882253568,0.019849506709455504,0.3888888888888889,0.11496683993547231,0.70442617,0.08164438
Scd2,3.2286408,1.8101543,0.0012438001689690523,0.020730962207098212,0.6111111111111112,0.5442552428750672,1.3449991,0.592962
Fnbp1,3.211246,1.1657867,0.0013216078152898394,0.021728234537232247,0.6666666666666666,0.6931349704248073,1.4228436,0.8769412
Csrp1,3.196085,3.2433019,0.0013930612502638898,0.02252199506293064,0.3888888888888889,0.11138196809464061,0.70479083,0.10262405
Nfib,3.1748428,0.7821036,0.0014991765983877654,0.023751695282240127,0.8611111111111112,0.8183545438250582,2.1709821,1.707761
Ddx5,3.1731262,0.80730057,0.001508069918784524,0.023864451541660874,0.7777777777777778,0.8070263488080301,1.5893624,1.1721741
Gm29683,3.1532183,3.90023,0.0016148104810149418,0.025197420223502603,0.3611111111111111,0.08051622154507976,0.67474675,0.06253619
Mfge8,3.1521013,3.6291537,0.0016210002657095104,0.02527932509553949,0.3611111111111111,0.07485212403656569,0.69171023,0.07750466
Fermt2,3.1461549,1.8712252,0.001654324332276674,0.025754168486833276,0.5555555555555556,0.4861803190535938,1.0373785,0.4041151
Timp3,3.1426075,2.7519069,0.001674501850722966,0.025962991765104495,0.4166666666666667,0.16339845850510845,0.64105356,0.12520735
Lpp,3.1380055,1.6200721,0.0017010171000936874,0.026268005447998496,0.5833333333333334,0.5307761247535401,1.2041407,0.5648937
Cdh10,3.1146743,0.84260666,0.001841480547138343,0.02775130807717739,0.8055555555555556,0.7555834378920954,1.9174962,1.4437299
Itpr2,3.1069078,2.136181,0.0018905539550003532,0.028300381487944008,0.4722222222222222,0.22624126187488797,0.82704216,0.25670597
Cyp2j9,3.1046016,4.39443,0.0019053553017113116,0.028458530826560836,0.3333333333333333,0.047535400609428215,0.65193796,0.042781685
Arhgef4,3.103888,2.2898579,0.001909956604178152,0.028511407752370523,0.5,0.3575192686861445,0.91002995,0.26509336
Nedd4,3.081922,0.8935702,0.0020566872255497488,0.030364387775011954,0.6666666666666666,0.7554758917368704,1.4153831,0.9852166
Csgalnact1,3.0799158,1.8068846,0.0020705919614011563,0.030472644762570854,0.5555555555555556,0.48198601899982074,1.2015089,0.50954795
Ednrb,3.078044,3.6876829,0.002083642644209119,0.030594250191201655,0.3611111111111111,0.09062556013622514,0.79916984,0.09072362
Tprkb,3.069243,3.1343036,0.0021460197224915526,0.031237025971477803,0.4166666666666667,0.19161139989245385,0.7758841,0.12534167
Phyhipl,3.0431817,1.8157753,0.002340909398173529,0.03319273642687215,0.5555555555555556,0.4719842265639003,1.0586087,0.42832577
Wwtr1,3.0382073,3.3241997,0.0023799017147198864,0.03357309110013942,0.3611111111111111,0.09101989603871662,0.56047606,0.07235086
Mir100hg,3.025394,0.8883459,0.0024830955311114585,0.034856629055159516,0.6944444444444444,0.730202545259007,1.7262478,1.251511
Erbb4,3.0112257,1.1941977,0.0026019544725240577,0.03616891705986623,0.8333333333333334,0.71991396307582,2.2699494,1.5671476
Lgi1,2.9988258,1.0526253,0.002710221992762262,0.03738381157367658,0.6388888888888888,0.6697616060225847,1.3331771,0.8529299
Lgr6,2.981917,5.2350826,0.002864496336304677,0.039050744067228145,0.3055555555555556,0.024735615701738663,0.4785276,0.016163016
Fabp7,2.9709651,3.678855,0.002968655417865011,0.04010455880145902,0.3333333333333333,0.059293780247356154,0.54563737,0.055117898
Pde7b,2.9673352,1.5917856,0.0030039336021827727,0.040438725396117786,0.5555555555555556,0.42208281053952323,1.0530909,0.4819503
Cldn10,2.9628055,3.9330282,0.0030484922001117764,0.04095649270850172,0.3333333333333333,0.06470693672701201,0.5798323,0.050162636
Grid2,2.9436316,0.82450795,0.0032438571602208506,0.04300071134441749,0.8333333333333334,0.8128338411901774,2.270243,1.7753558
Fgfr2,2.9430835,1.2840835,0.003249606098094466,0.04305567842988082,0.6111111111111112,0.6416562107904642,1.2456543,0.7013154
