names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Endo NN (for_DEGs),mean_expr_Rest (for_DEGs)
Rps3a1,7.981222,2.6692624,1.4489116703054466e-15,5.971204997102354e-14,0.6229508196721312,0.3587687439318206,1.2651463,0.33638096
Rps12,7.9714212,2.8029609,1.568601084722966e-15,6.444695893961177e-14,0.5983606557377049,0.32996511920601246,1.2319121,0.2985355
Rpl34,7.9686136,2.6228118,1.6046455615326147e-15,6.582721563111658e-14,0.6065573770491803,0.32672875687726993,1.1818817,0.3126152
Tfrc,7.9523025,3.4084306,1.830769281156053e-15,7.476104952076465e-14,0.5819672131147541,0.36434247905354383,1.391179,0.25028086
Ptn,7.9071608,1.9573345,2.6332503613173814e-15,1.0623939520810517e-13,0.7131147540983607,0.600992484447481,1.7253326,0.7830886
Tns1,7.8751464,4.69527,3.403444139348717e-15,1.360871190837798e-13,0.45081967213114754,0.05825452191736488,0.801459,0.046340358
Rpl37a,7.858188,2.2693572,3.897298624036524e-15,1.5422741388492106e-13,0.6639344262295082,0.47448667697508,1.3966732,0.48914602
Wwtr1,7.8572316,4.310035,3.927164402968351e-15,1.5518074633494058e-13,0.4672131147540984,0.08971915566902801,0.8861464,0.069412574
Gnai2,7.8500576,3.285851,4.1584558299292424e-15,1.635984013912134e-13,0.5327868852459017,0.20863749145959942,0.96647036,0.15442702
Ppia,7.847543,2.1415389,4.2426778138705714e-15,1.6642445672803248e-13,0.6967213114754098,0.5322018051709878,1.5711323,0.6227044
Rps21,7.8465075,2.276611,4.277832261361552e-15,1.6755882341513833e-13,0.6639344262295082,0.4589880973785465,1.4221027,0.50031745
Ramp2,7.832672,5.1506157,4.776092740289358e-15,1.8680292857580066e-13,0.4426229508196721,0.049480384048329676,0.8225044,0.035297126
Erg,7.8214865,6.8903556,5.2203163755648254e-15,2.0328971161076357e-13,0.4180327868852459,0.012477974756373836,0.63534147,0.007454635
St8sia4,7.7920713,3.0707302,6.591953424863309e-15,2.5412595197428563e-13,0.5491803278688525,0.280197058506239,1.1142466,0.21806295
Rassf9,7.757952,7.976053,8.631161980311408e-15,3.303694051438284e-13,0.4098360655737705,0.004674745585961379,0.6746477,0.0038187332
Eef1a1,7.7576427,2.0453243,8.652242226059493e-15,3.3070519006289984e-13,0.6885245901639344,0.5502894746305153,1.4603262,0.588492
Tmsb10,7.753637,2.8955693,8.929752382392566e-15,3.398618222590485e-13,0.5573770491803278,0.23905929734977885,1.0403407,0.21989581
Itm2b,7.710476,1.5822682,1.253493186949486e-14,4.70410082867775e-13,0.7540983606557377,0.7239382933582653,1.6645688,0.8880849
Sema6a,7.685922,2.4703405,1.5189899369593936e-14,5.676670320736983e-13,0.6147540983606558,0.3878600453090726,1.3090885,0.3972429
Apbb2,7.6796823,1.435156,1.5948365382419265e-14,5.951841358688967e-13,0.6967213114754098,0.6816138660145996,1.5074065,0.832856
Rbms1,7.678152,2.5636978,1.6140009174146652e-14,6.015007579879619e-13,0.5901639344262295,0.3960947894566507,1.2568895,0.35438374
Rps14,7.6666512,2.4260795,1.76544839941276e-14,6.534104475512514e-13,0.6475409836065574,0.46226041928871947,1.4079648,0.45394793
Abhd2,7.606786,2.5176935,2.809969784285618e-14,1.023087914685021e-12,0.5983606557377049,0.43338487540005033,1.160359,0.32397315
Rps10,7.5854273,2.5041378,3.313927795662434e-14,1.1968446219012043e-12,0.5983606557377049,0.3471178395483477,1.1643163,0.32818958
Rps8,7.5816407,2.3279507,3.412118691550672e-14,1.2290030729486134e-12,0.6639344262295082,0.544859577834514,1.6247046,0.5944246
Lmo2,7.568458,4.5454736,3.776805297151602e-14,1.351301708847717e-12,0.4426229508196721,0.07022906253371211,0.7300726,0.045015916
Rpl8,7.548602,2.3757887,4.399547667502509e-14,1.5595758024510875e-12,0.6065573770491803,0.36793843719659103,1.1341292,0.3409196
Tbc1d4,7.4985375,3.7423298,6.453371908007691e-14,2.263735028305048e-12,0.48360655737704916,0.15257650400949332,0.92344046,0.10743899
Afap1l1,7.4909587,4.015815,6.837229284565291e-14,2.3890292701725537e-12,0.45081967213114754,0.08497249092020569,0.74024093,0.0655821
Afap1l2,7.488084,4.1519427,6.988648738810428e-14,2.4356030040445682e-12,0.4426229508196721,0.07159552662807005,0.72920746,0.058630526
Parvb,7.481129,4.323036,7.368662964054276e-14,2.564714687100238e-12,0.45081967213114754,0.09572440576791687,0.7988197,0.059304956
St6galnac3,7.4642725,1.4578786,8.376118226108543e-14,2.896606135592491e-12,0.7295081967213115,0.7034413319428962,1.8517938,1.0835959
Rpl30,7.4635186,2.6383538,8.42420961398219e-14,2.9061299849915464e-12,0.5983606557377049,0.39116832680067604,1.308126,0.36013803
Elk3,7.424448,3.800743,1.1325112290155084e-13,3.871574646774391e-12,0.45901639344262296,0.10442662447409112,0.7454564,0.076464176
Rps23,7.4080415,2.3698,1.2817839594490974e-13,4.370753171370209e-12,0.6147540983606558,0.38404832967744257,1.2523108,0.3943192
Rpl27a,7.40776,2.4382005,1.2845051552686761e-13,4.374480801276214e-12,0.6147540983606558,0.4279909381854795,1.3320489,0.41513202
Eogt,7.3993373,3.6813524,1.3686597927913228e-13,4.620086511595835e-12,0.48360655737704916,0.17134740551619979,0.7955699,0.090536244
Nherf2,7.374941,4.845393,1.644182250332588e-13,5.53623772762364e-12,0.4262295081967213,0.06318098457333957,0.6989136,0.03458237
Ctnna1,7.3705463,3.0494337,1.6993009180712659e-13,5.707526958571864e-12,0.5081967213114754,0.1935344672588011,0.8340553,0.14612842
Clic4,7.333991,3.2599466,2.233978521398042e-13,7.438290318459157e-12,0.47540983606557374,0.12528318170376496,0.8150276,0.1235016
mt-Nd2,7.310467,2.1468635,2.662158684421594e-13,8.776957527657452e-12,0.6311475409836066,0.43651335898450144,1.3162563,0.48014796
Mpzl1,7.294195,2.7956915,3.0044993577357613e-13,9.84523143199511e-12,0.5409836065573771,0.29116473084253297,0.9545188,0.20705923
Rps25,7.2829194,2.5998933,3.266720162984519e-13,1.0665464250230138e-11,0.5737704918032787,0.3223057283613219,1.1407632,0.3009971
Rhobtb1,7.2666817,3.561261,3.6842598971531386e-13,1.1956046308756622e-11,0.47540983606557374,0.1550577151281959,0.7751168,0.09457066
Cdh5,7.252047,6.901987,4.105192066600943e-13,1.3242078130800401e-11,0.38524590163934425,0.006292926750332626,0.55389416,0.006168728
Fgd5,7.233913,6.280975,4.692728080437139e-13,1.5029034984665785e-11,0.39344262295081966,0.02240281923118415,0.65173036,0.011747167
Cd93,7.231516,7.532955,4.77631746563066e-13,1.5278529797797123e-11,0.38524590163934425,0.00970908698622748,0.6672238,0.005110082
Rpl41,7.230689,2.2085714,4.805499600581954e-13,1.5335365114921274e-11,0.6475409836065574,0.5124959545470891,1.4490684,0.5336308
Polk,7.2279377,3.3831675,4.903840278842115e-13,1.5630627318207307e-11,0.5,0.21938940630731057,0.8872662,0.12831543
Nxn,7.2023935,3.7643154,5.916471983881113e-13,1.865910824024478e-11,0.45081967213114754,0.10892157215290015,0.8365691,0.09193151
Hspa12b,7.1984434,6.8680673,6.090374986198672e-13,1.916257328795765e-11,0.38524590163934425,0.011758783127764393,0.62226963,0.007361955
Cd34,7.161337,4.5100927,7.989403370185128e-13,2.473009389896005e-11,0.4262295081967213,0.08141249235858894,0.7023419,0.043726727
Rps6,7.1602397,2.849139,8.053609685583177e-13,2.487361979903678e-11,0.5245901639344263,0.2338091984609299,0.9412339,0.19633222
Tbx3,7.1530323,8.262567,8.488167906326577e-13,2.615562748199485e-11,0.3770491803278688,0.002912726095868244,0.6006403,0.002677248
Bmpr2,7.130183,1.5391712,1.0023552735662895e-12,3.060600704627977e-11,0.6639344262295082,0.712035671904779,1.5984054,0.8575817
Nostrin,7.125198,6.376305,1.0393117693488686e-12,3.162662201857769e-11,0.38524590163934425,0.017799992808083715,0.5837488,0.009497541
Lsr,7.0598464,6.8435173,1.6668675737928524e-12,4.9490311279352425e-11,0.3770491803278688,0.009960804056240785,0.5562699,0.0064588566
Ifnar2,7.050754,3.1976118,1.779508583277445e-12,5.271818702609146e-11,0.4918032786885246,0.20852961271530798,0.84683895,0.13559286
Pdgfb,7.048492,3.555096,1.808669482680478e-12,5.352041585098412e-11,0.4672131147540984,0.1612427631342371,0.78349614,0.09636916
Selenop,7.048346,3.3489714,1.8105715671211226e-12,5.352041585098412e-11,0.45901639344262296,0.12503146463375167,0.8555186,0.12464618
Srgn,7.0216594,5.4607916,2.192484016312584e-12,6.438474920034878e-11,0.38524590163934425,0.023193930022654536,0.5832911,0.017821614
Ocln,7.006091,4.1934805,2.4506859345636437e-12,7.149829648395777e-11,0.4262295081967213,0.09446582041785033,0.6743458,0.0512821
Plcb1,6.9738173,0.63496387,3.0845423668054224e-12,8.892881265671856e-11,0.860655737704918,0.8720198496889496,2.6610374,2.2588196
Paqr5,6.9695244,6.3051023,3.180140719131104e-12,9.148863075273316e-11,0.3770491803278688,0.01693696285375238,0.5771866,0.009828827
Rps7,6.960758,2.4107082,3.384457531266687e-12,9.695135806517684e-11,0.5737704918032787,0.33061239167176093,1.0860844,0.31415564
Thsd1,6.936638,5.182363,4.015419299492687e-12,1.144160303047386e-10,0.39344262295081966,0.04584846632385199,0.6235535,0.023556871
Rpl18a,6.9319677,2.4617798,4.1502676326735995e-12,1.1775891371693732e-10,0.5573770491803278,0.31317199467798196,1.0713063,0.29890093
Cavin1,6.9296103,6.938564,4.2200180336295465e-12,1.1961169257766446e-10,0.36885245901639346,0.007587471681829623,0.5820189,0.0064168735
Adgre5,6.9118247,6.71838,4.784582813911992e-12,1.3461962325635104e-10,0.36885245901639346,0.008558380380452372,0.5519669,0.006971429
Rps28,6.900043,2.4618452,5.198679126156148e-12,1.4535744861583318e-10,0.5655737704918032,0.323456434967097,1.0805314,0.3025241
Rpl28,6.8537483,2.6106536,7.19396021112958e-12,1.9744812142293344e-10,0.5491803278688525,0.30299543313315835,1.1072413,0.28646156
Srgap2,6.8380055,1.2665331,8.030335726910767e-12,2.1906103653004296e-10,0.7049180327868853,0.7217447588910065,1.6774426,1.0327897
mt-Nd4,6.834168,2.1752021,8.24822247545798e-12,2.2454887326804046e-10,0.6065573770491803,0.42586932288108165,1.3053995,0.4671307
Rassf3,6.831923,4.0441375,8.37837062551058e-12,2.276307570348527e-10,0.4180327868852459,0.0930993563234924,0.6569666,0.054780588
