names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_DC NN (for_DEGs),mean_expr_Rest (for_DEGs)
Ntrk3,-3.3311417,-2.9824784,0.000864905807760945,0.04592889141212765,0.15384615384615385,0.7786374382119063,0.42419136,1.6439918
Asxl3,-3.3330512,-29.244587,0.0008589915167288761,0.04570515258317802,0.0,0.5338491295938105,0.0,0.49229133
Cstf3,-3.335752,-2.2898867,0.0008506902749801341,0.045353269223643265,0.07692307692307693,0.6610072354753206,0.19905949,0.7309661
Ppp2r2c,-3.3395364,-29.138342,0.0008391830845075307,0.04482872660182376,0.0,0.5348878859517158,0.0,0.46430078
Ctdspl,-3.3402073,-29.167044,0.0008371583017100786,0.04480964853974066,0.0,0.5349953435059818,0.0,0.47173518
Tbcd,-3.3437855,-29.134518,0.0008264357818542234,0.04432401089505585,0.0,0.5355684504620675,0.0,0.46331668
Trim44,-3.3445942,-3.0277555,0.0008240306180198685,0.04432401089505585,0.07692307692307693,0.6475392220073071,0.1129928,0.6808625
Lrrc49,-3.3449037,-29.130669,0.0008231112124202915,0.04432401089505585,0.0,0.5357475463858442,0.0,0.46232882
Dhx30,-3.345351,-29.084324,0.0008217848621687301,0.04432401089505585,0.0,0.535819184755355,0.0,0.45055717
A830082K12Rik,-3.346022,-29.406317,0.0008197990542560892,0.04432401089505585,0.0,0.5359266423096211,0.0,0.5373805
Elp4,-3.349944,-3.0798197,0.0008082785320797294,0.043875644761580464,0.07692307692307693,0.6457482627695393,0.1129928,0.6988464
Cntn4,-3.3535566,-3.2568123,0.0007978006070028349,0.04339453908940521,0.07692307692307693,0.651765885808439,0.2284989,1.2394841
Baiap2,-3.3556383,-29.279436,0.0007918207099880868,0.04315663788515191,0.0,0.5374668672541013,0.0,0.501752
Txlng,-3.3603346,-29.158825,0.000778481364636485,0.04251584200768771,0.0,0.5382190701339638,0.0,0.46959713
Rian,-3.3617797,-2.9962971,0.0007744191089049223,0.04246661521688829,0.15384615384615385,0.7620889748549323,0.39184424,1.574397
Arnt,-3.3621237,-29.120739,0.0007734548099833079,0.04246661521688829,0.0,0.5385056236120066,0.0,0.459786
Snph,-3.3636892,-29.170284,0.0007690813081870143,0.04234675153890385,0.0,0.5387563579052941,0.0,0.4725818
Pde4a,-3.3639128,-29.269423,0.000768458399795767,0.04234675153890385,0.0,0.5387921770900495,0.0,0.49901953
Gm3764,-3.3699508,-29.45132,0.0007518158916395653,0.04156644651924922,0.0,0.539759295078444,0.0,0.55046487
Slc2a13,-3.370811,-2.861935,0.0007494725859876966,0.041522326568019394,0.07692307692307693,0.6636220359624615,0.19827661,0.95331264
A230006K03Rik,-3.3727722,-3.270727,0.0007441551880609962,0.041312913023138366,0.07692307692307693,0.6665233899276453,0.21400107,1.194841
Dennd5b,-3.3730989,-1.9274086,0.0007432723689176089,0.041312913023138366,0.07692307692307693,0.6686009026434558,0.2643392,0.765881
Atp8a1,-3.3740451,-2.305844,0.0007407223199664229,0.04129296418568005,0.15384615384615385,0.8167132316068486,0.47949502,1.3967855
Dcaf8,-3.3741999,-29.123644,0.0007403058136627732,0.04129296418568005,0.0,0.5404398595887958,0.0,0.46052942
Pakap-1,-3.3764362,-29.308697,0.0007343138236491721,0.041106275919694284,0.0,0.5407980514363493,0.0,0.50980115
Tasor,-3.378621,-2.5509217,0.000728503638767168,0.04086616445443383,0.07692307692307693,0.665090622537431,0.17023261,0.73597735
Sorbs2,-3.3799284,-2.5330455,0.0007250471322925651,0.0408428017708621,0.23076923076923078,0.7826133677197507,0.5129271,1.5849143
Pde10a,-3.3806682,-2.8643236,0.000723098232019841,0.04081859137473346,0.15384615384615385,0.745719607421735,0.36439502,1.4354302
Bmpr1a,-3.385829,-29.211414,0.0007096360844588236,0.040142992819807564,0.0,0.5423024571960742,0.0,0.4834143
Adam23,-3.3868268,-2.5367243,0.0007070604174362489,0.04008167387449791,0.07692307692307693,0.6703918618812236,0.21400107,0.8690606
Gmds,-3.3870504,-2.7470229,0.000706484305743361,0.04008167387449791,0.07692307692307693,0.6669174009599541,0.17023261,0.8090869
Mdn1,-3.387618,-29.160442,0.0007050238267813307,0.04008167387449791,0.0,0.542589010674117,0.0,0.47001758
Otud7a,-3.3880482,-2.610495,0.0007039192716554398,0.04008167387449791,0.23076923076923078,0.7698975571315997,0.43887454,1.4735711
Tcerg1,-3.388289,-29.139095,0.0007033014234101237,0.04008167387449791,0.0,0.5426964682283831,0.0,0.46449426
Celf5,-3.3896308,-29.23611,0.0006998683414059214,0.04008167387449791,0.0,0.5429113833369152,0.0,0.49001154
Sh3d19,-3.3896308,-29.480825,0.0006998683414059214,0.04008167387449791,0.0,0.5429113833369152,0.0,0.5591733
Trpc4,-3.390078,-29.924244,0.0006987274459317903,0.04008167387449791,0.0,0.542983021706426,0.0,0.7025108
Immp2l,-3.3927443,-2.6712568,0.0006919617415153649,0.03989916737020999,0.07692307692307693,0.670642596174511,0.21400107,0.9242523
Golga4,-3.3938797,-29.159342,0.000689099385866182,0.039819570963923245,0.0,0.5435919478472669,0.0,0.46973193
Braf,-3.395583,-2.3657424,0.0006848264810061873,0.03965794729447468,0.15384615384615385,0.7611934952360484,0.3278742,1.0985755
Samd12,-3.3964086,-2.9199862,0.0006827636465326833,0.039623885922965875,0.15384615384615385,0.7512715810588151,0.32970464,1.3752011
Ddhd2,-3.3983524,-29.158974,0.0006779301729382881,0.039428536248596976,0.0,0.5443083315423741,0.0,0.46963763
Cdkal1,-3.4005716,-2.5498185,0.000672451205932034,0.03919471562558298,0.07692307692307693,0.6702844043269576,0.1745647,0.74991953
Nfx1,-3.4008124,-29.13292,0.000671859072156655,0.03919471562558298,0.0,0.544702342574683,0.0,0.4629066
Bmt2,-3.4021542,-29.209545,0.0006685689055330827,0.03913822765070574,0.0,0.5449172576832151,0.0,0.48291725
Wasl,-3.4021542,-29.19633,0.0006685689055330827,0.03913822765070574,0.0,0.5449172576832151,0.0,0.4794185
Ildr2,-3.4021542,-29.412876,0.0006685689055330827,0.03913822765070574,0.0,0.5449172576832151,0.0,0.53927207
Syt16,-3.4022574,-2.9572809,0.0006683164372905596,0.03913822765070574,0.07692307692307693,0.6703918618812236,0.17838764,0.92295957
Clstn1,-3.4066784,-2.5970666,0.0006575852246476747,0.038833659310512136,0.07692307692307693,0.6667383050361774,0.1644341,0.73303723
Cpne4,-3.4070742,-30.12546,0.0006566326968519302,0.038833659310512136,0.0,0.5457052797478329,0.0,0.77532655
Tanc1,-3.4077451,-29.833408,0.0006550204728408355,0.038833659310512136,0.0,0.545812737302099,0.0,0.67123026
Rnf150,-3.4080203,-2.7627633,0.0006543601131173353,0.038833659310512136,0.07692307692307693,0.6735439501396948,0.2050534,0.93399084
Clasp2,-3.411478,-2.5100806,0.000646116915159157,0.038494814878772834,0.23076923076923078,0.831685650834587,0.44269747,1.4284899
Cpeb3,-3.4115984,-2.7091882,0.0006458315865023928,0.038494814878772834,0.15384615384615385,0.7475105666595029,0.26430982,1.091389
Setd2,-3.413525,-2.3039005,0.0006412822365852467,0.0383769570090102,0.07692307692307693,0.6740095995415144,0.19905949,0.7360136
Grik2,-3.413594,-2.0883126,0.0006411203124257487,0.0383769570090102,0.5384615384615384,0.9170785872913533,1.4268334,2.671467
Apc,-3.4144714,-2.5239477,0.000639059110172451,0.0383769570090102,0.15384615384615385,0.8143849845977505,0.40218875,1.3474395
Neo1,-3.4152455,-2.370722,0.0006372455228882744,0.0383769570090102,0.07692307692307693,0.6749050791603983,0.21488142,0.8063904
Cnrip1,-3.4155724,-29.240345,0.0006364812244205568,0.0383769570090102,0.0,0.5470664087685364,0.0,0.49114895
Kcnq3,-3.4172926,-2.4465177,0.0006324726359443312,0.038275990377982384,0.3076923076923077,0.813023855577047,0.62172407,1.7403742
Rab10,-3.4184797,-2.7221556,0.0006297204168248727,0.038195457336533484,0.07692307692307693,0.6683501683501684,0.151317,0.73139745
Hnrnpa2b1,-3.4196322,-2.324057,0.000627058637669583,0.03812005790538846,0.07692307692307693,0.6740812379110251,0.19827661,0.7410389
Elovl6,-3.4204924,-29.316982,0.0006250790598791449,0.038085882854767855,0.0,0.5478544308331542,0.0,0.5121
Crebbp,-3.4204924,-2.5019066,0.0006250790598791449,0.038085882854767855,0.15384615384615385,0.7700050146858658,0.29138044,1.0702467
Ppm1l,-3.4211977,-2.647798,0.000623460146329112,0.038085882854767855,0.07692307692307693,0.6758721971487929,0.21400107,0.91448236
Fhit,-3.4229522,-29.721806,0.000619449514424842,0.03800138916117696,0.0,0.5482484418654632,0.0,0.6341581
Tmem178b,-3.4231415,-2.796164,0.0006190184322938722,0.03800138916117696,0.15384615384615385,0.7858012751629773,0.43224347,1.5593462
Gabra5,-3.4240704,-29.623518,0.0006169062565823695,0.03800138916117696,0.0,0.5484275377892399,0.0,0.60274047
Dlc1,-3.4251885,-29.949501,0.0006143727175042349,0.03794987337779033,0.0,0.5486066337130167,0.0,0.71138346
Asb3,-3.4251885,-29.19498,0.0006143727175042349,0.03794987337779033,0.0,0.5486066337130167,0.0,0.47906345
Cul5,-3.431674,-29.20599,0.0005998681089731644,0.03722507179701831,0.0,0.549645390070922,0.0,0.48197463
Hook1,-3.4345813,-29.288315,0.0005934700616252788,0.03691328832377602,0.0,0.5501110394727416,0.0,0.50418514
Dzip3,-3.4350286,-2.3358672,0.0005924914032969275,0.03691328832377602,0.07692307692307693,0.6787377319292213,0.21345657,0.7890484
Mbnl2,-3.4353726,-2.642488,0.0005917396116788293,0.03691328832377602,0.15384615384615385,0.8104448742746615,0.37961814,1.3566206
Ttc7b,-3.4382281,-2.8491504,0.0005855339257355209,0.03667435101285185,0.07692307692307693,0.6763736657353678,0.1644341,0.82761854
Nr3c2,-3.4386928,-2.7357132,0.0005845303144333881,0.03667435101285185,0.23076923076923078,0.7752704348449029,0.47738785,1.6244318
Tenm3,-3.438899,-2.9870937,0.0005840847792196353,0.03667435101285185,0.15384615384615385,0.7360842467225446,0.36271074,1.4966274
Carmil1,-3.4392776,-29.47069,0.0005832687856836331,0.03667435101285185,0.0,0.5508632423526041,0.0,0.5561714
Rab11fip2,-3.4395013,-29.231684,0.0005827871066803083,0.03667435101285185,0.0,0.5508990615373595,0.0,0.48882475
Sestd1,-3.442185,-29.315647,0.0005770357723539952,0.03656828113950908,0.0,0.5513288917544237,0.0,0.51172894
Clcn3,-3.4431138,-2.4597776,0.0005750572697379634,0.03652905162614439,0.07692307692307693,0.6770542302457196,0.18225397,0.74185234
Hnrnpdl,-3.4435267,-29.204836,0.0005741799643580695,0.03652905162614439,0.0,0.5515438068629558,0.0,0.48166716
Cdk17,-3.4437332,-2.7104595,0.0005737417791642836,0.03652905162614439,0.07692307692307693,0.6778780714950928,0.17838764,0.8233979
Pdpk1,-3.444645,-29.22537,0.000571810183296526,0.03652905162614439,0.0,0.5517229027867325,0.0,0.48713252
6820431F20Rik,-3.445178,-2.6250713,0.0005706831904921491,0.03652905162614439,0.07692307692307693,0.6786302743749553,0.17023261,0.76308113
Khdrbs2,-3.4457803,-2.960916,0.0005694132653613156,0.03652905162614439,0.15384615384615385,0.7138047138047138,0.2875575,1.2792944
Ryr3,-3.4458835,-3.0324168,0.000569195828319121,0.03652905162614439,0.15384615384615385,0.7202163478759224,0.33357096,1.4444493
Sv2b,-3.4468813,-3.785457,0.0005670979195491875,0.03652905162614439,0.07692307692307693,0.6221076008310051,0.1129928,0.9743729
Atp13a3,-3.4544847,-29.26226,0.0005513453620986633,0.03569795151708695,0.0,0.5532989469159681,0.0,0.49707192
Pcca,-3.4545364,-2.6551924,0.000551239850698502,0.03569795151708695,0.07692307692307693,0.6799914033956587,0.17838764,0.80208474
Ttc3,-3.4554653,-2.7979434,0.000549343858872602,0.03569795151708695,0.23076923076923078,0.8960527258399599,0.59627795,1.8976641
Gpr137c,-3.458063,-29.518742,0.0005440742986893483,0.035483680596560166,0.0,0.5538720538720538,0.0,0.57051456
Usp48,-3.4627593,-29.195097,0.0005346665609133858,0.034954964700103834,0.0,0.5546242567519163,0.0,0.47909352
Ccny,-3.464944,-2.6172996,0.000530341923364757,0.034756798733685416,0.07692307692307693,0.6821763736657354,0.17902657,0.78981566
Gm9801,-3.4661138,-29.260773,0.0005280397900855881,0.03469053584254218,0.0,0.5551615445232466,0.0,0.49666807
Scn1a,-3.4691243,-2.7637734,0.0005221579336039807,0.03438819528416412,0.07692307692307693,0.6843255247510567,0.21345657,0.96167684
Opa1,-3.4699156,-29.23651,0.0005206220119875493,0.03437128614767924,0.0,0.5557704706640877,0.0,0.49011853
Zfp451,-3.4699156,-29.242447,0.0005206220119875493,0.03437128614767924,0.0,0.5557704706640877,0.0,0.4917153
Thsd7b,-3.4712574,-30.312342,0.0005180272428852342,0.03436886917611418,0.0,0.5559853857726198,0.0,0.84727806
Sox5,-3.4746292,-3.974073,0.00051156015673998,0.0340238153752556,0.07692307692307693,0.6207106526255463,0.1129928,1.0577518
Kalrn,-3.4749215,-2.4180436,0.000511002797490221,0.0340238153752556,0.38461538461538464,0.8472311770184111,0.97224796,2.28091
Ptprk,-3.4754033,-3.1698577,0.0005100860278624139,0.0340238153752556,0.07692307692307693,0.6794541156243283,0.21400107,1.1466143
Ldb2,-3.4755065,-30.304813,0.0005098897768067138,0.0340238153752556,0.0,0.5566659502829716,0.0,0.8443021
Mib1,-3.476246,-2.6115184,0.0005084853693446205,0.0340238153752556,0.07692307692307693,0.6835375026864389,0.17902657,0.7876227
Cspp1,-3.476659,-2.721351,0.000507703082860167,0.0340238153752556,0.07692307692307693,0.6838598753492371,0.1745647,0.8144061
Lrfn2,-3.4770718,-29.447233,0.000506921918454339,0.0340238153752556,0.0,0.5569166845762591,0.0,0.54926753
Srsf11,-3.480822,-2.3313951,0.0004998774783020932,0.033833017234199604,0.07692307692307693,0.6868328676839315,0.21345657,0.7873615
Cdkl5,-3.4820778,-2.6118486,0.0004975390328253843,0.033759782353581,0.07692307692307693,0.6865463142058886,0.21488142,0.90233475
Bcl11a,-3.4856732,-3.3061426,0.0004909003139934788,0.03339364920760703,0.07692307692307693,0.6803495952432123,0.17902657,1.0781301
Chd2,-3.4897847,-2.7596662,0.00048340994559876283,0.03296757674679888,0.07692307692307693,0.6846120782290995,0.17023261,0.8139614
Gfod1,-3.489819,-29.399534,0.0004833477168501243,0.03296757674679888,0.0,0.5589583781073143,0.0,0.5354263
Hdac4,-3.4911609,-29.387295,0.0004809266151063562,0.03296555649976477,0.0,0.5591732932158464,0.0,0.53191763
Prkn,-3.49424,-2.9233572,0.00047541319606229113,0.032670978460853616,0.15384615384615385,0.8334407908875994,0.44896778,1.6675177
Usp29,-3.494739,-29.720335,0.00047452552998784517,0.032670978460853616,0.0,0.5597464001719321,0.0,0.6336788
Sacm1l,-3.4951863,-29.270329,0.00047373100609886314,0.032670978460853616,0.0,0.5598180385414427,0.0,0.4992665
Fam219a,-3.4965281,-29.30599,0.0004713548739169394,0.03264253985089732,0.0,0.560032953649975,0.0,0.5090539
N4bp2l2,-3.4975085,-2.6671033,0.00046962550580668494,0.032606814834691536,0.07692307692307693,0.6869403252381976,0.17023261,0.77873755
Sgcd,-3.4980419,-3.2005305,0.0004686874590957837,0.032606814834691536,0.15384615384615385,0.7056737588652482,0.28322542,1.3887461
Homer1,-3.5028071,-2.7894046,0.0004603828105040857,0.03213113277466177,0.07692307692307693,0.6890894763235189,0.21345657,0.97269064
Chd3,-3.5045788,-29.382086,0.0004573299737631996,0.032001188528690556,0.0,0.5613224443011677,0.0,0.53042996
Prepl,-3.507486,-29.318275,0.00045236184322780933,0.03173619511104762,0.0,0.5617880937029873,0.0,0.5124611
Gabrb2,-3.50857,-2.9617598,0.00045052274033283206,0.031689911080479576,0.15384615384615385,0.7217565728204026,0.26430982,1.2110295
Pknox2,-3.509946,-29.599537,0.00044819742758494424,0.03160909417114817,0.0,0.5621821047352962,0.0,0.59525084
Slc4a10,-3.510015,-2.9804742,0.0004480814564970394,0.03160909417114817,0.15384615384615385,0.7746615087040619,0.3258817,1.3963859
Acaca,-3.5112019,-2.9443038,0.0004460853583664795,0.03160909417114817,0.07692307692307693,0.6840389712730138,0.151317,0.8142269
Plxdc2,-3.512062,-2.6179636,0.0004446440998697204,0.031607372919310546,0.07692307692307693,0.6888029228454761,0.2975001,1.1400847
Septin7,-3.5122342,-2.7306247,0.0004443563702257747,0.031607372919310546,0.15384615384615385,0.7662081811017981,0.26430982,1.101286
Elmod1,-3.514264,-2.9640803,0.00044097425909056905,0.03151324027064785,0.07692307692307693,0.6880507199656136,0.17902657,0.9281661
Trpc5,-3.5144188,-29.985506,0.000440717290196146,0.03151324027064785,0.0,0.5628984884304034,0.0,0.72416687
Khdrbs3,-3.514866,-3.4500604,0.00043997572056567267,0.03151324027064785,0.07692307692307693,0.6750841750841751,0.17902657,1.1450573
Ralgps1,-3.51595,-2.4685154,0.0004381836680581868,0.03151324027064785,0.07692307692307693,0.6927430331685651,0.21345657,0.8402681
Parg,-3.516208,-29.281736,0.0004377579943463519,0.03151324027064785,0.0,0.5631850419084462,0.0,0.50238174
Csmd1,-3.517567,-0.9179541,0.00043552247590035594,0.03151324027064785,1.0,0.943692241564582,2.9733517,3.5852623
Mpdz,-3.5206807,-29.46136,0.00043044071116323115,0.0312593024566379,0.0,0.5639014256035533,0.0,0.5534175
Usp9x,-3.5251706,-2.6683044,0.00042321026489900994,0.030817506281399447,0.15384615384615385,0.7794254602765242,0.2774269,1.10938
Rundc3b,-3.5280607,-29.376448,0.0004186163507300991,0.030565818869885228,0.0,0.5650834587004799,0.0,0.5288247
Entrep2,-3.5299873,-3.385106,0.00041557965863336097,0.030426772281957518,0.07692307692307693,0.686474675836378,0.18225397,1.127744
Arhgef28,-3.530744,-29.66136,0.00041439231106084985,0.030422736060669496,0.0,0.5655132889175443,0.0,0.61469984
Ralgps2,-3.5316386,-29.395008,0.000412993167063293,0.030403086024632008,0.0,0.5656565656565656,0.0,0.5341282
Armc9,-3.5336514,-29.353043,0.0004098612092614856,0.030255413991362962,0.0,0.5659789383193639,0.0,0.5221938
Cstpp1,-3.5359395,-2.7356334,0.00040632789826342014,0.0300772193563033,0.07692307692307693,0.6944981732215775,0.18225397,0.8465432
Kcnb2,-3.5361803,-3.1803129,0.0004059576305804657,0.0300772193563033,0.15384615384615385,0.7720825274016764,0.39733607,1.6905456
D430041D05Rik,-3.537178,-3.3863988,0.00040442701957830947,0.0300772193563033,0.07692307692307693,0.6798839458413927,0.151317,0.996329
Ap1g1,-3.5372295,-29.286493,0.00040434799686532097,0.0300772193563033,0.0,0.5665520452754496,0.0,0.50368637
Ftx,-3.5373328,-3.0154018,0.0004041899947096049,0.0300772193563033,0.07692307692307693,0.6933877784941614,0.17023261,0.91652393
Raf1,-3.540584,-29.26835,0.0003992423498996995,0.0299654802843713,0.0,0.5670893330467799,0.0,0.49872673
Dclk2,-3.5450568,-29.437174,0.0003925284772840731,0.029544090153005725,0.0,0.567805716741887,0.0,0.54632574
Tab2,-3.5472932,-29.324774,0.0003892112428315224,0.029376702513716314,0.0,0.5681639085894405,0.0,0.51426953
Odf2,-3.547964,-29.328186,0.0003882211924294913,0.029376702513716314,0.0,0.5682713661437065,0.0,0.5152216
Cpd,-3.5488586,-29.373285,0.00038690478589148886,0.02936760338108561,0.0,0.568414642882728,0.0,0.52792484
Grin2a,-3.5526605,-2.7923417,0.0003813564597678834,0.029028464798762116,0.3076923076923077,0.8357690378966974,0.79324955,2.2392416
Schip1,-3.5529184,-2.673815,0.00038098258447366736,0.029028464798762116,0.3076923076923077,0.8337273443656422,0.67994624,1.9759841
Hook3,-3.553899,-3.2422385,0.000379564980498383,0.029028464798762116,0.07692307692307693,0.6784511784511784,0.1129928,0.75703984
Chrm3,-3.554759,-3.7367427,0.0003783255289794861,0.029028464798762116,0.07692307692307693,0.6609714162905652,0.17838764,1.2818877
R3hdm2,-3.5556364,-3.0293534,0.00037706518654933495,0.029028464798762116,0.07692307692307693,0.6927430331685651,0.151317,0.8474935
Erc1,-3.5566514,-2.3035688,0.00037561204004905684,0.029001998609534937,0.07692307692307693,0.7004441578909664,0.2643392,0.91377586
Smarcad1,-3.5571332,-29.334732,0.0003749242444054713,0.029001998609534937,0.0,0.5697399527186762,0.0,0.5170493
Cdh2,-3.5610898,-2.6682506,0.0003693188856372942,0.028680920396167906,0.15384615384615385,0.7654559782219357,0.33890754,1.2709706
Spock2,-3.5625002,-29.427948,0.00036733947039160485,0.028609888607021513,0.0,0.5705996131528046,0.0,0.54364
Cdh12,-3.567145,-3.5403407,0.0003608917591827523,0.028189423166396964,0.07692307692307693,0.6857941113260262,0.19827661,1.2673564
Plekha5,-3.5698287,-2.6333196,0.0003572148097894488,0.027983562504497052,0.15384615384615385,0.7622322515939537,0.344881,1.2684005
5730522E02Rik,-3.573596,-3.1725888,0.00035211202087044125,0.02766447368651683,0.15384615384615385,0.7493731642667812,0.36064163,1.5923872
Fbxo34,-3.5741293,-29.48715,0.00035139524120473506,0.02766447368651683,0.0,0.5724622107600831,0.0,0.5610531
Cdr1os,-3.5744905,-3.085783,0.00035091045640933373,0.02766447368651683,0.15384615384615385,0.7709004943047496,0.3653181,1.5568581
Dmd,-3.578086,-2.2055123,0.0003461196686609172,0.027434322999760605,0.46153846153846156,0.8751343219428326,1.0677015,2.2827444
Ralyl,-3.580374,-2.503465,0.0003431029146564471,0.027275666617806907,0.38461538461538464,0.8562217923920051,0.91695184,2.2528787
Ncald,-3.5827994,-2.950225,0.00033993157430096575,0.027103743031059196,0.07692307692307693,0.7022709363134895,0.21400107,1.0453013
Scfd2,-3.5839694,-29.40978,0.0003384119551329481,0.027062884626256892,0.0,0.5740382548893187,0.0,0.5383776
Slit2,-3.584193,-30.339966,0.00033812216435082635,0.027062884626256892,0.0,0.5740740740740741,0.0,0.8582677
Phf24,-3.5844166,-29.535973,0.0003378326057573781,0.027062884626256892,0.0,0.5741098932588294,0.0,0.5757254
Kidins220,-3.584709,-2.7543194,0.00033745430227054724,0.027062884626256892,0.15384615384615385,0.7830073787520596,0.2774269,1.1497269
Il1rapl1,-3.5867906,-2.031393,0.0003347731001496394,0.027062884626256892,0.6153846153846154,0.9251737230460635,1.6144477,2.859606
Scmh1,-3.589302,-2.8509371,0.00033156446778847946,0.02691582250597113,0.07692307692307693,0.702020202020202,0.17023261,0.8496852
Clec16a,-3.5949273,-29.401443,0.0003244821238385568,0.0264207111137637,0.0,0.5757933949423311,0.0,0.5359741
Usp33,-3.5971637,-29.384464,0.0003217060480405702,0.026274290306535324,0.0,0.5761515867898847,0.0,0.53110826
Slc22a23,-3.5978346,-29.60605,0.00032087757010907633,0.026274290306535324,0.0,0.5762590443441508,0.0,0.59727687
Snhg11,-3.598041,-2.3930085,0.00032062305586667486,0.026274290306535324,0.38461538461538464,0.8287842968694032,0.926054,2.198065
