names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_ABC NN (for_DEGs),mean_expr_Rest (for_DEGs)
Siah3,-2.7325575,-26.60329,0.00628447112818938,0.045691011786576044,0.0,0.16940813101565866,0.0,0.09708153
Ndufs3,-2.7328372,-0.33694294,0.006279137812076692,0.04568655104535627,0.13793103448275862,0.34319781640568886,0.19294019,0.23806868
Gm12394,-2.7331367,-26.394117,0.006273428066233897,0.04565737056871745,0.0,0.16944404539577648,0.0,0.084516145
Malt1,-2.7358534,-0.49946892,0.006221872602274203,0.04534356301142063,0.09195402298850575,0.2835799454101422,0.12563595,0.17332266
Nxph1,-2.7358668,-1.006825,0.0062216208217108675,0.04534356301142063,0.2413793103448276,0.4228559115069674,0.4300672,0.7322794
Tvp23a,-2.7361064,-2.6303003,0.006217090339916589,0.045333301881562746,0.011494252873563218,0.18309150984054015,0.016174749,0.09618352
Bcas1,-2.7376447,-3.2386446,0.00618809035810608,0.045134090098347006,0.022988505747126436,0.19325527941387732,0.029157614,0.24629156
Rtn4,-2.7379575,-0.69628,0.006182204862557873,0.04510340609745589,0.5172413793103449,0.8091509840540152,0.88405514,1.1945214
Fancc,-2.738164,-0.52676815,0.0061783256990969385,0.04508734696760857,0.09195402298850575,0.28264617152707944,0.12368577,0.17368646
Ap1ar,-2.7385902,-0.3137867,0.006170324036152761,0.04504118632203876,0.12643678160919541,0.33242350237034907,0.17049651,0.20787546
Pinx1,-2.73877,-0.6323492,0.006166951134339365,0.04502879809230943,0.05747126436781609,0.23980031604654503,0.08873746,0.13438958
Carm1,-2.7393227,-0.552221,0.006156592978384918,0.04497761101935909,0.10344827586206896,0.2980175262174975,0.12399441,0.1769499
Dgat1,-2.739782,-3.0164268,0.00614799391009224,0.04492700472237653,0.011494252873563218,0.18316333860077574,0.01230594,0.09548299
Usp45,-2.7412403,-0.3351102,0.0061207728116952145,0.04476460681824998,0.26436781609195403,0.5431690849015945,0.39278772,0.47430688
Zfp608,-2.742652,-0.5603145,0.006094525242559817,0.044584779000158524,0.3793103448275862,0.6608245941675047,0.6333739,0.83441967
Fam20b,-2.7431314,-0.2908559,0.006085634063010914,0.04453185927916756,0.11494252873563218,0.31540008619451226,0.16383211,0.19702943
Mapk8ip3,-2.7440035,-0.26810896,0.006069487018010982,0.04443790631442918,0.25287356321839083,0.5204352822870277,0.3767062,0.43883935
Lancl2,-2.7444432,-1.2824833,0.006061366494079838,0.04440264931731877,0.034482758620689655,0.2107455825312455,0.051372636,0.12065297
Jade2,-2.744523,-3.8804388,0.006059891087112084,0.04440264931731877,0.011494252873563218,0.18255279413877318,0.007127997,0.10016413
Stx1b,-2.7445495,-0.28808153,0.006059399356685104,0.04440264931731877,0.12643678160919541,0.3307714408849303,0.18599533,0.22282024
Tdrkh,-2.7448094,-2.1466262,0.0060546068683642795,0.0443894369857976,0.022988505747126436,0.19695446056601063,0.025071582,0.106536195
Gpt2,-2.744929,-0.5584357,0.00605239610254803,0.04438533932190654,0.08045977011494253,0.2683522482401954,0.11400262,0.163676
Sdhaf2,-2.7456815,-0.51229006,0.006038534010155367,0.044295770912605704,0.09195402298850575,0.28325671598908203,0.12025242,0.16742472
Tmem259,-2.7470531,-0.529335,0.006013336871501478,0.044128357595026514,0.09195402298850575,0.2835799454101422,0.12807742,0.17999306
Txlng,-2.7486646,-0.27737626,0.005983857380768108,0.043930668803617234,0.26436781609195403,0.5388234449073409,0.40179738,0.46958986
Rcc1l,-2.7486646,-1.8948696,0.005983857380768108,0.043930668803617234,0.011494252873563218,0.18398936934348514,0.026156165,0.09399585
Atp6v0e2,-2.7491307,-0.74726164,0.0059753545699304115,0.043892229987433064,0.12643678160919541,0.3230498491596035,0.15469697,0.24751367
Sdhc,-2.7495303,-0.4771957,0.005968075113048274,0.043859656331329024,0.10344827586206896,0.2986639850596179,0.1431665,0.19413881
Os9,-2.749537,-0.74400425,0.005967953856497887,0.043859656331329024,0.10344827586206896,0.295072547047838,0.12628826,0.20330502
Xpo6,-2.7501829,-0.3264187,0.005956202517213629,0.043799442155864864,0.26436781609195403,0.5346214624335583,0.37336653,0.44950312
Gkap1,-2.7512481,-0.44530952,0.005936864421660078,0.043669188888586445,0.12643678160919541,0.32940669444045395,0.17650618,0.23336919
Dpf1,-2.7513747,-1.0467694,0.0059345717852768085,0.043664278168233255,0.04597701149425287,0.22575779342048558,0.06383598,0.12767093
Plekhb2,-2.751661,-0.7936286,0.005929386133024642,0.04365002887517045,0.06896551724137931,0.25398649619307573,0.09053675,0.1520881
Mapkapk2,-2.752207,-1.3721552,0.005919508532186766,0.043589255757703047,0.034482758620689655,0.21157161327395488,0.048104323,0.12006047
Nus1,-2.7526531,-0.36421946,0.005911448820942774,0.043565724031468,0.10344827586206896,0.3005674472058612,0.14693388,0.18542667
Elac1,-2.752833,-26.457165,0.005908203674444417,0.043553753836027845,0.0,0.17066513431978164,0.0,0.088129915
Taf1a,-2.753339,-1.4293505,0.005899077806571825,0.04349841401278401,0.034482758620689655,0.2116793564143083,0.043424077,0.112907715
Fam222b,-2.7540848,-0.3376287,0.005885652315251166,0.04341133069195686,0.28735632183908044,0.571900588995834,0.44171748,0.53169835
Efcab5,-2.7563221,-2.491957,0.005845540923005206,0.04313916083525127,0.011494252873563218,0.18442034190489873,0.01795636,0.09705809
Rxylt1,-2.7563486,-0.55602473,0.005845064894346219,0.04313916083525127,0.10344827586206896,0.2973710673753771,0.13658613,0.1948849
Zfp444,-2.756635,-1.3242477,0.0058399497928531,0.04312158585709337,0.04597701149425287,0.22529090647895417,0.05209859,0.12567559
Pex3,-2.7576604,-0.2630557,0.0058216636807820335,0.042998379082631454,0.12643678160919541,0.3350811664990662,0.17906348,0.21132998
Kctd13,-2.7584927,-2.7236094,0.005806859029290583,0.04290082543773384,0.011494252873563218,0.1843125987645453,0.020433698,0.12782817
Errfi1,-2.7588923,-1.7399993,0.0057997648605031486,0.04286019851532442,0.034482758620689655,0.2111406407125413,0.03942786,0.12604547
Arl6,-2.7591453,-1.2052461,0.005795275929533774,0.04283880721501307,0.034482758620689655,0.21214624335583968,0.052228298,0.116561666
Vps37b,-2.7596247,-0.2804277,0.005786779176445984,0.04278777008010556,0.06896551724137931,0.2567159890820284,0.1316308,0.1577487
Galnt3,-2.7609763,-2.513171,0.005762883498597475,0.04263454835003143,0.022988505747126436,0.19716994684671743,0.022445465,0.12184953
Sdhaf3,-2.7621949,-0.894452,0.0057414183729769435,0.042510860204433856,0.06896551724137931,0.2549920988363741,0.084584184,0.15192698
Ncbp3,-2.7626877,-0.5211991,0.0057327589777680914,0.04245844369697592,0.09195402298850575,0.28555523631662116,0.124408744,0.17405921
Cnot6l,-2.7628741,-0.42432293,0.0057294855224854875,0.042445899087175366,0.3218390804597701,0.6131662117511851,0.48177093,0.60463285
Pom121,-2.7640727,-0.30092064,0.005708482100814578,0.042313631461762126,0.11494252873563218,0.3158310587559259,0.16447526,0.19904563
Tox4,-2.7643125,-0.32149258,0.005704289758889508,0.042294223460640476,0.10344827586206896,0.3022554230713978,0.15002759,0.18421291
Hdhd5,-2.7643723,-0.731673,0.005703242107387682,0.042294223460640476,0.05747126436781609,0.2415242062921994,0.08369302,0.13536866
Cops4,-2.7652512,-0.40102533,0.005687896476979279,0.042195963096751304,0.10344827586206896,0.30139347794857063,0.14909627,0.19252561
Tbp,-2.766796,-0.9606574,0.0056610155945665055,0.042019748349724315,0.04597701149425287,0.22683522482401955,0.06578233,0.12427756
Uri1,-2.767049,-0.40306416,0.005656623629864832,0.04199875018913181,0.2988505747126437,0.5920485562419192,0.456443,0.5680898
Aggf1,-2.767269,-0.51899844,0.005652812049150345,0.041982050790677114,0.08045977011494253,0.27029162476655655,0.11526134,0.16131912
Snx5,-2.767848,-0.35463402,0.005642774439347789,0.04191909018116535,0.12643678160919541,0.3319566154288177,0.17877626,0.22338544
Pstpip2,-2.768241,-1.3186697,0.005635976476930985,0.04189175323240265,0.05747126436781609,0.2378250251400661,0.083700836,0.19701849
Rbl2,-2.7687736,-0.41359028,0.005626770701390636,0.041834900040499834,0.12643678160919541,0.32994541014222095,0.16383162,0.21278311
Man1c1,-2.7693663,-0.60971665,0.00561654521827864,0.041770431778341284,0.12643678160919541,0.3283651774170378,0.16465005,0.2414684
Nptx1,-2.7695527,-0.5001209,0.00561333168098221,0.04175809032890143,0.13793103448275862,0.34405976152851603,0.20039713,0.27294123
2610021A01Rik,-2.7695794,-1.1012911,0.005612872739664251,0.04175809032890143,0.04597701149425287,0.22676339606378393,0.059502337,0.12357504
Junos,-2.7708645,-2.6825273,0.005590769003293474,0.04161328618240877,0.011494252873563218,0.1852822870277259,0.016810376,0.10330677
Hrk,-2.7719498,-26.647089,0.005572162289407965,0.04148628448777834,0.0,0.171850308863669,0.0,0.099929325
Mbip,-2.7728887,-0.27283952,0.0055561120044622615,0.04137825098666879,0.1724137931034483,0.4019178278982905,0.2316403,0.2737854
Mrpl48,-2.7732615,-0.3544677,0.005549749006628309,0.04134232209817096,0.11494252873563218,0.316872575779342,0.16932237,0.21178968
Kpna1,-2.7742205,-0.4632754,0.005533417196566986,0.04123209097941068,0.3103448275862069,0.6023559833357276,0.4522533,0.5813167
Utp4,-2.77458,-0.8729416,0.005527303958505783,0.041197963208058366,0.05747126436781609,0.24041086050854762,0.07466775,0.13276432
Chd8,-2.7750862,-0.37115923,0.005518710467642092,0.04114532471296976,0.3218390804597701,0.6242278408274673,0.51292425,0.624219
Nyap1,-2.7752326,-2.8818045,0.0055162251295996605,0.041138209612085176,0.011494252873563218,0.1854977733084327,0.013160202,0.09316351
Cdk10,-2.7760715,-1.098426,0.005502010370751109,0.04104359207720219,0.04597701149425287,0.22733802614566873,0.058379114,0.12108666
Nt5m,-2.7769172,-0.97097766,0.005487716259751984,0.040948329880459815,0.04597701149425287,0.22766125556672892,0.06597072,0.1254643
AI593442,-2.7790413,-0.4170196,0.0054519598741257684,0.04070412942977477,0.11494252873563218,0.3174831202413446,0.17413273,0.2263119
Helz,-2.7790878,-0.54944175,0.005451177614840197,0.04070412942977477,0.3333333333333333,0.6245151558684097,0.47102776,0.63154507
Hcn2,-2.779767,-1.8192476,0.00543979046864024,0.04064715514248144,0.022988505747126436,0.19946846717425656,0.03345064,0.113367066
Sec14l2,-2.7806327,-2.279335,0.005425308565894795,0.040572791863510475,0.022988505747126436,0.19910932337307857,0.023766361,0.11042878
Vat1l,-2.7807193,-2.832475,0.005423862291683392,0.040572791863510475,0.011494252873563218,0.1858210027294929,0.017946094,0.12131736
Esrra,-2.7808125,-0.84832126,0.005422305154883931,0.040572791863510475,0.05747126436781609,0.24217066513431978,0.07781287,0.13600679
Csrnp2,-2.7821243,-2.030904,0.005400436770935068,0.04044673634299883,0.022988505747126436,0.19936072403390317,0.02585656,0.10169324
Otulinl,-2.7844615,-1.663415,0.005361670555187817,0.040186356434559735,0.034482758620689655,0.21282861657807786,0.045225885,0.13675657
Fam168a,-2.784548,-0.7002816,0.00536023960739049,0.040186356434559735,0.4942528735632184,0.7699324809653786,0.82208955,1.1223471
Fbxo44,-2.7846744,-3.0178168,0.005358148842483593,0.04018237772747255,0.011494252873563218,0.18592874586984628,0.013325302,0.10314243
Ppp1r7,-2.7868118,-0.36489907,0.005322937062482275,0.039940608452638575,0.10344827586206896,0.30365608389599197,0.15457717,0.19496888
Rxfp1,-2.787178,-3.7822025,0.0053169249062086634,0.03990664028766111,0.011494252873563218,0.1851386295072547,0.013536032,0.17184632
Snapc1,-2.7882502,-0.560698,0.005299360921911336,0.039785925669672415,0.09195402298850575,0.28727912656227556,0.121666834,0.17465033
Tbc1d9b,-2.7902079,-0.3150557,0.005267422729665509,0.03955719640752159,0.1724137931034483,0.40055308145381413,0.2318482,0.28111866
Nnat,-2.790574,-0.28982016,0.005261467240430145,0.039523518241643275,0.13793103448275862,0.3431259876454532,0.28712553,0.34116817
Asph,-2.7908869,-0.5243879,0.0052563828247328866,0.03949636647107737,0.3103448275862069,0.5918689843413303,0.46216694,0.61249346
Btbd3,-2.790947,-0.4135694,0.005255409719704892,0.03949636647107737,0.2413793103448276,0.49346358281856056,0.35504666,0.44964394
Sec23b,-2.7915595,-1.1799028,0.005245471754283833,0.03943643705584963,0.04597701149425287,0.2280922281281425,0.05917092,0.12936369
Bicral,-2.7917926,-0.5218466,0.005241695466671807,0.03941907561977931,0.3218390804597701,0.6375520758511708,0.5088079,0.6690455
Gm3510,-2.7919855,-1.7408012,0.0052385684033878725,0.0394065881856193,0.022988505747126436,0.19989943973567018,0.033616412,0.10819308
Abcb4,-2.792092,-2.532973,0.005236843848619233,0.03940464693710412,0.011494252873563218,0.18657520471196667,0.020471351,0.11306237
Ppp4r3b,-2.7928312,-0.38470405,0.005224893864888982,0.03932574177859018,0.28735632183908044,0.577610975434564,0.41984203,0.5194818
Arid1a,-2.7928445,-0.39599058,0.005224678775997355,0.03932574177859018,0.28735632183908044,0.5793348656802184,0.43537578,0.5410751
Gm26749,-2.7945824,-1.203357,0.00519667821962289,0.03913529813936857,0.04597701149425287,0.2281999712684959,0.055451263,0.12336449
Tagln3,-2.7948954,-1.0299143,0.005191650404752451,0.03910839539548594,0.04597701149425287,0.22787674184743573,0.083457656,0.16358544
Snap23,-2.7953217,-0.41565466,0.005184811086183298,0.03906782778624375,0.12643678160919541,0.33364459129435425,0.16167104,0.21031304
Nasp,-2.795428,-0.97046113,0.005183102529114572,0.03906590882392946,0.05747126436781609,0.24252980893549778,0.07783173,0.14721319
Ube3a,-2.7965934,-0.7015338,0.005164448371433344,0.038947159062703886,0.4827586206896552,0.7605588277546329,0.7951087,1.0903654
Tdrd5,-2.7968464,-1.4443635,0.005160405780329268,0.03892759778704307,0.034482758620689655,0.21455250682373223,0.043271497,0.11363681
Stx2,-2.7980516,-1.2123692,0.005141189502789468,0.038804427511222754,0.05747126436781609,0.2414882919120816,0.06046393,0.13490523
Ccdc93,-2.798118,-0.4891037,0.00514012971757099,0.038804427511222754,0.11494252873563218,0.31654934635828186,0.14690246,0.20057286
Ikbkb,-2.7981915,-0.3519218,0.005138964181868686,0.038804427511222754,0.12643678160919541,0.33414739261600346,0.17237723,0.21518959
Tctn3,-2.7985842,-1.982811,0.005132716747469554,0.03877315125232131,0.022988505747126436,0.20043815543743715,0.02719681,0.10343515
Synj2,-2.798944,-0.61164105,0.005127004773767404,0.03874089377703323,0.13793103448275862,0.3425154431834507,0.17694905,0.25910908
Ercc8,-2.7992635,-1.4102942,0.005121932287482391,0.0387134516356264,0.04597701149425287,0.22791265622755352,0.048345603,0.12368141
Mtmr10,-2.8002822,-0.83638424,0.00510579399429881,0.038602331071133665,0.08045977011494253,0.26939376526361153,0.10414388,0.17896996
Pabpc4,-2.8012078,-0.43765914,0.0050911722673222535,0.03850261717504896,0.12643678160919541,0.335117080879184,0.16463532,0.217036
Kpna4,-2.8019402,-0.39275405,0.005079627956372071,0.03842612702356912,0.3333333333333333,0.620708231575923,0.50790876,0.6253447
Mdga1,-2.8057222,-1.0064641,0.005020393033305124,0.037999425578847515,0.05747126436781609,0.24324809653785376,0.082627386,0.15960556
Coq9,-2.8057356,-2.341456,0.0050201855676960255,0.037999425578847515,0.022988505747126436,0.20061772733802616,0.022354476,0.10846973
Acvr1c,-2.8070607,-2.8493044,0.004999581455816881,0.03787390857564127,0.011494252873563218,0.18747306421491164,0.017164586,0.11757397
Zfp369,-2.807933,-0.38009694,0.004986059713117322,0.03778212760616539,0.11494252873563218,0.3190633529665278,0.15472087,0.19702178
Hid1,-2.8081262,-0.8801696,0.004983070824574636,0.03777013062237531,0.05747126436781609,0.24310443901738257,0.08367267,0.14896592
Nudt21,-2.8094978,-0.56003356,0.004961885998214826,0.037620168389399654,0.06896551724137931,0.2574342766843844,0.110408835,0.1587988
Fam53c,-2.8096178,-3.2428653,0.004960038771856825,0.037616777250858845,0.011494252873563218,0.18740123545467605,0.0109266145,0.09894561
Map4k2,-2.8106298,-0.7080443,0.004944464754364911,0.037519844097651835,0.06896551724137931,0.2579370780060336,0.09381722,0.14900428
Idh3a,-2.8108761,-0.56896925,0.004940680409985639,0.03750171825319608,0.09195402298850575,0.2859862088780348,0.12705934,0.18314284
Cops3,-2.8111424,-0.28176406,0.004936592173858809,0.037481274854926874,0.12643678160919541,0.33429105013647464,0.18469806,0.2204255
Zfp810,-2.812361,-0.2921026,0.004917927484904207,0.037350116314125506,0.13793103448275862,0.35307427093808363,0.18583232,0.2231853
Sirt3,-2.8128405,-1.1598452,0.004910601514764668,0.037305021968257454,0.04597701149425287,0.22927740267202987,0.05997665,0.12936734
Nefm,-2.8129668,-1.9586223,0.004908669919515656,0.03730089387369505,0.034482758620689655,0.21379830484125845,0.046300024,0.16906321
Secisbp2,-2.8130667,-0.8797197,0.004907145461391837,0.037299858146421117,0.06896551724137931,0.2579370780060336,0.08298651,0.14773987
Ammecr1,-2.814978,-0.52289563,0.004878059860837164,0.03709976463648305,0.12643678160919541,0.33432696451659244,0.16850983,0.23405737
Snrnp200,-2.8152242,-1.1700587,0.004874321520212338,0.03708182877919182,0.04597701149425287,0.2281999712684959,0.06558861,0.14196448
Fhip2a,-2.8163762,-1.0780411,0.004856876618493932,0.036959579365316325,0.05747126436781609,0.24393046976009194,0.06792474,0.1383548
Itprid2,-2.817821,-0.75123477,0.004835074733018851,0.036804095772299296,0.10344827586206896,0.30028013216491883,0.12867376,0.20794077
Arhgap1,-2.8186135,-2.008718,0.004823156490558992,0.03674409429256588,0.022988505747126436,0.20180290188191352,0.027949002,0.10801127
Taf3,-2.8187866,-0.279743,0.004820556045862504,0.03673520730355232,0.19540229885057472,0.4387300675190346,0.28173912,0.33294335
Kcnt1,-2.8192394,-0.52704,0.004813760879639616,0.03669383115912524,0.08045977011494253,0.27452952162045685,0.12019311,0.16892654
Wdr12,-2.8196456,-0.438961,0.004807672592083426,0.03665782138174849,0.09195402298850575,0.29040367763252406,0.13418129,0.17786857
Trub1,-2.8211105,-0.74789554,0.004785772672134975,0.03650119548687675,0.05747126436781609,0.24529521620456832,0.082408406,0.134753
Xrcc6,-2.8238738,-0.53198045,0.004744707074863889,0.03622912165433154,0.06896551724137931,0.26063065651486855,0.107792735,0.15235111
Slc25a36,-2.8239005,-0.51796025,0.004744312818514683,0.03622912165433154,0.2988505747126437,0.594957621031461,0.42664087,0.56641275
Begain,-2.8252387,-0.937096,0.004724539577512745,0.036095643573434026,0.034482758620689655,0.21681511277115356,0.061112624,0.113918014
Smurf1,-2.8254452,-0.30363047,0.004721496621694153,0.03608265478524514,0.20689655172413793,0.4518747306421491,0.29763573,0.35618904
Aifm1,-2.8259711,-0.25928348,0.004713750011970396,0.036033702082971415,0.10344827586206896,0.3070320356270651,0.16134095,0.19025403
Stk10,-2.8280487,-1.5033038,0.004683268127250072,0.035810874951397106,0.034482758620689655,0.2162763970693866,0.047262695,0.12857105
Gramd1a,-2.829307,-0.6666924,0.004664890044554694,0.0356906593101323,0.08045977011494253,0.27276971699468466,0.10462324,0.16133745
Jdp2,-2.8296402,-0.6669975,0.004660039052420603,0.03566369961223059,0.05747126436781609,0.2459775894268065,0.088671245,0.13734138
Wiz,-2.8318574,-1.3604101,0.004627847779468099,0.0354274273032216,0.034482758620689655,0.21685102715127136,0.047287885,0.1171891
Hpf1,-2.8323636,-0.64497215,0.004620529104067222,0.03538148105622293,0.10344827586206896,0.3021835943111622,0.12924965,0.19536267
Kmt2b,-2.8333156,-2.3541243,0.004606786845873144,0.035286306313743264,0.022988505747126436,0.2023057032035627,0.02204946,0.107945725
Rnf34,-2.834694,-0.94741917,0.004586959771217834,0.03514445653054554,0.08045977011494253,0.2720514293923287,0.08838995,0.16399904
Slc26a8,-2.8351734,-2.6607282,0.004580081534193346,0.03510176577974193,0.011494252873563218,0.18934061198103722,0.016334528,0.09906667
Rufy1,-2.8354266,-0.38157213,0.004576455120934645,0.03508397977161595,0.14942528735632185,0.36840971124838384,0.20054692,0.25410372
Ranbp10,-2.83799,-0.43334362,0.00453986020859914,0.034813368665827314,0.16091954022988506,0.3839247234592731,0.1984899,0.2596563
Fbxw2,-2.83807,-0.4152906,0.004538723859749998,0.034813368665827314,0.16091954022988506,0.3824881482545611,0.20002624,0.25874108
Zfyve26,-2.8382032,-0.3908466,0.004536830517559117,0.034810004570763414,0.09195402298850575,0.2907987358138199,0.13726674,0.17640091
Rsph10b,-2.8401208,-1.4960479,0.004509645606548909,0.03461130461238766,0.022988505747126436,0.20359862088780348,0.03964333,0.108017914
Shkbp1,-2.8458605,-1.5757523,0.004429159235843819,0.03406167964142055,0.022988505747126436,0.20395776468898147,0.036452424,0.10496012
Ugp2,-2.8471124,-0.5437038,0.0044117792252403145,0.03393773483601696,0.14942528735632185,0.3616937221663554,0.20570564,0.28737876
