names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CHOR NN (for_DEGs),mean_expr_Rest (for_DEGs)
Robo2,-3.9141476,-3.9060342,9.072409930061593e-05,0.031253289079583975,0.2,0.7865405966834998,0.25543913,1.6794891
Plxna4,-3.9144614,-5.200373,9.060619711389874e-05,0.031253289079583975,0.1,0.7468930195909889,0.07777046,1.3796717
Nrg3,-3.9192667,-2.0394237,8.881879831790636e-05,0.031253289079583975,0.9,0.9478170552630636,2.2792332,3.6122313
Wasf1,-3.9353492,-30.80422,8.307576699168677e-05,0.030165484581981396,0.0,0.7186347193868414,0.0,1.0560436
Dscam,-3.9357612,-4.908487,8.293340377677608e-05,0.030165484581981396,0.1,0.7570287597149099,0.114217006,1.533398
Snhg14,-3.9358006,-3.2512662,8.29198574070228e-05,0.030165484581981396,0.4,0.8171627090720246,0.51280457,1.9986995
Rbfox3,-3.9449596,-31.023691,7.981339696592589e-05,0.030165484581981396,0.0,0.720389670857061,0.0,1.1578362
Rian,-3.9622583,-4.801675,7.424412846826824e-05,0.028943070438424697,0.1,0.76204290677268,0.12860557,1.5743644
Kcnj3,-3.9628663,-3.9539626,7.405523298199094e-05,0.028943070438424697,0.2,0.7852154292468034,0.2428226,1.6600034
Ctnna2,-3.9660828,-2.4741213,7.306345436770046e-05,0.028943070438424697,0.6,0.8866802764943948,1.0847323,2.475088
Grm7,-3.9675148,-2.462109,7.262604429353122e-05,0.028943070438424697,0.7,0.8931628523333691,1.2500618,2.6894393
Grin2a,-3.9767327,-3.4726737,6.986860330749092e-05,0.028943070438424697,0.4,0.8356792378496473,0.56267345,2.239169
Grik2,-3.978851,-2.4650319,6.924912564547716e-05,0.028943070438424697,0.6,0.9170158661939042,1.2348455,2.6714025
Nkain2,-4.0100946,-2.642181,6.0694452029523864e-05,0.026735408623496826,0.7,0.9303033558969951,1.5809679,3.222667
Ctnnd2,-4.0209603,-2.3775675,5.7961422202377324e-05,0.025957056909631314,0.7,0.8852834783854446,1.1183366,2.459905
Ptprs,-4.0228233,-30.694193,5.75046296539573e-05,0.025957056909631314,0.0,0.734608359299452,0.0,1.0069674
Dync1i2,-4.027138,-30.72591,5.6459850288598336e-05,0.025957056909631314,0.0,0.7353962966942444,0.0,1.0209788
Csmd1,-4.0431814,-2.6105952,5.2730739045752525e-05,0.025301338538560182,0.8,0.9437699222807207,1.9084707,3.5855777
Gria1,-4.0724444,-3.5909855,4.6522339943487774e-05,0.022728277714209388,0.4,0.8498262956197844,0.536654,2.2574778
Tspan7,-4.1002946,-30.856653,4.126243379818408e-05,0.020563226900415937,0.0,0.7487554170695891,0.0,1.0798923
Lsamp,-4.115475,-2.393302,3.8638259096598795e-05,0.020357059253443326,0.8,0.9729952365602951,2.484239,4.073253
Grm5,-4.1262817,-2.6176717,3.686752530280007e-05,0.019812608097724758,0.7,0.9192364170337739,1.3121552,2.8712144
Mdga2,-4.1411486,-2.2508383,3.4557098963722255e-05,0.01934477602406702,0.7,0.9129329178754343,1.4061166,2.7510948
Dlg2,-4.141992,-2.0850527,3.443024263277008e-05,0.01934477602406702,0.9,0.9554815371942266,2.3513117,3.7209792
Sgip1,-4.16035,-3.8039064,3.177606407493501e-05,0.018973840926522306,0.2,0.8149779735682819,0.24367209,1.579747
Nrxn1,-4.1850424,-1.7537084,2.851127554279926e-05,0.017816231949651536,1.0,0.9667991834103363,2.4690795,3.6232495
Opcml,-4.197693,-2.787783,2.696479658290702e-05,0.01739650811916983,0.8,0.9260413308978904,1.4149654,3.1144326
Pcdh9,-4.1993403,-1.8303468,2.676936614693305e-05,0.01739650811916983,1.0,0.9715268077790911,2.624165,3.8393471
Kcnma1,-4.209441,-3.4989202,2.5600319497468764e-05,0.01739650811916983,0.4,0.8576698542315819,0.5463599,2.2212021
Fry,-4.2271714,-4.7630367,2.3664758114352957e-05,0.01702603087735755,0.1,0.80473478743598,0.114217006,1.455209
Ank3,-4.229564,-2.7665122,2.3414464308405905e-05,0.01702603087735755,0.6,0.8923749149385767,0.93780005,2.4490008
Adgrb3,-4.243548,-2.1930785,2.2001319757845956e-05,0.01702603087735755,0.9,0.9361054403495577,1.8378464,3.2251809
Anks1b,-4.253374,-2.4333127,2.1057325207552147e-05,0.01702603087735755,0.9,0.9035134844740518,1.332333,2.776887
Auts2,-4.261651,-3.2321267,2.0292226841245608e-05,0.01702603087735755,0.4,0.9056265893055406,0.8990467,2.6873794
Slc24a2,-4.2646713,-5.2461543,2.0019670694295047e-05,0.01702603087735755,0.1,0.8158017262992013,0.12860557,1.8259611
Meg3,-4.28703,-3.477779,1.810777482284334e-05,0.01702603087735755,0.7,0.9139715626231152,1.1715968,3.250834
Negr1,-4.316665,-3.2013502,1.5840401742008e-05,0.01702603087735755,0.5,0.9026181010708786,0.8288158,2.5549853
Adgrl3,-4.4230266,-3.4836748,9.732771100948474e-06,0.01702603087735755,0.5,0.883564342251352,0.636803,2.3943067
Gria2,-4.6264334,-3.0420046,3.720168452243776e-06,0.012495115788973783,0.7,0.9215644138820243,0.9616436,2.6609485
Ank2,-4.676054,-2.6066177,2.924475380875943e-06,0.01122580764059094,0.8,0.9339565201819419,1.195846,2.7111938
