names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CB PLI Gly-Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Auh,1.5606517,3.7408602,0.1186059690404771,0.9996345992266431,0.6666666666666666,0.43139501575479805,1.7795525,0.31374675
Mtpn,1.5566058,3.6192555,0.119564104916778,0.9996345992266431,0.6666666666666666,0.414279576052707,1.7059082,0.31240752
Myl6,1.5360903,3.534663,0.12451625225705178,0.9996345992266431,0.6666666666666666,0.3842380406760241,1.7795525,0.35429063
Tpt1,1.5356964,3.5674021,0.12461286143077427,0.9996345992266431,0.6666666666666666,0.3707748496132913,1.8515419,0.37359533
Mphosph8,1.5349445,3.59672,0.12479745944775507,0.9996345992266431,0.6666666666666666,0.4431036952162704,1.7795525,0.3416495
Gapdh,1.5300035,3.411675,0.12601584172391714,0.9996345992266431,0.6666666666666666,0.3497207103981667,1.7795525,0.380491
Phf8,1.5260293,3.407287,0.1270025520004071,0.9996345992266431,0.6666666666666666,0.46240332283013463,1.7059082,0.3539961
Flywch1,1.5174723,3.512425,0.1291474930580886,0.9996345992266431,0.6666666666666666,0.45610140360928103,1.7795525,0.35891342
Ccpg1,1.5081632,3.2695084,0.13151274551278794,0.9996345992266431,0.6666666666666666,0.4630836436551132,1.6336206,0.35592008
Supt6,1.5079843,3.4563038,0.13155855802429184,0.9996345992266431,0.6666666666666666,0.46641363506158695,1.7795525,0.37080508
mt-Nd2,1.5050484,3.5725174,0.1323116494074776,0.9996345992266431,0.6666666666666666,0.4373388713835577,2.1281357,0.48362306
Taf1,1.501826,3.5718637,0.13314205239092888,0.9996345992266431,0.6666666666666666,0.4920151818963048,1.9205023,0.39863688
