names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_ZI Pax6 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Tafa1,1.6965629,1.955834,0.08977934024839145,0.9995601884331917,1.0,0.7913921512460613,3.177398,1.9350886
Rpl36,1.6569638,4.15239,0.09752678551428039,0.9995601884331917,0.6666666666666666,0.3107275852191349,1.9059864,0.27914792
Cox7a2,1.6547081,4.105023,0.09798370225024629,0.9995601884331917,0.6666666666666666,0.3094385562875967,1.9059864,0.28724584
Dnajc8,1.6397064,3.9406488,0.10106622488019217,0.9995601884331917,0.6666666666666666,0.3270194786594099,1.5558882,0.21794653
Gm19938,1.6341568,3.818417,0.10222592560919262,0.9995601884331917,0.6666666666666666,0.3569177885992552,1.5347084,0.2295331
Rap2a,1.6293949,3.859383,0.10322944350272115,0.9995601884331917,0.6666666666666666,0.34202234316814667,1.5558882,0.22923052
Rpl26,1.6272467,3.9454696,0.10368471462052271,0.9995601884331917,0.6666666666666666,0.3369020338012031,1.9059864,0.3160234
Rtn1,1.6267812,1.6027453,0.10378356671084582,0.9995601884331917,1.0,0.9052563735319392,2.8519204,1.8521677
Clpx,1.6108485,4.232767,0.10721273535770078,0.9995601884331917,0.6666666666666666,0.38652964766542536,1.9059864,0.2658616
Zfhx3,1.606946,3.6821887,0.10806622743807243,0.9995601884331917,0.6666666666666666,0.25698224004583214,1.7363001,0.3106381
Pou6f1,1.6030433,3.6136763,0.10892508882595617,0.9995601884331917,0.6666666666666666,0.37607419077628185,1.5347084,0.26032597
H3f3b,1.5993197,3.9053307,0.10974957733625311,0.9995601884331917,0.6666666666666666,0.3789386995130335,1.9059864,0.32363996
Kcnmb2,1.5705335,3.2177541,0.11629105162607314,0.9995601884331917,0.6666666666666666,0.25759094815239186,1.5347084,0.33020484
Tubgcp5,1.5523452,3.3958087,0.12057965947691189,0.9995601884331917,0.6666666666666666,0.40568604984245205,1.5347084,0.297008
Ttc21b,1.550913,3.3004403,0.12092253440090428,0.9995601884331917,0.6666666666666666,0.42827986250358063,1.5347084,0.31441602
Dcun1d4,1.5432152,3.3234382,0.12277857421345978,0.9995601884331917,0.6666666666666666,0.4282440561443712,1.5347084,0.31014028
Hspa5,1.5362334,3.5398722,0.12448113613592614,0.9995601884331917,0.6666666666666666,0.43286307648238326,1.9059864,0.40033138
Stxbp5l,1.5345507,1.2997265,0.12489423871135517,0.9995601884331917,1.0,0.7953308507590948,2.4982915,1.7108947
Cadm3,1.5266023,3.2871263,0.12685995373572254,0.9995601884331917,0.6666666666666666,0.43390146089945575,1.5558882,0.32429823
Sec61a1,1.5198354,3.2531502,0.1285523731322078,0.9995601884331917,0.6666666666666666,0.3939415640217703,1.5347084,0.32336527
Pld3,1.5194415,3.3133404,0.12865141150893838,0.9995601884331917,0.6666666666666666,0.4082641077055285,1.5558882,0.31929845
Rpl27a,1.5171858,3.4598265,0.12921977399197912,0.9995601884331917,0.6666666666666666,0.4287811515325122,1.9059864,0.41897726
Comt,1.5141783,3.230121,0.12998062212369177,0.9995601884331917,0.6666666666666666,0.4322185620166141,1.5558882,0.33539894
Dctn1,1.5134622,3.94603,0.1301622879621311,0.9995601884331917,0.6666666666666666,0.47769263821254654,2.127649,0.39191505
