names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_MEA-BST Sox6 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Cct7,1.4631732,2.719601,0.143420006517448,0.9631830980064552,0.375,0.24255776464266524,0.8235806,0.17740847
Plp1,1.4384083,1.3023843,0.15031824004398353,0.9853073403003842,0.625,0.7188250044778792,1.9177245,1.2101073
Rps28,1.4254134,2.2332408,0.15403775415344537,0.9983102880132843,0.4375,0.3244492208490059,0.9858968,0.3055327
Dnm1,1.3684248,1.0584837,0.17117917111152126,0.9990724757353369,0.5625,0.692029374888053,1.3132728,0.83515525
Polr2l,1.3594617,3.7649698,0.17400035923995472,0.9990724757353369,0.25,0.06243954862976894,0.5019535,0.046841554
Serf2,1.30804,2.5845332,0.19085972822188657,0.9990724757353369,0.375,0.27010567795092244,0.9072902,0.2202112
Gapdh,1.2828875,1.965236,0.19953148815386101,0.9990724757353369,0.4375,0.3497044599677593,1.0319898,0.38026798
Apod,1.2766536,2.593897,0.20172454983526433,0.9990724757353369,0.3125,0.17338348558122874,0.7883832,0.1812695
Nrgn,1.2733661,1.369005,0.20288814358880536,0.9990724757353369,0.625,0.7353752462833602,1.7379258,1.0346239
Ndufb9,1.2683884,2.7213652,0.20465929367909885,0.9990724757353369,0.375,0.29428622604334587,1.0699775,0.25496805
Cpe,1.2621545,0.24944308,0.20689319382755333,0.9990724757353369,0.6875,0.845710191653233,1.6593667,1.5217437
Lingo1,1.2487564,1.9524808,0.2117541965904337,0.9990724757353369,0.5,0.5177503134515493,1.2029582,0.47124898
Rpl29,1.2471126,2.1682065,0.21235620778203956,0.9990724757353369,0.375,0.25040300913487373,0.7497177,0.22185083
Ldhb,1.234893,2.4463143,0.21687032346179602,0.9990724757353369,0.375,0.29596990865126277,0.8972875,0.23632362
Atp1a2,1.191101,1.4383478,0.23361395985043665,0.9990724757353369,0.4375,0.3153143471252015,0.8808309,0.41959643
