names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_STR D1 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Egfem1,5.589862,2.3081214,2.2725039093374512e-08,1.526554501097433e-05,1.0,0.7732516480366868,3.3393276,1.8706151
Dtnb,5.521097,1.7763051,3.3688912443512304e-08,2.2078562862370137e-05,1.0,0.727249928346231,2.0002267,1.0527962
Stk32a,5.4550366,3.9253802,4.896272589265388e-08,3.1324486779419284e-05,0.7894736842105263,0.08028804815133277,0.73745674,0.06932228
Elmod1,5.4438653,1.8456998,5.2136640405119894e-08,3.257933785315283e-05,1.0,0.6875537403267412,1.8702172,0.9271762
Pou6f2,5.4319825,3.2275715,5.573142053842876e-08,3.40341652242632e-05,0.8421052631578947,0.1775580395528805,0.8690853,0.13787507
Lhfpl3,5.4013996,2.4281802,6.612285336095307e-08,3.882099618658146e-05,1.0,0.4751719690455718,1.7881285,0.6549042
Kcnq5,5.400489,2.288751,6.645946500121873e-08,3.882099618658146e-05,1.0,0.7821367153912295,3.2674806,1.8191314
Rps6ka5,5.393644,2.4376504,6.904297739039615e-08,3.947201707404137e-05,0.8947368421052632,0.5324591573516767,1.5748014,0.53468704
Xkr6,5.378445,1.978437,7.51318672373853e-08,4.205819318059465e-05,1.0,0.585232158211522,1.5660614,0.6735554
Diaph2,5.3201547,1.760129,1.0367904768780113e-07,5.685420431369829e-05,1.0,0.7726425910002866,2.2764282,1.2755802
Fgf14,5.315316,1.2443111,1.064723044060294e-07,5.72182163878002e-05,1.0,0.924548581255374,3.9104068,3.0749722
Spats2l,5.3025084,2.4502935,1.1422233946737757e-07,6.017949532330265e-05,0.8947368421052632,0.3825952995127544,1.1082361,0.31572664
