names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Sccpdh,1.0726035,2.6625426,0.28344905762653305,0.9991153089196239,0.3076923076923077,0.18457625904434416,0.62006223,0.12722993
Grpel1,1.069679,3.429768,0.28476380493276365,0.9991153089196239,0.23076923076923078,0.07332187119421162,0.4438441,0.050545637
Atp5h,1.0673223,2.4260633,0.28582633395122403,0.9991153089196239,0.38461538461538464,0.3292141270864675,1.0938842,0.31445488
Sec61b,1.0617315,3.7281876,0.28835763763392075,0.9991153089196239,0.23076923076923078,0.07719034314778996,0.61528206,0.062178664
Gabrb2,1.0564501,0.48819727,0.29076258743579286,0.9991153089196239,0.6153846153846154,0.7215416577118705,1.4594159,1.2104731
mt-Nd5,1.0519087,2.696843,0.29284144783318045,0.9991153089196239,0.3076923076923077,0.18590156888029227,0.75285983,0.15974347
Camk1d,1.0347748,0.020224331,0.3007740817917164,0.9991153089196239,0.7692307692307693,0.9540798051436349,2.337064,2.3244026
Aldoa,1.0195849,1.8837075,0.3079253828656715,0.9991153089196239,0.46153846153846156,0.46561358263485925,1.2022984,0.48906553
Rpl26,1.0195504,2.3598309,0.3079417072692988,0.9991153089196239,0.38461538461538464,0.33691525180886883,1.0669587,0.3158445
Lars2,1.0182259,0.8952613,0.3085706322349825,0.9991153089196239,0.6153846153846154,0.7973350526542016,1.6377248,1.1717762
Pafah1b1,1.0178474,0.27334866,0.3087504809886761,0.9991153089196239,0.6153846153846154,0.8627408840174797,1.584886,1.437288
Fdx1,1.0016425,4.2124376,0.31651629172500484,0.9991153089196239,0.23076923076923078,0.09126728275664446,0.648447,0.04805286
Cd63,0.96613616,3.2337112,0.3339760399697891,0.9991153089196239,0.23076923076923078,0.09732072498029945,0.6340869,0.089943275
Ermn,0.9576725,2.8660648,0.3382279415934042,0.9991153089196239,0.23076923076923078,0.09312988036392292,0.5183933,0.08908791
