names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CT SUB Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Sdk2,16.36414,2.299939,3.4486848317129205e-60,3.861090059505257e-57,0.8347457627118644,0.38689294096407295,1.0724187,0.329587
Phactr1,16.35057,1.340492,4.309186951609282e-60,4.631514135589656e-57,0.9872881355932204,0.889113558404044,3.2587032,2.3867815
Lrrc4c,16.303751,1.4983974,9.281652651617109e-60,9.592231028805835e-57,0.9915254237288136,0.9146777396641993,3.6051023,2.614918
Grm3,16.276056,2.1577694,1.4597867329158894e-59,1.4527581301277758e-56,0.9491525423728814,0.5744719263404947,2.0291076,0.90854424
Ryr3,16.236712,1.7958015,2.7740420468446687e-59,2.662089635668437e-56,0.9788135593220338,0.7177468857194439,2.4939702,1.4349836
Rai14,16.03107,3.1481535,7.753590662602114e-58,7.184102796693751e-55,0.7203389830508474,0.17328037551904676,0.8106099,0.13183445
Sntb1,16.00644,4.05026,1.1521669005761854e-57,1.0319574872827367e-54,0.6652542372881356,0.08734428597219715,0.84156716,0.076660484
Adamtsl1,15.996577,2.9064374,1.349958508929861e-57,1.1701091979014633e-54,0.8135593220338984,0.4076548113377866,1.7315621,0.48250285
Sox5,15.988303,1.970339,1.5417262321669964e-57,1.2945682455727248e-54,0.9576271186440678,0.6175844015165193,2.1115098,1.0483286
Agbl4,15.894254,1.681622,6.945104859216068e-57,5.654999017185932e-54,0.9533898305084746,0.751399169525185,2.6170967,1.6009411
Pde1a,15.657541,1.7804139,2.950885511656561e-55,2.3320674617121114e-52,0.9745762711864406,0.7614009749052175,2.7044368,1.6212947
Rorb,15.550413,2.6209877,1.5808216112962816e-54,1.213619334158031e-51,0.7838983050847458,0.2375519046759343,1.1754756,0.310477
Gabrg3,15.46591,1.9656063,5.893476979304389e-54,4.398825734275248e-51,0.9576271186440678,0.6513089005235602,2.288102,1.1840185
Fgf14,15.355531,1.0347033,3.252347855301156e-53,2.3619077532957316e-50,0.9830508474576272,0.9241018234338328,3.7628279,3.0696845
Asic2,15.258072,1.685439,1.4548413594587045e-52,1.0287259823330364e-49,0.9661016949152542,0.7905037010290666,2.8733141,1.8230586
Htr1f,15.251347,2.411183,1.6127222448193126e-52,1.1111242748280751e-49,0.809322033898305,0.35219353673948367,1.2520572,0.38494906
A830018L16Rik,15.187485,1.6839495,4.280326692874634e-52,2.875309455938535e-49,0.9576271186440678,0.6872359631702474,2.1109912,1.1812395
Myt1l,15.047854,1.2470634,3.5661387402294625e-51,2.33712555975526e-48,0.9661016949152542,0.8022386712402961,2.4933658,1.7364745
Mdga2,15.029037,0.95748055,4.73843689823995e-51,3.031471415612083e-48,0.9788135593220338,0.9122946380213035,3.3773081,2.7452748
Adgra1,15.022989,2.3531845,5.191308303902548e-51,3.243964049438639e-48,0.7627118644067796,0.32825419750857554,0.86206776,0.23724103
Elavl4,14.961887,1.8167225,1.3027829615541937e-50,7.955858676582087e-48,0.8898305084745762,0.5365589456580611,1.3410428,0.5885412
Kcnh7,14.88453,1.662199,4.1539322032671863e-50,2.4803590733730953e-47,0.9661016949152542,0.7956309803213576,2.8893445,1.8508803
Slc4a10,14.8580475,1.2823559,6.169731714202876e-50,3.603928068709376e-47,0.9576271186440678,0.7728109767105976,2.11992,1.389718
Lrrtm4,14.641652,1.601142,1.523213584852035e-48,8.70824447339876e-46,0.9872881355932204,0.9199133417584402,4.1074986,3.030593
Arpp21,14.532032,1.436659,7.593442645772005e-48,4.2507459144144534e-45,0.9788135593220338,0.7978335439610038,2.7905986,1.8944248
Ncald,14.476467,1.5182728,1.7064459453189307e-47,9.357592357289728e-45,0.9491525423728814,0.6998736233977252,1.8286474,1.0382354
Xkr6,14.235859,1.644082,5.488408352481426e-46,2.949470648623518e-43,0.885593220338983,0.5829572124932298,1.3790698,0.6681556
Smyd3,14.225859,1.4528977,6.3322148956934415e-46,3.3362081224957405e-43,0.923728813559322,0.726304387073479,1.8029412,1.0476979
