names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_OB-out Frmd7 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Lhfpl3,8.336223,3.4865317,7.67011988193563e-17,9.368005510345928e-14,0.8363636363636363,0.4748170469220835,2.425584,0.652183
Synpr,8.323828,2.697865,8.516760190502591e-17,9.949797666034984e-14,0.8727272727272727,0.5458458889367198,2.3116994,0.8759703
Spon1,8.311523,3.0100164,9.448085933627022e-17,1.057791954318992e-13,0.8,0.4937939446118525,1.9362993,0.55187017
Fstl5,8.270001,2.979599,1.3395737290847044e-16,1.4397738440202401e-13,0.8181818181818182,0.47051226861816614,1.9800452,0.5830516
A230057D06Rik,8.078786,1.663558,6.541475310930142e-16,6.683773944360765e-13,0.8545454545454545,0.7888147510403214,2.5658076,1.5668269
Hdac9,8.075572,2.205418,6.716110774013423e-16,6.683773944360765e-13,0.8727272727272727,0.8004376524608983,2.9582207,1.6013994
Cadm2,8.0499525,1.3320521,8.282645719242204e-16,7.948381802715643e-13,0.9636363636363636,0.963158272348974,4.369613,3.4653356
Zfp804b,7.953449,4.163897,1.8138984587299217e-15,1.5231078620647812e-12,0.7818181818181819,0.4666020949921079,2.9494784,0.6979049
Il1rapl1,7.743343,1.2448447,9.68366155861655e-15,6.6717945148724796e-12,0.9454545454545454,0.9249892380542402,3.6865,2.8573933
Nol4,7.6804023,1.8696961,1.585900771735819e-14,1.036641404671563e-11,0.8545454545454545,0.7315611995982207,2.142919,1.1180488
Dlx6os1,7.6776485,3.3520734,1.6203550054412222e-14,1.036641404671563e-11,0.7636363636363637,0.2778016932127995,1.7972909,0.40073362
Magi1,7.575412,1.8627889,3.5799035283354e-14,2.046638463965366e-11,0.8363636363636363,0.7489238054240207,2.2118528,1.1743425
Dscaml1,7.4074726,1.63658,1.287291498275206e-13,6.782259325226428e-11,0.9090909090909091,0.738090113359162,2.1534107,1.2380439
Nhs,7.332195,3.4334319,2.2641350998542402e-13,1.1266168543163599e-10,0.6909090909090909,0.2692997560625628,1.429411,0.2577382
Gria4,7.2093267,1.8802676,5.622916558219347e-13,2.6049615158509285e-10,0.8727272727272727,0.7920792079207921,2.848836,1.6898714
Inpp4b,7.0638185,2.8104784,1.6198828274181407e-12,6.793069842416956e-10,0.7636363636363637,0.5914765389582437,2.4184792,0.89938587
Kcnd3,7.012989,2.155865,2.3327986680962435e-12,9.355567195782995e-10,0.8181818181818182,0.6313674845745444,1.9069976,0.82699716
Klf12,6.795099,1.7833047,1.0823818996904182e-11,3.9840550198193886e-09,0.8181818181818182,0.7167814607547711,2.0401156,1.0797651
Pik3r1,6.7845616,2.1856186,1.1643966563361896e-11,4.171645087433788e-09,0.7818181818181819,0.5059908164729516,1.3725272,0.4992174
Srgap3,6.762181,1.3210671,1.3593000421736622e-11,4.743427549767052e-09,0.8545454545454545,0.7505739704405223,1.8608015,1.1546335
Nalcn,6.7396827,1.415946,1.5873278280948235e-11,5.4681408642189625e-09,0.8181818181818182,0.74565934854355,1.8927474,1.1355107
Spock3,6.6325164,2.0577056,3.300117048844658e-11,1.1084268137806994e-08,0.8181818181818182,0.5714234466924953,1.8612683,0.8349648
Zfp536,6.4375677,2.241272,1.2140300772846477e-10,3.70693047461801e-08,0.7818181818181819,0.4768976897689769,1.7343022,0.6864452
Nfib,6.418912,1.1809573,1.372519685801525e-10,4.1437757255603344e-08,0.9454545454545454,0.8181589898120247,2.4186141,1.706957
A330076H08Rik,6.2953906,1.760055,3.0662637503059264e-10,8.239050697072024e-08,0.7636363636363637,0.6576983785335055,1.6857508,0.8320418
Eml6,6.231705,1.2891775,4.613848749402126e-10,1.1695671310984445e-07,0.8909090909090909,0.7741426316544698,2.1483116,1.4104159
Kirrel3,6.210647,2.0268884,5.276690022792047e-10,1.3128209343742803e-07,0.8363636363636363,0.7729588176208925,3.0281641,1.7619979
Sorbs2,6.152636,1.2769967,7.620549934861538e-10,1.8447223130606263e-07,0.8727272727272727,0.7821782178217822,2.3395364,1.5829256
Plxna4,6.148326,1.3257017,7.83050994743918e-10,1.8773844326409003e-07,0.9090909090909091,0.7463409384416703,2.132272,1.3777194
Pde4dip,6.1236935,1.2813641,9.143068551390948e-10,2.1194403425253533e-07,0.8363636363636363,0.7519371502367628,1.8550508,1.1688553
Gphn,6.123576,0.76577187,9.149798278114664e-10,2.1194403425253533e-07,0.9090909090909091,0.881008753049218,2.4251828,1.9544883
Zfp608,6.0992703,1.5852964,1.0655358315230453e-09,2.405961999413801e-07,0.7818181818181819,0.6597072750753337,1.5885657,0.83230424
Pag1,6.071709,2.27682,1.2655616081482568e-09,2.7423903557212633e-07,0.6909090909090909,0.4081288563638973,1.1330693,0.36075148
Celf4,5.984588,1.1454347,2.1693814405779027e-09,4.4160060082066856e-07,0.8545454545454545,0.7922944468359879,2.2656782,1.5901927
