names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CB Granule Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Erbb4,2.0570805,1.636776,0.039678491259387196,0.9613239806656462,0.8888888888888888,0.7200057302485495,2.5497339,1.5677373
Fubp1,2.044821,1.6641957,0.0408725087129654,0.9736208414161172,0.6666666666666666,0.6753456056156436,1.511416,0.7489522
Ttc3,2.0038254,0.67180794,0.045088772745974226,0.9993324126552027,0.7777777777777778,0.8957811045054079,2.3051214,1.8969266
Kirrel3,1.9845783,1.2036172,0.04719141202664352,0.9993324126552027,0.8888888888888888,0.7730463433851443,2.496582,1.7642554
Setd2,1.9703549,1.5782534,0.048797714461538244,0.9993324126552027,0.6666666666666666,0.6737339732110881,1.4456639,0.7355346
Naaladl2,1.847554,1.1537157,0.064666893982367,0.9993324126552027,0.8888888888888888,0.8630112456127784,2.343421,1.6548991
Syne1,1.8117061,0.88419193,0.07003163140463554,0.9993324126552027,0.6666666666666666,0.8186018193539145,2.1082735,1.5931714
Cnksr2,1.8095353,0.998242,0.07036788009294113,0.9993324126552027,1.0,0.8612563569944847,2.8547313,2.2186384
Gphn,1.8017,0.35504943,0.07159261321358733,0.9993324126552027,0.7777777777777778,0.8810973425972352,2.1700952,1.9553462
Dnajc1,1.79341,0.94230145,0.07290739986822208,0.9993324126552027,0.6666666666666666,0.7525607048205716,1.583745,1.1037986
Cuedc2,1.7339321,3.5848706,0.08293012642869697,0.9993324126552027,0.4444444444444444,0.18161306496669294,0.9394757,0.12212477
Fat2,1.7187991,9.020958,0.08565096153899433,0.9993324126552027,0.3333333333333333,0.0036888475037604755,0.7035017,0.0019630992
Usp32,1.693536,1.1885608,0.09035348682915897,0.9993324126552027,0.6666666666666666,0.7193610772867273,1.4883809,0.9182267
Rplp1,1.6712499,1.8006816,0.09467232378854189,0.9993324126552027,0.6666666666666666,0.6538929876083375,1.6825175,0.81402135
6820431F20Rik,1.6635801,1.3931462,0.09619638501537736,0.9993324126552027,0.6666666666666666,0.6783539861041473,1.3873773,0.7626038
Nsd3,1.6506797,1.263276,0.09880398774730333,0.9993324126552027,0.6666666666666666,0.7406346250268605,1.6159616,0.9858262
Macf1,1.6401776,0.51951766,0.10096825125706671,0.9993324126552027,0.7777777777777778,0.8785545448033808,2.1330903,1.8230687
Unc13c,1.612289,3.2824123,0.1068990766807356,0.9993324126552027,0.4444444444444444,0.22827877659193468,1.2951739,0.24100424
Syt2,1.5763997,5.1918073,0.11493372565216055,0.9993324126552027,0.3333333333333333,0.043370818709261516,0.69199836,0.026930898
Ldha,1.5709418,2.5907464,0.11619615720884745,0.9993324126552027,0.4444444444444444,0.21889549459207794,0.68957967,0.1525646
Oxr1,1.5615561,0.51123035,0.1183926089212894,0.9993324126552027,0.7777777777777778,0.8559916911396032,2.362168,2.0470972
Foxn3,1.5561602,1.2653724,0.11966998919974287,0.9993324126552027,0.6666666666666666,0.7002363727526681,1.5663571,0.9463426
Grin2c,1.5558501,3.945677,0.11974372865030773,0.9993324126552027,0.3333333333333333,0.03946708688489363,0.4910851,0.040327016
Atp2b3,1.5467124,1.8628983,0.12193260098784653,0.9993324126552027,0.5555555555555556,0.5185158656256715,1.102505,0.44023055
Hsp90ab1,1.5079288,1.6006675,0.1315727350285939,0.9993324126552027,0.6666666666666666,0.8093976076212306,2.0408392,1.1657072
Tmsb4x,1.4547771,1.6471151,0.14573096328316318,0.9993324126552027,0.6666666666666666,0.721617362653105,1.961204,1.0818448
Hsp90aa1,1.4520069,1.3723352,0.1464996855875515,0.9993324126552027,0.6666666666666666,0.7957166392092258,1.8395911,1.11346
Rps6ka1,1.4393754,3.5237877,0.15004420057492884,0.9993324126552027,0.3333333333333333,0.07280997063247618,0.4790375,0.052049745
Calm1,1.4322636,1.051986,0.15206837841623608,0.9993324126552027,0.7777777777777778,0.8371176849795859,1.922926,1.3394896
Lhfp,1.418495,2.2825494,0.15604627507830326,0.9993324126552027,0.4444444444444444,0.26412864407993697,0.7966795,0.22344255
Grb2,1.4136782,1.6037406,0.1574564268544365,0.9993324126552027,0.5555555555555556,0.4985316238091827,0.9517066,0.42080498
Cyb5a,1.4108459,2.833125,0.1582900680711511,0.9993324126552027,0.4444444444444444,0.2848649810185517,0.9118309,0.18973644
