names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_DG Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Cyp7b1,54.98646,2.0172656,0.0,0.0,0.8343179377013964,0.4763085058041063,1.2351817,0.47156253
Kif26b,54.23051,2.1970909,0.0,0.0,0.7714822771213748,0.35130334200850993,0.9095567,0.28024682
Lrp1b,54.18503,1.2131095,0.0,0.0,0.9761009667024705,0.9332424505308382,3.7838442,2.9725199
Kcnd2,53.681507,1.2201699,0.0,0.0,0.969656283566058,0.9040773330028504,3.564086,2.7552967
Clstn2,53.64033,1.6068345,0.0,0.0,0.9328678839957035,0.7240467633329203,2.4252846,1.4778352
Cacna1e,53.483887,1.3939356,0.0,0.0,0.939312567132116,0.7489156029247738,2.4438403,1.6098485
Bcl11b,53.049057,1.7913179,0.0,0.0,0.8576799140708915,0.502375345974305,1.2555435,0.5452768
Iqgap2,52.91113,1.8566612,0.0,0.0,0.8794307196562836,0.5016317594084356,1.4945855,0.6702172
Nrg2,52.683544,1.815071,0.0,0.0,0.814983888292159,0.4761845747097947,1.068307,0.4336842
Cdh8,52.535404,1.6355906,0.0,0.0,0.9202470461868958,0.6553063163547734,2.012286,1.1267629
Kalrn,52.487675,1.2230728,0.0,0.0,0.9535445757250268,0.8306275044408642,2.9569252,2.1762073
Mmp16,52.30083,1.3264942,0.0,0.0,0.9264232008592911,0.7675465774362787,2.2633886,1.4896036
Ptk2b,52.23633,1.6308521,0.0,0.0,0.8818474758324383,0.5610773743132151,1.3587124,0.6593605
Pde7b,52.118103,2.054888,0.0,0.0,0.797798066595059,0.3644813483703061,1.0907865,0.3891372
Slc35f3,52.112267,1.6904372,0.0,0.0,0.8686895810955961,0.5481472301400422,1.3654181,0.6439023
Ntrk3,51.792175,1.3477856,0.0,0.0,0.9328678839957035,0.7545751228983352,2.3319166,1.5375092
Frmd4b,51.678318,1.7756689,0.0,0.0,0.8700322234156821,0.5224934936175486,1.3913814,0.63240623
Nsf,51.37229,1.18636,0.0,0.0,0.9371643394199786,0.7678357499896724,1.9161097,1.2658583
Maml3,51.212185,1.7949278,0.0,0.0,0.8517722878625135,0.4507373900111538,1.2829131,0.56037915
Adamts17,51.071354,1.8461654,0.0,0.0,0.8088077336197637,0.46085842937993143,1.1421794,0.4658796
Rasal2,51.013565,1.229948,0.0,0.0,0.9245435016111708,0.7827901020366009,2.105255,1.4045043
Vps13c,51.00557,1.418792,0.0,0.0,0.8729860365198711,0.6421283099929772,1.3428315,0.7219517
F730043M19Rik,50.951687,2.4371078,0.0,0.0,0.6823308270676691,0.2627752303052836,0.6844221,0.16673842
Prdm5,50.809814,2.4842803,0.0,0.0,0.6758861439312567,0.21278968893295327,0.6864561,0.1623988
Camk2a,50.724113,1.2711169,0.0,0.0,0.9428034371643395,0.7637460238773909,2.125359,1.4002261
Cttnbp2,50.634735,1.1928662,0.0,0.0,0.9334049409237379,0.7977857644483001,2.415343,1.6972594
Slc7a14,50.593277,1.6393594,0.0,0.0,0.8434479054779807,0.544098814392531,1.199648,0.5564012
Slit1,50.188335,1.7527659,0.0,0.0,0.8031686358754028,0.4692857437931177,1.0622475,0.445759
Gpc4,50.16247,2.3892598,0.0,0.0,0.6871643394199786,0.264634196719957,0.73686177,0.18891563
Lgi1,49.748604,1.4156522,0.0,0.0,0.8877551020408163,0.6361796174660223,1.4072373,0.76837134
Cntnap5a,49.629597,1.7802285,0.0,0.0,0.9323308270676691,0.6706324616846366,2.3212924,1.3016095
Olfm1,49.61072,1.332554,0.0,0.0,0.9264232008592911,0.720700623786508,1.623866,0.96207297
Cadm2,49.600147,0.88293105,0.0,0.0,0.9801288936627283,0.9605486016441526,3.9840004,3.3875968
Mycbp2,49.085815,0.83816767,0.0,0.0,0.94656283566058,0.8704920064444169,2.3477397,1.83937
Lingo2,49.072334,1.5371412,0.0,0.0,0.9669709989258861,0.8701615235262528,3.5035958,2.493782
Map1b,48.98665,1.0238827,0.0,0.0,0.9629430719656283,0.840996405998265,2.190403,1.5900997
Negr1,48.228703,1.09172,0.0,0.0,0.9589151450053706,0.8937910521749907,3.1699722,2.459668
Cplx2,47.99195,1.6932449,0.0,0.0,0.8174006444683136,0.5084479695955715,1.1516746,0.51223564
Calb1,47.990124,2.1296303,0.0,0.0,0.6962943071965628,0.2840500681621019,0.7708335,0.2354173
Cblb,47.899963,1.5828049,0.0,0.0,0.810687432867884,0.5349279134134755,1.0867857,0.50433826
Kcnip4,47.844566,1.3136714,0.0,0.0,0.9833512352309345,0.9481554922129962,4.4733863,3.5796292
Elmod1,47.792183,1.3123407,0.0,0.0,0.8958109559613319,0.6557607303672491,1.4595064,0.84601927
Mrtfb,47.688217,1.2359843,0.0,0.0,0.8877551020408163,0.6783988102614946,1.4871228,0.89764357
Wipf3,47.55181,1.6500574,0.0,0.0,0.8155209452201934,0.4850663031354567,1.1170659,0.5038366
Kirrel3,47.31509,1.5828285,0.0,0.0,0.9315252416756176,0.7487090511009212,2.5950024,1.6367241
Gabrb3,47.083557,1.0882472,0.0,0.0,0.9470998925886144,0.8033213533275498,2.552135,1.8819261
Kcnj3,47.062546,1.200212,0.0,0.0,0.9299140708915145,0.7627132647581278,2.271637,1.5653303
Ano3,47.01676,1.4895519,0.0,0.0,0.9081632653061225,0.630685338951543,1.7350667,0.97939324
Pgbd5,46.82052,1.529979,0.0,0.0,0.7913533834586466,0.49394803156111866,0.9306039,0.42651072
Slc2a13,46.6914,1.4247627,0.0,0.0,0.8899033297529538,0.6284958896187053,1.542112,0.862326
Add2,46.587128,1.4054531,0.0,0.0,0.8310955961331902,0.5692981369025488,1.1104523,0.5701248
Epha4,46.332916,1.4068065,0.0,0.0,0.9250805585392051,0.6664188044780436,1.7724324,1.0446532
Dapk1,46.050095,1.3370514,0.0,0.0,0.8584854994629431,0.6153591936216797,1.3113228,0.72905797
Eml5,45.76566,1.1739925,0.0,0.0,0.8955424274973147,0.691989920270996,1.5839392,0.99952435
Gabra4,45.675,1.3853791,0.0,0.0,0.8504296455424275,0.5766926921964721,1.1863348,0.62640417
Fat4,45.53397,2.0835168,0.0,0.0,0.6689044038668098,0.2965671086875697,0.6927489,0.21167849
Plppr4,45.51679,1.1476332,0.0,0.0,0.9301825993555317,0.7463543603090015,1.7665079,1.1598034
Foxo1,45.34855,1.8877264,0.0,0.0,0.6933404940923737,0.28657000041310365,0.7078858,0.24549817
Ak5,45.295708,1.3495333,0.0,0.0,0.8971535982814178,0.6360556863717106,1.6013737,0.9376291
Nfib,45.240936,1.1383605,0.0,0.0,0.9446831364124597,0.7989837650266451,2.2929897,1.6184185
Nkain2,45.0724,1.0073425,0.0,0.0,0.9720730397422127,0.9237823769983889,3.808005,3.1319354
Gria1,45.03579,1.295146,0.0,0.0,0.9573039742212675,0.8331061263270955,2.9727087,2.1467361
Kcnc3,44.99534,1.7346269,0.0,0.0,0.708109559613319,0.36353120998058414,0.6801915,0.2567719
Slc44a5,44.848923,1.4393624,0.0,0.0,0.8574113856068744,0.5714462758706159,1.3645103,0.7296759
Cntnap5b,44.6888,1.6156813,0.0,0.0,0.8558002148227712,0.5564919238236874,1.5594339,0.8000578
Xpr1,44.468887,1.3042821,0.0,0.0,0.8437164339419978,0.6028834634609823,1.1470373,0.62600356
Cemip,44.451187,1.8500906,0.0,0.0,0.6871643394199786,0.29421241789565,0.6857832,0.24161553
Cecr2,44.388885,2.2303045,0.0,0.0,0.618421052631579,0.21452472425331515,0.5914032,0.15860963
Nbea,44.379234,0.6874468,0.0,0.0,0.9540816326530612,0.9000702276201099,2.9295084,2.4850955
Dgki,44.20543,1.1296905,0.0,0.0,0.9250805585392051,0.7568471929607138,2.1129594,1.464117
Egfem1,44.047256,1.5066437,0.0,0.0,0.943609022556391,0.7472218779691825,2.6729825,1.7483423
Dlgap1,43.99828,0.91492295,0.0,0.0,0.9752953813104189,0.9104391291775107,3.4633794,2.856566
Dpp6,43.525715,1.0177695,0.0,0.0,0.9401181525241675,0.8034452844218615,2.3661969,1.7525494
Kcnh1,43.421722,1.465126,0.0,0.0,0.7886680988184748,0.47531705704961374,0.96235836,0.46121192
Scn3a,43.26123,1.2520018,0.0,0.0,0.8458646616541353,0.6062709133721651,1.1920307,0.6745075
Nebl,43.18831,1.1782553,0.0,0.0,0.9151450053705693,0.7218160036353121,1.9380485,1.288433
Btbd3,43.062157,1.523204,0.0,0.0,0.757250268528464,0.45197670095426945,0.8572114,0.3866034
Pdzd2,43.045734,1.7293446,0.0,0.0,0.7322771213748658,0.4226463419671996,0.95722353,0.39466405
Tnik,42.992744,0.9249617,0.0,0.0,0.9315252416756176,0.8010905936299417,2.1538384,1.6118964
Fam135b,42.93349,1.2373943,0.0,0.0,0.9062835660580022,0.66931053001198,1.7415878,1.0973353
Lmo7,42.592407,1.361663,0.0,0.0,0.8335123523093448,0.5248894947742389,1.1189742,0.5890526
Nfia,42.567654,1.315983,0.0,0.0,0.9207841031149302,0.7118602057256166,1.9434706,1.2246689
Kctd16,42.329113,1.2991016,0.0,0.0,0.9406552094522019,0.7835749989672409,2.6705303,1.866372
Ralgapa2,42.31012,1.1383514,0.0,0.0,0.8686895810955961,0.6825298467385467,1.4613038,0.91803926
St6galnac3,42.291546,1.2429509,0.0,0.0,0.8880236305048335,0.675176601809394,1.6275268,1.003787
Syt7,42.240086,1.2216899,0.0,0.0,0.8584854994629431,0.6017267732474078,1.2278109,0.7104814
Rras2,42.200264,1.4459348,0.0,0.0,0.7548335123523093,0.4638740860081795,0.84116644,0.39485464
St18,42.113113,1.2557111,0.0,0.0,0.7851772287862513,0.3433304416077994,1.0484039,0.5743912
Grik2,41.663086,0.81456244,0.0,0.0,0.9610633727175081,0.9101086462593465,3.1320014,2.5999594
Cers6,41.476334,1.1262889,0.0,0.0,0.8861439312567132,0.660346180856777,1.4589348,0.92121506
Rgs7bp,41.393703,1.0374995,0.0,0.0,0.9078947368421053,0.732680629569959,1.7025133,1.1588509
Gabrg2,41.392357,1.1456628,0.0,0.0,0.8737916219119226,0.6572065931342174,1.3461442,0.8262771
Nedd4l,41.17589,1.0224221,0.0,0.0,0.9001074113856069,0.7268558681373156,1.6329778,1.107834
Mtmr12,41.028,1.4548367,0.0,0.0,0.7298603651987111,0.44602800842731444,0.76104665,0.34787518
Clvs2,41.024,1.3209049,0.0,0.0,0.7816863587540279,0.5300946007353244,0.95511377,0.49472132
Osbp2,40.9917,1.2919191,0.0,0.0,0.7913533834586466,0.5274094270252406,0.96692497,0.5102105
Npnt,40.984676,3.08794,0.0,0.0,0.48764769065520946,0.08757797331350436,0.4044615,0.0569729
Sorbs1,40.87014,1.0294544,0.0,0.0,0.90171858216971,0.7273515925145619,1.6926289,1.1543796
Ablim3,40.85327,1.9974985,0.0,0.0,0.6060687432867884,0.2529433634898996,0.5385573,0.16440587
Snca,40.82933,1.1568524,0.0,0.0,0.8831901181525241,0.6541083157764283,1.3998897,0.8629021
Syne1,40.59199,0.95024097,0.0,0.0,0.9283029001074113,0.8016689387367291,2.0675712,1.5203804
Rasgrf2,40.553276,1.4602668,0.0,0.0,0.776047261009667,0.4492089065146445,1.0247116,0.5002808
Sybu,40.493866,1.0831127,0.0,0.0,0.8780880773361976,0.675341843268476,1.4050719,0.8968317
Sez6l,40.483753,1.1633922,0.0,0.0,0.8560687432867884,0.6135828479365473,1.2199659,0.7254886
Pard3,40.372715,1.2375327,0.0,0.0,0.8319011815252417,0.5766513818317016,1.1387365,0.6420026
Smoc2,40.220238,2.435394,0.0,0.0,0.5370569280343717,0.16020159458008015,0.4770389,0.10706995
Nptx1,40.1734,1.7416035,0.0,0.0,0.6361439312567132,0.2983847647374726,0.6043139,0.2217018
Ank3,40.036522,0.75737417,0.0,0.0,0.9650912996777659,0.8810674598256703,2.8701682,2.3835835
Spon1,40.027607,1.4205738,0.0,0.0,0.7698711063372717,0.45201801131903996,0.98732525,0.48802537
Myo5b,40.025475,2.1005034,0.0,0.0,0.5878088077336198,0.24298756558020407,0.55959463,0.16116095
Fam163b,39.970963,2.6956964,0.0,0.0,0.5123523093447906,0.14227289626967407,0.42921948,0.07949674
Chn1,39.83761,1.0212085,0.0,0.0,0.9127282491944146,0.7358202172925187,1.5560229,1.044743
Plcl1,39.826405,1.2863656,0.0,0.0,0.9009129967776585,0.6531581773867063,1.7982148,1.1203209
Ccbe1,39.80552,1.7462771,0.0,0.0,0.6441997851772288,0.2688478539265502,0.6773282,0.25364444
Wasf1,39.752033,1.0727867,0.0,0.0,0.8995703544575725,0.6905027471392572,1.5112722,0.98557556
Dpf3,39.578712,1.8219653,0.0,0.0,0.614124597207304,0.2361300450282976,0.59878457,0.20855625
Gabra2,39.56343,1.0972419,0.0,0.0,0.927765843179377,0.7454042219192796,1.9607973,1.348992
Mkx,39.53116,1.9886142,0.0,0.0,0.5929108485499462,0.23154459453876977,0.57275283,0.17799354
Rasgrf1,39.410824,1.0532973,0.0,0.0,0.914876476906552,0.7246251084397075,1.7464229,1.1882024
Sntb2,39.396816,1.4470227,0.0,0.0,0.7435553168635876,0.45519890940637003,0.88291854,0.41875628
Carmil1,39.39268,1.30511,0.0,0.0,0.7771213748657357,0.5157599041599538,0.94941914,0.49537557
Slc8a2,39.270798,1.5914003,0.0,0.0,0.6581632653061225,0.35688024125253026,0.603655,0.2429728
Car12,39.234962,2.3785975,0.0,0.0,0.5389366272824919,0.18176560499029207,0.47351614,0.11016318
Rbfox3,39.172096,1.0616479,0.0,0.0,0.9054779806659506,0.6916181269880614,1.627415,1.0851177
Baiap2,39.041584,1.2470495,0.0,0.0,0.7690655209452202,0.5015491386788945,0.850512,0.44782856
Dscam,38.990353,1.1153845,0.0,0.0,0.9189044038668098,0.7318544222745487,2.0856464,1.4478475
Arhgap20,38.947575,1.29481,0.0,0.0,0.7553705692803437,0.4970463089189078,0.8574891,0.4403131
Nhsl2,38.817993,1.3842285,0.0,0.0,0.7293233082706767,0.4549097368529764,0.81685704,0.39473575
Cdon,38.738277,1.5959755,0.0,0.0,0.6638023630504833,0.36791010864625934,0.6565412,0.2677476
Fgf14,38.735466,0.8074294,0.0,0.0,0.9720730397422127,0.9172966497294172,3.5419633,3.003777
Rph3a,38.688766,1.4657513,0.0,0.0,0.7016648764769066,0.37803114801503696,0.72927165,0.32835534
Cacnb2,38.556675,1.214042,0.0,0.0,0.9360902255639098,0.757962572809518,2.352909,1.6296321
Ptpro,38.519814,1.4311827,0.0,0.0,0.6979054779806659,0.36964514396662124,0.73378897,0.3376065
Shisa6,38.380802,1.3672986,0.0,0.0,0.8998388829215896,0.574461932498864,1.6366489,0.95702094
Spock3,38.34943,1.3239096,0.0,0.0,0.8558002148227712,0.528235634320651,1.3461038,0.75866145
Col25a1,38.22121,1.3547268,0.0,0.0,0.734156820622986,0.4078572313793531,0.92955047,0.46972933
Sipa1l2,38.212593,1.8033023,0.0,0.0,0.5856605800214822,0.24261577229726938,0.52088505,0.17884901
Ncdn,38.186825,1.4965265,0.0,0.0,0.7040816326530612,0.4182261329367538,0.83137643,0.37807935
Cap2,38.129932,1.127915,0.0,0.0,0.8533834586466166,0.6001156690213575,1.2132101,0.73324996
Abr,38.121193,0.98218745,0.0,0.0,0.8719119226638024,0.6823646052794646,1.3094286,0.862394
Diaph2,38.065388,0.96142447,0.0,0.0,0.90171858216971,0.7529640186722849,1.717747,1.2083406
Tnr,38.03618,1.0355003,0.0,0.0,0.9100429645542427,0.7116949642665344,1.8444638,1.280279
Gm46123,37.95164,2.292726,0.0,0.0,0.5244360902255639,0.18312884702771925,0.40165615,0.09611055
Ptchd4,37.90574,1.3684303,0.0,0.0,0.7728249194414608,0.4228528937910522,1.0265249,0.5269823
Pcsk5,37.737946,1.3695394,0.0,0.0,0.761546723952739,0.41715206345272027,0.9933006,0.5055984
Ptpre,37.646564,1.1911632,3.723990438149e-310,4.3505923075245254e-308,0.7816863587540279,0.5077456933944726,0.8837399,0.48357242
Adamts3,37.62966,1.4324254,7.03805767674656e-310,8.186693063817323e-308,0.6997851772287863,0.4033957119841368,0.75499,0.34909227
Gfod1,37.570263,1.1859881,6.57815471305456e-309,7.618750738783447e-307,0.7674543501611171,0.5265832197298302,0.87953895,0.4822006
Syt17,37.558853,1.3737886,1.010124732656133e-308,1.1648949170158921e-306,0.709452201933405,0.39711653653901763,0.7268863,0.3452618
Lrfn5,37.51622,0.9420062,5.010726069406863e-308,5.753769636109504e-306,0.9530075187969925,0.844012062626513,2.802277,2.2037108
Rtn1,37.410892,0.6901409,2.5991314367249854e-306,2.9718579448851217e-304,0.9715359828141783,0.8950716734828769,2.2104568,1.797173
Il1rapl1,37.270473,0.82038915,4.938584341049242e-304,5.599146044050343e-302,0.9680451127819549,0.9184120295782212,3.3283825,2.7868202
Sipa1l3,37.176575,1.2080684,1.6317663050834283e-302,1.8422504461172992e-300,0.7674543501611171,0.4991531375222043,0.87291074,0.4720836
Ppp1r13b,37.126686,1.1422346,1.0426931912316357e-301,1.1673819186830856e-299,0.7771213748657357,0.5462056429958276,0.8932693,0.50308144
Rapgefl1,37.110443,1.2871717,1.906293968363961e-301,2.125399125723636e-299,0.7161654135338346,0.45714049655058453,0.71366113,0.35539085
Plekha2,37.09642,2.627621,3.2085976184275253e-301,3.5626040498821326e-299,0.4642857142857143,0.09906225471970917,0.3778919,0.07167325
Stox2,37.0066,0.93784595,8.968333582402125e-300,9.916836352228193e-298,0.875671321160043,0.7282604205395133,1.4654595,1.0072494
Dpyd,36.71714,1.2236412,3.8910638822133437e-295,4.250117338011079e-293,0.8842642320085929,0.6154005039864502,1.5793037,0.97427225
Ptprj,36.685795,0.96671396,1.2304392785470192e-294,1.3385385997796924e-292,0.8700322234156821,0.6892221258313711,1.3913884,0.9343135
Pcdh19,36.53485,1.2954881,3.1027968119057197e-292,3.348279129956092e-290,0.7424812030075187,0.4765976783574999,0.9040256,0.46917877
Rasa1,36.41115,1.0203567,2.835814003237275e-290,3.047932890679423e-288,0.8378088077336198,0.6526211426446895,1.1767105,0.7448502
Ntf3,36.410767,2.6689596,2.875909733271429e-290,3.0787129296017252e-288,0.46509129967776586,0.11765191886644359,0.35980648,0.06587491
Nkain3,36.409466,1.2482145,3.015417055645724e-290,3.2152482652857383e-288,0.8912459720730398,0.6364687900194159,1.7734761,1.1181175
Pakap,36.310814,1.035154,1.0922111280036594e-288,1.159988656500329e-286,0.8434479054779807,0.6377907216920725,1.2526398,0.7973717
Gm28376,36.30449,2.114345,1.3743745824033352e-288,1.4539151586290402e-286,0.5365198711063373,0.22415003924484653,0.4545712,0.124790765
Kbtbd11,36.134594,1.8535296,6.49550737794011e-286,6.817745439267608e-284,0.5523630504833512,0.23654314867600282,0.47027448,0.15370646
Tspan18,36.052845,2.505831,1.2445088942959436e-284,1.2961222476640313e-282,0.4680451127819549,0.12033709257652746,0.38448268,0.079317585
Pitpnc1,36.007187,1.1362661,6.456737225797952e-284,6.698553253173396e-282,0.780343716433942,0.4657743627876234,0.97249043,0.5585604
Tmem132b,35.841667,0.9526383,2.479724292798141e-281,2.543137089598704e-279,0.8869495166487648,0.6972776469616226,1.4885638,1.0197854
Ncam2,35.772232,1.0316681,2.985723437703542e-280,3.050433033121451e-278,0.9538131041890441,0.8454579253934812,2.6445103,2.0009775
Gria2,35.74873,0.7147744,6.923821392944637e-280,7.047086395016e-278,0.978249194414608,0.9127525096046598,3.0641623,2.59822
Gnal,35.686718,1.4603535,6.353447639392312e-279,6.417937521446295e-277,0.6514500537056928,0.3689841781302929,0.6367833,0.28033343
Agap1,35.42927,0.9238444,6.050392587950898e-275,6.021261068082986e-273,0.8600966702470462,0.6846779857066138,1.2823995,0.8642591
Gabrb1,35.234493,0.8733904,5.928231579313838e-272,5.877918174766156e-270,0.9481740064446831,0.8295121245920601,2.546786,2.0045326
Tmtc1,35.233887,1.2074862,6.056698640457435e-272,5.9832166348930625e-270,0.7497314715359829,0.47523443632007273,0.8905528,0.48367646
Dgkg,35.191986,1.0957578,2.651710472781603e-271,2.6099436045289992e-269,0.8727175080558539,0.6254802329904573,1.4324038,0.91308385
Gfra1,35.010777,1.6592654,1.5424242108594377e-268,1.5070886743924759e-266,0.5641783029001074,0.2333622505886727,0.52444357,0.19745773
Ankrd6,34.920277,1.5542637,3.660935672310602e-267,3.564106576629923e-265,0.5907626208378088,0.2921882100218945,0.50821203,0.20336539
Orai2,34.829712,1.921361,8.637762523601493e-266,8.378941480475527e-264,0.5287325456498388,0.22757879952079976,0.43410823,0.1341019
Tle1,34.809746,1.2082354,1.732190441113144e-265,1.6742430630471287e-263,0.7228786251342643,0.4635022927252448,0.7767885,0.41099116
Klhl29,34.523125,1.0268812,3.608679424581379e-261,3.463043433517916e-259,0.8697636949516648,0.6340727888627257,1.3769116,0.8977124
Dsp,34.487274,3.410695,1.244593325487167e-260,1.1858944204198644e-258,0.3966165413533835,0.05477754368571074,0.31989247,0.034834508
Map2k6,34.390884,1.243837,3.4509738739695585e-259,3.265058732167677e-257,0.6917293233082706,0.44214483413888545,0.69917756,0.35582474
