names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_DG Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Gm48956,-2.5228245,-1.8268756,0.01164164875310947,0.044995843210018906,0.012083780880773363,0.0377163630354856,0.0045702173,0.016120141
C1qa,-2.526957,-0.8346388,0.011505558493805074,0.04448904255699271,0.11546723952738991,0.13909199818234394,0.0923148,0.15911554
3830406C13Rik,-2.5297546,-0.2634904,0.011414233017602528,0.04415497281643822,0.21160042964554243,0.24112859916553064,0.12129774,0.14392917
Insc,-2.5318024,-1.2843388,0.01134779535273356,0.04391060788132932,0.05263157894736842,0.07733300285041517,0.0305844,0.07292087
Zcchc24,-2.5320795,-1.0378528,0.011338826500570122,0.043882222104323666,0.08646616541353383,0.10959639773619201,0.052587047,0.10513389
Clrn1,-2.5336623,-1.4018111,0.011287746771256048,0.04369712660188013,0.017185821697099892,0.04296277936134176,0.0077512744,0.02035252
Rapgef3,-2.5346315,-1.1483878,0.011256565814656205,0.043582697901990236,0.06928034371643395,0.09327880365183625,0.034233678,0.07436345
Panx1,-2.535341,-0.34327874,0.011233790424129175,0.043507055159462515,0.09613319011815252,0.12285702482752922,0.05177394,0.06523729
Ccdc60,-2.5361958,-0.5351386,0.01120640918405647,0.04341352577502845,0.06766917293233082,0.0939810798529351,0.03884912,0.055816233
Gm42567,-2.5366564,-0.91623765,0.011191676583548487,0.04336270364815398,0.025510204081632654,0.05139009377452803,0.011922721,0.022382729
Gyg,-2.5389366,-0.29101768,0.011118999766282727,0.04311219678499523,0.12943071965628355,0.15685545503366793,0.06842584,0.08309961
Ptp4a3,-2.5399592,-0.36632657,0.011086537721684615,0.042998739691348965,0.09559613319011816,0.12265047300367662,0.051232934,0.06556654
Ncapg2,-2.5410945,-0.4083197,0.011050605884456154,0.04287175571980029,0.06981740064446831,0.09654232246870739,0.036055744,0.04757431
Pip5kl1,-2.5452533,-1.701207,0.010919853191191332,0.04239509539767535,0.012352309344790547,0.038212087412731854,0.004822468,0.015596972
4930420G21Rik,-2.5475454,-1.166148,0.010848374097717413,0.042129760370814694,0.0625671321160043,0.08712355930102862,0.04757717,0.103773564
Klhl14,-2.5476546,-0.5299017,0.010844980728684232,0.042122670161859686,0.07438238453276047,0.10075597967530053,0.053108513,0.07580518
Pdgfb,-2.5480354,-0.4295412,0.010833145261746785,0.04208886830294044,0.13909774436090225,0.16619159747180567,0.07729655,0.10276643
Ntn1,-2.5535073,-1.3390107,0.010664404231149675,0.041475255708639705,0.03920515574650913,0.0645681001363242,0.021611754,0.05379475
Col8a1,-2.5552428,-1.2897342,0.01061137412279487,0.041274988807107435,0.02389903329752954,0.04977898954847771,0.015573863,0.03765553
Cntfr,-2.5586627,-0.4005671,0.010507567346146916,0.040912669843641156,0.12567132116004295,0.1523939356384517,0.071216546,0.09297665
Pepd,-2.560479,-0.2687188,0.010452801593187316,0.040723035929961314,0.1858216970998926,0.21468996571239723,0.105482705,0.12577194
Gm26542,-2.560992,-0.5346485,0.010437378966152844,0.04067474587679868,0.10445757250268528,0.13120171851117446,0.063034594,0.09006967
Soat1,-2.5610487,-0.327512,0.010435673877477689,0.04067400015779308,0.19280343716433943,0.2205147271450407,0.11428423,0.14143477
Mboat1,-2.5616207,-1.230402,0.010418505656998823,0.04061886926923366,0.046992481203007516,0.07233444871318213,0.02698951,0.062212467
Gusb,-2.5623224,-0.74500996,0.010397472889577222,0.04054275091321143,0.06686358754027927,0.09270045854504895,0.036431737,0.060328055
Chkb,-2.5660696,-0.4179456,0.010285816284826266,0.04011901343784029,0.07599355531686358,0.10302804973767918,0.039705936,0.05270184
St8sia2,-2.5676427,-1.3833463,0.010239267363958469,0.039960655638280905,0.01852846401718582,0.044615193952162596,0.010095153,0.026124643
Fbxo44,-2.5688531,-0.32819012,0.01020357089677128,0.03983870241154378,0.16138560687432868,0.18907753955467427,0.085006855,0.105609626
Otulinl,-2.5726745,-0.27482998,0.010091606612013746,0.03941873377886457,0.18501611170784102,0.21646631139752964,0.11667115,0.13951747
Strip1,-2.576675,-0.25191766,0.009975570875276552,0.03898815846089904,0.19441460794844254,0.2233238319494361,0.11134615,0.13125041
Rgs22,-2.5769293,-0.65397555,0.009968234317739364,0.038965152184704206,0.036519871106337275,0.06295699591027389,0.019711304,0.030842837
Fancd2,-2.5791419,-0.45017758,0.00990461192414826,0.03872208968454296,0.05880773361976369,0.08555376543974884,0.029540079,0.040143255
Cmklr2,-2.5853963,-1.4772108,0.009726714125322016,0.03804320357312992,0.015843179377013964,0.04209526170116082,0.0064998805,0.017992433
Limd1,-2.59119,-0.7766009,0.009564464919912266,0.037463144664437696,0.07975295381310418,0.105630602718222,0.04013664,0.06780464
Gm19705,-2.5919967,-1.6278235,0.009542068396148016,0.03738631930657585,0.01852846401718582,0.044780435411244685,0.007945059,0.024352778
Arrdc3,-2.5932596,-0.4221462,0.009507097661521715,0.03726560381693486,0.19414607948442536,0.22080389969843434,0.11993259,0.15763076
Oprk1,-2.5951219,-2.2401793,0.009455741714042247,0.03708594071760549,0.01154672395273899,0.03779898376502665,0.00488225,0.022859614
Tmem63a,-2.5981288,-1.1192439,0.009373329869450832,0.03678419360189044,0.06498388829215897,0.09005659519973562,0.04130502,0.08765099
Ssbp1,-2.6003654,-0.2646039,0.009312453124608065,0.036555970118074314,0.24919441460794844,0.2795472384021151,0.15003353,0.17769372
Degs1,-2.6018302,-0.42177397,0.009272773110689359,0.03641616683487622,0.18447905477980667,0.21233527492047755,0.12108788,0.15908314
Neu2,-2.60184,-1.3356236,0.009272507510394655,0.03641616683487622,0.017185821697099892,0.04370636592721114,0.008380752,0.02101816
Gm10033,-2.6020005,-0.27452347,0.009268170333105225,0.036408733457680906,0.22932330827067668,0.25769405543850954,0.13114353,0.15657786
Tmem243,-2.6026566,-0.37719154,0.009250456888741987,0.036344462143660945,0.1895810955961332,0.21708596686908746,0.11240526,0.14368013
Gpat3,-2.603721,-1.5194451,0.009221784691010428,0.03624771132935199,0.015306122448979591,0.041764778782996656,0.0067728143,0.019294918
Slc32a1,-2.6039445,-0.80903804,0.009215766278522991,0.036229354777456146,0.04672395273899033,0.07299541454951047,0.030948637,0.053608164
Gm10509,-2.6049597,-0.35479796,0.009188507237464316,0.03613276591111755,0.07921589688506982,0.10686991366133763,0.041639317,0.052946065
Chrna4,-2.6054509,-0.66733986,0.009175343232354805,0.036091563849125104,0.054242749731471536,0.08084438385590945,0.027924996,0.043991853
Tcta,-2.6091993,-0.3856635,0.009075440363967364,0.035735211397978174,0.0776047261009667,0.10525880943528731,0.040847532,0.0530389
Lcp2,-2.6122675,-1.607549,0.008994386049221793,0.03543163072021545,0.03168635875402793,0.057999752137811375,0.017841808,0.053406097
Sox8,-2.6158488,-0.725302,0.008900597514832135,0.035103339971163876,0.1348012889366273,0.1591275250960466,0.07325436,0.11836378
Sall1,-2.6163564,-1.3184371,0.008887376242332193,0.0350563416957525,0.057465091299677765,0.0827446606353534,0.034229226,0.08327819
Tns1,-2.622721,-1.4708115,0.008723067350561381,0.03446894407493887,0.03732545649838883,0.06345272028752014,0.019899735,0.054213647
Prrc1,-2.623151,-0.25890818,0.00871206355700391,0.03443559102334438,0.18098818474758324,0.21088941215350931,0.102090046,0.120988056
Kcna2,-2.6247633,-0.26052582,0.008670923626881983,0.03427802234137397,0.37056928034371645,0.3995125376957078,0.25813022,0.30217347
Mtarc2,-2.6262958,-0.2639809,0.008631978080345165,0.03414263397853079,0.16219119226638024,0.19176271326475813,0.1042617,0.12394696
Gas2l3,-2.6280901,-0.7630064,0.008586573966338563,0.033984569520624126,0.033029001074113856,0.0600239600115669,0.015688645,0.026480233
Csrp1,-2.6297002,-0.97716033,0.00854601914357311,0.033829041601032624,0.09076262083780881,0.11496674515635973,0.057624932,0.110442154
Rsad1,-2.6326802,-0.7487761,0.008471409922678582,0.03355347650683571,0.04377013963480129,0.0706820341223613,0.020251775,0.033799607
Fam163a,-2.633408,-1.0919302,0.008453269996642072,0.03349150174134068,0.043233082706766915,0.06964927500309828,0.024901386,0.052351408
Gm35256,-2.6341176,-0.61832184,0.008435625836371325,0.033428674334949886,0.04564983888292159,0.07270624199611682,0.02239392,0.034173798
Nbn,-2.6359153,-0.3842129,0.008391065622731897,0.033279399746539644,0.10553168635875403,0.13314330565538893,0.055199556,0.071454234
Furin,-2.6449203,-0.36121464,0.008171012034268241,0.03245455925510535,0.09881847475832438,0.127359854587516,0.052008916,0.066324696
Shroom3,-2.6470346,-1.0041808,0.008120100787156718,0.03227267556283121,0.05504833512352309,0.08158797042177883,0.033307634,0.065725565
Gm29502,-2.6473534,-1.6080959,0.008112450667247282,0.03225533433396485,0.020139634801288938,0.04692857437931177,0.008522492,0.025757177
Polr1b,-2.648123,-0.33324173,0.008094006929590463,0.032191528448504404,0.07518796992481203,0.10319329119676127,0.039200556,0.049139857
Mocs1,-2.6489897,-0.45599622,0.008073279785667789,0.03211860050946009,0.07975295381310418,0.10728301730904284,0.039867558,0.054291483
Idh1,-2.653812,-0.5566936,0.00795881459019979,0.031681977487210126,0.10177228786251342,0.12876440698971373,0.058158208,0.08441565
Acbd4,-2.6556315,-0.28626862,0.007916003655150942,0.03153024284226294,0.11170784103114931,0.14033130912545957,0.05793352,0.07021173
Cfap46,-2.6592915,-0.74187344,0.007830517964909797,0.031222142412394457,0.036251342642320085,0.06353534101706118,0.018554902,0.030839423
Rmdn2,-2.6605794,-0.35907862,0.007800630847538804,0.03111682762371848,0.10096670247046187,0.1295493039203536,0.053983502,0.06872592
Lancl3,-2.6609178,-1.1934294,0.007792796117940432,0.031090190302755668,0.026047261009667026,0.053042508365348864,0.0127268005,0.02887084
Gm17753,-2.6616373,-0.60162485,0.007776164419153439,0.031037661607643034,0.03732545649838883,0.06465072086586525,0.01986624,0.029992633
Septin10,-2.6623106,-0.6957935,0.007760621543547218,0.030989433924076944,0.08404940923737916,0.11079439831453712,0.04440103,0.07096188
Gm56506,-2.6632864,-1.050528,0.007738150136145922,0.030913484115111644,0.031149301825993556,0.05820630396166398,0.012821517,0.026377086
Mageb18,-2.6644075,-1.4779482,0.0077124076451252944,0.030828978492192304,0.01987110633727175,0.04688726401454125,0.0119817415,0.03302479
Fyb,-2.6657588,-1.2274791,0.007681478322889139,0.030719053808011782,0.06203007518796992,0.08790845623166853,0.049600564,0.112499826
Rttn,-2.6680565,-0.26187837,0.007629143615407703,0.030514303207205266,0.2663802363050483,0.2959474532160119,0.16921784,0.19973294
Ankrd34b,-2.6691108,-0.8464169,0.007605234003369369,0.030427730445285132,0.03571428571428571,0.06303961663981493,0.017531758,0.03130542
Rnf220,-2.6703606,-0.5340538,0.007576980948269663,0.030328240440936367,0.38372717508055854,0.40042136572065934,0.35677445,0.4829039
Pcsk2os2,-2.6720219,-0.33776346,0.00753957104243641,0.030187494249778922,0.06417830290010741,0.09232866526211427,0.031019913,0.039044965
Nherf2,-2.6724083,-0.89365715,0.007530893695667064,0.030157244948222656,0.04108485499462943,0.06840996405998265,0.02168198,0.039915092
Gm3364,-2.675551,-2.568876,0.007460654736820409,0.029889338419317787,0.00832438238453276,0.03544429297310695,0.002515582,0.014834355
Gm49066,-2.6810632,-0.358961,0.007338867810058964,0.029436539491906905,0.08324382384532761,0.11153798488040649,0.042107835,0.05368908
Kyat1,-2.6812224,-0.3434838,0.007335373523648818,0.029430468378702074,0.08566058002148227,0.11426446895526088,0.043931827,0.05541966
Gulp1,-2.6823337,-1.3424792,0.007311050712981911,0.029338102248778964,0.052363050483351235,0.07840707233444871,0.033414192,0.08265364
Gm17135,-2.68494,-0.65019745,0.007254278583245971,0.0291233326657432,0.04403866809881848,0.07159086214731276,0.020366112,0.03177954
Gm29088,-2.6884387,-0.6648568,0.007178705021851302,0.02884579092824054,0.03920515574650913,0.06684017019870285,0.018971883,0.029913457
Psd2,-2.6886034,-0.6206155,0.007175161953063728,0.028835866239728142,0.08968850698174007,0.1168670219358037,0.04884459,0.074146345
Gm43256,-2.6895082,-1.6905808,0.007155738220012249,0.028762107101230984,0.012083780880773363,0.03945139835584748,0.00469666,0.015081551
Gm32960,-2.6899176,-0.55711174,0.007146967365989414,0.028731150976082517,0.05128893662728249,0.07890279671169496,0.025970599,0.037981074
Lrguk,-2.6915362,-0.39453056,0.007112376032381583,0.028604930996870698,0.08109559613319012,0.10934853554756889,0.03992753,0.05216282
Mak,-2.6932075,-0.43938285,0.007076822843101926,0.02847899203147353,0.050483351235230935,0.07853100342876028,0.02541209,0.03430572
Slc22a4,-2.6961687,-0.33332935,0.007014212747514845,0.028236970611105743,0.09908700322234157,0.12810344115338537,0.051733814,0.06475333
Gm15834,-2.7001483,-0.26412576,0.006930854623316813,0.02791666372785531,0.11090225563909774,0.14070310240839426,0.059770416,0.07135948
Tmem192,-2.7117667,-0.48166478,0.006692569028909468,0.027001400871891505,0.10123523093447906,0.1294666831908126,0.053249817,0.07359513
Gm43258,-2.71244,-1.5692208,0.0066789848932327315,0.02695468970879596,0.01288936627282492,0.040442847110339984,0.00560725,0.016548263
Ifit1bl2,-2.7139268,-1.2702578,0.006649086231733226,0.026838057239998766,0.01852846401718582,0.046184987813442394,0.007995816,0.019178495
Rbm43,-2.7146864,-0.6716595,0.006633854125868858,0.026784622143064794,0.039473684210526314,0.06745982567026067,0.021186939,0.03353999
Zc3h8,-2.7157562,-0.35919222,0.006612459809474688,0.02670626710966254,0.09720730397422127,0.12583137109100673,0.049268793,0.06276833
Grip1os3,-2.716052,-2.0320492,0.0066065545864580615,0.026686428403206272,0.01288936627282492,0.04040153674556946,0.0048448513,0.019668132
Kdm1b,-2.7163544,-0.4133508,0.006600523521590434,0.026670085266937586,0.1004296455424275,0.12926013136695996,0.05158018,0.06812179
Lrrc8a,-2.7167222,-0.40714088,0.0065931927646707715,0.02664847917970873,0.10365198711063373,0.13239971908951956,0.05425299,0.07132452
Pomt2,-2.717878,-0.2544298,0.006570203978777854,0.026567726963211975,0.18152524167561762,0.2118395505432313,0.097481295,0.115236
4933424G05Rik,-2.7187207,-0.33127964,0.006553490847939642,0.026511939037057838,0.09828141783029001,0.12698806130458132,0.050132994,0.06267569
Lsg1,-2.7212892,-0.26715,0.006502786049252273,0.026322666638054923,0.16970998925886144,0.20047920023133806,0.09360822,0.11162339
Cpm,-2.7231765,-0.9979101,0.006465753037638699,0.026196439101530734,0.06364124597207305,0.0906349403065229,0.03463975,0.06802428
Vmn2r86,-2.7280543,-0.40938625,0.006370910070131088,0.025827754010926726,0.05155746509129968,0.08005948692526955,0.025920225,0.034280874
Mei1,-2.7305114,-0.745424,0.006323614119036256,0.025643753603758555,0.03732545649838883,0.06531168670219357,0.019729039,0.03285775
Arg2,-2.7353022,-0.82745874,0.006232304240845218,0.025300198663168304,0.03195488721804511,0.05994133928202586,0.016222013,0.028608484
4930594M22Rik,-2.7377996,-0.43927237,0.006185176320201886,0.025124064659686272,0.09586466165413533,0.1250051637955963,0.050108116,0.06735355
Gm26658,-2.7424135,-0.772674,0.006098952401089205,0.024788814251590824,0.03141783029001074,0.059445614904779606,0.014292002,0.024294732
9330179D12Rik,-2.7429495,-0.30794868,0.006089007306633196,0.024752137114861416,0.08780880773361976,0.1172801255835089,0.04689605,0.0577382
Iqank1,-2.7437003,-0.8311971,0.006075096594550365,0.024699325994184947,0.028732545649838882,0.05684306192423679,0.013525561,0.023938797
Zfp869,-2.748036,-0.29042667,0.0059953447285872085,0.024389842976099665,0.17400644468313642,0.20461023670839013,0.094331875,0.11420753
Gm56549,-2.7495148,-0.25848278,0.005968354899710465,0.024294757787489806,0.10257787325456498,0.13206923617135538,0.058268122,0.06931352
Gm31218,-2.7503815,-1.8665694,0.005952590379690181,0.0242379305201205,0.013157894736842105,0.0410625025818978,0.007003962,0.025307653
Gm30400,-2.7510571,-1.2523552,0.005940326447399335,0.024195326912478415,0.027121374865735768,0.05494278514479283,0.009757028,0.023089299
Rgs10,-2.7517383,-1.0404588,0.00592798650383611,0.02415971444836588,0.06498388829215897,0.09216342380303218,0.042126838,0.08480163
Slc5a3,-2.754715,-0.27841368,0.005874329222013656,0.023955566276446644,0.21858216970998925,0.2503408105093568,0.12547907,0.150271
Rgs4,-2.7562726,-0.40490663,0.005846425969810633,0.02384539553867816,0.12218045112781954,0.15160903870781178,0.07508532,0.09825199
Brd8dc,-2.760143,-0.6388717,0.005777604878317664,0.023571855918675316,0.05370569280343716,0.08208369479902508,0.02394048,0.037033465
Snx18,-2.7622125,-0.3853154,0.005741107621362765,0.023430067099941904,0.21804511278195488,0.24711860205725616,0.1287355,0.1650484
Nfe2l3,-2.7636075,-0.9366498,0.005716624061754836,0.023344329565251128,0.05504833512352309,0.08286859172966497,0.030954458,0.05843471
Rhebl1,-2.7638533,-0.85339254,0.005712323337673072,0.023330312826155258,0.027389903329752954,0.05568637171066221,0.013608176,0.024453139
Cfh,-2.7640007,-1.1088518,0.005709744304105407,0.023323324635346955,0.07841031149301826,0.10459784359895898,0.066614576,0.138512
Macrod1,-2.7657797,-0.26481438,0.00567868764495994,0.023210577581392392,0.19817400644468314,0.22910728301730904,0.11772986,0.13986042
Cplx1,-2.7714317,-0.29467863,0.005581038577781357,0.022821869819659876,0.3141783029001074,0.34403271780889827,0.21882369,0.26239753
Lamp2,-2.7722306,-0.2696594,0.005567357105442481,0.0227693889533089,0.47368421052631576,0.4968397570950551,0.3597633,0.42001176
Myom1,-2.7742708,-0.8768916,0.00553256167378846,0.022640866916645738,0.041353383458646614,0.06973189573263931,0.020473877,0.037282355
Rnf43,-2.7753327,-1.2357304,0.005514524986715762,0.022570492976854914,0.05639097744360902,0.08357086793076383,0.027931295,0.06457502
Gpr137b,-2.7762585,-0.6520788,0.005498848747443914,0.022513189980773726,0.05263157894736842,0.08117486677407361,0.02548058,0.039754648
Gm30003,-2.7808352,-0.56282157,0.00542192594537154,0.022228738198372486,0.05128893662728249,0.07993555583095799,0.027396841,0.040209457
Bid,-2.7816353,-0.7596686,0.0054085788728284,0.022180161487914442,0.046992481203007516,0.07555665716528277,0.023839854,0.04003605
Cul7,-2.7820554,-0.9231722,0.005401580362024521,0.02215884951566395,0.04457572502685284,0.07278886272565786,0.021285342,0.039985422
Gm35842,-2.7832954,-1.6740762,0.0053809778407412565,0.022081074309822472,0.015306122448979591,0.04354112446812906,0.0058500264,0.018549927
Ripk1,-2.7859838,-0.3738528,0.005336552315551754,0.021912157811564123,0.13345864661654136,0.1635064237617218,0.07164061,0.091884844
Cmc1,-2.7868059,-0.27617574,0.005323036600143933,0.02186334354109867,0.16165413533834586,0.19254761019539804,0.09538624,0.11439923
Prkra,-2.7870362,-0.6632624,0.005319254877097265,0.021851150978077286,0.07787325456498388,0.10629156855455034,0.039339446,0.06160477
Hhipl1,-2.79133,-0.5926932,0.005249189294511488,0.021596343032234525,0.05316863587540279,0.08195976370471351,0.026157465,0.03918939
Rasa3,-2.7925985,-0.32829413,0.0052286538639912325,0.021518445294140667,0.3504296455424275,0.37373487007890277,0.23447265,0.2865036
Adgrg1,-2.793748,-1.1465757,0.0052101074516486415,0.021448688099555538,0.054242749731471536,0.08179452224563143,0.029200632,0.06353783
Gpsm1,-2.7954028,-0.2752811,0.005183510632529472,0.02135228126568556,0.16514500537056928,0.1956871979179576,0.09154996,0.10977476
Dock5,-2.7980115,-1.1462357,0.005141829388208502,0.02118708107056624,0.06874328678839957,0.09559218407898541,0.044948366,0.09690566
Rbms2,-2.7994697,-0.81535447,0.0051186619580191476,0.021098089708847138,0.05290010741138561,0.0813401082331557,0.026743338,0.04659343
Gm30541,-2.8006814,-1.1055621,0.005099485370380016,0.021022272461201443,0.02121374865735768,0.04982029991324823,0.010152888,0.021720923
Naaa,-2.8013024,-1.1516874,0.00508968040683758,0.02098829228540911,0.03276047261009667,0.061180650225141485,0.015998287,0.035202857
Piezo1,-2.8035607,-1.8450587,0.005054171035558499,0.02085466457700505,0.017185821697099892,0.0456066427066551,0.008283749,0.029446598
Casz1,-2.8127415,-1.396464,0.004912111078695728,0.0202996654390271,0.015574650912996778,0.04420209030445739,0.008100206,0.021184862
8030453O22Rik,-2.8141453,-0.6140393,0.004890712032506995,0.020217451125148146,0.05612244897959184,0.08497542033296154,0.02738132,0.041609384
Eya4,-2.8160183,-1.1427231,0.004862289127486016,0.020109236394574303,0.06525241675617616,0.09232866526211427,0.039427154,0.08506983
Taf13,-2.8165836,-0.54270566,0.004853738664880837,0.020076963966340528,0.06874328678839957,0.09798818523567564,0.035576805,0.05141313
4930509H03Rik,-2.8168194,-0.3439448,0.004850177241775815,0.020065321399001718,0.09693877551020408,0.12690544057504027,0.04646799,0.058617834
Adgrg6,-2.8247592,-1.2939372,0.004731614852450025,0.01960198752471973,0.027926960257787327,0.056595199735613666,0.0155843645,0.03778852
Fli1,-2.8333473,-1.1144742,0.004606329354481577,0.019112425842328595,0.07330827067669173,0.10063204858098897,0.06353633,0.13280812
Slc25a1,-2.8351614,-0.79480785,0.004580252070977494,0.019013034628018732,0.04189044038668099,0.07092989631098442,0.021289244,0.036649637
Plek,-2.8353777,-0.40844795,0.004577154320940598,0.019003111341729582,0.14446831364124596,0.17486677407361506,0.084276356,0.110382445
Zfp276,-2.8362422,-0.44156405,0.00456478228744674,0.01896053486840221,0.11412459720730397,0.14400793159003594,0.058866467,0.07913002
Gm5441,-2.837017,-0.28579822,0.0045537169535972005,0.0189204228457023,0.11224489795918367,0.14268599991737926,0.05602281,0.06788835
Gramd3,-2.8391466,-1.0824405,0.004523435663045252,0.018803328630263908,0.09935553168635876,0.12471599124220267,0.06405388,0.13109833
Myo19,-2.8409717,-0.27145404,0.004497629987403925,0.01871342795935947,0.09828141783029001,0.1289296484487958,0.052104585,0.0625605
Crb1,-2.8410459,-0.5190429,0.0044965833024996835,0.018711970472071626,0.04242749731471536,0.07175610360639484,0.02538498,0.0361799
Zswim7,-2.8442583,-0.30973998,0.004451494313929476,0.018538693771742873,0.09613319011815252,0.126327095468253,0.051800076,0.06381695
Plscr4,-2.8444645,-0.66647464,0.004448612739554377,0.018529565077015364,0.08297529538131042,0.11137274342132442,0.047369234,0.0741731
Cnksr3,-2.8459861,-1.463652,0.0044274113799708924,0.018455560623614316,0.03866809881847476,0.06696410129301442,0.021986635,0.05950581
Gm34471,-2.8508708,-0.68125105,0.004359968426270588,0.018188534639635257,0.048603651987110634,0.07774610649812037,0.020934423,0.033360112
Ccdc82,-2.8511405,-0.29589143,0.0043562731409221775,0.018175940884561943,0.21428571428571427,0.24488784235964803,0.12872505,0.15584934
Poln,-2.8539555,-0.4660623,0.0043178588169936125,0.018024058787108648,0.06390977443609022,0.09373321766431197,0.03346159,0.045932416
Dsc2,-2.8547642,-1.7482082,0.004306878529747751,0.01798381135886901,0.015574650912996778,0.04449126285785104,0.0062674466,0.020901097
Pla2g4a,-2.8558404,-1.209161,0.004292307042320955,0.01792853881970528,0.07089151450053706,0.09840128888338084,0.04374662,0.0983859
Gm43948,-2.8565152,-0.9623081,0.0042831968058372714,0.01790123363546108,0.027926960257787327,0.05713223447763044,0.013125871,0.025417574
Spag16,-2.859807,-1.2477037,0.004238987583908179,0.01772787492289693,0.03544575725026853,0.06423761721816004,0.020887785,0.048906747
Entrep1,-2.8599818,-0.45507208,0.004236653868514162,0.017720873201583987,0.07894736842105263,0.10893543189986367,0.04562652,0.062031623
Epb41l5,-2.8646414,-0.47675774,0.004174816160499028,0.017477329232098156,0.1420515574650913,0.1706118065022514,0.08084388,0.11080425
Myrf,-2.8678703,-1.0742737,0.00413245015316729,0.01732005222655122,0.059613319011815255,0.08782583550212748,0.03364821,0.0695794
Tbccd1,-2.86788,-0.36310774,0.004132321847964158,0.01732005222655122,0.11063372717508056,0.14144668897426363,0.05888153,0.07511399
Chml,-2.8739064,-1.3987619,0.004054291548569603,0.017016372057179822,0.02577873254564984,0.05486016441525179,0.01064412,0.027825061
Shd,-2.878029,-1.2073462,0.0040016828649412865,0.016800815403276933,0.02685284640171858,0.05601685462882637,0.012342979,0.02827459
Spata1,-2.8791502,-0.47086495,0.003987485668235822,0.01674906048233493,0.09935553168635876,0.12979716610897674,0.054327402,0.074529745
Iah1,-2.8806214,-0.94750535,0.0039689203940688695,0.016678900686366988,0.04242749731471536,0.07167348287685381,0.019788764,0.037819184
Ccdc120,-2.8831003,-0.39857957,0.003937820567082886,0.01656115802747177,0.06766917293233082,0.09802949560044615,0.034538344,0.045283206
Gm43507,-2.8835883,-2.0699754,0.003931725330959387,0.016538112029254655,0.011278195488721804,0.04052546783988103,0.0042028395,0.01752946
Ddx25,-2.884265,-0.2501591,0.003923285272563239,0.016510364177568397,0.12835660580021482,0.15999504275622753,0.07321616,0.086494856
Zfp90,-2.8882086,-0.44270983,0.003874428015290738,0.016320094179473606,0.1420515574650913,0.17247077291692486,0.07636289,0.102425486
Ninj2,-2.8929033,-0.99799836,0.0038169881511434735,0.016093279714612448,0.10204081632653061,0.12864047589540215,0.07264663,0.14018968
Gm47033,-2.8933704,-1.7718556,0.0038113147509084323,0.01607440391726724,0.01100966702470462,0.040442847110339984,0.0050266655,0.017062545
4933436I20Rik,-2.8941388,-1.0777986,0.0038019994685175884,0.016037633550874033,0.02228786251342642,0.05180319742223324,0.012785188,0.026798112
