names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Lamp5 (DG) (for_DEGs),mean_expr_Rest (for_DEGs)
Kcnmb2,11.625428,2.8537533,3.0605643135620784e-31,4.111868155270652e-28,0.9523809523809523,0.2550640612697731,1.3342488,0.32710338
Zfp536,11.56438,2.6061194,6.244093854566064e-31,7.9894667558185785e-28,1.0,0.4747691646983036,1.9416978,0.6834046
Slc6a1,11.54774,2.460374,7.578718582153422e-31,9.256371286475567e-28,0.9642857142857143,0.310893994703314,1.0951481,0.3085972
Tox2,11.488232,2.493685,1.5117495864444834e-30,1.76611788642449e-27,0.9166666666666666,0.21347791854555867,0.6154888,0.14064762
Galntl6,11.362785,2.775461,6.406846565882896e-30,7.172998634386392e-27,1.0,0.8121108009448142,3.7684796,1.9713039
Adra1a,11.1784935,2.7873807,5.196469933417662e-29,5.585165884437302e-26,0.8690476190476191,0.19755207214945245,0.79247105,0.1613535
Hapln1,11.1048975,3.7038422,1.1875295853421117e-28,1.2272661522362515e-25,0.7738095238095238,0.0864648199842531,0.6632215,0.06972828
Hcrtr2,10.909233,3.395131,1.0413089106129868e-27,1.0362952010433686e-24,0.7857142857142857,0.11248300050103786,0.6160014,0.07782928
Afap1,10.885402,2.3500822,1.3530103437629305e-27,1.2984067120324978e-24,0.8928571428571429,0.23155107007372414,0.6423935,0.16273281
Gabrg3,10.802858,2.3346481,3.336524327356547e-27,3.091462368140359e-24,1.0,0.6515997423233841,2.5255563,1.1876571
Maf,10.630445,2.188456,2.1508476545768104e-26,1.92644254928263e-23,0.9166666666666666,0.22621859566244362,0.8531421,0.2589087
Reln,10.566993,3.4319944,4.23871046857541e-26,3.674004848084557e-23,0.8452380952380952,0.2893851549638537,1.7794393,0.3760132
Sv2c,10.543978,3.0979893,5.41586310941779e-26,4.5476325546892514e-23,0.7857142857142857,0.13989692935366116,0.66222286,0.10407067
Cacna2d1,10.456606,1.5557523,1.3666364192443563e-25,1.1127733510635108e-22,1.0,0.82560303485792,2.8663402,1.892681
Rbms3,10.429384,2.1569266,1.8206445013909346e-25,1.438844639775718e-22,0.9880952380952381,0.5092692004867225,1.653718,0.66664773
Sox1ot,10.303168,3.1748464,6.817793943939113e-25,5.2341178078184e-22,0.7380952380952381,0.08177653711259036,0.46571916,0.06361516
Hcn1,10.290607,1.8937721,7.768451439749829e-25,5.7982858385021645e-22,1.0,0.7471548207000215,2.6834993,1.5410612
Adamts17,10.238244,1.9463425,1.3363971091372145e-24,9.705132519599177e-22,0.9761904761904762,0.504652494452795,1.3465303,0.5527108
Fgf9,10.122375,2.3663287,4.396200783329031e-24,3.0705490303870024e-21,0.8214285714285714,0.19422374919476057,0.46929812,0.10987997
Gabrb2,10.120065,1.5729291,4.501183012363609e-24,3.0705490303870024e-21,1.0,0.7190251234700451,2.0743535,1.2057385
Adarb2,10.118559,2.7480044,4.5709699000923e-24,3.0705490303870024e-21,0.9642857142857143,0.5803450003578842,2.6483097,1.0833305
Mpdz,10.042087,1.6480697,9.954593383215763e-24,6.523900590414819e-21,0.9880952380952381,0.5609476773316154,1.1935533,0.55012316
Vcan,10.022449,2.7540524,1.2145620376922207e-23,7.770305226854755e-21,0.7976190476190477,0.19300694295326032,0.8776504,0.18921815
Kcnn2,9.937764,1.8093927,2.851547994598477e-23,1.781885921275839e-20,0.9880952380952381,0.6412211008517643,1.8293707,0.9131539
Myo3b,9.923299,4.0785313,3.296750464624963e-23,2.0132655678289264e-20,0.6785714285714286,0.063381289814616,0.4596769,0.033957213
Frmpd4,9.901676,1.7218105,4.093575230447832e-23,2.444319254269628e-20,1.0,0.8320449502540977,3.2361407,2.129184
Sox2ot,9.876467,2.3351195,5.2657074362161273e-23,3.075859974154942e-20,1.0,0.4642831579700809,1.9667209,0.79671764
Astn2,9.842079,2.0773673,7.416181005888204e-23,4.2398464601748094e-20,1.0,0.6328108224178656,2.164618,1.039271
Ndst3,9.810299,2.05585,1.0166646520166541e-22,5.691203999934895e-20,0.9523809523809523,0.4734449932002004,1.4605166,0.5853624
Dlx1as,9.736292,2.8423429,2.1111749567714886e-22,1.1576994099683652e-19,0.7380952380952381,0.13062772886693866,0.5487929,0.09708059
Grin2a,9.724812,1.6047748,2.363421414208374e-22,1.2701026679955803e-19,1.0,0.8339059480352158,3.2699897,2.2323673
Lamp5,9.714824,2.334042,2.6069926532455372e-22,1.3735273057393644e-19,0.7738095238095238,0.1641972657647985,0.45901552,0.10932851
Sh3rf3,9.709131,1.6041876,2.7567728155842343e-22,1.424509337591315e-19,1.0,0.6154176508481856,1.4715143,0.7437447
Igsf11,9.63559,1.8093402,5.656630063396939e-22,2.8545825076378713e-19,0.9285714285714286,0.4264190108081025,0.9657543,0.3812762
Tox3,9.634145,1.9100523,5.736786580291964e-22,2.8545825076378713e-19,0.9166666666666666,0.317729582707036,0.8135341,0.28830546
Rims1,9.620631,1.323602,6.542822963549041e-22,3.196466418737504e-19,1.0,0.8428530527521294,3.016711,2.1702638
Crispld1,9.587791,3.1159089,8.999091704083723e-22,4.317957037298743e-19,0.7142857142857143,0.14447784696872093,0.5956738,0.08977146
Chrna7,9.569639,1.8600688,1.0727985820881982e-21,5.057210158019278e-19,0.9642857142857143,0.47222818695870017,1.1406866,0.46149173
Sgcz,9.480673,2.252292,2.5264765664743124e-21,1.170455609330427e-18,1.0,0.7462601102283302,3.1011271,1.696441
Rasgrf2,9.465222,1.7963839,2.9293774282381742e-21,1.3341079914705043e-18,0.9761904761904762,0.49005081955479207,1.2944214,0.56679034
Hs3st5,9.31866,2.1021905,1.1781954124801965e-20,5.2763517888904805e-18,0.8333333333333334,0.2667668742394961,0.7926811,0.24815126
Cntn5,9.219159,2.012117,2.994394668493057e-20,1.3190063072525976e-17,1.0,0.7652995490659222,3.0754223,1.8118224
Kcnip1,9.202749,1.9122167,3.4890736881868e-20,1.5121195161545053e-17,0.8333333333333334,0.22958270703600314,0.6861571,0.23268391
Osbpl3,9.131011,1.8514292,6.786277116777574e-20,2.8944010496478326e-17,0.8809523809523809,0.34950969866151316,0.80868876,0.29639482
Dchs2,9.126999,2.73954,7.042417915670045e-20,2.956715146782096e-17,0.7142857142857143,0.16677403192326962,0.5917732,0.11409858
Pip5k1b,9.101938,1.6710542,8.873368234172891e-20,3.668113914649624e-17,0.9880952380952381,0.5910099491804452,1.5798683,0.7931501
Dlc1,9.054383,1.7009765,1.3734192900373838e-19,5.591481261106743e-17,1.0,0.5459523298260683,1.469924,0.7080591
Rab3c,9.041167,1.5331968,1.5500766752946454e-19,6.216501532114496e-17,0.9880952380952381,0.6437620785913678,1.6102521,0.86854947
Gm16070,9.025318,3.38319,1.791747232805145e-19,7.080036491981507e-17,0.6428571428571429,0.08700164626726792,0.37271196,0.042378023
Pola1,9.018051,1.545217,1.9146459229171377e-19,7.456019702722245e-17,0.9642857142857143,0.44960990623434255,0.8614889,0.38409543
Bcl11b,8.974406,1.5592182,2.848848251663964e-19,1.093550750317296e-16,1.0,0.5469186171354949,1.2872477,0.63658047
Nfib,8.931024,1.3521363,4.220835406617357e-19,1.5973781320536393e-16,1.0,0.8160475270202563,2.5219698,1.7022576
Cpne8,8.913419,1.7592824,4.948272347301482e-19,1.8466677496109837e-16,0.9404761904761905,0.4305346789778828,1.1236714,0.47827017
Kit,8.847461,2.3416636,8.95329183887914e-19,3.2955472837079795e-16,0.75,0.2529525445565815,0.7424297,0.1965656
Sema5a,8.78852,1.7875632,1.5154329220959865e-18,5.502659813070156e-16,0.9880952380952381,0.4331830219740892,1.3644073,0.6118805
Dlgap1,8.702229,1.0894761,3.2542930351575496e-18,1.1659047180624448e-15,1.0,0.9182234628874096,3.659199,2.9326737
Mpped1,8.665235,1.5369546,4.505825166478008e-18,1.5930463450429483e-15,0.9523809523809523,0.4504688282871663,0.9439699,0.43249416
Cntnap2,8.660575,1.5537391,4.693889439101858e-18,1.6379845354372327e-15,1.0,0.9138572757855558,3.8155386,2.7803197
Parm1,8.658685,1.7133307,4.772396904222509e-18,1.6440295489289593e-15,0.9047619047619048,0.3977524872951113,0.89955914,0.36795968
Atp11c,8.606098,1.5133832,7.558963183709461e-18,2.5710043132439646e-15,0.9166666666666666,0.4280652780760146,0.8214612,0.36894366
Pde10a,8.531456,1.4628819,1.4451733070000552e-17,4.853975844886435e-15,1.0,0.7432538830434472,2.2786546,1.4301019
Zbtb16,8.470901,1.4734788,2.4350270101804224e-17,7.992096131772038e-15,0.9761904761904762,0.5769093121465894,1.3020346,0.6749513
Ptchd4,8.470455,1.6810776,2.4443629070444882e-17,7.992096131772038e-15,0.9523809523809523,0.46703886622289026,1.275981,0.59070593
Atxn1,8.4693,1.2063636,2.4687159618052812e-17,7.992096131772038e-15,1.0,0.7880609834657505,2.2345843,1.5293823
Vstm2a,8.44397,1.5345904,3.067397434248511e-17,9.812020125983034e-15,0.9285714285714286,0.455049745902226,0.92249537,0.42077258
Rph3a,8.35337,1.5002979,6.634266263583931e-17,2.097208641205885e-14,0.9047619047619048,0.41893923126476273,0.83709943,0.38044778
Slc24a3,8.350391,1.396288,6.803709774723744e-17,2.1257637400793836e-14,1.0,0.7277217092548851,1.9526453,1.1931382
Kcnh7,8.33746,1.6194568,7.590380133484356e-17,2.3442932665140765e-14,1.0,0.7954333977524873,2.8657963,1.8548206
Eps8,8.325311,1.6114273,8.41080618830339e-17,2.568163207724001e-14,0.7976190476190477,0.2581060768735237,0.5970287,0.23688036
Spock3,8.254119,1.65425,1.5302671187154639e-16,4.620031177515114e-14,0.9880952380952381,0.5697874167919261,1.6297315,0.83437866
Apba1,8.221501,1.2211791,2.009708936197814e-16,6.00009767951503e-14,1.0,0.7267196335265907,1.6458399,1.0279179
Ubash3b,8.202626,1.3469026,2.3519082593303887e-16,6.944590651451379e-14,0.9523809523809523,0.43887338057404623,0.9406095,0.47865185
Acsl1,8.172265,1.3239563,3.026537849486363e-16,8.839464349532453e-14,0.9166666666666666,0.39284947391024266,0.58987796,0.27843067
Ndnf,8.146394,3.5197625,3.7493882387980085e-16,1.0832909889946504e-13,0.5714285714285714,0.05965929425237993,0.55434465,0.0625872
Gm11906,8.085744,1.7431686,6.178597112086119e-16,1.7661585574654684e-13,0.7738095238095238,0.28741679192613273,0.54661995,0.19662334
Tcf4,8.075202,0.8640766,6.736495194543427e-16,1.9053644829198095e-13,1.0,0.932789349366545,3.347421,2.7769256
Kctd16,8.036122,1.4888592,9.272650644958513e-16,2.595376279479534e-13,1.0,0.8027342352014888,2.9059634,1.9681879
Grik2,7.9854736,1.0161004,1.3998387605141219e-15,3.8776976798983974e-13,1.0,0.9158614272421445,3.3349714,2.6664264
Dab1,7.97034,1.3103452,1.5823863333101187e-15,4.3386449771472333e-13,1.0,0.8764225896499893,3.4576275,2.594942
Col25a1,7.957907,1.8498385,1.7497329287427786e-15,4.749022605587723e-13,0.8809523809523809,0.449359387302269,1.2562951,0.5288598
Gm28756,7.949081,2.2480795,1.8790012209307744e-15,5.048876280640991e-13,0.6428571428571429,0.14411996278004438,0.32488415,0.07770732
Trpc5,7.915687,1.5405617,2.4589171671645742e-15,6.541693493238823e-13,0.9523809523809523,0.5600529668599241,1.4033377,0.7202239
Egfem1,7.9045377,1.6127945,2.6893019692474576e-15,7.084465089576391e-13,1.0,0.7713835802734236,2.8735704,1.8656731
Frmpd3,7.8903356,1.5348076,3.0137471220831444e-15,7.862076230133407e-13,0.8095238095238095,0.3007658721637678,0.50731826,0.2054437
Runx2,7.8770657,1.3863893,3.3515830349063947e-15,8.659330398839887e-13,0.9642857142857143,0.5133490802376351,1.0881953,0.5614132
Gabbr2,7.866693,1.1766344,3.641385710395671e-15,9.318479432222064e-13,1.0,0.7247870589077374,1.7457782,1.1290221
Col19a1,7.856084,1.4991406,3.963295498043378e-15,1.0046580191738262e-12,0.7857142857142857,0.2710614845036146,0.6566917,0.28400147
Mamld1,7.830726,1.3813149,4.850607701277576e-15,1.2180918591899855e-12,0.8809523809523809,0.42008446066852767,0.6880536,0.3220606
Snx7,7.8027477,1.4929384,6.0573502718813564e-15,1.5070463130134447e-12,0.8452380952380952,0.3546274425595877,0.5963123,0.254414
Lin7a,7.7933407,1.3826773,6.526030678438376e-15,1.6087563699966894e-12,0.9404761904761905,0.5009662873094267,1.0023493,0.5076748
Rimbp2,7.7904367,1.2938286,6.6777865938388526e-15,1.6312011434222723e-12,1.0,0.6341707823348365,1.3872154,0.79980177
Sntg1,7.760973,1.2215539,8.428018992523487e-15,2.0401880209829376e-12,1.0,0.8130055114165056,2.6632211,1.9053084
Homer2,7.7293754,1.332438,1.0807562063332696e-14,2.592849934301335e-12,0.8928571428571429,0.40154605969508267,0.64907175,0.30957937
Tenm1,7.694644,1.5178504,1.418886207833134e-14,3.3739356110156025e-12,1.0,0.7506262973301839,2.3667011,1.4756932
Dock11,7.6849265,1.3899373,1.5308507741724255e-14,3.6082421317555324e-12,0.8214285714285714,0.32084317514852195,0.62690264,0.28718004
Mir124a-1hg,7.6718593,1.2021292,1.695211887173876e-14,3.960899426814091e-12,1.0,0.5843533032710615,1.0322137,0.5797004
Iqgap2,7.6599603,1.484501,1.8599091466958867e-14,4.308255066527455e-12,0.9880952380952381,0.5491374991052895,1.4545379,0.77614665
Unc5d,7.6493645,1.696301,2.01975088208853e-14,4.638521897582803e-12,1.0,0.6365328179801016,2.1356354,1.1947494
Cracd,7.606428,1.2886175,2.8177477171769214e-14,6.3790627211595895e-12,0.9761904761904762,0.5546131271920407,1.0925707,0.5940391
9630014M24Rik,7.6060905,1.4724978,2.8251152356456683e-14,6.3790627211595895e-12,0.8214285714285714,0.33286808388805383,0.6392491,0.2795552
5330434G04Rik,7.6048884,1.2633821,2.8514977131234954e-14,6.384978629302361e-12,0.9880952380952381,0.6435473480781619,1.4434469,0.8534388
Pvt1,7.6010056,1.301352,2.938388576930362e-14,6.525165377034615e-12,0.9523809523809523,0.5322811538186243,0.98131704,0.51687104
Arhgef6,7.522906,1.6678178,5.357208113387661e-14,1.1799031312026759e-11,0.6785714285714286,0.1901080810249803,0.36060542,0.12808931
Kcns3,7.496089,2.6394506,6.57501292923224e-14,1.4363463203940674e-11,0.5833333333333334,0.12647627227829075,0.38966265,0.07368752
Cadps,7.4798207,1.1618366,7.442402095301508e-14,1.6127205185544478e-11,1.0,0.8274998210579056,2.725507,1.998114
Gm3510,7.455881,2.3289957,8.926927393218992e-14,1.9189323124463547e-11,0.6547619047619048,0.1973373416362465,0.44802538,0.10660188
Sntg2,7.445535,1.7810469,9.655213962890233e-14,2.0590126919274648e-11,0.7023809523809523,0.23767088970009306,0.46781003,0.16004445
Ttc39b,7.418685,1.2095011,1.1828896863175685e-13,2.5026965253033912e-11,0.8690476190476191,0.3990408703743469,0.59709466,0.30248192
Pla2g4e,7.413647,1.71247,1.2287264645144768e-13,2.5793656329299994e-11,0.7142857142857143,0.24905160690000716,0.43902212,0.15545444
Pam,7.4092236,1.2788016,1.2704078514690323e-13,2.646190617749837e-11,1.0,0.7282227471190322,1.9122707,1.2171061
Rab27b,7.4010797,1.3050051,1.3508180205184051e-13,2.7920369393330422e-11,0.8928571428571429,0.4524014029060196,0.79625404,0.40054125
Gm3764,7.3996143,1.1520581,1.3658082507571306e-13,2.8014708166293207e-11,0.9285714285714286,0.5367904945959487,0.9632691,0.5475921
Nmt2,7.3948665,1.1488702,1.415502424124443e-13,2.881405313350287e-11,0.9642857142857143,0.5773745615918688,0.99240613,0.56850934
Ar,7.356016,1.3451533,1.8948030104124577e-13,3.82320658580393e-11,0.8214285714285714,0.3309355092692005,0.53531307,0.24582128
Rapgef4,7.3551855,1.226421,1.9066233066532437e-13,3.82320658580393e-11,1.0,0.7234270989907666,1.8552201,1.1953993
Oprm1,7.3215075,1.5696019,2.452004185899991e-13,4.880396479639464e-11,0.6666666666666666,0.17586429031565384,0.31256858,0.11655543
Cacnb2,7.273277,1.405727,3.508701000102456e-13,6.932264402408308e-11,1.0,0.7797938587073223,2.5774372,1.7211211
Abtb3,7.253713,1.3382895,4.0549852301278556e-13,7.953098768871203e-11,0.6547619047619048,0.15514279579128193,0.3259329,0.14183883
Nt5dc3,7.242523,1.3054173,4.404130248281101e-13,8.553122821176374e-11,0.8333333333333334,0.4021902512347004,0.6358396,0.30714187
Arl4c,7.241895,1.7942756,4.4245778643227245e-13,8.553122821176374e-11,0.5714285714285714,0.09537613628229905,0.2080734,0.06455913
Cemip,7.2397614,1.2983423,4.494754719162605e-13,8.626718521707086e-11,0.8214285714285714,0.34424880108796796,0.61994064,0.29950422
Hdac9,7.231941,1.2296928,4.761387572020914e-13,9.073651351787373e-11,1.0,0.798260682843032,2.328022,1.5988908
Srgap1,7.228254,1.1442428,4.892434585969486e-13,9.257726572183105e-11,0.9166666666666666,0.45286665235129914,0.79370224,0.43705887
Galnt14,7.2196302,1.3295015,5.212915018399511e-13,9.795176681426215e-11,0.8690476190476191,0.3993271777252881,0.77633876,0.38318002
Eepd1,7.203328,1.7365124,5.876032556136782e-13,1.0964513526624675e-10,0.6785714285714286,0.23609619926991626,0.42696625,0.14827378
Sema3c,7.1964064,1.364592,6.182027511966546e-13,1.1455936499761455e-10,0.7619047619047619,0.3145802018466824,0.6256103,0.29089287
Ntrk2,7.175073,1.0656441,7.226854296781064e-13,1.3300381846199123e-10,1.0,0.7791854555865722,1.9619606,1.3662627
Plcb4,7.1319275,1.2666903,9.897300402182907e-13,1.8014863082611385e-10,0.8095238095238095,0.32921766516355305,0.6342759,0.31341445
Gm26691,7.1315765,1.2646501,9.922589267683234e-13,1.8014863082611385e-10,0.8571428571428571,0.3976093336196407,0.690327,0.34632117
Robo2,7.1230607,1.2173594,1.0555632826362219e-12,1.9035560674117638e-10,1.0,0.784589506835588,2.4061074,1.6751654
C030017B01Rik,7.1007147,1.4404577,1.2411342817397772e-12,2.2232852100231876e-10,0.7142857142857143,0.24486436189249158,0.34846357,0.14289004
Flrt2,7.0970883,1.3042008,1.2741275126250999e-12,2.2672719380289028e-10,1.0,0.6013528022331973,1.3754289,0.78724694
Sema3e,7.08812,1.4540652,1.359460041272825e-12,2.4032033755921585e-10,0.8690476190476191,0.43626082599670746,1.0594007,0.5234727
Rgs7bp,7.073385,1.1012537,1.5119947401040135e-12,2.640449256205898e-10,1.0,0.7537398897716698,1.820882,1.2276464
Arhgap12,7.073263,1.1653284,1.5133203775798597e-12,2.640449256205898e-10,0.9523809523809523,0.5324600959129626,0.99309075,0.5640475
Hip1,7.0681376,1.2322187,1.570267951930426e-12,2.722135475378745e-10,0.8452380952380952,0.4020828859780975,0.651893,0.33020648
Cacng7,7.0383496,1.0658985,1.945300702518181e-12,3.350655761324585e-10,0.8809523809523809,0.4029060196120535,0.52484936,0.28494868
Zfp804b,7.0341425,1.8997664,2.0049022178933765e-12,3.431319910496498e-10,0.8095238095238095,0.46532102211724286,1.5638758,0.6992595
Rtl4,7.0327916,1.3320465,2.0244130334734423e-12,3.4427834309766703e-10,0.9880952380952381,0.6260825996707465,1.5923088,0.9380896
Scn1a,7.028031,1.1259298,2.094685462070593e-12,3.539886689675273e-10,1.0,0.6818051678476845,1.5063905,0.95877296
Igf1,7.015085,2.4011507,2.2980893006408396e-12,3.8593537192637095e-10,0.5357142857142857,0.08549853267482643,0.32914042,0.07119379
Mctp2,7.0124583,3.0368028,2.3416682601638067e-12,3.908113425503198e-10,0.5238095238095238,0.09287094696156324,0.45386252,0.067648634
Lancl1,7.0040774,1.0242412,2.486183070364128e-12,4.1236875988076616e-10,0.9285714285714286,0.4247727435401904,0.55390996,0.3103159
Gabra1,6.9840884,1.1002786,2.867115351690837e-12,4.726342914106305e-10,1.0,0.6186386085462744,1.1550987,0.7002051
Dennd2b,6.9804215,1.1928616,2.9429588601851374e-12,4.821786864217966e-10,0.7857142857142857,0.3247083243862286,0.4653769,0.2305003
Sh3rf1,6.963005,1.2030636,3.330895976334339e-12,5.424313629339618e-10,0.9642857142857143,0.5537542051392169,1.1032301,0.6284671
Ndst4,6.9412937,1.4811873,3.885247134801519e-12,6.288951235669689e-10,0.8214285714285714,0.3736310929783122,0.94391453,0.44620502
Epha6,6.9393086,1.2734756,3.940238433961577e-12,6.33977285751782e-10,1.0,0.8850118101782263,3.389625,2.5536096
Hycc1,6.9314885,1.1328081,4.164356218299674e-12,6.660491165816205e-10,0.8333333333333334,0.3552000572614702,0.5211713,0.2714934
Pcgf5,6.9172664,1.2396638,4.604419360372306e-12,7.32075433214224e-10,0.8214285714285714,0.3970367189177582,0.6202386,0.3103627
Tox,6.8980875,1.2715087,5.270727895769703e-12,8.330850503490113e-10,0.9047619047619048,0.4116383938157612,1.0635725,0.57978934
Gria1,6.8837504,1.269999,5.829688254100353e-12,9.16045166009804e-10,1.0,0.8483286808388806,3.0691617,2.252387
Nr3c2,6.881657,1.3799986,5.916024718702679e-12,9.242068848345407e-10,1.0,0.7732445780545415,2.4461603,1.6196256
Purg,6.8738103,1.0134932,6.250942373769692e-12,9.708833617525529e-10,0.9880952380952381,0.6691718559874025,1.1927174,0.7595556
Ptpro,6.8569274,1.0979856,7.035741786588687e-12,1.0864964471588394e-09,0.8809523809523809,0.41113735595161405,0.7023849,0.38922638
Plppr1,6.8248568,1.1171325,8.801308788662985e-12,1.3513780980078537e-09,0.9166666666666666,0.4575907236418295,0.8142189,0.45722142
Abat,6.81,1.0265641,9.759880284541953e-12,1.4900453593502404e-09,0.8095238095238095,0.33998997924271707,0.4712588,0.25890675
Kcnc1,6.766395,1.0805757,1.3203071041796466e-11,2.0043306152150907e-09,0.8214285714285714,0.3956409705819197,0.5804488,0.31630546
Mtus2,6.7553334,1.1337999,1.425070989268724e-11,2.151216712452282e-09,0.9880952380952381,0.6198912032066424,1.2366408,0.7484764
Klf8,6.7313533,1.1244537,1.680923984085742e-11,2.523264103485133e-09,0.8571428571428571,0.40909741607615774,0.5975776,0.31849957
Pknox2,6.7249646,1.1177765,1.7563497671983207e-11,2.6218399024788267e-09,0.9642857142857143,0.5592298332259681,1.0131189,0.5924059
Elavl2,6.7173605,1.206042,1.8504548239878648e-11,2.747056415500217e-09,0.9761904761904762,0.5403335480638466,1.2170905,0.70827055
Trpc4,6.7125864,1.2624747,1.9120467471443266e-11,2.8228953898773657e-09,0.9404761904761905,0.540083029131773,1.2317873,0.69902456
Nrg2,6.6961427,1.1928388,2.1399312968513705e-11,3.1420739861418756e-09,0.8928571428571429,0.5188962851621215,0.93353415,0.5159228
Metap1d,6.691719,1.0235656,2.2056385225400684e-11,3.220951472861502e-09,0.8571428571428571,0.3880896142008446,0.5074255,0.28152555
Acss1,6.6867423,0.9840189,2.2819346765867206e-11,3.314355932966767e-09,0.6904761904761905,0.2242860210435903,0.3354667,0.18358462
Grin3a,6.6849256,1.1179428,2.3104209742516987e-11,3.3376887945238248e-09,0.8690476190476191,0.3999355808460382,0.7855715,0.43824247
Dnah9,6.663856,1.1661841,2.6673514263040387e-11,3.832712985282862e-09,0.8571428571428571,0.41206785484217306,0.7248124,0.38816276
Tmeff1,6.652355,1.0047783,2.8843939898778096e-11,4.122535452554082e-09,0.9404761904761905,0.49971369264905874,0.7550235,0.44594687
Gdap1,6.6377416,1.0325228,3.1852573575074254e-11,4.528458475990715e-09,0.9047619047619048,0.4761291246152745,0.64384526,0.3659084
Greb1l,6.636614,1.1443685,3.2097121265112805e-11,4.53920867575569e-09,0.8809523809523809,0.4513993271777253,0.75773555,0.41393232
Htr2a,6.6067786,1.6904533,3.9277295275148203e-11,5.5035467959753985e-09,0.5833333333333334,0.15195762651206068,0.28887832,0.098732665
Ppargc1b,6.606596,1.0618405,3.9325678631458e-11,5.5035467959753985e-09,0.8571428571428571,0.3999355808460382,0.5088122,0.2759187
Fam124a,6.5823865,1.4124128,4.629568659457676e-11,6.445415019669832e-09,0.6666666666666666,0.23505833512275429,0.34416702,0.14352515
Mgll,6.5726957,1.0234106,4.9412420923825986e-11,6.843875001150537e-09,0.8928571428571429,0.47272922482284735,0.7336551,0.42698178
Wasf3,6.5659494,1.0389241,5.1702437323743e-11,7.124330722507561e-09,0.9047619047619048,0.4435974518645766,0.60018146,0.33667007
Ngf,6.5580683,2.7113926,5.450923303068813e-11,7.472770875176478e-09,0.47619047619047616,0.05754777753918832,0.21997368,0.036878165
Arnt2,6.551491,1.0404608,5.69654982061814e-11,7.769862623350732e-09,0.9523809523809523,0.57415360389378,0.98131335,0.59383255
Clip4,6.5501266,1.0005257,5.748829940730892e-11,7.801568712496921e-09,0.8928571428571429,0.4345787703099277,0.56612235,0.32249928
Zfp385b,6.541307,1.3107094,6.098345443416475e-11,8.23429859621109e-09,1.0,0.6641972657647985,1.8375682,1.1407104
Grk5,6.540416,1.2349031,6.13480713448997e-11,8.242113385187273e-09,0.7142857142857143,0.29027986543554507,0.43585458,0.2087203
Rasgrf1,6.5185695,1.0640849,7.098110481081266e-11,9.488867095853414e-09,1.0,0.7478705890773746,1.8367366,1.2594247
Cdh20,6.5155573,1.1157485,7.242017803005879e-11,9.633317740929108e-09,0.9523809523809523,0.4770954119247012,1.1341639,0.6795568
