names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_OB Meis2 Thsd7b Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Hmgcs1,-2.7458887,-1.3274596,0.006034724288510547,0.04790341490701258,0.04878048780487805,0.30982430978845465,0.10038811,0.2350838
Kbtbd11,-2.746916,-1.5616871,0.0060158549173015005,0.047781856821723714,0.024390243902439025,0.27902474005019723,0.07082178,0.19609821
Spock2,-2.7473133,-0.29212478,0.006008570655026688,0.04773811162051067,0.21951219512195122,0.5708497669415561,0.46353248,0.5435044
Nono,-2.7473423,-1.9460295,0.006008037972357355,0.04773811162051067,0.024390243902439025,0.2786303334528505,0.048648592,0.17570284
Clybl,-2.7490094,-1.2571065,0.005977568556444062,0.047533964815522925,0.04878048780487805,0.3101470060953747,0.09718794,0.21829823
Dnajc27,-2.7492905,-27.19257,0.005972445010129744,0.0475072816525122,0.0,0.2480817497310864,0.0,0.14270018
Fbxl19,-2.749397,-1.530974,0.005970502631395456,0.047505894493809854,0.024390243902439025,0.2792040157762639,0.058798064,0.16127668
Lonrf1,-2.7499106,-1.9233882,0.0059611518736517755,0.04745957650022899,0.04878048780487805,0.30910720688418786,0.05361922,0.1897412
Zc3h15,-2.7509282,-0.3791313,0.005942665747524359,0.047326445950201405,0.14634146341463414,0.44546432413051273,0.28290784,0.35435447
Kctd17,-2.752004,-1.292179,0.005923179459927829,0.047185245208497116,0.024390243902439025,0.2795267120831839,0.07098134,0.16564164
Tbk1,-2.7522657,-0.5981985,0.005918448267790513,0.047161537649920246,0.12195121951219512,0.4129078522768017,0.20541167,0.29654214
Lonrf2,-2.7537873,-0.5301723,0.005891004681245239,0.046970710915447945,0.14634146341463414,0.4465758336321262,0.23863843,0.32873845
Rcn2,-2.7538164,-0.47948098,0.005890481400123031,0.046970710915447945,0.0975609756097561,0.3764790247400502,0.21057962,0.2827714
Garre1,-2.7543495,-0.8230718,0.005880895334714308,0.0469179506068211,0.12195121951219512,0.4072785944783076,0.17978011,0.29895273
Ptpdc1,-2.7552118,-1.4377869,0.005865413121743539,0.04680833103096194,0.024390243902439025,0.27981355324489066,0.06859457,0.17592409
Scn3a,-2.755493,-0.68816763,0.005860376297663065,0.04678202944688252,0.2926829268292683,0.6387235568304052,0.52187395,0.7438356
Tspan9,-2.7560067,-3.1215186,0.0058511811405328185,0.04672250735397231,0.024390243902439025,0.27701685191825026,0.025899405,0.20567001
Trim41,-2.7564428,-27.205675,0.00584338414304288,0.04667411769428127,0.0,0.2487271423449265,0.0,0.14391278
Eif4g3,-2.7568305,-0.9468502,0.0058364613429417265,0.046632683997872196,0.36585365853658536,0.7928648261025457,0.8186906,1.2364459
Rchy1,-2.7571115,-0.66890264,0.005831446937181764,0.04660647804939738,0.07317073170731707,0.34295446396557905,0.14321454,0.21897715
Chordc1,-2.7577608,-0.61650264,0.00581987677950289,0.046527845601083806,0.14634146341463414,0.44714951595553964,0.22473735,0.32667062
Zfp426,-2.7586331,-2.563679,0.005804367349863161,0.046417663896078314,0.024390243902439025,0.27916816063105054,0.030270752,0.16695492
Ccar1,-2.7586524,-0.59521097,0.005804023119515901,0.046417663896078314,0.24390243902439024,0.6091072068841878,0.42578274,0.58881885
Pogz,-2.7587008,-0.64836925,0.005803162624171867,0.046417663896078314,0.14634146341463414,0.45328074578702043,0.23032375,0.3407262
Marchf2,-2.7588365,-1.2376832,0.005800753849092316,0.046417663896078314,0.07317073170731707,0.34256005736823236,0.10226781,0.22628284
Prdm5,-2.7600965,-3.5706947,0.005778429664182572,0.04626531736489443,0.024390243902439025,0.2749013983506633,0.021798514,0.23258005
Hltf,-2.7602904,-0.80965465,0.0057750020584380665,0.04625165583017313,0.0975609756097561,0.37633560415919687,0.16389346,0.2716688
Usp38,-2.7605228,-1.4696108,0.005770891351533363,0.046232513600388034,0.04878048780487805,0.3115812119039082,0.073884025,0.19257599
Ino80dos,-2.7613757,-1.4332938,0.0057558413230259925,0.04612569530262702,0.07317073170731707,0.33965579060595197,0.09244939,0.23236212
Efcab6,-2.763595,-27.32096,0.005716842793952693,0.04582683946107066,0.0,0.24937253495876657,0.0,0.155001
Spindoc,-2.7636726,-1.3786218,0.005715484718112407,0.04582683946107066,0.0975609756097561,0.37163858013624956,0.10117104,0.2443829
Ppp1r16b,-2.7643123,-0.845408,0.005704291689741151,0.045753527672640217,0.14634146341463414,0.4401219074937254,0.24067353,0.39804435
Srsf3,-2.7644868,-0.7301646,0.005701242478719207,0.04574272481432819,0.0975609756097561,0.37579777698099676,0.17104796,0.26960805
Ubn1,-2.7655141,-0.75038517,0.005683315814009631,0.04561251371637957,0.14634146341463414,0.44137683757619217,0.20558697,0.32495195
Gm37529,-2.7655723,-2.9128902,0.005682302619166839,0.04561251371637957,0.024390243902439025,0.27916816063105054,0.02334847,0.16374329
Arl6ip5,-2.7657466,-1.2398567,0.005679264012097347,0.04560723969069209,0.04878048780487805,0.3115812119039082,0.09966232,0.22114715
Mccc2,-2.765892,-1.1789012,0.0056767329592052485,0.04560054248545442,0.07317073170731707,0.3441018286124059,0.10365272,0.2209558
Amfr,-2.7660084,-1.0280035,0.005674708849507619,0.04559791470881271,0.07317073170731707,0.3442811043384726,0.12107434,0.23306468
Stx7,-2.7660956,-1.1245726,0.005673191194474272,0.04559791470881271,0.0975609756097561,0.3717820007171029,0.12931228,0.2631256
Galk2,-2.7665317,-1.0264549,0.005665608409576312,0.04556566835238417,0.04878048780487805,0.31287199713158836,0.10487867,0.20314053
Tmem68,-2.766648,-1.7779682,0.005663587878220308,0.04556305577478434,0.04878048780487805,0.30907135173897454,0.061841384,0.19784658
Ctps2,-2.7671423,-0.61384755,0.005655007869505547,0.04550765542186704,0.0975609756097561,0.3812477590534242,0.18220417,0.2668549
Pcsk7,-2.76721,-1.1227745,0.005653831136817316,0.04550765542186704,0.07317073170731707,0.3435281462889925,0.103429094,0.21292596
Srsf1,-2.7676075,-0.510992,0.005646943279962365,0.04546999278771014,0.17073170731707318,0.4783793474363571,0.27455893,0.37172756
Etv6,-2.767646,-0.7800108,0.005646271699367922,0.04546999278771014,0.17073170731707318,0.4684833273574758,0.28026614,0.441774
Pcsk2,-2.7685087,-1.1155964,0.00563134765522283,0.04538240422856689,0.36585365853658536,0.7708856220867695,0.94693494,1.4858774
Arrb1,-2.7685282,-1.4445713,0.0056310126926602,0.04538240422856689,0.04878048780487805,0.31208318393689494,0.08030424,0.2050529
6030443J06Rik,-2.7687607,-1.0135683,0.005626994543680201,0.04537735395818938,0.07317073170731707,0.3444603800645393,0.12955408,0.24627782
Acbd5,-2.769061,-0.43001246,0.005621808263044884,0.04534914080696969,0.17073170731707318,0.4789171746145572,0.29459572,0.379493
Trank1,-2.7696815,-0.70001143,0.005611114742627772,0.045276472412735205,0.2682926829268293,0.620258157045536,0.50624156,0.727853
Ifrd1,-2.770544,-1.1089119,0.005596274569879338,0.045170290685688744,0.07317073170731707,0.34094657583363214,0.109883346,0.22355264
Rab2a,-2.7705925,-0.54976827,0.005595441903884344,0.045170290685688744,0.2926829268292683,0.6841878809609179,0.57471365,0.7593375
Zfp91,-2.7709801,-0.45422986,0.005588784599034593,0.04513695286325804,0.1951219512195122,0.5169953388311223,0.33360752,0.43342558
Cit,-2.7716002,-1.0439202,0.0055781477752244145,0.045064591316981366,0.14634146341463414,0.4353531731803514,0.24036147,0.44482246
Phtf2,-2.7719104,-0.91331375,0.005572836216342211,0.04503522079191435,0.17073170731707318,0.47730369307995696,0.22057325,0.38171703
Farsb,-2.7726471,-0.26072475,0.0055602395499045375,0.04494694245064228,0.17073170731707318,0.495016134815346,0.3337976,0.38848847
Atp6v1c1,-2.7731218,-0.984062,0.005552131643653299,0.0448949073924057,0.12195121951219512,0.402545715310147,0.16298144,0.30020827
Zfhx4,-2.7731607,-1.1211387,0.00555147024500076,0.0448949073924057,0.04878048780487805,0.31416278235926853,0.13937506,0.28164655
Orc3,-2.773432,-0.86054415,0.005546842444855188,0.04487914980224598,0.14634146341463414,0.44087486554320543,0.19577324,0.33120924
Crocc,-2.7738004,-2.2825959,0.0055405674273095225,0.044841881557773154,0.024390243902439025,0.2811760487629975,0.03529024,0.16107371
Hip1,-2.7743044,-1.1172318,0.005531990942372051,0.044785958608477554,0.12195121951219512,0.4049121548942273,0.1667896,0.33199084
Thap2,-2.776388,-0.9857362,0.0054966575091799676,0.04451331744173169,0.07317073170731707,0.3425959125134457,0.119905196,0.2249607
Tab3,-2.7765625,-1.5004971,0.0054937086217085596,0.044502849160479044,0.04878048780487805,0.3111868053065615,0.071229786,0.18970159
Timmdc1,-2.777105,-27.205069,0.005484543434532695,0.04444200304158429,0.0,0.2505916098960201,0.0,0.14385663
Dcaf13,-2.7773669,-1.0018361,0.005480129438124892,0.04441963137327778,0.07317073170731707,0.342631767658659,0.11156107,0.21215953
Dnaja2,-2.7776964,-0.3578266,0.005474575633614309,0.044388004609298884,0.14634146341463414,0.44707780566511296,0.27837512,0.34453657
Ap3b2,-2.7777932,-0.32789975,0.0054729431288524635,0.044388004609298884,0.14634146341463414,0.45019720329867335,0.27531534,0.33491868
Vmp1,-2.7782197,-0.32534447,0.00546576532693833,0.044343331622836026,0.24390243902439024,0.6006095374686268,0.5153956,0.6124103
Por,-2.778239,-1.3645934,0.005465439265210543,0.044343331622836026,0.04878048780487805,0.3122266045177483,0.08780314,0.212139
Wasf3,-2.778559,-0.685909,0.005460061781060148,0.04432382479066048,0.14634146341463414,0.4467192542129796,0.22346883,0.338493
Dab2ip,-2.7790337,-1.164534,0.0054520858425774945,0.04427245288306355,0.04878048780487805,0.31272857655073505,0.09194304,0.19546121
Eif4b,-2.7791405,-0.64063257,0.0054502967719784155,0.04427130419076784,0.07317073170731707,0.3444603800645393,0.15111911,0.22660187
Ikzf2,-2.779809,-1.2909162,0.005439086503367713,0.04419360578938326,0.07317073170731707,0.34481893151667264,0.1258658,0.28381985
Dcakd,-2.7800028,-1.3335983,0.005435841043538437,0.04418059553535324,0.04878048780487805,0.31366081032628185,0.08477361,0.201285
Tcaim,-2.7812338,-2.5422995,0.005415273139397572,0.04402674410154697,0.024390243902439025,0.2813553244890642,0.031160796,0.16921464
Tmem38a,-2.781292,-0.5540664,0.005414303167826074,0.04402674410154697,0.12195121951219512,0.4091072068841879,0.20538439,0.28874287
Pnn,-2.7815826,-0.7978387,0.005409455662442708,0.04400607739928416,0.12195121951219512,0.4110075295804948,0.17668642,0.28966224
Pip4k2b,-2.782571,-1.2168853,0.0053930034400039,0.043885524661691336,0.04878048780487805,0.312621011115095,0.08880284,0.19545157
Asxl2,-2.7829878,-0.43995833,0.005386081247130626,0.04384247292044832,0.2926829268292683,0.6407673001075654,0.5311967,0.6682948
Foxn3,-2.7834241,-0.6248556,0.0053788456836455,0.04379684349077411,0.3170731707317073,0.7007888131946934,0.7046366,0.94689804
Nap1l4,-2.7842479,-1.6522403,0.005365202450444402,0.04369899661819978,0.07317073170731707,0.3412692721405522,0.08032057,0.23339616
Aifm3,-2.7853138,-1.1920485,0.0053475928904864614,0.043568775308481265,0.04878048780487805,0.3129795625672284,0.09319852,0.20145047
Flot2,-2.7862248,-1.8291637,0.005332586098276077,0.043459687127897544,0.04878048780487805,0.31294370742201505,0.060416035,0.19991153
Zmiz1os1,-2.7866318,-2.193786,0.005325893237176312,0.04341831046205325,0.024390243902439025,0.28253854428110436,0.043706533,0.185976
Tmem120b,-2.7880857,-1.30722,0.005302052046621321,0.04323706782783457,0.024390243902439025,0.28286124058802437,0.06859457,0.16186737
Fntb,-2.7893069,-1.273236,0.0052820999862639205,0.04308743977866167,0.04878048780487805,0.3131588382932951,0.08370225,0.19146249
Tiprl,-2.7894812,-1.9121056,0.005279255234872277,0.04307731192256851,0.024390243902439025,0.28264610971674436,0.048648592,0.17195058
Pcdh19,-2.7897236,-0.6009779,0.005275306487091618,0.04305816686152849,0.1951219512195122,0.512513445679455,0.37698147,0.52737695
Nphp4,-2.7897527,-1.8557608,0.005274832816687356,0.04305816686152849,0.04878048780487805,0.3137325206167085,0.05361922,0.18179435
2010315B03Rik,-2.7901597,-1.8814073,0.005268205463721828,0.04302634675082234,0.024390243902439025,0.28286124058802437,0.048648592,0.16861941
Ncbp1,-2.7902663,-1.7989426,0.005266470971821708,0.043025258441121705,0.07317073170731707,0.3412692721405522,0.06771998,0.21817443
Hif1a,-2.7912645,-0.81760836,0.005250254832616717,0.042905823404018,0.14634146341463414,0.4419505198996056,0.20783815,0.34157205
Epha10,-2.791371,-0.9731147,0.005248525680510727,0.04290474141628331,0.0975609756097561,0.3742560057368232,0.16670969,0.30463052
Fbxw2,-2.7918267,-0.661546,0.005241143278900381,0.0428574314984946,0.0975609756097561,0.3822158479741843,0.17112844,0.25868672
Srsf5,-2.7919915,-0.2894051,0.00523847535956751,0.042848655376431954,0.21951219512195122,0.5836859089279312,0.4613645,0.54026604
Rrn3,-2.7920206,-2.5214462,0.005238004677653242,0.042848655376431954,0.024390243902439025,0.2823592685550376,0.031160796,0.16697815
Iqcb1,-2.7933967,-0.26479146,0.005215769390563342,0.04268891974548797,0.14634146341463414,0.457583363212621,0.3031087,0.3544473
Zdhhc8,-2.7938426,-1.3851281,0.005208584719016639,0.04264310524069991,0.024390243902439025,0.2833632126210111,0.06638035,0.16489272
Nipsnap2,-2.79392,-0.96373737,0.005207336124104057,0.04264310524069991,0.12195121951219512,0.40763714593044104,0.16261402,0.29594684
Caml,-2.7943172,-1.3201448,0.005200941318724779,0.04260649183967524,0.04878048780487805,0.3143062029401219,0.08469747,0.19942176
Snx24,-2.795267,-0.6146069,0.005185684914216345,0.04249446588746362,0.17073170731707318,0.48594478307637146,0.28749615,0.4121102
Ankrd42,-2.795994,-1.4956268,0.005174036423358208,0.042411945910809955,0.07317073170731707,0.34503406238795264,0.08192346,0.2157078
Trafd1,-2.7962847,-2.3051474,0.005169383651181664,0.04238673747551154,0.04878048780487805,0.3104697024022947,0.04182058,0.19150211
Ccdc136,-2.796333,-2.1460915,0.005168608556842729,0.04238673747551154,0.04878048780487805,0.3114377913230549,0.05206927,0.21234861
Atp1b3,-2.7972152,-0.47280914,0.005154520176772772,0.04229067393889599,0.14634146341463414,0.4506274650412334,0.27207422,0.36042982
Simc1,-2.7978063,-1.2872225,0.005145095755508484,0.04222624402886773,0.0975609756097561,0.37744711366081035,0.121071905,0.27316478
Zfyve27,-2.7983587,-2.9831722,0.005136303406315984,0.042166963803150166,0.024390243902439025,0.28207242739333094,0.021798514,0.16063662
Zmynd8,-2.7992504,-0.59057593,0.005122140889018155,0.04206354697063503,0.34146341463414637,0.6888490498386518,0.63036674,0.84268266
Synpo,-2.7997057,-1.1706312,0.005114919319550281,0.04201708410770898,0.04878048780487805,0.3157045536034421,0.09246329,0.19726792
Klhl15,-2.7999482,-0.7151187,0.005111081809620581,0.04199840006865596,0.12195121951219512,0.4110792398709215,0.19105156,0.2968368
Pom121,-2.8014698,-1.164375,0.005087041675706759,0.04181364632188456,0.04878048780487805,0.3155969881678021,0.09375099,0.19909263
Top2b,-2.8017023,-0.6349943,0.005083375770784393,0.041796299559662374,0.2682926829268293,0.6262818214413768,0.444686,0.62574756
Msrb3,-2.8029332,-27.384403,0.005064016746837608,0.041649871437871605,0.0,0.25292219433488705,0.0,0.16143553
Osbp,-2.8034275,-0.8664724,0.00505626142464906,0.04159881949795476,0.07317073170731707,0.34876299749013984,0.13077547,0.22691436
Numbl,-2.8039603,-1.3128037,0.005047909876627384,0.04154282952066702,0.024390243902439025,0.2843313015417712,0.07098134,0.16783683
Malt1,-2.8048327,-2.624821,0.005034270604237239,0.04144327547054369,0.024390243902439025,0.2833632126210111,0.030232426,0.17338425
Timm44,-2.8050265,-0.84654427,0.005031244183281552,0.04143105461378342,0.04878048780487805,0.3169594836859089,0.112427235,0.19389458
Pank2,-2.8062863,-0.28076842,0.005011612509609904,0.0412820441855359,0.14634146341463414,0.4536034420939405,0.28674713,0.33892164
Rab31,-2.806306,-1.6557505,0.0050113110255943505,0.0412820441855359,0.04878048780487805,0.31287199713158836,0.0992119,0.2841532
Trmt1l,-2.8072362,-0.7080811,0.004996859063443076,0.04118576780205995,0.14634146341463414,0.45224094657583364,0.2206456,0.3388363
Sike1,-2.8074493,-3.0459874,0.004993552467840214,0.04117114293061262,0.024390243902439025,0.28253854428110436,0.021798514,0.16721882
Cxadr,-2.8089516,-0.9655347,0.00497031201989762,0.04099210680621518,0.07317073170731707,0.3481893151667264,0.12395873,0.22929046
Kdm3a,-2.8091455,-0.84655356,0.004967320388124729,0.04098001192167991,0.12195121951219512,0.410182861240588,0.18267405,0.30778018
Morc2a,-2.8094847,-0.8434992,0.004962088950632595,0.04094942570746248,0.0975609756097561,0.38045894585873075,0.15271105,0.25932524
Dgcr2,-2.8096008,-1.5776058,0.004960296462267061,0.04094720919849952,0.0975609756097561,0.37275008963786305,0.0915816,0.251735
Kcnip2,-2.8097076,-0.35131007,0.00495865386237369,0.04094622903564261,0.07317073170731707,0.35224094657583366,0.20130634,0.25035742
Ppp1r12b,-2.8107252,-0.63286877,0.004942999241044593,0.040829508025474394,0.2926829268292683,0.6942990319110792,0.6239326,0.8515396
Ptar1,-2.811326,-1.0102918,0.004933776562344831,0.04076585984938672,0.07317073170731707,0.3500179275726067,0.12826487,0.24346964
Yipf1,-2.811365,-2.419778,0.004933182085598028,0.04076585984938672,0.024390243902439025,0.2841878809609179,0.03653379,0.18157385
Wapl,-2.8116362,-0.5648327,0.004929022562035789,0.04075164192058513,0.2682926829268293,0.6235568304051632,0.45863143,0.620988
Fhit,-2.8118687,-0.6891754,0.004925459781180065,0.04073471970461938,0.21951219512195122,0.5484761563284332,0.43770266,0.6341511
Stam2,-2.8123825,-0.82452863,0.004917600223590931,0.040682240765975465,0.0975609756097561,0.3820365722481176,0.16125187,0.26993847
Slc4a8,-2.8127992,-1.7687405,0.004911231938601759,0.040642070277249545,0.07317073170731707,0.34463965579060596,0.07104639,0.22386567
Arhgap12,-2.8148537,-0.69828176,0.004879943729509433,0.04039559088475615,0.21951219512195122,0.5354965937612047,0.38523778,0.5667613
Wwp1,-2.8150184,-0.7549316,0.0048774425958076255,0.040387328982850815,0.17073170731707318,0.4797059878092506,0.25602028,0.40038106
Glg1,-2.815348,-0.773392,0.004872443807147384,0.04035837395131018,0.3170731707317073,0.7056292577984941,0.5539502,0.81760556
Gpbp1l1,-2.8160555,-0.8864776,0.004861726768808597,0.04028202228735337,0.12195121951219512,0.4116529221943349,0.17186594,0.29762575
Slc24a3,-2.8163657,-0.9364812,0.004857035615731069,0.040255566623903095,0.34146341463414637,0.7308712800286841,0.7928183,1.1984692
Hnrnpa2b1,-2.816385,-0.4385668,0.0048567425546844015,0.040255566623903095,0.2926829268292683,0.6743635711724633,0.5934424,0.7410028
Mirg,-2.8165789,-0.7053373,0.004853812823973673,0.04025368845067055,0.1951219512195122,0.5051272857655074,0.30519184,0.4586328
Tdrd7,-2.8167727,-0.5830001,0.004850884692285149,0.040241825156437774,0.04878048780487805,0.31846539978486915,0.13813218,0.200398
Serac1,-2.8180423,-1.4646398,0.004831744913823665,0.040095424902545355,0.07317073170731707,0.347508067407673,0.083172366,0.21460113
Gm1604a,-2.8188274,-27.38809,0.004819944607492294,0.04002222237432569,0.0,0.2543564001434206,0.0,0.16181715
Grin3a,-2.8190598,-1.2653763,0.004816453231810082,0.04000559454056782,0.12195121951219512,0.40268913589100036,0.20712775,0.44033924
Kiz,-2.8193507,-1.4601698,0.0048120922303475306,0.039981731054248036,0.04878048780487805,0.31577626389386876,0.08614344,0.22116068
Nav1,-2.8193507,-0.75219184,0.0048120922303475306,0.039981731054248036,0.3170731707317073,0.6952671208318394,0.5979156,0.8664043
Kcna6,-2.8197577,-1.6264702,0.00480599283090552,0.03995576341783147,0.024390243902439025,0.28576550735030476,0.069102764,0.1995922
Dhtkd1,-2.8220062,-27.274544,0.004772426786908283,0.0397012717536302,0.0,0.2546432413051273,0.0,0.1504448
Pigb,-2.8228009,-27.217695,0.004760613768055522,0.03961526539103496,0.0,0.25471495159555396,0.0,0.14503339
Dync1li2,-2.8235762,-0.2901712,0.004749114381914403,0.03953181643185874,0.17073170731707318,0.49300824668339904,0.33268937,0.3938326
Gpr176,-2.8235857,-2.3060062,0.004748970798819846,0.03953181643185874,0.04878048780487805,0.3117604876299749,0.04870454,0.22058979
Ndrg4,-2.824303,-0.5887496,0.0047383565466956054,0.039466720523778955,0.24390243902439024,0.5762280387235569,0.4050976,0.56026846
Pphln1,-2.8243709,-2.0346751,0.004737353608338948,0.039466720523778955,0.04878048780487805,0.3143779132305486,0.052612815,0.19995108
Pcdh1,-2.8259215,-0.6506589,0.004714481630065458,0.03929222127787185,0.07317073170731707,0.3518465399784869,0.1606819,0.24188611
Tnfrsf21,-2.8273656,-0.3231874,0.004693272037393883,0.03912758909239021,0.12195121951219512,0.41943348870562924,0.2596932,0.31553182
Tmem19,-2.827414,-1.6311388,0.004692561806455519,0.03912758909239021,0.024390243902439025,0.28641089996414487,0.058798064,0.17192791
Tmem44,-2.8279276,-1.8206906,0.004685039338354156,0.03908320615385786,0.024390243902439025,0.2865543205449982,0.06985006,0.22758722
Uchl3,-2.8290422,-0.62628293,0.004668754533135923,0.03895945164762803,0.12195121951219512,0.4158121190390821,0.20139359,0.29593542
Slc1a3,-2.8295267,-1.851213,0.004661690181665058,0.038912586263230846,0.04878048780487805,0.3155969881678021,0.12695053,0.39769378
Wdr13,-2.8302634,-2.5726736,0.004650970901706654,0.03883517343966992,0.024390243902439025,0.28590892793115813,0.030270752,0.16791612
Bsn,-2.8302827,-0.566533,0.00465068911701975,0.03883517343966992,0.24390243902439024,0.6219792040157762,0.50426686,0.6786277
Pccb,-2.8303506,-27.322657,0.004649702992343986,0.03883517343966992,0.0,0.2553961993546074,0.0,0.15517017
Ero1b,-2.8308253,-1.9596324,0.004642805419101521,0.03880316690863386,0.04878048780487805,0.31509501613481533,0.05376235,0.1946119
Naa20,-2.8308835,-0.86618584,0.004641961455309248,0.03880316690863386,0.07317073170731707,0.3494083901039799,0.13222623,0.22927536
Dpy19l4,-2.8316588,-0.9645739,0.004630721871157843,0.038726267251170635,0.12195121951219512,0.40878451057726783,0.16674358,0.3031374
Limch1,-2.8318624,-0.947092,0.004627775566650716,0.03871367667369388,0.34146341463414637,0.7323771961276443,0.70532477,1.0903198
Kit,-2.83194,-27.712994,0.004626653611516478,0.03871367667369388,0.0,0.25553961993546076,0.0,0.198859
Bicd2,-2.832008,-3.356416,0.004625672102832958,0.03871367667369388,0.024390243902439025,0.2836141986375045,0.018472109,0.17475
Naa40,-2.8320465,-0.58463025,0.004625111325387533,0.03871367667369388,0.0975609756097561,0.3889566152742919,0.17922218,0.25801778
Arhgap6,-2.833132,-27.991879,0.004609434529929573,0.03860832475661086,0.0,0.25564718537110076,0.0,0.23659529
Usp53,-2.8334227,-1.0536052,0.004605243567222147,0.03858524934557502,0.0975609756097561,0.38085335245607743,0.13971987,0.2709854
