names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_L6b EPd Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Sdk2,4.451875,2.2603168,8.51236305478963e-06,0.002605900620001749,0.8095238095238095,0.39036187746327483,1.0676757,0.33531293
Gm45323,4.45132,2.4251485,8.53439726684607e-06,0.002605900620001749,0.7142857142857143,0.17717663919742027,0.6317214,0.15186672
Spock1,4.4144864,1.6999613,1.0125016123040524e-05,0.0030568447553494253,0.8571428571428571,0.6111787889645288,1.8022398,0.93939316
Serpini1,4.4036703,1.7696847,1.0643469726265073e-05,0.0031776670171638054,0.9047619047619048,0.5281619491221784,1.2869536,0.57035017
Cntn2,4.382593,2.1189268,1.172749532164392e-05,0.0034058868450161216,0.7619047619047619,0.2631673235399498,0.6737223,0.19996554
Slc1a2,4.38239,1.7603498,1.1738434148749164e-05,0.0034058868450161216,0.8571428571428571,0.7306341812970262,2.1899083,1.2065823
Ctnnd2,4.3814697,0.9820621,1.1788145760569382e-05,0.0034058868450161216,0.9523809523809523,0.8851666069509136,3.096518,2.458945
Gm2824,4.3771787,2.0129395,1.20225532973323e-05,0.0034366596499927544,0.8095238095238095,0.3508419921175206,0.7792262,0.25643292
Chrm3,4.3641424,1.8899019,1.2762242722454117e-05,0.003609699599498338,0.9047619047619048,0.6605159441060552,2.3637652,1.2805595
Nr4a2,4.350822,2.3463154,1.3562808164651606e-05,0.003757037684373079,0.7142857142857143,0.23400214976710856,0.6902078,0.17855868
Gas7,4.347289,1.6470294,1.3783060304385583e-05,0.0037790901059065367,0.8571428571428571,0.6019706198495163,1.3590928,0.6542079
Ano3,4.3383,1.5985427,1.435888001924576e-05,0.0038972030920922584,0.8571428571428571,0.6675385166606951,1.9293215,1.0795051
Mapk10,4.3338604,0.8970705,1.465171724967425e-05,0.003911388642932052,0.8571428571428571,0.8121461841633822,2.322031,1.7814097
Smyd3,4.333102,1.340282,1.4702279603131271e-05,0.003911388642932052,0.8571428571428571,0.7278753135077033,1.7456082,1.0535588
Hs3st5,4.3261037,2.3341906,1.517700352419899e-05,0.003998098869561048,0.7619047619047619,0.2686492296667861,0.8875674,0.2495309
Gng12,4.3165603,1.8157516,1.584795405326596e-05,0.004134315780691809,0.8095238095238095,0.3757076316732354,0.8225131,0.30933315
Thsd7b,4.304282,2.5122037,1.675280741944974e-05,0.004287123193910614,0.8095238095238095,0.5555356503045503,2.1503654,0.8459028
Brinp3,4.3000045,2.4157572,1.7079468202003745e-05,0.004307398241272635,0.8571428571428571,0.6309924758151201,2.4512722,1.0942966
Col19a1,4.2584596,2.1153786,2.058403898894407e-05,0.005121232663267844,0.7619047619047619,0.2728771049802938,0.8876592,0.28509775
Kcnn3,4.2492003,2.0381365,2.145349634785815e-05,0.005240504062426803,0.7619047619047619,0.3325331422429237,0.7397043,0.23640387
Atp8b1,4.234012,2.5112765,2.2955875374872134e-05,0.005556976318223552,0.6666666666666666,0.15800788247939807,0.5494836,0.12085042
Nabp1,4.2228036,2.7573302,2.4128231763611446e-05,0.005737394579541942,0.6666666666666666,0.16377642422070943,0.4602741,0.08291307
5530601H04Rik,4.2108502,1.7201835,2.5441134843409878e-05,0.005834702794809251,0.8095238095238095,0.34374776065926194,0.5915353,0.2190228
Hrh1,4.2092395,2.8596666,2.562318309592451e-05,0.005834702794809251,0.6190476190476191,0.09552131852382659,0.3510499,0.056323897
Wdr17,4.1865516,1.6308777,2.8322472689122142e-05,0.006395166732409345,0.8095238095238095,0.624793980652096,1.508297,0.75906
Adgra1,4.1501102,1.7507929,3.32315433947922e-05,0.007441096425150553,0.8095238095238095,0.3315657470440702,0.6535438,0.24221112
Igsf21,4.1361127,2.136489,3.5323846636873666e-05,0.00777993245190816,0.7142857142857143,0.3144750985309925,0.7562823,0.22878897
Syt1,4.133514,0.9419266,3.5725883718422856e-05,0.007804508093609937,1.0,0.95087782156933,3.768898,3.1370423
Neto2,4.12087,1.7369529,3.7744386305324545e-05,0.008113533280192564,0.8571428571428571,0.448011465424579,1.0540686,0.44519547
Csmd2,4.113858,1.1968166,3.8910053467849856e-05,0.008282280461090577,0.8095238095238095,0.7255822285919026,1.8412097,1.198119
Gm44643,4.112464,1.8705606,3.914587341118359e-05,0.008282280461090577,0.7619047619047619,0.29541383016839845,0.5440075,0.18039383
Osbpl10,4.1053433,1.7267499,4.0371460430312356e-05,0.008474852670019477,0.8095238095238095,0.4231099964170548,0.85136956,0.34054834
Gm41414,4.0930386,2.4132411,4.257571969533681e-05,0.008728191286458293,0.6666666666666666,0.20042995342171266,0.54738337,0.12822264
St3gal1,4.0914006,2.6469953,4.2877605128860984e-05,0.008728191286458293,0.6666666666666666,0.18892869939089932,0.5838961,0.119209684
Pcp4,4.0829535,1.5622858,4.4466945998894715e-05,0.00895462552694488,0.8571428571428571,0.39075600143317807,0.84079725,0.36905324
Usp29,4.081965,1.6303394,4.465648755528894e-05,0.00895462552694488,0.8095238095238095,0.559297742744536,1.3173883,0.6328693
Arap2,4.0735183,1.5819662,4.6308242170133947e-05,0.00921705531193703,0.8571428571428571,0.579003941239699,1.3685764,0.6823977
Galnt14,4.0603194,1.7539127,4.9005580435860735e-05,0.009611532454829036,0.8095238095238095,0.4014690075241849,0.948568,0.38462293
Nrp2,4.036698,1.7707193,5.420884495516036e-05,0.010555012057573615,0.8095238095238095,0.44278036546040844,1.0001419,0.4079134
Epha3,4.0243654,1.7015785,5.7129116776181804e-05,0.010964709769828608,0.8095238095238095,0.5942314582586886,1.706692,0.8699585
Etv5,4.009326,1.7202362,6.089229229213025e-05,0.011604084353826524,0.8095238095238095,0.36761017556431386,0.7675091,0.3003693
Nfasc,3.9965608,1.1425457,6.426940212415512e-05,0.012161400247014422,0.9047619047619048,0.723038337513436,1.5379077,0.97663516
Moxd1,3.9838495,3.7950296,6.780781137661745e-05,0.01274123001181616,0.5714285714285714,0.09057685417413114,0.6869947,0.06874002
Sema6d,3.9783266,1.4705833,6.94020320213319e-05,0.012950226391758251,0.8571428571428571,0.7058402006449301,1.9709836,1.1722175
Ivns1abp,3.9759846,1.7600021,7.008866300712821e-05,0.012988154310355415,0.8095238095238095,0.401110713006091,0.83963233,0.32815456
Sdk1,3.9676323,2.80891,7.259021319761037e-05,0.013268700874964562,0.7142857142857143,0.4642422070942315,1.8847296,0.58608335
Pde4d,3.9604714,1.2150081,7.480199048348881e-05,0.013401636682653876,0.8571428571428571,0.8251881046219993,2.6367395,1.884953
Hs3st2,3.959957,2.6575105,7.496329978916174e-05,0.013401636682653876,0.6666666666666666,0.22425653887495522,0.8091962,0.18023434
Gm45341,3.9588468,2.7258,7.53125098280884e-05,0.013401636682653876,0.6190476190476191,0.13532783948405588,0.56418884,0.108483724
Xkr4,3.9455671,0.773811,7.96113260927274e-05,0.014073396921786744,0.8571428571428571,0.8619132927266213,2.7492146,2.2572558
A230006K03Rik,3.9334922,1.3900566,8.372056254862454e-05,0.01470308180184014,0.9047619047619048,0.6660695091365102,1.9497799,1.1938164
Inpp5a,3.9248016,1.8422513,8.680129127014971e-05,0.015145134392395601,0.7619047619047619,0.3680759584378359,0.70560676,0.25144318
Macrod2,3.9045908,0.8883499,9.438493203178386e-05,0.01615365046938874,0.9523809523809523,0.8879613041920459,3.1228802,2.5439045
Lrrc3b,3.9002862,1.9093107,9.60790787004164e-05,0.016339524333418915,0.7619047619047619,0.31798638480831243,0.6609301,0.22261472
Gm30313,3.8860047,4.1487894,0.00010190755564518537,0.0172217359760134,0.5238095238095238,0.04023647438194196,0.26803038,0.017180627
Mecr,3.8803868,1.5521262,0.00010429046534935606,0.017514280024607483,0.7619047619047619,0.35324256538874954,0.5455278,0.22106701
Mpped1,3.876285,1.5720437,0.0001060633846252371,0.01759211817827235,0.8095238095238095,0.453099247581512,0.9630096,0.43483675
Fxyd7,3.8746607,2.4642088,0.00010677336208327661,0.01760122846121253,0.6190476190476191,0.1461125044786815,0.46684924,0.10239155
Reln,3.8723054,2.3809066,0.00010781079895635534,0.01766387907291017,0.7142857142857143,0.2913651021139377,1.2262164,0.3800575
Snap25,3.8684065,1.0433818,0.00010954886240145116,0.017732397185102364,1.0,0.8533142242923684,2.4908454,1.8518687
ENSMUSG00000121513,3.8590662,1.1283484,0.00011382112067915737,0.01831361384819736,0.8571428571428571,0.7932998925116446,2.2880764,1.619594
Pcdh9,3.8508627,0.8987997,0.00011770243222235572,0.018825383058420825,1.0,0.9715155858115371,4.4514174,3.838451
Gm5468-1,3.8079507,2.0306313,0.00014012317910278761,0.021763640592438748,0.6666666666666666,0.2180938731637406,0.43742734,0.12601362
Slc35f1,3.8039708,1.5317508,0.00014239492731058095,0.021989377568019025,0.8571428571428571,0.6550698674310284,1.8420539,1.0425117
Nek10,3.7944138,2.0391037,0.00014799267861410165,0.02259410951341427,0.6666666666666666,0.2167323539949839,0.49163133,0.1436677
Hivep1,3.7884305,1.6530148,0.00015160199617566186,0.022872809977937242,0.7619047619047619,0.32812611967036903,0.6489171,0.2549988
Fnbp1l,3.7877536,1.5289922,0.00015201546727867534,0.022872809977937242,0.8095238095238095,0.5252597635256181,1.2082685,0.5952702
Cdh11,3.7871716,1.15641,0.0001523719012300248,0.022872809977937242,0.8095238095238095,0.7280902902185596,1.8223308,1.2019801
Prss12,3.776951,2.5077949,0.00015875983846143024,0.023667170079119424,0.6190476190476191,0.1766033679684701,0.49774814,0.10742628
Mapk8,3.775909,1.2984067,0.000159425299007094,0.023667170079119424,0.8571428571428571,0.6018989609458976,1.1170863,0.60753006
Mir100hg,3.773066,1.258186,0.00016125355783497324,0.023807049994646872,0.8095238095238095,0.7300967395198853,1.9416406,1.2516041
Bend6,3.7595696,1.6354659,0.00017020581175419285,0.02499142164937247,0.7619047619047619,0.46678609817269795,0.89481634,0.3823362
Rxfp1,3.756903,1.8774096,0.00017202914654387459,0.025121865041488643,0.6666666666666666,0.18423504120386958,0.522112,0.1710893
Rgs20,3.744273,1.8716347,0.00018091683201608565,0.026276947439309306,0.7142857142857143,0.29788606234324616,0.8465072,0.3103096
Cxxc4,3.740212,2.0100687,0.0001838651410308897,0.026530757920711617,0.6666666666666666,0.3177355786456467,0.6886393,0.21996154
Rims1,3.739156,0.8660808,0.00018463906703286462,0.026530757920711617,0.9047619047619048,0.8442852024364027,2.722269,2.1746082
Pcsk5,3.708319,1.673241,0.00020863974617858557,0.02979880789970551,0.8571428571428571,0.4627731995700466,1.2386382,0.5701197
Nhsl2,3.7071548,1.6621796,0.00020960084454947308,0.02979880789970551,0.7619047619047619,0.49129344321031887,1.0301751,0.45058164
Htr1f,3.702796,1.6455389,0.0002132364305794565,0.030156120471947347,0.8095238095238095,0.35571479756359725,0.9166934,0.39188096
Ank,3.6982746,1.2507627,0.00021707001845903812,0.03053754657588667,0.9047619047619048,0.6699032604801146,1.3479153,0.7872685
Nxph3,3.695337,3.1270468,0.00021959528131132208,0.030731902129350126,0.5238095238095238,0.06628448584736654,0.32188967,0.0425472
Esrrg,3.6871202,1.5005887,0.0002268062974792608,0.03157660732263077,0.8571428571428571,0.5264779648871373,1.1769186,0.5839885
Nrg1,3.655755,1.4518217,0.000256426088800367,0.035043834787553706,0.8571428571428571,0.8487280544607667,3.2058315,2.267479
Frmd3,3.6552541,1.7553318,0.00025692725914209456,0.035043834787553706,0.7619047619047619,0.3665711214618416,0.7366375,0.27955174
Cdh10,3.6509495,1.2659197,0.00026127264350658407,0.03545654510617128,0.8571428571428571,0.7555714797563597,2.1728966,1.4437921
Tmem245,3.6467395,1.5554914,0.00026558894468190375,0.035861180621119364,0.8095238095238095,0.5327839484055894,1.0051655,0.46333846
Gsg1l,3.6431522,1.9542962,0.0002693194777796946,0.03618307183970197,0.6666666666666666,0.2570046578287352,0.573059,0.1820273
Foxp2,3.6356933,1.640876,0.0002772339574368378,0.0370610767976509,0.6666666666666666,0.2020064493013257,0.56789315,0.21926461
Glra2,3.6218858,2.3230948,0.00029246335632884764,0.03871177529337998,0.6190476190476191,0.22755284844141885,0.66060954,0.17146511
Lhfpl3,3.620478,1.6046954,0.00029405942420158147,0.0387322388641985,0.8095238095238095,0.47527767825152273,1.338834,0.655161
Arhgap44,3.6156588,1.262398,0.00029958486613780155,0.0391975828480811,0.8095238095238095,0.5840558939448226,1.0767015,0.5914458
Hip1,3.61486,1.509099,0.0003005099392149128,0.0391975828480811,0.8095238095238095,0.4041920458616983,0.75070906,0.3314331
Hmgcll1,3.6123693,1.2597566,0.0003034121226548408,0.03938494558326363,0.8095238095238095,0.5631314940881404,1.078195,0.593276
Kcnk2,3.6064806,1.7086899,0.0003103779682425032,0.03990361725682325,0.7619047619047619,0.3850232891436761,0.8228155,0.3297721
Gpr45,3.5949879,1.3793615,0.00032440675367249915,0.04150861652942882,0.8095238095238095,0.5088140451451093,0.89985204,0.4452727
Smim13,3.5888286,1.3929828,0.00033216723158480143,0.0421006297768095,0.8571428571428571,0.4105696882837693,0.6661321,0.30783707
Pdzrn4,3.564029,1.699703,0.00036520575971285503,0.04564222680690425,0.7619047619047619,0.5409888928699391,1.5323473,0.7500922
Pcdh17,3.5551486,1.2276849,0.0003777654550408778,0.04699332304142771,0.9047619047619048,0.6473307058402007,1.4040395,0.8379336
Pla2g4e,3.5511553,1.8707008,0.0003835440959734327,0.047492303496802474,0.6666666666666666,0.2508419921175206,0.48202863,0.15645432
