names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_MEA-BST Sox6 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Slc23a2,-3.5440874,-3.9032018,0.0003939745641786112,0.043914324301878076,0.0625,0.5637470893784704,0.04390582,0.5137454
Fam117b,-3.545297,-5.045771,0.00039217094516046184,0.04390680540192338,0.0625,0.5423249149202938,0.018272873,0.47569317
Phlpp1,-3.5475454,-2.318211,0.00038883854956513084,0.04371586538416345,0.1875,0.7487372380440623,0.35117325,1.1308378
Trip12,-3.5478246,-2.0889342,0.00038842672416768587,0.04371586538416345,0.1875,0.784273687981372,0.41960856,1.1687781
Psmd1,-3.5487242,-3.6861,0.00038710250222315034,0.04371586538416345,0.0625,0.5780404800286584,0.05362324,0.53593653
Usp45,-3.5491893,-5.04051,0.0003864192164548208,0.04371586538416345,0.0625,0.5425756761597708,0.018272873,0.4743142
Mdn1,-3.5506315,-5.0241957,0.00038430818671236235,0.04371586538416345,0.0625,0.5426114991939818,0.018272873,0.47005764
Nup93,-3.5564775,-4.354187,0.0003758604886320717,0.04315970653651182,0.0625,0.5500985133440802,0.032394335,0.5148484
Lims1,-3.558261,-4.064704,0.00037331835759214603,0.04305177797639899,0.0625,0.5654307719863872,0.04390582,0.5602343
Uri1,-3.5584626,-3.4108098,0.00037303199961863213,0.04305177797639899,0.0625,0.5914382948235716,0.069440894,0.5680277
Clasp1,-3.5593464,-2.4760587,0.000371778852312871,0.04305177797639899,0.125,0.6694608633351244,0.18458112,0.75511634
Eea1,-3.562789,-5.0830545,0.0003669355895207079,0.04286764908878878,0.0625,0.5448325273150636,0.018272873,0.48555467
Tet2,-3.5646498,-5.0715933,0.00036434223439936936,0.042750549512275346,0.0625,0.5448683503492746,0.018272873,0.48250613
Bmt2,-3.566061,-5.073301,0.00036238704334311337,0.04270763094135726,0.0625,0.5449399964176965,0.018272873,0.4829587
Fry,-3.5679064,-2.3296297,0.00035984505651393597,0.04259487519175974,0.25,0.8048002865842737,0.502975,1.4552743
Macrod2,-3.5686662,-1.8567007,0.00035880321042555566,0.04259487519175974,0.5625,0.8881963102274762,1.4451058,2.5449696
Mir100hg,-3.570093,-2.5948243,0.0003568547070339783,0.04259487519175974,0.1875,0.7304674905964536,0.3462517,1.2526423
Rbm25,-3.5758305,-2.1597888,0.0003491178253842736,0.04187855342890817,0.1875,0.7835930503313631,0.3730685,1.1054504
Atp2c1,-3.576823,-2.1714153,0.00034779557607049504,0.04187855342890817,0.125,0.7192548808884113,0.29619506,0.93722683
Klhl2,-3.5782652,-2.4343507,0.0003458825295112332,0.04186425030615692,0.125,0.6871932652695684,0.23618126,0.891988
Rfx7,-3.583181,-2.1643143,0.00033943541751767193,0.041269817505429164,0.1875,0.7087229088303779,0.27617908,0.88617235
Mbnl2,-3.584468,-2.2586198,0.0003377660415481907,0.04125351607454492,0.25,0.8104603259896114,0.47157702,1.3566729
Akap10,-3.5871506,-5.0667744,0.00033431116034468464,0.04101799487882044,0.0625,0.5481998925308974,0.018272873,0.48122802
Pbx1,-3.5880346,-2.4699452,0.00033318010814421394,0.04101799487882044,0.25,0.8138276912054451,0.55885994,1.6385742
Hook3,-3.5884688,-2.6409073,0.00033262581596282267,0.04101799487882044,0.125,0.6784882679562959,0.16678178,0.7570783
Ptbp2,-3.5922835,-2.06488,0.00032779292219927054,0.04077683249765925,0.1875,0.724664159054272,0.30753574,0.9188979
Tlk2,-3.5946872,-3.3973894,0.0003247816377702417,0.04059015165993672,0.0625,0.5985312555973491,0.069440894,0.564007
Yme1l1,-3.5971217,-3.4575415,0.00032175790671523527,0.040400163333824166,0.0625,0.5967042808525882,0.06596764,0.55912036
Btbd10,-3.6041,-3.3657525,0.0003132365142871763,0.03951485980702548,0.0625,0.6022210281210818,0.07606455,0.5959193
Baz2b,-3.6045651,-2.2505813,0.000312676000786637,0.03951485980702548,0.1875,0.7575855274941787,0.32006,1.0278494
Ccdc85a,-3.6052785,-2.5197756,0.0003118183702550815,0.03951485980702548,0.1875,0.6939638187354469,0.3020526,1.1060237
Rab28,-3.610861,-3.4236147,0.0003051821467277513,0.03904878229797465,0.0625,0.600071646068422,0.069440894,0.5718836
Agap1,-3.613699,-2.5326009,0.00030185965796638333,0.03880846416055847,0.125,0.7084005015224789,0.23192173,0.9204043
Orc4,-3.6157923,-3.5483615,0.0002994303866823611,0.03868122351036078,0.0625,0.5933369156367544,0.06203113,0.5588772
Zfp280d,-3.6176841,-2.3695595,0.00029725080659573106,0.038585165088054554,0.1875,0.739638187354469,0.27603516,0.97184867
Rab11fip3,-3.621809,-3.2860136,0.0002925500229133062,0.03815931609553659,0.0625,0.6096722192369693,0.08205302,0.6065579
Pnisr,-3.625081,-2.4059203,0.0002888708292410001,0.03786321552051547,0.1875,0.738742611499194,0.26913565,0.96953857
Tnrc6c,-3.626849,-2.561579,0.00028690109980511984,0.03778937525374299,0.1875,0.7836288733655741,0.37664235,1.3083767
Cblb,-3.6278102,-4.1378703,0.00028583513319895557,0.03778937525374299,0.0625,0.5719863872469998,0.04390582,0.582303
Emsy,-3.6375022,-3.2817616,0.00027529478396259627,0.036619657648885945,0.0625,0.6119648934264732,0.08205302,0.6052182
Lrch3,-3.6375797,-3.6143765,0.0002752119491860563,0.036619657648885945,0.0625,0.5963818735446892,0.06203113,0.57872653
Wnk2,-3.6408982,-3.8225815,0.00027168843679901966,0.03650134148394829,0.0625,0.5808346766971162,0.05362324,0.57627684
Limch1,-3.6427126,-2.4200914,0.00026977995285441076,0.03642707202612069,0.1875,0.7321153501701594,0.31407523,1.0901994
Zfp609,-3.6462948,-2.8766549,0.0002660487608767796,0.036104698003833674,0.125,0.6584273687981372,0.13540854,0.72512025
Ttll5,-3.6472096,-3.6846006,0.0002651035582579183,0.036104698003833674,0.0625,0.5949489521762493,0.06203113,0.600405
Ogt,-3.6483417,-2.243307,0.00026393842740550413,0.036104698003833674,0.1875,0.7744581766075587,0.3661778,1.129396
Kalrn,-3.6525908,-2.1327622,0.0002596078850829882,0.03577263524194817,0.4375,0.8472505821243059,1.099766,2.2809775
E130307A14Rik,-3.6546066,-2.7480059,0.00025757663341523257,0.03567569144261494,0.125,0.6785599140247179,0.16678178,0.7971774
Myt1l,-3.6612592,-2.363998,0.00025097873984870347,0.03494196238204488,0.3125,0.8039047107289987,0.65041965,1.7434956
Camkmt,-3.67275,-3.0375803,0.00023995429428600213,0.03358110358054624,0.0625,0.6268672756582483,0.11817152,0.70802516
Cpeb4,-3.6758978,-2.463027,0.00023701435104264988,0.033343327814219906,0.1875,0.7298584990148665,0.26020372,0.9702656
Nbea,-3.676239,-2.3650026,0.00023669777440079356,0.033343327814219906,0.4375,0.907540748701415,1.187802,2.5451264
Arih1,-3.6770453,-2.4267788,0.00023595107883940642,0.033343327814219906,0.1875,0.754074870141501,0.2857109,1.0217977
Lrp6,-3.6780224,-3.7558594,0.00023504938953130248,0.033343327814219906,0.0625,0.5939100841841304,0.05362324,0.5562825
Ntrk3,-3.678441,-2.6468287,0.00023466394193514357,0.033343327814219906,0.25,0.7786494716102453,0.5109184,1.6440732
Rock1,-3.6794646,-2.596572,0.0002337242322171988,0.033343327814219906,0.125,0.7124843274225326,0.20568907,0.86764514
Svop,-3.6815734,-5.224833,0.00023179898498554028,0.033343327814219906,0.0625,0.5598782016836826,0.018272873,0.5245065
Tnrc6a,-3.684675,-2.5813305,0.00022899475854142813,0.033343327814219906,0.125,0.706394411606663,0.20018476,0.84433365
Nlk,-3.6878848,-2.3551118,0.0002261259358949745,0.03320220709015281,0.1875,0.7566541286046928,0.3579139,1.1637067
Scaper,-3.6889858,-2.4932127,0.00022514973806780352,0.03320220709015281,0.125,0.7180368977252374,0.23870552,0.92344695
Fam222b,-3.698011,-4.4138703,0.00021729548488979176,0.03225817502203704,0.0625,0.5713057495969909,0.032394335,0.5317041
Prpf40a,-3.7015467,-3.0439723,0.0002142892819923892,0.031988627817419436,0.125,0.6443130933190041,0.10987346,0.67184836
A330023F24Rik,-3.7037022,-2.83392,0.00021247576151313817,0.03189510453551968,0.125,0.7180010746910264,0.22370172,1.0251448
Dennd5a,-3.708044,-4.4505796,0.00020886629837151601,0.031529423804733905,0.0625,0.5754970445996775,0.032394335,0.54227346
Mllt3,-3.7101996,-2.600075,0.00020709592378975657,0.03143879927813988,0.1875,0.7333333333333333,0.3019439,1.1433246
Fam120a,-3.7108665,-3.7817764,0.00020655111479243762,0.03143879927813988,0.0625,0.5971699802973311,0.05362324,0.56398594
Armc8,-3.712045,-3.9972887,0.00020559148750861383,0.03143879927813988,0.0625,0.5862081318287659,0.04390582,0.54045963
Galnt18,-3.713239,-3.30567,0.0002046235055159497,0.03143879927813988,0.125,0.6535196131112305,0.15197878,0.9643029
Nr3c2,-3.7184649,-2.6011097,0.000200437165270838,0.031131483415187386,0.25,0.7753179294286227,0.51388794,1.6245341
Zfp608,-3.7195659,-2.9992177,0.0001995655001739363,0.031131483415187386,0.125,0.6602543435428981,0.15096413,0.8341848
St7,-3.7215197,-2.6610947,0.0001980273636171632,0.03111693134732851,0.125,0.6819989253089737,0.19573703,0.86185247
Mmp16,-3.7257688,-2.781966,0.00019472089178541066,0.03077735507219991,0.1875,0.7890739745656458,0.45109427,1.5934291
Pcmt1,-3.7270403,-4.423641,0.000193741494601244,0.03077735507219991,0.0625,0.5765000895575856,0.032394335,0.5345019
Cwc27,-3.7283895,-3.8679457,0.0001927074403815357,0.03077735507219991,0.0625,0.5958803510657352,0.05362324,0.5901719
Mkln1,-3.7284515,-2.4285073,0.00019266002259831795,0.03077735507219991,0.1875,0.7210818556331722,0.23242344,0.87903506
Abcc5,-3.7295835,-2.6180644,0.00019179657175787194,0.03077735507219991,0.125,0.6811749955221207,0.17617323,0.7805605
Dync1i1,-3.729661,-2.6659946,0.00019173756456537417,0.03077735507219991,0.1875,0.7185025971699803,0.30427772,1.1808544
Cert1,-3.730917,-4.045454,0.0001907840217992032,0.03077735507219991,0.0625,0.5897187891814437,0.04390582,0.55453503
Sbf2,-3.7312427,-2.4793658,0.00019053753552516274,0.03077735507219991,0.1875,0.7859573705892889,0.36223748,1.2338309
Ehmt1,-3.7333052,-2.7482166,0.00018898339269990148,0.03077735507219991,0.125,0.692244313093319,0.1674895,0.79979074
Apbb2,-3.7347164,-2.4903965,0.00018792690532349812,0.03077735507219991,0.125,0.6819989253089737,0.20918836,0.8361618
Atxn1,-3.7381124,-2.7066522,0.0001854070814086811,0.03077735507219991,0.1875,0.7904710728998746,0.4429939,1.5343854
Mboat2,-3.7418497,-3.4386592,0.00018267084672672962,0.03077735507219991,0.0625,0.6238223177503135,0.08205302,0.65606976
Bin1,-3.745075,-3.4519167,0.00018033985042254937,0.030669188486417098,0.0625,0.6239656098871574,0.08205302,0.66050184
Tial1,-3.746207,-4.404838,0.00017952841157028903,0.030669188486417098,0.0625,0.5789360558839334,0.032394335,0.5291254
Tut4,-3.7479439,-2.746383,0.00017829013528155774,0.030669188486417098,0.125,0.6943220490775569,0.17153761,0.8134565
Trank1,-3.7480369,-3.6067278,0.00017822402621676562,0.030669188486417098,0.125,0.6200250761239477,0.08424051,0.7278963
Stim2,-3.755139,-4.7062373,0.00017324518408794477,0.03022790971716283,0.0625,0.5772165502418055,0.032394335,0.6203024
Zfp950,-3.7618227,-3.1216855,0.00016867958333467142,0.02962366277256615,0.125,0.6445280315242701,0.10987346,0.6985611
Phf14,-3.765343,-2.2542841,0.00016632070500610248,0.029401561470486667,0.25,0.7945190757657173,0.41463578,1.2387816
Tom1l2,-3.7680721,-2.539556,0.00016451319065745453,0.02927463200639605,0.1875,0.7151710549883575,0.22091195,0.890901
Gm1976,-3.769018,-5.3500853,0.00016389104714116523,0.02927463200639605,0.0625,0.5719147411785779,0.018272873,0.5608554
Zfp292,-3.7781672,-2.261103,0.0001579867809686724,0.028490636272672665,0.125,0.6946086333512449,0.22575045,0.7948184
Magi2,-3.780912,-2.174172,0.00015625491190303565,0.028368712721855188,0.5625,0.923625291062153,1.6236067,2.9639862
Stag2,-3.7833622,-4.1177597,0.00015472405879730957,0.028281873876759917,0.0625,0.5977073258104961,0.04390582,0.57617503
Immp2l,-3.7851765,-3.0596673,0.00015359956169301066,0.028268631662268468,0.125,0.6706788464982985,0.1674895,0.9243552
Ahcyl1,-3.7868977,-4.0789332,0.00015253984609305075,0.028267211479450164,0.0625,0.5971341572631201,0.04390582,0.5644793
Dnaaf9,-3.7896116,-2.578452,0.00015088309131596248,0.028154365719860498,0.1875,0.8019344438473939,0.37964854,1.323929
Dennd5b,-3.79538,-2.9283578,0.000147417416524117,0.02770004183218898,0.125,0.6686369335482716,0.14082286,0.76600564
Jmjd1c,-3.79614,-2.6392937,0.00014696654344427412,0.02770004183218898,0.1875,0.7986029016657711,0.3362357,1.2499113
Dlg2,-3.798466,-1.5902016,0.0001455943775797186,0.02770004183218898,0.75,0.9555794375783628,2.6663795,3.7210927
Rbm33,-3.807088,-4.451453,0.00014061273022565512,0.026987600436881094,0.0625,0.586172308794555,0.032394335,0.5425274
Erc1,-3.807491,-2.7295485,0.00014038375081779235,0.026987600436881094,0.125,0.7004836109618485,0.20314679,0.9138807
Sidt1,-3.8077238,-4.397879,0.00014025180711889747,0.026987600436881094,0.0625,0.5887157442235358,0.04390582,0.6658801
Rapgef2,-3.808189,-2.5623946,0.00013998827005789775,0.026987600436881094,0.1875,0.7670786315600931,0.34534347,1.2344332
Rsrp1,-3.8092124,-3.5452461,0.0001394101294302998,0.026987600436881094,0.0625,0.6292674189503851,0.07606455,0.65369827
Unc79,-3.8123138,-2.5254836,0.00013767189143982584,0.026987600436881094,0.1875,0.7409278165860649,0.3892724,1.3191164
Scg5,-3.8130736,-3.6049728,0.00013724914777089157,0.026987600436881094,0.0625,0.6299480566003941,0.07606455,0.6737794
Vmp1,-3.8145778,-4.2350426,0.00013641589173460088,0.026987600436881094,0.0625,0.600394053376321,0.04390582,0.6125934
Erc2,-3.8208117,-2.447651,0.0001330131407079275,0.026987600436881094,0.375,0.8476446355006269,0.97498083,2.3033125
Chsy3,-3.82351,-3.0363462,0.0001315652473967632,0.02698594043932082,0.125,0.7044599677592692,0.2668809,1.2554785
Zfp207,-3.8395598,-2.348828,0.00012325507237537437,0.025475875344048535,0.125,0.6908472147590901,0.21237133,0.79086256
Ccnt2,-3.8401957,-3.8749375,0.00012293629145805802,0.025475875344048535,0.0625,0.6135411069317571,0.05362324,0.59233737
Rlf,-3.8435762,-4.4830422,0.00012125432271260504,0.025475875344048535,0.0625,0.5905785420025076,0.032394335,0.55175513
Fat3,-3.8443825,-2.7899156,0.00012085633636132845,0.025475875344048535,0.1875,0.738921726670249,0.34042352,1.3362299
Nbeal1,-3.8456078,-4.004234,0.00012025405938774314,0.025475875344048535,0.0625,0.6107469102632993,0.05362324,0.6333885
Kcnt2,-3.847174,-3.2196891,0.00011948818096568733,0.025475875344048535,0.1875,0.6877306107827333,0.20679049,1.1442488
Thada,-3.8547878,-5.30152,0.00011583002970324726,0.02530368209858743,0.0625,0.583736342468207,0.018272873,0.54654384
Setd5,-3.85623,-2.5863757,0.00011514914801690652,0.02530368209858743,0.1875,0.7758910979759985,0.28970912,1.104666
Klf12,-3.856866,-2.927229,0.00011485017484606337,0.02530368209858743,0.125,0.7173204370410173,0.22832464,1.0821456
Miat,-3.8669455,-4.1421485,0.00011020708098589332,0.024677202217424615,0.0625,0.6033673652158338,0.05362324,0.6793819
Pi4ka,-3.8687441,-2.9518986,0.00010939731713867786,0.024677202217424615,0.125,0.7222998387963461,0.19453417,0.9789357
Dcaf5,-3.8690853,-29.276518,0.0001092443758709041,0.024677202217424615,0.0,0.5586243954862977,0.0,0.5009548
Scmh1,-3.870264,-2.9175858,0.0001087175840056623,0.024677202217424615,0.125,0.7020598244671323,0.16316092,0.8497624
Pard3,-3.873784,-4.2264104,0.00010715837374238291,0.024677202217424615,0.0625,0.6109976715027763,0.05362324,0.70861
Xkr4,-3.87504,-2.7345614,0.00010660712951577147,0.024677202217424615,0.3125,0.8622246104245029,0.8274065,2.2584457
Dmd,-3.875521,-2.3278408,0.00010639686837024647,0.024677202217424615,0.4375,0.8751925488088841,1.0129938,2.2829065
Ahi1,-3.8829644,-2.5509222,0.00010319073947251137,0.024537479377224607,0.1875,0.7596632634784166,0.3787551,1.3078951
Babam2,-3.8843598,-3.5489643,0.00010259983306750551,0.024537479377224607,0.0625,0.6425935876768762,0.08205302,0.6935858
Cpeb2,-3.8877094,-4.706641,0.00010119466150695496,0.024496401393620536,0.0625,0.5964535196131112,0.032394335,0.6204312
Exoc6b,-3.889989,-2.8498316,0.00010024877369933758,0.024488041357283642,0.1875,0.8201683682607916,0.3897968,1.4898559
Dgki,-3.8947961,-3.013757,9.828133402577121e-05,0.024227701332774975,0.1875,0.7796166935339424,0.37863392,1.5512979
Mast2,-3.8951993,-3.5682983,9.811799054988828e-05,0.024227701332774975,0.0625,0.645925129858499,0.087517545,0.73473746
Nfib,-3.901092,-2.943525,9.575971915546036e-05,0.024047323866422617,0.1875,0.8187712699265628,0.46250892,1.709072
Bmerb1,-3.902286,-4.6310105,9.528842625082263e-05,0.024047323866422617,0.0625,0.5965968117499553,0.032394335,0.5965391
Akt3,-3.9134202,-2.5757968,9.099797371503094e-05,0.023286814797360774,0.3125,0.8413039584452803,0.63063467,1.8308853
Snca,-3.9141645,-3.1625736,9.071775279152938e-05,0.023286814797360774,0.125,0.6849722371484864,0.15937202,0.934944
Otud7a,-3.9167233,-2.8710742,8.976069734555169e-05,0.023286814797360774,0.1875,0.769980297331184,0.3784384,1.473717
Arglu1,-3.9321682,-3.2256503,8.418308827696156e-05,0.02231423878893635,0.125,0.6685652874798496,0.10987346,0.7354367
Dclk2,-3.9330988,-29.437374,8.38577699213016e-05,0.02231423878893635,0.0,0.567866738312735,0.0,0.54638445
Hmbox1,-3.9347115,-4.2309217,8.32966974021027e-05,0.02231423878893635,0.0625,0.6118216012896293,0.04390582,0.6112874
Mprip,-3.9429767,-3.588368,8.04764535656722e-05,0.02206532966642461,0.0625,0.6532330288375425,0.08205302,0.7073386
Fbxl20,-3.943163,-4.0094247,8.041400961849424e-05,0.02206532966642461,0.0625,0.6243238402292675,0.05362324,0.63507944
Zdhhc14,-3.9461868,-3.1822248,7.940569261580445e-05,0.02206532966642461,0.125,0.6869783270643024,0.15348518,0.9186057
Elavl3,-3.9483268,-2.524621,7.869934956551263e-05,0.02206532966642461,0.125,0.7357692996596812,0.27092478,1.0262524
Garem1,-3.9515986,-4.866603,7.763083542709404e-05,0.02206532966642461,0.0625,0.6016478595737059,0.032394335,0.6732222
Map4k5,-3.9545915,-4.0057697,7.666549829802461e-05,0.02206532966642461,0.0625,0.6277270284793122,0.05362324,0.6338896
Dleu2,-3.9558012,-3.5434701,7.627859183531031e-05,0.02206532966642461,0.0625,0.6565287479849543,0.101521865,0.80910575
Gigyf2,-3.957786,-3.0470705,7.56476666603695e-05,0.02206532966642461,0.125,0.7025255239118753,0.14802065,0.8409714
Itfg1,-3.9597554,-3.8932364,7.502655000960235e-05,0.02206532966642461,0.0625,0.6370768404083826,0.06203113,0.6682862
Peli1,-3.961182,-4.3088937,7.457962280583553e-05,0.02206532966642461,0.0625,0.6167293569765359,0.04390582,0.6363665
Clip1,-3.9747043,-3.706015,7.046674813953598e-05,0.021516380937606047,0.0625,0.6515493462296257,0.07606455,0.70872325
Itsn2,-3.9775267,-3.2907412,6.963583360582863e-05,0.0215070672297542,0.125,0.6719684757298944,0.10987346,0.75918525
Dtna,-3.981233,-2.609317,6.855875998166338e-05,0.021420626519852267,0.1875,0.754074870141501,0.3070218,1.1609385
Rap1gds1,-3.99032,-3.1513495,6.59842185410691e-05,0.020858775908217962,0.125,0.7001612036539495,0.14802065,0.882716
Kat6b,-3.9904904,-2.6609147,6.593677736059527e-05,0.020858775908217962,0.125,0.708328855454057,0.20693684,0.89771736
Cep350,-3.9921653,-4.2369285,6.547270241745646e-05,0.020858775908217962,0.0625,0.6211714132186996,0.04390582,0.61319435
Ccdc88a,-3.9975462,-2.8314707,6.400248023559108e-05,0.020858775908217962,0.1875,0.8180906322765539,0.3500535,1.3821526
Dpyd,-4.0042143,-3.8823156,6.222393007487526e-05,0.020641444458171582,0.125,0.6515493462296257,0.11959088,1.0554732
Dtnb,-4.0042763,-2.9183307,6.220760721855132e-05,0.020641444458171582,0.1875,0.7277449399964177,0.22091195,1.0539179
Tnpo3,-4.0048037,-29.377512,6.206902651474354e-05,0.020641444458171582,0.0,0.5782195951997134,0.0,0.52912754
St6galnac3,-4.0138907,-2.9416707,5.9725993287059755e-05,0.02057483896952943,0.125,0.7038867992118932,0.2279139,1.0874436
Mtf2,-4.018202,-4.3115172,5.864397706328619e-05,0.020464463164811687,0.0625,0.6211355901844886,0.04390582,0.6372241
Tbc1d5,-4.019287,-2.7731402,5.837446727037511e-05,0.020464463164811687,0.125,0.7801898620813182,0.28463238,1.1789308
Csmd1,-4.021458,-1.4774992,5.7838962761319816e-05,0.020464463164811687,0.8125,0.9437936593229447,2.6097033,3.5855362
Sfpq,-4.027537,-2.5233023,5.6364193178623994e-05,0.020464463164811687,0.125,0.7642844348916353,0.2887805,1.0732082
Stxbp5l,-4.036314,-2.7572515,5.429752362096676e-05,0.019985951502676395,0.25,0.7956654128604693,0.51355565,1.7116659
Trim44,-4.042067,-3.9304829,5.298204590003033e-05,0.019772605185191874,0.0625,0.6476088124664159,0.06203113,0.6809527
Gm4258,-4.046456,-2.9302385,5.1998960179926093e-05,0.01967904309907907,0.125,0.7243059287121619,0.23049664,1.0905491
Setbp1,-4.048704,-2.8880627,5.1501981260935964e-05,0.01967904309907907,0.1875,0.7784703564391904,0.35523504,1.4248934
Spred1,-4.055667,-4.160303,4.999145637380522e-05,0.019467687431364438,0.0625,0.6382590005373455,0.05362324,0.6856092
Grin1,-4.0579467,-3.2339864,4.9506112300354756e-05,0.019467687431364438,0.125,0.7063227655382411,0.1753394,1.030753
Apba2,-4.065452,-2.9296963,4.793948001661007e-05,0.019225878030541977,0.125,0.7196489342647322,0.20918836,1.0198866
Dym,-4.076338,-4.3861203,4.5750523886815155e-05,0.018626008739980656,0.0625,0.6271538599319363,0.04390582,0.6619259
Epc1,-4.083704,-4.3263907,4.4323526789336717e-05,0.018322664074299656,0.0625,0.6333154218162278,0.04390582,0.64209723
Prkag2,-4.0877976,-3.6609817,4.3548774741555974e-05,0.018283680895400143,0.125,0.6643381694429518,0.10987346,0.9038306
Ap3b1,-4.0901394,-4.752275,4.311143321846547e-05,0.018283680895400143,0.0625,0.6231058570660934,0.032394335,0.6351791
