names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_MGE-derived (for_DEGs),mean_expr_Rest (for_DEGs)
Maf,24.543482,2.174451,5.076845801835644e-133,7.179728773438092e-130,0.8451492537313433,0.21626045834849036,0.82434565,0.24969949
Col19a1,24.288137,2.6945395,2.616413826817782e-130,3.51515197632969e-127,0.8078358208955224,0.26216806111313207,1.0986922,0.2692554
Etl4,24.148973,2.110122,7.654206456877948e-129,9.793739404586212e-126,0.9944029850746269,0.7061840669334304,2.7963662,1.5181134
Meg3,24.145061,1.6608583,8.414168977259097e-129,1.027676001904327e-125,1.0,0.9115314659876319,4.3493156,3.2256315
Abtb3,23.75802,2.8922372,9.078501245829642e-125,1.0606057759801847e-121,0.7294776119402985,0.14547108039287013,0.7135848,0.1312534
Utrn,23.74201,2.0755475,1.3287404367380213e-124,1.487635647297943e-121,0.8973880597014925,0.36489632593670424,1.1413255,0.40915847
Gm13629,23.62746,2.6487195,2.0128056278322475e-123,2.1633634887940995e-120,0.7406716417910447,0.1653692251727901,0.5953542,0.12199604
Vwc2,23.480011,2.6157153,6.528557820431057e-122,6.747013409037788e-119,0.7369402985074627,0.14961804292469988,0.6397555,0.13644029
Fgf12,23.401083,1.403334,4.166512497134295e-121,4.146451511036982e-118,1.0,0.851473263004729,3.0569775,2.1587813
Sox6,23.352776,2.3140974,1.2915341997775943e-120,1.2394115695722842e-117,0.8656716417910447,0.2980720261913423,1.3519408,0.45495477
Galntl6,23.31288,2.2224257,3.281849670181352e-120,3.0408034702680315e-117,0.996268656716418,0.809094216078574,3.3713524,1.9494962
Gria4,22.932798,1.7161318,2.1880583063971967e-116,1.9597708897630892e-113,1.0,0.7870498363041106,2.7197468,1.6704865
Slc6a1,22.860508,1.6494913,1.1488610754161445e-115,9.958031321429615e-113,0.8955223880597015,0.30149145143688616,0.74578136,0.30247664
Spock3,22.607975,1.8351433,3.617646258797987e-113,3.037692342934435e-110,0.9906716417910447,0.5628592215351037,1.7103705,0.81972915
Gm56750,22.602198,2.3774827,4.123261082272184e-113,3.3573340994137454e-110,0.7332089552238806,0.16671516915241907,0.61468744,0.1513475
Astn2,22.578321,1.8857358,7.078727731203528e-113,5.594276886395259e-110,0.9832089552238806,0.6271007639141506,2.0265942,1.0234591
Frmd5,22.479834,1.6345099,6.538486149102834e-112,5.019689223611233e-109,0.9981343283582089,0.7337213532193525,2.2863204,1.3472323
Osbpl3,22.4591,1.8723598,1.0427665159042368e-111,7.783093411763011e-109,0.8544776119402985,0.3412877409967261,0.7987652,0.28816497
Gad1,22.424835,1.8317255,2.2532461932785028e-111,1.6357131263987409e-108,0.8246268656716418,0.25427428155692977,0.6756149,0.2399329
Cntnap4,22.423666,2.245601,2.3132526536342448e-111,1.6357131263987409e-108,0.8488805970149254,0.3413241178610404,1.2555329,0.42475393
Myo16,22.216232,1.7178992,2.3932361411988744e-109,1.648878336256763e-106,0.9291044776119403,0.4757366315023645,1.1576195,0.50887203
Cacna2d2,22.14121,2.4856164,1.267874865505496e-108,8.5169494090331685e-106,0.6902985074626866,0.13801382320843944,0.46355683,0.100110605
Ank1,21.969006,1.8980768,5.700206168188622e-107,3.735720481444592e-104,0.8041044776119403,0.2712259003273918,0.56270576,0.18455127
Cit,21.884356,1.7159557,3.6614684152399385e-106,2.342468007559456e-103,0.9253731343283582,0.4243724990905784,1.02219,0.43282792
9630014M24Rik,21.824924,1.7634367,1.3455794888869518e-105,8.40830717823079e-103,0.8526119402985075,0.3242269916333212,0.7233164,0.27200177
5330434G04Rik,21.756573,1.4585842,5.985810218087668e-105,3.655425467273083e-102,0.996268656716418,0.637722808293925,1.532688,0.8419974
Ptchd4,21.379978,1.76722,2.0522248987974536e-101,1.225406289570835e-98,0.9291044776119403,0.4595125500181884,1.300026,0.5789697
Rcan2,21.321747,1.5754707,7.134409836268808e-101,4.167425919577019e-98,0.8899253731343284,0.3563113859585304,0.77040464,0.32889724
Klf12,21.230501,1.4295446,4.992665091776564e-100,2.8543172556603467e-97,0.9944029850746269,0.7099672608221171,1.8125865,1.0657843
Cntnap2,21.21585,1.5325011,6.818288435304681e-100,3.816821047013266e-97,1.0,0.9124408875954892,3.7840388,2.7639084
Unc5d,21.016754,1.9345908,4.609032834189969e-98,2.5274431072384587e-95,0.9682835820895522,0.6311749727173518,2.259553,1.1768632
Dlgap1,20.986502,1.0729221,8.712750997731411e-98,4.6822323861808604e-95,1.0,0.9168788650418334,3.6361892,2.9211733
Cntnap5c,20.935003,1.8183297,2.5704907395832905e-97,1.3542958073059415e-94,0.9440298507462687,0.49865405602037105,1.5806353,0.73905087
Gabrg3,20.809858,1.7909089,3.5238109899014768e-96,1.8208615634356283e-93,0.9589552238805971,0.6466715169152419,2.1654732,1.1726804
Esrrg,20.741928,1.5771166,1.449984669648222e-95,7.351148693103345e-93,0.9309701492537313,0.5174608948708621,1.1936487,0.57128644
Spats2l,20.714588,1.6112155,2.558798578804677e-95,1.2732392187496605e-92,0.8582089552238806,0.37275372862859224,0.7417658,0.30743858
A530058N18Rik,20.493614,2.5544066,2.4547493821814445e-93,1.1992566527130075e-90,0.621268656716418,0.09829028737722809,0.32180387,0.06262111
Peg3,20.351717,1.2898581,4.4829868582667065e-92,2.1510331586004712e-89,0.9682835820895522,0.6283375773008366,1.2856557,0.7277174
Epb41l3,20.30437,1.3136863,1.1763971554124236e-91,5.545577467707337e-89,0.9738805970149254,0.6177519097853765,1.2917328,0.723521
Satb1,20.24766,1.6041374,3.7251885383286506e-91,1.725789931463635e-88,0.8899253731343284,0.4563113859585304,1.0494316,0.47654825
Gria1,20.21091,1.4648671,7.848733679208418e-91,3.5744995586496644e-88,0.9981343283582089,0.8458712259003274,3.1815917,2.2367656
Sox2ot,20.113598,1.8585186,5.610361873938855e-90,2.512507059212284e-87,0.9384328358208955,0.45667515460167335,1.6696615,0.7832719
Klhl32,20.025936,1.4441717,3.2730187128639224e-89,1.4417379149943213e-86,0.9197761194029851,0.5084394325209167,0.9969365,0.48760998
Snhg11,19.98958,1.4346557,6.78648632844725e-89,2.9411756071835098e-86,1.0,0.8240451073117497,3.097603,2.177268
Tox3,19.945105,1.6433115,1.6530229715079026e-88,7.05027416578053e-86,0.8097014925373134,0.3099672608221171,0.7016393,0.28185114
Usp29,19.878103,1.3943169,6.296956624935756e-88,2.643737883000371e-85,0.9645522388059702,0.5504547108039287,1.1841626,0.62207335
Mirg,19.85907,1.3641557,9.199954089174246e-88,3.8031194827094155e-85,0.9309701492537313,0.4949799927246271,0.8994999,0.4488572
C130073E24Rik,19.699324,2.01284,2.1852117440773712e-86,8.896460539902873e-84,0.7966417910447762,0.3342306293197526,1.0811458,0.3938639
Ccdc136,19.631424,1.5295081,8.334576092854501e-86,3.342538203208962e-83,0.7854477611940298,0.3008730447435431,0.50664043,0.20580956
Afap1,19.515625,1.7879431,8.087507336721129e-85,3.1957547373190697e-82,0.7089552238805971,0.2242633684976355,0.46517652,0.15830138
Mkx,19.507433,1.7473813,9.493010320996054e-85,3.696770830799478e-82,0.7555970149253731,0.26966169516187705,0.6085338,0.2227536
Rian,19.476503,1.3095756,1.737511902486241e-84,6.669563545686471e-82,0.996268656716418,0.7559839941797017,2.3306792,1.5572835
Kcnc1,19.329247,1.4488443,3.0483842173943422e-83,1.1536631538223377e-80,0.8339552238805971,0.38839578028373956,0.68891037,0.30984747
Snhg14,19.27801,1.1681063,8.217895119684047e-83,3.0668728036931993e-80,0.9981343283582089,0.8120771189523464,2.7113605,1.9813082
Rasgrf2,19.268923,1.4552034,9.795245598490853e-83,3.605455468923962e-80,0.9235074626865671,0.4830847580938523,1.1152248,0.55832
Iqsec1,19.21523,1.2116135,2.7600337704461814e-82,1.0021906407012012e-79,0.9906716417910447,0.6859585303746817,1.4653546,0.890954
Cux2,19.198048,1.4752225,3.8425956194426696e-82,1.3766739239256603e-79,0.8190298507462687,0.299017824663514,0.6373853,0.27813405
Rab3b,19.19031,2.118044,4.459675626039696e-82,1.576730053574824e-79,0.6399253731343284,0.1596944343397599,0.3962038,0.10615488
Ankrd55,19.185106,2.3240597,4.9293621067732965e-82,1.7201553221947855e-79,0.6082089552238806,0.12044379774463441,0.3304356,0.0752923
A230057D06Rik,18.99499,1.2202165,1.876250342036663e-80,6.463441883400658e-78,0.9981343283582089,0.7831938886867952,2.2694175,1.5524274
Kazn,18.979029,1.3456154,2.5425577459220918e-80,8.647914763661594e-78,0.957089552238806,0.5658785012731903,1.2348611,0.6725754
Dlgap2,18.75997,1.2726421,1.6049040496940321e-78,5.39047147690983e-76,1.0,0.8082939250636595,2.918607,2.1101794
Gpr176,18.641834,1.6427295,1.471112124057118e-77,4.88009663869318e-75,0.7481343283582089,0.30210985813022917,0.5561018,0.21367642
B830012L14Rik,18.639421,1.2939763,1.5389702577008997e-77,5.042942783466241e-75,0.9738805970149254,0.6055656602400873,1.3517722,0.77386034
Tmem44,18.626087,1.6819376,1.9744010035572765e-77,6.391825899467955e-75,0.7294776119402985,0.2767188068388505,0.5821754,0.22009236
Vstm2a,18.440594,1.2816054,6.205615399623885e-76,1.9850581641415928e-73,0.8880597014925373,0.44805383775918517,0.8106594,0.41470355
A330076H08Rik,18.38687,1.2171638,1.673714092429614e-75,5.2909056074804387e-73,0.9701492537313433,0.6500909421607858,1.3761775,0.8211267
Adra1a,18.211386,1.8521224,4.192062614467305e-74,1.3097758424504244e-71,0.6567164179104478,0.1906511458712259,0.47879422,0.15709248
Pam,18.144987,1.270942,1.4066826170570024e-73,4.3445473471634085e-71,0.9869402985074627,0.7240087304474354,1.8942114,1.2060263
Tox2,18.096653,1.6237295,3.386316658213319e-73,1.0339810068885442e-70,0.6772388059701493,0.2065842124408876,0.3745803,0.13753735
Gm16083,18.086699,1.7372231,4.056691204860568e-73,1.2247560974674547e-70,0.7145522388059702,0.277155329210622,0.53571945,0.19273788
E230016M11Rik,17.99737,1.5288147,2.0429355023078701e-72,6.099297438556941e-70,0.7369402985074627,0.2841033102946526,0.506639,0.20589803
Slc8a3,17.97266,1.267044,3.1904677697633746e-72,9.42064494214746e-70,0.8675373134328358,0.4125500181884322,0.71852577,0.36246726
Xkr6,17.943027,1.2297204,5.440827054104017e-72,1.5890763363453798e-69,0.9738805970149254,0.5763550381957075,1.1651046,0.6630733
Zfp536,17.920311,1.4128915,8.186786453642781e-72,2.3653650753696937e-69,0.9104477611940298,0.46787922881047656,1.2728162,0.675758
Thrb,17.899738,1.331446,1.1847610427571022e-71,3.386652044562057e-69,0.9757462686567164,0.6865769370680247,1.8020413,1.102435
Scn1a,17.896194,1.155823,1.262600343831092e-71,3.571165393551731e-69,0.9888059701492538,0.6767915605674791,1.5110102,0.9496791
Abat,17.80305,1.2412059,6.692439653456019e-71,1.873185973837117e-68,0.7854477611940298,0.3327391778828665,0.5217099,0.2544315
Plcb4,17.759226,1.2057728,1.4623651822906878e-70,4.050902314242349e-68,0.8115671641791045,0.3212804656238632,0.6065705,0.308679
St8sia4,17.725239,1.5323523,2.677733399410505e-70,7.341907800220435e-68,0.7145522388059702,0.27228082939250636,0.528622,0.21577354
Moxd1,17.693151,2.9067078,4.7351332994396706e-70,1.2851821389489287e-67,0.5242537313432836,0.0822117133503092,0.39561462,0.062706634
Osbpl9,17.617243,1.1053526,1.816473009340714e-69,4.8808629760984986e-67,0.9514925373134329,0.5848672244452529,0.99295145,0.58208424
Grin3a,17.615149,1.6607304,1.8849610101299573e-69,5.014742806157619e-67,0.789179104477612,0.39377955620225535,0.99013597,0.42854258
Dcx,17.602648,1.2018332,2.3507526596078673e-69,6.192619996437587e-67,0.9216417910447762,0.4740632957439069,0.8378431,0.45113027
Npas3,17.565428,1.5283478,4.5326154967905524e-69,1.1824405669782732e-66,0.960820895522388,0.5764277919243361,1.8081836,1.018059
Neto2,17.51397,1.2714806,1.1209641587225596e-68,2.8961833600841514e-66,0.8731343283582089,0.43895962168061115,0.8432526,0.43722913
Rnf144b,17.492744,1.9082701,1.6272759447313483e-68,4.1642766318982215e-66,0.6175373134328358,0.1861767915605675,0.41497204,0.12841374
Garnl3,17.422775,1.2576771,5.542224275079504e-68,1.4049015685979838e-65,0.9421641791044776,0.5115314659876319,1.0936196,0.604417
Ubash3b,17.412539,1.2340364,6.627834567158809e-68,1.6643917272855812e-65,0.8600746268656716,0.43222990178246634,0.8835614,0.47216886
Tmem132c,17.398687,2.8332353,8.44144855739006e-68,2.1002011364543604e-65,0.5186567164179104,0.08086576937068024,0.40696132,0.06810137
Gm5820,17.38109,1.9081116,1.1475067239544363e-67,2.828761988317037e-65,0.6100746268656716,0.17246271371407784,0.33861342,0.10199317
Dlx1as,17.33757,1.9290434,2.448730768181534e-67,5.9815814310034374e-65,0.5727611940298507,0.12386322299017824,0.3190868,0.09413216
Dner,17.291914,1.187307,5.41242628138012e-67,1.3101972448710253e-64,0.9365671641791045,0.5360494725354674,1.0789198,0.6165661
Efna5,17.194696,1.4060972,2.909789036916087e-66,6.98089566267279e-64,0.8488805970149254,0.4044743543106584,1.0189347,0.511606
Far2,17.188995,1.2119199,3.2104530697913754e-66,7.634059644716306e-64,0.8526119402985075,0.4142961076755184,0.6332916,0.32319304
Hcn1,17.168932,1.360006,4.536900687697174e-66,1.0693554515651145e-63,0.9944029850746269,0.7431065842124409,2.3299599,1.5291712
Gm26691,17.11254,1.2744042,1.1966756548183833e-65,2.7960586821713004e-63,0.8264925373134329,0.3906511458712259,0.6842212,0.34078363
Frmpd3,17.089155,1.4449668,1.787458709475661e-65,4.1404323727250866e-63,0.7220149253731343,0.29410694798108405,0.47408083,0.20112827
6330411D24Rik,17.076342,2.9880996,2.226490688189505e-65,5.113316648859145e-63,0.5,0.07089850854856311,0.36940175,0.054792367
Lypd6b,16.879772,2.7132666,6.338853367655707e-64,1.443432118550075e-61,0.5093283582089553,0.08464896325936705,0.34636047,0.061203405
Limch1,16.821512,1.1000885,1.6977120921382687e-63,3.833405371071873e-61,0.9888059701492538,0.725172790105493,1.6390322,1.0770515
Gpc6,16.797739,1.4898708,2.535242490343713e-63,5.676830476294631e-61,0.9384328358208955,0.543615860312841,1.6637927,0.92569304
Trpc4,16.736732,1.3007648,7.076851214616161e-63,1.5715288606341839e-60,0.9104477611940298,0.5340851218624955,1.23803,0.6901426
Mtss1,16.727606,1.0028929,8.24883201523379e-63,1.8167714446666553e-60,0.8955223880597015,0.4431793379410695,0.68982494,0.40258628
Epha10,16.698584,1.2526104,1.3421458557111557e-62,2.931988548208029e-60,0.7966417910447762,0.36475081847944707,0.6031957,0.2982369
Amy1,16.686432,1.0991361,1.6451164954766773e-62,3.5648613091498646e-60,0.9067164179104478,0.5081484176064023,0.79370534,0.44824272
Gm1604a,16.611614,1.5152893,5.742649219038882e-62,1.2344398761245982e-59,0.667910447761194,0.24525281920698436,0.39533004,0.15668033
Zmat4,16.58417,1.2726971,9.07122545766363e-62,1.9344748257731884e-59,0.9496268656716418,0.5927973808657694,1.4491864,0.85404044
Dlc1,16.578287,1.1610222,1.0003900752845253e-61,2.1165733325114327e-59,0.9458955223880597,0.5395416515096398,1.1853362,0.70108116
Elapor2,16.511526,1.1021188,3.031220433815236e-61,6.363194770048078e-59,0.8843283582089553,0.4618406693343034,0.72949904,0.40568
Dpp6,16.506262,1.0271432,3.307466450622659e-61,6.889273141723322e-59,0.9981343283582089,0.8172790105492906,2.4470713,1.8211349
Coro6,16.46412,2.2567549,6.642017070711653e-61,1.3728538360770933e-58,0.5261194029850746,0.10785740269188795,0.25670338,0.059435293
Bend6,16.389696,1.091327,2.2657218304448733e-60,4.622967849099904e-58,0.8638059701492538,0.45827573663150234,0.68039334,0.37667766
Ntrk2,16.389553,1.0057608,2.2710523114298002e-60,4.622967849099904e-58,1.0,0.775554747180793,1.9161787,1.3573625
Rbfox1,16.328482,1.0551437,6.190585909454327e-60,1.2506845367446449e-57,1.0,0.9391415060021826,4.1194715,3.4054856
Oprd1,16.326635,2.5748682,6.380758112829746e-60,1.279484854415935e-57,0.4962686567164179,0.08581302291742451,0.25596035,0.047797557
St8sia1,16.303276,1.1958866,9.354188600498106e-60,1.8618299829287713e-57,0.7817164179104478,0.3740632957439069,0.53732514,0.27044624
Lhx6,16.278137,3.1026716,1.4110013700517371e-59,2.787765206859572e-57,0.457089552238806,0.044270643870498366,0.20881864,0.02667473
Arnt2,16.234703,1.0840296,2.8663455478650692e-59,5.621803275265286e-57,0.9235074626865671,0.5684976355038196,0.9910247,0.587272
Sntg1,16.157413,1.1188748,1.0070006213894745e-58,1.9607323693286363e-56,0.9981343283582089,0.8099672608221171,2.5852785,1.8943652
Tenm3,16.088907,1.4389857,3.0517700489412245e-58,5.899356921946093e-56,0.9888059701492538,0.729865405602037,2.3211808,1.4790245
Grk3,16.075512,1.0549277,3.7885282854028206e-58,7.271268216340985e-56,0.8656716417910447,0.4513277555474718,0.673167,0.3799971
Grik3,15.975064,1.2493507,1.9065799037072597e-57,3.6333192916747566e-55,0.7761194029850746,0.353073845034558,0.69487536,0.3521298
Pde9a,15.913955,1.397093,5.0707128101210834e-57,9.59507416957419e-55,0.6548507462686567,0.2447799199708985,0.35682374,0.15083642
Dpysl5,15.899316,1.384483,6.406007173106009e-57,1.2037021870025067e-54,0.6455223880597015,0.22924699890869407,0.34070188,0.1445187
Mast2,15.896648,1.0036513,6.684715130325739e-57,1.247349274665643e-54,0.9645522388059702,0.6378683157511823,1.1429918,0.7253095
Tmem131l,15.886444,1.0912706,7.866575320541025e-57,1.457757785261637e-54,0.8003731343283582,0.3900327391778829,0.5357375,0.28715488
Col25a1,15.762822,1.398224,5.607195919786255e-56,1.0319544819497031e-53,0.8022388059701493,0.4437977446344125,1.0308356,0.52129483
Cdc14b,15.746953,1.1351295,7.207170074047748e-56,1.3173922441473671e-53,0.7723880597014925,0.3643506729719898,0.5204433,0.2706854
Wwox,15.726751,1.0385003,9.917005461089023e-56,1.8004725455369058e-53,0.9701492537313433,0.6526736995271007,1.3234887,0.8509883
Gnal,15.695707,1.0562139,1.6182862890276793e-55,2.9183458111526e-53,0.8097014925373134,0.39781738814114226,0.58294845,0.32247177
Cemip,15.691358,1.4598306,1.733100918300782e-55,3.1045614449828004e-53,0.710820895522388,0.33855947617315385,0.66167253,0.29342148
Mfn1,15.687918,0.9602051,1.829584653988301e-55,3.255691367726202e-53,0.8955223880597015,0.4923244816296835,0.68928546,0.41212457
Gm28175,15.666164,1.614064,2.576666803579088e-55,4.536691140620588e-53,0.625,0.23659512550018189,0.48362106,0.1849617
Elfn1,15.666003,2.3639708,2.583229417621697e-55,4.536691140620588e-53,0.5,0.1102218988723172,0.3587055,0.080488585
Mtus2,15.650564,1.0638617,3.292868527581918e-55,5.745414112735463e-53,0.9664179104477612,0.6142597308112041,1.192947,0.74130225
Neto1,15.626841,1.2052462,4.7791995418127176e-55,8.284973657323078e-53,0.9701492537313433,0.6850491087668243,1.7255613,1.0992135
Magi2,15.610281,0.7659304,6.196373893105329e-55,1.0672856827419242e-52,1.0,0.9212077118952346,3.460029,2.950903
Rab27b,15.597057,1.1195868,7.622712202110702e-55,1.3046004896223857e-52,0.8526119402985075,0.445943979628956,0.7198787,0.39552423
Cracd,15.586624,1.0548522,8.975259665172833e-55,1.5263621974885697e-52,0.9402985074626866,0.5483812295380138,0.9794462,0.588048
Adamts6,15.583913,1.2562795,9.364285235152752e-55,1.5825053098651221e-52,0.6884328358208955,0.2747544561658785,0.5089941,0.24514367
Lekr1,15.576784,1.0960386,1.04691107125451e-54,1.7581562802880426e-52,0.8395522388059702,0.450491087668243,0.67138743,0.36994767
Las1l,15.540616,1.0906237,1.8420416067415299e-54,3.074264470381671e-52,0.746268656716418,0.33488541287740997,0.4320134,0.22612217
Rims2,15.525444,1.0453199,2.3338180237543668e-54,3.870968536930854e-52,1.0,0.8044379774463442,2.3504038,1.7224401
Tm6sf1,15.514116,1.6103623,2.7844243103976106e-54,4.590029522722932e-52,0.5447761194029851,0.1466715169152419,0.26360214,0.09420253
Arhgap18,15.490462,1.2890884,4.023857792932405e-54,6.592747493664252e-52,0.664179104477612,0.25933066569661695,0.42600515,0.19667098
Flt3,15.487819,1.6823413,4.1927827034631316e-54,6.827883105579052e-52,0.5671641791044776,0.17359039650782102,0.28007287,0.09595505
Ppargc1a,15.444274,1.0733134,8.245133314455969e-54,1.3346188684303126e-51,0.8395522388059702,0.46784285194616226,0.73463714,0.4157406
Rab3c,15.432247,1.057763,9.93497046931422e-54,1.598518901260318e-51,0.9682835820895522,0.6384867224445253,1.3467824,0.8614905
Gm45323,15.422444,1.9974337,1.1564277006005168e-53,1.849595971139041e-51,0.5559701492537313,0.16987995634776282,0.48603183,0.14560701
Reln,15.410526,1.6848183,1.3907506855870572e-53,2.2112112971434456e-51,0.664179104477612,0.28377591851582395,0.8922296,0.37023646
E430024P14Rik,15.395392,1.7643422,1.757558639138064e-53,2.7779765078611636e-51,0.5578358208955224,0.1710803928701346,0.30075958,0.098293744
Fhod3,15.381584,1.0918685,2.1755857209075788e-53,3.418595808233137e-51,0.8097014925373134,0.37126227719170607,0.6687088,0.36914724
Greb1l,15.378582,1.1635296,2.278849551066903e-53,3.5600399672771915e-51,0.8227611940298507,0.44547108039287014,0.7559388,0.40831417
A330102I10Rik,15.355971,1.0742489,3.230360521066452e-53,5.0173287399454085e-51,0.8115671641791045,0.4089850854856311,0.6115675,0.33683488
Rbms1,15.324324,1.0678215,5.259956705401327e-53,8.122703257134118e-51,0.8022388059701493,0.38810476536922517,0.6343797,0.35247645
Manba,15.254849,1.3582424,1.5284618064776904e-52,2.3468439280031737e-50,0.625,0.23037468170243725,0.33958086,0.1464551
Dennd2b,15.251472,1.1162484,1.6096133924239005e-52,2.45740408263808e-50,0.7164179104477612,0.3184794470716624,0.4400511,0.22713229
Zfp804a,15.25078,1.2499783,1.6267811069559623e-52,2.4695823923111135e-50,0.9664179104477612,0.6539832666424155,1.7243212,1.0776446
Cdh4,15.20372,1.2610081,3.340944651798314e-52,5.043324876057343e-50,0.7014925373134329,0.3117861040378319,0.5620497,0.27362236
Cers6,15.13725,1.0351455,9.198055184256052e-52,1.3807359933014532e-49,0.9869402985074627,0.6828301200436523,1.4852165,0.9809001
Grb10,15.135579,1.1043465,9.434710648720342e-52,1.4083926396173089e-49,0.7593283582089553,0.3475081847944707,0.49865067,0.26289877
Cdh13,15.126892,1.316701,1.0766157366965276e-51,1.598268775968823e-49,0.8880597014925373,0.5363768643142961,1.4017963,0.8017517
Nipal2,15.075396,1.1805999,2.3510211279760595e-51,3.470985588391028e-49,0.7052238805970149,0.30534739905420155,0.42164955,0.20813638
Adgrl2,15.039654,1.154126,4.036544467867832e-51,5.926882505552385e-49,0.8227611940298507,0.4284830847580939,0.8259441,0.45550302
Mroh1,15.0371475,1.2174605,4.1923000855089723e-51,6.122125179218809e-49,0.6436567164179104,0.24910876682429975,0.31788927,0.14922203
Cacng2,14.951001,1.0283021,1.534252726317508e-50,2.2283984192514293e-48,0.7910447761194029,0.4025100036376864,0.5560027,0.31087622
Frmd3,14.9480715,1.0876055,1.603255514901849e-50,2.3161008433017572e-48,0.7630597014925373,0.35831211349581665,0.5144779,0.2750247
Trpc6,14.944608,1.406687,1.6888223759397342e-50,2.4266661626470942e-48,0.6921641791044776,0.3188432157148054,0.7778695,0.36732903
Csrnp3,14.939907,0.9711487,1.8122699558925838e-50,2.5901964741932834e-48,0.9888059701492538,0.7122226264096035,1.5397481,1.0538654
Thsd7a,14.886291,1.2442698,4.0460458755383947e-50,5.75223559130776e-48,0.9160447761194029,0.5716987995634776,1.4151804,0.83977795
Ctnnd2,14.874243,0.8725039,4.844373908347243e-50,6.850964574594233e-48,0.9981343283582089,0.8820298290287377,3.0107677,2.4460957
Dzip1,14.872847,1.0397788,4.94648271271238e-50,6.958742957622076e-48,0.7873134328358209,0.391887959257912,0.5257677,0.29003313
Vwa8,14.852149,0.9284647,6.737345374933211e-50,9.428774490857051e-48,0.9272388059701493,0.5927246271371408,0.93049073,0.59161913
Kcns3,14.841608,2.041715,7.884302150401278e-50,1.0976746050843645e-47,0.4944029850746269,0.12069843579483448,0.26441503,0.07093426
Runx1t1,14.829948,1.1729058,9.380509204859197e-50,1.29924887801323e-47,0.9682835820895522,0.6014186977082575,1.4654423,0.90692824
Tcf4,14.825178,0.70786494,1.007129962416462e-49,1.3877734405195043e-47,0.9981343283582089,0.9317206256820663,3.2357755,2.7697265
Pdss1,14.798513,1.0097688,1.4975593096406719e-49,2.0530315637777987e-47,0.8171641791044776,0.4215714805383776,0.54275537,0.30596772
Epb41l1,14.75537,0.91809666,2.8412807248855596e-49,3.875391526785532e-47,0.9272388059701493,0.6012004365223718,0.9590483,0.61605144
Gabra3,14.692261,0.97483146,7.226243640318555e-49,9.806523566432302e-47,0.8451492537313433,0.420516551473263,0.6379547,0.37442693
Lypd6,14.677369,1.8705745,9.001590855550259e-49,1.2154409361237962e-46,0.498134328358209,0.12117133503092034,0.34222573,0.105795935
Grip2,14.657526,2.159079,1.2058647290054914e-48,1.6200792634188777e-46,0.46828358208955223,0.09665332848308476,0.20752816,0.050349392
