names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CTX (for_DEGs),mean_expr_Rest (for_DEGs)
Mpped1,38.18542,0.99887043,0.0,0.0,0.874574495941346,0.3853017722146487,0.6778651,0.3955589
A330008L17Rik,38.184284,0.9758768,0.0,0.0,0.8256087981146897,0.3584913454785806,0.64010555,0.37562412
Ndst4,38.173275,1.1793369,0.0,0.0,0.748101597276774,0.3161069112240261,0.74881536,0.40019166
C78859,38.137985,1.0005469,0.0,0.0,0.8072793925111286,0.33453133391167844,0.44311446,0.24582005
Nalf1,38.110973,1.0756208,0.0,0.0,1.0,0.883587392076672,3.463924,2.752441
Chst8,38.109993,1.1005118,0.0,0.0,0.6394344069128044,0.20229685628124097,0.30352598,0.1530477
Syndig1,37.95265,0.99311036,0.0,0.0,0.8080649384655669,0.33457264427644895,0.5597438,0.31983998
Anks1b,37.936584,0.92362386,0.0,0.0,0.9997381513485205,0.8871813938117074,3.2975886,2.6900022
Oxr1,37.921165,1.0780611,0.0,0.0,1.0,0.8319907464782914,2.623259,1.9535576
Sidt1,37.910923,1.0417227,0.0,0.0,0.9607227022780833,0.5278638410377163,1.0048367,0.6103354
Syt17,37.880947,0.98734206,0.0,0.0,0.8444619010212098,0.3733217664311976,0.6200112,0.35995105
Cfap54,37.875793,1.0361362,0.0,0.0,0.7072532076459807,0.25769405543850954,0.3625476,0.19316985
Gucy1a2,37.856983,1.1045566,0.0,0.0,0.9903115998952605,0.6516296938901971,1.511546,0.9720448
Mgat4c,37.80315,1.3242449,0.0,0.0,0.9814087457449594,0.6957904738298839,2.1806896,1.4197105
Gm57223,37.78349,0.94362205,0.0,0.0,0.8675045823514009,0.3805097699012682,0.5637206,0.33195364
Bicdl1,37.783237,0.9886458,0.0,0.0,0.9010212097407698,0.4425992481513612,0.65854037,0.38503635
Ccdc148,37.7673,1.0143411,0.0,0.0,0.9308719560094265,0.48543809641839136,0.83499426,0.49831554
Plcxd3,37.754223,1.0944229,0.0,0.0,0.7729772191673213,0.33176353947205356,0.71466994,0.3979038
Car10,37.75313,1.3643051,0.0,0.0,0.964126734747316,0.5861114553641509,1.822761,1.1037585
Kalrn,37.742107,1.1788578,0.0,0.0,0.9997381513485205,0.8213739827322675,2.9256086,2.1740735
Cacng3,37.62639,0.9627275,7.9615691277021e-310,1.445455151765911e-307,0.8991882691804137,0.42962779361341763,0.7206763,0.43290257
Htr4,37.618908,0.9907717,1.055103913279085e-309,1.902727661061007e-307,0.8279654359780048,0.35733465526500596,0.6719016,0.39342788
Agbl4,37.61861,1.3011448,1.06705274568889e-309,1.911447151777365e-307,0.9984289080911233,0.7131408270335027,2.2646422,1.5043242
Gpr45,37.61726,0.97462523,1.122699982111644e-309,1.997811160221183e-307,0.9041633935585232,0.445119180402363,0.6858905,0.40647447
Rnf182,37.60353,0.97798926,1.88208228911614e-309,3.327075730825703e-307,0.7376276512175962,0.28855289792208866,0.44804636,0.25229132
St8sia5,37.602943,0.9627654,1.924154919174644e-309,3.3792184757008283e-307,0.7687876407436501,0.30557276820754325,0.41711834,0.23551258
Pex5l,37.597626,1.2867484,2.35038198376963e-309,4.10095869505779e-307,0.99528672427337,0.7448671871772627,2.3516562,1.5882186
Kcnk9,37.589207,0.95188487,3.226566293491416e-309,5.593408793942862e-307,0.7714061272584446,0.30710125170405256,0.41469097,0.23559831
Shisa6,37.556023,1.288176,1.1235354514726297e-308,1.935217793658305e-306,0.9664833726106311,0.5612013054075268,1.5950856,0.9588493
Socs2,37.55261,1.0476424,1.2772516482584895e-308,2.1859714515099117e-306,0.6952081696779262,0.2552567439170488,0.39167705,0.20859231
Itga8,37.514683,1.105767,5.308240822292724e-308,9.02736904398769e-306,0.9442262372348782,0.47882843805510805,1.0832043,0.6460551
Rras2,37.48857,0.9323178,1.4142218964736126e-307,2.3899460602670423e-305,0.9099240638910709,0.4365679348948651,0.6857029,0.41623536
Kcnb2,37.478203,1.2456691,2.0867127198667018e-307,3.5043731739261423e-305,0.997643362136685,0.7347048374437146,2.3245578,1.5870051
Kcnip4,37.421528,1.2364931,1.7452548895291456e-306,2.91273284979181e-304,1.0,0.9450572148552072,4.4238615,3.5829167
Dlg2,37.402794,0.8850199,3.519336313960311e-306,5.837318935562565e-304,1.0,0.9481141818482257,4.237555,3.6362693
Runx1t1,37.401623,1.211993,3.6769789740451725e-306,6.061375768870784e-304,0.9756480754124116,0.5505019209319618,1.4004812,0.84142977
Gm44257,37.400326,0.9564186,3.860133045264216e-306,6.324498471112773e-304,0.7276774024613774,0.2779361341760648,0.39241654,0.22125943
Far2,37.39855,0.9522759,4.12584596963508e-306,6.718877648733007e-304,0.8232521602513747,0.35948279423307306,0.5163348,0.29958808
Spink10,37.380463,0.9609243,8.116189100398729e-306,1.3137469947452642e-303,0.8206336737365802,0.35865658693766267,0.515502,0.2975069
Galnt17,37.374424,1.2491089,1.0173785306343839e-305,1.6369437795296944e-303,0.9950248756218906,0.6733589457594911,1.9153036,1.2341526
Pdzrn3,37.37024,1.1691033,1.1896424470922375e-305,1.9027197948433584e-303,0.7648599109714584,0.333622505886727,0.8568314,0.4717975
Grm5,37.3573,0.9547446,1.929886323148048e-305,3.068405059348406e-303,1.0,0.9056471268641302,3.4139028,2.7825415
Lzts1,37.34027,0.9230806,3.6474289093380645e-305,5.7650832231714e-303,0.7989002356637863,0.33159829801297147,0.4635199,0.27077147
Thsd7b,37.32128,1.1533666,7.413608475006523e-305,1.1649336825931302e-302,0.9143754909662215,0.49795513694385923,1.2844751,0.7768608
Chrna7,37.31923,0.9607498,8.004739449951657e-305,1.2505078431407037e-302,0.8826918041372087,0.40917916305200974,0.7082796,0.42491406
Pcsk5,37.299824,1.0421993,1.6519035674850312e-304,2.565702246145826e-302,0.8531029065200314,0.40013219316726567,0.8784458,0.5207537
Adamts3,37.26884,0.9469334,5.2485577299201226e-304,8.105100356491592e-302,0.8478659334904425,0.3777006650968728,0.6195871,0.36821824
Pdzrn4,37.260468,1.1135079,7.172263824624069e-304,1.1012498798151357e-301,0.9154228855721394,0.4808939562936341,1.1438767,0.6873992
Brinp2,37.217003,1.0010389,3.6230594103841645e-303,5.53134127028537e-301,0.9327048965697826,0.48353781963894743,0.91346973,0.5572949
Fhod3,37.21445,1.0337085,3.984353940929939e-303,6.048564428971044e-301,0.7685257920921708,0.3182963605568637,0.6022308,0.33900774
Shank2,37.205326,1.0396569,5.596337653382494e-303,8.447954648673462e-301,0.9790521078816444,0.584293799314248,1.14832,0.716503
Cadps,37.18638,1.0835024,1.1330809441237254e-302,1.7008874284136592e-300,0.9997381513485205,0.8009253521708597,2.5785923,1.909063
Faah,37.149143,0.9076079,4.5262261628841893e-302,6.756649833149899e-300,0.8957842367111809,0.4250423431238898,0.6041535,0.3662312
Osbpl10,37.136673,0.9353944,7.195118118941966e-302,1.0681371483755284e-299,0.8277035873265253,0.3582434832899575,0.52823865,0.31035447
Gm2824,37.126137,0.95676696,1.0642368040947641e-301,1.5712111497816656e-299,0.7405079863838702,0.28859420828685917,0.40999687,0.23199604
Slc24a4,37.125008,0.97305846,1.1097716306067157e-301,1.629484355978276e-299,0.7596229379418696,0.3059858718552485,0.45161414,0.2552644
Ccdc30,37.11119,0.9456468,1.8541030518738926e-301,2.7075950545571465e-299,0.916993977481016,0.4675507084727558,0.72733366,0.44167584
Rtl4,37.095142,1.180186,3.3647201245878094e-301,4.887028635009429e-299,0.9780047132757266,0.5718180691535506,1.4149982,0.8651201
2900026A02Rik,37.08069,0.8999394,5.7535522514586705e-301,8.311717687994327e-299,0.7522911757004451,0.2982195232783906,0.400774,0.23443364
Slit1,37.05228,0.9582985,1.6502368380069158e-300,2.3712226650933597e-298,0.9062581827703587,0.45024166563390755,0.7936959,0.48461202
Etv1,37.01411,0.94527084,6.790428899569307e-300,9.70525662401209e-298,0.8536266038229903,0.40306522906597264,0.76093745,0.4651073
St6galnac5,36.98847,1.2367052,1.754890085434721e-299,2.4949151637899977e-297,0.9926682377585755,0.676374602387739,1.9303439,1.2528086
Iqsec3,36.978863,0.9490009,2.503982934575672e-299,3.541159023792016e-297,0.7936632626341974,0.33395298880489116,0.453816,0.2604284
Jakmip1,36.961952,0.9124476,4.6813446737187894e-299,6.585745098577166e-297,0.8038753600418957,0.3412236130045028,0.43904352,0.25685346
Homer2,36.960686,0.90109015,4.905472072585893e-299,6.865105968249112e-297,0.8038753600418957,0.3397777502375346,0.47847855,0.28411156
Traip,36.914654,1.0490814,2.6896104637686853e-298,3.744550941008527e-296,0.6404818015187221,0.21134382616598504,0.28139085,0.14587425
Sorcs3,36.89433,1.1825031,5.6975682500622896e-298,7.891425715421326e-296,0.9450117831893166,0.5263353575412071,1.3823471,0.8393315
Gprin3,36.89349,1.0850012,5.876655569828726e-298,8.097730008271686e-296,0.6436239853364755,0.21605320774982442,0.30610362,0.1559917
Silc1,36.879993,0.9339435,9.672077615696948e-298,1.3259628853764132e-295,0.7287247970672951,0.2779774445408353,0.36317077,0.20636228
Klhl29,36.869114,1.1102746,1.4449878391572096e-297,1.9709047329012295e-295,0.9871694160775072,0.6130045028297599,1.4093169,0.8890348
Fhl2,36.822727,1.0067915,7.992983666148431e-297,1.0847043995424664e-294,0.6787117046347211,0.2422439790143347,0.3205094,0.17229451
Ntng2,36.822155,0.9782752,8.16241223989598e-297,1.1021307381206279e-294,0.7242733699921445,0.28008427314413187,0.42084664,0.23554225
Macrod2,36.805054,0.9488607,1.5326896213545372e-296,2.0591685062898206e-294,1.0,0.8694592473251539,3.0740042,2.4584095
Ppp4r4,36.80419,0.9132309,1.582126132641507e-296,2.1150114021929e-294,0.8774548311076198,0.4140950964597017,0.62345666,0.37809622
Frmd6,36.776867,0.8734439,4.3270538326185316e-296,5.75583843972574e-294,0.800471327572663,0.3335398851571859,0.4615949,0.27777758
Man2a1,36.77322,0.92179704,4.948346166074416e-296,6.549855245439387e-294,0.8682901283058392,0.4098814392531086,0.67268443,0.40976894
Zfp697,36.703114,0.9227956,6.514149350540621e-295,8.580156522011101e-293,0.8517936632626342,0.39595984632544307,0.5707225,0.3406954
3110039M20Rik,36.678303,0.9371209,1.6199083332990613e-294,2.123265215402233e-292,0.9078292746792354,0.45020035526913704,0.67919314,0.41065016
Iqgap2,36.661236,1.1127976,3.0301097424485553e-294,3.9523810087180914e-292,0.9353233830845771,0.48973437435452555,1.1807274,0.7146694
Erc2,36.631943,1.1317353,8.87255086609832e-294,1.1517171100099606e-291,0.9997381513485205,0.8224067418515305,2.9242506,2.2018056
Dpp10,36.62668,1.3530821,1.0760924239654825e-293,1.3901251649977169e-291,0.9924063891070961,0.8686330400297435,3.289515,2.407956
Cntn3,36.55192,1.188751,1.6620995057755475e-292,2.1368714698655006e-290,0.980623199790521,0.6123022266286612,1.6114998,1.0149645
Bcl11a,36.53491,1.1525931,3.0963624056534066e-292,3.961869420947954e-290,0.9900497512437811,0.6290329243607221,1.5690545,0.9970389
Adcy8,36.53061,1.0474342,3.6236070618607505e-292,4.6145176185876003e-290,0.9347996857816182,0.496509274176891,1.0424175,0.63569915
Asic2,36.51965,1.270405,5.409212653658227e-292,6.855921886971535e-290,0.9971196648337262,0.7583343660924526,2.4953256,1.7249198
Clvs1,36.4598,1.0150962,4.81143736417748e-291,6.069639529363797e-289,0.9717203456402199,0.5559135787169001,1.0331867,0.63952744
ENSMUSG00000121395,36.45853,0.966179,5.0395847363231454e-291,6.327740274065556e-289,0.9020686043466876,0.4612715330276366,0.70823646,0.42358255
Arl15,36.448112,1.0765859,7.370059382008046e-291,9.210860260211916e-289,0.99528672427337,0.7238402115090676,1.8631122,1.2756851
Rasal1,36.44617,0.8784892,7.911111427593897e-291,9.841276113863333e-289,0.7378894998690757,0.28735489734374353,0.3629773,0.21351944
Slc35f4,36.442425,1.0908906,9.06809274169746e-291,1.1228555390295426e-288,0.9533909400366588,0.5347213615896228,1.1939752,0.7323031
Stum,36.387703,0.8242311,6.661973656580409e-290,8.211340924418146e-288,0.7879025923016496,0.32788036518362457,0.4505086,0.2787096
Rnf150,36.370277,1.0471482,1.2563188675451042e-289,1.541428674472007e-287,0.9824561403508771,0.622918990374685,1.348178,0.8668405
Rnf165,36.36948,0.91294825,1.2934648737789328e-289,1.579790961747269e-287,0.916993977481016,0.4638327756434089,0.6977193,0.42916143
Pde2a,36.367565,0.89102256,1.3866876658900745e-289,1.6859863159487014e-287,0.9036396962555643,0.44371462800016526,0.6639738,0.41093275
Prmt8,36.34894,0.8744829,2.7308314401915003e-289,3.3052901260335857e-287,0.8489133280963603,0.3807989424546619,0.5286769,0.32208884
Actr3b,36.348034,0.901903,2.8223322021858177e-289,3.400720460660669e-287,0.9366326263419743,0.49134547858057587,0.77330375,0.4852061
Myo16,36.33342,0.92961586,4.802391839039225e-289,5.760726281918927e-287,0.8868813825608798,0.4209113066468377,0.77753675,0.48085183
Efna5,36.33114,1.0386919,5.2175021034305075e-289,6.2308569564079e-287,0.7879025923016496,0.3538232742595117,0.81133306,0.47555333
Slc20a1,36.287636,0.8479435,2.5351156777407688e-288,3.014095498269666e-286,0.7143231212359257,0.2712025447184699,0.33758888,0.20138857
Npr3,36.257664,1.1104225,7.524370878805164e-288,8.9066011239425e-286,0.6027755957056821,0.18866443590696905,0.28491548,0.14208947
Cacna1b,36.25665,1.0475043,7.80656755250189e-288,9.200108339286218e-286,0.9816705943964389,0.5995373239145702,1.2437239,0.7858476
Slc35f3,36.239853,1.0278759,1.435883542304227e-287,1.6848118245290207e-285,0.9636030374443572,0.5303837732887181,1.09688,0.6822474
Phf24,36.22544,0.9429465,2.421478046232129e-287,2.8289180479242305e-285,0.9460591777952344,0.5133639030032635,0.8522082,0.5303549
Hook1,36.224453,0.9439328,2.5094694952028066e-287,2.9190236076233513e-285,0.926420528934276,0.4889081670591151,0.7573291,0.46293342
Rab27b,36.21874,0.8916467,3.0870908547337935e-287,3.575436692530044e-285,0.8586017282010998,0.38984591233940596,0.60433865,0.36976212
