names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CA1-ProS Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Scoc,2.790982,-0.2664598,0.005254837446310271,0.01755314298636959,0.30896715004439185,0.26311502117953733,0.16896576,0.20001513
Endod1,2.7444875,-0.27827293,0.006060545437481946,0.02002790012361824,0.21574430304823913,0.17770446399478657,0.107669435,0.12915263
Tiparp,2.731364,-0.25191292,0.006307277193355809,0.02079721906804155,0.19798757028706718,0.16218637992831542,0.09780834,0.115429096
Commd1,2.7199368,-0.259092,0.006529437756252829,0.021456034304820047,0.26339153595738385,0.22319973932877157,0.1310693,0.15494815
Tubb4a,2.7142103,-0.25793633,0.006643398633463024,0.02181717444159759,0.4001183782184078,0.3458374063212773,0.27815694,0.32459778
Il6ra,2.6777637,-0.48905128,0.007411547853509293,0.02410412621929251,0.15833086712044983,0.12463343108504399,0.07127275,0.098653615
Golm1,2.6523573,-0.35571927,0.007993187502285688,0.02583316672918167,0.2678307191476768,0.22360703812316715,0.1347332,0.16937311
Gm26542,2.6490383,-0.33140653,0.008072115289651252,0.02607884307237335,0.1553714116602545,0.12381883349625285,0.07103574,0.08858863
Tmcc3,2.6459959,-0.38955444,0.00814508021700461,0.026298762969347973,0.5729505770938147,0.4748696643857934,0.45086834,0.5574802
Plekhh2,2.62917,-0.2538261,0.008559359027537721,0.02753711411278,0.26990233796981355,0.22890192245030955,0.13812442,0.16263847
Sccpdh,2.6162033,-0.28586128,0.00889135928264348,0.0285334795084952,0.21663213968629771,0.1802297165200391,0.1079638,0.13014239
Fam234a,2.600135,-0.25732866,0.009318706837514472,0.029837184547666092,0.2337969813554306,0.1975806451612903,0.10589062,0.12532023
Smad7,2.591028,-0.37773186,0.009568970273189438,0.03057291691326994,0.27907664989641906,0.23790322580645162,0.14733422,0.1875179
Ccnd3,2.517756,-0.472888,0.01181050848994679,0.03720379403574094,0.14353358981947323,0.11241446725317693,0.07123995,0.097562075
Tor1aip1,2.5094204,-0.32312602,0.012092945846941958,0.038013272684526256,0.3441846700207162,0.2960654936461388,0.17673554,0.21659851
Igfn1,-2.4068542,-1.5402576,0.016090589276577732,0.049616035559059406,0.024859425865640723,0.04993483219289671,0.010045546,0.028941518
Fam20a,-2.4069374,-1.5033532,0.01608693022081424,0.049616035559059406,0.06954720331459012,0.09221244705115673,0.028163487,0.07786693
Heg1,-2.4112167,-0.90052575,0.015899400522656395,0.04907154744357653,0.1808227286179343,0.19493320299771913,0.08398384,0.15147422
Manba,-2.4133341,-0.54702127,0.015807320938629316,0.048815390601191784,0.22787807043503996,0.24006190941674813,0.10946031,0.15615709
Csf3r,-2.4138348,-2.2646875,0.015785619051887287,0.04875397516370246,0.030778336786031372,0.05555555555555555,0.013075676,0.061328184
Zbed5-ps,-2.4164767,-0.51521015,0.015671525785948732,0.04842943046215554,0.28913879846108315,0.2961469534050179,0.1522685,0.21112356
AU023762,-2.4210634,-1.1159695,0.015475181609916872,0.04785569454004676,0.040840485350695475,0.06577875529488433,0.014006971,0.030114366
Dennd4c,-2.4234776,-0.41799062,0.015372694442359308,0.047553877282745786,0.4092926901450133,0.39748289345063537,0.24309817,0.31311402
Col12a1,-2.4335623,-1.3164289,0.014951065334569432,0.046314863447069476,0.04853506954720332,0.07327305311176278,0.021923594,0.053733505
Insc,-2.4402013,-1.74941,0.014679076361115711,0.04551428361679889,0.0529742527374963,0.07693874226132291,0.022415034,0.07345031
Nherf2,-2.440496,-1.0990062,0.014667105248161083,0.04548766366783106,0.042616158626812665,0.06781524926686217,0.018893158,0.040042706
Adap2,-2.445218,-1.8696446,0.014476460386955122,0.0449534832540719,0.048831015093222845,0.07311013359400456,0.025404043,0.08986496
C1galt1,-2.4595716,-0.54727966,0.013910296165712726,0.043290439885649866,0.21100917431192662,0.22727272727272727,0.098278664,0.1405543
Stmn1,-2.4599323,-0.3532641,0.013896324499276304,0.043256978602358005,0.44539804675939626,0.43430270446399477,0.346331,0.4244165
Gm3134,-2.4719465,-1.8843563,0.01343796429601112,0.041917587721594936,0.04557561408700799,0.07029977191267514,0.018985169,0.0683692
Dsc2,-2.4813151,-1.8982264,0.013089855455079088,0.040874423716208606,0.017756732761171946,0.04378462039752362,0.005618528,0.020784775
Ly86,-2.485773,-1.657276,0.012927032356227632,0.04041765876330422,0.057117490381769755,0.08150048875855327,0.03518704,0.107025765
mt-Co2,-2.4878383,-0.5226512,0.012852214274042019,0.04019776481707706,0.35010358094110683,0.3475887911371782,0.26636434,0.36357605
Git2,-2.4896781,-0.41355696,0.012785881165656758,0.040008923596273095,0.4601953240603729,0.43984196806777454,0.27407917,0.3506528
Scg3,-2.4899068,-0.44948047,0.012777656884650252,0.03998784538674031,0.46078721515241194,0.4383349625285109,0.30418548,0.39573872
Tmem245,-2.4956381,-0.26747584,0.012573081780403924,0.03937973043938145,0.5756140870079905,0.5271260997067448,0.4059452,0.47170064
Mid2,-2.497428,-0.41114032,0.012509792144320709,0.03919978016535247,0.2920982539212785,0.30005702183121535,0.15204073,0.1974996
Sdk1,-2.498338,-0.41659874,0.01247771250248741,0.039108379207026325,0.4900858242083457,0.4608993157380254,0.48127383,0.6016181
Tbc1d9,-2.4991562,-0.4086988,0.012448943104817816,0.039022760292400226,0.39479135839005625,0.38477517106549364,0.22536352,0.28935105
Pals1,-2.4994054,-0.48032576,0.01244019192158768,0.038999878302772246,0.40603728913879844,0.3918621700879765,0.24554555,0.32805946
Tmem178,-2.5018153,-0.28423128,0.012355837924184026,0.03875853756559378,0.5412844036697247,0.5020772238514174,0.4195412,0.49150455
Afap1l1,-2.5057259,-1.4289131,0.012220029750496166,0.038372350052101434,0.06510802012429713,0.08952427500814597,0.028160507,0.0740847
Scn9a,-2.5119271,-0.49856004,0.01200739124236865,0.03777085023208214,0.1790470553418171,0.19868035190615835,0.09076484,0.1259562
Pald1,-2.5146327,-1.4319537,0.011915643016258668,0.03751738081167921,0.05534181710565256,0.08056370153144346,0.020695528,0.054886606
4930432B10Rik,-2.517474,-0.63716674,0.011819973061842369,0.03722135907471463,0.12044983722994969,0.14320625610948193,0.049387004,0.07579227
Plppr3,-2.51858,-0.5472751,0.011782916486715563,0.03712558231684418,0.1633619414027819,0.18369175627240145,0.07181181,0.10327832
Gpr68,-2.5196197,-0.91605204,0.0117481651437129,0.0370291140658728,0.07457827759692216,0.0985663082437276,0.026075814,0.048647996
Kcnq4,-2.520232,-1.3737288,0.011727752289819381,0.03696911121861177,0.04794317845516425,0.07327305311176278,0.015521237,0.039735407
Gal3st1,-2.5206473,-1.159783,0.011713921339394189,0.03692984470134012,0.07753773305711749,0.1018654284783317,0.035376742,0.07738205
Ctps2,-2.5250905,-0.40937024,0.011566852135350051,0.03647902780244787,0.3909440662918023,0.3794395568589117,0.21305951,0.27411765
Csrp1,-2.5256479,-1.0480648,0.01154851405018041,0.03642546924854415,0.09115122817401598,0.11457315086347344,0.054758087,0.1100945
Slco4c1,-2.5261474,-0.55063707,0.011532106539051047,0.036377988108041985,0.14649304527966855,0.16784783317041382,0.059919544,0.08658937
Klhl4,-2.5280714,-1.1218306,0.011469099000130663,0.036193502551691195,0.10476472329091448,0.12728087324861517,0.04471713,0.094876684
Pla2g4a,-2.5300808,-1.5914836,0.011403623275642706,0.03599804480927156,0.0739863865048831,0.09758879113717824,0.033938147,0.09896797
Arhgap45,-2.5366917,-2.0336344,0.011190548714797292,0.03536281829549609,0.04232021308079313,0.06785597914630173,0.021214817,0.084147006
Bcl2l11,-2.541045,-1.8540823,0.011052172960021912,0.03495843289414818,0.030186445693992304,0.056370153144346694,0.010189179,0.03635545
Gfpt2,-2.5420406,-1.3014907,0.01102074104155326,0.03488365081712052,0.041432376442734536,0.06753014011078527,0.015311928,0.037326418
Zfp395,-2.5426083,-1.6312915,0.011002851451759157,0.034840925693461436,0.03847292098253921,0.06439393939393939,0.0142561905,0.04351973
Tbr1,-2.545735,-0.6147507,0.01090479477157098,0.03454920829054501,0.12104172832198876,0.14406158357771262,0.053807277,0.081259005
Dusp14,-2.5465188,-0.63840455,0.010880331335807009,0.034475766862397915,0.11837821840781296,0.14186217008797655,0.047567587,0.07309551
Rnf220,-2.554148,-0.76125216,0.010644800658039659,0.033757322516408075,0.40899674459899377,0.3967090257412838,0.31486508,0.4868988
Fnbp1,-2.5650108,-0.2822171,0.010317262122327473,0.03278654394229407,0.767090855282628,0.6829178885630498,0.78034234,0.89103585
Mro,-2.569504,-1.2769892,0.010184423283655203,0.032385260784830214,0.06717963894643386,0.09225317693059629,0.024549728,0.058484234
5830418P13Rik,-2.5696542,-1.8232948,0.010180009408225414,0.032375056550954774,0.021899970405445397,0.048712935809710006,0.007336141,0.02572351
A930012L18Rik,-2.5722075,-1.7217349,0.010105233655635575,0.03214866544244943,0.026043208049718852,0.05266373411534702,0.0074747554,0.024445336
Nxph2,-2.5746958,-1.9358428,0.010032828298562326,0.031925875933487655,0.021308079313406333,0.048183447376995765,0.009448926,0.035678927
Kcnh8,-2.5829144,-1.6261686,0.00979696715238464,0.03123822325674324,0.05652559928973069,0.08182632779406973,0.02647314,0.0795612
Apod,-2.5846596,-0.936795,0.009747516434219013,0.03108792481750325,0.15744303048239125,0.17566797002280873,0.10497235,0.19216554
Gja1,-2.5928826,-1.4109632,0.009517523935779568,0.030419396711597123,0.06925125776857058,0.09396383186705767,0.045262855,0.116115786
Olfml1,-2.593621,-1.8713608,0.009497108840584098,0.030364982692348254,0.042024267534773604,0.06810035842293907,0.01825268,0.06522173
Ptprc,-2.599673,-1.7908928,0.009331259363097184,0.029873816166617575,0.05060668836934004,0.07644998370804823,0.02751618,0.09215626
Stard8,-2.606401,-1.7677131,0.009149925873737091,0.02932122936521355,0.026635099141757917,0.053763440860215055,0.011558805,0.038824167
Chst9,-2.6145308,-0.5238361,0.00893501199303629,0.028666719074971356,0.3397454868304232,0.3333333333333333,0.27711022,0.37781882
Arhgap25,-2.6188817,-1.6656343,0.008821852249648232,0.028327338664919696,0.05149452500739864,0.07767188009123493,0.02063717,0.064056166
Arhgap24,-2.6333547,-1.0738673,0.008454598464827755,0.027216372439190343,0.13939035217519977,0.16027207559465623,0.07341231,0.14872332
Ror2,-2.6383715,-1.4659327,0.00833052898906061,0.026839486083460262,0.033145901154187626,0.06040241120886282,0.01415296,0.038619
Afap1l2,-2.6384022,-1.7867345,0.008329774252191361,0.026839486083460262,0.05031074282332051,0.07636852394916911,0.019970743,0.06728326
Frmpd1,-2.6458776,-1.1839924,0.008147929933925178,0.026304803234959696,0.09411068363421131,0.11823884001303356,0.039832868,0.088311836
Bend7,-2.6540847,-1.285032,0.007952387662883396,0.025710583143024525,0.044983722994968924,0.07217334636689475,0.018951232,0.045567945
Rftn2,-2.6634626,-1.8744054,0.007734102684524611,0.025059126870032113,0.053862089375554895,0.07983056370153144,0.021337982,0.07610562
Gm15270,-2.6700392,-2.0195649,0.007584241502753679,0.02462106671245516,0.01716484166913288,0.045169436298468556,0.005991155,0.024072688
Hip1r,-2.6724057,-0.7750381,0.007530952533544836,0.02446876597053806,0.20124297129328203,0.21729390681003585,0.085875176,0.14275466
Pde5a,-2.6880643,-1.2746662,0.007186753874649192,0.02342975935596018,0.08464042616158626,0.10952264581296839,0.040928904,0.09629069
Dusp26,-2.694145,-0.95985126,0.007056948442463568,0.023045722490155088,0.09115122817401598,0.11673183447376996,0.03843381,0.07344856
Nox1,-2.697572,-0.97502977,0.006984718424701162,0.022834819816488654,0.09144717372003551,0.11677256435320951,0.034734342,0.06716907
Fgf1,-2.6984844,-1.028777,0.006965598135776739,0.022777853463346837,0.1059485054749926,0.13025415444770283,0.044774197,0.08931815
Drd1,-2.6987689,-1.5462142,0.006959647564627131,0.022764168963624636,0.03551346552234389,0.06317204301075269,0.011272147,0.032570325
4930420G21Rik,-2.6999774,-1.5552713,0.006934420401943707,0.022689707282053995,0.06066883693400414,0.08703975236233301,0.03678541,0.10446918
Pacsin2,-2.7013006,-0.6785216,0.006906888301771483,0.02261063458438106,0.21988754069251257,0.23456337569240795,0.10586152,0.16443293
Baalc,-2.7066188,-0.35425496,0.006797226798916603,0.022278785568051858,0.4098845812370524,0.4043662430759205,0.25105748,0.31101778
Fmnl3,-2.7100651,-1.7581093,0.006726998439700902,0.022064751962251373,0.04853506954720332,0.07575757575757576,0.020213908,0.06678937
Slc7a2,-2.7109344,-1.7876228,0.006709388162276514,0.02201236384864102,0.03551346552234389,0.06329423264907136,0.017922478,0.06056286
Slco2b1,-2.7109492,-1.6257081,0.006709088869861411,0.02201236384864102,0.05356614382953537,0.08064516129032258,0.03331323,0.0994236
Oprd1,-2.71633,-1.0225686,0.006601008400042389,0.021683263534124572,0.07073098549866824,0.09718149234278267,0.027606016,0.0553058
Pcsk6,-2.7258377,-1.4054762,0.006413854722533042,0.021117543976775257,0.08730393607576206,0.11212935809710003,0.03549262,0.09140277
Mme,-2.7327566,-1.0186579,0.006280671570605295,0.020714575316332914,0.061556673572062744,0.08899478657543174,0.025584329,0.051171556
Aqp4,-2.738614,-1.3151029,0.006169873992696393,0.020376661035367758,0.06422018348623854,0.09123492994460737,0.038342357,0.09281261
Gm10790,-2.742501,-1.8255928,0.006097327963253144,0.020142021437498398,0.04853506954720332,0.07604268491365265,0.029146487,0.099692225
Cldn11,-2.7426817,-0.91421866,0.0060939700495270845,0.02013340406132949,0.21160106540396567,0.22576572173346368,0.14038874,0.25001222
Cd63,-2.7436194,-1.3605067,0.006076594699961262,0.020078467730934472,0.07457827759692216,0.10052134245682633,0.039002467,0.09724223
Usp13,-2.7481399,-0.3676676,0.0059934423770846845,0.019823214755325638,0.3708197691624741,0.3668132942326491,0.20645279,0.25918207
Mtmr10,-2.7494462,-0.66320795,0.005969607144893845,0.019749242056549817,0.260136134951169,0.2699983708048224,0.12179549,0.1865736
Insyn2b,-2.7515044,-1.3463657,0.005932221274767428,0.019630392321798126,0.04942290618526191,0.07734604105571848,0.022603849,0.05650279
Ltbp3,-2.7556643,-1.485724,0.005857307665346961,0.01939682733151009,0.046463450725066587,0.07429130009775171,0.01689157,0.04660484
Fgd6,-2.7565768,-1.4620166,0.00584098870083671,0.019352326312143328,0.06244451021012134,0.08956500488758554,0.028271344,0.076032
Fgd3,-2.7578592,-1.5060287,0.005818125954370566,0.01928608985861548,0.06717963894643386,0.093841642228739,0.025621492,0.07112201
Cthrc1,-2.7632751,-1.347512,0.005722450202545844,0.018992371163834836,0.040840485350695475,0.0692000651678071,0.01635304,0.04109989
Sos2,-2.7644925,-0.3318885,0.00570113955951903,0.018926318256026236,0.4903817697543652,0.4694933202997719,0.31817493,0.3862937
Ankrd13a,-2.7726486,-0.58374083,0.005560214489457791,0.018488177618083263,0.23823616454572358,0.2538286086673183,0.1060115,0.15495877
Gipc2,-2.7765126,-1.733595,0.005494551948968287,0.01829248059333142,0.025451316957679788,0.05437438905180841,0.007982471,0.02630341
Nphp3,-2.781206,-0.8331845,0.005415735836714527,0.018054692547458978,0.13021604024859426,0.15428478331704137,0.050253272,0.08784582
Mtarc2,-2.7887645,-0.6222983,0.005290951998425162,0.017667190281804912,0.16809707013909442,0.190534376018247,0.083952576,0.12646537
Lyn,-2.7916193,-1.1825296,0.005244502030329038,0.017520796910971186,0.19384433264279372,0.20959595959595959,0.10485083,0.22386982
Pllp,-2.7931576,-1.5012779,0.005219625031488312,0.01744636454734307,0.07369044095886357,0.10027696318018899,0.033925403,0.09320652
Zbtb7c,-2.798097,-1.0919237,0.005140469043503128,0.01719676334648021,0.086712044983723,0.11314760508308895,0.03843829,0.08022369
Notch1,-2.7995272,-1.5854596,0.005117751695833519,0.01713142993235912,0.05031074282332051,0.07832355816226784,0.024858577,0.07281957
Lrtm2,-2.808154,-1.1141777,0.004982638631569368,0.016708286538159107,0.052086416099437705,0.08040078201368524,0.021621473,0.046228796
Slc9a5,-2.8082962,-0.8345402,0.004980438386276551,0.016702992940495622,0.08168097070139095,0.10907461713913327,0.029160138,0.051421456
Shroom3,-2.811802,-1.5966814,0.004926483702845776,0.01653855785800425,0.053270198283515834,0.08145975887911372,0.022566149,0.06674839
Patj,-2.8147967,-0.44750828,0.0048808112688471135,0.01639458565289019,0.3142941698727434,0.3196480938416422,0.16332932,0.21668343
Ctnna1,-2.8150413,-0.89457494,0.004877097403783248,0.01638504716674867,0.17786327315773898,0.19725480612577387,0.08782841,0.15757047
Kctd4,-2.8165784,-0.5418887,0.004853818957762425,0.016319083507892438,0.26723882805563776,0.27663734115347016,0.14198107,0.20057146
Selenop,-2.8243713,-1.296592,0.0047373464082098955,0.015969451510299822,0.10476472329091448,0.12948028673835124,0.05823752,0.13741754
Gm44724,-2.8251565,-1.3254529,0.004725753823397282,0.01593437134329087,0.04172832198875407,0.0706256109481916,0.015305974,0.037925225
Kcnh4,-2.82687,-1.2372801,0.004700540884290136,0.01585333670903426,0.03699319325244155,0.06630824372759857,0.013071727,0.030547976
Ankrd50,-2.8308284,-0.8943585,0.004642761606853703,0.015670268104027007,0.10032554010062149,0.12695503421309873,0.03895878,0.07124569
Dlx1as,-2.8317626,-1.0001503,0.004629220559893226,0.01562849056971114,0.11068363421130512,0.13583414793092213,0.053726066,0.10472277
Slc16a11,-2.8452435,-0.7662492,0.004437749343606449,0.015017925045680768,0.10654039656703167,0.13306451612903225,0.04178824,0.07006801
Ints6l,-2.846751,-0.35729447,0.0044167888869849235,0.014948874844852614,0.5460195324060373,0.5052948843271424,0.3877387,0.47421116
Larp1b,-2.8487992,-0.41744825,0.004388458042596,0.014865337611987462,0.27522935779816515,0.289426523297491,0.13734335,0.17950483
Herc6,-2.8538113,-1.3586471,0.004319819663189004,0.014640962960379481,0.06185261911808227,0.09009449332029977,0.024051137,0.06055456
Ptpn13,-2.8702197,-1.0705516,0.00410186769995744,0.013939191235342912,0.1396862977212193,0.16247148908439232,0.06166538,0.12538813
Clu,-2.8758814,-0.7026727,0.0040290105230473775,0.013721104278109384,0.274045575614087,0.2854349951124145,0.18967414,0.2926071
Lhx6,-2.8789978,-1.8481733,0.00398941005159265,0.013593133158292482,0.026043208049718852,0.055922124470511564,0.009285136,0.03303454
Cd44,-2.8825228,-1.6167207,0.00394504531053006,0.013450497080820037,0.03610535661438295,0.06569729553600522,0.014112317,0.042662937
Abat,-2.88278,-0.48853314,0.003941826490627589,0.01344293410371409,0.3432968333826576,0.3421717171717172,0.19839232,0.26840702
Cdc42ep3,-2.8844628,-1.1169631,0.003920820545466664,0.013378088642119272,0.06422018348623854,0.09294558488106876,0.022310108,0.04777267
Gm20063,-2.88487,-0.69566274,0.003915751249026754,0.013362488704768718,0.13643089671500444,0.1617383512544803,0.06247995,0.09932262
Lama3,-2.8879685,-1.211791,0.00387738785859498,0.013239981161576708,0.0665877478543948,0.09530791788856305,0.02643908,0.060206898
Adamts16,-2.8884258,-0.85198575,0.003871753235871057,0.013227464646898323,0.1370227878070435,0.1615347018572825,0.06582477,0.11583463
Camk1,-2.8894248,-0.67441267,0.003859472627261846,0.01319054051062399,0.16572950577093815,0.18910883023786249,0.078370966,0.12231296
Il18,-2.8991976,-1.2485485,0.0037411910886032793,0.012823804637169298,0.15566735720627403,0.17538286086673183,0.06858757,0.1558786
Arx,-2.906772,-1.3203403,0.00365179284030697,0.012539766596683486,0.033737792246226694,0.06382372108178559,0.016430855,0.040538013
Arhgef40,-2.9125965,-1.5818788,0.0035843747633305736,0.012320858371586607,0.050902633915359576,0.08036005213424569,0.020524602,0.060226634
Sall1,-2.9175436,-1.7969166,0.003528002260192709,0.0121395083533587,0.053862089375554895,0.08288530465949821,0.024868403,0.08387725
Slco1c1,-2.9211836,-1.5493039,0.003487043115813674,0.012004721143102297,0.0547499260136135,0.08378136200716846,0.040992558,0.11553011
Cd9,-2.926916,-1.218037,0.003423414659551307,0.011797762203686496,0.08937555489789879,0.11660964483545129,0.053518258,0.12034966
Rbm20,-2.9284701,-1.1820792,0.003406345573154055,0.011741950680006346,0.04794317845516425,0.07791625936787228,0.021443618,0.048010584
Ednrb,-2.9289048,-1.3345017,0.0034015861097201126,0.011729369406210723,0.0656999112163362,0.09445259042033236,0.040310733,0.09870053
mt-Nd2,-2.9325755,-0.36094064,0.003361633132262857,0.01160121786076329,0.44332642793725957,0.43654284783317043,0.40438613,0.49472955
Siglech,-2.946971,-1.6149167,0.0032090327352546286,0.011104534397461929,0.08286475288546907,0.11029651352231998,0.05278547,0.1535978
Swap70,-2.9499395,-2.087309,0.003178360736461538,0.011012579366695233,0.03728913879846108,0.06732649071358748,0.014359639,0.05964742
A830019P07Rik,-2.9502332,-1.3104103,0.0031753421936154594,0.011003539430287259,0.06540396567031666,0.0944118605408928,0.026791144,0.0651727
Dock5,-2.9550142,-1.7167121,0.0031265461482448183,0.010842836216228481,0.06717963894643386,0.09543010752688172,0.030881224,0.09811161
Stard9,-2.9677634,-0.74254113,0.002999750668209306,0.010420594758213839,0.30008878366380587,0.3047409579667644,0.15015413,0.23985736
Slc38a2,-2.9695282,-0.46062368,0.002982574094530283,0.010366287145263059,0.4681858538029003,0.4520609318996416,0.30743983,0.40234384
Klhl33,-2.9759774,-1.3176609,0.002920564138071547,0.010157333470098688,0.05238236164545724,0.08231508634734441,0.016936105,0.0416933
Tns3,-2.9766703,-0.90274477,0.0029139719454041495,0.010135718598447831,0.2701982835158331,0.2762300423590746,0.16196816,0.28421775
Ccdc3,-2.9779162,-0.84355825,0.0029021531396613083,0.010095915958402299,0.08759988162178159,0.11620234604105571,0.038906246,0.06877212
Ikzf1,-2.983404,-1.7264552,0.0028506154426909225,0.0099307710287962,0.05504587155963303,0.08475887911371782,0.037193563,0.118135214
Lnx1,-2.9982376,-0.4382066,0.0027154587774780715,0.009480818262842486,0.31902929860905593,0.32942326490713586,0.18107149,0.23819187
Gm28320,-3.0008364,-0.8042435,0.0026923919828068703,0.009401503908774608,0.16868896123113347,0.19224503095470838,0.071724325,0.122083426
Gm56999,-3.006828,-0.44290277,0.0026398898580566347,0.009225366170631001,0.2731577389760284,0.28828608667318345,0.156672,0.20746885
Psap,-3.0157747,-0.2618024,0.0025632358726941696,0.00897370502183041,0.6661734240899675,0.6189312479635061,0.60479105,0.6912418
mt-Atp6,-3.0180025,-0.45961022,0.002544467161088365,0.008911604877273771,0.36371707605800535,0.36762789182144023,0.30544677,0.39961657
Gli3,-3.0265465,-1.7674748,0.0024736479711930993,0.008673746703113478,0.05149452500739864,0.08154121863799284,0.03377325,0.11059928
Map4k4,-3.0298815,-0.2875095,0.0024464978291479597,0.008579665448865266,0.6895531222255105,0.6280954708374064,0.59457415,0.68883413
Efr3b,-3.0328012,-0.3109872,0.002422952887169475,0.008502868269056824,0.4670020716188221,0.45707070707070707,0.34996933,0.41859218
Eya4,-3.0339808,-1.5008473,0.0024134966307327505,0.008471672693375442,0.06244451021012134,0.0923346366894754,0.031081751,0.085577026
Tcf7l1,-3.0385504,-1.7690433,0.0023771931541934255,0.008348605418007757,0.046463450725066587,0.07702020202020202,0.021955837,0.072933644
Slc7a11,-3.0394573,-1.6503544,0.0023700482304037174,0.00832568910327466,0.07161882213672684,0.10080645161290322,0.043842014,0.13163012
Slc16a10,-3.0401103,-0.59281605,0.0023649146359763624,0.00830874166693055,0.260136134951169,0.2739084392310199,0.13442494,0.19638589
Asic1,-3.041338,-0.73559624,0.0023552920989682786,0.008280347860693137,0.11541876294761765,0.1439801238188335,0.049620807,0.081309855
Gm28050,-3.044187,-0.7246946,0.0023330993699824626,0.008207695741218744,0.10269310446877775,0.13135386119257086,0.04094978,0.06679506
Cacna2d2,-3.0461237,-0.9419636,0.0023181241906353495,0.008159287005812397,0.12636874815034033,0.15196318018898664,0.060700648,0.11353104
Gpr37l1,-3.0489056,-1.5127412,0.002296765696952285,0.008087287940913105,0.06037289138798461,0.0905425219941349,0.034612123,0.095760494
Rgs10,-3.053796,-1.3699065,0.002259656616232914,0.007968106729419739,0.061556673572062744,0.09225317693059629,0.0338869,0.085336
Epb41l5,-3.0629442,-0.88775575,0.002191710213695852,0.007739683722172104,0.1444214264575318,0.16988432714239166,0.06259172,0.1128951
Gm43948,-3.0671563,-1.7918519,0.0021610585230992206,0.007636460088857977,0.025155371411660254,0.057103290974258716,0.007580857,0.026007988
Capn3,-3.0701373,-1.6757282,0.002139603570836467,0.007565620206392402,0.04794317845516425,0.07901596611274031,0.020617703,0.0644322
Fbxo32,-3.0705526,-1.2030313,0.0021366301662984074,0.007556100627591235,0.10298905001479727,0.13102802215705442,0.045046017,0.100819975
Sox11,-3.0728545,-0.47235507,0.0021202187576353755,0.0075039881477426944,0.3175495708789583,0.32453567937438904,0.17405286,0.23409551
Ankrd26,-3.078813,-0.60397995,0.0020782695664173256,0.0073661922239326655,0.2281740159810595,0.24694525904203324,0.10278287,0.15231797
Hapln1,-3.0800238,-1.4332585,0.0020698403704076515,0.007340188828408816,0.06185261911808227,0.09237536656891496,0.02928055,0.07718596
4930555F03Rik,-3.0858881,-1.1941079,0.0020294516246288008,0.0072045666737714205,0.061556673572062744,0.09249755620723363,0.027689459,0.062260646
Gfra2,-3.0897202,-0.61521703,0.00200345071429272,0.007121672270544436,0.19976324356318437,0.22010426849136527,0.099245094,0.14826645
Abcd2,-3.0906363,-0.9014114,0.0019972815640824032,0.00710350173751081,0.16395383249482096,0.18764255457803844,0.07772586,0.14060917
Gm14204,-3.0942614,-1.6452847,0.0019730361900512318,0.007030298690714308,0.032554010062148565,0.06447539915281851,0.011982713,0.037014935
Foxo3,-3.097438,-0.52266365,0.0019520115782999928,0.006959998820185882,0.37762651672092334,0.3741446725317693,0.20546925,0.2834419
Stk32a,-3.108491,-1.5794204,0.001880454712632071,0.006720018370584353,0.053270198283515834,0.08455522971652003,0.026008911,0.07580038
