names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Oligo NN (for_DEGs),mean_expr_Rest (for_DEGs)
Gm16168,49.65258,5.116709,0.0,0.0,0.7478118161925602,0.1650001915488641,1.7602065,0.12991923
Mast4,49.061142,2.459403,0.0,0.0,0.8812910284463895,0.7545875952955599,2.5934207,1.1786938
Arhgap23,49.056683,3.525651,0.0,0.0,0.7959518599562363,0.4333984599471325,1.7030461,0.3292509
Gab1,48.706882,4.3022723,0.0,0.0,0.7582056892778993,0.20997586484312147,1.6470362,0.19264576
Erbb4,48.64692,3.0816326,0.0,0.0,0.9567833698030634,0.703482358349615,3.3461065,1.4435337
Plekhg1,48.62246,4.144837,0.0,0.0,0.7647702407002188,0.242883959698119,1.6613736,0.21606857
D7Ertd443e,48.497505,5.1860514,0.0,0.0,0.723741794310722,0.13488871010994904,1.6163348,0.105104476
Tcf12,47.87881,1.7730212,0.0,0.0,0.9015317286652079,0.8064973374707888,2.3078208,1.2943738
Cdk19,47.410248,3.3846085,0.0,0.0,0.7948577680525164,0.45366432977052445,1.811998,0.3991028
Gm4258,46.914368,2.134635,0.0,0.0,0.8719912472647703,0.7135961383748994,2.1658914,1.0147167
Pde8a,46.91367,5.1201706,0.0,0.0,0.7018599562363238,0.12661379918017085,1.4806683,0.09316248
Ctnna3,46.874245,3.777462,0.0,0.0,0.7789934354485777,0.44293759338007127,2.0609086,0.40530196
Tspan2,46.678734,4.392116,0.0,0.0,0.7330415754923414,0.22579780101903996,1.6206727,0.17663327
Ypel2,46.521572,3.4592483,0.0,0.0,0.7724288840262582,0.4458874458874459,1.7516358,0.35987216
Aspa,46.372128,5.0700655,0.0,0.0,0.6958424507658644,0.11987127916331457,1.4915086,0.09759552
Sik3,46.05867,2.0436695,0.0,0.0,0.8561269146608315,0.7453932498180286,2.0459259,0.96845263
Wnk1,45.712456,2.035951,0.0,0.0,0.8599562363238512,0.7553921005248438,2.047593,0.9729646
Slc12a2,45.673473,3.0856488,0.0,0.0,0.7882932166301969,0.504501398306708,1.7477847,0.44376805
Pak1,45.47673,2.7872393,0.0,0.0,0.8036105032822757,0.5989349883155193,1.8775166,0.5889756
Septin4,45.321102,4.1649055,0.0,0.0,0.7188183807439825,0.23357468490211852,1.447307,0.16659565
St6galnac3,44.764748,2.2245378,0.0,0.0,0.8495623632385121,0.6933302685515075,2.2120736,1.0081578
Sytl2,44.6722,4.1754427,0.0,0.0,0.7171772428884027,0.28858751867601423,1.6188679,0.20212032
Cdc37l1,44.183323,2.5752368,0.0,0.0,0.7904814004376368,0.5925755660268934,1.664043,0.5413156
Pak5,43.93976,2.0897734,0.0,0.0,0.8462800875273523,0.7342067961536988,2.269978,1.1114936
Malat1,43.263725,1.0233867,0.0,0.0,0.9961706783369803,0.9935639581657281,5.6460395,4.940328
Hipk2,42.946075,2.6275103,0.0,0.0,0.7778993435448578,0.5537294563843237,1.6733029,0.53101164
Tbc1d5,42.863144,1.7757763,0.0,0.0,0.861597374179431,0.7740872696624909,2.0819004,1.1151451
Frmd4b,42.66877,2.503411,0.0,0.0,0.8047045951859956,0.5523119947898709,1.8345288,0.65649986
Exoc6b,42.555737,1.4825041,0.0,0.0,0.888402625820569,0.8150021070375053,2.2941291,1.4328606
Klhl2,42.34736,2.1001854,0.0,0.0,0.8140043763676149,0.6779680496494656,1.8685094,0.823199
Ttll7,41.84582,2.2998674,0.0,0.0,0.7915754923413567,0.6570126039152587,1.8198109,0.71787405
Gatm,41.84491,4.0489836,0.0,0.0,0.6695842450765864,0.19480519480519481,1.2697574,0.14380461
Clasp2,41.69984,1.3253134,0.0,0.0,0.8758205689277899,0.8282955982071026,2.1331391,1.378652
Mal,41.64316,3.983427,0.0,0.0,0.6947483588621444,0.24583381220549363,1.6625909,0.2391317
Ppp1r16b,41.39859,3.1156788,0.0,0.0,0.7210065645514223,0.419990039459066,1.4607677,0.32337597
Nfasc,40.452885,1.9890279,0.0,0.0,0.8074398249452954,0.717273876565912,1.9307826,0.9102659
Sorcs1,40.42039,2.5783947,0.0,0.0,0.7811816192560175,0.4428609738344252,1.7476108,0.5843101
Fgfr2,40.36096,2.252646,0.0,0.0,0.7724288840262582,0.6324560395356855,1.6544127,0.6353181
Cldn11,40.32864,3.98875,0.0,0.0,0.6570021881838074,0.19373252116614947,1.3254895,0.16050568
Ankrd28,40.314186,1.9038222,0.0,0.0,0.7932166301969366,0.692908861050454,1.7566706,0.8245686
Creb5,40.252815,4.1249356,0.0,0.0,0.6416849015317286,0.16772018541930048,1.3087472,0.14396131
Ncam1,40.191193,1.2439911,0.0,0.0,0.9201312910284464,0.8511282228096387,2.4501452,1.6994953
Sec14l5,40.13027,5.256892,0.0,0.0,0.5979212253829321,0.08309389725318929,1.1011071,0.051169634
Tulp4,39.820152,2.0135982,0.0,0.0,0.7833698030634574,0.6718384859977781,1.6540358,0.716422
Naaladl2,39.59936,1.5111923,0.0,0.0,0.9130196936542669,0.859518063057886,2.5021546,1.595803
Slc44a1,39.558502,1.7702099,0.0,0.0,0.7954048140043763,0.7041336244876067,1.7383431,0.8647181
Elovl7,39.340237,4.332384,0.0,0.0,0.6219912472647703,0.1667624410987243,1.1695149,0.10455815
Cdh19,39.252476,4.5976152,0.0,0.0,0.6055798687089715,0.11293721028234302,1.252486,0.098230526
Daam1,39.003384,2.2310739,0.0,0.0,0.7587527352297593,0.6275523886143355,1.6332787,0.6300456
Plekhh1,38.49203,4.8974037,0.0,0.0,0.5853391684901532,0.10167413707236717,1.0808613,0.06328974
Baz2b,38.187813,1.6405439,0.0,0.0,0.8068927789934355,0.7537830900662759,1.8127089,0.97245204
1700047M11Rik,37.93504,5.0102477,0.0,0.0,0.5700218818380745,0.07949277860782286,1.02076,0.053621866
Opalin,37.512966,4.769775,5.6613922257423985e-308,5.551883544003586e-306,0.5738512035010941,0.09359077500670421,1.120846,0.07305162
Limch1,37.406567,1.6507463,3.055937518448305e-306,2.9537065151333074e-304,0.812363238512035,0.7261617438608589,1.8994408,1.0330532
Ppp2r3a,37.39205,2.1411932,5.261087481701931e-306,5.0487650226189604e-304,0.7423413566739606,0.5945293644408689,1.5207983,0.5936717
Plxdc2,37.092113,1.9005816,3.764975799101547e-301,3.4764570351154147e-299,0.8315098468271335,0.6785043864689883,2.101317,1.0723505
Scd2,36.85857,2.5387545,2.1318571266876523e-297,1.9094333664699073e-295,0.7423413566739606,0.530475424280734,1.6078038,0.52292883
Otud7b,36.745247,2.524585,1.3847480866821232e-295,1.2279927752194274e-293,0.7013129102844639,0.5087920928628893,1.3860618,0.4195034
Foxn3,36.646084,1.7403187,5.28302518982699e-294,4.654258585267253e-292,0.8019693654266958,0.6931004099145692,1.7567037,0.88980675
Bin1,36.63831,2.122963,7.025780466487977e-294,6.16936997171673e-292,0.7396061269146609,0.6155231199478987,1.5216479,0.5998404
Dst,36.631634,1.0717663,8.973220042884577e-294,7.853759692257609e-292,0.8763676148796499,0.8561851128222809,2.1419184,1.5207206
Kif1b,36.620026,1.0572469,1.3731677236125777e-293,1.1979550887490248e-291,0.8949671772428884,0.8590966555568326,2.1689851,1.5526445
Vmp1,36.483517,2.209531,2.0247064661948617e-291,1.7381425797653654e-289,0.7286652078774617,0.5910814848867946,1.4821322,0.5513519
Cdh20,36.353962,2.4515746,2.274868222672717e-289,1.9282558089342556e-287,0.7379649890590809,0.4615178331992491,1.7209026,0.609236
Mbnl2,36.212574,1.1903613,3.859934617207949e-287,3.221007551688745e-285,0.8522975929978118,0.8071869133816036,1.9741164,1.3128937
Myo1d,36.208508,2.886516,4.472919841265871e-287,3.720970778167614e-285,0.6684901531728665,0.4236294678772555,1.343719,0.3243582
Rffl,36.10209,3.3895893,2.1031052995758988e-285,1.7334490613375581e-283,0.6307439824945296,0.282687813661265,1.2050552,0.20129693
Dock1,35.894966,3.0435503,3.660243156958637e-282,2.971321257627752e-280,0.6515317286652079,0.2603532161054285,1.2430938,0.2616901
Myo6,35.824146,2.3386824,4.647974657916298e-281,3.761779489705149e-279,0.7133479212253829,0.5181779872045359,1.4099555,0.47747865
Wipf1,35.806713,3.4165406,8.682441701469987e-281,7.005922177732689e-279,0.612144420131291,0.19867448186032258,1.1285462,0.17885077
Slain1,35.79644,2.6619651,1.2546166260174654e-280,1.0093278066194401e-278,0.6788840262582057,0.48266482779757114,1.3484385,0.37193155
Kif13b,35.735554,2.6317277,1.1091063484120808e-279,8.86954987554542e-278,0.6920131291028446,0.5088304026357123,1.437689,0.41745314
Ccp110,35.73226,3.7858753,1.2477940108534791e-279,9.949028211167058e-278,0.6028446389496718,0.23123778875991266,1.1351386,0.1424464
Prickle2,35.721912,1.2775742,1.806431481500772e-279,1.4360595830747263e-277,0.8692560175054704,0.8075700111098342,2.379619,1.6179488
Grm3,35.601982,2.200544,1.3053817585785915e-277,1.0226124738485934e-275,0.7669584245076586,0.5643795732291308,1.9606663,0.84499437
Sh3d19,35.215424,2.240289,1.1612708520367055e-271,8.83947529581481e-270,0.7073304157549234,0.5311266904187258,1.4021796,0.49985817
Nbas,35.16541,2.0490212,6.759083017150696e-271,5.130411318385288e-269,0.7199124726477024,0.6210780370072405,1.4843181,0.6013019
Dlg1,34.996185,1.2845188,2.57130364529375e-268,1.9191924708067518e-266,0.8309628008752735,0.7709841780638241,1.8704002,1.1799006
Car2,34.91883,3.6935756,3.8504129569126557e-267,2.834536880883371e-265,0.5951859956236324,0.21426655939930275,1.1917006,0.1631395
Tmcc1,34.507,1.117638,6.299111342480902e-261,4.442444141009498e-259,0.8364332603938731,0.809945217024863,1.9194609,1.3031567
Kif13a,34.31375,2.6601486,4.89424116220592e-258,3.3633826094238636e-256,0.6657549234135668,0.4392215454162357,1.3018881,0.35304013
App,33.951797,0.8998898,1.1474662159663753e-252,7.575532487227643e-251,0.9064551422319475,0.8989005095199786,2.318046,1.7761041
C030029H02Rik,33.917145,5.3078747,3.7228242714413893e-252,2.4517717689615227e-250,0.5076586433260394,0.06305788606673562,0.9371864,0.038450904
Ninj2,33.551533,4.560765,8.551662619742608e-247,5.356251156001955e-245,0.5229759299781181,0.09723020342489369,1.0003552,0.07031591
Elmo1,33.49907,2.011027,4.972717393299349e-246,3.100160472342309e-244,0.7483588621444202,0.56047197640118,1.6787063,0.7330208
Ptprk,33.456734,1.5463729,2.054104098222348e-245,1.2630154947193247e-243,0.8397155361050328,0.6679308891698272,1.914987,1.0923408
Agap1,33.346443,1.5499499,8.203401271961313e-244,4.998308212644002e-242,0.7554704595185996,0.7047465808527755,1.6226655,0.87080187
Ephb1,32.88623,2.532196,3.458257353402373e-237,2.0422719799103685e-235,0.6515317286652079,0.41002949852507375,1.3504984,0.40166584
Ppfibp2,32.777527,4.30102,1.2310273588823383e-235,7.11348497487493e-234,0.5185995623632386,0.10734398345017813,0.9043075,0.07193379
Sema6a,32.73367,2.680861,5.1850707215106134e-235,2.9643159635529825e-233,0.6362144420131292,0.37152817683791134,1.2793353,0.3397309
Zdhhc14,32.68968,1.4944792,2.189403546646291e-234,1.2437478498601656e-232,0.7582056892778993,0.6816457878404781,1.5921519,0.8709671
Lrp1b,32.537094,0.97060937,3.1879336764274337e-232,1.7883043399917568e-230,0.9688183807439825,0.9368654943876182,3.6872401,3.0382178
Shtn1,32.415623,1.7380459,1.6535586062293878e-230,9.179983419294143e-229,0.712800875273523,0.6537562732252997,1.5272377,0.7327642
Usp54,31.97773,2.6924655,2.2248024220928403e-224,1.1956088216326924e-222,0.62527352297593,0.4071562655633452,1.1700425,0.29547265
Aatk,31.874985,2.665863,5.9331558634933814e-223,3.163172580398158e-221,0.6258205689277899,0.4162356817224074,1.1547441,0.29449707
Tubb4a,31.70176,2.818985,1.4693110482720057e-220,7.592382282128615e-219,0.6137855579868708,0.33409952878979426,1.1352555,0.2618157
Unc5c,31.652918,1.2462075,6.913468371582763e-220,3.5587144663683684e-218,0.8977024070021882,0.8012872083668544,2.4450772,1.6936914
Lpar1,31.533237,3.9816384,3.0440437314729534e-218,1.549118467134058e-216,0.5142231947483589,0.1294104125962533,0.9364329,0.093645886
Atp8a1,31.529964,1.0708926,3.3753990661579476e-218,1.7144985426779596e-216,0.824398249452954,0.8158449220396123,1.9546903,1.3572578
Gm54109,31.32619,4.682663,2.0532408180387732e-215,1.0273851169590658e-213,0.4797592997811816,0.07045167222158373,0.79586613,0.046275668
Ptn,31.26155,1.8767406,1.5554057298033181e-214,7.725277626583209e-213,0.7401531728665208,0.5917710607976094,1.5995077,0.7303188
Ncam2,31.136267,1.1856743,7.78242687761291e-213,3.7951689691734825e-211,0.9343544857768052,0.8546910316821821,2.7839842,2.037955
Map4,31.054941,1.4262267,9.78438141733446e-212,4.728531091434837e-210,0.7439824945295405,0.7104547370034096,1.4951738,0.82746625
Pard3,31.016424,1.7183988,3.237485222795093e-211,1.5561937019052619e-209,0.712253829321663,0.603570470827108,1.4043387,0.6594831
Picalm,30.97871,1.5678416,1.0433953293480017e-210,4.997510249479644e-209,0.7308533916849015,0.6867792973987664,1.4696527,0.75576043
Ttyh2,30.521217,4.2180734,1.3630535337264097e-204,6.197165558583524e-203,0.4890590809628009,0.10899130368156917,0.8158331,0.06556224
Plekha1,30.457254,1.9606259,9.602025303136024e-204,4.31448862701112e-202,0.675601750547046,0.6107727081178409,1.4056382,0.58267486
4930420G21Rik,29.97177,5.1995463,2.2901930227876035e-197,9.830269412508453e-196,0.45295404814004375,0.0580009960540934,0.907757,0.039453197
Cntn2,29.968073,3.3703818,2.5588289130754167e-197,1.0948365110563129e-195,0.5415754923413567,0.24407156265563346,0.9679121,0.14656708
Slc22a23,29.687853,1.9608439,1.1017952302614488e-193,4.618601846665387e-192,0.6608315098468271,0.5700494196069418,1.340363,0.54494005
Cdh10,29.424961,1.263595,2.6332065444173945e-190,1.0655762025375813e-188,0.8479212253829321,0.7491859173275103,2.1172476,1.397216
Sox10,29.36789,4.1450753,1.4123327236740706e-189,5.664086609719743e-188,0.4655361050328228,0.08539248362257212,0.7666497,0.0631087
Ube2e2,29.136963,0.87873054,1.22210416603685e-186,4.7660288739347104e-185,0.8818380743982495,0.835114737769605,2.3026757,1.7741205
Arhgef10,29.025288,3.4415188,3.156413044169721e-185,1.2203283236955454e-183,0.5153172866520788,0.20825192506608436,0.8760264,0.121319875
Ywhaq,29.008139,1.8700641,5.194801489343233e-185,2.0026444192059205e-183,0.6728665207877462,0.591349653296556,1.3129842,0.5558032
Abhd17b,28.985144,2.1658468,1.0127225352178431e-184,3.898546493023416e-183,0.6323851203501094,0.5051909742175229,1.2066053,0.41998798
Chd7,28.944267,2.4870205,3.3134735928953893e-184,1.266472765876232e-182,0.5853391684901532,0.30659311190284644,1.0545162,0.28793028
Litaf,28.5096,4.026215,8.907095805676048e-179,3.3287018678513964e-177,0.4660831509846827,0.1125158027812895,0.7855557,0.0706991
Tmem178b,28.49238,1.0230718,1.4558948085269346e-178,5.425782733026177e-177,0.8539387308533917,0.780714860360878,2.111513,1.5201155
Clic4,28.443235,3.9144611,5.908527909278527e-178,2.1898226885836417e-176,0.46334792122538293,0.10324483775811209,0.8058827,0.07894617
Prkcq,28.252392,3.7807016,1.3302264929019337e-175,4.843250117110428e-174,0.46334792122538293,0.10504539708079531,0.77033925,0.08106235
Rap1a,28.142662,2.004762,2.946918644325172e-174,1.0600228108837666e-172,0.6416849015317286,0.5473317243228748,1.2429647,0.47898751
Rab31,28.10217,2.7061496,9.215741972052955e-174,3.3016931571875054e-172,0.5568927789934355,0.2953683484656936,0.9999981,0.23373199
Rnf13,28.020113,1.957181,9.242938566075886e-173,3.2678652535586718e-171,0.6466083150984683,0.5543807225223154,1.223739,0.481217
Dleu2,27.592024,1.4681201,1.3870603568614407e-167,4.6529727576612875e-166,0.7073304157549234,0.6526069800406084,1.4302722,0.765172
Fign,27.494535,3.2670805,2.0407165650725474e-166,6.769636309073994e-165,0.4863238512035011,0.15959851358081448,0.89536077,0.14013904
Gpm6b,27.467587,0.94439477,4.2838248367062074e-166,1.4193140981787399e-164,0.8555798687089715,0.8311305213960081,2.0186572,1.4798708
Kndc1,27.403742,2.7575731,2.4749300171713076e-165,8.169701420318555e-164,0.5541575492341356,0.3517986438340421,1.0292988,0.23589224
Map4k4,27.389545,1.5779983,3.6533539002439846e-165,1.2044861263749187e-163,0.6723194748358862,0.6329540665823852,1.2931783,0.6343086
Ankib1,27.00211,1.4526886,1.3959956427077446e-160,4.444360535492547e-159,0.6712253829321663,0.6524920507221392,1.2969993,0.67863363
Prkd3,26.984629,3.5354471,2.2391485359535908e-160,7.120227356339998e-159,0.45459518599562365,0.11699804620158602,0.7242769,0.087733336
Megf10,26.321802,3.5332224,1.0796966774052798e-152,3.281838203832564e-151,0.4447483588621444,0.11343523732904263,0.76969165,0.09541792
Arhgef28,26.200674,1.5865805,2.6108034409740774e-151,7.855799379504306e-150,0.6444201312910285,0.559705780944719,1.2014556,0.57330245
Gm10863,26.099377,4.166677,3.705618460353768e-150,1.1014376994436476e-148,0.4163019693654267,0.07681109451020955,0.71876705,0.056919616
Daam2,26.00005,3.36309,4.945635583191287e-149,1.4539302857806332e-147,0.45185995623632386,0.13358617783396545,0.7576537,0.104485326
Pstpip2,25.990082,3.163241,6.410936651659065e-149,1.8826433642631595e-147,0.487964989059081,0.21970654714017546,0.8884193,0.14822178
Dscaml1,25.94428,1.0637816,2.1096877465951577e-148,6.17508820817123e-147,0.7795404814004376,0.7355476382025055,1.7696887,1.2027419
Pacs2,25.889626,2.8287446,8.715585841809648e-148,2.537245845822592e-146,0.5175054704595186,0.2941424357353561,0.88034844,0.1812455
Hhip,25.718542,4.521673,7.2516700530550355e-146,2.0663030151175907e-144,0.4026258205689278,0.06623759721104854,0.6757764,0.04117628
Ttll5,25.58152,1.6789826,2.449788159963324e-144,6.899979859351626e-143,0.6323851203501094,0.5920009194345478,1.2194502,0.55672264
Syt11,25.350725,0.9957113,8.822561624285323e-142,2.4414235926317884e-140,0.7647702407002188,0.7956173619890434,1.5567722,1.0568603
Fryl,25.308342,1.2443401,2.5855659931261767e-141,7.132870455369648e-140,0.6761487964989059,0.6753629850974984,1.2957098,0.75145495
Ptk2,25.290852,0.78533465,4.027300516683124e-141,1.1087455418368396e-139,0.8052516411378556,0.7971114431291423,1.7310326,1.3072456
Chn2,25.209667,2.5174875,3.138260878675829e-140,8.595827707443375e-139,0.524070021881838,0.2762900815998161,0.9653923,0.24993664
A230001M10Rik,25.18151,5.093363,6.386523873143738e-140,1.7439623625139457e-138,0.3834792122538293,0.048500172393977706,0.70448273,0.029519558
Dock5,25.042768,4.269559,2.0931135967838384e-138,5.635467168895966e-137,0.3977024070021882,0.07060491131287591,0.67640436,0.04891067
Cdc42bpa,25.032581,0.68883574,2.702337004266117e-138,7.261179530463058e-137,0.8342450765864332,0.8271846147952343,1.9453979,1.5517906
Nkain1,24.792908,3.7127628,1.0691612414430144e-135,2.827594739918681e-134,0.4338074398249453,0.14787572309696204,0.69766307,0.07414161
Lama2,24.743586,2.6575842,3.634540653653448e-135,9.555783499380445e-134,0.4923413566739606,0.20361644255449565,0.97625554,0.23286575
Ddr1,24.734861,3.061754,4.511656487965663e-135,1.1838692366370837e-133,0.47428884026258206,0.22219668237367352,0.7980976,0.13651083
Rcbtb1,24.645308,2.6981888,4.13212297109533e-134,1.0727550167471644e-132,0.5098468271334792,0.3087767689537601,0.85574657,0.18937866
Synj2,24.617792,2.674013,8.147013194210309e-134,2.106932093632637e-132,0.5164113785557987,0.3296555951423208,0.92070884,0.21250306
Insc,24.439135,4.8360586,6.56627465160448e-132,1.6676351596277164e-130,0.37636761487964987,0.05286748649580508,0.61203194,0.029126868
Snx30,24.42533,2.1202843,9.205280249429007e-132,2.333451700963749e-130,0.5645514223194749,0.445159560203808,0.9923715,0.32963157
Dip2b,24.322939,1.0889254,1.121284458040461e-130,2.8263521001451394e-129,0.6969365426695843,0.7192659847527104,1.3512084,0.8524974
Dip2a,24.08084,2.1061018,3.9690918050417024e-128,9.802343456017513e-127,0.5579868708971554,0.4366547906370915,0.99288774,0.33263347
Plekhg3,24.080076,4.3888817,4.0428825439290284e-128,9.966261830768165e-127,0.38074398249452956,0.06623759721104854,0.5909734,0.037739124
Trim59,24.030453,4.129642,1.3366150155092273e-127,3.279894563171958e-126,0.3911378555798687,0.08370685361835804,0.64783514,0.050756704
Tmcc3,24.002815,1.7205946,2.5987555281003987e-127,6.359613938074474e-126,0.6143326039387309,0.47779948664904415,1.1476529,0.5023494
Tmem63a,23.947388,4.1931615,9.837848346048886e-127,2.4031180459848505e-125,0.3812910284463895,0.06608435811975635,0.60722077,0.044653416
Gna12,23.937943,2.4752471,1.2338852304053918e-126,3.0085749674222214e-125,0.5257111597374179,0.34942343791901315,0.92538697,0.24205343
St6gal1,23.882101,2.4145796,4.700595305665231e-126,1.1389088896593756e-124,0.5153172866520788,0.3101559207753898,0.88918835,0.23807321
Pkp4,23.832344,0.88607734,1.5437525866149283e-125,3.710253309690798e-124,0.7379649890590809,0.7543194268857986,1.5555726,1.1060714
Smad7,23.822025,2.9542286,1.9749063445126204e-125,4.742246065867213e-124,0.46772428884026257,0.22713864306784662,0.7766211,0.14106157
Pex5l,23.754562,1.1670461,9.85711577676692e-125,2.3501393160756624e-123,0.8391684901531729,0.7764624755775198,2.346231,1.6499473
Clmn,23.745733,2.3376584,1.2161309295446588e-124,2.894370068810007e-123,0.5322757111597374,0.3664329770524461,0.9780397,0.2838615
Ptprd,23.518578,0.7367708,2.6333165023311634e-122,6.14745564010759e-121,0.9835886214442013,0.9641803624104509,4.127728,3.6277266
Apod,23.492687,2.9453576,4.844847678994409e-122,1.129063808626017e-120,0.4387308533916849,0.15488641152357965,0.7705034,0.14037725
Cnp,23.452705,3.05342,1.2405226046561857e-121,2.8760002059630467e-120,0.44529540481400437,0.17404129793510326,0.82775253,0.14424588
Mir100hg,23.434942,0.9585996,1.8826800671335384e-121,4.349751797409989e-120,0.774070021881838,0.7270811784086121,1.7283313,1.21877
Adamtsl1,23.304396,1.8314402,4.000851060235155e-120,9.188279315258002e-119,0.5798687089715536,0.3992644523617975,1.1063135,0.45011017
Psd3,23.23049,0.85649556,2.240479098240901e-119,5.127910849210648e-118,0.7587527352297593,0.7830900662759069,1.6416258,1.1937705
Meis1,23.195248,3.5074246,5.084862411379682e-119,1.1578834999472208e-117,0.4009846827133479,0.11335861778339655,0.66900116,0.08041689
Anln,23.119211,4.00035,2.9676817994481556e-118,6.700975626148902e-117,0.3900437636761488,0.10282343025705858,0.70859,0.062439065
Jam3,23.056946,2.155047,1.2528635534962395e-117,2.800702469421294e-116,0.5382932166301969,0.4133241389878558,0.9452853,0.3025476
Grb14,22.807741,1.6685138,3.8417878506841983e-115,8.399417375743239e-114,0.5919037199124726,0.5118568746887331,1.1101272,0.4947468
Gsn,22.78433,3.3302367,6.557855612424968e-115,1.4302725674176857e-113,0.4059080962800875,0.12603915258782517,0.69115984,0.09442876
Cpeb2,22.619036,1.4170096,2.815720576312043e-113,6.052672950840367e-112,0.6181619256017505,0.594605983986515,1.1370542,0.5838914
Lpgat1,22.404816,1.2183417,3.532545884976257e-111,7.485765609567195e-110,0.6427789934354485,0.6581618970999502,1.2238026,0.7087755
Stard13,22.394386,2.1314013,4.464295415647562e-111,9.452767361579983e-110,0.5180525164113785,0.3343676971995556,0.9169846,0.29472
Il1rap,22.371902,1.1243103,7.391725013885e-111,1.56267231410771e-109,0.7040481400437637,0.6365934950005746,1.4083674,0.88257486
