names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_OEC (for_DEGs),mean_expr_Rest (for_DEGs)
Cd47,4.5423713,1.4778924,5.562491325125011e-06,0.00025505826263841135,0.725,0.6328127791873638,1.2791057,0.65807676
Aatk,4.538851,2.310486,5.656162992149949e-06,0.00025847125782154615,0.625,0.4287245827824036,1.1230161,0.34933653
Cyp39a1,4.514578,6.49257,6.344296630921139e-06,0.00028554648320410555,0.425,0.019368902547975558,0.8020601,0.013568857
Gfra1,4.5137467,2.50012,6.369226763358315e-06,0.00028618916911611695,0.575,0.276489297073223,0.9298893,0.23995617
Arhgef6,4.5018253,2.9471242,6.737229020415399e-06,0.00030221927175052047,0.525,0.19111603473537506,0.7191687,0.12795609
Tmod2,4.4855914,1.2053254,7.27119499003787e-06,0.0003234718698382741,0.75,0.661901868991888,1.2455755,0.7291455
Cpne8,4.4826183,2.0723205,7.373268421307143e-06,0.0003269302351163745,0.65,0.43176214130007506,1.276562,0.47901827
Ntn1,4.47411,4.4553165,7.673013791731928e-06,0.0003396604292979191,0.45,0.06050101847550298,0.73793685,0.048562143
Col27a1,4.437525,4.2456427,9.099915025500755e-06,0.0003931104770662465,0.45,0.059428938998677766,0.7183982,0.053930413
Tes,4.425271,5.5590672,9.632117626042165e-06,0.0004127830950745662,0.425,0.031304720723296285,0.67605823,0.020284737
Dock10,4.402211,1.5736812,1.0715322442976353e-05,0.0004548510490407182,0.825,0.5910374155737412,1.864516,1.0409384
Elf1,4.3885784,2.9165328,1.1409399726534877e-05,0.0004778034319944536,0.525,0.1830397026766251,0.836391,0.15977031
B130024G19Rik,4.3780556,2.8389015,1.1974279038529414e-05,0.0004996100586417474,0.525,0.2148089911732123,0.81183445,0.16126274
Yap1,4.369176,3.7716768,1.2471633563429696e-05,0.0005166531892283843,0.475,0.1275774577422006,0.7400178,0.0771868
Pnisr,4.3665547,0.91934043,1.2622157887303079e-05,0.0005217805883566673,0.775,0.7365900725440446,1.406139,0.9664662
Fmnl2,4.330547,1.1809344,1.4873964776468759e-05,0.0006019027613610174,0.775,0.7168995461530214,1.5639468,0.9806499
Entpd1,4.329569,2.9515774,1.4940167901718043e-05,0.0006033285793521025,0.5,0.13794089268484436,0.7749182,0.14088793
Dpyd,4.32552,1.3683748,1.5217250213405615e-05,0.0006111920975100281,0.8,0.6496086909909587,1.7598282,1.0520746
Pdlim5,4.310606,2.5355585,1.6280765907803352e-05,0.0006452274040452449,0.55,0.2403959546867741,0.8880696,0.22050896
Bcas3,4.2978635,0.9747707,1.7245238157431254e-05,0.0006794421543844249,0.8,0.7612121645284637,1.5705236,1.077791
Antxr1,4.278754,2.7901247,1.8794228566858928e-05,0.0007318853936108687,0.525,0.234142157738627,0.8023958,0.16377786
Cmtm5,4.274001,3.5877962,1.9199589535485432e-05,0.0007455100734371294,0.45,0.07633205874995533,0.6408118,0.07203063
Rbms3,4.2605643,1.7861236,2.0391146581186444e-05,0.0007883598685416974,0.7,0.5104885108816067,1.4542592,0.6685561
Cdc14a,4.242061,3.3126564,2.2147613186314943e-05,0.0008453215430629013,0.475,0.12793481756780903,0.7420319,0.105016686
Ift57,4.2326436,2.4805505,2.309603027371794e-05,0.0008790231352051006,0.575,0.3939534717507058,1.0099152,0.27210772
Smoc1,4.231754,3.872879,2.3187624077733447e-05,0.0008812609037746785,0.45,0.09212736304184684,0.7485739,0.073285036
B3gat2,4.2179937,3.200413,2.464854902666755e-05,0.000927600157348119,0.5,0.20537469177715043,0.8046255,0.12614468
B4galt6,4.2173095,1.9222288,2.4723471912646002e-05,0.0009291184479619553,0.625,0.4787549583675803,1.0241106,0.38585058
Acss1,4.2154803,2.7831383,2.492468695389049e-05,0.000932766488093367,0.525,0.22527963406353857,0.86834896,0.18308131
Dab2,4.211794,4.53417,2.533509102521945e-05,0.0009454915220106203,0.425,0.0562841725333238,0.7851588,0.05019771
Nedd4l,4.174416,0.92450875,2.987510738513104e-05,0.0010944557299645136,0.825,0.7483114748240003,1.6582534,1.175335
Marcks,4.1689787,1.5402521,3.0596738907974205e-05,0.001115514755030213,0.675,0.47171496980309474,1.0022582,0.4655581
Dock5,4.162378,3.4841316,3.14950901637448e-05,0.0011426561903937918,0.45,0.09123396347782582,0.7128562,0.08885618
Nipbl,4.1519723,0.88581693,3.296222808191791e-05,0.0011856694358248114,0.8,0.7957688596647965,1.6168234,1.1583858
Ppara,4.14853,5.145611,3.346172618682582e-05,0.0011988221101866797,0.4,0.02801701032769896,0.574787,0.021705888
Wwox,4.126096,1.3126804,3.689740052486203e-05,0.0013079593035660196,0.725,0.6587213665439732,1.4774216,0.859235
Nmnat2,4.1212745,1.614917,3.767825787537304e-05,0.0013321247225148336,0.675,0.6362791694957652,1.4606098,0.7324632
P3h2,4.116189,2.5233126,3.851886765351385e-05,0.0013547146254580067,0.55,0.330486366722653,1.0279577,0.27177364
Dnajc1,4.1108394,0.9925383,3.942232122697452e-05,0.0013810661947442052,0.775,0.7509916735160633,1.6089065,1.1016173
A330049N07Rik,4.097686,4.1124187,4.1730083467379325e-05,0.0014562173282707566,0.425,0.06922059822034807,0.78753865,0.06696761
Mgat3,4.0799556,2.3107738,4.5044286773791004e-05,0.00155570692238016,0.575,0.3955615909659436,0.9549676,0.27929628
Nme7,4.0784984,1.7553318,4.5327487850917786e-05,0.0015634783036638778,0.65,0.5917521352249581,1.297311,0.58095354
Lbh,4.077687,4.077049,4.548597562464979e-05,0.0015669335449158203,0.425,0.0777257620698281,0.64924276,0.052743856
Sat1,4.0738926,3.495033,4.623385421328638e-05,0.0015845709983558737,0.45,0.11246113711896509,0.70170265,0.086377144
Ttc28,4.065071,1.6395432,4.801779531878464e-05,0.0016373580713397757,0.65,0.46492513311653505,1.0629102,0.47508204
Lpcat2,4.0393023,2.6766253,5.361047039031853e-05,0.0018096901248591192,0.525,0.24579208805346103,0.88275576,0.20025559
Zfp608,4.037884,1.1553581,5.3935486324974165e-05,0.0018175370618471866,0.775,0.6581495908229997,1.3576939,0.8312701
Fads2,4.0205545,3.085974,5.806125042246234e-05,0.001935615135051567,0.475,0.1650645034485223,0.72955245,0.11911677
Eci2,4.0097876,3.8523993,6.077341950900602e-05,0.00201602689161357,0.425,0.08569488618089555,0.6004451,0.05540992
Dennd1b,4.003509,1.3301349,6.240982002247866e-05,0.002067758155368683,0.675,0.6257370546403174,1.2549249,0.6918169
Zdhhc2,4.002785,1.5919605,6.260109807499336e-05,0.0020715412626540293,0.625,0.4775399349605117,0.95271003,0.42418283
Akap13,3.9937198,1.4889977,6.504475190274674e-05,0.0021392319261038005,0.675,0.5046278097416288,1.0963222,0.53653675
Dtx4,3.9885757,2.9977932,6.647120194258534e-05,0.0021834733449844356,0.5,0.24350498516956723,0.8194423,0.14746857
Lpp,3.9679115,1.5995586,7.250524881315946e-05,0.002358615055217427,0.65,0.5295000536039738,1.1928014,0.56402296
Cnn3,3.942377,3.3861156,8.06779886078746e-05,0.002581032984371333,0.45,0.1391201801093521,0.68056124,0.08916036
Nckap1,3.9421132,0.78717095,8.076688264900494e-05,0.002581032984371333,0.875,0.7877639995711682,1.6219263,1.2102565
Mybpc1,3.9382696,6.3704934,8.207131187351481e-05,0.0026159622183171325,0.375,0.023585748490154736,0.85127866,0.01609719
Hexb,3.9348664,1.228381,8.324297767930019e-05,0.0026501644671123176,0.75,0.678483364900118,1.4570779,0.87780327
Etv6,3.9217813,1.6402107,8.78967163168665e-05,0.002772047849101177,0.625,0.46660472429689454,1.0017738,0.4400523
Rassf8,3.865774,2.8428376,0.00011073745687376927,0.0034044799384418535,0.475,0.19461816102633742,0.70200837,0.13266544
Fam171b,3.8626835,1.1712501,0.00011214820015339632,0.0034399796097280355,0.7,0.6743022549404996,1.2757581,0.763721
Col12a1,3.8576667,4.342099,0.00011447458449329003,0.003495377369698526,0.4,0.06957795804595647,0.70017856,0.048791695
Sh3pxd2a,3.8233993,2.0045633,0.00013162439909380634,0.003951673300168242,0.55,0.36232712718436194,0.76631165,0.2523487
Tiam1,3.8201916,1.1576155,0.00013334807740859915,0.003994495919697948,0.725,0.6019368902547976,1.2231803,0.7299142
Hnrnpa2b1,3.8015714,1.1825172,0.00014378135088386496,0.004264243817052375,0.7,0.6725154558124575,1.2485871,0.73956573
Kiz,3.800701,2.365308,0.00014428737044484775,0.0042745332346781255,0.525,0.3142979666225923,0.81783277,0.21963279
Gab1,3.7856112,2.2803662,0.00015333131790391038,0.00449783025336034,0.525,0.24493442447200087,0.95998096,0.28649428
Etnk1,3.7803302,0.9352967,0.00015662054426899256,0.004569374619443898,0.75,0.7419147339456098,1.4773133,1.0181702
Gm30173,3.7718318,7.591681,0.0001620535393005563,0.004702352700870355,0.35,0.008112068041310795,0.55014044,0.0037953309
Cuedc1,3.7708929,2.3004408,0.00016266449122557145,0.004709908275033517,0.525,0.31154629596540756,0.7946321,0.22023325
Lhfp,3.7706192,2.8387575,0.0001628430933672563,0.004710004218275755,0.5,0.2633027195082729,1.0229428,0.22234434
Insc,3.7646046,3.696403,0.0001668128062061726,0.004814457682878473,0.4,0.07340170817996641,0.63661474,0.06640447
Igf1,3.7382097,3.9169374,0.0001853353650777534,0.005280976945534712,0.4,0.08640960583211235,0.74743587,0.0710091
Nedd4,3.7304153,0.83951867,0.00019116435420205507,0.005418339870684831,0.775,0.7539934960511739,1.3863269,0.98453325
Notch1,3.7274914,3.4373925,0.0001933952491798151,0.0054578829471114134,0.4,0.07440231569166994,0.5567207,0.06650324
Huwe1,3.719247,0.68550813,0.00019981747897327565,0.005604483987486343,0.8,0.7709323517850123,1.4266999,1.0878571
A830019P07Rik,3.71779,3.80414,0.000200973239319301,0.005625157229697519,0.4,0.09019761998356145,0.61912334,0.059562616
Eeig1,3.70847,2.6861281,0.00020851529661531626,0.0057849527521531795,0.475,0.21630990244076762,0.6914294,0.14396738
Enpp2,3.677283,1.6438715,0.00023573135151904842,0.0063980822376937686,0.625,0.41868277168280743,1.1326292,0.5147454
Epn2,3.6600027,1.262955,0.0002522126157394621,0.006776952984919348,0.675,0.645320373083658,1.2811916,0.73418444
Fyn,3.65569,0.96243685,0.00025649125852499115,0.006867603472101913,0.7,0.6759461101382983,1.2119563,0.79351497
Wwtr1,3.6510837,3.461917,0.00026113607799496913,0.006974877152807973,0.4,0.09073365972197406,0.6016855,0.07221691
E130114P18Rik,3.6499102,3.5044003,0.00026233201445387933,0.006992917885293391,0.4,0.09598684915841761,0.54847574,0.062393434
Lars2,3.642468,0.9557998,0.0002700365983132205,0.007162767420213461,0.75,0.7966622592288175,1.6725008,1.1724868
Hmgcll1,3.6383507,1.447727,0.00027438954241489625,0.007269958067649511,0.625,0.561948325769217,1.163839,0.59184736
Pten,3.6371968,0.84107906,0.00027562135579418126,0.007289316761997688,0.75,0.7095021977629274,1.2323606,0.85701174
Gucy2f,3.6342335,5.3810415,0.0002788081833510523,0.007366347971133506,0.35,0.02383590036808062,0.59699994,0.019407319
Glul,3.6208746,2.0997941,0.0002936086537854229,0.007719436915082498,0.525,0.27087874781117105,0.8102191,0.2556042
Chl1,3.6168163,0.9388729,0.0002982488962831301,0.007818485700612396,0.775,0.7462387878354715,1.6725943,1.1806805
Iqub,3.5841525,4.6216965,0.00033817438800397693,0.008719961093045197,0.375,0.07447378765679162,0.6165042,0.034039397
Ap1s2,3.579292,2.758577,0.0003445261693353438,0.00883341428438997,0.45,0.18232498302540828,0.6690491,0.13167104
Sparc,3.5690823,2.4121382,0.000358233899420352,0.009098057540099111,0.45,0.14558839295286424,0.6941167,0.17247468
Gm12688,3.5541587,11.620507,0.000379190307117477,0.009504518239036015,0.325,0.0004645677732909266,0.45955372,0.00018525858
Cdh20,3.5539045,1.4800384,0.00037955709464266386,0.009504845417566056,0.65,0.47832612657685025,1.312967,0.68008906
Acaca,3.5496113,0.9618408,0.00038580044893370813,0.009643216802649988,0.7,0.6821284351213237,1.2351668,0.8118902
Ptch1,3.5484278,2.6004634,0.0003875380794288532,0.00967764702068149,0.5,0.3120465997212593,0.9330603,0.22657657
Plxdc2,3.5474696,1.0234555,0.00038895077414863224,0.00970390650081128,0.775,0.6873458885752064,1.6699035,1.1381731
Rab31,3.5467262,2.1207416,0.00039004964485039916,0.009722294950955682,0.525,0.3115105599828467,0.8839607,0.2826238
Gpt2,3.543538,2.8167458,0.00039479621482005095,0.009822383603902564,0.475,0.2666619018689919,0.8065899,0.16214427
Zfp36l1,3.5421789,3.6234703,0.00039683642518470897,0.009854893479402153,0.375,0.06386020083622199,0.56309557,0.05954056
Rhobtb3,3.5249276,2.373093,0.00042359844161120953,0.01044228451935156,0.5,0.3151913661866133,0.7989318,0.21196967
Gm10635,3.5246735,8.32033,0.0004240052098400789,0.010442731428416974,0.325,0.004145373977057499,0.6062988,0.002604594
Gm29927,3.5213778,7.792323,0.00042931066043558596,0.010544403515451732,0.325,0.004252581924740021,0.5646797,0.003417511
Ddx5,3.5087328,0.7305951,0.00045024708698361587,0.01098831900749297,0.875,0.805739198799271,1.5469925,1.1719261
Pcm1,3.501535,0.7743805,0.00046258619636096494,0.011197919906503718,0.725,0.7246542543687239,1.2356963,0.88664246
Tmprss5,3.4776435,4.996112,0.0005058420364797651,0.012017661821583809,0.35,0.04824357645713469,0.53144604,0.021739583
Fxyd1,3.4685974,4.6102033,0.000523182615795029,0.012353178283314965,0.35,0.045206017939463244,0.62865174,0.0352024
Cd2ap,3.4575858,1.2252712,0.000545038750046421,0.012812940694442112,0.625,0.598935067719687,1.0388715,0.5771887
Slc25a35,3.4546225,4.9348135,0.0005510637047557716,0.01293194912383195,0.35,0.05035199942822428,0.55050546,0.023718422
Ntrk2,3.4476693,0.72345895,0.0005654459060017008,0.013211766516752781,0.85,0.7798306114426616,1.763236,1.3676306
Pdzrn3,3.4453712,1.6574457,0.0005702758663673676,0.013301486570565249,0.6,0.3921309366401029,1.1536311,0.5234212
Rreb1,3.4415572,1.7710637,0.0005783764161659261,0.013462200058009513,0.55,0.37326233784797913,0.9079828,0.36006975
Phkb,3.4401488,1.4430484,0.0005813943751181769,0.013488663349001695,0.6,0.5350391309009042,1.0406214,0.5148661
Serpine2,3.4399533,2.0969627,0.0005818146937660203,0.013488663349001695,0.5,0.25933602544401957,0.75996894,0.23590668
Tulp3,3.433137,2.0408788,0.0005966407535717044,0.013761147681091587,0.525,0.37151127470249795,0.78186363,0.2531724
Slc13a3,3.4214895,5.4314356,0.000622791365323889,0.014266329059039129,0.325,0.01468748883250545,0.46980125,0.013800396
Ddx17,3.418272,0.76237464,0.0006302009274812094,0.014411488443761784,0.725,0.7146481792516886,1.1855986,0.85006
Dip2b,3.4168441,0.8249557,0.000633515262385544,0.014450386333021705,0.75,0.7161490905192438,1.2564486,0.8831647
Dennd2b,3.4088054,2.114973,0.0006524800433017683,0.014832604706868454,0.5,0.3258764249723046,0.75275743,0.23048358
Stx7,3.407759,1.9426707,0.0006549871682211639,0.014851903130888333,0.525,0.3702605153128685,0.7657268,0.26182526
BC006965,3.3959844,4.463493,0.0006838224942649,0.015440596992351145,0.35,0.057213308079905656,0.55917233,0.033395972
Numb,3.391652,1.1913506,0.0006947259296110305,0.015644847431757557,0.675,0.6539684808633813,1.2928368,0.76890236
Epb41l4a,3.3870263,3.3293762,0.0007065459605910101,0.015857324694745673,0.4,0.1370832291033842,0.6902062,0.09431046
Cgnl1,3.3774912,5.121398,0.0007315026195852748,0.016284569501455123,0.325,0.01972626237358396,0.5108461,0.018971894
Abtb2,3.3739414,2.5802584,0.0007410015482754757,0.016458492644195,0.425,0.15062716649394275,0.69924784,0.15636888
Rin2,3.3634675,2.4697597,0.0007696990997422879,0.016966213954122455,0.45,0.20344494871886504,0.7058481,0.16985762
Atp8a1,3.3316839,0.62433463,0.000863222284073554,0.018645323772553374,0.85,0.8147804023871636,1.735268,1.3937182
Synpo2,3.330481,4.0120845,0.0008669605831818131,0.01871102881132154,0.35,0.06411035271414788,0.52012086,0.041414212
Prdx1,3.3299823,2.4269238,0.0008685150075362126,0.018729533107943848,0.45,0.21112818496944574,0.670481,0.16350053
Cyp2d22,3.3265693,4.8551993,0.0008792216900155277,0.018930037508587523,0.325,0.0267305149555087,0.47618523,0.020853424
Unc13b,3.3174157,1.289443,0.0009085435928261295,0.019390441889784032,0.6,0.5361112103777294,1.008836,0.5381506
Stat5b,3.3136406,2.2326212,0.0009208976057752401,0.019622933122268597,0.475,0.2638387592466855,0.7034698,0.19654286
Hepacam,3.3073819,2.7604237,0.0009417244590636381,0.019940217663546065,0.4,0.12471857913733338,0.61206377,0.11742089
Gm48742,3.2977881,3.619846,0.0009744965722734831,0.020537037566265483,0.375,0.10995961833970624,0.5741568,0.06118155
Ugdh,3.2950008,2.5024493,0.000984213652551215,0.020660797534414955,0.45,0.24261158560554621,0.63853806,0.146452
Gpr156,3.2945414,4.9038725,0.00098582470968162,0.020678462099254592,0.325,0.03251974413036486,0.44479322,0.01853846
Afap1,3.278933,2.3784134,0.0010420032994419943,0.021603880135807395,0.45,0.23324875817460602,0.65415406,0.16348758
Znrf3,3.2770848,1.5537195,0.001048848708263938,0.021712299530856714,0.575,0.5069149126255227,1.0228337,0.4741735
1700057H21Rik,3.2669532,9.311866,0.0010871165899491366,0.022349520100943612,0.3,0.002179894936211271,0.42239657,0.00082667667
2310022B05Rik,3.2492523,3.8186164,0.0011570883810792048,0.023518127685021355,0.35,0.07282993245899295,0.52142763,0.047367983
Psat1,3.2368224,3.4174294,0.0012086860318737977,0.024437467025168507,0.35,0.06900618232498303,0.43392253,0.049599275
Cacng4,3.222417,2.7662861,0.0012711392078741295,0.025394431610095063,0.4,0.14294393024336205,0.63598204,0.12279188
Iqgap1,3.2218597,1.7315751,0.0012736147624780273,0.025408710418496634,0.525,0.4281170710788693,0.8105429,0.31928346
Gm4876,3.2214782,2.3743727,0.0012753111265617547,0.025421075645930526,0.45,0.22921059214523104,0.79119235,0.20912142
Chd7,3.2205884,1.7904034,0.0012792774239666204,0.025481233789461148,0.525,0.3238394739663367,0.8693023,0.33680215
Lifr,3.2106524,2.1648176,0.001324340399740968,0.026184714158233854,0.5,0.35811028124218275,0.8526522,0.26247242
Bach2,3.2092931,1.1043824,0.001330618161032809,0.026231628750514734,0.675,0.6158739234535253,1.2167599,0.74440646
Ppp6r3,3.2049313,0.99082047,0.0013509470542037638,0.02659336801938105,0.625,0.631419075867491,1.0136371,0.6330814
Zfp638,3.1961396,0.6656371,0.0013927974139592103,0.02731712884166714,0.725,0.777293356680842,1.4400011,1.1086872
Itpr3,3.192267,6.1813207,0.0014116086452443865,0.027605476199211547,0.3,0.010792266733373834,0.41224647,0.007005854
Nid1,3.1814995,5.8239393,0.001465147477910381,0.02848662281581182,0.3,0.011113890576421398,0.4937698,0.011208092
Eps15,3.178018,1.3497288,0.0014828552463312006,0.028810065414981458,0.6,0.5168852517599971,0.9568488,0.48805717
Hsp90aa1,3.1731284,0.79316753,0.0015080588208231755,0.029173175317148112,0.8,0.7952685559089447,1.5165583,1.1159211
Dclk2,3.1650698,1.1896714,0.0015504568364161412,0.0298002683794719,0.6,0.5663795876067612,0.97584355,0.5451444
Prima1,3.1648157,4.2649965,0.0015518123307734092,0.029805001663961047,0.325,0.047421648858235355,0.5598005,0.038283937
Arl6ip1,3.1626153,1.3325534,0.0015635882366341473,0.030009725655971098,0.6,0.5005181717471322,0.93694913,0.4801499
Shc4,3.1533246,3.641226,0.0016142214707034436,0.03071822302960448,0.35,0.0822999678376157,0.5923338,0.062762804
Sh3kbp1,3.1529238,1.075062,0.00161644029412137,0.030738677072216006,0.65,0.5743487117178286,1.0583432,0.6382148
Arhgap31,3.147985,2.0289197,0.001644000891716657,0.031174526436433713,0.45,0.20265875710252654,0.65482056,0.20425531
Fgd4,3.1463225,0.88292974,0.0016533755677848178,0.03133018441916647,0.65,0.6364935853911303,1.0485982,0.69572735
Cldn5,3.1382544,5.1235127,0.001699572809321098,0.03204738342909327,0.3,0.014544544902262087,0.518429,0.019301392
Adam23,3.121854,0.90504,0.0017971595418461814,0.03354006784525235,0.725,0.6686559696958868,1.2764349,0.86702615
Pld2,3.1218052,3.483666,0.0017974580460425522,0.03354006784525235,0.35,0.08959010828002716,0.47897586,0.05347057
Carmil1,3.1206903,1.2414705,0.0018042763180538578,0.033643931066000804,0.625,0.5490833720473144,1.0117444,0.5540668
Acss3,3.1181672,5.089693,0.001819795005614329,0.033862805956272175,0.3,0.018046671193224458,0.41124433,0.014827996
Gpm6b,3.1040359,0.6952933,0.001909002186573493,0.03540019927759127,0.875,0.8311117464174678,1.9063749,1.5124733
Nalcn,3.1023343,0.5911897,0.0019200108096720252,0.0355552656484406,0.775,0.744130364864382,1.4299444,1.1345758
Asap3,3.0901392,3.7993455,0.002000627815176897,0.03679457179589543,0.325,0.054282957509916734,0.44982943,0.03999013
Asrgl1,3.0770833,1.9421339,0.0020903680253579523,0.0381059625789472,0.475,0.2746667619626202,0.66475827,0.2196686
Prxl2a,3.0750003,2.0962958,0.0021050229725052424,0.03832111603740912,0.475,0.29775220669692315,0.7222784,0.22128893
Ankhd1,3.0745602,0.74013585,0.0021081311192538547,0.03835171508080642,0.7,0.6973162277096808,1.125717,0.8094694
Nsmf,3.0461507,1.8946117,0.0023179161171380165,0.04154930358071948,0.525,0.4252939284565629,0.8695342,0.31678298
Cpne2,3.039129,3.3036668,0.002372632270176712,0.04227627924379858,0.35,0.10023943108315764,0.46193957,0.057762112
2610035D17Rik,3.0362833,1.3436124,0.0023951431337296517,0.042620858280341546,0.575,0.5102740949862417,0.9306139,0.47328612
Atxn2,3.0097318,0.6816939,0.0026147854524335213,0.04547526544135192,0.725,0.7113962048386521,1.1816782,0.8791541
Grin3a,2.9993262,1.9979602,0.00270577373589629,0.046855978818565236,0.525,0.4012078762105564,1.162259,0.43829715
Elovl5,2.9943876,2.4960082,0.0027499634419137333,0.047518660890174924,0.425,0.2385376835936104,0.6484001,0.14992918
Dscaml1,2.982574,0.87678474,0.0028583560553840652,0.04907605572407018,0.725,0.7365900725440446,1.7021679,1.236312
