names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_HPF CR Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Stk39,-3.1748881,-0.6407856,0.0014989431041651862,0.016379260353362568,0.3013698630136986,0.6397085217890731,0.51064676,0.7124521
Ppp2r5e,-3.1753168,-0.69859964,0.0014967297845182165,0.0163617287672923,0.3424657534246575,0.6864455452652739,0.550185,0.78414834
Kras,-3.177308,-0.41779938,0.0014864903851619766,0.016263027951670322,0.1780821917808219,0.45965252351209707,0.27778277,0.3561
Mindy2,-3.1773443,-0.6034788,0.001486304135894946,0.016263027951670322,0.1780821917808219,0.45355014717495873,0.24839221,0.35656014
Cep89,-3.1780784,-1.3451688,0.0014825465016261084,0.016233098817723526,0.0547945205479452,0.28271950606648,0.06628869,0.16051923
Smc6,-3.1786816,-0.41189045,0.0014794650993279021,0.016205962991822555,0.1917808219178082,0.4859645344245818,0.31150782,0.39625514
Fam91a1,-3.1793284,-0.6287179,0.0014761675026521578,0.01617643588754628,0.0684931506849315,0.30192404336276835,0.13001086,0.19447546
Mkx,-3.1799242,-1.457008,0.0014731352636382466,0.01614979377150538,0.0547945205479452,0.2803144518630196,0.09043469,0.23099285
B230219D22Rik,-3.1811671,-0.65255654,0.0014668303923217095,0.016087237812932382,0.1232876712328767,0.37364491348984136,0.1813293,0.27194923
Nnat,-3.181247,-1.2737575,0.0014664256683112435,0.016087237812932382,0.1095890410958904,0.34309713547275467,0.15558596,0.34148562
Ctcf,-3.1830275,-0.2692192,0.001457437989639228,0.016003824594035987,0.1917808219178082,0.48269796826764305,0.32956412,0.38556594
Pik3c2a,-3.1844664,-0.5068685,0.0014502116011036752,0.015930983532974553,0.2328767123287671,0.5409936104530118,0.3572955,0.47638535
Ipmk,-3.184648,-1.365673,0.001449301530151236,0.01592749779761297,0.0410958904109589,0.2667097422643406,0.062514804,0.1537858
Hdac4,-3.1849678,-0.5581196,0.001447701083651106,0.015916419033430943,0.2465753424657534,0.559731495441166,0.39005604,0.5320411
Zkscan2,-3.1851714,-0.810553,0.0014466834660062365,0.015911741601141043,0.0958904109589041,0.3385383013855984,0.12509993,0.21003847
Rbbp7,-3.1856945,-0.63800734,0.001444069761564426,0.01588949815447835,0.1095890410958904,0.35673774140282866,0.17119746,0.2550897
Zdhhc8,-3.186145,-1.3159391,0.0014418225601073027,0.015871270868530612,0.0547945205479452,0.2835810180199584,0.06957687,0.1649975
Ddx39b,-3.1870754,-0.49832493,0.0014371933696783197,0.015826797476744446,0.136986301369863,0.3959724316174887,0.20479684,0.27842158
Eif4a2,-3.1878965,-0.30875355,0.001433118052609266,0.015788389534075842,0.2328767123287671,0.5411012994471965,0.42212036,0.5010927
Psma1,-3.188994,-0.6805838,0.001427688902474979,0.015735029044094618,0.1095890410958904,0.35630698542608946,0.15524752,0.23837405
Mcc,-3.1903238,-1.236334,0.0014211346191314344,0.01566921921053001,0.0821917808219178,0.3160671979323713,0.12868538,0.28032017
Celsr3,-3.1908252,-1.9610142,0.0014186705418063876,0.015648471863028587,0.0273972602739726,0.24933591786919376,0.034552775,0.12828529
Dnttip1,-3.1917846,-0.9147418,0.0014139676266898284,0.015603002106429441,0.0547945205479452,0.28541173092109984,0.09151308,0.16607685
Slc1a2,-3.1919954,-0.9753053,0.0014129363381964243,0.015598027694058308,0.4794520547945205,0.731387752171728,0.7858983,1.2084258
Atpif1,-3.1923878,-0.38230675,0.0014110178556249666,0.015583251040132697,0.1643835616438356,0.43395075023332613,0.30159503,0.37762973
Zfp523,-3.1927874,-0.7245951,0.0014090663146894373,0.015568096988365617,0.0684931506849315,0.3043290975662287,0.11225038,0.1792317
Lztfl1,-3.1930056,-0.5807898,0.001408002887036596,0.015562746842728644,0.1643835616438356,0.43926340727977603,0.2219366,0.31602263
Gopc,-3.1930344,-0.37679031,0.0014078611526066054,0.015562746842728644,0.1506849315068493,0.4213511379137052,0.24383414,0.30641413
Rbbp4,-3.1930926,-0.5677282,0.0014075777232106378,0.015562746842728644,0.1643835616438356,0.4377916576925838,0.23153725,0.32653987
Ubxn4,-3.1935287,-0.5812349,0.0014054536791188817,0.015553764562571806,0.2602739726027397,0.5815564649292843,0.39354038,0.54317427
Zfp800,-3.1942263,-0.48797402,0.001402061354829456,0.015522615823760808,0.1232876712328767,0.37823964390839254,0.19464545,0.2634131
Epb41l3,-3.194437,-0.7120868,0.001401038076006744,0.0155176805862742,0.2876712328767123,0.6267858424868978,0.5091545,0.7359931
Hecw1,-3.1944952,-0.8370381,0.0014007559134047753,0.0155176805862742,0.4520547945205479,0.7153061957067988,0.8089347,1.1709203
Sertm1,-3.194866,-3.7253172,0.0013989583582379199,0.01550743031594592,0.0136986301369863,0.2317826118170723,0.011487072,0.14219828
H2aj,-3.1961958,-1.5964816,0.0013925258024955487,0.015442496208442177,0.0410958904109589,0.26574054131667746,0.07235197,0.2044952
Trim37,-3.1975112,-0.49129894,0.0013861903872792423,0.015378586171012898,0.273972602739726,0.6027353004522937,0.4544408,0.59260446
Slc38a9,-3.198296,-0.4970025,0.0013824228125927653,0.01534312307904486,0.2465753424657534,0.5711465288247541,0.40212646,0.5297948
Thada,-3.1994805,-0.49055228,0.0013767544446857674,0.015286525590374616,0.2602739726027397,0.584284586115299,0.41718414,0.54657936
Lrig2,-3.2004616,-0.46748146,0.0013720760211332003,0.015240877506345223,0.2328767123287671,0.5574341302318903,0.3852575,0.50068814
Zfp942,-3.200738,-0.85075384,0.0013707617786031798,0.015232576092252871,0.0821917808219178,0.32242084858927417,0.11730385,0.20249888
Apba1,-3.2008686,-0.80482465,0.001370139648003382,0.015231962077720674,0.410958904109589,0.7301313805729055,0.71069473,1.0327526
Gm27032,-3.201123,-2.023256,0.0013689306950699586,0.01522482109955703,0.0273972602739726,0.25052049680522653,0.035283923,0.13626835
Sptbn4,-3.2011883,-0.68486184,0.0013686199805270562,0.01522482109955703,0.3150684931506849,0.6384521501902506,0.5148063,0.7335157
Rangap1,-3.202206,-0.8070427,0.0013637950116292268,0.015180270075591269,0.1095890410958904,0.3582094909900208,0.15303288,0.25411767
Stx16,-3.2025764,-0.6103177,0.0013620412467325316,0.015167032034688407,0.2054794520547945,0.4941488979826262,0.2738821,0.39269546
Utp20,-3.2027364,-0.74147713,0.0013612853631199218,0.015164899546862478,0.0821917808219178,0.3220259889439299,0.12130399,0.19525495
Tmem259,-3.203107,-1.5021039,0.0013595345754293347,0.01515167732965003,0.0547945205479452,0.2835810180199584,0.06735816,0.18012607
Pkd1,-3.2037392,-0.5426935,0.0013565527306224413,0.01512471861901452,0.2602739726027397,0.5969200947663149,0.4294308,0.5773667
Kif17,-3.2037683,-26.80216,0.0013564157794805872,0.01512471861901452,0.0,0.21677794529399094,0.0,0.11066309
Golga5,-3.2043278,-0.8267779,0.0013537819545252929,0.015106362590570856,0.0821917808219178,0.3218824036183502,0.12046268,0.2046291
Fam168b,-3.2050765,-0.29832146,0.0013502661620238452,0.015073390849015673,0.0958904109589041,0.3432048244669395,0.19111937,0.23030344
Habp4,-3.2058976,-0.635367,0.001346418720996636,0.015036687877464507,0.0958904109589041,0.3406920812692943,0.14804861,0.22143368
Rhot1,-3.2067115,-0.29944032,0.0013426153101392896,0.015000446313281792,0.2191780821917808,0.5277837604996769,0.37195468,0.44115207
Cntnap1,-3.2081215,-3.0062592,0.0013360507049999127,0.014933312164454099,0.0136986301369863,0.23357742838681886,0.018348478,0.13870656
Cox7b,-3.2086592,-0.35734782,0.0013335544921558816,0.014911614317198727,0.1643835616438356,0.4378993466867686,0.30913273,0.3812118
Hnrnpk,-3.2110574,-0.49033943,0.0013224750268664074,0.014793881753497239,0.1780821917808219,0.45520137841912556,0.28217345,0.3770443
Tmem19,-3.2112682,-0.9049113,0.0013215054481984176,0.014789192583544972,0.0547945205479452,0.2866322061885275,0.09549928,0.17196168
Entr1,-3.211508,-0.53476065,0.001320402932446988,0.014783011164521069,0.0821917808219178,0.3234977385311221,0.13915886,0.19581419
Efcab6,-3.2132885,-2.61292,0.0013122440927644304,0.014697790234506146,0.0273972602739726,0.24958719218895828,0.02705802,0.15510815
Gm16083,-3.2143133,-1.1696683,0.0013075697145062285,0.014651542213837514,0.0547945205479452,0.28688348050829204,0.09384317,0.19994241
Elmo2,-3.2152216,-1.0300004,0.001303438616838902,0.014611345696479474,0.0547945205479452,0.28573479790365425,0.08904113,0.17409153
Bbof1,-3.215447,-0.60078,0.001302415970347557,0.014605975427061291,0.1232876712328767,0.3815062100653313,0.16918798,0.24651851
Gabrb3,-3.215556,-0.6599443,0.0013019214072822194,0.014605975427061291,0.7397260273972602,0.8227080192404336,1.5924531,1.9722707
Axin1,-3.215803,-0.6223948,0.0013008010392765714,0.01460005176497973,0.1095890410958904,0.36233756910043796,0.16272303,0.24061719
Inka2,-3.2159555,-1.909251,0.0013001094918670933,0.014598387817162056,0.0410958904109589,0.26735587622944934,0.046002455,0.16282247
Golga2,-3.2166243,-2.8028445,0.001297083853190865,0.014570502982959258,0.0136986301369863,0.23425945868332257,0.0202249,0.13327934
Map2k1,-3.216813,-0.46983862,0.0012962299599814358,0.014567000846800996,0.2191780821917808,0.5213942135113792,0.34742466,0.4544666
Ctxnd1,-3.216922,-1.8062248,0.0012957375653184816,0.014567000846800996,0.0273972602739726,0.25181276473544406,0.07264593,0.23389955
Meaf6,-3.217111,-0.7552929,0.0012948844901700797,0.014564062892787794,0.0684931506849315,0.30551367650226147,0.11596199,0.18858701
Wdr26,-3.2194657,-0.49673164,0.0012842972517856277,0.014451033147185852,0.2876712328767123,0.6347548280565726,0.48973042,0.6374163
Memo1,-3.2200544,-0.6663196,0.0012816629563641914,0.014427433446797581,0.2876712328767123,0.6327446334984564,0.46097553,0.6572054
Secisbp2l,-3.2213335,-0.55963457,0.0012759562394075606,0.014369213810930911,0.2054794520547945,0.49070285016871273,0.30031133,0.41625795
Ankrd13b,-3.2219293,-0.9079155,0.001273305446343369,0.014345374148111665,0.0410958904109589,0.26979682676430466,0.08352422,0.15139024
Mdn1,-3.225483,-0.47814158,0.0012576029379522352,0.014180357088869727,0.2328767123287671,0.5431473903367076,0.35826313,0.47009107
Nubpl,-3.2255194,-27.032862,0.0012574433080555303,0.014180357088869727,0.0,0.21824969488118315,0.0,0.12866585
Plpbp,-3.2259555,-1.3696507,0.0012555292079668055,0.014168865946269663,0.0410958904109589,0.26961734510733004,0.06358738,0.15670604
Zfp266,-3.227547,-0.2923971,0.0012485655497560641,0.014102125398043482,0.1506849315068493,0.4222126498671836,0.25276378,0.30172548
Capn15,-3.2275832,-0.68032205,0.0012484069793488994,0.014102125398043482,0.136986301369863,0.3982339004953694,0.17681351,0.26997945
Psma6,-3.227961,-2.277148,0.001246758949113603,0.014093568768482336,0.0273972602739726,0.25077177112499105,0.03675393,0.16675717
Dlst,-3.228557,-0.5838095,0.0012441642134716098,0.014076081017255644,0.1095890410958904,0.3637016296934453,0.1652882,0.23853175
Dzank1,-3.2286806,-0.5217603,0.0012436269049215184,0.014075928784853075,0.2054794520547945,0.5068561992964319,0.32100105,0.43400443
Mllt11,-3.2288187,-0.27496183,0.001243026637175862,0.01407506352335247,0.1232876712328767,0.381147246751382,0.24533701,0.29000342
Afap1,-3.2308464,-3.3970132,0.001234242933379381,0.01398149562390555,0.0136986301369863,0.23461842199727187,0.016854323,0.16471046
Snapc1,-3.2318492,-1.27587,0.0012299195263670475,0.013938396319478097,0.0547945205479452,0.2872783401536363,0.07589945,0.17474365
Arpc5,-3.2320526,-0.81806743,0.0012290440219556407,0.013934351421919016,0.0958904109589041,0.33993825831000074,0.14686926,0.2460137
Usp40,-3.2326849,-0.28345346,0.0012263273759350014,0.013909420258072387,0.1917808219178082,0.49260535573264413,0.33024982,0.38952094
Gmpr,-3.2328665,-1.967583,0.0012255477569471874,0.013906447731913399,0.0273972602739726,0.2523153133749731,0.0401328,0.14855498
Tmem229b,-3.233477,-26.9245,0.001222931588887302,0.013882624331813182,0.0,0.21878813985210713,0.0,0.11989131
Arl5a,-3.2351995,-0.72173625,0.0012155780389504333,0.013804979673118403,0.0821917808219178,0.3231028788857779,0.13267614,0.21024783
Rnf185,-3.2353592,-2.1177726,0.0012148975066518192,0.013803084991008196,0.0136986301369863,0.2358030009333046,0.032991998,0.13591218
Supt6,-3.2361586,-0.2669699,0.0012115001207996742,0.01377030805663589,0.1780821917808219,0.46719075310503266,0.31730083,0.37109694
Arid4a,-3.2370527,-0.44581428,0.001207711619755043,0.013733055955487941,0.2191780821917808,0.5264914925694594,0.3498506,0.4514048
C130073E24Rik,-3.2376702,-1.4682016,0.0012050999476636666,0.01370915986186398,0.1095890410958904,0.34431761074018236,0.1673076,0.40804714
Sf3b3,-3.237961,-0.44043466,0.0012038727316369142,0.01370099970312744,0.136986301369863,0.40390552085576853,0.2142213,0.280798
Asb7,-3.2384043,-0.51383334,0.0012020034497791118,0.013685522328629126,0.0821917808219178,0.3263335487113217,0.14541997,0.20170988
Slc25a23,-3.2400322,-0.45356166,0.0011951621789067664,0.013613398790684532,0.2191780821917808,0.5234044080694953,0.3335308,0.4331691
Drg1,-3.2408025,-0.5953411,0.0011919373468861358,0.013582424304847527,0.1506849315068493,0.4209921745997559,0.2100937,0.30248854
Yy1,-3.2408607,-0.3769264,0.0011916942898891737,0.013582424304847527,0.1095890410958904,0.362301672769043,0.1953375,0.24696094
Anxa6,-3.2414494,-0.6806243,0.00118923591548474,0.013563144757671886,0.0958904109589041,0.3441740254146026,0.14446098,0.22242938
6430548M08Rik,-3.2438185,-1.7333965,0.0011793890201569914,0.013456553278818837,0.0410958904109589,0.2700481010840692,0.053356033,0.1674046
Jph3,-3.244487,-1.2232288,0.0011766238032534706,0.013430705859567016,0.0547945205479452,0.2886782970780386,0.077385396,0.17214106
Fbxw2,-3.2454317,-0.39105877,0.0011727266441968428,0.013391910297309462,0.1232876712328767,0.3824754110129945,0.20306203,0.25870368
Cep295,-3.2457297,-0.62882453,0.0011715000165232552,0.01338359074999144,0.1506849315068493,0.4175820231172374,0.2013858,0.29637542
Inpp5b,-3.2460568,-0.66749847,0.0011701550826699314,0.013373911982705681,0.1232876712328767,0.3826548926699691,0.16555357,0.25151363
Mthfd1,-3.2461586,-0.6496943,0.0011697369498983436,0.013373911982705681,0.0958904109589041,0.3457534639959796,0.14407955,0.21763419
Map3k4,-3.2462747,-0.59338796,0.0011692592529420759,0.013373911982705681,0.1506849315068493,0.42081269294278123,0.21078984,0.30309403
Htr2c,-3.246529,-1.3864543,0.001168214919282561,0.013368796797752304,0.1095890410958904,0.34625601263550865,0.17867146,0.41306287
Zfp664,-3.2470524,-0.5020315,0.001166069285673751,0.013349928294015205,0.0821917808219178,0.3271232680020102,0.14564663,0.20052397
Palmd,-3.2484696,-0.87981707,0.0011602764694407458,0.013289270560048099,0.0958904109589041,0.34273817215880537,0.14279462,0.2487715
Lmtk2,-3.249,-0.6239096,0.0011581147270448937,0.013270167469380083,0.2602739726027397,0.5852537870629622,0.4132807,0.5814661
Gripap1,-3.249385,-0.41682765,0.0011565475758037636,0.013257864062221472,0.1780821917808219,0.46762150908177186,0.27969837,0.35826358
Pik3c3,-3.2499738,-0.92650247,0.0011541562818690794,0.013236098716953549,0.0821917808219178,0.32525665876947374,0.115972504,0.21003032
Luc7l2,-3.2500103,-0.88826746,0.0011540088209832473,0.013236098716953549,0.6027397260273972,0.8582453873214158,1.2826958,1.7620186
Rad17,-3.2504172,-0.63163817,0.0011523584483009214,0.013226771254098999,0.1095890410958904,0.36452724531552877,0.16405286,0.24389382
Arih2,-3.2513547,-0.71897835,0.0011485649940106376,0.013188863841481125,0.1643835616438356,0.43585325579725753,0.2060835,0.31969017
Kif21b,-3.2514417,-1.0605681,0.0011482127019682151,0.013188863841481125,0.0684931506849315,0.306267499461555,0.10170395,0.20154558
Gm36975,-3.251856,-1.4501296,0.0011465406782939472,0.013176881105970213,0.0410958904109589,0.2715916433340513,0.064054124,0.16614453
Gm30092,-3.2521613,-3.893025,0.0011453101012412767,0.01316837074041639,0.0136986301369863,0.23526455596238063,0.0132587785,0.18089655
Cul2,-3.252619,-0.4300365,0.001143466524547863,0.013152802018236763,0.1643835616438356,0.44777083782037475,0.25568733,0.3311184
Nell1,-3.252939,-0.9989659,0.0011421805744800653,0.013143636846372314,0.2602739726027397,0.5050613827266853,0.46470883,0.78035814
Aifm1,-3.2533386,-0.81892335,0.001140575016768287,0.01313078436185256,0.0684931506849315,0.30702132242084856,0.11231807,0.190368
Eif4g2,-3.2539854,-0.5122675,0.001137981351232146,0.013106540466184211,0.1917808219178082,0.47806734151769686,0.30467284,0.41079623
Wdfy1,-3.2540727,-0.66076094,0.0011376320609334683,0.013106540466184211,0.0821917808219178,0.3268719936822457,0.13603887,0.2073243
mt-Nd2,-3.2543414,-0.44327584,0.0011365557062968077,0.013101352135647887,0.1643835616438356,0.4380788283437433,0.37703773,0.48407945
Clmn,-3.2549446,-0.8002049,0.0011341446046601723,0.013079169754171172,0.1232876712328767,0.37795247325723313,0.20230547,0.32962617
Sec23ip,-3.255366,-1.2107108,0.0011324625459744814,0.013065379394733498,0.0547945205479452,0.2892167420489626,0.07976601,0.17578565
Pfkl,-3.2565072,-2.0884733,0.001127920950622295,0.013018572140558878,0.0136986301369863,0.23720295785770695,0.035621617,0.1434321
Jak2,-3.2574375,-0.51856655,0.0011242307151109352,0.012981555356695672,0.1506849315068493,0.423038265489267,0.23538977,0.32222685
Med15,-3.2582078,-0.45068353,0.0011211831915295277,0.012951931365605506,0.1643835616438356,0.44231459544834517,0.24300842,0.31914234
Tnks,-3.260228,-0.7522916,0.0011132268757275605,0.012865551032601957,0.2876712328767123,0.636657333620504,0.4357422,0.65227455
Rapgef6,-3.2603805,-0.81117785,0.001112627984839795,0.012864162630226028,0.3835616438356164,0.7179266278986287,0.6526266,0.96137303
Ahcyl2,-3.2622337,-0.92796123,0.0011053794714349988,0.01279136365092955,0.4657534246575342,0.7479000646133965,0.81332207,1.2203817
Rap2b,-3.2631276,-0.7476664,0.0011018987633755243,0.012756578962473217,0.0547945205479452,0.2902218393280207,0.11290224,0.18289396
Psmd13,-3.2637308,-0.7947726,0.0010995557231807966,0.012734940638736208,0.0821917808219178,0.3256156220834231,0.12476346,0.20743792
Aig1,-3.2637672,-0.71372664,0.001099414723421537,0.012734940638736208,0.3150684931506849,0.6782611817072295,0.57254046,0.818617
Dctn2,-3.2652206,-0.89955455,0.0010937884249064438,0.012679074623484101,0.0684931506849315,0.30788283437432695,0.10955797,0.19556311
Ptges3,-3.2656422,-0.55086946,0.0010921617861217865,0.012665682862793442,0.1232876712328767,0.37910115586187093,0.20203778,0.28367215
Xrn2,-3.2658455,-0.529264,0.0010913773132136026,0.012662050261679403,0.2191780821917808,0.5256299806159811,0.32654396,0.44296443
Usp8,-3.2664852,-0.43417528,0.0010889152182475728,0.012638942511581978,0.1780821917808219,0.4636729126283294,0.2731007,0.3536815
Sipa1l2,-3.2680767,-1.4329447,0.0010828102418533063,0.012573513914692455,0.0547945205479452,0.28896546772919807,0.08925918,0.22480677
Fth1,-3.2681348,-0.5280113,0.0010825878295254588,0.012573513914692455,0.273972602739726,0.5809103309641754,0.5612155,0.73500675
Arpc3,-3.2686872,-1.1763428,0.0010804770188639619,0.01255727400383852,0.0410958904109589,0.2723095699619499,0.08525136,0.18325621
Faf2,-3.2692103,-0.6078977,0.0010784808156011098,0.01253949784301247,0.1506849315068493,0.41908966903582456,0.20602947,0.29912925
Agfg2,-3.2713978,-0.37352622,0.001070172461874438,0.012448283138773225,0.1095890410958904,0.36625026922248544,0.19643143,0.24779198
Mast2,-3.2715504,-0.7713302,0.0010695950245234564,0.012446954659569196,0.3013698630136986,0.6464929284227152,0.4922294,0.735001
Exosc10,-3.2726333,-0.76896286,0.001065506239116706,0.01240474551346009,0.0684931506849315,0.30949816928709883,0.11420285,0.18743746
Snf8,-3.2729385,-1.5912858,0.0010643563107241138,0.012396729115369284,0.0410958904109589,0.27144805800847155,0.061277304,0.17430097
Rprd2,-3.273469,-0.57470995,0.001062360357213623,0.01238421813376575,0.2191780821917808,0.5331682102089167,0.3195154,0.44512874
Ddb2,-3.2739558,-0.62511986,0.0010605315027366793,0.012368264530613965,0.0684931506849315,0.31025199224639244,0.13279068,0.19805501
Dazap1,-3.2745736,-0.7602943,0.0010582155058284852,0.012346613391928527,0.0958904109589041,0.34474836671692155,0.13747399,0.22284295
Cltc,-3.2746463,-0.7996343,0.0010579433434515135,0.012346613391928527,0.3287671232876712,0.6899992820733721,0.5185374,0.780654
Nectin3,-3.2752132,-1.0838751,0.0010558226984244182,0.01232940282775494,0.1643835616438356,0.41567951755330607,0.22600007,0.4301644
Gm10033,-3.2760997,-2.4609327,0.001052513677168623,0.012296105437183,0.0273972602739726,0.2545049895900639,0.029690756,0.15351033
Hnrnpll,-3.2772117,-0.5210593,0.0010483774014426878,0.012253110385717712,0.2191780821917808,0.5244095053485534,0.34497446,0.464463
Reep2,-3.277597,-1.064949,0.0010469480848990821,0.012241729782958372,0.0547945205479452,0.2908320769617345,0.088513285,0.17699154
Kif3c,-3.278658,-0.36426726,0.0010430200418404222,0.012201109501198147,0.1917808219178082,0.48768755833153854,0.31171092,0.3858173
Paqr8,-3.2789993,-1.625705,0.0010417584393337593,0.012191659087499179,0.0547945205479452,0.28720654749084645,0.07835207,0.22435409
Klhl7,-3.2796972,-0.6557166,0.0010391859356268672,0.012166852326925456,0.273972602739726,0.6197860578648862,0.44866404,0.6376473
Rnf20,-3.2797625,-0.74069667,0.0010389450650304575,0.012166852326925456,0.136986301369863,0.40175174097207267,0.17654172,0.27963
Napa,-3.2808235,-2.7907343,0.0010350448187039522,0.012128937757773744,0.0136986301369863,0.2386388111135042,0.022729324,0.14763026
Lin52,-3.283447,-0.46877658,0.0010254591557489199,0.012021853191524205,0.1780821917808219,0.46894967334338433,0.2799758,0.36959347
Snx25,-3.2839267,-0.5469121,0.001023715560961365,0.0120066508612099,0.1643835616438356,0.4436068633785627,0.26085395,0.36145777
Ube3a,-3.2859397,-0.8906491,0.0010164276284409897,0.011926380076947333,0.410958904109589,0.7606073659272022,0.72537464,1.0903997
Cacna1h,-3.286027,-2.2037814,0.0010161129936630312,0.011926380076947333,0.0136986301369863,0.23928494507861298,0.03131285,0.13674517
Entpd6,-3.2861068,-1.1679965,0.00101582465764554,0.011926380076947333,0.0684931506849315,0.3082776940196712,0.09080068,0.1935736
Ncapd3,-3.2862303,-0.62479657,0.0010153791963941272,0.011926380076947333,0.1232876712328767,0.38847009835594803,0.1744552,0.25766137
Atp11a,-3.2863176,-0.8556861,0.001015064862028036,0.011926380076947333,0.1095890410958904,0.3630913920597315,0.14368363,0.24656314
Cplx1,-3.2866302,-1.186665,0.0010139392367108568,0.011923215444385436,0.0958904109589041,0.3406920812692943,0.1210732,0.2569429
Bfar,-3.2888975,-0.9527142,0.001005806449899308,0.011832758016109635,0.0821917808219178,0.32820015794385815,0.11407365,0.21016158
Ugp2,-3.288912,-0.7379162,0.0010057545119908171,0.011832758016109635,0.1095890410958904,0.36169143513532914,0.18202353,0.28739977
Med6,-3.2891154,-2.0378008,0.0010050276419096675,0.011832758016109635,0.0273972602739726,0.2562639098284155,0.037184782,0.14458713
Dmtf1,-3.290758,-0.40747786,0.000999178540519441,0.011770244359385085,0.1780821917808219,0.470134252279417,0.29037085,0.36941153
Vps8,-3.2908306,-0.41071412,0.0009989204602428216,0.011770244359385085,0.2191780821917808,0.5335989661856558,0.36935848,0.46622092
Pfkfb2,-3.2930543,-1.2366997,0.0009910529773091178,0.011684771171696355,0.0547945205479452,0.2920884485605571,0.07659387,0.17192836
Fam171a2,-3.2932143,-1.9639,0.0009904895577202875,0.01168325479189821,0.0273972602739726,0.256551080479575,0.039654024,0.14652562
Zfp804b,-3.2945223,-1.2301381,0.0009858908882671533,0.011634118650741506,0.2328767123287671,0.4678368870701414,0.3611092,0.7032321
Ttc13,-3.2948568,-0.6897074,0.0009847188484986165,0.01162539343548235,0.136986301369863,0.4071720870127073,0.17975856,0.2758398
Minpp1,-3.2949367,-1.0711946,0.0009844387693257347,0.01162539343548235,0.0547945205479452,0.29133462560126355,0.088876836,0.17839366
Gpatch2,-3.294973,-0.47079188,0.000984311484996201,0.01162539343548235,0.2054794520547945,0.5076459185871204,0.3217096,0.42259464
A830036E02Rik,-3.2950165,-27.265144,0.0009841587639155156,0.01162539343548235,0.0,0.22295211429391917,0.0,0.14953765
Fbxo7,-3.2971313,-2.9419053,0.0009767780742131445,0.011551948439307744,0.0136986301369863,0.23960801206116736,0.02286722,0.16359875
Rhoa,-3.2973785,-0.51875156,0.000975919077872806,0.011546871696363847,0.136986301369863,0.4057003374255151,0.22633684,0.3103533
Ubap2l,-3.2974439,-0.630776,0.0009756918136102554,0.011546871696363847,0.2876712328767123,0.626139708521789,0.44781208,0.62843114
Pinx1,-3.297742,-2.9597638,0.0009746571186704044,0.011542105235202188,0.0136986301369863,0.23982339004953693,0.018342786,0.13455111
Mcm3ap,-3.2982724,-1.0626575,0.0009728173717392849,0.01152539805054435,0.0684931506849315,0.30913920597314953,0.09591651,0.19084466
Rcor1,-3.2983015,-0.44940025,0.0009727166566818767,0.01152539805054435,0.1917808219178082,0.4923899777442745,0.31207794,0.40554526
Klhl12,-3.2983305,-0.698484,0.0009726159512804653,0.01152539805054435,0.0958904109589041,0.3474405915715414,0.1472508,0.22908506
Plekhm3,-3.298861,-0.54861474,0.0009707797728445161,0.011516491168358565,0.2328767123287671,0.5608083853830138,0.3712519,0.5053384
Sanbr,-3.2999148,-0.60753435,0.0009671420864717341,0.011478404533346068,0.2328767123287671,0.5582956421853686,0.36613348,0.5150239
Zmym3,-3.2999656,-1.1806654,0.0009669667938602524,0.011478404533346068,0.0547945205479452,0.29273458252566587,0.07852061,0.1698829
Sntg2,-3.3008087,-2.5792637,0.0009640662254363698,0.01145201568411815,0.0136986301369863,0.24025414602627612,0.028892295,0.16142882
Eno1,-3.301499,-1.48376,0.0009616967641399443,0.011428921739248254,0.0273972602739726,0.2573766961016584,0.06883099,0.1817247
Tyro3,-3.301826,-2.4613032,0.0009605762713149814,0.011420656818687413,0.0136986301369863,0.24025414602627612,0.028094824,0.14575817
Pcmt1,-3.3024945,-0.5509373,0.0009582892479914844,0.011398509116215665,0.2465753424657534,0.5770694235049177,0.39366224,0.53458256
9530052E02Rik,-3.303105,-1.5814211,0.0009562055018698196,0.01137876077734369,0.0410958904109589,0.27496589848517483,0.05791527,0.16418883
Manba,-3.3039117,-3.7721255,0.0009534584169455758,0.011351097768421631,0.0136986301369863,0.23917725608442816,0.011848982,0.1508713
Frmd3,-3.3041298,-0.79590225,0.0009527172174117265,0.01134730125525403,0.1095890410958904,0.367542537152703,0.17080198,0.2801813
Bhlhb9,-3.3049147,-0.77645797,0.000950053315957427,0.011320590953337501,0.0821917808219178,0.33038983415894896,0.13053694,0.21418291
Gpr155,-3.3053725,-0.6075959,0.0009485025614065815,0.011307126807894786,0.1506849315068493,0.4260894536578362,0.22424105,0.32427064
Gm32014,-3.3058813,-2.0864434,0.000946782250999936,0.01129162853278663,0.0273972602739726,0.257592074090028,0.038438167,0.15394351
Atl2,-3.3058884,-0.641991,0.0009467576960901847,0.01129162853278663,0.136986301369863,0.4043003805011128,0.1939244,0.28814417
Metap1,-3.3077126,-1.4505475,0.0009406130367198164,0.011228019678659025,0.0410958904109589,0.27514538014214945,0.06270745,0.16286254
Tent4a,-3.3077853,-1.3032849,0.0009403689965592304,0.011228019678659025,0.0410958904109589,0.2747505204968052,0.06501139,0.15338364
Ap1s1,-3.3080614,-1.5535963,0.0009394421787915278,0.01122401571548615,0.0410958904109589,0.27381721588053703,0.066593274,0.1841028
