names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_IC Six3 En2 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Ube2l3,-3.015344,-28.42425,0.002566880957873556,0.04829978385018379,0.0,0.42236870387619113,0.0,0.30763698
C1ql3,-3.0158854,-2.136425,0.0025623006510169044,0.04824738506855236,0.058823529411764705,0.5094217955147955,0.16985548,0.5955233
Pde7b,-3.016367,-29.209784,0.0025582355430823637,0.04820462064700078,0.0,0.42251200114637816,0.0,0.48298037
Adgrb3,-3.0165625,-1.4386334,0.002556585778380183,0.04820462064700078,0.7058823529411765,0.9362327147667837,2.2938437,3.225251
Slc8a3,-3.0166225,-28.738516,0.0025560783542519115,0.04820462064700078,0.0,0.4225478254639249,0.0,0.3700956
Jak2,-3.0168784,-28.502008,0.00255392282908176,0.04820462064700078,0.0,0.42258364978147167,0.0,0.32219598
Bclaf1,-3.01742,-1.2344487,0.002549363674176848,0.04817257519348235,0.17647058823529413,0.7155549186787992,0.46056485,0.8655763
Atg4c,-3.0175402,-2.231135,0.002548351540019974,0.04817257519348235,0.058823529411764705,0.5091710252919682,0.105717465,0.42103156
Il1rapl2,-3.0176756,-2.781392,0.0025472133283841888,0.04817257519348235,0.058823529411764705,0.5037973776599556,0.16491736,0.8032053
Micu2,-3.0183074,-1.8793118,0.0025419078192679815,0.04813323685957059,0.058823529411764705,0.5108547682166654,0.13535628,0.42739123
Mta3,-3.0184731,-1.6736377,0.002540519952338358,0.04813323685957059,0.058823529411764705,0.5113921329798667,0.15413105,0.42632914
Cntnap5c,-3.0186236,-2.708767,0.0025392588565847506,0.04813323685957059,0.058823529411764705,0.5085978362112201,0.15962754,0.7568236
Mbnl1,-3.0186536,-1.198508,0.002539006706150459,0.04813323685957059,0.17647058823529413,0.7073511499605932,0.4842743,0.887807
Tsga10,-3.0190446,-2.0207298,0.002535730833835844,0.04813323685957059,0.058823529411764705,0.5110338898043992,0.12903982,0.44398975
Htr4,-3.0196917,-29.012352,0.002530321527606678,0.04808326693549606,0.0,0.4229777172744859,0.0,0.43274817
Dcun1d1,-3.020459,-28.422997,0.002523919522628889,0.047995553837960545,0.0,0.42308519022712615,0.0,0.30740654
Snap91,-3.0211208,-1.5906057,0.0025184081332630267,0.04792466468893592,0.17647058823529413,0.7227197821881494,0.45990118,1.014727
Orc2,-3.0222492,-28.399061,0.00250903908914158,0.04778021284566567,0.0,0.4233359604499534,0.0,0.30304265
Ccni,-3.022505,-28.451193,0.0025069198767045707,0.047773714246136044,0.0,0.4233717847675002,0.0,0.3126171
Iws1,-3.0235279,-28.395754,0.002498459391270389,0.04764627668093354,0.0,0.4235150820376872,0.0,0.3024436
A330008L17Rik,-3.0240395,-28.929024,0.0024942389513801125,0.04759957430652246,0.0,0.4235867306727807,0.0,0.41283643
Osbpl10,-3.024551,-28.59886,0.002490025034714709,0.04755293012280329,0.0,0.4236583793078742,0.0,0.3411402
Pcdh19,-3.025273,-1.9487017,0.002484087063788282,0.04747327126884149,0.058823529411764705,0.5123235652360822,0.16543396,0.52737653
Tmtc1,-3.0254085,-2.1052055,0.0024829751376086117,0.04747327126884149,0.058823529411764705,0.5121086193308018,0.15330406,0.53815883
Wdr70,-3.0267324,-1.8823225,0.002472126940267371,0.047312002054832096,0.058823529411764705,0.5119653220606147,0.13535628,0.4281168
2610035D17Rik,-3.02759,-2.0017807,0.00246512342748886,0.047211594081700406,0.058823529411764705,0.511929497743068,0.1414015,0.47517714
Rps6ka2,-3.02762,-28.53032,0.002464878020205684,0.047211594081700406,0.0,0.42408827111843517,0.0,0.32763815
Phf6,-3.0291545,-28.40766,0.002452391851328207,0.04703481016787218,0.0,0.4243032170237157,0.0,0.30460373
Pcnx2,-3.02929,-1.88854,0.0024512929140837955,0.04703481016787218,0.058823529411764705,0.5130400515870173,0.15413105,0.48058262
Pip5k1b,-3.029621,-2.058576,0.0024486085198973957,0.04702938593970194,0.11764705882352941,0.5937522390198466,0.2566838,0.7970794
Gtf2h2,-3.0299218,-28.49156,0.0024461704962367116,0.04701616683396312,0.0,0.42441068997635595,0.0,0.32020563
Sdha,-3.0319529,-1.5922948,0.0024297718561666322,0.0467344092879008,0.058823529411764705,0.5133266461273913,0.16491736,0.4321902
Fyttd1,-3.031983,-1.5425361,0.0024295296714683073,0.0467344092879008,0.058823529411764705,0.5135415920326718,0.16543396,0.4213872
Ophn1,-3.0322087,-1.5616899,0.002427713990326159,0.0467344092879008,0.11764705882352941,0.605216020634807,0.2643961,0.6383765
Tango2,-3.0323288,-1.7610278,0.002426746134931321,0.0467344092879008,0.058823529411764705,0.5133266461273913,0.14999664,0.43729132
Pik3ca,-3.0323892,-1.8736231,0.0024262623396761177,0.0467344092879008,0.058823529411764705,0.5127176327290965,0.13535628,0.42602098
Rps6kb1,-3.032735,-1.4027503,0.0024234822296173466,0.0467344092879008,0.11764705882352941,0.6101239521387117,0.265345,0.5897169
Cnot6l,-3.0339386,-1.3300431,0.0024138349737896953,0.046628142160840484,0.11764705882352941,0.6125600057318908,0.28535295,0.604444
3110039M20Rik,-3.0361202,-1.6126175,0.002396438867324754,0.0463254045791483,0.058823529411764705,0.5143297270187003,0.16985548,0.44862005
Klhl22,-3.0365715,-28.377003,0.002392854032607336,0.04628940810378626,0.0,0.42534212223257145,0.0,0.29906815
Exoc4,-3.0369174,-2.178832,0.002390108984563214,0.04626961701384262,0.23529411764705882,0.842767070287311,0.6438166,1.6276661
Zc3h14,-3.0376697,-1.6510994,0.002384151431524256,0.046187562339622755,0.058823529411764705,0.5141506054309666,0.15096632,0.41330385
Rbm26,-3.03782,-1.5095558,0.0023829615534931375,0.046187562339622755,0.17647058823529413,0.718026796589525,0.40751973,0.88887906
Sacs,-3.0379705,-2.29141,0.002381772219137031,0.046187562339622755,0.058823529411764705,0.512216092283442,0.105717465,0.43558553
Gpr155,-3.0386174,-28.512514,0.0023766642712835153,0.04614231861950004,0.0,0.42562871677294545,0.0,0.32420656
Cdk14,-3.0396705,-2.0438259,0.0023683704554236045,0.04601454384470879,0.23529411764705882,0.8085190227126173,0.6630906,1.584976
Zmat4,-3.0398962,-2.0817232,0.002366596660340992,0.046013351854820875,0.11764705882352941,0.601454467292398,0.28234386,0.8675177
Cnot3,-3.0398962,-28.430494,0.002366596660340992,0.046013351854820875,0.0,0.4258078383606792,0.0,0.30878493
Ociad1,-3.0399263,-1.7846966,0.0023663602462524677,0.046013351854820875,0.058823529411764705,0.5131475245396575,0.14999664,0.44313407
Ppp4r3a,-3.0399563,-1.6761843,0.0023661238537871763,0.046013351854820875,0.058823529411764705,0.5144730242888873,0.15330406,0.42492878
Slc44a5,-3.040829,-1.8748138,0.002359277870476565,0.04600420637133911,0.11764705882352941,0.6098731819158845,0.2949838,0.81463516
Ppp2r2b,-3.040829,-2.235707,0.002359277870476565,0.04600420637133911,0.23529411764705882,0.7698287597621265,0.59612864,1.5767045
B830012L14Rik,-3.0424387,-1.8379623,0.0023466957830583835,0.04582537477527527,0.11764705882352941,0.6143870459267751,0.28866032,0.7867957
Fmnl2,-3.0426042,-1.5818268,0.00234540578653568,0.04582537477527527,0.17647058823529413,0.7189224045281938,0.4443108,0.98380035
Usf3,-3.0429652,-28.418055,0.0023425935022769215,0.04581185400740966,0.0,0.4262377301712402,0.0,0.30650175
Ogfod1,-3.0429652,-28.405365,0.0023425935022769215,0.04581185400740966,0.0,0.4262377301712402,0.0,0.30418673
Usp32,-3.044244,-1.3356792,0.0023326581450708326,0.04568405565455778,0.17647058823529413,0.7196747151966755,0.46792752,0.9186847
Metap2,-3.0444999,-1.5652868,0.0023306757101702693,0.04567852394768427,0.058823529411764705,0.5153328079100093,0.16491736,0.42566094
Vamp4,-3.0473132,-28.458893,0.0023089705295284276,0.04528615921783127,0.0,0.426846743569535,0.0,0.31405193
Slc22a17,-3.0476742,-1.832364,0.002306198283494176,0.045264826791445216,0.058823529411764705,0.5137923622554991,0.15083595,0.45728904
Arpp21,-3.0505176,-2.1615264,0.0022844731522452958,0.044871194152654316,0.29411764705882354,0.7996704162785699,0.82193017,1.9026545
Pard3,-3.050653,-1.6930114,0.002283443313661756,0.044871194152654316,0.11764705882352941,0.6109837357598338,0.27675778,0.7084975
Tspan13,-3.0512848,-1.469357,0.0022786430210660863,0.04482220935288853,0.11764705882352941,0.6127749516371713,0.29889527,0.675305
Cbx6,-3.0514052,-28.527014,0.0022777297284086798,0.04482220935288853,0.0,0.427419932650283,0.0,0.32699996
Ubxn7,-3.0514052,-28.48256,0.0022777297284086798,0.04482220935288853,0.0,0.427419932650283,0.0,0.31849986
Rapgef5,-3.0514202,-1.7811784,0.0022776155904078344,0.04482220935288853,0.17647058823529413,0.7171670129684029,0.47128233,1.12144
Runx2,-3.051676,-2.1321511,0.002275676045873914,0.04482220935288853,0.058823529411764705,0.5164433617539586,0.15962754,0.564577
Cdin1,-3.0521724,-28.52836,0.0022719153663600614,0.04482220935288853,0.0,0.42752740560292324,0.0,0.3272601
Elapor1,-3.0544894,-1.836697,0.0022544406945999773,0.04454178048816279,0.058823529411764705,0.5166941319767858,0.14999664,0.45618674
Galnt1,-3.0554972,-28.585972,0.002246876591630794,0.044424999276761905,0.0,0.42799312173103105,0.0,0.33856565
Mdm4,-3.055783,-1.293316,0.002244735783711613,0.04441535383529532,0.11764705882352941,0.6166439779322204,0.2863226,0.5947238
Dip2b,-3.0562494,-1.3618193,0.002241246898585492,0.04437900085850565,0.17647058823529413,0.7181342695421652,0.44086826,0.88540727
Amy1,-3.0578892,-1.8017269,0.002229018941307473,0.044169424006586876,0.058823529411764705,0.517374794010174,0.15330406,0.4559177
Rb1cc1,-3.05819,-1.4743713,0.002226781928376716,0.04415766082323421,0.17647058823529413,0.7259797950849036,0.4319491,0.91675913
Kcnh1,-3.0590026,-2.104559,0.0022207522658322654,0.04407061549698151,0.058823529411764705,0.517374794010174,0.14999664,0.52826077
Dnajb14,-3.0590777,-28.498894,0.002220194721270085,0.04407061549698151,0.0,0.4284946621766855,0.0,0.32160017
Dcun1d4,-3.0593336,-28.439575,0.002218300029147074,0.04407061549698151,0.0,0.4285304864942323,0.0,0.31046075
9530059O14Rik,-3.059529,-1.9315119,0.002216852146887446,0.04407061549698151,0.11764705882352941,0.6139929784337609,0.28535295,0.81522334
Ttc21b,-3.0595894,-28.462564,0.0022164068189231153,0.04407061549698151,0.0,0.42856631081177904,0.0,0.3147387
Hectd2,-3.0612593,-2.4641223,0.002204081624545275,0.043901907525227234,0.058823529411764705,0.5148312674643548,0.105717465,0.479515
Tex10,-3.0626583,-28.41612,0.0021938035081281435,0.04372959960193117,0.0,0.42899620262234006,0.0,0.3061471
Scn3b,-3.0636814,-28.545729,0.0021863161506878183,0.04361270599033532,0.0,0.42913949989252703,0.0,0.33063424
Fstl4,-3.064253,-2.2625182,0.002182142248457588,0.043561784707321985,0.058823529411764705,0.5181987533137494,0.16985548,0.6356892
Tmem59,-3.0647044,-28.630264,0.0021788522233802043,0.0435284455332536,0.0,0.42928279716271406,0.0,0.34748074
Nrg1,-3.0648098,-2.1626503,0.0021780852054187967,0.0435284455332536,0.35294117647058826,0.8490363258579924,1.0770966,2.2689102
Snx3,-3.067262,-28.500023,0.0021602944822679687,0.043221975233462634,0.0,0.42964104033818157,0.0,0.3218162
Kcmf1,-3.0702858,-1.9645483,0.0021385396877278734,0.042818600155922475,0.058823529411764705,0.5181987533137494,0.12903982,0.43020055
Arhgef12,-3.0718205,-1.3764971,0.00212757694300648,0.042630866859495985,0.17647058823529413,0.7286307945833632,0.46432924,0.9299273
Rgs7,-3.0722868,-2.468311,0.0021242553536732992,0.04259607563671757,0.23529411764705882,0.8083399011248835,0.65100837,1.8045553
Sh3rf3,-3.0727532,-1.6228638,0.0021209385202365415,0.0425613278855533,0.11764705882352941,0.6185784910797449,0.3084639,0.74803746
Pdss1,-3.0728886,-28.443464,0.0021199764585253756,0.0425613278855533,0.0,0.4304291753242101,0.0,0.31118035
Bach2,-3.073054,-1.6423011,0.0021188011487880114,0.0425613278855533,0.11764705882352941,0.6176470588235294,0.30421996,0.7466659
Specc1l,-3.0731745,-1.8765347,0.002117946753410125,0.0425613278855533,0.058823529411764705,0.5192018342050584,0.13535628,0.4267214
Ppm1a,-3.0740168,-1.6602898,0.0021119748267510474,0.0425084371496634,0.058823529411764705,0.5195242530629791,0.15832898,0.4332353
Mga,-3.0743027,-1.528357,0.0021099521485102805,0.04249956089240722,0.11764705882352941,0.6155692484058178,0.25902152,0.61672837
Zfand6,-3.0759575,-28.648397,0.002098276780797027,0.04229609684922439,0.0,0.43085906713477107,0.0,0.35118705
Ptbp2,-3.0766947,-1.3866016,0.0020930950361618926,0.04222332103728983,0.17647058823529413,0.7246901196532206,0.4549715,0.91883
Fam171a1,-3.0773418,-1.5907097,0.002088557462690904,0.04216344028738136,0.058823529411764705,0.5204556853191946,0.16985548,0.4431565
Brdt,-3.078515,-28.448296,0.0020803495358760068,0.0420293173150288,0.0,0.4312173103102386,0.0,0.31207713
Nfyc,-3.0803506,-1.9387124,0.002067570811722965,0.041802579165535036,0.058823529411764705,0.5201690907788207,0.13535628,0.44190276
Mbd2,-3.0813284,-28.470114,0.0020607919153290463,0.041696896660309846,0.0,0.43161137780325287,0.0,0.3161546
Mindy3,-3.0815692,-2.346509,0.002059126394112937,0.04169459397876007,0.058823529411764705,0.5181987533137494,0.105717465,0.44923964
Glt8d1,-3.0815842,-28.463884,0.002059022340050175,0.04169459397876007,0.0,0.4316472021207996,0.0,0.3149854
Auh,-3.08184,-28.45913,0.002057254158874694,0.04169459397876007,0.0,0.43168302643834633,0.0,0.31409535
Map2k1,-3.0829532,-1.6767552,0.0020495735880231504,0.04159519811947285,0.058823529411764705,0.5208855771297557,0.16543396,0.45436263
Fxr1,-3.0836153,-1.2843333,0.0020450192429142928,0.041534139876876076,0.11764705882352941,0.620441355592176,0.29659283,0.61029124
Micu1,-3.0847886,-1.7877375,0.0020369684442445727,0.04140192291743696,0.058823529411764705,0.5210646987174894,0.15083595,0.44604683
Soga3,-3.0853002,-1.2516663,0.0020334682311388213,0.041362067653822956,0.11764705882352941,0.621301139213298,0.3164003,0.63457465
Sptbn2,-3.0854506,-2.367913,0.002032439807475026,0.041362067653822956,0.058823529411764705,0.5184136992190299,0.105717465,0.45463434
Tmtc2,-3.0854657,-2.333237,0.0020323369913617566,0.041362067653822956,0.058823529411764705,0.5193093071576986,0.15832898,0.6229975
Bsn,-3.085947,-1.2434514,0.0020290493945357493,0.041362067653822956,0.11764705882352941,0.621731031023859,0.34369004,0.67857563
Klhl32,-3.087286,-2.535745,0.0020199314090058127,0.04121150870158404,0.058823529411764705,0.5180196317260156,0.105717465,0.49871746
Mtf2,-3.0875268,-1.4632633,0.002018296213426029,0.04120943712367584,0.11764705882352941,0.6211220176255642,0.28000614,0.6371015
Kif13b,-3.087617,-1.8113834,0.0020176833283236787,0.04120943712367584,0.058823529411764705,0.5211005230350362,0.16345315,0.48442012
Taco1,-3.0879781,-28.428719,0.0020152334954075084,0.04120943712367584,0.0,0.4325428100594684,0.0,0.3084588
Cobl,-3.0887454,-29.107489,0.002010036661341022,0.041134565948387866,0.0,0.4326502830121086,0.0,0.45641196
Lrrn3,-3.0892568,-28.567907,0.002006578940957917,0.04109510376794148,0.0,0.43272193164720213,0.0,0.33498654
Srrm1,-3.0895576,-1.2744062,0.0020045475385775053,0.041084814921111795,0.11764705882352941,0.6192591531131332,0.29844117,0.6104274
Sec61a2,-3.0905356,-1.5012059,0.0019979585084834318,0.04098102681141207,0.11764705882352941,0.6202264096868955,0.27327046,0.6363626
Nopchap1,-3.0907915,-28.522339,0.0019962385060159813,0.04097702723960994,0.0,0.4329368775524826,0.0,0.3260971
Bbx,-3.0911074,-1.8334787,0.001994115673380513,0.040964746287258706,0.058823529411764705,0.522282725514079,0.15962754,0.4804647
Hnrnph1,-3.0912578,-1.4529632,0.0019931055290980586,0.040964746287258706,0.11764705882352941,0.6171455183778749,0.265345,0.6053714
Fktn,-3.0913029,-28.461039,0.0019928025774076452,0.040964746287258706,0.0,0.4330085261875761,0.0,0.31445324
Sgsm1,-3.09207,-28.53977,0.0019876588608964377,0.040925972101369563,0.0,0.43311599914021637,0.0,0.32947382
Pbx1,-3.0920851,-2.1720123,0.0019875581256341515,0.040925972101369563,0.23529411764705882,0.8138568460270832,0.6525282,1.6385559
Nrg2,-3.0921905,-2.3027067,0.0019868531099936208,0.040925972101369563,0.058823529411764705,0.5216378877982375,0.12903982,0.518534
Luc7l,-3.0922809,-1.692811,0.00198624899357419,0.040925972101369563,0.058823529411764705,0.5221752525614387,0.15330406,0.4289337
Snapc3,-3.0933037,-2.2809975,0.001979414114131968,0.04088151978995078,0.058823529411764705,0.5200616178261804,0.105717465,0.43304348
Ireb2,-3.0936046,-1.649649,0.0019774079679516373,0.040871501614508074,0.058823529411764705,0.522569320054453,0.15962754,0.43375003
Tmem117,-3.0938604,-2.5356166,0.001975704211299828,0.040867722985085744,0.058823529411764705,0.5195959016980727,0.105717465,0.49868348
Zfp277,-3.0953948,-28.50018,0.0019655099374996815,0.040688175670736855,0.0,0.4335817152683241,0.0,0.32184657
Arhgap35,-3.0956957,-1.1988983,0.0019635167314158613,0.0406782533331875,0.11764705882352941,0.623450598266103,0.32023004,0.62405294
Cpeb4,-3.095756,-1.5731744,0.0019631183129349855,0.0406782533331875,0.17647058823529413,0.7298846456974994,0.438657,0.9701824
Anks3,-3.096162,-28.431046,0.0019604309287909473,0.04067704946456584,0.0,0.4336891882209644,0.0,0.30888674
Anapc10,-3.098464,-28.487274,0.001945266107584324,0.04039358602070386,0.0,0.43401160707888514,0.0,0.31939214
Cul9,-3.0992312,-28.444073,0.0019402351502482435,0.04032027725225855,0.0,0.4341190800315254,0.0,0.3112936
Slc25a23,-3.0993817,-1.8353155,0.001939250089999458,0.04032027725225855,0.058823529411764705,0.5228917389123737,0.1414015,0.43308613
Med13l,-3.1000135,-1.7484964,0.0019351178492870381,0.04027623285076895,0.17647058823529413,0.7236153901268181,0.37011355,0.9182819
Mphosph9,-3.100194,-1.66983,0.0019339386949341418,0.04027623285076895,0.058823529411764705,0.5237515225334958,0.16281845,0.44635874
Otud7b,-3.1002092,-2.0988307,0.0019338404618573033,0.04027623285076895,0.058823529411764705,0.5216737121157842,0.13535628,0.48297346
Sv2b,-3.1013978,-1.9683326,0.0019260945107761288,0.04018180085757343,0.11764705882352941,0.62216092283442,0.3517221,0.97435105
Golgb1,-3.1043916,-1.6053071,0.0019067086598559143,0.03980828414166932,0.058823529411764705,0.5243247116142438,0.16985548,0.44679242
Efr3a,-3.1051135,-1.3991476,0.0019020595778820296,0.03974210020038113,0.11764705882352941,0.6256358816364548,0.3514928,0.74709684
Tmem63b,-3.105896,-1.9071469,0.001897034822463982,0.03966795772732078,0.058823529411764705,0.5232141577702945,0.13535628,0.43414423
Cyp7b1,-3.1060314,-2.1112723,0.0018961663919053499,0.03966795772732078,0.058823529411764705,0.5243247116142438,0.16491736,0.5736235
Adcy2,-3.1077163,-1.9871492,0.001885389758200568,0.03948591021266505,0.17647058823529413,0.7000071648635093,0.432898,1.1466602
Hnrnpll,-3.1084685,-2.101222,0.0018805969485848487,0.03941625585684468,0.058823529411764705,0.5238948198036827,0.12903982,0.46435472
Dido1,-3.1088295,-2.2715116,0.0018783003774107557,0.03939885334974786,0.058823529411764705,0.5222469011965322,0.105717465,0.43073738
Sdccag8,-3.1095517,-1.3911998,0.0018737149617627106,0.03933337579887815,0.11764705882352941,0.6252059898258938,0.30027366,0.6516149
Tut7,-3.1107402,-28.519842,0.0018661905156779075,0.03920605094313165,0.0,0.4357311743211292,0.0,0.32561493
Nvl,-3.111357,-2.2614605,0.0018622963742722445,0.039154854128869494,0.058823529411764705,0.5238231711685892,0.105717465,0.42830494
Atp6v1a,-3.1132376,-1.3495694,0.0018504700189850844,0.03893667142531654,0.11764705882352941,0.6219818012466862,0.3074351,0.65088487
Fnbp1l,-3.1134632,-2.1344352,0.0018490555027233357,0.03893667142531654,0.058823529411764705,0.5257576843161138,0.1702334,0.5959903
Sema5a,-3.1135535,-29.66471,0.0018484899744315305,0.03893667142531654,0.0,0.4361252418141434,0.0,0.61576384
Hace1,-3.1140049,-1.6039797,0.0018456647159520874,0.038927010139429036,0.11764705882352941,0.6217668553414057,0.27595088,0.6760017
Adarb1,-3.114727,-1.8141425,0.001841152553669383,0.03886234808884236,0.058823529411764705,0.525721859998567,0.15413105,0.4612181
Lrrc58,-3.115088,-28.5568,0.0018389002753757555,0.038845322640995716,0.0,0.43634018771942396,0.0,0.33280107
Zeb2,-3.1154642,-2.2606916,0.001836556844376261,0.03882634335829279,0.29411764705882354,0.8608225263308734,0.89493555,2.0713034
Trhde,-3.1170137,-2.6499434,0.0018269308219323118,0.03865325290182773,0.058823529411764705,0.5220677796087985,0.14999664,0.700974
Ldah,-3.1189244,-28.487446,0.0018151256734903463,0.03846405902735458,0.0,0.4368775524826252,0.0,0.31942528
Epb41l3,-3.1189845,-1.584254,0.0018147549991008422,0.03846405902735458,0.11764705882352941,0.6262090707172029,0.30929533,0.73565954
Bin1,-3.1193154,-1.357334,0.001812717533142837,0.03846405902735458,0.11764705882352941,0.6239521387117576,0.31125697,0.6603829
Sirpa,-3.1194358,-2.0719988,0.0018119771577977761,0.03846405902735458,0.058823529411764705,0.5233574550404815,0.13535628,0.4758903
Kifap3,-3.1207297,-1.423386,0.00180403565565002,0.038350030116547494,0.17647058823529413,0.734828401518951,0.45889372,0.94073796
Top2b,-3.122234,-1.3196007,0.0017948415813402686,0.03818479278750041,0.11764705882352941,0.6260657734470159,0.29889527,0.6256805
Gabbr1,-3.1227605,-1.4404712,0.0017916338434994495,0.03814675227799541,0.11764705882352941,0.6226982875976212,0.27675778,0.62346506
Sv2a,-3.1228058,-1.2512008,0.0017913591398751039,0.03814675227799541,0.11764705882352941,0.6257791789066418,0.32718053,0.6530206
Clip4,-3.1237836,-28.512785,0.0017854167263062388,0.03807472018718146,0.0,0.43755821451601346,0.0,0.32425886
Chpt1,-3.1237836,-1.7640096,0.0017854167263062388,0.03807472018718146,0.058823529411764705,0.5271548327004371,0.16281845,0.4703563
Rnf165,-3.1243854,-1.7308149,0.0017817688682532833,0.038057336637492625,0.058823529411764705,0.5273339542881708,0.16491736,0.4669432
Dennd1b,-3.1255739,-1.5080937,0.0017745844679698537,0.03793403711563244,0.11764705882352941,0.6276062191015261,0.3017949,0.6941544
Tnrc18,-3.1264615,-1.8173922,0.001769236284574914,0.037849824017936254,0.058823529411764705,0.5271906570179838,0.15096632,0.45383224
Rhot1,-3.126582,-1.7666698,0.0017685122490583708,0.037849824017936254,0.058823529411764705,0.5272623056530773,0.15096632,0.44114786
Smg1,-3.12759,-1.5308704,0.001762459136682555,0.03776497368633194,0.17647058823529413,0.7416708461703805,0.46588033,0.9986938
Tmcc1,-3.1277103,-1.8532734,0.0017617376513358574,0.03776497368633194,0.23529411764705882,0.8120298058321989,0.5790805,1.3439583
Limch1,-3.1280563,-1.7219117,0.0017596648932163123,0.03776497368633194,0.17647058823529413,0.7321415777029447,0.4691373,1.0901327
Gtf3c1,-3.1281314,-28.485771,0.001759214590410523,0.03776497368633194,0.0,0.43816722791430823,0.0,0.31910744
Taf3,-3.128643,-28.557747,0.0017561553398596596,0.037750315185623246,0.0,0.43823887654940175,0.0,0.3329864
Herc2,-3.128989,-1.4300343,0.0017540886211740224,0.037736077863047224,0.17647058823529413,0.741169305724726,0.4737596,0.96810144
Stxbp1,-3.1294403,-1.6392034,0.0017513962617808532,0.037708347399079745,0.11764705882352941,0.6224116930572473,0.2565534,0.6476364
