names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_OB Eomes Ms4a15 Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Malat1,-4.467186,-1.338788,7.925519435917227e-06,0.016381439018699682,0.9411764705882353,0.9937665687468654,4.0694704,4.9870667
Tcf4,-4.503729,-1.7853007,6.677139221035387e-06,0.01495122757243507,0.8235294117647058,0.9340116070788852,1.6859217,2.782381
Adgrl3,-4.508934,-2.3820775,6.515411096262299e-06,0.01495122757243507,0.5294117647058824,0.8836426166081536,1.0685521,2.3944845
Epha4,-4.518593,-4.1072717,6.225202081491282e-06,0.01495122757243507,0.11764705882352941,0.7012610159776457,0.116731554,1.1423103
Rasal2,-4.5283265,-2.5487242,5.945269718156928e-06,0.01495122757243507,0.35294117647058826,0.8019631726015619,0.46621156,1.4985641
Dmd,-4.543055,-2.5371575,5.544482018903535e-06,0.01495122757243507,0.5882352941176471,0.8751164290320269,0.92312396,2.283007
Auts2,-4.5988846,-2.3288805,4.247591585989908e-06,0.01495122757243507,0.5294117647058824,0.9056745718994054,1.3153455,2.6875744
Cacna1c,-4.609431,-2.8453145,4.037732546854278e-06,0.01495122757243507,0.35294117647058826,0.7845167299562943,0.45813674,1.6440945
Nfib,-4.642558,-3.2078915,3.441214500467547e-06,0.01495122757243507,0.29411764705882354,0.8187289532134413,0.39853597,1.7091557
Sort1,-4.8242946,-30.145264,1.404997896387796e-06,0.00943807336898502,0.0,0.6757541018843591,0.0,0.78275365
Sipa1l1,-5.019134,-4.2323136,5.190492331131036e-07,0.004648950964583031,0.17647058823529413,0.75424518162929,0.1304169,1.2859972
Cntn1,-5.070345,-2.8517992,3.970950125056761e-07,0.004648950964583031,0.4117647058823529,0.829977788923121,0.51543903,1.7695616
Grik2,-5.6539316,-3.1332185,1.568188263540578e-08,0.0004213721864133533,0.47058823529411764,0.9171741778319124,0.93020564,2.6719477
