names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_HY GABA (for_DEGs),mean_expr_Rest (for_DEGs)
Atg16l1,-3.1308074,-3.9090946,0.0017432638783697755,0.045931687622082315,0.05,0.44548798343034673,0.024841424,0.32053548
Mmd2,-3.1311808,-28.472359,0.0017410494546036763,0.045931687622082315,0.0,0.4043852444380959,0.0,0.3165763
Gab2,-3.1313052,-1.9115878,0.0017403118883192637,0.045931687622082315,0.15,0.5981859086526443,0.24921337,0.72501665
Sidt1,-3.1318307,-1.7251325,0.001737200885963766,0.045931687622082315,0.15,0.5872227975574046,0.2510416,0.66446006
Arid5b,-3.1319134,-1.863096,0.0017367101427899659,0.045931687622082315,0.15,0.5805092311538049,0.22195248,0.643986
Osbpl9,-3.1319273,-1.9221848,0.0017366283646555508,0.045931687622082315,0.15,0.5922579723601042,0.19249764,0.59028935
Pik3ca,-3.13284,-2.3596947,0.0017312388301955596,0.045931687622082315,0.1,0.5114094918401599,0.098241724,0.42516193
Jakmip1,-3.13284,-28.2788,0.0017312388301955596,0.045931687622082315,0.0,0.4045995071956576,0.0,0.2819116
Lrp8,-3.1331162,-28.308266,0.0017296086771437604,0.045931687622082315,0.0,0.40463521765525123,0.0,0.28696862
Myo6,-3.1338353,-2.2591126,0.001725376882960984,0.045931687622082315,0.1,0.530050351748027,0.13873895,0.5379054
Eif2s2,-3.1347754,-28.443638,0.0017198573649450353,0.04584580098816776,0.0,0.40484948041281293,0.0,0.3112122
Col4a2,-3.135052,-28.366844,0.0017182370703663725,0.04584580098816776,0.0,0.40488519087240654,0.0,0.29725176
Ppme1,-3.1358123,-2.367853,0.0017137884962243456,0.04577484780670792,0.1,0.5117665964360961,0.098241724,0.42712513
Negr1,-3.1360612,-1.7683048,0.0017123349014304598,0.04577484780670792,0.55,0.9018319465771525,1.4989339,2.5528867
Dcun1d2,-3.136158,-28.240223,0.0017117699208571988,0.04577484780670792,0.0,0.40502803271078097,0.0,0.27540925
Cep120,-3.140181,-3.9810307,0.00168843402704493,0.04527766697275176,0.05,0.44620219262221905,0.024841424,0.33445865
Arpp21,-3.140596,-1.8422868,0.0016860449791971939,0.04525876982120739,0.4,0.7983787451344498,0.9498245,1.8997694
Ankfy1,-3.140679,-2.3365338,0.0016855675429383115,0.04525876982120739,0.1,0.5122308324108131,0.098241724,0.41962954
Nrp2,-3.1417572,-4.324561,0.0016793721785538637,0.045169900338080396,0.05,0.442309752526515,0.024841424,0.4081081
Sec24b,-3.1425037,-1.5467881,0.0016750953590735464,0.0451000123229521,0.15,0.5895082669713959,0.2251794,0.5526545
Tbc1d23,-3.143582,-1.5603428,0.0016689354187765344,0.04497923239972466,0.05,0.4799485769381852,0.14518464,0.37900338
Mef2d,-3.1436927,-3.1057189,0.001668304809813836,0.04497923239972466,0.05,0.4692354390601007,0.049109273,0.35997707
Armh3,-3.1441905,-1.6814804,0.0016654697814205287,0.044976053293235785,0.15,0.5711888011998715,0.1949976,0.5250933
Anks1b,-3.1448264,-1.2641144,0.0016618536955515864,0.044923550100071555,0.7,0.9027247080669928,1.9812447,2.7735484
Pex5l,-3.1459877,-1.798647,0.0016552690420249228,0.04479061345338336,0.35,0.7793450701710531,0.82195985,1.6929522
Plppr5,-3.1476054,-1.3172531,0.0016461375604271244,0.04458842363777907,0.15,0.6066849980359247,0.3047878,0.63549966
Itpka,-3.1488774,-28.461313,0.0016389898303530365,0.0444396132609345,0.0,0.40667071385208725,0.0,0.3145047
Lsm14a,-3.1488774,-28.324856,0.0016389898303530365,0.0444396132609345,0.0,0.40667071385208725,0.0,0.28984892
Slc30a9,-3.1492643,-2.148827,0.0016368201099061848,0.0444396132609345,0.1,0.5151948005570832,0.11368717,0.42784026
Trrap,-3.150647,-1.6334939,0.001629092667901657,0.04430538460173838,0.1,0.5164803771024533,0.15797082,0.42589384
Vcl,-3.1508129,-28.546171,0.001628167634484874,0.04430538460173838,0.0,0.40692068706924256,0.0,0.33072028
Slc38a6,-3.151366,-28.318426,0.0016250876798644957,0.04428611151922819,0.0,0.40699210798842983,0.0,0.28872973
Gm10649,-3.1518083,-4.3574653,0.0016226275778892026,0.044263962454703425,0.05,0.44195264793057887,0.024841424,0.4158091
R3hdm4,-3.1521955,-28.349531,0.0016204778008234008,0.04425024238630567,0.0,0.40709923936721065,0.0,0.29418105
Tacc1,-3.152237,-1.719792,0.0016202476231115589,0.04425024238630567,0.15,0.600078563011106,0.229453,0.6149334
Immp1l,-3.1527483,-28.357061,0.0016174112378105092,0.04425024238630567,0.0,0.40717066028639787,0.0,0.2955128
Hivep3,-3.1527622,-1.7334132,0.0016173346422139782,0.04425024238630567,0.25,0.7810591722315466,0.6109479,1.3350984
Limch1,-3.1532462,-1.5987808,0.0016146558987165508,0.04425024238630567,0.25,0.7306360032853623,0.5008869,1.0883348
Srrm1,-3.1532876,-1.8005294,0.0016144264822495705,0.04425024238630567,0.15,0.6179337928079134,0.21600473,0.60970795
Tead1,-3.153882,-4.4452863,0.0016111414747887053,0.04425024238630567,0.05,0.44352390815269793,0.024841424,0.43693614
Dot1l,-3.1543245,-3.9402857,0.0016087008122592013,0.044243388767046817,0.05,0.44827339927864873,0.024841424,0.3265108
Tecpr2,-3.1544213,-2.3032827,0.001608167371182606,0.044243388767046817,0.05,0.4798057350998107,0.088845745,0.37747315
Ccar1,-3.1545873,-1.7032498,0.0016072532795538973,0.044243388767046817,0.15,0.6075420490661715,0.21983747,0.58814764
Zswim5,-3.1549191,-2.03318,0.0016054265308979622,0.044243388767046817,0.05,0.4809127593472128,0.121046886,0.42309958
Crim1,-3.1550434,-1.9549595,0.001604741993006112,0.044243388767046817,0.15,0.576331107381352,0.21293235,0.6523414
Rnf19a,-3.1560805,-1.5414916,0.0015990479503001495,0.04420413418165125,0.05,0.4816626789986787,0.15343246,0.39387703
Camsap1,-3.156827,-2.2902794,0.0015949597620875345,0.044136528122854846,0.05,0.47987715601899794,0.088845745,0.3746477
Kif13b,-3.1574905,-2.7153063,0.0015913338967981838,0.04408158949171876,0.1,0.5198014498446595,0.09047135,0.48357427
Pdzd2,-3.157601,-3.4371793,0.0015907303241797961,0.04408158949171876,0.05,0.4630218190908117,0.05375869,0.4688982
Rnf112,-3.1590114,-1.8260186,0.0015830532246301414,0.0439428100679875,0.05,0.48201978359461484,0.14518464,0.44083628
Rnf157,-3.1596887,-1.5481006,0.0015793773485964905,0.04388611102046298,0.15,0.5895082669713959,0.23454806,0.57267594
Ttc19,-3.161016,-1.6553428,0.0015721984023656503,0.04373185411135096,0.15,0.5867585615826876,0.21456727,0.5618252
Grik5,-3.1612234,-1.2515075,0.0015710794098877576,0.04373185411135096,0.1,0.5634039210084634,0.24945495,0.5155569
Rev1,-3.1613202,-1.4434086,0.0015705574643920543,0.04373185411135096,0.15,0.5883298218048066,0.24159047,0.5557221
Zfp654,-3.1617074,-2.1524534,0.00156847127859698,0.04373185411135096,0.1,0.5166589294004214,0.11368717,0.42871696
Pkd2,-3.1635876,-4.03563,0.0015583746227521,0.04352757392240013,0.05,0.449451844445238,0.024841424,0.3453643
Maml3,-3.1637535,-2.9445508,0.0015574866209041173,0.04352757392240013,0.1,0.5032317965932221,0.11368717,0.655909
Kcnc3,-3.1640854,-28.452568,0.001555712014911271,0.04352757392240013,0.0,0.4086347891297361,0.0,0.31287214
Sntg1,-3.1651084,-1.8527845,0.001550252027824676,0.0434361543145454,0.4,0.813948505517266,0.9516303,1.9084669
Sil1,-3.165302,-3.4897423,0.0015492210445170339,0.0434361543145454,0.05,0.4635574759847159,0.041362073,0.38824132
Pls3,-3.1653156,-1.8276129,0.0015491474270190148,0.0434361543145454,0.1,0.5164446666428597,0.1670323,0.49790546
Trpc4,-3.1661868,-2.0949721,0.0015445160140338098,0.04341123985051095,0.1,0.5416562511159518,0.21332268,0.7010439
Zeb1,-3.1663666,-1.6420283,0.0015435619141908367,0.04341123985051095,0.2,0.6939970717423133,0.42748517,0.980111
Eif4g1,-3.1669886,-1.7509316,0.0015402634506983869,0.043382472662752254,0.1,0.5461557690247474,0.16904953,0.4823651
Prrt1,-3.167127,-28.379297,0.0015395313409329123,0.043382472662752254,0.0,0.40902760418526585,0.0,0.29947844
Mboat2,-3.1685925,-1.6162641,0.0015317906567811142,0.043234469482887124,0.15,0.62214762703996,0.26346534,0.65447575
Eml1,-3.1686616,-1.7820212,0.0015314264170186397,0.043234469482887124,0.05,0.48323393922079777,0.14334875,0.4253153
Cacul1,-3.1701407,-3.1119015,0.0015236507808273445,0.04309525945350605,0.05,0.4726279327214941,0.049109273,0.36127403
Setd5,-3.1704035,-1.7345186,0.001522273868299697,0.04309525945350605,0.25,0.7744884476663214,0.47324532,1.1032366
Esco1,-3.1723113,-1.5983813,0.0015123074778523977,0.04286466448301047,0.05,0.4838053065742956,0.1413605,0.3782817
Wipf3,-3.1727953,-1.9698768,0.0015097893436518477,0.04283847905377524,0.1,0.5281219869299718,0.18471083,0.5848465
Alkbh8,-3.172989,-3.1333551,0.0015087831719336454,0.04283847905377524,0.05,0.4728064850194622,0.049109273,0.36580676
Slc9a9,-3.173058,-1.3903488,0.0015084239746192946,0.04283847905377524,0.2,0.6857479555761883,0.46528846,0.9373209
Foxj3,-3.1761549,-1.7535965,0.0014924125234563506,0.04248000477253405,0.1,0.55072670785273,0.17008424,0.4856184
Ncoa5,-3.176846,-3.9637685,0.00148885998320621,0.04242382582052053,0.05,0.45063028961182733,0.024841424,0.3310713
Slc25a36,-3.1770535,-1.4363253,0.0014877957414746253,0.04242382582052053,0.15,0.5930078920115702,0.24760048,0.56550336
Fkbp15,-3.1773577,-28.339684,0.0014862361214376847,0.04242382582052053,0.0,0.4103488911902296,0.0,0.29244527
Adamtsl1,-3.1776342,-29.245602,0.00148481959238912,0.04242382582052053,0.0,0.4103846016498232,0.0,0.4925639
Gpbp1l1,-3.1779108,-28.365833,0.0014834043074164723,0.04242382582052053,0.0,0.4104203121094169,0.0,0.29707262
Micu1,-3.1782978,-1.8469272,0.0014814249966279512,0.04242382582052053,0.1,0.5197300289254723,0.14491841,0.44531816
Gm30439,-3.1787817,-2.1540153,0.0014789542803012555,0.04241142103702747,0.1,0.5151948005570832,0.16620193,0.59041053
Slc4a7,-3.1799984,-1.6864139,0.0014727589589379286,0.04227888165241681,0.15,0.5846516444666643,0.22675057,0.59838355
Ube2b,-3.18004,-1.633137,0.0014725481769500613,0.04227888165241681,0.2,0.7095668321251295,0.3632066,0.8579893
Herpud2,-3.1817818,-28.377222,0.0014637203956749552,0.042109386543668144,0.0,0.41092025854372743,0.0,0.29910794
Arid2,-3.182708,-1.7458686,0.0014590461449072297,0.04201990344443436,0.1,0.5407634896261115,0.16637516,0.47444472
Gtf2i,-3.1839938,-1.0507356,0.0014525808037429558,0.04192357271382731,0.15,0.6562511159518623,0.3943097,0.6938078
Map3k5,-3.184229,-3.6053648,0.0014514018255541137,0.04192357271382731,0.05,0.4625218726565011,0.041362073,0.4147361
Arap2,-3.1859434,-2.1157358,0.0014428288623373022,0.04173176698708645,0.15,0.578009498982252,0.20331684,0.6816679
Fnbp1l,-3.1862335,-2.583806,0.001441381619618494,0.04173176698708645,0.1,0.5245866514302039,0.12715898,0.59494793
Nexmif,-3.1866207,-1.3975735,0.0014394540440861865,0.041723980760081804,0.15,0.6235046245045174,0.3263081,0.7013797
Sertad2,-3.186759,-28.501,0.0014387662002913928,0.041723980760081804,0.0,0.41156304681641254,0.0,0.32200104
Rora,-3.1880171,-2.047988,0.0014325207305308835,0.04161279138309712,0.25,0.8011998714423455,0.6940568,1.6375997
Sec24a,-3.1910033,-2.6099048,0.0014177962487482443,0.041229637666520914,0.05,0.48316251830161056,0.0734003,0.38181132
Cap2,-3.192054,-1.5357064,0.0014126486858267108,0.04112445307493361,0.2,0.6326107917008892,0.35032424,0.7958567
Nova2,-3.193893,-1.5936271,0.001403681893431453,0.04090773587473226,0.1,0.521801235581902,0.1675689,0.43862823
Cacng8,-3.195165,-1.7357078,0.0013975100389189033,0.040772089843377775,0.1,0.5205156590365319,0.16819018,0.47623906
Cpeb4,-3.1960635,-1.680003,0.0013931645853233322,0.040689491747432534,0.25,0.7284219547905582,0.4123159,0.96895224
Arhgap26,-3.1961188,-1.6787642,0.0013928975801960556,0.040689491747432534,0.2,0.6706424311680891,0.3793628,0.9070675
Rsrc1,-3.1968515,-1.7437719,0.0013893642143137327,0.04066690243857298,0.2,0.6554297753812092,0.26894677,0.70974845
Tia1,-3.196893,-1.4859396,0.0013891644598559593,0.04066690243857298,0.2,0.7256365389422562,0.45274004,0.95700663
Klhl24,-3.1995199,-3.1849499,0.0013765671655668354,0.04038030539168217,0.05,0.47552047994857694,0.049109273,0.3769011
Rap1gap,-3.200861,-28.35782,0.0013701766180017367,0.04023677128492532,0.0,0.4133842802556869,0.0,0.29564866
Hs2st1,-3.2027688,-1.6821975,0.0013611320587711775,0.040014899802167984,0.15,0.635967574902689,0.26543945,0.6808724
Rnf169,-3.2032804,-1.9929495,0.0013587164477455167,0.0399876352145915,0.15,0.589686819269364,0.180101,0.57970256
Dnah9,-3.203626,-28.827084,0.0013570865174416986,0.039983459126818464,0.0,0.41374138485162304,0.0,0.3894916
Mtss1,-3.203944,-4.325805,0.0013555885747219972,0.03998316685266747,0.05,0.45216583937435273,0.024841424,0.40839693
Ctif,-3.204345,-1.5999362,0.0013537020382684123,0.03997139974535411,0.1,0.5491197371710174,0.1942939,0.50081986
Pvt1,-3.2044003,-2.2890644,0.0013534420164929438,0.03997139974535411,0.1,0.5339070813841374,0.13020782,0.5185958
Fam118b,-3.2074971,-28.366953,0.001338954116015305,0.03962301442437362,0.0,0.41424133128593366,0.0,0.29727244
Tlk2,-3.2086446,-1.5476629,0.0013336222605887366,0.03950874326573248,0.15,0.5971503053244295,0.23001273,0.5630654
Tcerg1,-3.209571,-2.4447932,0.0013293325292107374,0.03942512699767386,0.1,0.5414062778987966,0.10286796,0.46365958
Gm49336,-3.213691,-3.9831543,0.0013104066353504076,0.038906769383276744,0.05,0.4556297539549334,0.024841424,0.3348771
Eda,-3.2149627,-28.83812,0.001304614169336242,0.03877763576334604,0.0,0.4152055136949613,0.0,0.39196485
Dmxl1,-3.216691,-1.5953736,0.0012967818317930536,0.03858751696597935,0.25,0.7650251758740135,0.5185765,1.116345
Pwwp2a,-3.2174237,-1.9958652,0.0012934740410591224,0.03853175995926676,0.1,0.5584758775845445,0.15331396,0.50733924
Slit1,-3.2175343,-2.7487087,0.0012929754288912576,0.03853175995926676,0.1,0.5126950683855301,0.098241724,0.526987
Mtif2,-3.2197049,-4.026769,0.001283225998180959,0.03831142507902485,0.05,0.4564868049851802,0.024841424,0.34357455
Cpne1,-3.2200506,-3.1591797,0.001281679818843357,0.03830782728845496,0.05,0.4791986572867193,0.049109273,0.37132555
Smg6,-3.223825,-1.3807065,0.0012649071047137112,0.037848612364874634,0.2,0.710816698210906,0.43249163,0.87920594
Meg3,-3.225014,-1.8531867,0.0012596655138527968,0.037733793040384225,0.65,0.913473556404671,2.0603592,3.2482102
Bckdhb,-3.225318,-2.196172,0.0012583278667867984,0.037733793040384225,0.1,0.5413348569796094,0.13020782,0.49303654
Tab2,-3.2285256,-1.7797682,0.0012443013907650325,0.0373568473406217,0.1,0.5668321251294505,0.17847541,0.51337856
Eml5,-3.2288158,-1.8418354,0.001243038904996793,0.0373568473406217,0.2,0.7178873692104417,0.4311762,1.0758144
Foxk2,-3.2298114,-2.344953,0.001238719356915095,0.03727255220639261,0.05,0.48991179516480376,0.088845745,0.38664436
Gabra4,-3.2298114,-1.6430494,0.001238719356915095,0.03727255220639261,0.15,0.6119344355961861,0.28106576,0.699936
Cnnm2,-3.2314427,-1.9346741,0.0012316700615891355,0.0371436302524131,0.05,0.4914116344677356,0.121046886,0.40006766
Nrg3,-3.2330327,-1.0005552,0.0012248356500747526,0.03697902687360517,0.85,0.9478270185337285,2.9443107,3.6111653
Dlg2,-3.233641,-1.1313102,0.0012222300218682099,0.036941868040043645,0.85,0.9553262150483877,2.9633224,3.7190156
Nudcd3,-3.2341802,-1.1498423,0.0012199247687710703,0.03691371456855704,0.1,0.5739385065885798,0.27019772,0.523754
Stx5a,-3.2343185,-28.337898,0.0012193343254559587,0.03691371456855704,0.0,0.4177052458665143,0.0,0.29213148
Hnrnpu,-3.234982,-1.3788095,0.001216503870019498,0.036893294568198544,0.25,0.7549548262686141,0.5128472,1.0088556
Dync1li2,-3.235466,-1.9182324,0.001214443823553808,0.03687243563716477,0.05,0.4916616076848909,0.12007698,0.39353865
Farp1,-3.238148,-1.6242176,0.0012030835926590277,0.03656884178138923,0.15,0.6004356676070421,0.3025083,0.7366728
Tef,-3.241245,-1.6548858,0.001190088775261005,0.036214819242653684,0.05,0.49323286790701,0.14518464,0.4001417
Gabbr2,-3.2413695,-1.9600877,0.0011895693820223514,0.036214819242653684,0.2,0.7260650644573796,0.4316505,1.1314913
Ctcf,-3.2415628,-3.221484,0.001188761853249103,0.036214819242653684,0.05,0.48098418026640005,0.049109273,0.38492092
Rab3gap1,-3.2420607,-1.0652088,0.0011866876757798182,0.036214819242653684,0.15,0.6047209227582759,0.32204178,0.58501655
Stag1,-3.242987,-1.8300961,0.0011828363010977397,0.03615791969339734,0.3,0.8227689890368889,0.6519968,1.4513633
Klhl7,-3.2431114,-1.5020051,0.001182319833063055,0.03615791969339734,0.15,0.6176123986715709,0.2729353,0.63596416
Acin1,-3.2441897,-1.54404,0.0011778524970765217,0.03608768140985877,0.15,0.586437167446345,0.21848817,0.53771853
Cracdl,-3.2450745,-1.9894751,0.0011741986452852326,0.03601680091188836,0.15,0.5925436560368532,0.23376414,0.71575683
Fus,-3.2454202,-1.8284097,0.0011727742063783121,0.03601422048615457,0.2,0.720744205977931,0.34011596,0.89148194
Elovl6,-3.2461667,-2.37464,0.001169702866249054,0.03596100230676439,0.1,0.5466200049994644,0.121071436,0.51131076
Ube2d1,-3.2464848,-28.455433,0.0011683969614011804,0.03596100230676439,0.0,0.41927650608863337,0.0,0.31340635
Lcorl,-3.2470794,-1.6711038,0.0011659591005200886,0.035928120448365575,0.2,0.6643216798200193,0.35068798,0.84915245
Itsn2,-3.2473004,-1.8017337,0.001165053190080621,0.035928120448365575,0.2,0.6702139056529658,0.2813434,0.75741684
Pigu,-3.2475908,-28.389835,0.0011638651697527611,0.035928120448365575,0.0,0.4194193479270078,0.0,0.30137536
Ttc8,-3.2485585,-1.5942173,0.0011599131829105145,0.03586520969482799,0.1,0.5285505124450952,0.16819018,0.44020283
Prr14l,-3.2492085,-1.155735,0.0011572666689749515,0.035824602990042566,0.15,0.6227904153126451,0.33778054,0.6393639
Rnf138,-3.2511854,-28.379236,0.001149248791748072,0.03561743371888199,0.0,0.4198835839017248,0.0,0.29946825
Plekhm3,-3.2518213,-2.087931,0.0011466805492052659,0.03557887570109179,0.1,0.5588329821804806,0.14343706,0.5042291
Acadsb,-3.2518628,-2.3900824,0.0011465132395322884,0.03557887570109179,0.05,0.4928043423918866,0.08967836,0.39998817
Nsmaf,-3.2539506,-28.400888,0.0011381210782104656,0.0353950386244389,0.0,0.42024068849766094,0.0,0.3033743
Serinc3,-3.2543514,-2.2795215,0.0011365158529661286,0.03538607296546915,0.05,0.491375924008142,0.105776295,0.4328893
Susd4,-3.2559552,-1.9055045,0.0011301158584476935,0.03522762542516186,0.15,0.6172552940756347,0.23394783,0.6868632
Sec14l1,-3.2570474,-2.1955454,0.001125776330997741,0.03513311267585284,0.05,0.49412562939685034,0.105776295,0.41282123
Fyco1,-3.2589276,-28.416155,0.0011183418229595685,0.034941679980143726,0.0,0.42088347677034604,0.0,0.30615374
Smchd1,-3.2590935,-1.8058051,0.0011176880210998546,0.034941679980143726,0.1,0.5717244580937757,0.1785241,0.5207848
Gfod1,-3.2620938,-1.9448291,0.0011059259144437384,0.03463429990804575,0.1,0.5575474056351105,0.16844931,0.5343493
Apba1,-3.2627435,-1.808193,0.0011033934883668284,0.03459531275661223,0.2,0.7279934292754348,0.41511565,1.0303195
Jak2,-3.2641814,-28.499027,0.0010978088716305122,0.034460425678401706,0.0,0.4215619755026247,0.0,0.32162702
Xrcc4,-3.2651215,-2.7389104,0.0010941715368186582,0.034386420110312683,0.1,0.5292290111773739,0.09047135,0.48987815
Arhgef7,-3.2665455,-1.9155177,0.0010886832661617545,0.034254003936494554,0.1,0.5300146412884333,0.13953204,0.44780716
Galnt18,-3.2673473,-1.8523227,0.0010856039998574391,0.034197162340175134,0.2,0.6519658608006285,0.37021166,0.9623295
Nxpe4,-3.268315,-1.8769355,0.001081898372274006,0.03412043340727998,0.05,0.4968753347855587,0.14334875,0.44860035
Frmd5,-3.2688406,-1.8080027,0.0010798916486946901,0.0340971663929804,0.25,0.7391708031282362,0.6062611,1.3657782
B230334C09Rik,-3.2694073,-1.8753107,0.0010777303611605932,0.03406895859339428,0.1,0.5558690140342106,0.17015617,0.5191088
Slc1a1,-3.2702093,-1.8301667,0.001074679762930064,0.03401253855115527,0.1,0.5710102489019033,0.18828772,0.5519805
Pdcd6ip,-3.2719235,-28.431738,0.0010681845683001131,0.03384683885639627,0.0,0.42256186837124593,0.0,0.30901432
Sipa1l1,-3.2737484,-1.7703522,0.0010613102470427925,0.033668720588004526,0.25,0.7526693568546228,0.56807745,1.2835035
Dennd5a,-3.2738867,-1.6154661,0.0010607911364706585,0.033668720588004526,0.1,0.5742599007249223,0.21067655,0.5414936
Btaf1,-3.2743707,-1.7053223,0.0010589760987605938,0.033668720588004526,0.15,0.6463950291040246,0.26963955,0.69776577
Ascc3,-3.274882,-1.3229542,0.0010570604690490195,0.03365309810823123,0.2,0.7023890297468128,0.4465228,0.8788685
Tcf12,-3.2758224,-1.6490153,0.0010535482103156278,0.03358106810341746,0.3,0.8113059315073385,0.6532952,1.3587025
Ranbp17,-3.2762232,-2.5622504,0.0010520536221115366,0.033573255137929914,0.05,0.4957683105381566,0.08967836,0.44092378
Asb3,-3.2786427,-2.5014918,0.001043076113941307,0.03332634385446245,0.1,0.5474056351105239,0.10286796,0.47842273
Gramd1b,-3.2819192,-1.6278324,0.0010310309865643166,0.03298071739164665,0.2,0.6800699925008035,0.35484913,0.8400311
