names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_ABC (for_DEGs),mean_expr_Rest (for_DEGs)
Ypel2,-2.939462,-0.6991614,0.00328782617260606,0.041378870846803195,0.3017241379310345,0.4667502687208886,0.3007468,0.4508545
Cacna1h,-2.9396286,-2.0420587,0.0032860574975463876,0.04137599107735306,0.08620689655172414,0.23858831959871013,0.034922265,0.13659354
Zfp445,-2.9396574,-0.49179718,0.0032857526411839495,0.04137599107735306,0.39655172413793105,0.6187388032963096,0.46391878,0.60435456
Gpr22,-2.9397898,-0.67881465,0.0032843506337225134,0.04137599107735306,0.19827586206896552,0.36793264063059833,0.17714357,0.27021292
Pde9a,-2.9400542,-1.8990752,0.0032815482535254034,0.04137599107735306,0.10344827586206896,0.25324256538874956,0.04404138,0.15523626
Rtn4r,-2.940405,-0.9218449,0.003277835413165003,0.04134997068156978,0.15517241379310345,0.3216768183446793,0.11638838,0.21013737
Tle1,-2.940405,-0.6561346,0.003277835413165003,0.04134997068156978,0.31896551724137934,0.49734862056610535,0.31465814,0.45915627
Cep83,-2.9427624,-0.52862895,0.0032529793952336436,0.04111362010815051,0.31896551724137934,0.5046936581870297,0.3165229,0.42992014
Alg13,-2.9447117,-1.2117492,0.003232557539312928,0.04087473933239453,0.11206896551724138,0.271694733070584,0.074419826,0.16462085
Adamts20,-2.9484146,-1.0054119,0.003194083480659685,0.040426294453756825,0.16379310344827586,0.32508061626657114,0.11360488,0.21633875
Nab1,-2.9525316,-0.96892256,0.0031517982394206837,0.03992872168469296,0.16379310344827586,0.3167323539949839,0.10918397,0.20360804
Ddhd2,-2.952635,-0.601631,0.003150741808815492,0.03992872168469296,0.3620689655172414,0.5436044428520244,0.3327119,0.46937886
Metap2,-2.9529572,-0.5717911,0.003147457199691727,0.03991136147037126,0.3275862068965517,0.5146900752418488,0.30522686,0.4256168
Pigk,-2.9536757,-0.53063124,0.003140136739782433,0.03983733437108309,0.3620689655172414,0.5639197420279469,0.40931153,0.5484863
Bdnf,-2.9550097,-1.0747786,0.0031265910894057083,0.039684224172097965,0.1206896551724138,0.28262271587244714,0.11096043,0.22089061
Sox11,-2.9657736,-1.0396826,0.003019225605552548,0.0383577267239702,0.16379310344827586,0.3234682909351487,0.11681534,0.22692452
Lhfpl4,-2.9658656,-1.0577358,0.0030183226267811725,0.0383577267239702,0.16379310344827586,0.3240415621640989,0.10119956,0.20023635
Tpp2,-2.9659808,-0.55705553,0.0030171942497401226,0.0383577267239702,0.35344827586206895,0.5476173414546758,0.35030818,0.4806977
Cblb,-2.9685798,-0.53716797,0.0029917953256444747,0.03808126025583469,0.3448275862068966,0.5711572912934432,0.43404138,0.58146524
Atp2b4,-2.9687176,-0.74648625,0.002990452179599472,0.03808126025583469,0.27586206896551724,0.44675743461125045,0.28383854,0.4386758
Clpb,-2.9701667,-0.6290932,0.002976382323010845,0.037938990995873535,0.25862068965517243,0.43400214976710855,0.21304566,0.31278384
Ank1,-2.9704425,-1.641229,0.002973709208026874,0.037938990995873535,0.13793103448275862,0.28201361519168755,0.065766595,0.1923074
Mrpl41,-2.9714546,-0.8088157,0.002963926516217499,0.03785204633591454,0.12931034482758622,0.29896094589752775,0.11375362,0.19148521
Dtd1,-2.9737775,-0.46328217,0.00294158176169088,0.03758454680771942,0.33620689655172414,0.5363668935865281,0.37363967,0.48523542
C230057M02Rik,-2.9739904,-1.235634,0.002939543039543346,0.03757636606685524,0.12931034482758622,0.28957362952346827,0.07284095,0.16375937
Kcnip1,-2.9748585,-2.327012,0.002931236211310555,0.0374880138019584,0.07758620689655173,0.23203152991759227,0.051401567,0.23480217
Phf6,-2.97671,-0.6908676,0.0029135938181038662,0.037280126615452804,0.25862068965517243,0.42361160874238624,0.19910839,0.30427554
Gad1,-2.9768307,-1.8285173,0.0029124466005019936,0.037280126615452804,0.11206896551724138,0.2658187029738445,0.07659009,0.24897893
Tox3,-2.978251,-1.1022253,0.0028989840443395115,0.03712855160696028,0.15517241379310345,0.32020781082049443,0.1458346,0.29047838
Frmpd3,-2.97855,-1.2094542,0.0028961570698565493,0.03711003360374129,0.14655172413793102,0.30293801504836976,0.094720945,0.20681247
Ap1b1,-2.9797747,-0.6085234,0.00288460359174859,0.03697962715185335,0.2413793103448276,0.41544249372984593,0.20295508,0.29496872
Camk2n1,-2.9863527,-0.60479283,0.0028232677749421235,0.03626252634450041,0.3793103448275862,0.5978860623432461,0.47590438,0.65589106
Got2,-2.9890149,-0.7050239,0.0027987842538492055,0.03596524768097951,0.1896551724137931,0.360874238624149,0.16036618,0.24963252
Ltn1,-2.9892104,-0.4822343,0.0027969939928455907,0.03595943951567513,0.2672413793103448,0.44736653529201004,0.24871609,0.33250472
Mfn1,-2.9920797,-0.54805243,0.0027708393130062205,0.03564023568237297,0.3103448275862069,0.5008240773916159,0.30365804,0.4178984
Pdzrn3,-2.9921083,-1.0544205,0.002770578376252075,0.03564023568237297,0.2413793103448276,0.3930132568971695,0.2871705,0.52525014
Nr4a1,-2.992235,-2.5213757,0.002769430521162098,0.03564023568237297,0.05172413793103448,0.2087423862414905,0.021236625,0.11620809
Ube2d1,-2.9968176,-0.6059828,0.002728138631224211,0.035192071541524025,0.25,0.41963453959154423,0.21669452,0.31355017
Gm19410,-3.0012739,-3.0525005,0.00268852670387683,0.03469774857500981,0.04310344827586207,0.20025080616266572,0.016868249,0.13202256
Got1,-3.005109,-1.0687939,0.002654856481928797,0.03427967019193982,0.1724137931034483,0.33794338946614116,0.12630236,0.24873367
Kcnt2,-3.0071216,-0.6408257,0.0026373430480961563,0.034069907549203714,0.5258620689655172,0.6865281261196704,0.8625715,1.1426141
Agrn,-3.0072079,-0.8117015,0.0026365948377534225,0.034069907549203714,0.21551724137931033,0.38341096381225365,0.15635279,0.26010096
Cenpv,-3.0087142,-1.0329442,0.0026235573510021266,0.03394077324093748,0.20689655172413793,0.35922608384091725,0.12059075,0.232893
Sytl2,-3.0099964,-1.3747429,0.0026125070164050614,0.03381409611310405,0.16379310344827586,0.31630240057327125,0.12415237,0.2947522
Bltp2,-3.0139697,-0.48975965,0.0025785355036785956,0.03339048143799704,0.25862068965517243,0.4408814045145109,0.2428142,0.3263651
Rnps1,-3.014372,-0.7488832,0.002575116735490686,0.033362288660865345,0.20689655172413793,0.375671802221426,0.15579021,0.2494346
Trim44,-3.0149817,-0.54277915,0.0025699476336565005,0.03332745797121147,0.43103448275862066,0.6467216051594411,0.5123259,0.6804823
Fbxo21,-3.0163789,-0.9819765,0.0025581335009066722,0.033190269033975026,0.15517241379310345,0.31637405947689,0.10455343,0.19695795
Erlin1,-3.016971,-0.88830805,0.0025531408690434598,0.03314149524212452,0.13793103448275862,0.3056610533858832,0.103451565,0.183774
Uggt2,-3.0183742,-0.5719371,0.002541349203118181,0.03300437558616991,0.43103448275862066,0.6088498745969186,0.4805642,0.6508458
Gm2164,-3.0207374,-1.2746888,0.0025215995713218538,0.03276372363704943,0.14655172413793102,0.30748835542816194,0.17032179,0.37105379
Slc25a14,-3.0208006,-1.1174023,0.00252107292662429,0.03276372363704943,0.1724137931034483,0.3335363668935865,0.103001125,0.21137965
Plch2,-3.0213296,-2.0795467,0.0025166721999447146,0.03273135625000701,0.08620689655172414,0.24134718738803296,0.035610992,0.14256756
Ago4,-3.0226004,-1.1694083,0.002506129588258221,0.032610025199272835,0.16379310344827586,0.319706198495163,0.09514284,0.20253737
Gnptab,-3.0252223,-0.7005311,0.002484504081574528,0.032375666669208325,0.25862068965517243,0.429415979935507,0.2069478,0.3174654
Trio,-3.0252683,-0.48974094,0.002484126215279674,0.032375666669208325,0.646551724137931,0.7629881762809029,0.97761476,1.2024616
Zmiz2,-3.0282352,-1.310065,0.0024598646182044225,0.03208570985007419,0.11206896551724138,0.2765675385166607,0.06818749,0.16124284
Serinc5,-3.0282872,-0.8059864,0.002459443381366737,0.03208570985007419,0.2672413793103448,0.4384091723396632,0.21908855,0.35644346
Cnih2,-3.0323179,-1.5887522,0.0024268357828004985,0.03168565475405705,0.11206896551724138,0.2714797563597277,0.082018204,0.22880821
Gmpr,-3.0344799,-2.0173101,0.0024095093193832835,0.031474727959080614,0.09482758620689655,0.2516660695091365,0.03875193,0.14838392
Rras2,-3.0356872,-0.64808226,0.0023998816573826487,0.031364212127369534,0.31896551724137934,0.5018273020422788,0.3120377,0.45354047
Car2,-3.0364692,-2.0432599,0.00239366540095067,0.03129819431802652,0.07758620689655173,0.23934073808670728,0.061133042,0.23098259
Nudt3,-3.0366244,-0.6727436,0.0023924330462039125,0.03129731058982431,0.2672413793103448,0.4398065209602293,0.22316974,0.335456
Dhx57,-3.03797,-0.38211787,0.002381776942753923,0.031173086435361867,0.3103448275862069,0.5003224650662845,0.32259762,0.40290242
Nudcd1,-3.0407012,-0.8066478,0.0023602794720703002,0.030936931421721447,0.19827586206896552,0.3655320673593694,0.14341202,0.23880163
Kcnmb2,-3.0410693,-2.184204,0.002357396591281269,0.030914224698744608,0.10344827586206896,0.25779290576854175,0.08284946,0.3311499
Brinp3,-3.0411382,-0.7498413,0.0023568564102004557,0.030914224698744608,0.49137931034482757,0.6305983518452167,0.7809376,1.0953419
Bin3,-3.0446916,-1.6308271,0.0023291898213174574,0.030589115590811376,0.09482758620689655,0.2587244715155858,0.04938123,0.14562982
Elovl4,-3.048176,-1.4159174,0.002302349567190684,0.030281024410383595,0.1206896551724138,0.2788964528842709,0.06893641,0.17431553
Tdp1,-3.0517237,-1.1034642,0.002275313433166088,0.029969447033908223,0.11206896551724138,0.2854174131135794,0.07968209,0.164004
Nek4,-3.0533166,-1.9595191,0.0022632705133606174,0.02982544320451191,0.09482758620689655,0.253099247581512,0.038468726,0.14196166
Gm5468-1,-3.0543344,-2.2881405,0.002255605827616592,0.029739022859694715,0.0603448275862069,0.21848799713364386,0.027230017,0.12647924
Myo1b,-3.0545182,-1.5538615,0.0022542226628174847,0.029735377000444683,0.07758620689655173,0.2432103188821211,0.06474037,0.17928937
Adcyap1r1,-3.054984,-1.2807248,0.0022507249993241637,0.029703821577524693,0.13793103448275862,0.3016481547832318,0.088569134,0.20294586
Ndufaf4,-3.0564733,-0.874464,0.0022395744550792983,0.029571187030948767,0.16379310344827586,0.33346470798996775,0.12285926,0.2148385
2610316D01Rik,-3.0598888,-1.2146469,0.0022141923060738596,0.029279206330809358,0.12931034482758622,0.2974561089215335,0.10228601,0.22310764
Fbn2,-3.0599406,-1.098234,0.002213809763702308,0.029279206330809358,0.16379310344827586,0.3263346470798997,0.14212658,0.2828965
Epb41l4b,-3.0604982,-0.622815,0.00220969064964254,0.029248466874825147,0.29310344827586204,0.46395557147975636,0.27546737,0.3976788
Agap2,-3.0611653,-0.7736184,0.002204773922002886,0.029212167299910035,0.21551724137931033,0.3910426370476532,0.16900316,0.27366138
Neurl1a,-3.0632353,-0.7425078,0.002189578886933403,0.029025152783374714,0.19827586206896552,0.36907918308849874,0.15226221,0.2430755
Jph3,-3.063793,-1.4711767,0.002185501117529611,0.028985397348480085,0.12931034482758622,0.2878896452884271,0.06555298,0.1721313
Tln2,-3.0638158,-0.62747973,0.0021853331116332294,0.028985397348480085,0.4051724137931034,0.5979218917950555,0.4352465,0.6111132
Cdh7,-3.0655468,-2.0480533,0.002172724578498432,0.02886200949034613,0.06896551724137931,0.23142242923683268,0.04786432,0.18461491
Zdhhc13,-3.0656788,-1.1675383,0.0021717638836230117,0.02886200949034613,0.12931034482758622,0.29168756718022215,0.07983193,0.17115699
Ahctf1,-3.0680306,-0.4704123,0.0021547451243938763,0.02867657329988284,0.27586206896551724,0.4638122536725188,0.26208988,0.3472408
Mrpl1,-3.070808,-0.8055473,0.002134804674439369,0.02843936618849075,0.22413793103448276,0.38914367610175565,0.15929449,0.26376054
Brd9,-3.0728204,-0.47143406,0.002120460959259237,0.028262294630603025,0.33620689655172414,0.5434611250447868,0.38032624,0.49568012
Nek1,-3.0745914,-0.5263967,0.0021079116533970384,0.028108975745299466,0.3793103448275862,0.5860981726979577,0.4315333,0.5750515
Slitrk3,-3.0789325,-0.98273027,0.0020774371414093965,0.02774551098324477,0.16379310344827586,0.3325331422429237,0.11519693,0.216146
Pea15a,-3.0812268,-1.1732528,0.0020614957937418426,0.027572121442430715,0.20689655172413793,0.3638122536725188,0.12679146,0.2660941
Ufd1,-3.0820777,-0.67802006,0.0020556113014189247,0.02750710939697535,0.1724137931034483,0.3405947689000358,0.14216714,0.21867102
Zfp40,-3.0864592,-0.6446981,0.002025557306555036,0.02714549866689966,0.2672413793103448,0.44862056610533857,0.22664522,0.33483458
Usp28,-3.0864706,-0.91042536,0.002025478957982567,0.02714549866689966,0.16379310344827586,0.339591544249373,0.11975024,0.2143962
Bzw2,-3.0871665,-0.6393375,0.002020744039530313,0.02710803411990989,0.3103448275862069,0.5002149767108564,0.29387453,0.42664424
Ndst4,-3.0890064,-1.048273,0.002008270849758578,0.026954164701804693,0.20689655172413793,0.375671802221426,0.24193257,0.44855195
Adck1,-3.0894606,-0.8388196,0.0020052024253567843,0.0269398945846684,0.1724137931034483,0.35077033321390183,0.13102983,0.22346777
Pkib,-3.0924277,-2.8889737,0.0019852661639771212,0.026698749662695316,0.04310344827586207,0.20691508419921176,0.01894178,0.13247253
Uggt1,-3.0925312,-0.51942,0.0019845740083055995,0.026698749662695316,0.27586206896551724,0.4726262988176281,0.26484418,0.3609143
Atp1a3,-3.0925484,-0.7118559,0.001984458670563969,0.026698749662695316,0.4827586206896552,0.7065567896811179,0.61174285,0.86786205
Celsr3,-3.093319,-1.7388285,0.001979313188745924,0.026658719489525307,0.08620689655172414,0.24865639555714797,0.04013153,0.12810169
Actl6b,-3.0948253,-1.2672434,0.0019692879839822712,0.026536995049951672,0.16379310344827586,0.32053027588677896,0.0873872,0.1986917
Spag6l,-3.0958605,-1.8649876,0.001962427474151544,0.026457815469368783,0.11206896551724138,0.26879254747402365,0.045780253,0.1575487
Ro60,-3.0965445,-0.5205335,0.0019579039697268674,0.026410080153896048,0.20689655172413793,0.38717305625223936,0.19795862,0.27309555
Trpc6,-3.098741,-1.1197942,0.0019434477464266035,0.02624142761129791,0.15517241379310345,0.32669294159799356,0.19062312,0.37594756
Abca5,-3.103577,-0.571816,0.0019119660928531305,0.025842318367687935,0.33620689655172414,0.5348978860623432,0.34311783,0.47526062
Immp2l,-3.1068716,-0.63343084,0.0018907856256406854,0.02558177732173475,0.4482758620689655,0.6697241132210677,0.6821861,0.92323315
Stk32c,-3.1069922,-1.322059,0.0018900134877531832,0.02558177732173475,0.10344827586206896,0.26456467216051593,0.06839393,0.16295491
Asap1,-3.1101663,-0.64445674,0.0018698208611313185,0.025349185942784323,0.5431034482758621,0.7009673951988534,0.779715,1.0458627
Strn4,-3.110586,-0.58836114,0.001867165347602331,0.025325963094434446,0.1896551724137931,0.38179863848083123,0.17912649,0.25847355
Rnf24,-3.1116266,-0.82717776,0.0018605960666781536,0.025249604197798984,0.21551724137931033,0.3847724829810104,0.16114919,0.27020964
Synj1,-3.1119027,-0.60405105,0.001858857502611959,0.02523875750135591,0.5258620689655172,0.7210677176639197,0.69876295,0.931022
Ccl25,-3.1122534,-0.67357117,0.0018566502309626388,0.025227428722039227,0.21551724137931033,0.40691508419921174,0.18344037,0.27850026
Mmp24,-3.11472,-1.4234742,0.001841194848348529,0.025062262196111944,0.13793103448275862,0.29562880687925475,0.067063086,0.17063075
Atrn,-3.1222467,-0.6298376,0.0017947638209539582,0.02446742966465391,0.46551724137931033,0.6901110713006091,0.5884855,0.80641484
Nptn,-3.1242766,-0.4038581,0.0017824282631327929,0.024311597680394998,0.7931034482758621,0.8399856682192762,1.4154791,1.6342942
Rims4,-3.1252367,-2.3981447,0.001776619659433107,0.02424467762771335,0.0603448275862069,0.2245790039412397,0.024548434,0.1231041
Ctxn1,-3.126082,-1.0954185,0.001771521101911358,0.02418738415058851,0.19827586206896552,0.3637047653170907,0.14455776,0.28692552
Ephx4,-3.1351037,-1.0224427,0.0017179335951631434,0.023479590896253136,0.15517241379310345,0.321461841633823,0.104632765,0.2021766
Gm11906,-3.1378233,-1.430085,0.0017020736858298945,0.023286517280167653,0.12931034482758622,0.2895378000716589,0.07819659,0.19816895
Rpgrip1l,-3.1421013,-0.8973568,0.0016773993399665603,0.022972334487717367,0.22413793103448276,0.4002149767108563,0.15969741,0.2795462
Htr7,-3.1452696,-5.3706846,0.0016593382928745289,0.022736573141019168,0.008620689655172414,0.17681834467932642,0.0029710087,0.11609983
Sfswap,-3.148915,-0.5691879,0.0016387780953433606,0.0224777781632854,0.4051724137931034,0.5994983876746686,0.42869645,0.5845334
Wsb1,-3.1498983,-0.6200364,0.0016332729623782453,0.022413710162974186,0.28448275862068967,0.49229666786098175,0.28086346,0.40438387
Acbd6,-3.14995,-0.59160626,0.0016329836905206298,0.022413710162974186,0.39655172413793105,0.602400573271229,0.42871466,0.59146374
Morc2b,-3.1507149,-1.402617,0.0016287143883347817,0.02237400593791185,0.09482758620689655,0.2644213543532784,0.05610496,0.14199495
Sncb,-3.1509275,-0.9753559,0.0016275285154127438,0.022369151513626815,0.23275862068965517,0.4081332855607309,0.19450364,0.3521644
Prmt7,-3.1561658,-0.9467476,0.0015985798775604964,0.022016320507457988,0.14655172413793102,0.3169473307058402,0.10729767,0.19747531
Usp12,-3.1564763,-0.7195424,0.0015968789032173132,0.022004172374076515,0.1810344827586207,0.3515944106055177,0.14540054,0.2292898
Cep70,-3.1585922,-0.69381154,0.0015853313721277168,0.021856261656783865,0.21551724137931033,0.3984593335721964,0.17515069,0.26975384
Fam117b,-3.1595583,-0.64455163,0.0015800852745864568,0.021795118751610932,0.3448275862068966,0.5414188462916517,0.32856733,0.47503418
Grik1,-3.1646008,-1.0215931,0.0015529579580550886,0.0214429498113773,0.3448275862068966,0.4998925116445718,0.44453937,0.75913566
Tmem38b,-3.1649919,-2.0435102,0.0015508726056331177,0.0214251655081552,0.07758620689655173,0.24360444285202437,0.03482843,0.1363727
Mfap3l,-3.165837,-1.192503,0.0015463733743773488,0.021373998235349464,0.1206896551724138,0.2969186671443927,0.08631665,0.18734236
Cdin1,-3.1690686,-0.7313941,0.0015292828332245838,0.021170442930831822,0.2413793103448276,0.42694374776065924,0.20952083,0.3271301
Enc1,-3.1693504,-0.85992837,0.001527801008579712,0.021160831495122094,0.25862068965517243,0.44926549623790757,0.2487315,0.41378877
Grin3a,-3.1714375,-1.1221116,0.0015168645311624306,0.0210201907954278,0.2413793103448276,0.4020064493013257,0.22637416,0.44016838
Rpgr,-3.1750658,-0.7508919,0.0014980252157841488,0.020780556297429056,0.2672413793103448,0.44227875313507703,0.20646486,0.3263606
Mvb12b,-3.1762848,-0.57814014,0.0014917442214635306,0.020704115305126586,0.3017241379310345,0.4987817986384808,0.29077414,0.4079993
A330015K06Rik,-3.1767447,-1.8200288,0.0014893803472892308,0.0206819896287657,0.10344827586206896,0.2699749193837334,0.054929983,0.18180248
Gm20642,-3.1790504,-2.5389946,0.001477583350776466,0.020528782127902608,0.06896551724137931,0.23310641347187389,0.024082888,0.13248757
Prkar2b,-3.1792805,-0.84622115,0.0014764113280783114,0.02052311039082474,0.20689655172413793,0.38853457542099606,0.17090578,0.28898302
Chst1,-3.1796312,-0.53938144,0.0014746256426914613,0.02050889804302255,0.3103448275862069,0.4968111787889645,0.3188976,0.43560213
Adgra1,-3.1800797,-1.0895205,0.0014723452067045425,0.020487786485836903,0.15517241379310345,0.33185238265854533,0.12143152,0.24275397
Olfm1,-3.1838229,-0.74329424,0.0014534387024085383,0.020235180276537524,0.5344827586206896,0.7479756359727696,0.7479471,1.0517254
Disp2,-3.1841047,-0.7348244,0.00145202472621982,0.020225974283839588,0.2413793103448276,0.42027946972411323,0.19411649,0.30493274
Mat2a,-3.1845129,-0.57097346,0.0014499781529393099,0.02020794241155563,0.3620689655172414,0.5767108563238983,0.38280964,0.5264127
Dclre1c,-3.192034,-1.332173,0.0014127475644118573,0.01970951560526823,0.15517241379310345,0.31490505195270513,0.081952095,0.19476968
Tmem38a,-3.192465,-0.687133,0.0014106397364843056,0.01969033232173158,0.22413793103448276,0.40841992117520604,0.18890125,0.2887589
Galnt16,-3.1925342,-0.7101218,0.0014103027532226759,0.01969033232173158,0.28448275862068967,0.4813686850591186,0.27045682,0.4108269
Rab15,-3.1936727,-1.5545439,0.0014047532344138617,0.019628559234893636,0.10344827586206896,0.27051236116087424,0.057664666,0.16072631
