names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Mossy cells (for_DEGs),mean_expr_Rest (for_DEGs)
Magi1,-3.665541,-0.9369393,0.00024681622730576673,0.008726252668034147,0.7872340425531915,0.7474891883198113,0.7744249,1.1751608
Mamld1,-3.678208,-2.346142,0.0002348783336437913,0.008370266346165348,0.1276595744680851,0.42195932663783553,0.07245195,0.32357886
Apba1,-3.6921923,-1.0208828,0.0002223292514422215,0.007997305202479908,0.7659574468085106,0.7274741770613674,0.6356169,1.0304322
Plcl1,-3.72192,-1.6215868,0.0001977135934141404,0.00721815795521461,0.6595744680851063,0.6847993137710425,0.5679461,1.2098256
Kirrel3,-3.7315016,-1.3441175,0.00019034183186118382,0.006996559537770191,0.6595744680851063,0.7719360949283391,1.0656431,1.7631006
Fmn1,-3.7498434,-1.9354843,0.0001769449834966293,0.006581768608498291,0.3404255319148936,0.5294327888773723,0.18514612,0.57548606
Itpr1,-3.7648742,-1.2573504,0.00016663289935530719,0.006253388276085341,0.6170212765957447,0.6691089745880839,0.504342,0.94311273
Csgalnact1,-3.7746181,-2.212938,0.00016025294895732656,0.006039266112879894,0.2127659574468085,0.48125379749097535,0.13410865,0.5100478
Sox5,-3.792184,-1.7317618,0.00014932810958799366,0.005677190743240296,0.5106382978723404,0.6192144108081061,0.44771475,1.0562823
Galntl6,-3.7968035,-1.4065992,0.00014657390170469978,0.005590303435663705,0.8936170212765957,0.8125379749097538,1.2087328,1.9779797
Gabrg3,-3.8073864,-1.6902491,0.00014044322755546554,0.005406460636698222,0.5957446808510638,0.6527395546659995,0.53738505,1.1927657
Alcam,-3.8093352,-1.3049315,0.00013934097081477992,0.005374272910445081,0.7446808510638298,0.7180385288966725,0.6671064,1.2070794
Ust,-3.8131604,-1.6566,0.00013720093696289692,0.005312088150134064,0.3829787234042553,0.5901926444833625,0.293485,0.730142
Osbpl10,-3.8174732,-2.5936003,0.0001348254912818902,0.005242779957661925,0.1276595744680851,0.42270988956002714,0.065044336,0.3405064
Kcnip3,-3.8216865,-1.9826038,0.00013254217339772476,0.005176465405809396,0.23404255319148937,0.5051288466349763,0.14689606,0.4857221
Satb2,-3.831313,-3.3590384,0.00012746124505634424,0.005007139845999956,0.14893617021276595,0.4197076378712606,0.06025188,0.49300158
Epb41,-3.8483827,-4.239388,0.00011890017016801864,0.004712164561083571,0.0425531914893617,0.35851888916687513,0.018589579,0.30335933
Trim2,-3.848446,-0.6106893,0.00011886952717839686,0.004712164561083571,0.9148936170212766,0.7932377854819687,1.0238055,1.3147417
Ntng1,-3.8669052,-2.3969269,0.00011022528230445889,0.004453764414317008,0.425531914893617,0.5698917044926552,0.2572207,0.93409747
Lmo3,-3.8702974,-2.3050578,0.00010870264654790555,0.00439885559147925,0.2765957446808511,0.500839915651024,0.1353971,0.540304
Etv6,-3.8866725,-2.6871018,0.00010162770113806243,0.004142092952278815,0.2127659574468085,0.46720754851853175,0.082650065,0.44140863
Parm1,-3.8940074,-3.123883,9.860159992511589e-05,0.004038757606688818,0.0851063829787234,0.39979984988741557,0.050100118,0.37008953
Dpy19l1,-3.8961546,-2.9936452,9.773195484568813e-05,0.004009248285043726,0.1276595744680851,0.42453268522820686,0.05859575,0.39248133
Klhl32,-3.9347785,-2.1304452,8.32735151534189e-05,0.003482882253170536,0.2765957446808511,0.5167089602916473,0.13749006,0.49795517
Foxp1,-3.9357526,-0.69898474,8.293633590658662e-05,0.0034820302278280976,0.9574468085106383,0.7935237142142321,1.0849707,1.4304819
Pcdh17,-3.9376745,-1.5554801,8.227512174655791e-05,0.003470537710094209,0.46808510638297873,0.6465920869223346,0.36923584,0.8384511
Nckap5,-3.9410758,-2.0785878,8.111700045223446e-05,0.0034324626805536064,0.3829787234042553,0.5731441438221523,0.21684667,0.70450586
Nedd4,-3.9579833,-0.9791632,7.558528564226395e-05,0.003234527749617943,0.8085106382978723,0.7538511026126737,0.61624134,0.9856207
Crim1,-3.9690533,-1.8278927,7.21587517257525e-05,0.0031122081201781213,0.425531914893617,0.5762178776939848,0.23057586,0.6526658
Mtcl1,-3.985726,-2.9804416,6.727408261134557e-05,0.0029297481357647578,0.0851063829787234,0.4094142035097752,0.04632603,0.31788534
Spock3,-3.9951272,-2.1117756,6.465955111385916e-05,0.0028388923830545676,0.3829787234042553,0.5713570892455055,0.2649281,0.837723
Cds1,-4.016266,-4.24679,5.91275460971889e-05,0.002620097768293465,0.0425531914893617,0.3716001286679295,0.016631328,0.27640826
Erbin,-4.0181603,-3.219779,5.865423678072059e-05,0.0026068192597176187,0.14893617021276595,0.44619178669716575,0.07204766,0.5282716
Dock3,-4.025288,-0.44204935,5.690563392468643e-05,0.002544183666483069,0.9787234042553191,0.804639193680975,1.3158809,1.5488638
Nedd4l,-4.0638304,-0.7486836,4.8273917801088856e-05,0.0022033488202964986,0.8723404255319149,0.7481682690589371,0.8480197,1.1765543
Gpc6,-4.083814,-2.749302,4.4302440993059646e-05,0.002041863789851651,0.3404255319148936,0.5515207834447264,0.2089638,0.9410373
Efna5,-4.1565595,-3.7329164,3.2307616590152844e-05,0.0015501886746025124,0.0851063829787234,0.41352442903606274,0.050276466,0.52210027
A830018L16Rik,-4.1636057,-1.4835447,3.132609331031113e-05,0.0015057819807657604,0.7446808510638298,0.6879445298259409,0.59640604,1.1880417
Cdh18,-4.172294,-2.2255883,3.0154825154499307e-05,0.0014625634510855529,0.3617021276595745,0.5832588727259731,0.2537406,0.85479695
Cdh12,-4.190311,-1.5736886,2.7857227915781365e-05,0.0013728317603002014,0.6808510638297872,0.684048750848851,0.6179908,1.2657138
Prkd1,-4.2034564,-2.6999454,2.628699628711599e-05,0.0013056036788074061,0.23404255319148937,0.5063083026555631,0.12388016,0.61892325
Sox2ot,-4.2411146,-3.8937378,2.2241265244454614e-05,0.001121243521798303,0.1702127659574468,0.4663855034132742,0.07942673,0.80143493
Pde7b,-4.2528343,-3.6755197,2.1108188145488354e-05,0.0010741988929342274,0.0851063829787234,0.4217448800886379,0.047389105,0.482478
Egfem1,-4.2680726,-1.2953266,1.971692575546426e-05,0.00100913103818919,0.8085106382978723,0.772007577111405,1.1742843,1.8698606
Sbf2,-4.296754,-0.67720604,1.7331756384932502e-05,0.0009007820001221207,0.8936170212765957,0.7837306551342078,0.92347723,1.2317955
Usp3,-4.297223,-2.647883,1.729512776443711e-05,0.0009006203159504365,0.19148936170212766,0.4882233103398978,0.081662156,0.42741787
Prr16,-4.3000107,-2.8812287,1.7078986098229813e-05,0.0008945659969969494,0.2765957446808511,0.5228564280353122,0.13694072,0.73299044
Spon1,-4.3390946,-2.9549093,1.4307105424029128e-05,0.0007719516520957082,0.2127659574468085,0.4936916973444369,0.09125815,0.55439675
Gabra3,-4.3479633,-3.4374032,1.3740769809738355e-05,0.0007443840419106242,0.0851063829787234,0.42921476821902144,0.041791484,0.38003436
Lrrc4c,-4.4249396,-0.7446025,9.646925963589095e-06,0.0005389041593381268,0.9787234042553191,0.9144000857786196,2.1539981,2.62221
Gda,-4.431219,-2.0096023,9.370186277568708e-06,0.0005254798827643668,0.2765957446808511,0.5746095285750027,0.18954581,0.6099718
Plppr1,-4.439294,-3.3327372,9.025455036519352e-06,0.000510555740697421,0.1276595744680851,0.4595232138389506,0.056199856,0.45896685
Ankrd33b,-4.4559035,-3.6781118,8.35406272825083e-06,0.0004755797998052962,0.10638297872340426,0.44165266807248293,0.036019042,0.38489598
Ptprt,-4.459675,-2.5284564,8.208414952313072e-06,0.0004682804878315334,0.46808510638297873,0.6197862682726331,0.31502414,1.14308
Diaph2,-4.4717913,-1.1097964,7.756708896796499e-06,0.0004453477949934229,0.7872340425531915,0.7710068265484827,0.7859531,1.2747784
Mgll,-4.4905753,-3.010937,7.1031040859412045e-06,0.000410452487718796,0.1276595744680851,0.47457021337431643,0.06425715,0.42851168
Stxbp6,-4.504289,-3.708958,6.659554941294335e-06,0.00038732086855536535,0.1276595744680851,0.4647414132027592,0.0678174,0.65107995
Mast4,-4.518995,-1.1983088,6.213387870982658e-06,0.0003646676097261974,0.7659574468085106,0.7613924729261231,0.74968207,1.2702224
Adgrl2,-4.529325,-4.052827,5.917235383798409e-06,0.00034944201046739176,0.0851063829787234,0.43661317416633905,0.034892336,0.46330613
Ldlrad4,-4.5295687,-1.2380726,5.910417617135812e-06,0.00034944201046739176,0.7872340425531915,0.7424854355052003,0.6653829,1.1723733
5330434G04Rik,-4.5686255,-1.8043722,4.909331316132055e-06,0.00029510902117330724,0.40425531914893614,0.6449837378033525,0.3276059,0.8560936
Adcy8,-4.5736146,-2.2949734,4.793810644519046e-06,0.00028972197347822603,0.2553191489361702,0.556738982808535,0.18506125,0.6919699
Tnik,-4.5842156,-0.48950198,4.556937414451291e-06,0.00027745556522867535,0.9574468085106383,0.8166839415275743,1.41506,1.681904
Syn3,-4.5954843,-2.7672634,4.317454119514183e-06,0.00026546908968271417,0.19148936170212766,0.5088101790628686,0.09046221,0.49749526
Npas3,-4.662834,-2.8939648,3.1188406469737677e-06,0.00019581056910906533,0.3191489361702128,0.5842238821973623,0.21834616,1.034539
Erbb4,-4.7198267,-2.7389274,2.360456184260963e-06,0.00015213989955364658,0.6382978723404256,0.7195039136495228,0.4510803,1.5697072
Nalf1,-4.7647657,-0.43711546,1.8907314952974157e-06,0.00012361059678501595,1.0,0.899281604060188,2.5671542,2.849866
Hs6st2,-4.793086,-4.3602223,1.6423507438133768e-06,0.00010869449380853555,0.06382978723404255,0.44540548268344116,0.027079517,0.44709074
Meis2,-4.815605,-3.3594701,1.4675437060691737e-06,9.809178950765845e-05,0.10638297872340426,0.48940276636048463,0.089155234,0.67145807
Kazn,-4.8438535,-2.4706218,1.2734487843042977e-06,8.684662140674233e-05,0.2553191489361702,0.573894706744344,0.16313952,0.68420255
Pcdh11x,-4.853886,-4.977563,1.2106534150606397e-06,8.29853501598964e-05,0.0425531914893617,0.44033024768576434,0.023164354,0.55293006
Mef2c,-4.877569,-1.6044022,1.074012803642692e-06,7.418695124390523e-05,0.851063829787234,0.7795846885163873,0.77079237,1.5110949
Shisa9,-4.8891807,-2.152159,1.012566512231851e-06,7.048617146028456e-05,0.5531914893617021,0.6627113192036885,0.37516627,1.106407
B3galt1,-4.8895774,-0.6390321,1.0105267833133564e-06,7.048617146028456e-05,0.9787234042553191,0.851745952321384,1.5386963,1.9017091
Grm3,-4.8923655,-2.7998793,9.963133330308899e-07,6.971598765244795e-05,0.2553191489361702,0.5769326995246434,0.19547346,0.9176454
Maml3,-4.9730678,-3.6479366,6.590157937008387e-07,4.8250011925726256e-05,0.1276595744680851,0.5035204975159941,0.071411125,0.65643305
Farp1,-4.994396,-2.4006593,5.902015867717191e-07,4.392996298214984e-05,0.3191489361702128,0.6005218199363809,0.1876733,0.7372057
Zfp536,-5.025775,-4.594124,5.014036780954623e-07,3.772540695343749e-05,0.0851063829787234,0.47700060759855606,0.040181242,0.6882626
Cacna1e,-5.043422,-1.0009054,4.572788849649183e-07,3.480760237679137e-05,0.9574468085106383,0.7728296222166625,1.1907219,1.7195039
Mpped1,-5.043485,-4.8558836,4.57127913174711e-07,3.480760237679137e-05,0.0425531914893617,0.45266092426462706,0.01862991,0.43472508
Elmo1,-5.0815496,-3.0349183,3.743684159460887e-07,2.926571583950151e-05,0.23404255319148937,0.572214875442296,0.13817258,0.7949947
Pdzrn4,-5.2289615,-3.7099311,1.704648721728837e-07,1.435859283788522e-05,0.19148936170212766,0.540691232710247,0.08201935,0.75072396
Atp8a1,-5.248756,-0.9608431,1.5312977337817183e-07,1.3230215468397033e-05,0.8936170212765957,0.814610958218664,0.93956405,1.3948201
Kcnj3,-5.367712,-1.0060734,7.974164076700197e-08,7.118464742223731e-06,0.9574468085106383,0.7834089853104114,1.1364561,1.6580806
Foxn3,-5.376572,-2.1239681,7.591737177187878e-08,6.829586800265719e-06,0.46808510638297873,0.6988813038350191,0.30839813,0.9457065
Fstl4,-5.411713,-3.7905316,6.242468378204655e-08,5.705276371508812e-06,0.0851063829787234,0.5172450766646414,0.062111255,0.6348451
Cntnap5b,-5.5574017,-3.1375434,2.738200143485959e-08,2.7659939043408916e-06,0.2127659574468085,0.5957682547625004,0.15376464,0.9012789
Ctnnd2,-5.6010594,-0.4234294,2.1304538792417288e-08,2.1766272142671198e-06,1.0,0.8840558990671575,2.192647,2.4573405
Sgcd,-5.6434364,-2.6089473,1.666890883777301e-08,1.729318843517223e-06,0.5319148936170213,0.7047428428464205,0.4010529,1.3887936
Nfia,-5.694565,-2.2815504,1.2368712519285766e-08,1.3084539582409787e-06,0.5531914893617021,0.7385896565281104,0.44752213,1.3202237
Ssbp2,-5.701611,-1.6193857,1.1868049263006441e-08,1.2604525047311583e-06,0.6595744680851063,0.7712927552807463,0.6256547,1.3005714
Adcy1,-5.7099295,-3.0132194,1.1302314310276902e-08,1.2099330100284475e-06,0.2553191489361702,0.6090281997212195,0.12517564,0.7307338
Zmat4,-5.788548,-3.459833,7.099755615747421e-09,8.083492940471747e-07,0.23404255319148937,0.6002358912041174,0.11807482,0.8666786
Rfx3,-5.80947,-1.895635,6.267091906803086e-09,7.196442715205081e-07,0.851063829787234,0.7939883484041602,0.68022937,1.5315546
Dock10,-5.8726788,-4.293659,4.288088300999855e-09,5.098271356100269e-07,0.19148936170212766,0.5920154401515423,0.08966371,1.0437071
Dscaml1,-5.916129,-2.0183718,3.2960635079425417e-09,3.9715348187630535e-07,0.5319148936170213,0.7368383430429966,0.4728368,1.2381276
Adgrb3,-5.9256654,-0.46048048,3.1103506405976335e-09,3.8162156033268685e-07,1.0,0.9356302941491833,2.918863,3.2231803
Dpp10,-5.993692,-2.1685443,2.0512955855070644e-09,2.575622073952094e-07,0.8297872340425532,0.8855927660030737,1.2726893,2.5301864
Tiam1,-6.022256,-3.487405,1.7200247821726898e-09,2.180050278159442e-07,0.19148936170212766,0.6027377676114228,0.09180976,0.73161316
Sgcz,-6.04399,-2.9177773,1.5034856034433182e-09,1.923745626881998e-07,0.5957446808510638,0.7472747417706137,0.46625835,1.7027253
Dleu2,-6.160204,-2.9846275,7.265135098660193e-10,9.664068321831652e-08,0.2553191489361702,0.6550627256156403,0.14587073,0.80784035
Bcl11b,-6.222682,-5.382243,4.887277421797212e-10,6.70005838386179e-08,0.0425531914893617,0.5491261303120197,0.021247406,0.63956785
Il1rapl1,-6.25739,-0.79437643,3.9147394073655695e-10,5.4502097345032566e-08,1.0,0.9241574037671111,2.3485467,2.8578887
Asic2,-6.4361534,-2.3685956,1.225390258809414e-10,1.829235347456053e-08,0.7446808510638298,0.7909503556238607,0.7009306,1.8317912
Xkr6,-6.4696255,-4.8314443,9.824605618177843e-11,1.4861761650911482e-08,0.0851063829787234,0.5847957396618892,0.033215623,0.67374897
Adgrl3,-6.4815617,-0.8252084,9.077796906291247e-11,1.3938308735545474e-08,1.0,0.8821616212159119,1.8882176,2.392003
5730522E02Rik,-6.621314,-2.682579,3.560197448654375e-11,5.7282937392421e-09,0.574468085106383,0.7479538225097394,0.47547093,1.5909338
Nav2,-6.667814,-1.5504806,2.5964173582905956e-11,4.333275429643994e-09,0.7446808510638298,0.8187569248364845,0.8957833,1.6572846
Bcl11a,-6.7456026,-3.5592306,1.523934382835653e-11,2.5916529662527846e-09,0.3191489361702128,0.6788305514850423,0.1519566,1.0765343
Chsy3,-7.060419,-3.7157764,1.6600094610119627e-12,3.279739280690547e-10,0.2553191489361702,0.7035991279173666,0.17465916,1.254887
Frmd5,-7.311378,-3.5903282,2.6441688187374327e-13,6.021086115209731e-11,0.3404255319148936,0.7394474427249008,0.21733856,1.3671174
Kcnh7,-7.401319,-3.1522634,1.348383071526868e-13,3.2062878877811457e-11,0.5531914893617021,0.7964544837199328,0.47634986,1.860172
Nrg1,-7.662743,-3.0804253,1.820029907597946e-14,4.842000358134337e-12,0.7446808510638298,0.8482790664426891,0.7058801,2.269592
Ncam2,-8.240085,-2.897631,1.720883446327172e-16,5.853182050988747e-14,0.723404255319149,0.8591800993602344,0.6668393,2.0875444
Lrrtm4,-8.491431,-2.8089178,2.0410722870026283e-17,8.569314429962597e-15,0.8936170212765957,0.9200829193323564,1.3462651,3.040861
Dab1,-8.730102,-3.2745283,2.544431780223677e-18,1.2430705806292763e-15,0.7659574468085106,0.8769791629436363,0.8279823,2.6005006
Ptprd,-8.876124,-1.939547,6.923033807391997e-19,4.043954747926586e-16,1.0,0.9652239179384539,2.387543,3.661609
