names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Sst Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Zranb3,-2.7122886,-0.59150684,0.0066820398015191365,0.03997026034434978,0.17280453257790368,0.2300826446280992,0.090444654,0.13333872
Agmo,-2.7139173,-1.396472,0.006649277240835781,0.03979341958112373,0.08923512747875353,0.14596877869605143,0.07219068,0.17988093
Gpd1,-2.7155151,-0.97668135,0.006617273277768874,0.03961812232033192,0.060906515580736544,0.12084481175390266,0.03432181,0.06645748
Zfp277,-2.7184653,-0.3412777,0.0065585527197440045,0.039301585990080594,0.38243626062322944,0.43463728191000917,0.26323223,0.32316533
Fth1,-2.7195904,-0.5050915,0.006536279838477663,0.03918559555106979,0.5694050991501416,0.5803856749311295,0.57121897,0.7387884
Robo3,-2.7236257,-1.9836131,0.006456964632144067,0.038744671653798815,0.021246458923512748,0.08128558310376492,0.010085724,0.039306335
Mertk,-2.7256303,-1.2274396,0.006417885402184512,0.038535995699820746,0.14589235127478753,0.19757575757575757,0.13587628,0.29325438
Ube2ql1,-2.7273037,-0.51717323,0.006385421079275192,0.03836678542042138,0.23512747875354106,0.28888888888888886,0.12703224,0.17718658
Dpy19l3,-2.7353458,-0.49248636,0.0062314789462317955,0.037534149133658004,0.2563739376770538,0.3114784205693297,0.15300749,0.2091278
Mcur1,-2.7394636,-1.0751237,0.006153953225996124,0.03710877988835634,0.07790368271954674,0.13766758494031223,0.035798937,0.073985465
Myo18a,-2.7442858,-0.32469335,0.0060642702451872725,0.03660906346622827,0.5764872521246459,0.5743250688705234,0.44444972,0.5311463
Cblb,-2.746898,-0.33243102,0.006016185108178672,0.03635144903457632,0.5779036827195467,0.5715335169880624,0.48890972,0.5844085
Wnt4,-2.750016,-1.5692968,0.005959237470205154,0.036039772861672856,0.053824362606232294,0.11386593204775022,0.022396274,0.0650507
Spata13,-2.7567577,-1.7022011,0.005837760217470951,0.03537677425427255,0.0679886685552408,0.12620752984389347,0.03179358,0.09995175
Errfi1,-2.7627335,-0.6904557,0.00573195456863901,0.0348062416405266,0.15155807365439095,0.21212121212121213,0.08054357,0.12694861
Gdpd5,-2.7646954,-0.7802168,0.005697595157890421,0.034613244832131046,0.11331444759206799,0.17351698806244262,0.05962384,0.10030828
Fyco1,-2.7711513,-0.4562589,0.005585847541365595,0.03399586034801665,0.38526912181303113,0.42269972451790633,0.23376618,0.30844676
Slc20a1,-2.7713192,-0.46793482,0.005582968907400851,0.033986038636579265,0.2776203966005666,0.3340312213039486,0.16524407,0.22196008
Rnf165,-2.7762146,-0.3063835,0.005499588748750922,0.033562105309774534,0.5212464589235127,0.5271992653810835,0.39435822,0.46863756
Lhx9,-2.7782876,-1.1837679,0.005464620019902365,0.0333714408942674,0.06940509915014165,0.12940312213039487,0.036355212,0.08075708
Glcci1,-2.779335,-0.3707891,0.005447032634107848,0.03329430547736075,0.5240793201133145,0.5341046831955922,0.40009815,0.492346
Prox1os,-2.790887,-2.6559887,0.005256379109651798,0.03223896523084771,0.019830028328611898,0.08084481175390267,0.008653379,0.053329434
Xrcc4,-2.7977211,-0.33815515,0.005146452684908509,0.031608041975655234,0.4971671388101983,0.531129476584022,0.40785113,0.49261954
Ntsr2,-2.801657,-1.4258652,0.005084090219652798,0.03124943187947268,0.06657223796033994,0.127346189164371,0.041928478,0.108896196
Mtmr10,-2.804262,-0.61934483,0.005043191399987751,0.03105191405079534,0.21104815864022664,0.2703030303030303,0.12094703,0.1802354
9530026P05Rik,-2.813507,-0.7660419,0.004900431385984092,0.030242212067384602,0.17422096317280453,0.23059687786960514,0.14225128,0.23108356
Bcas1,-2.814443,-1.2563754,0.004886182272253677,0.030161203228912543,0.14022662889518414,0.19408631772268137,0.11189786,0.2490828
Car7,-2.8150318,-0.70052505,0.004877241806145174,0.030112933669834748,0.10764872521246459,0.17006427915518824,0.050856516,0.081381164
Elmo2,-2.821549,-0.6284442,0.004779234831070802,0.029575780725673066,0.22946175637393768,0.286574839302112,0.1168759,0.17534716
Ptma,-2.8245108,-0.65489787,0.004735284604578559,0.029324060227016797,0.3668555240793201,0.4063544536271809,0.27153945,0.39959395
Slc17a6,-2.827156,-1.5461146,0.004696344153262516,0.029089619040609457,0.043909348441926344,0.10563820018365473,0.023616737,0.06746119
Slc16a1,-2.8296263,-1.3668449,0.004660240867918671,0.02889263316127704,0.0708215297450425,0.1323048668503214,0.031455614,0.07919494
Sv2c,-2.8307774,-1.0067229,0.0046435016999445,0.02881544819342003,0.0821529745042493,0.14372819100091827,0.05478511,0.10719667
D030068K23Rik,-2.8315268,-1.2934481,0.004632635045588444,0.028767946308056735,0.0339943342776204,0.09634527089072543,0.01889867,0.04570314
Celf5,-2.8345761,-0.3050406,0.004588651396910347,0.02853305646090907,0.5396600566572238,0.5427364554637282,0.41481602,0.4917279
Sertad2,-2.836309,-0.45282286,0.004563827979155906,0.028406314060671577,0.37393767705382436,0.41340679522497703,0.24689919,0.3244775
Iqcm,-2.8372095,-1.2179852,0.00455097332058636,0.028346002115010545,0.04815864022662889,0.1110376492194674,0.025114292,0.057477176
Antxr2,-2.843637,-1.1356814,0.004460184360784226,0.027799850098416182,0.06515580736543909,0.12764003673094582,0.038616884,0.08297025
Skil,-2.8460267,-0.44785422,0.004426847259256813,0.027604870238159798,0.33994334277620397,0.3916253443526171,0.22017872,0.28964704
Tbc1d1,-2.8493054,-0.45642006,0.00438147918840328,0.02736006176909043,0.3640226628895184,0.4042607897153352,0.24277511,0.31993446
Lman2l,-2.8569336,-0.49545836,0.00427755226295094,0.026770466157904304,0.2563739376770538,0.3151515151515151,0.14068083,0.19306025
Wdr13,-2.8577065,-0.45944145,0.004267146817843761,0.026720632718588176,0.22096317280453256,0.2871992653810836,0.12552142,0.16880815
Kctd6,-2.8615599,-0.7797985,0.004215620287078428,0.026428772075081045,0.12889518413597734,0.1907070707070707,0.062173866,0.104480706
Calcrl,-2.8630655,-1.5709167,0.0041956376926245206,0.0263096347259792,0.06515580736543909,0.1266850321395776,0.036872804,0.10579261
Stard13,-2.8652687,-0.7498531,0.004166555797942469,0.02616390612075582,0.3073654390934844,0.3474012855831038,0.21480249,0.33857408
Me1,-2.86846,-0.49333125,0.004124754989776951,0.025931718899229454,0.28895184135977336,0.3411202938475666,0.17516018,0.23861063
Sowaha,-2.8701146,-1.0057092,0.004103230644107939,0.025814071515004623,0.08073654390934844,0.1438751147842057,0.04569494,0.089731686
Ap3b1,-2.8735232,-0.317048,0.004059211442929855,0.025567513237582093,0.6345609065155807,0.6224793388429752,0.53971064,0.63730013
Itga7,-2.8735352,-2.090389,0.004059059559050431,0.025567513237582093,0.031161473087818695,0.09388429752066116,0.012015067,0.05019524
Dusp5,-2.8741994,-2.3170905,0.0040505319716569515,0.025530798517105862,0.019830028328611898,0.08290174471992653,0.00802879,0.03938475
Syne2,-2.876308,-1.08822,0.0040235698266999674,0.025384672750276623,0.11189801699716714,0.1733700642791552,0.0573881,0.118300945
Gm48159,-2.8791068,-1.3301098,0.003988033177014481,0.02521375328620685,0.0453257790368272,0.10868686868686869,0.022424987,0.055451926
Nampt,-2.8842387,-0.50750166,0.003923612126555964,0.024847385774348047,0.26628895184135976,0.32297520661157025,0.15446848,0.21305968
Gm37459,-2.8961241,-0.72339827,0.003778027943313366,0.023998962372773082,0.0906515580736544,0.1547842056932966,0.051416684,0.08352525
Mid1,-2.896616,-0.86194855,0.00377211249993307,0.02396705199177148,0.1274787535410765,0.19000918273645545,0.07799743,0.13752891
Il18,-2.901119,-1.3622968,0.0037183253144658216,0.02364207316604274,0.11473087818696884,0.17450872359963268,0.05999672,0.14753106
Kcnmb4,-2.9055088,-0.43328944,0.0036665654145022195,0.023335057481685136,0.2988668555240793,0.3564370982552801,0.19170429,0.2510201
Ocln,-2.9124727,-1.9356639,0.0035857948067833986,0.02286976179878232,0.0339943342776204,0.09752066115702479,0.01467798,0.055023372
Agap2,-2.9144537,-0.43627885,0.003563116847487448,0.022741318216624163,0.34277620396600567,0.39261707988980715,0.21044834,0.27531132
Pmepa1,-2.9162903,-0.67715156,0.0035422063257110558,0.02263474054027493,0.1954674220963173,0.25663911845730025,0.11969503,0.18508059
Myo1e,-2.9195006,-1.0752261,0.003505927920137902,0.022434932892142278,0.11756373937677053,0.17917355371900826,0.07292459,0.14790031
Otulinl,-2.925623,-0.8200157,0.003437673002755284,0.022034893507641814,0.1501416430594901,0.21388429752066115,0.08044514,0.13792431
Gjc3,-2.927266,-1.2910353,0.0034195644852024827,0.021929283464771056,0.13031161473087818,0.18798898071625345,0.09999145,0.22899331
Mt3,-2.9308093,-0.5324005,0.0033808026913929442,0.02172218276368446,0.45609065155807366,0.5020752984389348,0.43515593,0.581405
Col4a1,-2.9315965,-0.52567774,0.003372246324353124,0.021677573860135992,0.24645892351274787,0.3050137741046832,0.1350678,0.1891218
Fgf5,-2.9484556,-2.2256653,0.0031936605225448647,0.020677989937537472,0.024079320113314446,0.0886317722681359,0.008853141,0.040750626
Arf3,-2.9549847,-0.400238,0.003126846933276273,0.020294293984814846,0.5198300283286119,0.5371166207529844,0.38495344,0.48222458
Bbx,-2.9557812,-0.36567092,0.0031187826302877288,0.020246844473503566,0.4943342776203966,0.5227180899908173,0.39293626,0.48253444
Fn1,-2.9569678,-2.205787,0.0031068050864876914,0.020178837968074514,0.031161473087818695,0.09553719008264462,0.020640917,0.09186015
Zbtb46,-2.957001,-0.6290395,0.0031064716533469395,0.020178837968074514,0.10056657223796034,0.16760330578512397,0.060645852,0.09229951
Gal3st3,-2.9646764,-0.71398973,0.0030300144539436033,0.019737330515749,0.10056657223796034,0.16771349862258952,0.05306034,0.08561527
Sypl,-2.9650025,-0.5517111,0.0030268033168310464,0.01972119425879006,0.29036827195467424,0.3463728191000918,0.16800833,0.23757231
Etv5,-2.967513,-0.57063794,0.0030021951949856843,0.01957585208810862,0.32294617563739375,0.36910927456382003,0.21372001,0.30297664
Micu1,-2.971203,-0.3638804,0.002966355688716602,0.019364911894026993,0.4971671388101983,0.5213957759412304,0.36406684,0.44798854
Nr4a1,-2.9727538,-0.6561141,0.0029514112110459933,0.019281405115683405,0.14447592067988668,0.21028466483011937,0.07570667,0.116834275
Crocc,-2.983058,-0.47805083,0.0028538403047737968,0.018689419690292936,0.21671388101983002,0.28246097337006426,0.1188845,0.16197827
Gm6999,-2.9894733,-1.5680894,0.0027945877252900436,0.01834161509002039,0.04815864022662889,0.1133149678604224,0.022025153,0.06394305
Cfap74,-2.9920974,-0.8027111,0.002770679389385651,0.018198033535270705,0.141643059490085,0.20532598714416897,0.069304086,0.117943145
Dtx4,-2.9942036,-0.5654742,0.002751623440106421,0.018090560762334115,0.17988668555240794,0.24624426078971534,0.10370916,0.14989911
Npnt,-2.9957163,-1.195078,0.0027380096327826783,0.018018691852282772,0.07790368271954674,0.14255280073461893,0.047110625,0.10476015
Map2k6,-3.0011368,-0.3716032,0.002689737555949942,0.017714031404013467,0.43909348441926344,0.4763636363636364,0.32518235,0.4035854
Junb,-3.0041506,-1.4599067,0.002663234023610678,0.017543784803731043,0.05099150141643059,0.11706152433425161,0.026552841,0.0714113
Bin3,-3.0050726,-0.48918402,0.0026551748610436003,0.01749927606481274,0.19263456090651557,0.26049586776859507,0.106532685,0.14651342
Tnxb,-3.0051885,-2.1527178,0.0026541638773655094,0.01749690465770639,0.021246458923512748,0.08738292011019284,0.009767787,0.04272101
Tspan18,-3.0068383,-1.069273,0.0026398006702824453,0.017406489327727436,0.1048158640226629,0.1683011937557392,0.059779257,0.121566705
Gm15997,-3.0117292,-0.99143213,0.002597641917735227,0.01714954258711193,0.06232294617563739,0.12874196510560146,0.0322507,0.06312933
Reep3,-3.026501,-0.50002533,0.0024740196694759574,0.01640594978253183,0.3555240793201133,0.4056932966023875,0.23492277,0.31809452
Bmp3,-3.0267823,-1.4966564,0.002471718651384107,0.016394737142110826,0.028328611898016998,0.09542699724517906,0.017930625,0.049793825
Gm13481,-3.0299547,-1.7378496,0.00244590457386092,0.016247578714374024,0.042492917847025496,0.10839302112029385,0.019469813,0.06351501
Fads2,-3.0358524,-1.3863384,0.0023985666404786653,0.01595284297763904,0.1048158640226629,0.16756657483930212,0.04846507,0.122054
Gm42456,-3.0367532,-0.86824447,0.0023914121488658336,0.015913136315013607,0.10198300283286119,0.167346189164371,0.04609408,0.08260379
Kremen1,-3.0386891,-1.8001714,0.0023760988965986626,0.015838694455868534,0.046742209631728045,0.11280073461891643,0.019917805,0.06771618
Itpr2,-3.0432703,-1.2613933,0.002340220037273829,0.01562666809183593,0.17280453257790368,0.22795224977043158,0.11728852,0.2610755
Ccdc3,-3.045835,-1.47397,0.0023203503561524744,0.01550169419935778,0.04815864022662889,0.11441689623507806,0.024345776,0.06621745
Actn4,-3.0537777,-0.46933466,0.0022597944753572994,0.015136240093388096,0.34277620396600567,0.3965472910927456,0.2099891,0.28028053
Myh9,-3.0573542,-0.5706339,0.0022330020147970937,0.014977724447727884,0.29178470254957506,0.35004591368227733,0.17399825,0.24862684
Ncan,-3.0721474,-0.51341254,0.00212524790828264,0.014294220599638183,0.2747875354107649,0.33568411386593205,0.16680221,0.23040292
Tesk2,-3.0732749,-0.8352299,0.002117233441734029,0.01424744868003841,0.14872521246458922,0.2149862258953168,0.08178282,0.1415385
Lamp5,-3.081468,-0.77681226,0.0020598256160463107,0.01388221550875484,0.10056657223796034,0.16811753902662993,0.06659906,0.11153442
Fam163b,-3.08439,-0.8829351,0.0020397014509633297,0.013763630835606395,0.1274787535410765,0.19327823691460055,0.07117602,0.12754983
Hpcal1,-3.0846498,-0.87294227,0.0020379192355290247,0.01375851503986555,0.11048158640226628,0.17730027548209368,0.064633384,0.11536072
Adrb1,-3.0869925,-0.6933187,0.002021927396241173,0.013671159823100229,0.12606232294617564,0.19493112947658403,0.06803088,0.107807934
Pls3,-3.0899875,-0.43010655,0.0020016494599589324,0.013557933196142301,0.5070821529745042,0.5176859504132232,0.3938743,0.501004
Cplx2,-3.0912948,-0.5468965,0.001992857517927213,0.0135051907961423,0.5382436260623229,0.5499357208448118,0.4475372,0.6013802
Chd3,-3.1062815,-0.37507755,0.0018945619733837266,0.012881295603446542,0.5368271954674221,0.5616896235078054,0.43337512,0.53269356
Prnp,-3.1104941,-0.40782845,0.001867746777433942,0.012715063569711178,0.6260623229461756,0.6299357208448118,0.5503474,0.6798599
Megf9,-3.1182168,-0.25606188,0.0018194892232440312,0.012411697240052581,0.6543909348441926,0.6299724517906337,0.6076294,0.6923744
Dbx2,-3.1246843,-1.959881,0.0017799596582145933,0.012176047865638015,0.043909348441926344,0.11191919191919192,0.019558856,0.0740297
Gm40578,-3.133381,-2.2084742,0.0017280497649420981,0.011845075812243411,0.03824362606232295,0.10626262626262627,0.016484562,0.07401298
Synj2,-3.1385672,-0.63212633,0.0016977593081401122,0.011649334170001231,0.28328611898017,0.3433976124885216,0.17598927,0.26100186
Serinc2,-3.1466682,-2.3733268,0.0016514219009790842,0.011357488220964421,0.0226628895184136,0.09153351698806245,0.0086192135,0.043875363
Homer3,-3.1540813,-2.1501496,0.0016100417587746833,0.011084248541705288,0.0226628895184136,0.09190082644628099,0.012304282,0.05349604
Neurod1,-3.1547055,-1.4010025,0.0016066021475685402,0.011066239350209351,0.06940509915014165,0.1375941230486685,0.031009033,0.07989481
Fam118b,-3.1591756,-0.41994172,0.0015821616857667488,0.010903484097602601,0.3611898016997167,0.4164187327823691,0.2317441,0.29929972
Dgat2,-3.1687138,-0.80259097,0.001531151208773849,0.01057092317054299,0.12464589235127478,0.1933884297520661,0.06943557,0.118152164
Rcc2,-3.1710114,-0.9115812,0.0015190917231373592,0.01049720794096697,0.09773371104815864,0.16712580348943984,0.04920116,0.09063325
Arhgap29,-3.1790721,-1.3412943,0.0014774727968720782,0.010245082335987803,0.07790368271954674,0.14699724517906337,0.039059136,0.09615134
Nphp4,-3.1807482,-0.47054842,0.0014689525077368013,0.010188630325990669,0.24929178470254956,0.3150045913682277,0.13519609,0.18280974
Phyhip,-3.1913762,-1.3083332,0.0014159680556361377,0.00986186149687481,0.07223796033994334,0.14236914600550965,0.03391172,0.08197109
Trpm3,-3.195955,-0.3623396,0.0013936886664868196,0.00971928743018449,0.6855524079320113,0.6871992653810836,1.2355493,1.4199643
Pdgfb,-3.2038786,-1.1519808,0.0013558961544639563,0.009477869321135927,0.09490084985835694,0.16433425160697887,0.046592854,0.10073908
Unc5a,-3.2078404,-0.5118704,0.0013373565042833818,0.009358012830753768,0.22804532577903683,0.2958310376492195,0.12840898,0.1784583
9830166K06Rik,-3.208207,-2.2095537,0.0013356537871307965,0.009348532758584138,0.032577903682719546,0.10222222222222223,0.010379661,0.04713093
Kcnj4,-3.2181659,-0.9361147,0.0012901318851552776,0.009048771535923338,0.07790368271954674,0.14978879706152434,0.047159508,0.08837261
Bcl6,-3.222955,-0.47856876,0.00126875455737656,0.008908135604052304,0.15864022662889518,0.23173553719008264,0.115359105,0.15732452
Tbr1,-3.2284322,-1.2287246,0.0012447078330253818,0.008769087434030416,0.07223796033994334,0.14306703397612489,0.03450368,0.0790643
Slc9a2,-3.2350156,-0.8439234,0.0012163611829274783,0.00858288471251611,0.09773371104815864,0.1698438934802571,0.058504995,0.102687195
Lin7a,-3.245686,-0.2952908,0.0011716798598610406,0.008295925648080675,0.4546742209631728,0.5047933884297521,0.43494457,0.5120068
Gm12536,-3.2501419,-1.8216286,0.0011534743088775351,0.008177798068480045,0.028328611898016998,0.09998163452708907,0.012766375,0.044414815
Lrp4,-3.250239,-2.4024847,0.0011530812471226466,0.008177168939083006,0.03541076487252125,0.10578512396694215,0.016723255,0.08540815
Tgfbr1,-3.2525365,-0.9835273,0.0011437989864008596,0.008115626819274122,0.24787535410764872,0.30365472910927455,0.19666497,0.35749057
Shisal1,-3.2569547,-0.63296205,0.0011261444911839131,0.00799458453847074,0.14872521246458922,0.22045913682277318,0.090598054,0.13719817
Spon1,-3.2602782,-0.25105616,0.0011130298893474132,0.00790775069454389,0.4263456090651558,0.49616161616161614,0.48579246,0.5563806
Cdk9,-3.266214,-0.6780457,0.0010899590062259416,0.0077520377176524755,0.21671388101983002,0.2836730945821855,0.11304361,0.17520097
0610040J01Rik,-3.268171,-1.0317079,0.001082448901511119,0.007704742247312256,0.11898016997167139,0.18920110192837467,0.084253475,0.16527374
Sptbn2,-3.274069,-0.42701048,0.0010601072448958486,0.007561741882227622,0.509915014164306,0.5183471074380165,0.3582382,0.45691636
Gng12,-3.2744448,-0.6020702,0.0010586980293581358,0.007555701473798966,0.32294617563739375,0.3774104683195592,0.2162038,0.31214428
Gm12122,-3.274589,-1.7211082,0.0010581578470656554,0.007553852643638193,0.039660056657223795,0.11122130394857667,0.014432646,0.04681482
Nefl,-3.2844818,-0.7864846,0.001021700845022188,0.00731887542141994,0.18980169971671387,0.259247015610652,0.13454962,0.22187729
Zbbx,-3.2855124,-1.0274311,0.0010179703249992582,0.007294096702061351,0.08356940509915015,0.1558494031221304,0.042949248,0.0856772
Cdk5rap2,-3.2909234,-0.719239,0.0009985910955823839,0.007157567636361457,0.23371104815864022,0.2976675849403122,0.12544185,0.19887452
Gab1,-3.291576,-0.9639612,0.0009962776286518038,0.007144376803275679,0.18271954674220964,0.2474931129476584,0.15978459,0.29115185
Ltk,-3.293942,-1.2880144,0.0009879286889450502,0.0070920769094185146,0.05099150141643059,0.12396694214876033,0.023965891,0.05754196
Pkig,-3.2989345,-0.46216902,0.0009705254497949626,0.006974597174643126,0.4730878186968839,0.5012304866850321,0.3366806,0.4391871
St6gal1,-3.3049388,-0.7770004,0.0009499715729758986,0.00683603003906331,0.26487252124645894,0.32510560146923784,0.17498039,0.2834278
Gpr155,-3.3073003,-0.4729615,0.0009419986424268394,0.006782289260988524,0.37110481586402266,0.42677685950413224,0.24509357,0.3260552
Gm43445,-3.3119736,-0.8384992,0.0009264027953362281,0.006680741575599692,0.12464589235127478,0.19595959595959597,0.05862394,0.102524556
Dusp14,-3.3181574,-1.2347759,0.0009061337288513382,0.006545111100600929,0.0679886685552408,0.1408631772268136,0.030797113,0.07102406
Aff1,-3.329523,-1.3131493,0.0008699488364472823,0.006307481175212756,0.12181303116147309,0.19044995408631774,0.055511232,0.13263796
Bcl7a,-3.3337402,-0.50247276,0.0008568667413056741,0.006224387493615428,0.28328611898017,0.3501561065197429,0.17214838,0.23595825
Gsg1l,-3.334721,-0.73693275,0.0008538498102489338,0.006204149378417753,0.19405099150141644,0.25895316804407714,0.11446242,0.18408094
Itprid2,-3.3348558,-0.6951906,0.0008534362068652869,0.006202821444000611,0.23371104815864022,0.30137741046831956,0.13454321,0.20959078
Fezf2,-3.336364,-1.2638766,0.0008488194129232297,0.006175948449836767,0.049575070821529746,0.12315886134067952,0.029809453,0.07014347
Bhlhe40,-3.3448527,-1.5924141,0.0008232628905795935,0.006003005120725557,0.06232294617563739,0.1342516069788797,0.02573036,0.0756617
Cipc,-3.3459234,-0.5503878,0.0008200901682209293,0.005981493707952326,0.32152974504249293,0.38754820936639117,0.20006253,0.2809232
Crlf1,-3.3486326,-2.1907623,0.0008121143907316939,0.005931370937472306,0.0339943342776204,0.10692378328741965,0.013702093,0.061082873
Gramd1c,-3.3518238,-1.2006928,0.0008028111933630481,0.005871403583468999,0.08073654390934844,0.15379247015610653,0.037914637,0.08509456
Gng7,-3.3533578,-0.6212819,0.000798374056467318,0.005843724025409108,0.22946175637393768,0.2961616161616162,0.13366431,0.1988366
Sinhcaf,-3.3748076,-1.1847255,0.0007386731020423699,0.005439016067252757,0.07507082152974505,0.1486868686868687,0.032225095,0.07180627
Gm56518,-3.3812065,-1.5878397,0.0007216825715262138,0.005321517754365907,0.042492917847025496,0.1166574839302112,0.018649988,0.055044595
Abi1,-3.3870502,-0.25756067,0.0007064848809650109,0.005218045286291875,0.7110481586402266,0.6764370982552801,0.6826514,0.7749559
Wipi1,-3.3870902,-0.8954833,0.0007063814034294597,0.005218045286291875,0.15439093484419264,0.22585858585858587,0.08005851,0.14414477
Plekha2,-3.3986282,-1.5979772,0.0006772468542585553,0.005021419142915944,0.07790368271954674,0.14956841138659321,0.039256755,0.11440035
Plscr4,-3.4011955,-2.115583,0.0006709183300250282,0.004978617930895473,0.03541076487252125,0.10945821854912764,0.017077092,0.07198735
Slitrk5,-3.4033182,-0.42829153,0.0006657269252725719,0.004945557777736801,0.3810198300283286,0.43860422405876953,0.2506,0.32442316
Neat1,-3.4104407,-2.0861847,0.0006485801785340838,0.0048248475629044385,0.06373937677053824,0.13561065197428834,0.03554884,0.14294302
Mrtfa,-3.4119015,-0.2605662,0.0006451143430572336,0.004801723655941237,0.6798866855524079,0.6395959595959596,0.6187588,0.70615566
Wasf2,-3.418071,-0.77105427,0.0006306662149057872,0.004704608882431566,0.24220963172804533,0.3109641873278237,0.15314168,0.24874267
Lhfpl2,-3.4193099,-1.4433905,0.0006278020459735689,0.004685844715363832,0.09490084985835694,0.167346189164371,0.05134501,0.13390516
Tmem144,-3.4582639,-2.0268717,0.0005436683731032851,0.004112716549911393,0.03824362606232295,0.11393939393939394,0.01744036,0.06924278
