names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_PPP (for_DEGs),mean_expr_Rest (for_DEGs)
Akt3,24.804438,1.0979925,8.02898975749578e-136,3.6565924539646044e-133,0.9987484355444305,0.8350167113527014,2.4781995,1.8085098
Rian,24.699207,1.3701875,1.0906625871065861e-134,4.884350619258995e-132,0.9962453066332916,0.7536636427076064,2.359139,1.5489771
Gabrb2,24.49884,1.3666043,1.5197820798772718e-132,6.694515489557754e-130,0.981226533166458,0.71219745105961,1.9277619,1.1872294
Cit,24.393875,1.7180096,1.9862906265338156e-131,8.608327279832844e-129,0.8285356695869838,0.4223748484959783,1.0131828,0.42739972
Sgcz,24.3372,2.1572876,7.920853503784766e-131,3.3783068832808996e-128,0.9486858573216521,0.741102581995813,2.9987218,1.6625589
Hecw2,24.245682,1.4100925,7.343212295441235e-130,3.083001787164156e-127,0.983729662077597,0.7188452638924597,1.9350387,1.1722466
Grm8,24.213203,1.9642601,1.6152173043150807e-129,6.677059841068649e-127,0.8735919899874843,0.5038013736364638,1.7879287,0.8221847
Rmst,24.055754,2.9539351,7.267021616496367e-128,2.958558649019051e-125,0.6583229036295369,0.23818268630403644,1.3150487,0.30133957
A230006K03Rik,23.99887,1.4970131,2.8572900678399376e-127,1.1459012555650615e-124,0.9749687108886108,0.6560032320857971,1.983909,1.1699295
Gm28905,23.913534,2.6636152,2.2148087089634752e-126,8.751751472036556e-124,0.6670838548185232,0.2837991699416021,0.9962701,0.23869234
Pam,23.898657,1.3754388,3.162766156389396e-126,1.2316453133649722e-123,0.986232790988736,0.7214896977265215,1.9460574,1.1978583
Bicc1,23.84752,2.0282726,1.0744082203879625e-125,4.124192697403508e-123,0.723404255319149,0.339038454475337,0.83480847,0.27745378
Fstl4,23.793177,1.626631,3.9297541115238423e-125,1.487218210938671e-122,0.867334167709637,0.5062254379843538,1.2870384,0.6147177
Dock3,23.66521,1.1346302,8.230754254609324e-124,3.0716717614076743e-121,0.9949937421777222,0.7993535828405627,2.1905804,1.5296305
Snhg11,23.564594,1.4330254,8.896008587470842e-123,3.274462338977281e-120,1.0,0.822345465897822,3.0872707,2.1686823
Cux2,23.269218,2.1191993,9.089954400347168e-120,3.3006361450990325e-117,0.7008760951188986,0.2974620780842546,0.84921885,0.26844743
Cntn3,23.172075,1.5249933,8.710135794628936e-119,3.120551317355727e-116,0.9399249061326659,0.6543504609395085,1.8779374,1.0733156
Setbp1,23.107473,1.1894115,3.8945323097310845e-118,1.359040041071094e-115,0.9849812265331664,0.7705586366474455,2.078541,1.4027188
Hdac9,22.851517,1.4001976,1.4115385620974842e-115,4.801017868804987e-113,0.9749687108886108,0.7936974326954861,2.4105754,1.5773208
Camta1,22.807459,1.1541482,3.866763879501147e-115,1.2987493180274476e-112,0.9749687108886108,0.7658941491901421,1.8118244,1.1943191
9130024F11Rik,22.80455,2.5294104,4.132431422611844e-115,1.370844843525682e-112,0.6257822277847309,0.22382194145517317,0.6790768,0.15560864
Rgs17,22.63993,1.441703,1.7531555506124272e-113,5.67557706565734e-111,0.8397997496871089,0.5312006464171595,1.0598228,0.5272375
Pcdh15,22.537346,1.6818295,1.7871190770960207e-112,5.716653523996438e-110,0.9849812265331664,0.7347118668968303,2.60151,1.5874186
Phactr1,22.296902,1.1289673,3.9598680393954855e-110,1.2517841672771377e-107,1.0,0.8857016931722188,3.1015968,2.3710752
Arhgap26,22.142447,1.2463335,1.2335562883160935e-108,3.8098456858682105e-106,0.9474342928660826,0.6621368494509127,1.4824008,0.88980263
Nrxn1,21.949482,0.8258306,8.759431734694416e-107,2.674612848991352e-104,1.0,0.9657325449002828,4.165629,3.6051252
Dlg1,21.857977,1.1337843,6.527365700055682e-106,1.9706777119156874e-103,0.9762202753441802,0.7672530943548683,1.8135638,1.2056311
Gpc6,21.853436,2.0023863,7.209857541991644e-106,2.1525430239257273e-103,0.818523153942428,0.5433209681566092,1.9390267,0.9104869
Edil3,21.774197,1.3848766,4.075601222078207e-105,1.2034220311784773e-102,0.9849812265331664,0.7508722958827634,2.2369044,1.4357681
Ntng2,21.700638,1.9164274,2.0233445268515702e-104,5.909485590924097e-102,0.6795994993742178,0.33066441400080804,0.72215605,0.2472541
Bmper,21.50232,2.486674,1.4810048741169554e-102,4.278989351346515e-100,0.5869837296620776,0.1897748558416278,0.59768206,0.13621426
Pgap1,21.424986,1.5524712,7.815843317853457e-102,2.2341671271353445e-99,0.7559449311639549,0.43405443126308446,0.817879,0.35872707
Trhde,21.152222,1.6448276,2.6324810175333387e-99,7.445764730644296e-97,0.8197747183979975,0.5119183163771256,1.396561,0.6793287
Mapk4,21.133957,1.3920074,3.8765927801740406e-99,1.0850421667007966e-96,0.8072590738423029,0.4768795680758071,0.9487217,0.47184676
Satb1,20.944832,1.4792528,2.0913621849882163e-97,5.7932888567663266e-95,0.7959949937421777,0.45487934770632094,0.9878379,0.47282198
Dpp10,20.844341,1.7196424,1.7155442632588363e-96,4.7037422809964216e-94,0.9949937421777222,0.8822859661365556,3.628637,2.4957838
Sobp,20.805593,1.1163383,3.851625305138731e-96,1.045385575243209e-93,0.9712140175219024,0.7316634223381202,1.7392795,1.1520941
Dab1,20.75644,1.2455498,1.0722487643800546e-95,2.8811324298892065e-93,1.0,0.8731773607081206,3.392472,2.574198
Nrep,20.748545,2.2998326,1.2636043155437634e-95,3.361687916699101e-93,0.5982478097622027,0.2509641165020017,0.6382622,0.16669558
Necab1,20.674042,1.7185949,5.9333548049316614e-95,1.563031800083468e-92,0.72090112640801,0.3985749439894223,1.0153745,0.42845604
Acvr2a,20.668816,1.2703868,6.611903213133379e-95,1.7248722265717852e-92,0.9073842302878599,0.6358761523487715,1.3665591,0.79355437
Samd5,20.614962,1.5930111,2.0147923586285537e-94,5.205526026572042e-92,0.7684605757196495,0.4747860579571749,1.1723483,0.5533409
Galnt13,20.451426,1.2721531,5.834438997820557e-93,1.4930607225851273e-90,0.9148936170212766,0.6895361222316083,1.6762906,1.0293683
Syn3,20.415127,1.4458771,1.2271053969701783e-92,3.1105964166593103e-90,0.7772215269086358,0.5003856466008006,0.98909104,0.48236588
Auts2,20.395517,0.95167834,1.8326884307178362e-92,4.6022745919054444e-90,0.9987484355444305,0.9017886656627613,3.291667,2.6661637
Mgat4c,20.297243,1.5186032,1.3600156922102784e-91,3.383668671267609e-89,0.9161451814768461,0.7293862709810115,2.393188,1.4978808
Cdr1os,20.262215,1.0989115,2.772107023347067e-91,6.833625295168411e-89,0.9949937421777222,0.7625886068975649,2.175495,1.5357091
Ankrd33b,20.161333,1.4542316,2.14036477257746e-90,5.228327403559668e-88,0.7346683354192741,0.4324751166121864,0.80412614,0.37199098
Mtus2,20.078539,1.1818414,1.1368895521274894e-89,2.7520920960059133e-87,0.8973717146433041,0.6128842692915121,1.2426721,0.7354805
Cnksr2,20.02545,1.1120608,3.3051933456768794e-89,7.929512964137299e-87,0.9974968710888611,0.8563190950159768,2.905382,2.1961837
Chsy3,19.899408,1.3269795,4.117533021166912e-88,9.620705415543905e-86,0.9662077596996246,0.6951188158812943,1.9593177,1.2323498
Aopep,19.842443,1.0632495,1.280789052556456e-87,2.966793262257928e-85,0.9311639549436797,0.7037499540896904,1.4603904,0.9489057
Kcnk10,19.805899,1.457155,2.6479321320716415e-87,6.029655626166526e-85,0.7271589486858573,0.4395269401696845,0.7808315,0.3583495
B830012L14Rik,19.740334,1.1810694,9.71342099318864e-87,2.174996850724823e-84,0.9073842302878599,0.6039593051015536,1.2893033,0.7701108
Cacna2d3,19.735577,1.326406,1.0672410704874506e-86,2.3699807904130413e-84,0.951188986232791,0.7390825283725714,2.2810338,1.5049243
Tiam1,19.636671,1.2026867,7.516690462115503e-86,1.6555202681724884e-83,0.9023779724655819,0.5932346567745252,1.2261449,0.7159954
Syt1,19.619886,0.8318678,1.0458744701909506e-85,2.284768049921207e-83,1.0,0.9492048334373967,3.6780243,3.1209402
Mef2c,19.477482,1.2483026,1.7045743581635486e-84,3.693702661601174e-82,0.9799749687108886,0.7738274506923275,2.2144725,1.4891752
Nell2,19.392654,1.1577245,8.902185885264026e-84,1.898426466167019e-81,0.9912390488110138,0.7598339883204173,2.1690888,1.4982489
Nrg1,19.363981,1.3597916,1.5539582483681766e-83,3.2877841050120402e-81,0.9799749687108886,0.8442355015242223,3.1174955,2.2420118
Nlk,19.326061,1.0593077,3.2424141520118583e-83,6.806536583168644e-81,0.9699624530663329,0.7484849597825688,1.6989834,1.1455644
Kcnd2,19.248354,1.0296901,1.4571827776792054e-82,3.0352326539721124e-80,1.0,0.9097586954126419,3.5259712,2.842429
B3galt1,19.242582,0.973536,1.6288642629589395e-82,3.3667371342851314e-80,0.9912390488110138,0.8478715980460573,2.481373,1.8840718
Hivep2,19.073736,1.007542,4.173906451018488e-81,8.561287506783723e-79,0.9974968710888611,0.8198479450545414,2.414595,1.802711
Ssbp2,18.967955,1.04147,3.1388126560113578e-80,6.389386065683726e-78,0.9849812265331664,0.7648290300069783,1.8514065,1.2832397
Slc24a4,18.947876,1.6804154,4.597695597430629e-80,9.288727872403083e-78,0.6483103879849812,0.35956954493701104,0.6899927,0.2700484
Cacng3,18.936075,1.3290112,5.7529044852065905e-80,1.1535861456529932e-77,0.7484355444305382,0.48613508649502335,0.9023338,0.4594907
Ptprn2,18.909784,1.1365644,9.474182456148801e-80,1.8857132044201355e-77,0.9937421777221527,0.7559407940647151,2.241148,1.5732988
Grb10,18.900524,1.6391917,1.1292483260258094e-79,2.2310957735524633e-77,0.6458072590738423,0.3468615712344364,0.6470293,0.25626725
Pparg,18.87992,2.0860152,1.6684012440495953e-79,3.2722584983658852e-77,0.571964956195244,0.25037646453887685,0.61978805,0.18416193
Fat3,18.862427,1.2431761,2.3230817078634465e-79,4.523275760166001e-77,0.9449311639549437,0.7311859551180813,2.0071464,1.3140925
Gpr158,18.80904,1.0948962,6.368122456082926e-79,1.2310176287406346e-76,0.9762202753441802,0.7448121350130386,1.978869,1.3657938
Thrb,18.79807,1.1726847,7.831391070920008e-79,1.5030677005401473e-76,0.9624530663329162,0.6841737980680942,1.7061636,1.0984911
Ext1,18.753092,1.1509403,1.8265526220565823e-78,3.4808134010397425e-76,0.9749687108886108,0.7683916700334227,2.0959704,1.438021
Rit2,18.745308,1.1674333,2.1144190744624146e-78,4.00101693878909e-76,0.9036295369211514,0.6587578506629449,1.439536,0.88913685
Gm49906,18.693417,3.149316,5.600908073101719e-78,1.0524223770926096e-75,0.4693366708385482,0.1076137657472362,0.5375108,0.07716479
Epha5,18.676838,1.0118929,7.641449364434653e-78,1.4258732251552718e-75,1.0,0.8483490652660961,2.6198006,1.9898225
Tafa2,18.615248,1.3415977,2.417422835686139e-77,4.479734592750796e-75,0.9586983729662077,0.7209755022587873,2.3271008,1.5366912
Caln1,18.614511,1.1310817,2.450887243132408e-77,4.510639741299165e-75,0.9649561952440551,0.6939067837073494,1.7744721,1.1743095
Snhg14,18.52708,1.0631588,1.2488099071696615e-76,2.282688585418286e-74,1.0,0.8102251441583722,2.6383271,1.9763981
Csrnp3,18.471884,1.0010983,3.477390995003156e-76,6.2709728883043485e-74,0.9524405506883604,0.710618136408712,1.5500373,1.04887
Farp1,18.420147,1.0662919,9.055878538820433e-76,1.6222097089207003e-73,0.886107634543179,0.5916553421236272,1.17041,0.72354627
Zbtb16,18.379948,1.1669905,1.9015080456810445e-75,3.3836768998311034e-73,0.8623279098873592,0.569765306497227,1.1357931,0.6633624
Fnbp1l,18.315344,1.1680057,6.243208870245968e-75,1.1036514627862445e-72,0.8260325406758448,0.5153707716604841,1.0204597,0.58205086
Lmtk2,18.290003,1.0763708,9.941041057299126e-75,1.7458547268603104e-72,0.818523153942428,0.5759723803577331,0.9613004,0.5686657
Grm3,18.230072,1.2852533,2.9793150203419656e-74,5.198324324453806e-72,0.8573216520650814,0.5681492635986337,1.5152606,0.8988622
Efcab6,18.150698,2.0181558,1.2677975383765725e-73,2.197788377817968e-71,0.5506883604505632,0.2393947184779814,0.48904976,0.14472282
Fgf13,18.097826,1.0935944,3.3150131715349996e-73,5.709897687124707e-71,0.8685857321652065,0.6310280236529915,1.3570762,0.8551844
Brinp1,18.00755,1.0887586,1.699901984562037e-72,2.90932269587146e-70,0.9949937421777222,0.7729827009953355,2.1951487,1.5586792
Homer2,17.960138,1.3956757,3.998159457173238e-72,6.799401557863602e-70,0.6695869837296621,0.39519594520145446,0.65358,0.30053237
D430041D05Rik,17.957458,1.067165,4.195885349371332e-72,7.090782348277213e-70,0.9386733416770964,0.6703639769346604,1.500341,0.9792269
2210408I21Rik,17.905561,1.019883,1.0671417647803787e-71,1.7921312012280484e-69,0.934918648310388,0.6946046204135601,1.45812,0.9655994
Pknox2,17.904842,1.14777,1.0810059908505347e-71,1.8041385698232213e-69,0.8135168961201502,0.5530172255481691,1.0106164,0.5814306
Gm40841,17.873043,1.2253648,1.9127213605562358e-71,3.1725199356880277e-69,0.7359198998748435,0.4844088588533441,0.8039203,0.4238873
Nova1,17.67689,1.2850887,6.318689679017953e-70,1.0289890404558329e-67,0.7221526908635795,0.4934807360340838,0.87061256,0.45089257
Epb41l3,17.61455,1.0308043,1.9049817597177012e-69,3.0835457761213634e-67,0.8397997496871089,0.6182465934550263,1.1516443,0.7221434
Cacna2d1,17.58683,1.0004311,3.107882200378334e-69,5.000526630189571e-67,0.9974968710888611,0.8210967054761817,2.4920056,1.8780988
Tbc1d30,17.572504,1.6253556,4.0011481165864546e-69,6.399455350754646e-67,0.6070087609511889,0.35064458074705257,0.59431946,0.23359089
Nwd2,17.534082,1.2221737,7.870931910230533e-69,1.251431600165056e-66,0.818523153942428,0.5240019098688802,1.1379721,0.6465249
Ralyl,17.523607,1.123903,9.463209309809908e-69,1.4957437303211307e-66,0.9949937421777222,0.8508098578616814,2.948276,2.2292483
Mgat5,17.500565,0.9677698,1.4185813884740347e-68,2.2290808133507201e-66,0.8748435544430538,0.6167040070518236,1.0963104,0.7026361
Kcnj3,17.427958,1.0697207,5.0621703885984075e-68,7.908169671025536e-66,0.9937421777221527,0.777537003709553,2.2734046,1.6391221
Atp2b2,17.418016,0.90031964,6.022969652044058e-68,9.354751130082303e-66,0.9386733416770964,0.7118668968303522,1.3815068,0.9543822
Gria4,17.34196,1.1441185,2.2686391701177404e-67,3.5033525575323958e-65,0.9899874843554443,0.7852866639732619,2.3554378,1.6710423
Klf5,17.19069,2.4720821,3.1180450913484906e-66,4.7875355202590825e-64,0.4655819774718398,0.14092628640687552,0.3992779,0.08475266
Camk2d,17.102682,1.2879401,1.4172855124674535e-65,2.1515515096045466e-63,0.7897371714643304,0.5529070408050832,1.3599608,0.7820841
Fhod3,17.093557,1.3835245,1.6574907167224838e-65,2.5020660426029857e-63,0.6658322903629537,0.3712491277041172,0.7625293,0.36350065
Ptpn5,17.031187,1.2456312,4.821556112624828e-65,7.237721382470901e-63,0.6821026282853567,0.43563374591398246,0.6671742,0.33654335
Crim1,16.943975,1.0527394,2.132174398845649e-64,3.1828625609434775e-62,0.8097622027534418,0.5691041980387116,1.0510588,0.64024633
Sclt1,16.84677,0.9803542,1.1080432087876323e-63,1.6449238132665016e-61,0.8423028785982478,0.6161898115840894,1.0555567,0.66764104
Rtl4,16.746943,1.0922121,5.961280915526422e-63,8.75298460110355e-61,0.8836045056320401,0.6196422668674477,1.4459121,0.9252059
R3hdm1,16.744322,0.921006,6.229580452903863e-63,9.097218846169935e-61,0.9962453066332916,0.8344657876372719,2.3798459,1.8209112
Slc35f1,16.726091,1.0927243,8.461238706778559e-63,1.2289377516277831e-60,0.918648310387985,0.6461600617034561,1.5724496,1.0261766
Hs6st2,16.678991,1.2023613,1.8633597191077396e-62,2.691853529700267e-60,0.7221526908635795,0.43662540860175564,0.81368643,0.43560773
Camk4,16.645407,1.0535823,3.267395415626702e-62,4.6949152309031806e-60,0.899874843554443,0.6174018437580343,1.352282,0.867465
Cux1,16.535292,1.0971106,2.043884083942818e-61,2.905775943679551e-59,0.7559449311639549,0.5003489183531054,0.9043117,0.5231076
Egfem1,16.505728,1.1343477,3.3368988126021275e-61,4.719077426032588e-59,0.918648310387985,0.7677672898226026,2.5455058,1.8488321
Vgll4,16.479452,1.2579426,5.1549513107601415e-61,7.252017891106021e-59,0.6633291614518148,0.4113931024350828,0.6767015,0.33968085
Srrm4,16.476837,1.0562176,5.382805282242964e-61,7.533123850722314e-59,0.772215269086358,0.5620891027289088,0.97549134,0.5848152
Atp8a2,16.44462,0.9272978,9.165699506751772e-61,1.2760743302923322e-58,0.8710888610763454,0.6319095015976788,1.1576384,0.76435566
Trpc5,16.37265,1.0920244,2.9986252764808743e-60,4.1319518553354406e-58,0.8285356695869838,0.5533845080251221,1.1635399,0.7093225
Tmem164,16.357765,1.420093,3.8292693757465925e-60,5.24961572073015e-58,0.60450563204005,0.3248613508649502,0.61688435,0.2767304
Kcnh7,16.347664,1.1280829,4.5198396447719653e-60,6.164877728681356e-58,0.9737171464330413,0.7908326293752526,2.529793,1.8381321
Kcnab1,16.331766,1.0623703,5.866202383346352e-60,7.9608514161877e-58,0.9286608260325406,0.6676460866052081,1.6336424,1.0899177
Syt14,16.314953,0.9569359,7.726475322173199e-60,1.0432683010391651e-57,0.8297872340425532,0.5999191978550703,1.0165162,0.64631426
Rapgef4,16.298162,0.9467999,1.0170485191992916e-59,1.3664046855442484e-57,0.9586983729662077,0.7173761339846476,1.6800308,1.183216
Gucy1a2,16.297009,0.9379144,1.0364212587356845e-59,1.385504438916808e-57,0.9424280350438048,0.6906012414147721,1.4958246,1.0323453
Adgrl3,16.293188,0.8873059,1.1032376399689714e-59,1.4675245240577355e-57,1.0,0.8789069673485878,2.9462366,2.374872
Uggt2,16.28659,0.9377997,1.228937779864579e-59,1.6266777411310955e-57,0.8285356695869838,0.6016454254967496,0.9994902,0.63988936
Efr3a,16.282257,0.9673999,1.3191142245186405e-59,1.7374803535694052e-57,0.8460575719649562,0.6173283872626437,1.1373376,0.7340173
Gabra1,16.16468,0.96509445,8.950129878116333e-59,1.1617873904588689e-56,0.8272841051314143,0.6136922907408088,1.079035,0.6904917
Hlf,16.149662,1.4202678,1.141839064056867e-58,1.4750584447696161e-56,0.5982478097622027,0.33004003378998786,0.56587255,0.2502421
Strbp,16.09874,0.80168116,2.6035283374199143e-58,3.3312764964987187e-56,0.9874843554443054,0.8207294229992287,2.0779216,1.6111926
Pde2a,16.045706,1.0494775,6.125916881198337e-58,7.801108369563949e-56,0.718397997496871,0.5001652771146289,0.75706506,0.43626794
Lingo1,16.040262,0.9675386,6.68719300655905e-58,8.475701702181211e-56,0.7521902377972466,0.5097513497631028,0.76598525,0.46288675
Il1rap,15.982343,0.97016704,1.6964886327396047e-57,2.1301238112950082e-55,0.8735919899874843,0.6324604253131083,1.352954,0.901944
Chrm2,15.941073,2.2575874,3.286611751605015e-57,4.1075003611919424e-55,0.4655819774718398,0.1657178536012047,0.5499986,0.14266059
Slc17a6,15.824802,2.9215543,2.09857769017461e-56,2.6105917840273965e-54,0.40175219023779724,0.09534653101700517,0.37234795,0.057838093
Osbpl1a,15.781769,0.91422695,4.153797303630442e-56,5.1198409884655954e-54,0.7734668335419274,0.5554780181437544,0.86791486,0.550026
Tusc3,15.665523,0.80874395,2.6028105208100616e-55,3.150338679917403e-53,0.9111389236545682,0.7062842031806662,1.2629985,0.8951734
Igsf9b,15.655791,1.2730134,3.033161043566899e-55,3.654755033212672e-53,0.6320400500625782,0.3975098248062585,0.6359686,0.3132055
Dkk3,15.655356,1.3231728,3.0539608179284273e-55,3.6633896061489656e-53,0.6132665832290363,0.35541925294744187,0.6144617,0.2920517
Nyap2,15.647666,0.9687022,3.446276177455016e-55,4.1156195950318346e-53,0.8723404255319149,0.5945936019392515,1.2426807,0.8151317
Rspo2,15.616223,1.516282,5.645183559017887e-55,6.711773550035867e-53,0.5994993742177722,0.3391853674661182,0.77383405,0.34241074
Pbx3,15.463754,1.6641934,6.094126949062515e-54,7.150619699620515e-52,0.5769712140175219,0.33000330554229257,0.8239312,0.33910576
Prkaa2,15.434839,1.0941542,9.543732074886463e-54,1.1149568732704315e-51,0.6758448060075094,0.4708194072060822,0.6904576,0.3824649
