names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_NTS Phox2b Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Esco1,-2.9770072,-2.296318,0.002910772785508516,0.04409030141403007,0.05555555555555555,0.48515028839608787,0.08973461,0.37922946
Spast,-2.97708,-1.5705757,0.002910078800607332,0.04409030141403007,0.05555555555555555,0.4875506036613764,0.14840631,0.38878635
Sf3b2,-2.977285,-28.439121,0.002908136446215379,0.04409030141403007,0.0,0.40529502382402466,0.0,0.31037733
Baalc,-2.977285,-28.404116,0.002908136446215379,0.04409030141403007,0.0,0.40529502382402466,0.0,0.3039604
Dhdds,-2.9776359,-1.561097,0.0029048094485840744,0.04409030141403007,0.05555555555555555,0.48769390606527424,0.14649579,0.3822268
Setx,-2.9786592,-1.0619508,0.0028951255387849885,0.04400001313752978,0.1111111111111111,0.5798731773725504,0.2997494,0.5479557
Mmd2,-2.978864,-28.476192,0.002893192296572081,0.04399551613406441,0.0,0.4055099774298714,0.0,0.31729797
Lrp8,-2.9793904,-28.310253,0.002888226511921468,0.04394487337221395,0.0,0.4055816286318203,0.0,0.28731254
Ccnl1,-2.9807792,-1.4789745,0.0028751596896397376,0.043770844680237814,0.05555555555555555,0.4883745924837889,0.15543269,0.3844161
Gpr107,-2.9814956,-28.261543,0.0028684410773119383,0.043693317317104186,0.0,0.4058682334396159,0.0,0.27898687
Specc1,-2.9816856,-1.2019026,0.0028666609956292818,0.04369097047791197,0.16666666666666666,0.6835166409916527,0.46609455,0.8611566
Gtf2a1,-2.9835865,-1.6794912,0.002848915564770943,0.04344515393041728,0.05555555555555555,0.4883745924837889,0.1406465,0.39455986
Dcun1d2,-2.983601,-28.243883,0.00284877945102598,0.04344515393041728,0.0,0.4061548382474116,0.0,0.27602065
Gmcl1,-2.9839373,-1.4669613,0.002845650473175632,0.04344467512172115,0.05555555555555555,0.4888761508974313,0.15867184,0.3888926
Syn2,-2.984332,-1.7291391,0.002841981329299892,0.04341332479720756,0.2222222222222222,0.8036040554580303,0.7168639,1.4983749
Zeb2,-2.9846392,-2.1049,0.0028391305376705683,0.04339444684141534,0.3333333333333333,0.8608175402142371,0.9601943,2.0713036
Trim23,-2.9859695,-28.2984,0.0028268072544154915,0.043230683509473115,0.0,0.4064772686561817,0.0,0.28526658
Camk2a,-2.9860866,-1.8328425,0.0028257262279002505,0.043230683509473115,0.2222222222222222,0.7879840934331673,0.68012434,1.4974326
Srsf11,-2.9862766,-0.8831695,0.0028239703649088656,0.043230683509473115,0.16666666666666666,0.6868842474832515,0.5002909,0.78727925
Zfp106,-2.987183,-1.4493135,0.0028156099475778306,0.04313308967583598,0.05555555555555555,0.4892702325081503,0.16086562,0.3897385
Eml1,-2.9874902,-2.4988303,0.0028127833216720654,0.04311436842745488,0.05555555555555555,0.4842904739727009,0.08973461,0.42569745
Nufip2,-2.9877388,-0.8446604,0.002810496998942102,0.04310391230683464,0.1111111111111111,0.582273492637839,0.33494002,0.53911436
Gnal,-2.9891276,-28.532543,0.0027977517010109297,0.04293294586302895,0.0,0.40690717586787517,0.0,0.32806987
Acvr1,-2.9906044,-1.2530756,0.00278425934687367,0.04275031351456886,0.1111111111111111,0.5813420270125031,0.28329065,0.57693434
Garre1,-2.9907067,-28.376455,0.0027833264389724634,0.04275031351456886,0.0,0.4071221294737219,0.0,0.2989705
Fam184a,-2.9933386,-28.408884,0.0027594352217082557,0.04241763410028652,0.0,0.4074803854834665,0.0,0.30482733
Kif26b,-2.994128,-28.711716,0.0027523044724431464,0.04233223879481817,0.0,0.4075878622863899,0.0,0.3643864
Hdx,-2.9946544,-28.35597,0.0027475599954863076,0.042283469117249194,0.0,0.4076595134883388,0.0,0.29531997
Ptprk,-2.9959702,-1.729343,0.0027357314723675565,0.0421255614111841,0.16666666666666666,0.6795041736825135,0.49935097,1.1465975
Vcl,-2.9964967,-28.548903,0.002731013103399354,0.04207701954606688,0.0,0.40791029269515994,0.0,0.3312539
Setdb1,-2.996979,-1.6618803,0.0027266944643655248,0.042034584198222404,0.05555555555555555,0.49023752373446067,0.13953511,0.38785562
R3hdm4,-2.9988651,-28.35303,0.002709872312526392,0.04179923595728137,0.0,0.40823272310393005,0.0,0.29479977
Immp1l,-2.9991283,-28.360695,0.0027075325895194475,0.041787134221934266,0.0,0.40826854870490453,0.0,0.29615772
Zfyve1,-2.9993916,-28.31976,0.002705194712508323,0.04177504708339003,0.0,0.40830437430587896,0.0,0.28896108
Cdkl5,-2.99964,-1.3568603,0.002702988411398201,0.0417649790766358,0.16666666666666666,0.6865976426754559,0.45240414,0.9023047
Cyb5r4,-2.9999177,-28.308735,0.0027005244912956597,0.0417509166174421,0.0,0.40837602550782787,0.0,0.28704947
Psmd1,-2.999991,-1.1658659,0.0026998764324629907,0.0417509166174421,0.1111111111111111,0.5780460717228532,0.27454996,0.5358286
Taf2,-3.0014968,-28.265676,0.0026865579970704293,0.041582841809494495,0.0,0.40859097911367465,0.0,0.2796847
Dpy19l4,-3.00176,-28.399553,0.002684236675853844,0.04157085849002466,0.0,0.4086268047146491,0.0,0.30313256
Asxl1,-3.0018184,-1.123851,0.0026837210756772115,0.04157085849002466,0.1111111111111111,0.5835632142729195,0.28714228,0.54514515
Mir99ahg,-3.001994,-2.1388702,0.002682174818141944,0.04157085849002466,0.3333333333333333,0.8755060366137642,0.9765655,2.1150897
Pitpna,-3.0028713,-1.0797395,0.002674455735774828,0.04149112333733812,0.1111111111111111,0.583061655859277,0.29667363,0.54812443
Clcn3,-3.0037632,-1.1814651,0.0026666288195491984,0.04139359698514556,0.16666666666666666,0.677103858417225,0.3953333,0.74181503
Cntn6,-3.004655,-29.367605,0.0026588228432268025,0.04129628311994462,0.0,0.4090208863253681,0.0,0.5263114
Meis2,-3.0049474,-2.474778,0.0026562680565776825,0.0412804642453686,0.05555555555555555,0.4902016981334862,0.1590164,0.67197627
Rsbn1l,-3.0050058,-1.5152992,0.0026557573685702957,0.0412804642453686,0.05555555555555555,0.4918496757783112,0.1591029,0.40077958
Rcor1,-3.005108,-1.5365018,0.0026548638804892097,0.0412804642453686,0.05555555555555555,0.49188550137928566,0.1590164,0.40545976
Rapgefl1,-3.0064094,-1.5603305,0.0026435277465859594,0.0411538763330039,0.05555555555555555,0.49195715258123457,0.15567444,0.40331832
Sntg1,-3.0066433,-2.1006737,0.0026414944881785977,0.041146061969483436,0.3333333333333333,0.8148532941640096,0.85060906,1.9098339
Mau2,-3.0067604,-28.304237,0.0026404783951274875,0.041146061969483436,0.0,0.4093074911331638,0.0,0.28627193
Atl3,-3.0075498,-28.335394,0.0026336291066947444,0.04107116314386986,0.0,0.4094149679360871,0.0,0.29169255
Mbtd1,-3.0079007,-1.078775,0.0026305901948284883,0.04104759496808448,0.16666666666666666,0.6795758248844624,0.4419739,0.7765401
Rif1,-3.0088658,-28.41394,0.002622249707954265,0.040941225829593905,0.0,0.4095940959409594,0.0,0.30575007
Taf1,-3.0092313,-1.5347918,0.0026190967505352,0.040915773073767925,0.05555555555555555,0.4923154085909791,0.15632497,0.39895672
Kcnc3,-3.0099185,-28.45555,0.002613178571404508,0.04084706702364115,0.0,0.40973739834485723,0.0,0.31342775
Nucks1,-3.0099623,-1.6612811,0.002612801230699411,0.04084706702364115,0.05555555555555555,0.49188550137928566,0.15495273,0.42534855
Lrrcc1,-3.0101817,-28.320454,0.0026109152742772087,0.04084706702364115,0.0,0.4097732239458317,0.0,0.28908193
Cnnm2,-3.0116436,-1.6439155,0.002598374003570528,0.04068666053376462,0.05555555555555555,0.4926378389997492,0.14649579,0.40082267
Kdm3a,-3.012024,-28.425106,0.0025951223074481325,0.04065943813477045,0.0,0.41002400315265286,0.0,0.30779484
Nup214,-3.01255,-28.272549,0.0025906261011713286,0.04061267405978623,0.0,0.4100956543546018,0.0,0.28084874
B3gat1,-3.012901,-2.4031973,0.0025876325885808107,0.04058942653541528,0.05555555555555555,0.4902016981334862,0.08973461,0.4032098
Lhfpl3,-3.0131643,-3.303846,0.002585389530108065,0.04057793030023581,0.05555555555555555,0.47579980654175474,0.08973461,0.65604
Prickle1,-3.013486,-1.7421424,0.0025826504286501203,0.040558630635785346,0.2222222222222222,0.74266470820048,0.571294,1.2747335
Pign,-3.013603,-28.397017,0.0025816550498306166,0.040558630635785346,0.0,0.41023895675849964,0.0,0.30267227
Cadm2,-3.0140123,-1.1199857,0.002578173985780086,0.040535713866536524,0.8333333333333334,0.9632429334002078,2.7272215,3.4675925
Smap1,-3.0149333,-1.5114661,0.002570357279193473,0.04043647546365845,0.1111111111111111,0.580625514993014,0.22944348,0.55116427
Gm12940,-3.015182,-28.257074,0.0025682517253546094,0.04042702042195568,0.0,0.41045391036434636,0.0,0.27823377
Btbd3,-3.0155766,-1.7895664,0.002564910852097881,0.04039809765291329,0.05555555555555555,0.49296026940851934,0.15201747,0.44954094
Dync1li2,-3.0156353,-1.6965044,0.0025644162460548266,0.04039809765291329,0.05555555555555555,0.4928169670046215,0.13884643,0.39390728
Gm40841,-3.016264,-1.8748803,0.0025591047369474427,0.040353957911841425,0.05555555555555555,0.49321104861534054,0.13884643,0.4358623
Vcpip1,-3.0164979,-28.38979,0.002557130931107224,0.04034651093297188,0.0,0.41063303836921866,0.0,0.30136722
Mapre2,-3.0171266,-1.5042241,0.0025518332246125355,0.04028657975636828,0.1111111111111111,0.5795507469637803,0.22921194,0.54856336
Dlgap1,-3.017726,-1.4971237,0.002546791273159579,0.0402306181715449,0.6666666666666666,0.9192490954035754,1.992515,2.9380822
Macroh2a1,-3.01834,-28.380407,0.00254163579579756,0.04017279637240026,0.0,0.4108838175760398,0.0,0.29967883
Azin1,-3.0191295,-28.383598,0.0025350213505277216,0.040091832659611464,0.0,0.4109912943789632,0.0,0.30025166
Cacng2,-3.0201821,-28.468536,0.00252622658106402,0.03997627104428164,0.0,0.411134596782861,0.0,0.31585774
2610037D02Rik,-3.0202847,-2.3656163,0.0025253730243197177,0.03997627104428164,0.05555555555555555,0.49152724536954107,0.08973461,0.39464068
Nup153,-3.023077,-28.341309,0.0025021846751655885,0.03964251310241708,0.0,0.41152867839358004,0.0,0.29273137
Fkbp15,-3.023077,-28.343952,0.0025021846751655885,0.03964251310241708,0.0,0.41152867839358004,0.0,0.29319626
Ube2e3,-3.023969,-1.824118,0.0024948201119843125,0.03957250083177006,0.05555555555555555,0.4938917350338552,0.13884643,0.42357168
Klf8,-3.0241299,-28.490067,0.002493494188318051,0.03957250083177006,0.0,0.41167198079747785,0.0,0.31992123
Atr,-3.0264983,-28.386156,0.0024740414668976535,0.0392892991817612,0.0,0.41199441120624797,0.0,0.30071193
Pik3r3,-3.0268347,-1.8509161,0.0024712909452592794,0.03926882773454573,0.05555555555555555,0.4941425142406764,0.14649579,0.45051682
Farsb,-3.027127,-1.5896899,0.0024689014619419694,0.039254072356438297,0.05555555555555555,0.49482320065919105,0.14649579,0.38856432
Rbpj,-3.027288,-28.487268,0.002467588147394485,0.039254072356438297,0.0,0.41210188800917136,0.0,0.31939146
Dpp8,-3.0274048,-1.6911933,0.0024666334110781344,0.039254072356438297,0.05555555555555555,0.49464407265431876,0.1406465,0.3972128
Cltc,-3.0279605,-0.92487437,0.0024621030277855917,0.03921559475791278,0.16666666666666666,0.6893920395514634,0.48396575,0.7801597
Wdr37,-3.0287206,-1.0996495,0.0024559158938423655,0.03914024915038218,0.1111111111111111,0.5878981119908286,0.29266396,0.5473188
Rgs7bp,-3.029364,-1.5040838,0.0024506917428288445,0.039080170403448695,0.2222222222222222,0.7563859133736969,0.61826795,1.2317327
Cop1,-3.0298173,-1.3240325,0.0024470171993956147,0.03904474593097397,0.16666666666666666,0.6812596281302619,0.38488638,0.7771826
Spon1,-3.031031,-2.3083956,0.0024372037133571596,0.03891126784189357,0.05555555555555555,0.49467989825529324,0.13953511,0.554864
Smarca4,-3.0311477,-0.90180576,0.0024362597408081397,0.03891126784189357,0.1111111111111111,0.5880772399957009,0.32840446,0.54600734
Sertad2,-3.0314987,-28.504786,0.0024334298304475623,0.03889723946705889,0.0,0.4126750976247627,0.0,0.322724
Swt1,-3.031762,-28.384161,0.0024313093722994864,0.03888647787719476,0.0,0.4127109232257371,0.0,0.30035293
Tbk1,-3.032025,-28.363173,0.0024291906053482064,0.03887573053347606,0.0,0.4127467488267116,0.0,0.29659957
Agfg1,-3.0330923,-1.1703471,0.002420615140779343,0.03876157856539985,0.1111111111111111,0.5882921936015477,0.28788364,0.56008756
Mob1b,-3.0346568,-28.343105,0.0024080956875326266,0.038584097271318826,0.0,0.4131050048364561,0.0,0.29304755
Chchd3,-3.03704,-1.3505781,0.002389137878195049,0.038303183047196286,0.16666666666666666,0.6819044889478021,0.3936764,0.8021089
Uxs1,-3.03761,-1.188387,0.00238462226296157,0.03825361206315068,0.05555555555555555,0.49665030630888835,0.19247097,0.39453372
Srsf5,-3.0381365,-1.4151033,0.0023804609390696706,0.038209668717325,0.1111111111111111,0.583455737469996,0.23800193,0.5403451
Cdc42bpb,-3.0383413,-28.35428,0.0023788444426394934,0.03820654523235098,0.0,0.41360656325009854,0.0,0.29502037
Stx16,-3.0396278,-2.3564804,0.0023687065983570865,0.038066475058525666,0.05555555555555555,0.49367678142800847,0.08973461,0.39258018
Txnl1,-3.039657,-28.376596,0.0023684766532102485,0.038066475058525666,0.0,0.4137856912549708,0.0,0.29899463
Cd46,-3.0398471,-1.7555112,0.002366982507849616,0.038066475058525666,0.05555555555555555,0.49668613190986277,0.13953511,0.40918356
Kdm1a,-3.0410314,-2.350486,0.0023576922569109146,0.03795757396237045,0.05555555555555555,0.4941425142406764,0.08973461,0.39123338
Efna5,-3.042552,-29.353748,0.0023458129882191195,0.03778896582340992,0.0,0.4141797728656898,0.0,0.5223918
Ercc6,-3.0443943,-28.298674,0.002331494232169198,0.03758083384426296,0.0,0.414430552072511,0.0,0.28531334
Atg3,-3.0459733,-28.380457,0.0023192847657973964,0.037406471582818755,0.0,0.41464550567835773,0.0,0.29968727
Mtmr3,-3.0468798,-1.2418379,0.0023123021126974837,0.037316250911820656,0.16666666666666666,0.6846630602228352,0.40084174,0.77294284
Nr2f1,-3.0478156,-28.545483,0.0023051144132906977,0.03722261074826986,0.0,0.41489628488517893,0.0,0.33058608
Dnah9,-3.0480785,-28.831644,0.002303096563208095,0.037212390050151235,0.0,0.4149321104861534,0.0,0.3905124
Ube2r2,-3.0484734,-1.5216414,0.0023000728215070492,0.03718589453302913,0.1111111111111111,0.5841722494894852,0.22944348,0.5541593
Eif4e,-3.0485904,-1.5597,0.00229917759660946,0.03718589453302913,0.05555555555555555,0.4979758535449432,0.15201747,0.39473674
Slc25a26,-3.0488682,-28.314514,0.002297052716440584,0.03718181113901114,0.0,0.41503958728907675,0.0,0.2880504
Fam118b,-3.0507104,-28.369822,0.0022830068625828226,0.03697672959469587,0.0,0.41529036649589796,0.0,0.29778418
Nectin3,-3.0507104,-29.000658,0.0022830068625828226,0.03697672959469587,0.0,0.41529036649589796,0.0,0.4299079
Nxpe4,-3.0507543,-1.9200194,0.0022826733984790473,0.03697672959469587,0.05555555555555555,0.49811915594884104,0.13970886,0.4494254
Mgat4c,-3.0522163,-1.9646285,0.002271583427426488,0.03685836153076675,0.2222222222222222,0.7359653208182567,0.6529754,1.5251285
