names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_GABA (for_DEGs),mean_expr_Rest (for_DEGs)
Atxn7l3b,3.8595965,-0.304501,0.00011357441526716776,0.0003697739656159939,0.49665551839464883,0.412685732545135,0.3178726,0.37989798
Bsg,3.816731,-0.43718958,0.00013523143795391812,0.00043789693152829353,0.4959866220735786,0.41040901102412525,0.3128577,0.40369582
Mif,3.7976725,-0.42040712,0.0001460610803693146,0.00047182751016151516,0.2826086956521739,0.22599456782233585,0.16335122,0.21307886
Cox6b1,3.792258,-0.48116463,0.00014928367008768453,0.0004820057937101758,0.4187290969899666,0.34170794056558557,0.2528147,0.3375531
Rpl36,3.789583,-0.42780906,0.00015090034218148633,0.0004871671505967245,0.37190635451505016,0.30296373222559514,0.22071432,0.28684452
Apbb1ip,3.771413,-0.6025794,0.00016232570721958886,0.0005226086452181109,0.1979933110367893,0.1455504074133248,0.13319217,0.19583791
Guk1,3.770313,-0.2634749,0.00016304296828205666,0.0005248549847536674,0.18996655518394648,0.14239495127017096,0.08966556,0.10670359
Klhl9,3.7681797,-0.25038105,0.0001644423369012031,0.0005292329132273718,0.24581939799331104,0.19408052404537465,0.11835385,0.13928713
Rnf7,3.752106,-0.26061267,0.0001753553747683338,0.0005634775077762651,0.17759197324414716,0.13081163125099857,0.081824005,0.09725922
Atp5g1,3.7510931,-0.43357497,0.00017606534387656507,0.0005656912340025474,0.31270903010033446,0.25463332800766897,0.18628025,0.24415652
Cox7a2,3.7470837,-0.47780865,0.00017890249979725416,0.000574394810557082,0.37090301003344484,0.3018852851893274,0.22118019,0.296203
Mrps33,3.7143931,-0.30447724,0.00020369194570972173,0.0006518821559338045,0.27792642140468227,0.2243569260265218,0.1403213,0.17062058
Prdm5,3.7013936,-0.29955378,0.00021441848708576315,0.000684986891926579,0.33645484949832777,0.26637641795814027,0.19593388,0.23617359
Crlf3,3.6904798,-0.29810533,0.0002238315202912055,0.0007140392912530799,0.2866220735785953,0.23022847100175747,0.14509298,0.17562222
Bri3,3.6830564,-0.27362394,0.00023045425230372246,0.0007344687177560221,0.2755852842809365,0.2217606646429142,0.1320233,0.15752485
Il31ra,3.6779861,-0.30120042,0.00023508272974800354,0.0007484209654418074,0.19765886287625417,0.14986419555839592,0.08604156,0.10500161
Car2,3.670167,-0.56769836,0.00024239216811264064,0.0007705960195440906,0.2939799331103679,0.23206582521169516,0.16653416,0.23789251
Arf1,3.660799,-0.33060443,0.00025142987450710373,0.0007983834469399524,0.43444816053511703,0.3596421153538904,0.24173488,0.2955634
Ndufb8,3.656144,-0.44076213,0.00025603769025786473,0.0008125348691660358,0.27725752508361207,0.2221201469883368,0.15610375,0.2064581
Rac1,3.6516297,-0.3233541,0.00026058136393352645,0.000826563717258158,0.3859531772575251,0.31862118549289026,0.20052859,0.2451672
Grina,3.6414728,-0.28145096,0.0002710828239562667,0.0008587591935516253,0.551505016722408,0.45973797731266974,0.36015898,0.42327446
Ap2m1,3.6394794,-0.35839716,0.0002731898218156175,0.0008652299047837862,0.3274247491638796,0.26901262182457264,0.16804235,0.21073872
Rps26,3.629668,-0.37911603,0.00028378606317936057,0.0008973089571227841,0.4043478260869565,0.33591628055599937,0.24508847,0.30837113
Cyc1,3.6052487,-0.3263431,0.0003118540902615067,0.0009831654822628985,0.21705685618729098,0.16963572455663845,0.1089991,0.13487434
Serinc3,3.592303,-0.27001756,0.0003277682527630534,0.0010305561609809555,0.5789297658862876,0.4805080683815306,0.37668824,0.43928885
Eeig1,3.5814285,-0.27544838,0.0003417204825029364,0.0010729176635725522,0.26321070234113714,0.21109602172871067,0.12321005,0.1473038
Degs1,3.5755107,-0.32063848,0.00034954490293725407,0.0010963314511408914,0.2528428093645485,0.2026282153698674,0.12749821,0.15685566
Rpl22,3.5719066,-0.3212128,0.00035439184132756893,0.001110755718706611,0.2545150501672241,0.20378654737178464,0.12693083,0.15622474
Rps20,3.5683253,-0.4059583,0.00035927043138482036,0.0011253901248904315,0.3565217391304348,0.2958939127656175,0.2069381,0.26591042
Nop10,3.5608516,-0.25138465,0.0003696540881306173,0.0011564332690731968,0.16387959866220736,0.12010704585397028,0.08351282,0.0986485
Msmo1,3.5216548,-0.29284063,0.00042886223892749364,0.0013342049739471754,0.3040133779264214,0.24772327847899026,0.1569355,0.18909879
Ctsa,3.5215602,-0.32472286,0.0004290150737092382,0.0013343714585678007,0.20535117056856186,0.1590909090909091,0.09146355,0.113286935
Ndufs7,3.5212028,-0.3848028,0.00042959398492732983,0.0013360174045135825,0.23277591973244147,0.18421473078766576,0.12677447,0.1625244
B4galt1,3.5182276,-0.29306683,0.0004344395083269245,0.001350617793444922,0.2153846153846154,0.16679980827608243,0.099748135,0.12090601
Uchl1,3.5058117,-0.33902827,0.0004552170128001018,0.0014121081890947512,0.5939799331103679,0.4935692602652181,0.39603075,0.47911087
Cct5,3.4932094,-0.38754818,0.0004772521742504703,0.0014780735272141698,0.28929765886287623,0.23454225914682858,0.1405294,0.18013626
Rps11,3.489061,-0.5027643,0.00048472020325426683,0.001500683472916482,0.35083612040133777,0.2861479469563828,0.2055372,0.2801442
Atp5g2,3.4840293,-0.36922902,0.000493925415355228,0.0015281261842941824,0.311371237458194,0.25663045214890556,0.16289619,0.20580548
Rack1,3.4820228,-0.45453507,0.0004976413816869534,0.001539091151695262,0.2836120401337793,0.22899025403419077,0.14397083,0.19243503
Atp5o,3.481224,-0.4552757,0.0004991279227563079,0.0015431558260800822,0.30334448160535116,0.24892155296373222,0.1725002,0.22962639
Psmd2,3.4784677,-0.31255323,0.0005042892312741747,0.0015583958187851724,0.24882943143812708,0.20059114874580605,0.120334335,0.14739092
Tcp1,3.4646456,-0.28864363,0.0005309307024050086,0.0016362091952772772,0.37190635451505016,0.31175107844703626,0.19396532,0.23227412
Glul,3.4612699,-0.6210294,0.000537633578811847,0.001655347113862075,0.33010033444816056,0.26417958140278,0.18037714,0.26544392
Ubqln2,3.458186,-0.31216237,0.0005438259431944113,0.001673837696865273,0.22709030100334449,0.1799408851254194,0.115547724,0.14156657
Cdk5r1,3.447486,-0.254049,0.0005658297063020856,0.0017391722956230885,0.4561872909698997,0.3829685253235341,0.26452768,0.30830976
Caly,3.4398174,-0.33624843,0.0005821067323502388,0.001787566616942962,0.42474916387959866,0.35748522128135485,0.2466531,0.30244008
Lgi3,3.4362192,-0.33006096,0.0005898932830163537,0.0018108571363703214,0.30869565217391304,0.2524364914523087,0.1534917,0.18941699
Arhgef4,3.4258542,-0.2580205,0.00061286925952377,0.0018781702786728673,0.4234113712374582,0.3488177025083879,0.23024341,0.26972893
Tomm7,3.4145637,-0.37698084,0.0006388428346923508,0.0019557601649975464,0.18996655518394648,0.14543057996485062,0.102680385,0.13140476
B4gat1,3.4121768,-0.26675272,0.000644463045567714,0.001972516463652406,0.22408026755852842,0.17902220802045055,0.11367851,0.13526757
Swap70,3.40645,-0.32752556,0.0006581356813338901,0.00201275958996604,0.09966555183946488,0.059194759546253396,0.04421975,0.055183727
D8Ertd738e,3.3881295,-0.25051507,0.0007037103601512331,0.0021492040665223497,0.1725752508361204,0.13069180380252438,0.079491384,0.0938781
Magt1,3.3659751,-0.25744203,0.0007627359010791325,0.002322084031497427,0.22809364548494984,0.18141875698993448,0.10295342,0.12188503
Dnajb11,3.3494768,-0.26558802,0.0008096432952979403,0.0024573721161928897,0.22976588628762543,0.1843745007189647,0.103319444,0.12296575
Selenos,3.3444462,-0.42508745,0.0008244703634743033,0.002499550791668118,0.2959866220735786,0.2411327688129094,0.14242522,0.18690726
Rpl31,3.3318522,-0.42834824,0.0008627009143314991,0.0026101535376745165,0.3474916387959866,0.2883847259945678,0.19398959,0.25316066
Prdx5,3.3042629,-0.45070544,0.0009522649538090146,0.002871435227117969,0.26321070234113714,0.2139718804920914,0.1443249,0.19243233
Eif4a1,3.2999592,-0.30760944,0.0009669887418850487,0.002913870976163649,0.3822742474916388,0.3182217606646429,0.19667661,0.23823324
Elovl7,3.2853012,-0.50776637,0.001018733822633478,0.003066014540116661,0.2411371237458194,0.1905655855567982,0.12923163,0.1791072
Hnrnpa0,3.2797947,-0.27287537,0.0010388266704884136,0.00312368762712888,0.18227424749163879,0.13991851733503755,0.079246536,0.09498523
Rab5if,3.2675009,-0.25603908,0.0010850157557358636,0.003257835887431295,0.20234113712374582,0.16004952867870267,0.09683765,0.114602335
Ndufc1,3.2638655,-0.49512896,0.0010990330103035682,0.003298449345119723,0.26421404682274247,0.21429142035468926,0.14650983,0.20080908
Arpc4,3.2508543,-0.3008926,0.0011505885006799033,0.003443563490005458,0.24648829431438127,0.2001917239175587,0.11423187,0.13895763
Rpl24,3.2443478,-0.46818933,0.0011771986547045444,0.0035224195826181635,0.411371237458194,0.3438248921552964,0.26135466,0.34585366
Tubb2b,3.2382517,-0.31146967,0.0012026462217799155,0.003594960949963993,0.13110367892976588,0.09190765297970922,0.05926159,0.07303183
Btf3,3.227656,-0.3786136,0.0012480900959584034,0.003725414449944712,0.2548494983277592,0.208659530276402,0.13094893,0.16711931
Rpl5,3.221189,-0.40713495,0.0012765989575721692,0.0038079722457775517,0.3839464882943144,0.3216168717047452,0.21704346,0.278716
Ubxn1,3.2098937,-0.29412055,0.0013278408456237492,0.003954237340342474,0.15819397993311038,0.11846940405815626,0.069714814,0.08482818
Htra1,3.2083666,-0.468653,0.0013349120143102211,0.003974413941774586,0.1642140468227425,0.12230388240933056,0.0868266,0.11824739
Rps6,3.2028337,-0.454647,0.0013608252461961782,0.004047080726650947,0.279933110367893,0.22934973637961337,0.1539691,0.20548256
Uba52,3.2004852,-0.3968856,0.0013719641421597892,0.004079304691804087,0.27123745819397993,0.22331842147307876,0.15533517,0.19988662
Dad1,3.1879127,-0.4229052,0.0014330380249037065,0.004256187877656969,0.2645484949832776,0.21736699153219363,0.13678807,0.17941344
Pdia6,3.1874056,-0.3250957,0.001435552746783773,0.004263185489177717,0.328428093645485,0.274324972040262,0.16408037,0.20161474
Pnma8b,3.187329,-0.47835064,0.001435932680593386,0.004263842538130652,0.35083612040133777,0.2882648985460936,0.18992545,0.25571954
Oaz1,3.1858392,-0.4527619,0.0014433480100430449,0.0042849144878860474,0.3765886287625418,0.31322895031155135,0.22495428,0.29659173
Atp5g3,3.1781933,-0.50472176,0.0014819590411190087,0.0043946848509952285,0.29331103678929765,0.242091388400703,0.16223435,0.2230722
H2az1,3.1582236,-0.42931017,0.0015873372456753489,0.004689582384969393,0.3080267558528428,0.2560712573893593,0.17289597,0.22646533
Ndrg2,3.1549568,-0.56987864,0.0016052189218014915,0.004740326676426649,0.205685618729097,0.159849816264579,0.10675553,0.1546381
Hras,3.142633,-0.34748712,0.0016743564417861468,0.004935815424113413,0.19966555183946488,0.15825211695158972,0.09875566,0.124043174
Prdx6,3.1396184,-0.34872034,0.0016916804482436593,0.004984697186567291,0.25953177257525084,0.21185492890238058,0.118605234,0.14872782
Ndufv1,3.1288455,-0.30204627,0.0017549453821933648,0.005165448835528066,0.1782608695652174,0.13820099057357405,0.0801261,0.09789986
Mtus1,3.12155,-0.61946875,0.0017990167804618161,0.005292268545107182,0.19498327759197323,0.14946477073014858,0.09408079,0.14111291
Ndufa11,3.1202872,-0.46127984,0.0018067474200820198,0.0053132650955022296,0.22474916387959867,0.17962134526282153,0.1241963,0.16725892
Ptov1,3.1134462,-0.40568212,0.0018491623735903708,0.0054314596609502915,0.2317725752508361,0.1870905895510465,0.10833631,0.14113227
Ndufa5,3.1041489,-0.46772194,0.0019082725459440017,0.00559896083309842,0.3137123745819398,0.26082441284550245,0.17693841,0.23718497
Rnasek,3.0941463,-0.43534753,0.0019738022764766894,0.00578554239870499,0.36755852842809367,0.308355967406934,0.2453088,0.31913942
Hcfc1r1,3.0821142,-0.3650647,0.00205536016178645,0.0060121410349664615,0.1745819397993311,0.13516536187889439,0.08837965,0.112443596
Nol7,3.0812879,-0.2709525,0.002061072987432257,0.006027539309131992,0.16923076923076924,0.13017255152580284,0.07923375,0.094849415
1810037I17Rik,3.0806804,-0.31247324,0.0020652821520948366,0.006039140680168786,0.15351170568561873,0.11539383288065186,0.07355366,0.090557575
Sall1,3.0790553,-0.33546957,0.002076581291478059,0.006069589829437119,0.11237458193979934,0.07521169515897108,0.062577076,0.07833223
Gm48099,3.0751593,-0.34075493,0.002103900592600117,0.006144761839474472,0.18093645484949833,0.14087713692283113,0.08051432,0.10091457
Eif1b,3.0700593,-0.37261134,0.0021401620898959,0.006241371537786649,0.22642140468227426,0.18417478830484102,0.1183226,0.1506786
Ndufb9,3.060144,-0.4562967,0.002212306584071002,0.006444566122505184,0.34381270903010036,0.28814507109761944,0.1985045,0.26333606
Ndufa3,3.0597398,-0.51332814,0.0022152940877247867,0.006451869947665837,0.26220735785953175,0.2144911327688129,0.1476954,0.20471424
Cyp4f13,3.0390394,-0.25275669,0.002373337745312628,0.0068897563976394035,0.13946488294314383,0.10201310113436651,0.059770834,0.07081923
Gabarap,3.0358777,-0.40120193,0.0023983655746747565,0.006961659608027515,0.2234113712374582,0.18109921712733665,0.120023735,0.15564266
Cotl1,3.0301871,-0.27310634,0.0024440234127550437,0.007089593986907916,0.17692307692307693,0.13772168077967725,0.07611296,0.09127143
Saraf,3.0296082,-0.35938612,0.002448711193675246,0.00710242549374502,0.39096989966555185,0.3282872663364755,0.20572202,0.25698432
Rpl10,3.0266988,-0.47168437,0.002472400892758944,0.007166495360132991,0.29331103678929765,0.2420115034350535,0.16655388,0.22419348
Wsb2,3.014802,-0.25933412,0.0025714705017557617,0.0074416168424531305,0.29063545150501674,0.24356926026521808,0.13298362,0.1572092
Nme2,3.0111918,-0.40042853,0.0026022430839554027,0.0075249969506975545,0.20434782608695654,0.1635245246844544,0.10412336,0.13526674
Tmcc2,2.9795814,-0.31190985,0.0028864264772028936,0.008309222138680282,0.2193979933110368,0.1766256590509666,0.09230999,0.11336841
Ddr1,2.9681938,-0.40592447,0.002995554121851395,0.008612298229632675,0.2822742474916388,0.23278478990254034,0.14194193,0.18404187
Rpl32,2.9202187,-0.48736635,0.0034978575280648094,0.00998591497865506,0.3612040133779264,0.3031634446397188,0.22581103,0.3039127
Uqcr10,2.9166827,-0.49239808,0.003537753330350323,0.010093377785783944,0.2946488294314381,0.24460776481866112,0.16475497,0.22471072
Srp9,2.9054065,-0.2680745,0.003667763750816066,0.010447663732050005,0.19632107023411371,0.15841188688288865,0.09374435,0.111852065
Ndufa2,2.8741784,-0.5433545,0.004050799200923239,0.011487596256338516,0.2551839464882943,0.20989774724396867,0.13688707,0.19374952
Gprc5b,2.8735614,-0.45640713,0.00405872051125226,0.011507631121383163,0.1939799331103679,0.15246045694200352,0.091733605,0.12382997
Polr1d,2.8696835,-0.3162146,0.004108827718490771,0.011643556295702068,0.2177257525083612,0.17782393353570858,0.098205544,0.120869115
Ssr4,2.8681433,-0.27601144,0.004128883722327574,0.011697923409842043,0.16822742474916388,0.1322096181498642,0.079436146,0.09540855
Rpn1,2.857709,-0.37915292,0.004267116088946563,0.012078100633097456,0.2782608695652174,0.23314427224796294,0.13692477,0.17466652
Wscd1,2.8563528,-0.42251384,0.004285385138848837,0.012128533671884165,0.28929765886287623,0.23897587474037385,0.14596494,0.19114058
Mrc2,2.8252852,-0.28248322,0.0047238558025729785,0.013309217302625137,0.1254180602006689,0.09114874580603931,0.0544125,0.065801606
Rpl17,2.8119879,-0.42501217,0.004923634430389887,0.013845950512252878,0.5294314381270903,0.4460776481866113,0.3575742,0.4556003
