names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CGE-derived (for_DEGs),mean_expr_Rest (for_DEGs)
Usp29,19.141148,1.4242533,1.1471693732437225e-81,7.339152633109244e-79,0.9686192468619247,0.5512559895455206,1.1999792,0.62298214
A330076H08Rik,19.12272,1.3061143,1.6336124335031192e-81,1.0208178160053213e-78,0.9874476987447699,0.6504646435312909,1.4230977,0.821482
Reln,18.947765,2.0459638,4.607408642338518e-80,2.8136606868099086e-77,0.7740585774058577,0.28267024829388704,1.0442041,0.3686984
Rasgrf2,18.945362,1.5227785,4.8226784484973646e-80,2.879674886913871e-77,0.9393305439330544,0.4837374764048207,1.1479146,0.5589257
Osbpl3,18.892664,1.4703927,1.3106057531053225e-79,7.655647083900004e-77,0.8640167364016736,0.3422027007405256,0.6617725,0.29161716
Rcan2,18.89066,1.3720181,1.361327086532499e-79,7.782735918112394e-77,0.8891213389121339,0.35744881661100625,0.7009494,0.33103204
Thrb,18.881645,1.4515959,1.614777385081597e-79,9.039389236904689e-77,0.997907949790795,0.6868012196892697,1.8723726,1.1026866
Unc5d,18.877014,1.8110384,1.762716340373428e-79,9.666160829762042e-77,0.9686192468619247,0.6318789022796574,2.1877236,1.1803895
Kcnc1,18.805822,1.2501571,6.766431798805444e-79,3.636280448678046e-76,0.897489539748954,0.38823145055902425,0.62599665,0.3117375
A530058N18Rik,18.758291,2.2502632,1.656374570399281e-78,8.726820530711506e-76,0.6171548117154811,0.09946275591694496,0.27343956,0.06400599
Fstl5,18.717638,1.5915526,3.5557297640726317e-78,1.8373549761659925e-75,0.9288702928870293,0.4623929141861478,1.2063332,0.5748405
Necab1,18.703941,1.5465658,4.597738358185634e-78,2.330966597819773e-75,0.891213389121339,0.39937563525482794,0.9547558,0.4363468
Mtss1,18.673683,1.2484813,8.106573075156061e-78,4.0337707135082104e-75,0.9372384937238494,0.44340786989981124,0.77679807,0.40168187
Vstm2a,18.647818,1.3200042,1.3153897116561618e-77,6.426276645854739e-75,0.9372384937238494,0.44812690576448383,0.82645625,0.41526324
Adarb2,18.644936,2.5755222,1.3882365480798235e-77,6.661056436947296e-75,0.9330543933054394,0.5753956730071148,2.5097775,1.0633519
Etl4,18.617678,1.7463422,2.3101545884790908e-77,1.0890149788146169e-74,0.9874476987447699,0.7069115725279512,2.5693936,1.5247443
Frmpd3,18.591246,1.4701072,3.7829020487061474e-77,1.7525272077367961e-74,0.8158995815899581,0.29337882967910556,0.4816252,0.20157197
Gria4,18.58122,1.4800649,4.560102941385816e-77,2.076779085339608e-74,1.0,0.7874981849862059,2.5731661,1.6752399
Dlc1,18.554441,1.4998393,7.508486210529676e-77,3.3625504079488733e-74,0.9623430962343096,0.5401118048497169,1.3513337,0.69922054
Hs3st5,18.539186,1.7771193,9.97172770997731e-77,4.392464320771973e-74,0.7573221757322176,0.2599825758675766,0.66323763,0.24260934
Gabrg3,18.461582,1.6521139,4.208254029574601e-76,1.8238029963656378e-73,0.9853556485355649,0.6468709162189633,2.0851977,1.1761638
Frmd3,18.410591,1.3359959,1.0803726663911534e-75,4.607875166020682e-73,0.8765690376569037,0.35719471467983155,0.58596206,0.2742884
Asic2,18.381683,1.492643,1.8416318788890966e-75,7.731976341523442e-73,0.9916317991631799,0.7873892841585596,2.7377684,1.8141435
Afap1,18.323215,1.4491856,5.402400738922128e-75,2.233269351612886e-72,0.7468619246861925,0.2246261071584144,0.38843644,0.16027904
Gm45323,18.311216,2.2346494,6.734926458715083e-75,2.7419314234193074e-72,0.6548117154811716,0.16897778423116017,0.5512621,0.14519182
Spock3,18.285553,1.5289699,1.0786430797786095e-74,4.325841724425558e-72,0.9811715481171548,0.5639247858283722,1.5466208,0.8244452
Col25a1,18.145061,2.0008523,1.4047708071340539e-73,5.550910527601769e-71,0.8472803347280334,0.4437708726586322,1.3118017,0.5174925
Fgf13,18.090876,1.539058,3.76058256407628e-73,1.4644471521265166e-70,0.9728033472803347,0.6319878031073036,1.5973434,0.85686415
Dpysl5,18.06613,1.5735971,5.8904597641987e-73,2.2610950552002724e-70,0.7384937238493724,0.22851023667779874,0.3797248,0.14425464
Cnr1,18.008423,1.6780047,1.673295091669706e-72,6.332597058192253e-70,0.8765690376569037,0.4329170901698853,0.96790755,0.41221514
B830012L14Rik,17.932953,1.3017687,6.522087381823314e-72,2.434006777077673e-69,0.9895397489539749,0.6060694061274866,1.3573221,0.7749812
Ank1,17.911528,1.4236785,9.586785636591845e-72,3.5287250692496286e-69,0.7803347280334728,0.27276027297807465,0.440291,0.18747151
Grb10,17.828144,1.3016531,4.273727309550545e-71,1.5518250379408534e-68,0.8598326359832636,0.3466313343981414,0.5537542,0.26243895
Ankrd55,17.733957,2.0364666,2.293081052627292e-70,8.215345051212711e-68,0.6108786610878661,0.12142442282561347,0.28280047,0.07665603
Lin28b,17.668644,1.392706,7.313268789279587e-70,2.5856254258939803e-67,0.7949790794979079,0.29032960650500944,0.50039256,0.22099057
Apba1,17.585056,1.1854144,3.2066385486238653e-69,1.118991919500302e-66,0.9895397489539749,0.72299259474372,1.6154741,1.019607
Spats2l,17.567106,1.3026896,4.4005896270731116e-69,1.5159467087109552e-66,0.8535564853556485,0.37385654130971396,0.64022803,0.31011513
Fnbp1l,17.565598,1.3106811,4.519123392564474e-69,1.5370739944076887e-66,0.9728033472803347,0.5164440249745899,1.0906575,0.58594173
Kctd8,17.552908,1.6554546,5.651199473073269e-69,1.8980966230184844e-66,0.7426778242677824,0.262015391316974,0.7278859,0.29258046
Cntnap5c,17.489262,1.5141356,1.7298340357970567e-68,5.7383506841811e-66,0.9602510460251046,0.4993102947582402,1.423487,0.74354905
Pdzrn4,17.472471,1.4390427,2.3221334633641462e-68,7.609234897633489e-66,0.9644351464435147,0.5327428488456513,1.3773061,0.7387113
Mirg,17.376213,1.2519166,1.2493709961665274e-67,4.044650441806577e-65,0.9288702928870293,0.4959343691012052,0.8567645,0.4505477
Sdk1,17.362799,1.4511179,1.578397188908332e-67,5.048991960234152e-65,0.9100418410041841,0.45553216204443153,1.1413845,0.5762898
Nyap2,17.34444,1.3636317,2.1728578983509934e-67,6.8687872621989646e-65,0.9644351464435147,0.5962320313634384,1.4467798,0.8165731
Zmat4,17.271372,1.4165055,7.72833718934255e-67,2.4146560497399342e-64,0.9728033472803347,0.5931465079134601,1.5262282,0.8539576
Cntn6,17.177277,1.4490019,3.9292906274359524e-66,1.2135636684965982e-63,0.8682008368200836,0.40017424132423407,1.0462717,0.5167186
Dcx,17.145575,1.2359799,6.782432628349567e-66,2.0709541445881007e-63,0.9121338912133892,0.47517061129664584,0.852232,0.45169508
Lhfpl3,17.112831,1.1859212,1.1907036840830338e-65,3.5948548304843955e-63,0.9330543933054394,0.4668215478437636,1.1223358,0.6474929
Pde4d,17.101025,1.2995903,1.4581984031962293e-65,4.3535323437647424e-63,0.997907949790795,0.8211122404530274,2.6750503,1.8701952
Adra1a,17.064455,1.578738,2.729216027307394e-65,8.058685126785679e-63,0.6757322175732218,0.19130245389864964,0.4149905,0.1588768
Abat,17.020033,1.1461725,5.833822007683216e-65,1.703856492896174e-62,0.8242677824267782,0.3330187309423552,0.49717307,0.25542003
Slc2a13,16.982424,1.3056313,1.1081394767461729e-64,3.201689004319319e-62,0.9937238493723849,0.6558733846377233,1.5800506,0.9398525
Tbc1d9,16.931828,1.1387581,2.621125628534976e-64,7.492515493482426e-62,0.8598326359832636,0.37679686365616377,0.5320648,0.27688596
Gm45341,16.890162,2.2847266,5.3157031254673805e-64,1.5035046629611423e-61,0.5815899581589958,0.1277406708290983,0.4251812,0.10322601
Eps8,16.830708,1.4005835,1.453543261062665e-63,4.068407023411855e-61,0.7301255230125523,0.25156091186293017,0.5262462,0.23295757
E230016M11Rik,16.791582,1.3850613,2.812471451924289e-63,7.790835867340787e-61,0.7510460251046025,0.2848119645709307,0.4707357,0.20715424
Slc35f1,16.757616,1.3581321,4.981979453804063e-63,1.365977427793012e-60,0.99581589958159,0.6479962247713082,1.7256631,1.029884
Xkr4,16.713108,1.0337732,1.0520607515876132e-62,2.855441656076683e-60,1.0,0.8581385218527661,2.9037971,2.2430618
Cntn5,16.657314,1.5674481,2.677795751589585e-62,7.195237184521214e-60,0.9937238493723849,0.7620516915928561,2.7694104,1.7990589
Cxxc4,16.63348,1.2255208,3.987493654421904e-62,1.0608312326169957e-59,0.7928870292887029,0.30898794830840715,0.4474879,0.21620177
Pde5a,16.63193,2.5245616,4.092077611663498e-62,1.0779816218176293e-59,0.5439330543933054,0.09866414984753884,0.40773952,0.083872356
Arnt2,16.589205,1.1380138,8.341753600562418e-62,2.1761448470593412e-59,0.9602510460251046,0.5686075214171628,1.0153313,0.5877003
Rian,16.58736,1.2399464,8.601905072206016e-62,2.222434512405535e-59,0.997907949790795,0.7564614491070132,2.2898712,1.5596192
Gm56750,16.586319,1.6441939,8.752217924468199e-62,2.2397342440996235e-59,0.6359832635983264,0.1695948889211558,0.42293048,0.15565035
Grk3,16.544428,1.0801896,1.756244639543988e-61,4.451914477787448e-59,0.9267782426778243,0.45113982866269786,0.68249553,0.38045222
Cntnap2,16.420845,1.2704787,1.356661641168122e-60,3.406868999830602e-58,1.0,0.9126252359517932,3.6122587,2.769039
Kazn,16.344759,1.1732804,4.7403752169679695e-60,1.1793877970363828e-57,0.9581589958158996,0.5666836067954116,1.1552302,0.6751406
Pitpnm3,16.281425,1.2134334,1.3371840588344048e-59,3.296342721181693e-57,0.7907949790794979,0.31025845796428053,0.43191886,0.20941834
Pknox2,16.216013,1.1562641,3.886223613931269e-59,9.492984409666653e-57,0.9539748953974896,0.5536155074778568,1.0213188,0.5862459
Galnt14,16.19663,1.2957622,5.32670502830421e-59,1.2894465235183254e-56,0.8410041841004184,0.3930956875272252,0.75495136,0.37792823
Sh3rf3,16.161339,1.1670545,9.448633594072535e-59,2.266828434577937e-56,0.9686192468619247,0.6104617395092202,1.237992,0.73738784
Olfm3,16.112753,1.3847235,2.0757089868445817e-58,4.935778803231319e-56,0.8179916317991632,0.39160737621605923,0.9215798,0.45712158
Robo1,16.07714,1.3170681,3.690236962957045e-58,8.697953262689104e-56,0.997907949790795,0.7884056918832583,2.5510728,1.7482085
Ptchd4,15.997132,1.3026378,1.3379670663279767e-57,3.1261891367158896e-55,0.899581589958159,0.4610135037026281,1.0844012,0.58422875
Cux2,15.922014,1.2490933,4.4578852085918485e-57,1.0326153065074392e-54,0.7698744769874477,0.3009655873384638,0.569986,0.28006002
A830018L16Rik,15.903317,1.2972146,6.009660689581332e-57,1.3801673737525673e-54,0.9853556485355649,0.6828807898940032,1.8720526,1.175164
Efna5,15.887753,1.3615781,7.704009562826303e-57,1.7542943809588372e-54,0.8430962343096234,0.40551038187890226,1.0014881,0.5129773
Snhg11,15.876839,1.3280205,9.168398787489009e-57,2.070209037141426e-54,1.0,0.8244155655582982,3.0304747,2.180369
Rph3a,15.874067,1.1016983,9.582428972264224e-57,2.1456655540394977e-54,0.8807531380753139,0.4124074342965007,0.6837884,0.3765766
Rims2,15.850246,1.0937546,1.4003025592090712e-56,3.1095975013179954e-54,1.0,0.8048497168578481,2.3816864,1.7232192
Slc8a3,15.844744,1.1092852,1.528421967548654e-56,3.3662867432813393e-54,0.8702928870292888,0.41346014229708145,0.6666078,0.36411744
Esrrg,15.82693,1.1989222,2.02880491189246e-56,4.4320315432967806e-54,0.9205020920502092,0.5185131406998693,1.0246801,0.57552874
Cacna1b,15.800851,1.0995191,3.0694382980020313e-56,6.651274763493112e-54,0.9790794979079498,0.6459271090460288,1.3400707,0.83970755
Cracd,15.794624,1.1300399,3.3880523679885586e-56,7.282957370228207e-54,0.9476987447698745,0.5490779729925948,1.0126631,0.5882954
Atp8a2,15.793441,1.0591434,3.452218955856703e-56,7.361993916180128e-54,0.9707112970711297,0.6329679105561202,1.225686,0.76775795
Frmd5,15.779188,1.208944,4.32715467500858e-56,9.155168985628389e-54,1.0,0.7342456802671701,2.033091,1.3536026
Rab3c,15.776024,1.1503786,4.549607810357118e-56,9.550622020648107e-54,0.9853556485355649,0.638884855524902,1.3949186,0.8616765
Lrrtm3,15.770196,1.3117206,4.98946113989501e-56,1.0392776808447979e-53,0.9874476987447699,0.6198998112385654,1.6256511,0.9724006
Peg3,15.750717,1.0409604,6.790660137979676e-56,1.4035772146731839e-53,0.9769874476987448,0.6289022796573254,1.1681557,0.73093057
Sorcs3,15.743071,1.3826699,7.663288142758292e-56,1.5718515450069871e-53,0.9602510460251046,0.5768476840423987,1.5723717,0.9018937
A830082K12Rik,15.7415285,1.1426212,7.8524064672297275e-56,1.598440619503506e-53,0.9267782426778243,0.527406708290983,0.9319767,0.52904445
Plcxd3,15.740924,1.274991,7.927777047633796e-56,1.601649393006918e-53,0.8284518828451883,0.3843110207637578,0.83968,0.43415165
Ablim1,15.719333,1.1239891,1.114922829012863e-55,2.2356698817593754e-53,0.9811715481171548,0.6060694061274866,1.1945403,0.7208755
Arhgap18,15.705847,1.2010587,1.3792396897172769e-55,2.745197812052091e-53,0.7154811715481172,0.25929287062581674,0.40678087,0.19748756
Rgs6,15.687814,1.3770819,1.832602105778177e-55,3.620736660460266e-53,0.9058577405857741,0.5041745317264411,1.3675377,0.7544189
Cadps,15.672668,1.0487465,2.3260544207230483e-55,4.53435009977471e-53,0.997907949790795,0.8250689705241759,2.6428,1.9891479
Tenm3,15.672594,1.4421664,2.328769310639784e-55,4.53435009977471e-53,0.9916317991631799,0.7303615507477856,2.325158,1.4807262
Tbc1d30,15.635561,1.1619527,4.167866983105192e-55,8.056876678851547e-53,0.7907949790794979,0.3504428633657616,0.47412413,0.23987998
Usp13,15.631054,1.0570517,4.473446229223885e-55,8.585821441374698e-53,0.8326359832635983,0.35828372295629446,0.46223184,0.24874453
Igf1,15.614688,2.581279,5.782706938712432e-55,1.1019952868312273e-52,0.5,0.07967910556120227,0.3477481,0.06718171
Cacng2,15.608576,1.039035,6.364213341599109e-55,1.204270510484282e-52,0.8619246861924686,0.4020981559459852,0.55990064,0.3113247
Pam,15.60664,1.171345,6.560248290272367e-55,1.2326844165008286e-52,0.9895397489539749,0.7245172063307681,1.8387628,1.2084396
Zfp804b,15.603543,1.4862309,6.88636472133316e-55,1.2849765282098752e-52,0.8535564853556485,0.4596340932191085,1.332123,0.69091445
Scn1a,15.588322,1.0756128,8.74002991854517e-55,1.6196179580090258e-52,0.9811715481171548,0.6775809496152171,1.4703196,0.95156676
Sox1ot,15.553851,2.3558397,1.4981898972342e-54,2.7572851053892433e-52,0.5,0.07652098155945986,0.27951735,0.061095018
2700054A10Rik,15.517115,1.154465,2.6573313760100447e-54,4.857312521999313e-52,0.7719665271966527,0.31468709162189634,0.43031868,0.21638022
Olfm2,15.505017,1.0949289,3.208286699931362e-54,5.824774569402412e-52,0.7510460251046025,0.29112821257441557,0.40350577,0.20921071
Pdzrn3,15.470804,1.2401984,5.462027829171353e-54,9.849979044955318e-52,0.8472803347280334,0.3844925221431683,0.9549063,0.51679254
Oprm1,15.435493,1.6622808,9.447514581617169e-54,1.6923647787203554e-51,0.5962343096234309,0.17006679250762305,0.32259333,0.11357806
Pde9a,15.430173,1.2381383,1.0259445461179615e-53,1.8256377453105713e-51,0.696652719665272,0.24491796137650645,0.32690185,0.15178928
Gabra3,15.428731,1.0961889,1.049134851466407e-53,1.8546219380856815e-51,0.8682008368200836,0.4210105996805576,0.67828137,0.37428215
Dpp10,15.391949,1.5201391,1.8536523331287548e-53,3.255401188965336e-51,0.99581589958159,0.8835850152461159,3.5103908,2.5110357
Elavl4,15.373701,1.0997381,2.457208375091141e-53,4.287349937577854e-51,0.9497907949790795,0.5310367358791926,0.99722016,0.5868033
Fhod3,15.371954,1.1887795,2.524406952087079e-53,4.3761816001664394e-51,0.8200836820083682,0.372005227239727,0.70211184,0.36919856
Sgcz,15.364675,1.5261773,2.824524055518143e-53,4.8650616263956724e-51,0.9769874476987448,0.7430303470306374,2.6136122,1.6848115
Gm16083,15.340164,1.3122736,4.1215349040148876e-53,7.053862603240766e-51,0.7112970711297071,0.2781327138086249,0.42894194,0.19531262
Gm57223,15.296947,1.0717678,8.012848148053533e-53,1.362691327456952e-50,0.8849372384937239,0.4392696384492522,0.6454153,0.35864457
Gm15155,15.278207,1.4680226,1.0684092004890957e-52,1.805544353279371e-50,0.6610878661087866,0.23500798606069406,0.49063274,0.20615344
Tcerg1l,15.248019,1.7114412,1.6970430217079928e-52,2.84997162458086e-50,0.5815899581589958,0.15993901553651807,0.32000962,0.108999714
Hrh2,15.235089,1.847684,2.0684472802246226e-52,3.4521228832071803e-50,0.5481171548117155,0.12970088572673152,0.23085299,0.06966348
Ccdc136,15.205859,1.0771374,3.2335797751392015e-52,5.363351145554959e-50,0.7510460251046025,0.3024901989255118,0.39789063,0.20833008
Mir670hg,15.185808,1.1952388,4.3911994646860245e-52,7.238744148227821e-50,0.6841004184100419,0.23744010454479453,0.3657671,0.17635512
Prr16,15.171826,1.2741883,5.434368152804391e-52,8.903748308893537e-50,0.9184100418410042,0.5155728183534195,1.270723,0.72264254
Slc35f4,15.146137,1.1938559,8.035219942736674e-52,1.3085233930989968e-49,0.9581589958158996,0.5854145491505736,1.3173666,0.7861521
Mamld1,15.098467,1.0473937,1.6574199943406112e-51,2.6828238101163992e-49,0.8661087866108786,0.41375054450413823,0.5743787,0.3187982
A230006K03Rik,15.096032,1.2930752,1.719754448957412e-51,2.7670540145799798e-49,0.9874476987447699,0.6595034122259329,1.8770882,1.1812674
Ripor2,15.093923,1.0557824,1.775652119159235e-51,2.8399864548695624e-49,0.9497907949790795,0.5800421083200232,1.0426209,0.633129
Srrm4,15.077916,1.0615016,2.2629889230718784e-51,3.598018483014283e-49,0.9623430962343096,0.5612385654130971,0.98397547,0.58922064
Epb41l4b,15.075579,1.0511795,2.3445376847894835e-51,3.7057486817819664e-49,0.8891213389121339,0.4558588645273704,0.6905395,0.39208257
Cdh18,15.071764,1.3709347,2.4839296956300112e-51,3.9031105802092636e-49,0.9225941422594143,0.5769928851459271,1.4864768,0.8428104
Gm33228,15.060237,1.116043,2.9572697498086494e-51,4.619874312637117e-49,0.8368200836820083,0.4054740816030202,0.6486716,0.35151482
Mtus2,15.052364,1.0800173,3.3311131184603764e-51,5.173815577631811e-49,0.9665271966527197,0.6149992739944824,1.2018256,0.7420989
Slc44a5,15.046089,1.2296504,3.6625443005896315e-51,5.655894560738127e-49,0.9644351464435147,0.6018948744010455,1.358766,0.8033233
Bend6,15.045348,1.0063393,3.703802951017161e-51,5.6869248739332064e-49,0.8870292887029289,0.45872658632205604,0.6534391,0.37778512
Socs5,15.022628,1.0458469,5.219687093125483e-51,7.968920010925099e-49,0.7552301255230126,0.31316248003484826,0.3904146,0.20809284
Pclo,14.990906,0.93603456,8.419652862705699e-51,1.2781699006830629e-48,0.997907949790795,0.8287352983882678,2.2707572,1.7120377
Nipal2,14.979424,1.1447297,1.0007940553488598e-50,1.5107492284957226e-48,0.7531380753138075,0.30535792072019746,0.41420707,0.208715
Astn2,14.969489,1.273569,1.162112236280715e-50,1.7444668038470845e-48,0.9581589958158996,0.6282851749673297,1.6798954,1.0315868
Clmp,14.947832,1.0284048,1.609034118724721e-50,2.401930376118514e-48,0.7698744769874477,0.30913314941193554,0.43045923,0.23407377
Amy1,14.859042,0.9664335,6.078771173473115e-50,9.024120521062022e-48,0.9351464435146444,0.5084942645564107,0.7466086,0.44978732
Utrn,14.813995,1.1209888,1.1895492035325948e-49,1.756219071369276e-47,0.7907949790794979,0.367866995789168,0.7545649,0.417411
Gm29514,14.809904,1.0596343,1.2642118004432269e-49,1.856249785678115e-47,0.7656903765690377,0.3184986205895165,0.45544386,0.2443231
Plppr1,14.805764,1.0827329,1.3445070957620333e-49,1.9634187860394475e-47,0.8828451882845189,0.4516117322491651,0.79386157,0.45246896
Car10,14.780181,1.3671482,1.9663708307588368e-49,2.85602076878324e-47,0.9644351464435147,0.6319515028314215,1.9303738,1.1890931
Nln,14.776326,0.9779251,2.0821765961372178e-49,3.007961566570271e-47,0.8535564853556485,0.41473065195295483,0.54994684,0.3164393
Grin3a,14.774568,1.1487346,2.137258095355754e-49,3.07102272846038e-47,0.8179916317991632,0.3941120952519239,0.7894351,0.43320787
Tox2,14.693682,1.3071207,7.076266863744169e-49,1.0113792054723713e-46,0.6276150627615062,0.20843618411499928,0.31425557,0.13908315
Tmtc2,14.67956,1.1226602,8.715445589013824e-49,1.239068904639161e-46,0.9142259414225942,0.5110352838681574,1.0465449,0.6144242
Cdh7,14.6511,1.393139,1.3255217250083884e-48,1.874566776367126e-46,0.6380753138075314,0.2236822999854799,0.417388,0.18000011
Sdk2,14.639219,1.1489525,1.5787014447798272e-48,2.2209271110593695e-46,0.7949790794979079,0.38256860752141714,0.6242789,0.3299731
Marchf4,14.628377,1.0146037,1.8515210816154034e-48,2.59116518036489e-46,0.7845188284518828,0.33824597066937706,0.41579482,0.22728787
Xkr6,14.606911,1.0501224,2.5376654785176584e-48,3.5330088812315794e-46,0.9644351464435147,0.5773558879047481,1.0844781,0.6655292
Hmgcll1,14.594985,1.0183091,3.022811445008104e-48,4.1867496663591624e-46,0.9623430962343096,0.5550312182372587,0.96114033,0.58620554
Gm26691,14.593211,1.055322,3.102439490959118e-48,4.275002519080589e-46,0.8284518828451883,0.39153477566429506,0.61490226,0.34270996
Cdh13,14.558967,1.2326607,5.1226367191556183e-48,7.022716767536298e-46,0.9288702928870293,0.536409176709743,1.3608601,0.8037255
Tenm1,14.54582,1.2078811,6.20823499745659e-48,8.467780425464902e-46,0.997907949790795,0.7470959779294323,2.1634796,1.4664747
Gm4221,14.5252495,1.1986185,8.383665978598201e-48,1.1377227517420892e-45,0.600418410041841,0.18030347030637434,0.27576086,0.12957682
Gtf2ird1,14.503227,0.9509299,1.1558489431669092e-47,1.560686487582656e-45,0.8179916317991632,0.3741106432408886,0.47410357,0.27290833
