names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_SST (for_DEGs),mean_expr_Rest (for_DEGs)
Rab3b,21.493692,3.215396,1.7834809893468987e-102,7.260929421780481e-100,0.6936936936936937,0.16043071568414183,0.6935714,0.10233546
5330434G04Rik,21.435581,1.6671628,6.225214589848662e-102,2.4965897914810976e-99,0.9301801801801802,0.6399825973460953,1.64839,0.84243894
Lypd6b,21.38596,4.367408,1.8053403375766734e-101,7.133749245689003e-99,0.6418918918918919,0.0839315495613081,0.7757877,0.055241816
Peg3,21.296005,1.6125907,1.2362675989102684e-100,4.814276867060712e-98,0.918918918918919,0.6302661155826264,1.4511563,0.7269139
Cux2,21.213245,2.4125135,7.206574984141777e-100,2.7662952831984225e-97,0.7927927927927928,0.30117467913856866,0.98448086,0.273745
Spats2l,21.201399,2.347183,9.269976933604843e-100,3.508229298675523e-97,0.7995495495495496,0.3753172358784715,1.0328646,0.30420163
Slc6a1,21.085302,2.1078136,1.0851723894426946e-98,4.049803070045167e-96,0.831081081081081,0.30451018780364003,0.9220847,0.30111736
Klf12,20.952562,1.7009076,1.7780405898183934e-97,6.544650773756196e-95,0.9481981981981982,0.7116597781161628,1.9721913,1.0657052
B830012L14Rik,20.949736,1.6021509,1.886760857251362e-97,6.850981653289742e-95,0.9527027027027027,0.6071350881009354,1.5133535,0.7731869
Kcnip1,20.893433,2.8435988,6.143986429177512e-97,2.2011855380266632e-94,0.7342342342342343,0.22329780291494453,1.0219239,0.22136036
Dpp6,20.825663,1.340601,2.533953333635003e-96,8.958858694049016e-94,0.9977477477477478,0.8178884779928939,2.6460605,1.8200194
Ptchd4,20.793085,2.2089708,4.999033159142636e-96,1.7444678050150989e-93,0.8558558558558559,0.4622579943441375,1.5293348,0.57768327
Gm28175,20.651604,2.9716408,9.443396208357756e-95,3.2531289245970885e-92,0.7072072072072072,0.2365673265172939,0.9303704,0.17876646
Mirg,20.347773,1.7123141,4.858473522632952e-92,1.6318397944143426e-89,0.8648648648648649,0.49749836850119644,1.047972,0.4479705
Grik2,20.252558,1.1682792,3.3726021257809966e-91,1.1187878903671034e-88,0.9977477477477478,0.914799506924806,3.4262753,2.65623
Chl1,20.24278,1.4682455,4.1128862052209365e-91,1.347722589442519e-88,0.954954954954955,0.7428395330287869,1.9651262,1.1686386
Vstm2a,19.986483,1.9519693,7.221015587893455e-89,2.2826904570199663e-86,0.8198198198198198,0.45061996954535566,1.0885408,0.41155136
Tcf4,19.808163,0.9400559,2.531562961081494e-87,7.818746754512614e-85,1.0,0.9319121165977812,3.3898985,2.768798
9630014M24Rik,19.7499,2.2243586,8.037690437748343e-87,2.454235705253386e-84,0.759009009009009,0.3274961931694583,0.89723206,0.27070776
Npas3,19.74176,2.2992618,9.442911510520826e-87,2.8509104751426362e-84,0.9166666666666666,0.5784207091581466,2.2656136,1.0133315
E230016M11Rik,19.702183,2.3710454,2.0652005797964823e-86,6.1657710643479425e-84,0.722972972972973,0.28583859038503373,0.77107245,0.20264442
Cntnap5c,19.565918,2.0344903,3.019162468662935e-85,8.914823684942095e-83,0.8828828828828829,0.5011239213980132,1.7027229,0.7398931
Runx1t1,19.41548,1.6784348,5.709981659240546e-84,1.6676870346064508e-81,0.954954954954955,0.6028569356826916,1.7415541,0.90434617
Prkn,19.333357,1.2674124,2.8149589400344898e-83,8.133112550400725e-81,0.990990990990991,0.8292727140888986,2.4127982,1.6530057
Grid2,19.22307,1.62265,2.3730702452812188e-82,6.783446541564506e-80,0.9662162162162162,0.809042128924661,2.7590911,1.7581047
Fchsd2,19.210384,1.4936066,3.030190813940917e-82,8.570655491641308e-80,0.918918918918919,0.6391124646508592,1.4484515,0.7684719
Rab3c,19.206606,1.5279487,3.258924040505339e-82,9.121592600872756e-80,0.9369369369369369,0.6400913639329998,1.5943359,0.85912466
Ctnnd2,18.870771,1.131056,1.9837826202152985e-79,5.439208061753578e-77,1.0,0.8823870640272642,3.1809711,2.4452398
Dnm3,18.825125,1.393289,4.700985384694381e-79,1.2759139119872527e-76,0.9617117117117117,0.7228989920962947,1.848959,1.1111822
A230006K03Rik,18.775206,1.4966741,1.2048074304987115e-78,3.237317565750038e-76,0.9527027027027027,0.66046697121311,1.9965369,1.1802025
Aff2,18.772514,1.6284294,1.2674038151011843e-78,3.371796090274141e-76,0.8783783783783784,0.5968747734029439,1.4403998,0.7140515
Efna5,18.738096,2.1464305,2.4213622486199617e-78,6.37862780592337e-76,0.8085585585585585,0.40660575737800014,1.3682163,0.5076759
Dcx,18.683975,1.674632,6.684932938849829e-78,1.7439237676397563e-75,0.8333333333333334,0.47697773910521357,1.0334059,0.4492721
Gad1,18.659615,2.1686332,1.0548853337250002e-77,2.72545854972988e-75,0.7207207207207207,0.2578493220216083,0.7958782,0.23945016
Vwc2,18.465729,3.1248758,3.8972480667825837e-76,9.879156184381888e-74,0.6193693693693694,0.15346965412225363,0.81691617,0.13526729
Amy1,18.415083,1.5888585,9.943767134286117e-76,2.4970936719464293e-73,0.8333333333333334,0.5106591255166413,0.99021107,0.44623217
Mir100hg,18.370668,1.3875707,2.2561766094536827e-75,5.6132838422241157e-73,0.9842342342342343,0.7246030019577986,2.0027015,1.2382525
Ntrk2,18.142061,1.1931456,1.4835926905414775e-73,3.6240123268045e-71,0.9797297297297297,0.7766296860271191,2.0280488,1.3574251
Slc8a3,18.09463,1.7417295,3.5130211634352625e-73,8.428114166205847e-71,0.795045045045045,0.415234573272424,0.8972859,0.36077717
Greb1l,17.909172,1.9347367,1.0001243304934988e-71,2.3573105930140624e-69,0.7680180180180181,0.44761076064099775,1.0667231,0.40447122
Rcan2,17.90121,1.758734,1.1538700074658993e-71,2.6960423565746704e-69,0.777027027027027,0.35990863606700024,0.8413108,0.32922825
Fstl5,17.860376,1.9237045,2.400170620453158e-71,5.559705566515203e-69,0.8198198198198198,0.46472337031397287,1.3698702,0.5729861
Plcb4,17.815657,1.8592318,5.3426910492632284e-71,1.2269923802880592e-68,0.7567567567567568,0.32379812921470524,0.83247143,0.30603623
Cit,17.791216,1.696826,8.266609645943345e-71,1.866586564592418e-68,0.8265765765765766,0.42763396417953736,1.0174229,0.43487045
Klhl32,17.714127,1.6523974,3.262487412536665e-70,7.3052530645716835e-68,0.8220720720720721,0.5113842360960047,1.0907263,0.4877992
Tmem130,17.699059,1.8555132,4.263775861738484e-70,9.468401438422568e-68,0.722972972972973,0.35146109781741713,0.6914149,0.24324249
Cacna2d2,17.695963,2.819248,4.504646998752682e-70,9.921300398072505e-68,0.5968468468468469,0.14136030744688566,0.5545634,0.09985784
Robo1,17.689507,1.4680551,5.0516326261045935e-70,1.1035558427921174e-67,0.9887387387387387,0.7888115437604235,2.6473196,1.7476487
Cdh4,17.667398,2.2453787,7.47671078547448e-70,1.6201549903685427e-67,0.7004504504504504,0.3131027481690958,0.90188056,0.2691141
Pcdh15,17.569576,1.6816981,4.213140017338002e-69,9.056565781269769e-67,0.9752252252252253,0.7380900587339569,2.6163225,1.600231
Neto2,17.527328,1.8783575,8.863813615789878e-69,1.8902434274307464e-66,0.7837837837837838,0.4418461315350591,1.0988051,0.43446982
Gm56750,17.486656,2.7585497,1.8107449909244187e-68,3.8310801500896957e-66,0.6126126126126126,0.1705460082662606,0.7427459,0.15083155
Gabra3,17.478611,1.6312379,2.085135324212146e-68,4.377155168873466e-66,0.7927927927927928,0.42277572329780294,0.87289214,0.37152404
Rgs17,17.471825,1.5284894,2.3486505346327387e-68,4.892111617486953e-66,0.8333333333333334,0.5352766296860271,1.1093818,0.53329486
Cracd,17.328821,1.431581,2.851122748631611e-67,5.848066279063465e-65,0.8716216216216216,0.5507939960844028,1.148151,0.5866376
Gpc6,17.308348,2.044337,4.069237973505588e-67,8.221084537450763e-65,0.8558558558558559,0.5462620549633819,1.9819697,0.92303354
Cntnap2,17.300135,1.4692634,4.692879966310593e-67,9.410274977221317e-65,1.0,0.9127329417736205,3.745415,2.7679327
Frmpd3,17.270233,2.19213,7.882266040930389e-67,1.568862877924441e-64,0.6711711711711712,0.2963526937858023,0.6948049,0.19848564
Ankrd55,17.181929,3.0455637,3.6265559732692707e-66,7.112814525674839e-64,0.5653153153153153,0.12276122108621565,0.4889144,0.0735922
Cplane1,17.117315,1.1563373,1.1024404769244495e-65,2.1465634503594173e-63,0.9324324324324325,0.6986077876876223,1.4347115,0.8899385
Tox3,17.085794,1.9292786,1.8934934086650604e-65,3.6602998482611634e-63,0.713963963963964,0.3131752592270321,0.8058612,0.28157383
Galntl6,17.08306,1.9012392,1.984373523868241e-65,3.808579756167117e-63,0.9819819819819819,0.8099485171488652,3.1662269,1.9575406
Xkr6,17.002722,1.3551306,7.839527305096477e-65,1.4939581467229954e-62,0.9031531531531531,0.5788195199767965,1.2267171,0.6637563
Ntm,17.00011,1.5092893,8.1965533752948e-65,1.550995698550502e-62,0.9887387387387387,0.8115075048944964,2.9215336,1.9701735
Osbpl9,16.984962,1.259648,1.0612313899570211e-64,1.9802282950100806e-62,0.8828828828828829,0.5871945471684432,1.0619837,0.5823434
Klf5,16.971428,2.8321846,1.3364459814143185e-64,2.4765726565932924e-62,0.5720720720720721,0.14339061706910303,0.49999753,0.08717949
Tnrc6a,16.946983,1.136236,2.0258562484825363e-64,3.7284080408716267e-62,0.9414414414414415,0.7006018417808716,1.3519926,0.834417
Scn1a,16.911863,1.2243478,3.678867316532611e-64,6.724569033689201e-62,0.9459459459459459,0.6785222246392575,1.5498188,0.9509271
Cacna1b,16.8499,1.2299786,1.0509241050879945e-63,1.9079953178185412e-61,0.9324324324324325,0.6470886810238561,1.4069889,0.8392469
Mast2,16.672413,1.2221829,2.0802298645201605e-62,3.7263850973104473e-60,0.8873873873873874,0.6402001305199043,1.2481965,0.72500956
Cers6,16.438066,1.2536573,1.0212649362311245e-60,1.8053545287190995e-58,0.9211711711711712,0.684903197737655,1.6040381,0.9806691
Dlgap2,16.319906,1.2036898,7.124503033395789e-60,1.2512117418780709e-57,0.9932432432432432,0.809042128924661,2.877068,2.113544
Pitpnc1,16.313616,1.4967816,7.897736077864575e-60,1.3780010935858513e-57,0.8378378378378378,0.5011601769269813,1.2050638,0.60327274
Erbb4,16.296316,1.8499727,1.0482151192517223e-59,1.817131629309276e-57,0.9684684684684685,0.7153578420709158,2.6659873,1.5501515
Rab27b,16.288296,1.6240493,1.195129857265882e-59,2.0585345682521956e-57,0.7522522522522522,0.4489159596838518,0.91081643,0.39353225
Lhx6,16.27072,4.1551514,1.592738674060887e-59,2.7259164440774543e-57,0.48423423423423423,0.045210644623305055,0.36861578,0.024709942
Trhde,16.171558,2.008576,8.004774997104482e-59,1.3527566300138203e-56,0.7972972972972973,0.5162424769777391,1.6015317,0.68525946
Nkain3,16.007595,1.5974948,1.1309847789460422e-57,1.875898827795071e-55,0.8671171171171171,0.6658327895003988,2.0688994,1.1894993
Mtus2,16.000816,1.2942564,1.2611237342251058e-57,2.078919922615251e-55,0.8603603603603603,0.6171416140961496,1.3063954,0.7409828
Rev3l,15.89951,1.0641261,6.386195077350551e-57,1.0463235471244471e-54,0.9504504504504504,0.7382350808498296,1.5466273,1.0179317
Epb41l1,15.77981,1.1692421,4.284738015910387e-56,6.89406649625821e-54,0.8558558558558559,0.6034370241461823,1.069045,0.6154253
Dlc1,15.7116585,1.3554724,1.2584321494404444e-55,2.0008326541695114e-53,0.8716216216216216,0.5420926691320427,1.2809256,0.70115757
Mtss1,15.671764,1.39951,2.3593719148651187e-55,3.729195491319161e-53,0.777027027027027,0.44659560582988905,0.8339154,0.401225
Sntg1,15.63462,1.2054201,4.229912329734079e-55,6.646651713447643e-53,0.9842342342342343,0.8108186498441012,2.6423812,1.89575
Arnt2,15.607252,1.3500386,6.497569580402513e-55,1.0150563641012531e-52,0.831081081081081,0.5711696033645131,1.110008,0.58670366
Ank1,15.5882635,1.9392574,8.747992267898275e-55,1.3587199551354143e-52,0.6306306306306306,0.27579580886085125,0.5777329,0.18557072
Dner,15.500797,1.2884939,3.426156245651242e-54,5.290851627623499e-52,0.8490990990990991,0.5387934159959393,1.1268914,0.6173358
Mkx,15.451156,2.1332366,7.410296274912769e-54,1.1377980623251778e-51,0.6238738738738738,0.2734029439489522,0.73731035,0.2219673
Rbfox1,15.379229,1.0864521,2.2562001693376134e-53,3.386821148050373e-51,0.9977477477477478,0.9393807555652237,4.142866,3.4074872
Csrnp3,15.215173,1.0827144,2.8047660062344188e-52,4.163760363951317e-50,0.9572072072072072,0.7136538322094119,1.6017567,1.0544881
Frmd4b,15.198541,1.3541425,3.615892042506308e-52,5.338407647370577e-50,0.8648648648648649,0.5626132985280256,1.3110836,0.72277325
Hs3st5,15.179498,2.4325895,4.83468865491928e-52,7.098802412988036e-50,0.6036036036036037,0.26307011819302445,0.90003073,0.23931597
Gm13629,15.152047,2.5187106,7.344259720889504e-52,1.0716103260401876e-49,0.5495495495495496,0.17036473062141977,0.56366175,0.124085076
A530058N18Rik,15.151746,2.9756904,7.378039088851311e-52,1.0716103260401876e-49,0.5,0.10198680298745559,0.40809906,0.06209646
Gm45323,15.106912,3.024926,1.458157557846701e-51,2.1064889021150998e-49,0.5405405405405406,0.17141614096149663,0.80563307,0.14159775
Magi2,15.073992,0.81692564,2.4015448713716867e-51,3.4507759729281936e-49,0.9977477477477478,0.921506779783917,3.4954383,2.952028
Ptprt,15.070104,1.7043523,2.5471209353170846e-51,3.640486145317557e-49,0.8648648648648649,0.6155826263505184,2.0540245,1.1270052
Bcl9,14.9925,1.3763518,8.219931175021135e-51,1.1503622430875933e-48,0.7387387387387387,0.46149662823580595,0.7766933,0.37316194
Ptprn2,14.960529,1.1601466,1.329635607901023e-50,1.8416138548608498e-48,0.9864864864864865,0.7591182655354941,2.2650373,1.5815092
Mapk10,14.846888,1.0215528,7.287457439362453e-50,1.0041742635675338e-47,0.9842342342342343,0.8080269741135523,2.3869896,1.7693572
Lhfpl3,14.771499,1.4527959,2.2368431438169484e-49,3.0203002650432865e-47,0.7837837837837838,0.46979914436951636,1.2486076,0.6460455
Rab30,14.769949,1.2102311,2.2888554130958995e-49,3.075077247494341e-47,0.8063063063063063,0.5213545065622508,0.863159,0.4652354
St8sia4,14.751421,2.0222347,3.012532977541009e-49,4.007265401313213e-47,0.6126126126126126,0.2753969980422014,0.67870975,0.21440116
Nell1,14.731527,1.6144391,4.044601613225967e-49,5.327374771930477e-47,0.7927927927927928,0.4989485896599231,1.5114577,0.7673069
Cadm1,14.712048,1.0156655,5.3950062668557366e-49,7.071405775142129e-47,0.9932432432432432,0.8556667391777246,2.6526644,2.0181866
Hmgcll1,14.700272,1.2135177,6.420135260967605e-49,8.342506724896965e-47,0.8265765765765766,0.5577188021173229,1.0455253,0.5853094
Gm4258,14.700201,1.1328777,6.426865992012176e-49,8.342506724896965e-47,0.9504504504504504,0.7186933507359873,1.659746,1.0789729
Tmem131l,14.676629,1.5937748,9.100298577350073e-49,1.1699761855186433e-46,0.6756756756756757,0.3934087448335871,0.6917677,0.28547233
Ankrd44,14.599041,1.515423,2.8482468161605316e-48,3.644399616677785e-46,0.6869369369369369,0.3463853237618737,0.7576598,0.333908
Cdh13,14.564022,1.647567,4.757455536078614e-48,6.058427974143714e-46,0.795045045045045,0.5390472046987166,1.5781666,0.8009145
Abat,14.542732,1.5991676,6.49474307824024e-48,8.193133639075834e-46,0.6576576576576577,0.3363062867087231,0.62837476,0.25360614
Dlgap1,14.498886,0.91166246,1.2313256278976462e-47,1.5388706800748722e-45,0.9977477477477478,0.9171923718367051,3.5316975,2.925241
Thrb,14.48743,1.2482272,1.4548613385433736e-47,1.8098205632713168e-45,0.9144144144144144,0.6885287506344717,1.7578728,1.1054791
Dock7,14.4660425,1.0614405,1.985728151433414e-47,2.447546579312653e-45,0.8873873873873874,0.6508955115655137,1.2116029,0.75624233
Wwox,14.463183,1.1340723,2.0699696083208645e-47,2.5397298345014443e-45,0.8873873873873874,0.655064897396853,1.373529,0.8517595
2210408F21Rik,14.451769,1.1198153,2.4432889973437e-47,2.9841443344829644e-45,0.8761261261261262,0.5989775940830977,1.1630993,0.69925714
Cdc14b,14.438607,1.5856197,2.9575931818219873e-47,3.579753549349405e-45,0.6666666666666666,0.3674135305634109,0.65632135,0.26933116
Cadps,14.406346,1.0266501,4.720285391859017e-47,5.687626389204117e-45,0.9932432432432432,0.8253571169603364,2.629675,1.990164
Pfkp,14.389509,1.1698935,6.022147141606445e-47,7.223888111382373e-45,0.7972972972972973,0.525958958741208,0.87855667,0.48583743
Dgkg,14.3715725,1.1789896,7.803859919865652e-47,9.319542935412892e-45,0.918918918918919,0.6526357769559857,1.5509338,0.97121936
Kcnc1,14.3456335,1.4100281,1.1346012095227584e-46,1.3430279515364106e-44,0.6959459459459459,0.3921035457907331,0.6782514,0.31128377
Olfm3,14.281304,2.4279873,2.8619522930498847e-46,3.314683539407345e-44,0.6328828828828829,0.395112754695091,1.4007316,0.4499812
AI504432,14.22013,2.3028204,6.872555080591097e-46,7.925560301093681e-44,0.5337837837837838,0.19527227902255093,0.4639363,0.1130059
Frmd3,14.136134,1.6056942,2.2743918310351165e-45,2.6116627564065632e-43,0.6599099099099099,0.3613226016967588,0.67117596,0.27330092
Ccser1,14.116439,0.9617754,3.0081376451457064e-45,3.4249431578417432e-43,0.9977477477477478,0.8590747589007324,2.862371,2.2484531
Ubash3b,14.103238,1.5086025,3.627356170092004e-45,4.112534189467179e-43,0.7184684684684685,0.4359364803132478,0.99874485,0.4716869
Oxr1,14.089787,1.0577179,4.388870711578161e-45,4.95499815210526e-43,0.990990990990991,0.8526937858023349,2.6970987,2.0343144
Syt1,13.9375925,0.7942527,3.7435767089130565e-44,4.19124609035391e-42,1.0,0.9498586034370241,3.6602204,3.1283975
Mfn1,13.926532,1.2341055,4.3706693638141494e-44,4.873024307289883e-42,0.75,0.4960118918135016,0.7872896,0.41147158
Pitpnm3,13.913781,1.7198948,5.224296670694107e-44,5.776825166318957e-42,0.6171171171171171,0.3136465811036183,0.5652051,0.207547
Gng2,13.879324,1.0729246,8.453759565631723e-44,9.271531409327527e-42,0.8423423423423423,0.5855267928359075,1.0049236,0.60057694
Cux1,13.876063,1.2731652,8.84717548969453e-44,9.663561195450896e-42,0.7882882882882883,0.5031179754912625,0.98426247,0.5267268
Pak3,13.782873,0.95945686,3.2315020443103154e-43,3.5012282230087975e-41,0.9617117117117117,0.7384163584946705,1.6502217,1.1518497
Cacng2,13.782382,1.407698,3.2535489018911982e-43,3.510958192522751e-41,0.6779279279279279,0.40562685809585963,0.6746943,0.30978316
Stau2,13.782007,0.9342744,3.2705170507739017e-43,3.51515172617179e-41,0.9572072072072072,0.7360597491117395,1.5904324,1.1131605
Nyap2,13.755997,1.115409,4.687779495598878e-43,5.018351993894098e-41,0.9166666666666666,0.5974548618664346,1.321621,0.81936485
Tmtc2,13.742113,1.6005437,5.6793801193959154e-43,6.055751738419375e-41,0.7432432432432432,0.514284678413458,1.2687435,0.6113802
Limch1,13.738447,1.0055418,5.974364205478595e-43,6.345105383447029e-41,0.954954954954955,0.7265970560510477,1.5897783,1.0797184
Ccdc136,13.733465,1.6526484,6.3997791872682494e-43,6.770160108736136e-41,0.6058558558558559,0.3053803204988761,0.54240566,0.20623747
Cacna1a,13.708799,1.0136476,8.993313191295815e-43,9.402736398837297e-41,0.9617117117117117,0.7479515626132985,1.8952619,1.3351368
Anks1,13.679892,1.3373462,1.338917348522816e-42,1.3944460912716306e-40,0.6801801801801802,0.39678050902762674,0.63153005,0.2989564
Akap9,13.672175,0.9964239,1.488766468789105e-42,1.5445233597051448e-40,0.8468468468468469,0.6058661445870496,0.98946977,0.6135636
Epha10,13.656939,1.4986359,1.835403621127702e-42,1.8968190499885137e-40,0.668918918918919,0.3682474077296788,0.683524,0.29796118
