names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_OPC (for_DEGs),mean_expr_Rest (for_DEGs)
Anks1b,31.741333,1.3252395,4.1820599977986677e-221,2.675522670020243e-218,0.9972565157750343,0.8999890097812947,3.6293333,2.7499177
Cspg4,31.659327,5.9212775,5.64319529460041e-220,3.5263408736258842e-217,0.710562414266118,0.05539070227497527,1.2910029,0.042584755
Chst11,31.247675,3.0566134,2.4010041581378054e-214,1.4662495847537007e-211,0.8093278463648834,0.46103967468952634,1.6255006,0.3991043
Sntg1,31.166275,1.6243875,3.0530263114909315e-213,1.8229959331058072e-210,0.9849108367626886,0.8089899989009781,2.8983848,1.8811197
Qki,31.05063,2.291776,1.118691494910576e-211,6.534617493097213e-209,0.9835390946502057,0.8241565007143642,2.9647021,1.5592954
Cntn1,31.002766,1.5242066,4.947064341240293e-211,2.8282472095558865e-208,0.9670781893004116,0.8249990841484413,2.6782928,1.7430029
Zfp462,30.984262,2.5458863,8.783430394942917e-211,4.916891139835754e-208,0.840877914951989,0.5569842839872513,1.8168916,0.6325273
Rora,30.638636,1.8113083,3.744904127141717e-206,2.053583140740774e-203,0.9657064471879286,0.7963146133274719,2.709064,1.6081127
Itpr2,30.62143,3.7326512,6.34709363750036e-206,3.4109281207926934e-203,0.7750342935528121,0.2113419057039235,1.469691,0.22461748
Astn2,30.38573,2.280643,8.478941492862137e-203,4.4672383904550116e-200,0.9327846364883402,0.625929589332161,2.2499378,1.0104012
Nova1,30.375946,2.9129798,1.1417912227921616e-202,5.899986568543342e-200,0.8079561042524005,0.4917756530021614,1.6229888,0.43187568
Cspg5,30.30584,3.2561269,9.60235756918988e-202,4.868214111021359e-199,0.7956104252400549,0.39931127962779794,1.5785855,0.3384473
Adarb2,30.04479,2.6813788,2.5537549575087424e-198,1.2707295501529613e-195,0.9519890260631001,0.5716012748653698,2.5567803,1.0487953
Adam12,30.039742,3.7130532,2.9725416213146923e-198,1.4522216975404686e-195,0.7558299039780522,0.28461003040627175,1.5119762,0.23870838
Mdga2,29.530025,1.186119,1.1855402396062968e-191,5.49232176521055e-189,0.9931412894375857,0.9096237681796534,3.511925,2.7271137
Sox5,29.302805,2.176983,9.552136846037391e-189,4.350269780559741e-186,0.9272976680384087,0.6107997215811262,2.2055893,1.0245401
Mir9-3hg,29.277773,2.9946504,1.9901760213704156e-188,8.912671615703845e-186,0.7764060356652949,0.4707110671502363,1.5317452,0.3749812
Ntm,29.063745,1.8964562,1.0316001254421255e-185,4.487447178663637e-183,0.9945130315500685,0.8095028757738946,3.1590028,1.9538983
Klf12,28.895054,1.8643327,1.3775985647861973e-183,5.875567212032559e-181,0.9122085048010974,0.7101512986775104,2.0548632,1.0540329
Nav3,28.73243,1.3191822,1.5017505738997807e-181,6.208005833951864e-179,0.9972565157750343,0.8946770707403744,3.545017,2.6728928
Cask,28.444153,1.7885524,5.75603695353478e-178,2.3434047415375687e-175,0.8765432098765432,0.7309960801553285,1.9093994,0.97987443
Nrxn1,28.378428,1.0935116,3.7334228033649496e-177,1.49726971233457e-174,1.0,0.9658204198263546,4.3451357,3.6017678
Ctnna2,28.227114,1.2834388,2.7185165114900396e-175,1.0742138038784907e-172,0.9931412894375857,0.8827343664138917,3.2877195,2.4502635
Sh3d19,28.214277,2.4825847,3.9071705506907224e-175,1.5215314883631842e-172,0.803840877914952,0.534197897204821,1.5906056,0.5300436
Nlgn1,28.083862,1.1151384,1.5423698921876597e-173,5.920497000440345e-171,1.0,0.9528885958163901,4.1350846,3.3806107
Il1rapl1,27.845411,1.2763528,1.2241727660120712e-170,4.505961948321144e-168,0.9972565157750343,0.9223357878155108,3.6845446,2.8349352
Grin3a,27.783285,2.842277,6.906717257046599e-170,2.474446569291228e-167,0.7695473251028807,0.39150822434699784,1.5336889,0.41005543
Unc13c,27.629856,3.6584418,4.87361767869025e-168,1.7007026886546364e-165,0.7050754458161865,0.21526175037549913,1.3779769,0.2110403
Dpyd,27.551235,1.9452941,4.277150041059395e-167,1.4734233538880248e-164,0.8998628257887518,0.6430743305125105,2.0658944,1.025921
Marchf1,27.46368,1.5616266,4.769703342612186e-166,1.6223028964049294e-163,0.9821673525377229,0.8316298494340038,3.0115502,2.0208328
Kcnh8,27.207275,5.359701,5.3271801379684966e-163,1.7671769173730062e-160,0.6213991769547325,0.06407297505220354,1.0775089,0.04610293
Pde4b,26.981915,1.8443882,2.4095208340856067e-160,7.800460820708465e-158,0.9657064471879286,0.7570795325493644,2.748082,1.6231916
Gm3764,26.957846,2.4337823,4.6157113760855455e-160,1.4764781508978405e-157,0.7860082304526749,0.5313404403414295,1.5485232,0.5221402
Plppr1,26.860207,2.6179347,6.410050279622804e-159,2.0027680350402877e-156,0.7613168724279835,0.45089203941825107,1.4614565,0.4315005
Gpc6,26.829515,2.3606694,1.4627448059108365e-158,4.517695739634963e-156,0.8957475994513031,0.54196431842327,2.1507587,0.90746975
Sorcs1,26.297249,2.4234068,2.061868322726323e-152,6.022000199093076e-150,0.8148148148148148,0.4548485181521779,1.7438464,0.63114065
Sgcz,25.871426,2.0875282,1.396905613173882e-147,3.993069555955554e-145,0.9698216735253772,0.7410704473019013,2.958108,1.6670682
Megf11,25.82486,3.6139004,4.6632262429201205e-147,1.318956727865933e-144,0.6584362139917695,0.22940249844305236,1.1651875,0.16570556
Gm56750,25.681547,3.9707446,1.879179637188391e-145,5.205521324871347e-143,0.635116598079561,0.1653295233908488,1.1734105,0.13315006
Pcdh9,25.569538,0.9876643,3.3297648774068526e-144,9.129671658767565e-142,1.0,0.9705095798073048,4.493429,3.8197713
Dcc,25.523998,1.5444171,1.0676543591801331e-143,2.868787263117018e-141,0.9917695473251029,0.8410448034582555,3.147855,2.156442
Nrxn2,25.319534,1.8255358,1.9467454941297134e-141,5.0785486822587765e-139,0.8024691358024691,0.6608052166904788,1.5484686,0.7154503
Ankrd11,25.006508,1.3745437,5.1940402515649695e-138,1.2804023996289057e-135,0.8751714677640604,0.7768985602813496,1.86904,1.1359993
Abtb2,24.952673,3.868964,1.9974033827681657e-137,4.8351557563045596e-135,0.6227709190672154,0.13840348756273582,1.1163058,0.13151094
Pde7b,24.81648,2.4669158,5.952440273242762e-136,1.4154165499294957e-133,0.7407407407407407,0.4126460783236253,1.4343348,0.45630792
Lrp1b,24.665035,1.2327838,2.5386179000877e-134,5.830142134645854e-132,1.0,0.9370260468183317,3.8855798,3.0584333
Cdh13,24.600744,2.0083387,1.2402188403298402e-133,2.8003932974506564e-131,0.8491083676268861,0.5349305784518446,1.761792,0.78789556
Pcdh7,24.588154,1.6012051,1.6912611146876366e-133,3.7870155126380664e-131,0.9629629629629629,0.7796827490200389,2.6287415,1.6558318
Dscaml1,24.526318,1.48309,7.74086881990324e-133,1.7189846709983476e-130,0.8998628257887518,0.7321317360882148,2.0323148,1.2156004
Cntn4,24.363361,1.9154112,4.1846895305024733e-131,9.141675421512314e-129,0.9231824417009602,0.6430010623878082,2.289414,1.2093138
Myt1,24.323284,3.6738138,1.111927190096287e-130,2.3901986878309785e-128,0.6296296296296297,0.2481591383668535,1.0757364,0.14097482
Ncald,24.291414,1.5718597,2.415857002141015e-130,5.15191092440707e-128,0.8600823045267489,0.6965600615452248,1.8396497,1.022769
Kank1,24.259586,3.8982136,5.238237331559273e-130,1.1082790322755722e-127,0.5994513031550068,0.11554383265560318,0.99996406,0.109066516
Wipf1,24.157219,3.160386,6.27000646845457e-129,1.3162115141201117e-126,0.6556927297668038,0.21364985163204747,1.1500793,0.21625495
Matn4,23.735046,4.4584126,1.5680069482136742e-124,3.2162096716413304e-122,0.5692729766803841,0.10272191083269223,0.92785794,0.06724074
Shc4,23.701433,5.159612,3.484981199664897e-124,7.094048851136045e-122,0.5500685871056241,0.07019086346484962,0.91232663,0.04084329
Cntn6,23.552895,2.341603,1.172494383923667e-122,2.351113738509622e-120,0.7407407407407407,0.39927464556544673,1.4575388,0.5008653
Tmem132d,23.495396,2.0893362,4.5457426326946385e-122,8.981184157390069e-120,0.7626886145404664,0.4685862915338682,1.4692283,0.5801146
Tox,23.4589,2.272732,1.0724253378319378e-121,2.1033626881419101e-119,0.7654320987654321,0.4037073671099388,1.5247744,0.55604154
Sema3d,23.444916,3.939123,1.489583225794158e-121,2.9003696577600744e-119,0.5843621399176955,0.13906290068505697,1.013832,0.1083963
Dock1,23.422892,2.7660105,2.4981135841753925e-121,4.8290871947332946e-119,0.6831275720164609,0.27457229732205,1.2216488,0.30140993
Serpine2,23.200672,3.027947,4.4826980276536966e-119,8.542560000216654e-117,0.6419753086419753,0.2494413305491446,1.080845,0.21408351
Dnm3,22.899662,1.4612323,4.682252768289275e-116,8.617269307118686e-114,0.8751714677640604,0.7227167820639631,1.8780472,1.1027019
Kcnip3,22.817183,2.3498347,3.0961370531893234e-115,5.58343641739578e-113,0.7023319615912208,0.4993955379712056,1.3830153,0.4611756
Grid1,22.808859,1.2174355,3.7449602588749697e-115,6.708472143731363e-113,0.9272976680384087,0.7787302633989083,2.2202735,1.5108598
Kazn,22.794327,1.8730338,5.219548741487634e-115,9.288031436011439e-113,0.7654320987654321,0.5682309411290618,1.4899447,0.6617878
Srgap1,22.730036,2.3452692,2.2614883135216825e-114,3.997775722653132e-112,0.6982167352537723,0.4477415100560501,1.2858018,0.41548935
Chd7,22.703136,2.6207635,4.1714072569290145e-114,7.325863594358341e-112,0.6735253772290809,0.31475986372128806,1.1866558,0.31484923
Galnt13,22.609898,1.4676222,3.463378169533692e-113,5.96544688560066e-111,0.8518518518518519,0.6917976334395721,1.7861406,1.0280935
Stk32a,22.563364,4.835559,9.927798110240602e-113,1.6991078676571016e-110,0.5281207133058985,0.06865223284610031,0.87890756,0.04814379
Atp1a2,22.549768,2.4352784,1.3498898860345778e-112,2.2956671669461458e-110,0.7023319615912208,0.30468549657471516,1.2908819,0.39700463
Plpp4,22.396843,3.8451734,4.224751810812463e-111,7.007350688674745e-109,0.5624142661179699,0.14646298127999413,0.92009795,0.09987653
Ncam2,22.369406,1.2963662,7.817041373178997e-111,1.2886128938485867e-108,0.9766803840877915,0.8558083305857787,2.8841324,2.0638218
Nfia,22.315418,1.4920474,2.6178376948424596e-110,4.263109021843448e-108,0.9094650205761317,0.7337070007693153,2.137293,1.2968984
Lrrtm3,22.088219,1.6084144,4.1026320401988274e-108,6.446650463166228e-106,0.8518518518518519,0.6201414074806755,1.7804215,0.9622608
Sema5b,22.057274,3.42752,8.133871693346162e-108,1.2706810023268104e-105,0.5761316872427984,0.18038612301718138,0.93661606,0.13469233
Cdh20,21.548601,1.9509636,5.457144011338673e-103,8.101296109650283e-101,0.7695473251028807,0.47074770121258747,1.5264472,0.6583383
Nav1,21.448511,1.3622257,4.715120827430856e-102,6.923240253173065e-100,0.7832647462277091,0.6908085137560904,1.4888171,0.84797853
Ctnnd2,21.420303,0.9907705,8.642432092619848e-102,1.2552548666415963e-99,0.9890260631001372,0.8814521742316005,3.082681,2.440179
Bcan,21.393476,3.2196515,1.5366872956308417e-101,2.2199348190107913e-99,0.578875171467764,0.18514855112283402,0.964943,0.16075672
Ppfibp1,21.379332,3.0458279,2.080905104876602e-101,2.990049206846754e-99,0.598079561042524,0.271824742645712,1.0619986,0.20630087
Csmd2,21.111837,1.2548107,6.191706645783391e-99,8.53185423447178e-97,0.8765432098765432,0.7197127889511667,1.8508867,1.1781626
Calcrl,21.00973,4.0890837,5.34376050653281e-98,7.17934224052683e-96,0.522633744855967,0.11415173828625856,0.90159124,0.0824945
Ednrb,20.491755,4.020636,2.550383445359857e-93,3.1580093629870673e-91,0.5006858710562414,0.07986225592555958,0.799617,0.07274468
Emid1,20.06668,4.9501977,1.44327917658747e-89,1.636325378687988e-87,0.47050754458161864,0.060849177565300214,0.70760226,0.03274745
Armh4,20.05891,3.011177,1.687388386780618e-89,1.9050473089409753e-87,0.5733882030178327,0.28032384511118436,0.97261864,0.185667
Alcam,20.003244,1.3227842,5.16042620019034e-89,5.777527166629768e-87,0.8820301783264746,0.7137048027255742,1.9022932,1.1875795
Bcas1,19.952183,2.7957003,1.4348492907557335e-88,1.5931570430829159e-86,0.5706447187928669,0.1820346558229842,1.0107522,0.22449629
Eya1,19.924065,3.287487,2.517080092018478e-88,2.7832897972237246e-86,0.53360768175583,0.16034729091108912,0.899506,0.13920727
Sulf2,19.672533,2.5703394,3.7079128986648765e-86,3.9852647834850094e-84,0.5912208504801097,0.3117192365461406,0.9489402,0.23627014
Cobl,19.629726,1.9421358,8.617863781276618e-86,9.188968246146934e-84,0.6584362139917695,0.425211561710078,1.1335553,0.43710932
Kif13a,19.478064,2.1037545,1.6853254235065022e-84,1.7552207026984387e-82,0.654320987654321,0.44737516943253836,1.1259317,0.39516836
Zcchc24,19.423172,3.7601078,4.915818483794581e-84,5.080309333060015e-82,0.4869684499314129,0.09612777960948089,0.7579009,0.080363706
Map3k1,19.400677,3.5626707,7.616174829533411e-84,7.840866577377883e-82,0.50480109739369,0.13730446569220062,0.7808561,0.09544394
Nf1,19.374107,0.97854257,1.2765569749446386e-83,1.2992835574531227e-81,0.8559670781893004,0.793603692713485,1.7312671,1.2115573
Arhgef3,19.359377,2.2098608,1.6992534507226128e-83,1.71007266745006e-81,0.6296296296296297,0.45195442722643514,1.1112914,0.36504945
Unc5c,19.226025,1.1915938,2.241679068564042e-82,2.2226537480559338e-80,0.9506172839506173,0.8024691358024691,2.4420536,1.7219782
Ptn,19.205925,1.5955968,3.3018511058621604e-82,3.261791882886627e-80,0.7640603566529492,0.5961094625783053,1.5021157,0.7678729
Ntn1,19.137705,4.88931,1.2255178591017058e-81,1.1931037997848853e-79,0.44718792866941015,0.050774810418727334,0.6851823,0.032667216
Sorcs3,19.120268,1.4928918,1.7122497220115191e-81,1.6549694255557382e-79,0.8093278463648834,0.5773528226545042,1.6231854,0.8943713
Pde4d,18.963951,1.1388406,3.38712511912311e-80,3.204649716578802e-78,0.9629629629629629,0.8204198263545445,2.566793,1.8656873
Nmnat2,18.818153,1.333652,5.3621183327466384e-79,4.968279986238006e-77,0.7270233196159122,0.6338425468000146,1.2945927,0.7184382
Prkcq,18.807823,3.3415866,6.515889607521583e-79,6.0165619846771455e-77,0.4924554183813443,0.11843792358134593,0.77190274,0.10868652
Svil,18.793415,3.1412787,8.54949250229007e-79,7.867289847141581e-77,0.5198902606310014,0.17958017364545553,0.88411576,0.14931406
Mir99ahg,18.698174,1.0304084,5.123032620831124e-78,4.682173010943276e-76,0.9780521262002744,0.8709015642744624,2.7435036,2.0942101
Tns3,18.65315,2.473276,1.1904931423975873e-77,1.0843576520753618e-75,0.5761316872427984,0.2667326079788988,0.9488739,0.25078502
Agap1,18.58911,1.2251946,3.936614783279255e-77,3.537686930659317e-75,0.7750342935528121,0.7046195552624831,1.4885373,0.9031678
Grik1,18.5812,1.726788,4.5618525978365895e-77,4.0858993101289717e-75,0.7530864197530864,0.4924717001868337,1.5279016,0.7372681
Spon1,18.53613,1.7143719,1.0554887467380437e-76,9.422253363737953e-75,0.6762688614540466,0.488332051141151,1.2025962,0.5362887
Ankrd28,18.424692,1.1924417,8.326385158403215e-76,7.335408826435882e-74,0.7558299039780522,0.6960471846723083,1.4265496,0.8690266
ENSMUSG00000121513,18.369196,1.1052,2.3181982466799815e-75,2.015857180850845e-73,0.943758573388203,0.7880353152361065,2.2529767,1.6011137
Sema5a,18.36893,1.8188939,2.329517802897496e-75,2.0191659149630876e-73,0.6995884773662552,0.42777594607466024,1.3519206,0.59443295
Zfp521,18.324087,3.2482312,5.316672066248885e-75,4.593536283604744e-73,0.4869684499314129,0.1266805876103601,0.772333,0.11563476
Lnx1,17.917915,2.6499352,8.54718811513752e-72,7.066552143192159e-70,0.551440329218107,0.32131736088214824,0.9110408,0.2126127
Ppp2r2b,17.775936,1.0708787,1.0856961269329956e-70,8.630962997245442e-69,0.9149519890260631,0.764369710957248,2.1831834,1.5578312
Opcml,17.635834,0.9738296,1.3075253170362212e-69,1.0272867037650077e-67,0.9945130315500685,0.9236546140601531,3.746962,3.0944495
Afap1l2,17.58238,4.234547,3.361673041380277e-69,2.587676155149244e-67,0.4252400548696845,0.06367000036634063,0.63662905,0.046199936
0610040J01Rik,17.58223,2.947628,3.370623946044791e-69,2.587676155149244e-67,0.4993141289437586,0.17862768802432502,0.79472405,0.1461224
Sox10,17.367964,3.341728,1.442565135220273e-67,1.0767145884269094e-65,0.45267489711934156,0.10078030552808001,0.68911135,0.09334683
Ncam1,17.352156,0.8117957,1.8998172842953765e-67,1.3947565690988187e-65,0.9286694101508917,0.852511264974173,2.2183526,1.734638
Snx25,17.27231,1.9843183,7.603759798522132e-67,5.448347354301059e-65,0.5967078189300411,0.4376671429094772,0.96574956,0.34439293
Slc9a9,17.271225,1.1316295,7.748136384364064e-67,5.5370325704218724e-65,0.7722908093278463,0.6830054584752904,1.4638116,0.9228106
Dmd,17.230967,0.97242534,1.5553145342779704e-66,1.1026728637479966e-64,0.9821673525377229,0.8710847345862183,2.8856826,2.263955
Prrx1,17.203516,4.0060234,2.4989978072269713e-66,1.7670545021102294e-64,0.41975308641975306,0.06293731911931714,0.6257078,0.05270784
Ptpn4,17.174076,1.0764036,4.152053588534364e-66,2.9129420345670592e-64,0.7489711934156379,0.7049858958859948,1.3655311,0.86863375
Arhgap24,17.040167,3.17341,4.135494399884169e-65,2.8131831525288006e-63,0.4691358024691358,0.14917390189398103,0.77760035,0.12255248
Itgb8,17.01679,2.4032388,6.165853299221848e-65,4.1837494482346226e-63,0.5404663923182441,0.28047038136058905,0.85797405,0.22855884
Gsap,16.975302,3.0957177,1.2510981992325772e-64,8.425315441949713e-63,0.46502057613168724,0.13756090412865882,0.70135486,0.11234962
Eps8,16.893074,2.437372,5.059651881849128e-64,3.35686039667373e-62,0.5294924554183813,0.2525185917866432,0.85164213,0.22157072
Gm33680,16.859793,4.9599457,8.890020020015289e-64,5.869160637292649e-62,0.3936899862825789,0.0416162948309338,0.6104256,0.026669217
C1ql1,16.821838,5.2269073,1.688385413954372e-63,1.0958192288153134e-61,0.38545953360768176,0.029307249880939298,0.5733882,0.020463726
Hip1,16.785213,2.079477,3.1309680400434887e-63,2.0272074996618927e-61,0.5816186556927297,0.3986518665054768,0.94162905,0.31486797
Mmp16,16.657349,0.9727469,2.6762927568107393e-62,1.6920467382471662e-60,0.897119341563786,0.7842253727515844,2.142346,1.5751336
Phactr3,16.456787,1.2318078,7.497560845436467e-61,4.674233408744266e-59,0.6790123456790124,0.6251236399604352,1.1568422,0.6565639
Creb5,16.450647,2.5588264,8.297541360948893e-61,5.160993897423536e-59,0.49794238683127573,0.1902406857896472,0.84449136,0.20308334
Gfra1,16.418299,2.3295481,1.4147738107471137e-60,8.699078328323785e-59,0.5253772290809328,0.2702494779646115,0.8202575,0.22544321
Plpp3,16.105566,2.1012597,2.3315275678445746e-58,1.350175554913442e-56,0.541838134430727,0.25629190020881415,0.89796036,0.2919229
Naaladl2,15.924434,0.8716265,4.288772802630429e-57,2.4209942270310845e-55,0.8984910836762688,0.8614866102502107,2.155767,1.6433582
Lrp1,15.918886,1.5229343,4.6864474620584585e-57,2.6399338219184648e-55,0.6419753086419753,0.5561783346155255,1.059814,0.5045432
Meis2,15.902677,1.5371287,6.071401350481441e-57,3.4058153295915724e-55,0.6748971193415638,0.48378942740960545,1.3021419,0.65361214
Zfpm2,15.749853,1.245089,6.884081207380761e-56,3.7673169458721194e-54,0.8724279835390947,0.6673627138513389,1.9265893,1.2455263
Fip1l1,15.729981,1.393569,9.423813865276397e-56,5.1258679870440643e-54,0.644718792866941,0.5999926731875298,1.094442,0.56331974
Smoc1,15.681548,3.7641053,2.0226245861999485e-55,1.0957242465966254e-53,0.3991769547325103,0.08444151371945635,0.6094356,0.059947953
Plppr5,15.628555,1.2736804,4.652299912011562e-55,2.4803035443601326e-53,0.6584362139917695,0.6049016375425871,1.1268679,0.6220645
Evi5l,15.492354,2.0847998,3.907173911758741e-54,2.030672398625868e-52,0.5486968449931413,0.391544858409349,0.84494317,0.27232334
Asrgl1,15.425967,2.4150422,1.0950191306334184e-53,5.625843984726568e-52,0.5034293552812071,0.2688207495329157,0.79440624,0.20494765
Marcks,15.419699,1.6640518,1.2066651120029202e-53,6.175826963717803e-52,0.6186556927297668,0.46807341466095176,1.0322909,0.4513033
Mtss2,15.378656,2.787631,2.276213479938857e-53,1.1549069585677314e-51,0.46364883401920437,0.20855771696523429,0.69162816,0.13486622
Rlbp1,15.342437,5.206042,3.9797183726742087e-53,1.9950565797342534e-51,0.3511659807956104,0.02480126021174488,0.49823084,0.017344283
Map4k4,15.116558,1.195605,1.2595563012823739e-51,6.131209749177063e-50,0.6721536351165981,0.6333296699270983,1.1510267,0.6645906
2610035D17Rik,15.066752,1.5894154,2.6796626229528225e-51,1.2950096165241428e-49,0.6049382716049383,0.5077847382496244,1.0134718,0.4594779
Pcdh17,15.028125,1.0856972,4.8041470785024354e-51,2.3051327142742934e-49,0.7283950617283951,0.6441000842583434,1.3138342,0.82494783
Gm2164,15.015527,1.8514947,5.809879908435512e-51,2.7777842195669438e-49,0.5500685871056241,0.30032604315492545,0.9318235,0.35522515
Slc1a3,14.949102,1.8072574,1.578622782280907e-50,7.454761715270294e-49,0.5596707818930041,0.308019196248672,0.9656772,0.3816953
Nav2,14.868334,0.75078446,5.291374556154095e-50,2.4641115134117945e-48,0.8984910836762688,0.8164999816829688,2.083422,1.6445934
Abhd2,14.697757,1.9406369,6.663099167213131e-49,3.0500421571212405e-47,0.5500685871056241,0.4297908195039748,0.87846017,0.31230778
Sdk1,14.671342,1.4576161,9.837947610939411e-49,4.488041635075416e-47,0.6337448559670782,0.45873172876140234,1.1365564,0.57122254
Cobll1,14.603641,2.1888435,2.6624033742321064e-48,1.1943034835662219e-46,0.4828532235939643,0.22899952375718943,0.7415205,0.21597184
Csmd1,14.539286,0.8342535,6.830191133133148e-48,3.0335080288807884e-46,1.0,0.9418617430486866,4.1332703,3.5674763
Slc22a23,14.446742,1.342511,2.628273817595049e-47,1.1501908384165956e-45,0.6310013717421125,0.573103271421768,1.1003577,0.58262575
Tmtc2,14.41654,1.3658633,4.072503310221016e-47,1.7678217115612068e-45,0.6460905349794238,0.5144887716598894,1.1490566,0.6077129
Arhgap35,14.302395,1.232729,2.114059552374653e-46,9.04534716119537e-45,0.6323731138545954,0.6212404293512107,1.0905671,0.61019653
Thsd7a,14.28456,1.1877296,2.7312861839072926e-46,1.1630690928936444e-44,0.7270233196159122,0.5743121954793567,1.3814682,0.8366087
Cpq,14.269497,3.0732956,3.3901758478061895e-46,1.437865869850649e-44,0.39231824417009603,0.10814375206066601,0.61567205,0.09630405
Tmem163,14.210835,2.3057897,7.848384640647287e-46,3.305424691131546e-44,0.4663923182441701,0.22954903469245705,0.7553434,0.2055556
