names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Astrocytes (for_DEGs),mean_expr_Rest (for_DEGs)
Paqr8,31.589355,3.8691435,5.169743426167024e-219,1.006601491747159e-216,0.6938775510204082,0.2711306662722769,1.3667178,0.18231748
Adk,31.588526,2.1874597,5.3072132078486076e-219,1.0259339488841158e-216,0.8030612244897959,0.6348813133180508,1.7498896,0.71474963
Phlpp1,31.527557,1.8284656,3.6417775359997105e-218,6.989611599450873e-216,0.8806122448979592,0.741847223249279,2.08576,1.0936747
Ddhd1,31.385408,2.4164252,3.2004828050437915e-216,6.0137743336731945e-214,0.7755102040816326,0.5907343045182282,1.6050891,0.55687815
S1pr1,30.28524,5.485225,1.793550956518617e-201,3.0120446376034523e-199,0.5969387755102041,0.05135694742290912,1.036704,0.039824974
Pard3b,30.119791,3.1250205,2.6682650988905494e-199,4.3985449820361385e-197,0.7122448979591837,0.3132810766841677,1.4182861,0.30658513
Gpm6a,29.9018,1.1456716,1.8646016453474254e-196,3.0001105515260674e-194,0.9561224489795919,0.8892257635140132,2.6864116,1.971653
Prdm16,29.81611,5.762517,2.415506589891519e-195,3.795594273121937e-193,0.5846938775510204,0.04954521925608223,1.0394497,0.03311271
Arhgef12,29.657545,1.7177972,2.7108799892235668e-193,4.024383718808687e-191,0.8081632653061225,0.7237669156252311,1.7556559,0.89828354
Appl2,29.645075,3.7919269,3.9254852890698443e-193,5.795482951500369e-191,0.6520408163265307,0.22694668342823338,1.1707832,0.14893904
Phka1,29.62192,3.8564994,7.802301359416417e-193,1.1393904213452126e-190,0.6540816326530612,0.2372254677216594,1.2921331,0.16745609
Stox2,29.574526,1.5923371,3.177883587963022e-192,4.566295829335101e-190,0.8418367346938775,0.7429194705316867,1.8711946,1.0376884
Aqp4,29.477444,5.275359,5.603174520038483e-191,7.88258111798084e-189,0.5897959183673469,0.06958515122384086,1.0906808,0.04976911
Trpm3,29.261433,2.2902846,3.21246076323343e-188,4.294468691944392e-186,0.8846938775510204,0.6787325297641056,2.7265441,1.3659204
Rfx4,28.973827,5.253345,1.406319946366617e-184,1.8167219691764902e-182,0.5775510204081633,0.0644827331213488,1.0176162,0.04527444
Csgalnact1,28.851389,2.3986812,4.8677342094808815e-183,6.228381819464346e-181,0.7346938775510204,0.4716039340383051,1.4381026,0.4757675
Glud1,28.516523,2.923881,7.30943184984068e-179,9.050895567060787e-177,0.6938775510204082,0.4047178880425941,1.2886608,0.29735163
Scg3,28.489794,2.802585,1.5673609244369463e-178,1.931880185303704e-176,0.710204081632653,0.43022997855505435,1.3643917,0.34894472
Atp13a4,28.258202,6.1868033,1.1286352875115037e-175,1.3599296042795562e-173,0.5489795918367347,0.03623456333653775,0.95855135,0.021832354
Egfr,27.955973,4.2213554,5.577505991021805e-172,6.432085235139738e-170,0.5867346938775511,0.10164164756341049,1.0827972,0.099570505
Tcf7l2,27.825357,3.4830558,2.1408288796631095e-170,2.4478328509169255e-168,0.6224489795918368,0.14893145012201434,1.0760411,0.15945993
Ttyh1,27.807001,2.8632128,3.569530769347406e-170,4.064122532727322e-168,0.6836734693877551,0.39506766250092434,1.2550217,0.29614612
Prkd1,27.69501,2.2065046,8.018723340026828e-169,8.940377433465595e-167,0.753061224489796,0.49689418028543964,1.5404333,0.5846726
Glul,27.644566,3.3398528,3.2438233991109993e-168,3.557613662616839e-166,0.6510204081632653,0.25745026991052283,1.2514648,0.22031172
Son,27.431162,1.3930371,1.1658282350894329e-165,1.2480400269662574e-163,0.8255102040816327,0.7818161650521334,1.777211,1.0545987
Gpr37l1,26.940573,4.7817426,7.356648970616559e-160,7.214348826294414e-158,0.5479591836734694,0.06999186571027138,0.9585042,0.056805197
Malat1,26.83413,0.83952045,1.292174468375744e-158,1.2489470491099367e-156,1.0,0.9934555941728906,5.54239,4.9635706
Pbx1,26.65439,1.2702328,1.5918039962906796e-156,1.4903056926944448e-154,0.9153061224489796,0.8083265547585595,2.3653963,1.6094551
Gramd3,26.585276,4.142495,1.004682469040382e-155,9.276913382513767e-154,0.5622448979591836,0.10508023367595948,0.98516977,0.09077874
Eps15,26.333887,2.2472088,7.851033467050466e-153,6.985340041710133e-151,0.7142857142857143,0.5097981217185535,1.3246399,0.45838296
Slc6a11,26.315659,4.0583906,1.2694350566278733e-152,1.1257333323957411e-150,0.5744897959183674,0.16908230422243584,0.9842139,0.09583493
Tnik,26.231974,1.1218655,1.1478585534153587e-151,1.004656655709143e-149,0.9122448979591836,0.8134659469052725,2.3270144,1.6580609
Zfp521,26.016016,3.9381018,3.2630921782376633e-149,2.774660975609051e-147,0.560204081632653,0.12068328033720328,0.9744338,0.1022172
Cdh20,25.949478,2.19718,1.843143103585153e-148,1.5525158367816007e-146,0.7448979591836735,0.4688678547659543,1.641779,0.64610404
Acss1,25.838362,3.4639454,3.2884069372705876e-147,2.727144889026564e-145,0.5938775510204082,0.2123419359609554,1.038594,0.15307526
Cep85l,25.719688,2.2278771,7.040411704938563e-146,5.767556783893268e-144,0.6918367346938775,0.5295052872883236,1.3107661,0.45634887
Fam20a,25.714565,5.068234,8.033751874380362e-146,6.561304342389068e-144,0.5214285714285715,0.07357834799970421,0.8916029,0.0419981
Pcdh7,25.54068,1.4596899,6.969038987305628e-144,5.491439225481004e-142,0.9142857142857143,0.7797456185757599,2.5317817,1.6503175
Hepacam,25.498938,4.0008736,2.0254710617899801e-143,1.5821048671597898e-141,0.5459183673469388,0.10984988538046292,0.91423625,0.0892672
Asrgl1,25.423502,3.17845,1.3866136108907808e-142,1.067573287238833e-140,0.6091836734693877,0.26281150632256156,1.0619571,0.1897826
Ntrk2,25.285572,1.18613,4.6037071168543294e-141,3.4650310988760735e-139,0.8836734693877552,0.7760851881978851,2.0090828,1.3448213
Gldc,25.22021,5.5689034,2.4047246714784426e-140,1.794859775628493e-138,0.4989795918367347,0.04503438586112549,0.84854925,0.027761329
Tle4,25.087252,1.8653966,6.851539966389644e-139,5.043859695805198e-137,0.746938775510204,0.5761295570509503,1.4930558,0.6663054
Gphn,24.964388,0.88064635,1.4903035363686858e-137,1.0764638715652309e-135,0.9357142857142857,0.8776898617170746,2.476159,1.9340612
Trim9,24.9267,1.3038616,3.8214518026997816e-137,2.7381975983611505e-135,0.8204081632653061,0.733343193078459,1.8854609,1.182929
Acsbg1,24.773333,5.197127,1.738129162598152e-135,1.2226055130631505e-133,0.49387755102040815,0.046291503364638026,0.7814499,0.031781558
Mdga2,24.581654,0.90194464,1.9848326314414028e-133,1.353615553472855e-131,0.9744897959183674,0.9095245137913185,3.321045,2.7267437
Ccdc141,24.56089,4.5369973,3.308690740666413e-133,2.250747346878646e-131,0.5102040816326531,0.0824151445685129,0.8560205,0.05667723
Slc6a1,24.409079,2.6358392,1.369835303370376e-131,9.133368387484369e-130,0.6265306122448979,0.30148635657768247,1.1071428,0.28210545
Mfge8,24.279308,4.752047,3.2431615973727248e-130,2.146397835502589e-128,0.49489795918367346,0.059824003549508245,0.86442155,0.049718827
Fgfr3,24.222929,5.466899,1.2757528221072264e-129,8.381290545237451e-128,0.4785714285714286,0.03815721363602751,0.77204984,0.025981968
Atp1b2,24.065996,3.6706836,5.677393656024064e-128,3.6759413864425685e-126,0.5428571428571428,0.16043037787473194,0.9382031,0.11523611
Lpp,24.036514,1.9077485,1.1551441009364169e-127,7.443338607232979e-126,0.6989795918367347,0.5234785180803077,1.3015084,0.538168
Gpam,24.02122,3.91413,1.6692608893028526e-127,1.0730392367360682e-125,0.5418367346938775,0.18132071285957257,0.94351447,0.099008955
Nfib,23.956406,1.1566954,7.923781172844424e-127,5.03338061736004e-125,0.9346938775510204,0.8123197515344228,2.373831,1.680469
Tmem47,23.916512,3.765379,2.062409915805963e-126,1.2978209470188813e-124,0.539795918367347,0.17126377283147232,0.9415904,0.108869195
Daam2,23.779236,3.5360916,5.478041133768696e-125,3.376031313402864e-123,0.5346938775510204,0.14020557568586853,0.9047367,0.119409725
Grid2,23.619677,1.3299344,2.4199834854649714e-123,1.4514499163938344e-121,0.9193877551020408,0.8076240479183613,2.5563946,1.7456125
Fnbp1,23.535675,1.4446754,1.759926594110048e-122,1.0439123086917657e-120,0.7744897959183673,0.6884936774384383,1.5391343,0.85219973
Rmst,23.498367,2.6478908,4.238576052312542e-122,2.5030887588052308e-120,0.6081632653061224,0.23718849367743844,1.1612215,0.30012938
Slc7a10,23.490526,5.55488,5.097702192253527e-122,3.003843375128339e-120,0.463265306122449,0.035236264142571916,0.7640968,0.024107557
Scd2,23.46479,1.9601165,9.337845666744908e-122,5.4783387132191196e-120,0.7224489795918367,0.536937070176736,1.3762536,0.5657422
Slc27a1,23.462166,3.2625213,9.932056338000368e-122,5.81425607411917e-120,0.5642857142857143,0.25116468239296014,0.93184644,0.14875574
Gm973,23.37069,5.761274,8.492046898088175e-121,4.9177004343023544e-119,0.4602040816326531,0.03534718627523478,0.76523334,0.020971473
Fgd6,23.302126,4.6693835,4.218552449974785e-120,2.422062058350907e-118,0.4806122448979592,0.07172964578865636,0.771605,0.04469926
Ugp2,23.246723,2.7650547,1.5353191087190947e-119,8.74025941764451e-118,0.6061224489795919,0.35117947201064853,1.0966214,0.25722688
Camk2g,23.056353,1.992928,1.2701473055568569e-117,7.125022567914978e-116,0.6653061224489796,0.5300968719958589,1.2364993,0.4786455
Gli2,23.029335,5.7726793,2.370011133923406e-117,1.3212074516290854e-115,0.45102040816326533,0.030096871995858906,0.7110823,0.018776186
Ednrb,23.001127,4.2097063,4.541682880534183e-117,2.516185958761928e-115,0.48367346938775513,0.07657324558160171,0.812377,0.065536566
Bcl2,22.951876,2.967547,1.4113002816727653e-116,7.786784100317701e-115,0.5744897959183674,0.2832581527767507,1.0413802,0.21054739
Grin2c,22.80671,6.002264,3.9334468161464795e-115,2.1351861808051697e-113,0.44387755102040816,0.024883531760703986,0.71321714,0.016102675
Megf10,22.772367,3.4712164,8.616280515453661e-115,4.630389149004798e-113,0.5112244897959184,0.12116394291207572,0.8481043,0.1136819
Itpr2,22.772116,2.7502742,8.666202575762216e-115,4.647921421371871e-113,0.5755102040816327,0.21334023515492123,1.007376,0.22981441
Gm40578,22.752728,4.6498013,1.3484804504422533e-114,7.203512863495695e-113,0.4775510204081633,0.09069733047400724,0.7864105,0.046524193
Dnaaf9,22.729301,0.9332441,2.2996959809605787e-114,1.2212021938421096e-112,0.8408163265306122,0.7986023811284478,1.8121834,1.3037903
Clmn,22.669756,2.5234687,8.908582103638449e-114,4.693600022054218e-112,0.6112244897959184,0.3677438438216372,1.1037984,0.30052054
Add3,22.618904,1.7580687,2.824108072346246e-113,1.4763382082479305e-111,0.6887755102040817,0.5888486282629594,1.2957023,0.57914287
Kank1,22.53167,3.6501908,2.0315461056264514e-112,1.0457403037966043e-110,0.5,0.11465651112918732,0.87350196,0.10538082
Pdlim5,22.511137,2.8912416,3.2288130136410937e-112,1.6493955451812962e-110,0.5581632653061225,0.22931302225837463,0.95413125,0.19488938
Glis3,22.491606,2.1633487,5.015125261903753e-112,2.557047737900452e-110,0.6612244897959184,0.3223027434740812,1.2681069,0.45118695
Fads2,22.344967,3.6883981,1.3515044903594797e-110,6.826113845105117e-109,0.5061224489795918,0.15314649116320342,0.82314646,0.094496116
Kif1b,22.279964,0.79381114,5.780443267100739e-110,2.8923744988267572e-108,0.8795918367346939,0.8596095540930266,2.0346086,1.5759646
Eya1,21.766975,3.352291,4.770914587680126e-105,2.297392024569265e-103,0.5071428571428571,0.15784219477926495,0.8941026,0.13234718
Il18,21.701256,3.3121386,1.996354796585124e-104,9.527895805371631e-103,0.5081632653061224,0.16039340383051098,0.8207342,0.12051976
Ncoa1,21.692837,0.9405233,2.3973378221980798e-104,1.1421359447245107e-102,0.813265306122449,0.7844782962360423,1.6965858,1.2003874
Eps8,21.674547,2.852155,3.567345690369591e-104,1.6935437932902988e-102,0.55,0.24920505804924942,0.9908053,0.21068089
Mmd2,21.67409,2.3909924,3.6028676730195183e-104,1.707390729700784e-102,0.5989795918367347,0.39699031280041414,1.0190659,0.29085317
Tmtc2,21.571314,1.7977575,3.3407134906141216e-103,1.5665789091239346e-101,0.6908163265306122,0.5116468239296014,1.343098,0.595658
Gm5089,21.533543,5.1228004,7.553193623088714e-103,3.523512372437392e-101,0.4357142857142857,0.04984101160984988,0.73768705,0.030834164
Fut9,21.494272,1.1181935,1.7613578139325867e-102,8.159945596615277e-101,0.8173469387755102,0.7464320047326777,1.7822695,1.1870075
Znrf3,21.46094,1.9299568,3.609413659556666e-102,1.6664079902454918e-100,0.6408163265306123,0.5021075205205946,1.1529522,0.45033735
Dclk1,21.434828,0.921812,6.3266764908629424e-102,2.8960442471803623e-100,0.9326530612244898,0.823301042668047,2.4178631,1.8555983
Serpine2,21.416681,2.8114307,9.341092208434824e-102,4.246956812870452e-100,0.5510204081632653,0.24909413591658655,0.9709874,0.21002023
Plekhg1,21.364674,2.4253383,2.8483791179780816e-101,1.2906567774042336e-99,0.5816326530612245,0.26539968941802855,1.0186127,0.28472227
Palld,21.268206,4.4348383,2.23677293045726e-100,1.0067351531220533e-98,0.4479591836734694,0.07801523330621904,0.7227394,0.047850005
F3,21.112362,4.729294,6.123572714007747e-99,2.7107149724116665e-97,0.4336734693877551,0.05642239148118021,0.7184999,0.03887063
Nrcam,20.949642,0.89303327,1.8904478027940478e-97,8.206192643146375e-96,0.926530612244898,0.8194187680248466,2.3054137,1.7684157
Vcl,20.943216,2.3900785,2.1635167486184318e-97,9.376402425060848e-96,0.5877551020408164,0.4000221844265326,1.0523386,0.30429125
Ghr,20.761164,2.3010328,9.718609351192171e-96,4.118912196633023e-94,0.5908163265306122,0.3912593359461658,1.0865709,0.33543637
Ddah1,20.691141,3.488648,4.1624803954658946e-95,1.7503262633203222e-93,0.4785714285714286,0.1497448790948754,0.7785623,0.09982182
Utrn,20.639965,2.0334523,1.201506962887192e-94,5.01311989018305e-93,0.6153061224489796,0.3663758041854618,1.1002977,0.39862603
Cdh10,20.558218,1.1405907,6.497536580271556e-94,2.690120306808886e-92,0.8683673469387755,0.7498705908452267,2.067579,1.4188192
Tril,20.464554,4.887998,4.45747715730614e-93,1.8230199576379905e-91,0.413265306122449,0.042224358500332765,0.64084834,0.029880054
Phkb,20.367804,1.818324,3.228361690849518e-92,1.3083873097002496e-90,0.6387755102040816,0.5313170154551505,1.1754209,0.49165115
Mcc,19.87846,2.4524035,6.252359869209447e-88,2.410343037096956e-86,0.5479591836734694,0.306145086149523,0.9512755,0.25489125
Cadm1,19.847305,0.86432886,1.1627135863890387e-87,4.469544215489767e-86,0.9306122448979591,0.8552096428307329,2.5462518,2.0094671
Itga6,19.630268,3.0048642,8.526472173314248e-86,3.1644517582452187e-84,0.48367346938775513,0.17233602011388005,0.8064216,0.14363539
Mlc1,19.621347,5.0629487,1.0162468829920882e-85,3.7664212063444704e-84,0.39183673469387753,0.03213044442801154,0.60483736,0.024554703
Cadm2,19.596136,0.6996013,1.668188173069424e-85,6.1741344642390385e-84,0.9928571428571429,0.9618058123197515,3.9220014,3.4493651
Atl2,19.417261,2.343158,5.515435461745573e-84,1.999996637747686e-82,0.5622448979591836,0.3967314944908674,0.92967325,0.26409748
Tnc,19.383377,5.433688,1.066154120675515e-83,3.8350148892303997e-82,0.386734693877551,0.03309176957775641,0.7532016,0.02566822
Cpq,19.276917,3.5665226,8.393234158939208e-83,2.9713597081778195e-81,0.4346938775510204,0.10397101234933077,0.73245084,0.08725264
Wdr17,19.18837,1.3063475,4.629300414561511e-82,1.621764043536738e-80,0.6948979591836735,0.6205723582045404,1.3079431,0.7377106
Rasa2,19.171993,1.8252393,6.343005581875015e-82,2.2163401818593194e-80,0.6142857142857143,0.5305775345707313,1.1185205,0.45831934
Meis2,19.168715,1.6986591,6.755756771476763e-82,2.3574959019426055e-80,0.6591836734693878,0.4825852251719293,1.3715146,0.64508015
Klf12,19.153957,1.0797573,8.970253011393986e-82,3.1221593059087616e-80,0.7765306122448979,0.7131923389780375,1.6080192,1.0609365
Pygb,19.061007,2.4021993,5.324075043471923e-81,1.8247180665572778e-79,0.5459183673469388,0.36707831102565996,0.9199166,0.2511335
Frmpd1,19.030005,3.95918,9.62444336283966e-81,3.2776779868124414e-79,0.42244897959183675,0.10389706426088885,0.679437,0.060664836
Dbx2,19.029152,4.134168,9.782206274884076e-81,3.327188387419432e-79,0.41836734693877553,0.09864674998151297,0.65465134,0.051309224
Slc25a18,18.980036,4.743026,2.4942497466405415e-80,8.430250401538534e-79,0.39081632653061227,0.0518006359535606,0.599917,0.03023294
Pbxip1,18.874851,4.4234033,1.8363762982904147e-79,6.1144276499459035e-78,0.39081632653061227,0.04902758263698884,0.60941064,0.03837121
Tmem164,18.81344,2.3548179,5.860733963415922e-79,1.92987649015914e-77,0.5387755102040817,0.3253715891444206,0.93181086,0.26304296
Gsap,18.784588,3.2584093,1.0096839870311143e-78,3.3085620404300046e-77,0.4448979591836735,0.1352510537602603,0.7272855,0.105943754
Stard13,18.666872,2.1803155,9.209202252587077e-78,2.977752882394883e-76,0.5530612244897959,0.33809066035642976,0.9777866,0.311832
Pcdh10,18.602972,1.689778,3.039764694122463e-77,9.735217798697328e-76,0.6224489795918368,0.49600680322413665,1.106467,0.48691216
Frmd4a,18.59894,0.78447133,3.277293754353467e-77,1.0470973029664407e-75,0.9163265306122449,0.8528802780448126,2.6584878,2.1641023
Dennd1a,18.58686,0.6940135,4.1050680529562606e-77,1.3075952646334421e-75,0.860204081632653,0.8257783036308511,1.9325116,1.5371218
C130071C03Rik,18.586834,0.87621826,4.1072214490160965e-77,1.3075952646334421e-75,0.8316326530612245,0.7734970051024181,1.8224596,1.3417867
Prdx6,18.523823,3.0931022,1.3267375465009249e-76,4.2188683875124085e-75,0.4704081632653061,0.20775715447755674,0.75233686,0.12352607
Tenm3,18.40484,1.1504797,1.2013733325092035e-75,3.788838197713885e-74,0.8673469387755102,0.7300155290985728,2.1346183,1.4719571
Rftn2,18.375355,4.0761514,2.0695337104401406e-75,6.4963049999446935e-74,0.39183673469387753,0.06503734378466317,0.61779565,0.04943778
Slc7a2,18.347256,4.46656,3.4721103218007056e-75,1.0860955104398713e-73,0.3795918367346939,0.048140205575685865,0.5910409,0.03580122
