names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Astrocytes (for_DEGs),mean_expr_Rest (for_DEGs)
Arhgef15,-2.4316618,-1.3515427,0.015029731781146624,0.03931933530906531,0.007142857142857143,0.05309472750129409,0.0104813725,0.026532404
Gm11457,-2.4317944,-1.4469485,0.015024229603928078,0.03930876820424026,0.007142857142857143,0.053131701545515046,0.008790057,0.02378491
1700010K24Rik,-2.4318829,-0.5454363,0.015020562471570405,0.039303000643791684,0.014285714285714285,0.060748354655032165,0.018807277,0.02733127
Lancl3,-2.4326265,-2.7879958,0.014989756400904105,0.03922621294237372,0.00510204081632653,0.050876284848036676,0.004020908,0.02744697
Ankub1,-2.4326828,-3.783419,0.014987427397616897,0.03922393826570235,0.0020408163265306124,0.0477704651334763,0.003039905,0.041067164
Fhad1,-2.4328375,-0.8525762,0.014981024282179598,0.03921099965538338,0.015306122448979591,0.06170967980477705,0.019010294,0.0340687
Alkbh2,-2.4360266,-1.0727358,0.014849589192318382,0.03887455783296911,0.009183673469387756,0.055387118242993416,0.011805158,0.024671486
Gm9831,-2.4366577,-4.4894557,0.014823704506762,0.03881057586443486,0.0010204081632653062,0.04680913998373142,0.0008604898,0.019152641
Csf3r,-2.4367058,-2.4896412,0.014821727696088449,0.03880918175734717,0.00816326530612245,0.05401907860681801,0.010391869,0.057012483
Masp2,-2.4382613,-0.3908354,0.01475809997781398,0.03865011173526916,0.013265306122448979,0.059676107372624417,0.020402333,0.0266666
Slco2a1,-2.4396157,-1.9209648,0.014702889107836722,0.03851678174198817,0.00510204081632653,0.05113510315758338,0.0069182864,0.025949128
Taf9b,-2.4407272,-0.7469476,0.014657726028150946,0.038409703371992975,0.015306122448979591,0.061931524070102786,0.018423779,0.030729046
Prss35,-2.447598,-0.9126549,0.014381204675745498,0.03770926229458038,0.00816326530612245,0.05453671522591141,0.013797246,0.025817264
Marveld2,-2.448454,-1.053319,0.014347075110303687,0.037639709843181025,0.007142857142857143,0.05346446794350366,0.011524138,0.023769613
Cyb561d1,-2.4498084,-0.82675636,0.014293222618730545,0.03750208883559123,0.013265306122448979,0.059897951637950156,0.015935278,0.028092377
Gm46367,-2.4499812,-0.36006162,0.014286364076453667,0.037487754173272464,0.02142857142857143,0.0686977741625379,0.027413432,0.035049852
Ddx51,-2.4506164,-1.1892514,0.014261187847449052,0.037429001510153936,0.00816326530612245,0.05457368927013237,0.010587809,0.02398223
Lrtm1,-2.452244,-1.8697027,0.014196832511524815,0.037275911014926194,0.004081632653061225,0.050321674184722325,0.006023177,0.021838369
Gm47715,-2.4525495,-2.5621295,0.014184784549272115,0.037250308917019324,0.003061224489795918,0.049249426902314576,0.0036449307,0.021336254
Fancb,-2.4527385,-2.4556499,0.014177338351216621,0.03723439365625947,0.003061224489795918,0.049249426902314576,0.004260583,0.023151662
Npl,-2.453084,-0.52559614,0.014163722321990004,0.037202269676624766,0.019387755102040816,0.06640538342083857,0.023945607,0.034291673
Gm45902,-2.4533875,-0.9532055,0.014151778227993017,0.03717453133113426,0.009183673469387756,0.05571988464098203,0.012462814,0.02399103
Gm13601,-2.4561427,-3.9781084,0.014043738237325503,0.0369123786008937,0.0010204081632653062,0.04717888042594099,0.0014936512,0.023282979
Sars2,-2.457483,-0.5490478,0.013991439841589402,0.03678571316472673,0.012244897959183673,0.059047548620868154,0.018218964,0.026545366
1700093J21Rik,-2.459358,-1.1556041,0.013918573256411115,0.036604880434546995,0.00816326530612245,0.05475855949123715,0.01107597,0.02450914
Arhgap20os,-2.4600613,-4.0878587,0.01389132505878418,0.036540372425798426,0.0010204081632653062,0.0472528285143829,0.0012560003,0.021146163
Tmem106c,-2.4600935,-0.44580904,0.013890080553359229,0.036540372425798426,0.024489795918367346,0.07202543814242401,0.028041229,0.03800351
Frzb,-2.4613073,-0.4347396,0.013843172412895908,0.03642084037349584,0.018367346938775512,0.06555498040375657,0.027644772,0.037187677
Ppie,-2.462055,-0.28724638,0.01381435162142257,0.03635569324854305,0.022448979591836733,0.06991791762182947,0.029159456,0.035470843
Ccdc142,-2.462067,-1.4045836,0.013813887204458175,0.03635569324854305,0.00816326530612245,0.05475855949123715,0.009090966,0.023889642
Prkch,-2.4662309,-2.9845355,0.013654330652014313,0.035966264544615684,0.0020408163265306124,0.04843599792945352,0.0052511785,0.040826026
Rpusd4,-2.4688835,-1.0503262,0.013553533573243081,0.03571476386319914,0.011224489795918367,0.058049249426902316,0.013228675,0.027205128
Surf2,-2.470684,-0.38816005,0.01348548885160828,0.03555608943291174,0.018367346938775512,0.0657768246690823,0.024752017,0.032271415
Pram1,-2.4707525,-0.26596043,0.013482912752624083,0.03555307808272906,0.02142857142857143,0.06906751460474747,0.028554719,0.034237295
Eif1ad,-2.4730594,-0.80203027,0.013396186354155985,0.03533132384532502,0.018367346938775512,0.06570287658064039,0.022198444,0.03839051
Lsm3,-2.4732704,-0.26942584,0.013388278724891279,0.03531393436122791,0.022448979591836733,0.07021370997559713,0.032698005,0.039281555
Gm30085,-2.4749043,-0.92021185,0.01332719058950218,0.03515625477517412,0.014285714285714285,0.06141388745100939,0.014704531,0.02764666
Tubg1,-2.4759612,-0.66229594,0.013287798782878302,0.035055783337843885,0.018367346938775512,0.06581379871330326,0.022856,0.03593496
Gm36736,-2.4760134,-3.1282415,0.013285854331669514,0.03505409523683817,0.0020408163265306124,0.048620868150558307,0.0024624327,0.021328192
1700003L19Rik,-2.4836178,-3.7241986,0.013005530212853517,0.034341450159136595,0.0010204081632653062,0.04769651704503439,0.0015262575,0.019985182
1700030F04Rik,-2.485949,-2.1981335,0.012920649891917093,0.03412738254161136,0.004081632653061225,0.050950232936478594,0.004665239,0.021231143
Kics2,-2.4869618,-1.328371,0.012883923838582431,0.03403706946639563,0.00816326530612245,0.05520224802188863,0.00977471,0.024367193
Gpr75,-2.4923353,-0.95472676,0.012690612512655809,0.03354946460203282,0.009183673469387756,0.05645936552540117,0.012909729,0.024872115
Sertad4,-2.4945903,-2.404849,0.012610267433055088,0.03335018562265652,0.006122448979591836,0.05316867558973601,0.005059824,0.026509237
Syt6,-2.4961739,-2.4316666,0.012554109210877863,0.03321474148250179,0.00816326530612245,0.05520224802188863,0.0077599445,0.041169826
Gm32031,-2.4974117,-0.3554103,0.012510363199007788,0.03310552089396684,0.018367346938775512,0.06633143533239666,0.025604421,0.03264141
Rbm47,-2.4980989,-3.5212524,0.012486133959882028,0.033044658672513556,0.004081632653061225,0.051024181024920505,0.004931528,0.05520931
C1qtnf12,-2.4984024,-1.2865182,0.01247544948515738,0.03301963432487971,0.007142857142857143,0.054388819049027586,0.010922233,0.026437
Nherf2,-2.5035832,-0.76277864,0.012294280040888107,0.03256899385770122,0.018367346938775512,0.0662944612881757,0.022603001,0.03805513
Gm38875,-2.5043406,-2.1259267,0.012267982571359476,0.03250253319783367,0.00510204081632653,0.052355246616874955,0.006062635,0.02619662
Fkbp1b,-2.5061374,-0.7555687,0.0122058211061954,0.032344222201525684,0.015306122448979591,0.06307771944095245,0.021349484,0.035783812
Adamts4,-2.5076725,-1.2779338,0.012152920113389414,0.03221357042978924,0.017346938775510204,0.06500036974044221,0.02436881,0.05809734
Wdr53,-2.5086534,-0.3108828,0.01211923638351734,0.0321274547775366,0.02142857142857143,0.0698069954891666,0.028589772,0.035344474
Rtl6,-2.5164707,-0.69164366,0.011853678136909067,0.03145450637356771,0.018367346938775512,0.06651630555350144,0.024574136,0.039395686
Gm47962,-2.516782,-0.6758548,0.011843204502800223,0.03142981777681402,0.013265306122448979,0.06119204318568365,0.016792253,0.026693402
Plk4,-2.5170212,-0.70656013,0.011835169024464826,0.03141469837867923,0.015306122448979591,0.0633735117947201,0.01859574,0.030170703
Cdr1,-2.51928,-2.595419,0.011759509079117908,0.031223123414614445,0.0020408163265306124,0.04943429712341936,0.0036578162,0.021905327
Zyx,-2.5211008,-0.4230802,0.011698835985277399,0.031068167911089514,0.022448979591836733,0.07099016490423722,0.029700126,0.03962335
Itga10,-2.521756,-0.5184893,0.011677072420382968,0.03101650216841542,0.017346938775510204,0.06566590253641943,0.02105369,0.030022928
Igfn1,-2.523874,-5.0037904,0.01160695359756295,0.030836349927478395,0.0010204081632653062,0.04843599792945352,0.0008718055,0.027599037
Spink8,-2.5259197,-0.31726718,0.011539584651810285,0.03066949946529598,0.02959183673469388,0.07868076610219626,0.04135198,0.051266536
Twist2,-2.5264623,-2.2501168,0.011521774982022056,0.030625194753876015,0.00510204081632653,0.05272498705908452,0.0049072797,0.02313276
Gm16701,-2.5298364,-2.1779437,0.011411571700932786,0.030356294585096918,0.00510204081632653,0.052835909191747396,0.0048173605,0.021616228
Zfp791,-2.5299027,-1.649143,0.011409415112400107,0.030353562779226823,0.007142857142857143,0.05494342971234194,0.007878352,0.024505123
Gm49127,-2.532897,-3.0101295,0.011312418039005801,0.03010445406636485,0.0020408163265306124,0.049693115432966055,0.002888391,0.023036202
Gm48677,-2.5339942,-1.2881502,0.011277057874297993,0.030013326573136597,0.00816326530612245,0.05612659912741256,0.010108454,0.024508744
0610040B10Rik,-2.536645,-0.31820425,0.01119204114104404,0.029807725786485616,0.025510204081632654,0.07472454337055387,0.029473519,0.036615234
Gm56530,-2.5374086,-0.5060544,0.011167653923609558,0.029745723723967964,0.015306122448979591,0.06385417436959255,0.020278204,0.028677125
Nfil3,-2.5382888,-2.8402886,0.011139603008869452,0.029673949920523662,0.004081632653061225,0.05183760999778156,0.0035665864,0.025266292
Eya2,-2.5390666,-4.1195364,0.011114870392405668,0.02962275019281296,0.0020408163265306124,0.04976706352140797,0.0021329885,0.03644333
Ado,-2.539609,-0.84402925,0.011097643977693803,0.029579773205101925,0.018367346938775512,0.06692302003993197,0.023150697,0.04118186
1700080N15Rik,-2.544812,-1.7036396,0.0109336620621347,0.029151369280567514,0.00510204081632653,0.053131701545515046,0.006962456,0.022502257
Fbxl12os,-2.545469,-1.1932514,0.010913104469377316,0.02909944597520775,0.00816326530612245,0.056385417436959254,0.011472201,0.026042182
Il18bp,-2.5458188,-1.4152538,0.010902179575245512,0.02907320019718608,0.006122448979591836,0.05424092287214376,0.008606946,0.02279263
T2,-2.547585,-0.3900273,0.010847138465477609,0.02894078150803131,0.02959183673469388,0.07905050654440583,0.035630677,0.046437744
Lgr5,-2.5484715,-1.2283205,0.01081961714063118,0.028873086956873555,0.011224489795918367,0.059602159284182506,0.01576335,0.03654908
Nipsnap3b,-2.5485637,-1.0531179,0.010816750013479561,0.02886830282699601,0.014285714285714285,0.06270797899874288,0.016443979,0.03382486
Gm16263,-2.548785,-1.1614829,0.010809896578202452,0.028852877824207798,0.00816326530612245,0.05645936552540117,0.011039121,0.02452666
Cspg4,-2.5527678,-1.1560932,0.010687069757823658,0.028533541771931806,0.025510204081632654,0.07413295866301856,0.035056625,0.07650757
Brf2,-2.5553663,-0.7418668,0.01060761142987243,0.028332655976209962,0.0163265306122449,0.065185239961547,0.020033265,0.033280216
Alas2,-2.559084,-1.327539,0.010494837638446934,0.028037014052999513,0.00816326530612245,0.05660726170228499,0.009335666,0.023267034
Coq6,-2.5624602,-0.28342268,0.010393352234536855,0.027774179467131305,0.02346938775510204,0.07309768542483176,0.028818537,0.034966193
Pigz,-2.5638025,-1.189935,0.010353242961582083,0.027683514616151914,0.014285714285714285,0.06300377135251053,0.018037839,0.040686376
Rgs22,-2.5642948,-0.7745664,0.01033856678635445,0.02764702324336625,0.012244897959183673,0.06093322487613695,0.017460603,0.029686667
Gm3854,-2.56789,-0.52671367,0.01023196077560832,0.027372838116347626,0.017346938775510204,0.06659025364194336,0.02078747,0.02981193
Tmem42,-2.5717385,-0.7119964,0.010118931840341346,0.027081244875495215,0.017346938775510204,0.06655327959772239,0.02136106,0.03475624
Gm12089,-2.5736957,-0.8091166,0.010061871136522935,0.026941950915632413,0.012244897959183673,0.06126599127412556,0.014907314,0.025975037
Gm42917,-2.5745578,-1.0231376,0.010036829679131078,0.026880256501370686,0.011224489795918367,0.0601197959032759,0.013590252,0.027428836
Gm14329,-2.5801485,-2.1210938,0.009875782395315728,0.026470052165798865,0.003061224489795918,0.051652739776676775,0.0050588995,0.021823283
Pcdhb20,-2.5812156,-0.7042083,0.009845306309100786,0.026390999653385688,0.02142857142857143,0.07099016490423722,0.022070324,0.035712454
Lhx6,-2.5843306,-1.8339071,0.00975682474723226,0.026161648633682345,0.00510204081632653,0.05387118242993419,0.008773852,0.030933093
Aox4,-2.590301,-1.0415732,0.009589204500039441,0.025735310119462625,0.009183673469387756,0.05830806773644901,0.013577556,0.027750961
Gm37184,-2.5903833,-2.6589644,0.00958690940150906,0.025731720669118812,0.003061224489795918,0.05183760999778156,0.0037439915,0.023414334
Pcdhb21,-2.5910344,-0.95880944,0.009568789746753306,0.025685652397129003,0.013265306122448979,0.06248613473341714,0.014705711,0.028387967
Chdh,-2.5937114,-1.2640817,0.009494618243997,0.02549164590489602,0.014285714285714285,0.06352140797160394,0.01632894,0.03877812
Cacng5,-2.5939825,-1.1941153,0.009487129553729275,0.025474085251194725,0.01020408163265306,0.05941728906307772,0.014304831,0.032433607
Lamc2,-2.5952346,-1.5359704,0.009452638838630095,0.025389084925428893,0.009183673469387756,0.058345041780669966,0.009769526,0.02807115
Gfer,-2.597425,-0.37184274,0.009392562862528712,0.025230247337413424,0.02142857142857143,0.07143385343488871,0.029229194,0.037662704
Slc29a1,-2.6004052,-1.4512782,0.009311373466910735,0.025017158789710173,0.009183673469387756,0.05845596391333284,0.010700154,0.02899233
Fap,-2.6029193,-1.4638599,0.00924337284043564,0.024836942822250564,0.009183673469387756,0.058492937957553795,0.012917304,0.03523484
9130019P16Rik,-2.60518,-2.1189456,0.009182600036201392,0.024676113908664008,0.00510204081632653,0.05424092287214376,0.0071295644,0.03060662
Abcb6,-2.6070127,-0.7120487,0.009133595559129007,0.02455424839157543,0.0163265306122449,0.06610959106707091,0.019553002,0.03183346
Cabyr,-2.6082969,-1.1338947,0.009099399409265529,0.024467213261979863,0.012244897959183673,0.06178362789321896,0.012816916,0.027914507
Gm16267,-2.6089358,-1.2562178,0.009082424238494426,0.024424013139346,0.01020408163265306,0.05971308141684537,0.011780657,0.027913472
Gm16172,-2.6109858,-1.5867068,0.009028166197382488,0.024287827965925858,0.006122448979591836,0.055461066331435334,0.0081213955,0.024197845
Mypn,-2.6138313,-3.3566248,0.008953323078851718,0.024103375526374676,0.0020408163265306124,0.05120905124602529,0.0027293998,0.02761187
Myadml2os,-2.6142936,-3.6124523,0.008941218808916577,0.02407320134224333,0.0020408163265306124,0.05120905124602529,0.0020453038,0.024733001
Cstf1,-2.615198,-0.8516181,0.008917578804535715,0.02401195936244861,0.0163265306122449,0.06614656511129187,0.019126937,0.03425376
Spag6,-2.6163995,-3.533673,0.008886250256728003,0.0239300004407979,0.0020408163265306124,0.051246025290246244,0.0019321863,0.022150911
Elovl1,-2.6169722,-0.39040852,0.00887135404869141,0.02389228057415437,0.025510204081632654,0.07620350513939214,0.033028655,0.043074522
Gm35417,-2.6188715,-0.6547169,0.008822120833028607,0.023764449802855005,0.022448979591836733,0.0727279449826222,0.025015002,0.03910342
Gm49890,-2.619661,-4.639177,0.008801718036289673,0.023714244824536598,0.0010204081632653062,0.050247726096280414,0.0008496305,0.020959795
Nat9,-2.620893,-1.1453955,0.008769977982815227,0.02363583835488918,0.009183673469387756,0.05886267839976336,0.013280045,0.029143473
Zfpm1,-2.6209311,-0.43326187,0.00876899583267098,0.023635562044725576,0.02040816326530612,0.07073134659469053,0.028293353,0.038017705
Ciao2a,-2.625507,-0.3845089,0.008652002143150183,0.02333192468751961,0.02346938775510204,0.07413295866301856,0.03054583,0.039691996
Tubg2,-2.6267068,-1.0876058,0.008621559668951952,0.02325683247713472,0.011224489795918367,0.06111809509724174,0.014492319,0.030551964
Asphd1,-2.6273377,-1.4662446,0.008605586503544937,0.023216075235969122,0.007142857142857143,0.05682910596761074,0.010863876,0.029734246
Zfp712,-2.6274602,-0.8244916,0.00860248650696735,0.023210042418135624,0.013265306122448979,0.06329956370627819,0.016771378,0.02951128
1700019A02Rik,-2.6305692,-0.31818888,0.008524201512211588,0.023001134227066216,0.022448979591836733,0.0732455816017156,0.02723871,0.033847667
Cd55,-2.6328018,-1.654105,0.008468373668493418,0.02286197131241014,0.007142857142857143,0.056940028100273606,0.008423828,0.026275842
4930595D18Rik,-2.6346626,-1.0353394,0.008422092170929448,0.02274159548114504,0.011224489795918367,0.061302965318346524,0.0126293115,0.025715616
Myof,-2.6352897,-1.8653404,0.00840654943349351,0.022706471982104,0.00816326530612245,0.05793832729423944,0.009491908,0.034158688
Zbed5,-2.635776,-1.055517,0.008394511520917174,0.0226785164455102,0.01020408163265306,0.06023071803593877,0.013368273,0.027587947
Gm32880,-2.6389954,-24.472534,0.008315210657243284,0.022475576939958462,0.0,0.04954521925608223,0.0,0.02301229
Tbxas1,-2.6421022,-1.0415832,0.008239318022381419,0.022279407795248937,0.0336734693877551,0.08418989869111883,0.043646798,0.087860644
Asb18,-2.6424298,-1.5539157,0.008231352636217167,0.02226143022064263,0.00510204081632653,0.05498040375656289,0.0077693188,0.022642285
Gm14004,-2.6431231,-0.736656,0.008214516106805474,0.02222352474726773,0.011224489795918367,0.06148783553945131,0.017334754,0.028720457
Gm29587,-2.646873,-24.310408,0.008123985446191523,0.021983030104649165,0.0,0.049693115432966055,0.0,0.020591263
Gm31087,-2.6469474,-2.2784226,0.0081221994234672,0.02198041076730423,0.003061224489795918,0.05290985728018931,0.0052967877,0.025439087
Arl16,-2.6489508,-0.32290196,0.008074205495741591,0.02185713295089427,0.02142857142857143,0.07254307476151742,0.030061405,0.037462465
Cd180,-2.649606,-3.2873142,0.008058567567046607,0.021819196949470203,0.006122448979591836,0.05590475486208681,0.0061333543,0.05832889
