names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_L5 ET CTX Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Tead1,-3.1485484,-0.9182303,0.0016408358876153432,0.02265636309288655,0.40784313725490196,0.4447897094955918,0.25609177,0.4392722
Sema5a,-3.1563232,-1.2875826,0.0015977169559005823,0.022243862489662508,0.4235294117647059,0.43597340656164185,0.30051127,0.61829054
Pde7b,-3.2287083,-1.1597575,0.0012435067318454928,0.01833184376810257,0.38823529411764707,0.42256829021534903,0.24629356,0.48486456
Atad2b,-3.2361984,-0.43963814,0.001211331586804748,0.01796273716194458,0.6823529411764706,0.6609697933227345,0.5708764,0.71494496
Zswim6,-3.2382076,-0.34870195,0.0012028330324614762,0.01786629274861242,0.7333333333333333,0.7133617574794046,0.8530936,0.99885046
Hnrnpa2b1,-3.2388747,-0.40646735,0.0012000233856698198,0.017835638009482197,0.7137254901960784,0.6734354675531146,0.6043627,0.7420432
Pcdh15,-3.2707193,-0.52561706,0.0010727433301390766,0.016499492433220943,0.7058823529411765,0.7432793756323168,1.3395836,1.620542
Mgat5,-3.2832887,-0.54027677,0.001026035438768609,0.01598039748454002,0.6549019607843137,0.6253071253071253,0.5426834,0.7168457
Itga8,-3.2938216,-0.71002096,0.0009883518793494892,0.015566831769121204,0.5764705882352941,0.5436479260008672,0.4896151,0.7096772
Myo6,-3.3109787,-0.8955749,0.0009297027828762559,0.014911434099983346,0.5333333333333333,0.5309293250469721,0.32592186,0.5404657
Gng2,-3.3579714,-0.6190135,0.0007851672102879278,0.013136639439873364,0.611764705882353,0.5908368261309438,0.43608925,0.6095224
Galnt17,-3.3746955,-0.35863996,0.0007389740689433696,0.012489082089201723,0.7647058823529411,0.7183480271715565,1.154508,1.3311969
Chd4,-3.4120486,-0.4100176,0.0006447661678352385,0.011316046329022115,0.7058823529411765,0.654357566122272,0.57396334,0.7081011
Ncald,-3.4201825,-0.40214086,0.0006257915918045977,0.011099817153701124,0.7254901960784313,0.70176326058679,0.8746993,1.0464828
B3galt1,-3.4336412,-0.26400116,0.0005955318766627125,0.010646667681920883,0.8431372549019608,0.8535554270848389,1.7520092,1.9055672
Foxo1,-3.4406943,-1.3818785,0.0005802234013126542,0.01044246670681247,0.25882352941176473,0.3415594739124151,0.12998821,0.30877936
Erbb4,-3.458308,-0.7939827,0.0005435797143893249,0.009909082039105266,0.7098039215686275,0.7201546466252349,1.1632818,1.5717826
Nkain3,-3.504298,-0.5046776,0.00045781261072180916,0.008687828759374959,0.7215686274509804,0.6699667582020523,0.97574216,1.2076105
Cyfip1,-3.528516,-0.4306162,0.0004178964492868509,0.008049374618163215,0.6941176470588235,0.6486486486486487,0.60542154,0.75207925
Stox2,-3.5905125,-0.3367221,0.00033002835063504086,0.006652559476041671,0.7686274509803922,0.7477236594883654,0.9226461,1.0696851
Srek1,-3.6180115,-0.26781404,0.0002968752731625632,0.006098653356175897,0.7647058823529411,0.7308137014019367,0.84975946,0.9602058
Pitpnc1,-3.695585,-1.1031989,0.00021938110594331084,0.004792496192436393,0.4980392156862745,0.5078045960398901,0.33407068,0.6163256
Fut8,-3.7090282,-0.30654,0.00020805628165822764,0.004589878725908519,0.7725490196078432,0.7377511201040613,0.8740189,1.0032525
Ubash3b,-3.7991438,-1.2884127,0.00014519686623797057,0.003398466721092569,0.396078431372549,0.44175458881341234,0.22632451,0.48265818
Cacnb2,-3.8466592,-0.34985393,0.00011973932700264627,0.0029302328930429014,0.8156862745098039,0.7813990461049285,1.5329503,1.7278453
Mmp16,-3.9036584,-0.34133768,9.474952885011783e-05,0.0024223785349216614,0.8117647058823529,0.7885171267524209,1.4106317,1.5944535
Kctd16,-3.906939,-0.29912093,9.347268916418002e-05,0.0023942909035667465,0.8431372549019608,0.8041624512212747,1.7993257,1.9751856
Bach2,-3.9250207,-0.6564212,8.672225864288249e-05,0.0022384506145381867,0.6352941176470588,0.617177337765573,0.5344235,0.7483495
Olfm1,-3.9373872,-0.32573965,8.237360857934698e-05,0.0021514193971421463,0.792156862745098,0.7477236594883654,0.9106105,1.0515969
Hsp90aa1,-3.9695206,-0.3712152,7.201735438218176e-05,0.0019487475450646766,0.8313725490196079,0.7953461482873248,0.9497515,1.1152042
Pam,-3.9802644,-0.45297584,6.883867883186998e-05,0.0018709436183572052,0.7411764705882353,0.7304523775112011,1.0121456,1.2230603
Dpf3,-3.995077,-2.0470924,6.467327417021672e-05,0.0017823291045679212,0.17647058823529413,0.2875415522474346,0.07007042,0.26233992
Trps1,-4.010447,-0.7647921,6.060385216978617e-05,0.001685740691306578,0.6901960784313725,0.6820349761526232,0.84115356,1.1759486
Thsd7a,-4.049938,-0.9029279,5.123118116142648e-05,0.0014613395305812416,0.5686274509803921,0.5791660644601822,0.54293454,0.8536752
Zfp536,-4.069358,-1.1995087,4.714289873637985e-05,0.001363541107692709,0.41568627450980394,0.47806763983234574,0.36047965,0.6915309
Grm1,-4.1131477,-0.4244383,3.9030041764108296e-05,0.0011575857419619784,0.7607843137254902,0.6878522907934672,1.0076203,1.2041491
Rfx3,-4.128198,-0.54077286,3.656168879923838e-05,0.0010927837353009293,0.803921568627451,0.7956352073999133,1.2539372,1.5353343
Foxn3,-4.131608,-0.60490346,3.602347114057298e-05,0.0010803020865482096,0.7254901960784313,0.6999927735221853,0.71314776,0.9486926
Trpm3,-4.1583734,-0.8523408,3.2052196254564484e-05,0.0009809140243281864,0.7019607843137254,0.6870212458447753,1.0063087,1.4190724
Wipf3,-4.219242,-0.94734585,2.451247821486327e-05,0.0007813170695532336,0.5176470588235295,0.5292311027605145,0.34704247,0.587796
Synpr,-4.220506,-1.0990251,2.437543454051964e-05,0.0007778716462039937,0.5294117647058824,0.5466469142939732,0.5075103,0.8822185
Cdh12,-4.2734675,-0.5851664,1.9245623112152052e-05,0.0006306462110042995,0.6784313725490196,0.6855759502818326,0.99527735,1.2693613
Ptprk,-4.2911825,-0.66112894,1.7772412506487073e-05,0.0005926166382053217,0.6862745098039216,0.6791082526376644,0.85969806,1.1488194
Lcorl,-4.305051,-0.6382747,1.6694727265929123e-05,0.0005649714378281052,0.6745098039215687,0.6651611504552681,0.62232435,0.8516994
Erbin,-4.3505964,-1.5862111,1.357677369827374e-05,0.00047132804815583384,0.3843137254901961,0.44749963867610926,0.2100116,0.53161806
Ncoa1,-4.3782086,-0.32547152,1.1965887287697639e-05,0.0004225011713803358,0.7803921568627451,0.7870718311894782,1.0672358,1.2208406
Sbf2,-4.4170246,-0.28564402,1.0006890512960248e-05,0.0003599533441542729,0.796078431372549,0.785518138459315,1.0983455,1.2345762
Zfpm2,-4.420988,-0.74680537,9.825063275564037e-06,0.0003548379707182872,0.6705882352941176,0.6738329238329238,0.9248111,1.2677906
Tmcc3,-4.5055914,-1.3619782,6.61883719317412e-06,0.00025023458201644925,0.4235294117647059,0.4873175314351785,0.24955466,0.5473012
Alcam,-4.569733,-0.6219221,4.8834526160158336e-06,0.0001898963412334956,0.6705882352941176,0.7199378522907934,0.92832416,1.2104394
Shisa6,-4.6002593,-0.82004625,4.2196501491348366e-06,0.00016624926613966723,0.611764705882353,0.6178999855470444,0.7194408,1.0506558
Pcdh9,-4.6883545,-0.45234573,2.754109449920326e-06,0.00011544917460118434,0.9607843137254902,0.9716360745772511,3.5360289,3.841703
Slc4a4,-4.691479,-1.3878678,2.7123705040469136e-06,0.00011387718038084463,0.4549019607843137,0.5082381847087729,0.36870643,0.7732458
Epha4,-4.753795,-0.57141626,1.9963313406620355e-06,8.910535402589517e-05,0.7490196078431373,0.7004624945801416,0.8918464,1.143988
Maml2,-4.7752514,-1.3288131,1.794828725141693e-06,8.160244982158594e-05,0.5058823529411764,0.5423110276051453,0.41800594,0.8344408
Kcnc2,-4.8643217,-0.9870111,1.1485010395140947e-06,5.433137840095726e-05,0.5529411764705883,0.6042780748663101,0.6598001,1.0480398
Ddx5,-4.90146,-0.42275566,9.512700419149918e-07,4.56368765566266e-05,0.8,0.80705304234716,0.98147357,1.1744739
Rtn4,-4.992871,-0.49222898,5.948836324670323e-07,2.976633743834108e-05,0.8156862745098039,0.8081731464084405,0.9704369,1.1956104
Atp8a1,-5.029619,-0.42525297,4.914548988361057e-07,2.5249317651484057e-05,0.8,0.8165558606735077,1.1848284,1.398308
Gnaq,-5.08237,-0.34858233,3.727544794895434e-07,1.9716363905283527e-05,0.8196078431372549,0.8269258563376211,1.2410973,1.4186628
Smarca2,-5.1552234,-0.65225345,2.5332907750178776e-07,1.3851985067905338e-05,0.6470588235294118,0.6795057089174736,0.5985527,0.8276437
Frmd4b,-5.2605996,-1.2627188,1.4358621087515475e-07,8.122445234137701e-06,0.5254901960784314,0.5692296574649516,0.3743486,0.7369095
Wnk1,-5.3182697,-0.6155698,1.0475858917891317e-07,6.092777686661032e-06,0.7647058823529411,0.7622127475068652,0.7904092,1.0456259
Mef2a,-5.37152,-0.5826977,7.807569932122631e-08,4.672369801250225e-06,0.7411764705882353,0.7500722647781471,0.7956254,1.0370467
Tcf12,-5.4028926,-0.4574055,6.55746822568597e-08,4.010978910775009e-06,0.8117647058823529,0.8127258274317097,1.136916,1.3627651
Slit1,-5.4530573,-1.1154395,4.9511174922779704e-08,3.078849452798707e-06,0.41568627450980394,0.5147058823529411,0.2797373,0.530242
Il1rap,-5.617727,-0.924477,1.934862448368852e-08,1.3030013530744624e-06,0.6313725490196078,0.6410969793322735,0.5851506,0.920044
Cadm2,-5.7043586,-0.34916013,1.1678201556987346e-08,8.150474697045454e-07,0.9333333333333333,0.9634340222575517,3.2357147,3.4692485
Lrp1b,-5.853681,-0.36420062,4.808097670747323e-09,3.618867910727747e-07,0.9411764705882353,0.9389362624656742,2.8435044,3.0828826
Plcl1,-5.920336,-1.0280852,3.2128542025710658e-09,2.502301229654624e-07,0.6470588235294118,0.6865515247868189,0.7709862,1.2147571
Zfp608,-5.949399,-0.860607,2.6912918624243015e-09,2.1206748487783278e-07,0.6509803921568628,0.6600303512068217,0.5425929,0.83647645
Auts2,-6.008341,-0.373829,1.874317418548359e-09,1.507871528035761e-07,0.8745098039215686,0.9057305969070675,2.449709,2.6889226
Plxna4,-6.025946,-0.64119285,1.6812298452334112e-09,1.3647929287438598e-07,0.7490196078431373,0.7466396878161584,1.0690832,1.382063
Malat1,-6.144996,-0.4481541,7.996532930824396e-10,6.864755266813149e-08,0.9803921568627451,0.9938574938574939,4.681158,4.989327
Nav2,-6.1948605,-0.4768966,5.833673064505349e-10,5.1562761593177216e-08,0.8156862745098039,0.8204942910825264,1.4027497,1.6615709
Slc24a2,-6.695552,-0.7370413,2.1485928479388165e-11,2.375830856959506e-09,0.803921568627451,0.8156525509466686,1.4199151,1.8290892
Prkca,-6.8943524,-0.78667873,5.411079776102877e-12,6.462031714839302e-10,0.7294117647058823,0.7609481138892904,0.9178643,1.2793889
Dcc,-7.1754193,-0.88773006,7.208596710615602e-13,9.882397633379654e-11,0.788235294117647,0.8464373464373465,1.6646619,2.1889973
Lsamp,-7.2858205,-0.47004542,3.1971839045124255e-13,4.7202379952884e-11,0.9647058823529412,0.9730091053620465,3.756302,4.0755987
Zeb2,-7.4779854,-0.6157802,7.547072569637461e-14,1.2216255418443288e-11,0.8431372549019608,0.8606373753432577,1.7118437,2.0738933
Qki,-7.484773,-1.1556273,7.167086625664735e-14,1.1814700468197019e-11,0.7529411764705882,0.8304306980777569,1.022621,1.6027296
Mir99ahg,-7.522021,-0.63123703,5.393598374717748e-14,8.946048662263326e-12,0.8509803921568627,0.8753793900852724,1.7441678,2.117766
Limch1,-8.30763,-1.0403484,9.763267208271915e-17,2.132837316148507e-14,0.6509803921568628,0.7325480560774679,0.675536,1.0935712
Dock4,-9.040043,-0.8537561,1.5661020877379519e-19,4.4767194784594434e-17,0.8156862745098039,0.860781904899552,1.5220731,2.0112815
Prkg1,-9.665352,-1.1159601,4.231650111223162e-22,1.4766810193320307e-19,0.7176470588235294,0.8113527966469143,1.3145334,1.931788
Tcf4,-10.48346,-0.5969754,1.0290805498692491e-25,5.643141709180965e-23,0.9058823529411765,0.9342029194970372,2.4025605,2.7852075
Zbtb20,-11.0727,-1.5790931,1.7019571393937805e-28,1.2034628509344967e-25,0.792156862745098,0.8692368839427663,1.4038376,2.319931
