names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_SCig Foxb1 Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Mbnl2,-3.4971676,-2.466907,0.00047022641667689386,0.04387147158370881,0.2,0.8104671156326121,0.4197075,1.356669
Htt,-3.497664,-2.7604847,0.00046935201267351336,0.04387147158370881,0.06666666666666667,0.6258776328986961,0.12201834,0.63094485
Mtus2,-3.498529,-3.1091511,0.0004678324789119634,0.04387147158370881,0.06666666666666667,0.6226536753116493,0.12201834,0.7513193
Ip6k1,-3.4990733,-2.1651735,0.00046687809136608825,0.04387147158370881,0.06666666666666667,0.6295672732483164,0.17783755,0.62752056
Nsd2,-3.499778,-2.3266442,0.0004656456978834847,0.04387147158370881,0.06666666666666667,0.6294239862444476,0.16821043,0.6517669
Grid1,-3.5004668,-2.6696408,0.00046444424629142047,0.04387147158370881,0.2,0.7845679896833357,0.45150015,1.5327733
Lmbrd2,-3.502805,-29.039818,0.0004603864464496694,0.04386731849681779,0.0,0.5223169508525577,0.0,0.43947795
Pnisr,-3.5030613,-2.3432884,0.0004599437729684593,0.04386731849681779,0.13333333333333333,0.7387519701963032,0.27953857,0.9695079
Tmem132b,-3.5034776,-2.5842068,0.00045922527553882093,0.04386731849681779,0.13333333333333333,0.7228829345178392,0.28188083,1.0827209
Paip2,-3.504038,-2.0872562,0.0004582597212209337,0.04386731849681779,0.06666666666666667,0.6307493910302335,0.18888089,0.6330976
Phf12,-3.504727,-29.042953,0.00045707606212731577,0.04386731849681779,0.0,0.5226035248602952,0.0,0.44025058
Purb,-3.5064085,-29.200449,0.0004541977097818896,0.04386731849681779,0.0,0.5228542771170654,0.0,0.48050866
Nova2,-3.5085704,-29.040276,0.0004505218233146961,0.043860584755311176,0.0,0.5231766728757702,0.0,0.43959063
Mphosph9,-3.5124142,-29.06783,0.0004440553806451453,0.04338824755612747,0.0,0.5237498208912451,0.0,0.4464259
Srsf2,-3.5145762,-29.103687,0.0004404561823681634,0.043193640949753836,0.0,0.5240722166499499,0.0,0.45544627
Cyp7b1,-3.5162578,-29.529234,0.00043767565231551085,0.04307818599896621,0.0,0.5243229689067201,0.0,0.5736828
Tasp1,-3.5187402,-2.5087233,0.0004336009949602138,0.04283403946537112,0.06666666666666667,0.6324330133256914,0.1562809,0.67431396
Snx13,-3.523705,-2.8139117,0.0004255577064765136,0.04219459621042037,0.06666666666666667,0.628170224960596,0.12201834,0.6484428
Epc1,-3.5238492,-2.3272905,0.00042532628611285743,0.04219459621042037,0.06666666666666667,0.6332927353489038,0.16499825,0.6420108
Kcnd3,-3.525851,-2.9333456,0.00042212424038773176,0.04216534698594183,0.06666666666666667,0.6320389740650523,0.1562809,0.82948554
Kirrel3,-3.5281572,-2.5563838,0.0004184633917349904,0.041955639313131315,0.26666666666666666,0.7733557816306061,0.6005872,1.7651168
Atp9a,-3.532914,-2.845973,0.0004110063362181003,0.04136232304936462,0.06666666666666667,0.6285642642212351,0.11688257,0.63734835
Togaram1,-3.5330741,-29.037584,0.0004107574301182837,0.04136232304936462,0.0,0.5268304914744233,0.0,0.43892604
Chpt1,-3.5352361,-29.161991,0.0004074109487349937,0.041309932801921814,0.0,0.5271528872331279,0.0,0.47042173
Rab30,-3.5385993,-29.171627,0.0004022558929658695,0.04094172668179134,0.0,0.5276543917466686,0.0,0.47293204
Ankrd10,-3.5419626,-29.04408,0.00039716182448180584,0.0405769514213921,0.0,0.5281558962602092,0.0,0.44052893
Itfg1,-3.5436602,-2.212237,0.00039461348312930803,0.040470474395742397,0.06666666666666667,0.6370540192004586,0.18661577,0.6681975
Fgd4,-3.5489132,-2.1949542,0.0003868244975812563,0.039823656130300214,0.06666666666666667,0.6383436022352773,0.19921407,0.6978127
Catspere2,-3.54965,-29.316446,0.0003857436990056417,0.039823656130300214,0.0,0.5293021922911592,0.0,0.51195
Sp3,-3.5522926,-29.101463,0.00038189009426290533,0.03961925418086589,0.0,0.5296962315517982,0.0,0.45488214
Evl,-3.5537338,-29.129822,0.00037980332346117295,0.039555485664347745,0.0,0.5299111620576014,0.0,0.46211123
Taok3,-3.5537338,-29.124826,0.00037980332346117295,0.039555485664347745,0.0,0.5299111620576014,0.0,0.46083105
Nmnat2,-3.5544865,-2.5534782,0.0003787178062657154,0.039555485664347745,0.06666666666666667,0.6382003152314085,0.16977893,0.73538667
Xrcc4,-3.558058,-29.23883,0.00037360678091845866,0.03936789883638817,0.0,0.5305559535750107,0.0,0.49074024
Scg5,-3.5582023,-3.0484169,0.0003734018662932053,0.03936789883638817,0.06666666666666667,0.6299254907579882,0.10995475,0.67373973
Pura,-3.5585065,-2.2905607,0.00037296961373008115,0.03936789883638817,0.06666666666666667,0.6387018197449491,0.17456387,0.6591383
Fmn1,-3.5594995,-29.537598,0.0003715623567938171,0.03936789883638817,0.0,0.5307708840808139,0.0,0.57621723
Nfat5,-3.5635352,-2.2175958,0.0003658934711991911,0.03916955207618432,0.13333333333333333,0.754012036108325,0.3322601,1.0413721
Arhgap20,-3.5662258,-29.259054,0.0003621592503565978,0.03892487622832713,0.0,0.5317738931078951,0.0,0.4962012
Slc16a7,-3.5701976,-3.143729,0.000356711911235835,0.03849336969842123,0.06666666666666667,0.6309643215360367,0.10995475,0.7066691
Kdm2a,-3.571431,-2.2680857,0.0003550362509209212,0.038467032509053034,0.06666666666666667,0.641352629316521,0.17783755,0.66140234
Scaf4,-3.5739133,-29.06969,0.0003516854689367042,0.03825825324019936,0.0,0.5329201891388451,0.0,0.44689018
Tbc1d19,-3.5748742,-29.076626,0.0003503963509700427,0.03825825324019936,0.0,0.5330634761427139,0.0,0.44862434
Bicral,-3.5758352,-2.9407306,0.0003491116537568933,0.03825825324019936,0.06666666666666667,0.6368749104456226,0.11688257,0.66884273
Fkbp1a,-3.5763156,-29.26004,0.0003484709585632534,0.03825825324019936,0.0,0.533278406648517,0.0,0.49646878
Tmem245,-3.5763156,-29.137152,0.0003484709585632534,0.03825825324019936,0.0,0.533278406648517,0.0,0.46399507
Cd47,-3.578926,-2.9149146,0.0003450090271674542,0.03825825324019936,0.06666666666666667,0.6347256053875914,0.11688257,0.6601563
Pgbd5,-3.5803995,-29.25087,0.0003430692845641939,0.03825008994290411,0.0,0.5338873764149592,0.0,0.49398512
St6galnac5,-3.5832822,-2.9523816,0.00033930360862059424,0.037987866515147364,0.13333333333333333,0.7213425992262502,0.31357062,1.3482682
Gsk3b,-3.5837307,-2.2457547,0.0003387213242029437,0.037987866515147364,0.13333333333333333,0.7605315947843531,0.31333408,1.0098786
Sipa1l3,-3.589288,-29.365831,0.0003315823163517026,0.03743536487550525,0.0,0.5352127812007451,0.0,0.5258071
Pvt1,-3.5909696,-29.345282,0.0003294500025605942,0.037351567800857244,0.0,0.5354635334575154,0.0,0.5200086
Prpf40a,-3.5929236,-2.3863401,0.0003269885755464115,0.037229589088695246,0.06666666666666667,0.6443258346467975,0.16821043,0.6717969
Acvr2a,-3.5946212,-2.397471,0.00032486394234035315,0.037145081407171446,0.06666666666666667,0.6456512394325835,0.21332486,0.8121944
Itsn1,-3.5981126,-2.6623006,0.00032053496039883346,0.036806728144942964,0.06666666666666667,0.6442541911448632,0.14942952,0.7032376
Mllt3,-3.5983527,-2.5914235,0.0003202390889790215,0.036806728144942964,0.13333333333333333,0.733342885800258,0.30349833,1.1432936
Phkb,-3.5993776,-29.333921,0.0003189795741438664,0.036806728144942964,0.0,0.536717294741367,0.0,0.51682246
Ubac2,-3.599618,-29.151966,0.0003186850468646747,0.036806728144942964,0.0,0.5367531164923341,0.0,0.4678191
Adk,-3.5999062,-2.7217288,0.0003183319501562364,0.036806728144942964,0.06666666666666667,0.642498925347471,0.15705319,0.7522676
Tasor2,-3.600819,-29.130466,0.00031721622509639177,0.036806728144942964,0.0,0.5369322252471701,0.0,0.46227655
Usp24,-3.6015399,-2.468749,0.0003163379764397845,0.036806728144942964,0.06666666666666667,0.6441109041409944,0.16127138,0.6774036
Stk39,-3.6025968,-3.066324,0.00031505399504398745,0.036806728144942964,0.06666666666666667,0.6391316807565554,0.11688257,0.71224445
Fndc3b,-3.6039422,-29.271353,0.000313426892652101,0.036806728144942964,0.0,0.5373979080097435,0.0,0.49954444
Sptbn4,-3.6047108,-3.2185323,0.00031250065543870245,0.036806728144942964,0.06666666666666667,0.6379137412236711,0.10995475,0.7332785
Unc13b,-3.6073053,-29.416496,0.0003093934896660802,0.036806728144942964,0.0,0.5378994125232841,0.0,0.54031867
Rims2,-3.60793,-2.5586343,0.00030864980056682266,0.036806728144942964,0.26666666666666666,0.8097506806132684,0.5847819,1.7371947
Matr3,-3.6091151,-2.011425,0.00030724329695797786,0.036806728144942964,0.13333333333333333,0.7670153317094139,0.36449996,1.0199913
Slf1,-3.6104283,-29.245855,0.000305691749670322,0.036806728144942964,0.0,0.5383650952858575,0.0,0.49263155
Fam110b,-3.6128306,-29.250618,0.0003028725223225005,0.036806728144942964,0.0,0.5387233127955294,0.0,0.49391827
Snph,-3.613311,-29.170414,0.00030231160660529246,0.036806728144942964,0.0,0.5387949562974638,0.0,0.47261566
Dync1i1,-3.6139038,-2.7087889,0.00030162115033738796,0.036806728144942964,0.13333333333333333,0.7185126808998424,0.2965705,1.1808273
Micu3,-3.6143682,-2.2620094,0.0003010810145709977,0.036806728144942964,0.06666666666666667,0.6483378707551225,0.18661577,0.68516076
Rmdn1,-3.6147525,-29.135107,0.0003006346908430081,0.036806728144942964,0.0,0.5390098868032669,0.0,0.46346882
Rimbp2,-3.6148167,-3.3134966,0.00030056036382426,0.036806728144942964,0.06666666666666667,0.6369823756985241,0.11688257,0.8031865
Phlpp1,-3.615217,-2.4271307,0.0003000962097245541,0.036806728144942964,0.13333333333333333,0.7487462387161484,0.32939672,1.1308216
Gm3764,-3.6200376,-29.451454,0.0002945602388579341,0.036806728144942964,0.0,0.539797965324545,0.0,0.55050427
Krit1,-3.632065,-2.664126,0.00028116213555284944,0.035635974444835204,0.06666666666666667,0.6495199885370397,0.14942952,0.7038781
Norad,-3.6322894,-29.38033,0.00028091787991429675,0.035635974444835204,0.0,0.5416248746238717,0.0,0.5299299
Arid2,-3.6349318,-29.17985,0.00027805409410308596,0.035577683374047236,0.0,0.5420189138845106,0.0,0.47508338
Ecpas,-3.635124,-2.6006007,0.0002778468896010274,0.035577683374047236,0.13333333333333333,0.7543344318670296,0.27953857,1.0839078
Bmpr1a,-3.637094,-29.211544,0.00027573137005078936,0.035577683374047236,0.0,0.5423413096432154,0.0,0.48344892
Bckdhb,-3.639256,-29.250746,0.00027342683951575504,0.0354926530327939,0.0,0.54266370540192,0.0,0.4939515
Zranb2,-3.6431158,-2.4822567,0.0002693576425358119,0.03513417405309352,0.06666666666666667,0.6521349763576444,0.16821043,0.70487255
Itga8,-3.6498263,-29.940031,0.00026241781299220804,0.03439593480536893,0.0,0.5442398624444763,0.0,0.7080487
Brd9,-3.6510274,-29.260847,0.00026119342693422057,0.03439593480536893,0.0,0.5444189711993123,0.0,0.49668851
Ptpre,-3.6519883,-29.40575,0.000260217776689609,0.03439593480536893,0.0,0.5445622582031809,0.0,0.53721535
Mprip,-3.6532376,-2.5550187,0.00025895453936883994,0.03439593480536893,0.06666666666666667,0.65320962888666,0.16127138,0.70727354
Tet2,-3.6541502,-29.20797,0.0002580350432021009,0.03439593480536893,0.0,0.5448846539618857,0.0,0.4824993
Dner,-3.6553514,-29.696997,0.00025682984361397856,0.03439593480536893,0.0,0.5450637627167216,0.0,0.62611777
Tnr,-3.66006,-2.758193,0.0002521561767093066,0.03404741943808577,0.13333333333333333,0.7384653961885657,0.35473824,1.356032
Cbl,-3.6613572,-29.21079,0.0002508826186401005,0.03404654526696717,0.0,0.5459593064909013,0.0,0.4832487
Hycc2,-3.6613894,-3.050797,0.00025085124921236273,0.03404654526696717,0.06666666666666667,0.6498782060467115,0.12201834,0.7301575
Stau2,-3.6678755,-2.7114973,0.0002445741876338855,0.033529124600625015,0.13333333333333333,0.7413669580169079,0.274953,1.1226139
Pnpla8,-3.668324,-29.20634,0.0002441457091589923,0.033529124600625015,0.0,0.5469981372689497,0.0,0.48206785
Prkcg,-3.668324,-29.511173,0.0002441457091589923,0.033529124600625015,0.0,0.5469981372689497,0.0,0.5682388
Srgap3,-3.6693969,-2.8045366,0.00024312327818348442,0.033529124600625015,0.13333333333333333,0.7511104742799828,0.27144784,1.1564993
Elovl6,-3.6743298,-29.317114,0.00023847461054903217,0.03337402492423174,0.0,0.5478936810431294,0.0,0.51213664
Tpp2,-3.6774528,-29.202717,0.0002355747143130108,0.03314079881461047,0.0,0.5483593638057028,0.0,0.4811075
Gabra5,-3.6781733,-29.623655,0.00023491022286526212,0.03314079881461047,0.0,0.5484668290586043,0.0,0.6027837
Atosa,-3.6800952,-29.264137,0.00023314683411202632,0.03314079881461047,0.0,0.5487534030663419,0.0,0.497582
Slc25a12,-3.6830902,-2.573652,0.00023042362948664418,0.03293341981013898,0.06666666666666667,0.6583321392749678,0.16414112,0.7236398
Spred2,-3.6834104,-3.157147,0.00023013415137062096,0.03293341981013898,0.06666666666666667,0.6526006591202178,0.12201834,0.7690324
Pacrg,-3.6882632,-29.448805,0.0002257901007563318,0.03261817208237976,0.0,0.5499713425992262,0.0,0.54972696
Nup93,-3.689224,-29.326857,0.00022493907344670486,0.03261817208237976,0.0,0.550114629603095,0.0,0.51484853
Ggnbp2,-3.6916583,-2.571732,0.0002227965936020488,0.03261817208237976,0.06666666666666667,0.659156039547213,0.1596178,0.70749384
Nedd4l,-3.6925232,-2.5967586,0.00022204007207368215,0.03261817208237976,0.13333333333333333,0.7502865740077375,0.31609666,1.1783143
Carmil1,-3.694509,-29.470825,0.0002203119914856327,0.03261817208237976,0.0,0.5509027081243731,0.0,0.55621123
Chn1,-3.6959825,-2.547733,0.0002190380350575046,0.03261817208237976,0.13333333333333333,0.7597435162630749,0.29985586,1.1133498
Kansl1l,-3.6981125,-29.3643,0.00021720855885887558,0.032605552941553,0.0,0.5514400343888809,0.0,0.52537405
Hnrnpdl,-3.6990736,-29.204966,0.00021638793604832513,0.032605552941553,0.0,0.5515833213927497,0.0,0.48170167
Pdpk1,-3.7002747,-29.2255,0.00021536625105509122,0.032605552941553,0.0,0.5517624301475856,0.0,0.48716742
Ddx10,-3.702917,-29.253736,0.0002131344666203109,0.03253933589822588,0.0,0.5521564694082247,0.0,0.4947622
St3gal3,-3.704599,-29.254969,0.0002117255674532942,0.03250894855697151,0.0,0.552407221664995,0.0,0.49509498
Spop,-3.7118218,-2.5881243,0.00020577288585476818,0.03177653702826219,0.06666666666666667,0.6623441753832927,0.16414112,0.7288179
Actr3b,-3.7139678,-29.365858,0.00020403476090053373,0.03169025448206556,0.0,0.5538042699527153,0.0,0.52581596
Ksr2,-3.7180357,-3.2351096,0.00020077788953512947,0.03136570867330773,0.06666666666666667,0.6611620576013756,0.13304602,0.8501143
Usp48,-3.7197332,-29.195227,0.00019943322033369468,0.03133783994366302,0.0,0.5546639919759278,0.0,0.47912785
Opa1,-3.7274208,-29.23664,0.00019344937569199745,0.030576380734376303,0.0,0.5558102880068778,0.0,0.49015364
Ube2e2,-3.7280293,-2.9677985,0.000192982933921406,0.030576380734376303,0.2,0.8385155466399198,0.50245154,1.8094138
Ica1,-3.732818,-3.3466353,0.00018934947808935487,0.030284645692029558,0.06666666666666667,0.6590485742943115,0.11688257,0.81593657
Gmds,-3.7345796,-2.6747417,0.0001880290086697778,0.03025352971830497,0.06666666666666667,0.6669651812580599,0.17825486,0.80912834
Il1rap,-3.7346756,-3.599404,0.00018795723258261684,0.03025352971830497,0.06666666666666667,0.6413168075655538,0.11688257,0.9174166
Crebbp,-3.735941,-2.6089485,0.0001870145794373602,0.03025352971830497,0.13333333333333333,0.7700601805416248,0.27316347,1.0703123
Dennd5b,-3.7384713,-2.2683616,0.000185142589250133,0.03025352971830497,0.06666666666666667,0.6686488035535177,0.21423437,0.76594377
Tasor,-3.7385836,-2.754513,0.00018506006185090688,0.03025352971830497,0.06666666666666667,0.6651382719587333,0.14942952,0.736029
Adcy8,-3.7415943,-29.896505,0.00018285650489212695,0.03025352971830497,0.0,0.5579237713139418,0.0,0.6928536
Sf3b1,-3.7428596,-2.9745035,0.00018193792288280193,0.03025352971830497,0.06666666666666667,0.6623083536323255,0.12201834,0.7031057
Sphkap,-3.7468793,-3.3282375,0.00017904809649823305,0.030068889705672012,0.06666666666666667,0.663347184410374,0.16499825,1.0302526
Galnt17,-3.7481766,-3.0647132,0.0001781247721361125,0.030068889705672012,0.13333333333333333,0.7190858289153174,0.28701657,1.3301436
Arglu1,-3.7497623,-2.6500473,0.00017700234458580506,0.030068889705672012,0.06666666666666667,0.6685771600515833,0.1596178,0.7353876
Hdac4,-3.7502427,-29.387426,0.00017666353028438148,0.030068889705672012,0.0,0.5592133543487605,0.0,0.5319557
Syt16,-3.7521484,-2.8862271,0.00017532556522666904,0.030068889705672012,0.06666666666666667,0.6704398911018771,0.18661577,0.9230085
Sorbs1,-3.752581,-2.813672,0.0001750233225291764,0.030068889705672012,0.13333333333333333,0.7509313655251468,0.2947201,1.2266473
Luc7l2,-3.7532215,-2.8624983,0.00017457645611810706,0.030068889705672012,0.2,0.8579309356641353,0.5085427,1.7614383
Ccdc50,-3.7533658,-29.35164,0.00017447605915335486,0.030068889705672012,0.0,0.559679037111334,0.0,0.52179796
Ncoa7,-3.753798,-3.262658,0.00017417519395301157,0.030068889705672012,0.06666666666666667,0.6633113626594068,0.11688257,0.7838898
Sacm1l,-3.754567,-29.27046,0.0001736415268748893,0.030068889705672012,0.0,0.5598581458661699,0.0,0.49930227
Rabl6,-3.7555277,-29.244286,0.00017297660548585157,0.030068889705672012,0.0,0.5600014328700387,0.0,0.49221084
Ank,-3.7557359,-2.6230593,0.00017283285516532176,0.030068889705672012,0.06666666666666667,0.6704040693509099,0.17783755,0.7880175
Prepl,-3.7677796,-29.318407,0.0001647060837958225,0.029903057240498312,0.0,0.5618283421693653,0.0,0.51249784
Rora,-3.7729685,-2.8657627,0.00016131667064948847,0.029486931567018742,0.2,0.8022997564120934,0.45055568,1.6387819
Tmod2,-3.780816,-3.21227,0.00015631515822871355,0.028768413024695433,0.06666666666666667,0.6637054019200459,0.10995475,0.7310236
Exoc6,-3.7817128,-29.359722,0.00015575294260359944,0.028768413024695433,0.0,0.5639060037254621,0.0,0.52407897
Dennd6a,-3.786037,-29.313623,0.0001530688681927059,0.028562225613458385,0.0,0.5645507952428714,0.0,0.51116717
Armc9,-3.7958865,-29.353176,0.00014711679724345708,0.02764355483868316,0.0,0.5660194870325261,0.0,0.5222312
Aig1,-3.7975361,-2.6261935,0.00014614150619445413,0.02764355483868316,0.06666666666666667,0.6776400630462817,0.18661577,0.81831324
Ap1g1,-3.7997303,-29.286625,0.0001448537063340646,0.02760439070351997,0.0,0.5665926350480012,0.0,0.5037224
Nrxn2,-3.8022447,-3.2310865,0.00014339104850967122,0.027520839096106184,0.06666666666666667,0.666033815732913,0.10995475,0.73780984
Aplp2,-3.805752,-2.9271674,0.0001413739994170584,0.027328916290189634,0.06666666666666667,0.6692219515689927,0.13304602,0.73351085
Abl2,-3.8143203,-3.2091718,0.0001365583108151119,0.026589288489869977,0.06666666666666667,0.6735205616850551,0.12201834,0.78854054
Xrn1,-3.820342,-2.981168,0.00013326675695231232,0.02613779386356666,0.06666666666666667,0.6772818455366099,0.13304602,0.7531406
Rit2,-3.829663,-3.5075943,0.00012831889125944403,0.025352416236332803,0.06666666666666667,0.6675383292735348,0.12201834,0.9066394
Fam222b,-3.8314407,-29.386538,0.0001273951036373508,0.025352416236332803,0.0,0.5713211061756699,0.0,0.5317036
Ubr2,-3.8364854,-29.323744,0.00012480755956181932,0.02502670989123944,0.0,0.5720733629459808,0.0,0.5139804
Zfc3h1,-3.845374,-29.352304,0.00012036868395233452,0.02431809426916713,0.0,0.5733987677317667,0.0,0.52198404
St7,-3.8521645,-3.2645712,0.00011707829462625354,0.023832528610662367,0.06666666666666667,0.6820103166642786,0.13304602,0.8618623
Ttll11,-3.854503,-29.486872,0.00011596505093787182,0.023786113883210808,0.0,0.5747599942685199,0.0,0.5609692
Ptk2,-3.855608,-2.9021738,0.00011544240977314041,0.023786113883210808,0.13333333333333333,0.7980011462960309,0.31832457,1.3355277
Ywhae,-3.8560562,-2.222126,0.00011523095781289027,0.023786113883210808,0.06666666666666667,0.6868462530448488,0.22212447,0.77034473
Galnt18,-3.8572254,-3.80359,0.00011468138866479441,0.023786113883210808,0.06666666666666667,0.6535320246453646,0.10995475,0.96429634
Neo1,-3.8581862,-3.3220952,0.00011423153988095495,0.023786113883210808,0.06666666666666667,0.6749534317237427,0.11688257,0.80648535
Usp33,-3.8641121,-29.384598,0.00011149403939460645,0.02377654633756409,0.0,0.5761928643072073,0.0,0.5311463
Sgip1,-3.8674753,-3.0175414,0.00010996797477779964,0.023638715858235813,0.13333333333333333,0.8151239432583465,0.38933048,1.5799078
Arnt2,-3.8689167,-29.602436,0.00010931999815518915,0.023638715858235813,0.0,0.5769092993265511,0.0,0.5961514
Smarcc1,-3.8705983,-29.390877,0.000108568578470696,0.023638715858235813,0.0,0.5771600515833214,0.0,0.53294283
Ttc17,-3.8708384,-29.374165,0.00010846163145121746,0.023638715858235813,0.0,0.5771958733342886,0.0,0.52817345
Ywhag,-3.8708384,-29.446115,0.00010846163145121746,0.023638715858235813,0.0,0.5771958733342886,0.0,0.5489403
Ppp1r13b,-3.8715591,-29.468094,0.00010814138646727438,0.023638715858235813,0.0,0.5773033385871902,0.0,0.5554033
Mat2a,-3.8739614,-29.371166,0.00010708033457201216,0.023638715858235813,0.0,0.577661556096862,0.0,0.5273221
Elmod1,-3.8749545,-3.047601,0.00010664464221493025,0.023638715858235813,0.06666666666666667,0.6881000143287004,0.16977893,0.9282247
Tial1,-3.8826098,-29.377506,0.00010334132203628484,0.023638715858235813,0.0,0.5789511391316807,0.0,0.52912503
Zbtb16,-3.8905375,-29.856174,0.00010002244686128369,0.023168992647954245,0.0,0.580133256913598,0.0,0.6789771
Gramd1b,-3.8908098,-3.4120197,9.991027224036552e-05,0.023168992647954245,0.06666666666666667,0.6815446339017052,0.11688257,0.8414675
Son,-3.8955343,-2.67612,9.798252314877644e-05,0.023094652605330022,0.13333333333333333,0.7853560682046138,0.26623565,1.0816832
Rab2a,-3.8966553,-3.1311631,9.753027432451271e-05,0.023094652605330022,0.06666666666666667,0.6839446912165067,0.12201834,0.7594086
Rsf1,-3.9023569,-3.2044823,9.526060362142897e-05,0.022854039458105324,0.06666666666666667,0.6869178965467833,0.12201834,0.78676933
