names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Car3 (for_DEGs),mean_expr_Rest (for_DEGs)
Ryr3,-3.6100485,-0.7149251,0.0003061396172520951,0.00964357739222016,0.8767123287671232,0.7179551389832934,1.0876166,1.441949
Lpp,-3.6730814,-1.3988351,0.0002396432132472301,0.007852698951162283,0.3698630136986301,0.5300325546452974,0.2534466,0.56567323
5330434G04Rik,-3.6861615,-0.9456459,0.00022766192305003537,0.007524324566241637,0.589041095890411,0.6447250742317462,0.53233933,0.85605067
Ppp1r16b,-3.6884284,-1.8576156,0.00022564347734865337,0.00746679832063832,0.2191780821917808,0.4390941938253497,0.12650514,0.39791977
Dgkg,-3.7417777,-0.974156,0.0001827231242794602,0.006246527162072641,0.6301369863013698,0.656924122634422,0.6147049,0.98135865
Gpc5,-3.7523882,-1.6910067,0.00017515798762203686,0.006018535968547482,0.5205479452054794,0.6132794333345258,0.5362362,1.1912053
Sphkap,-3.770596,-1.0510062,0.00016285804792706357,0.0056610553011645515,0.6438356164383562,0.6618967552677709,0.62534684,1.029736
Lgi1,-3.7874641,-0.913674,0.0001521925818109711,0.005366685922914427,0.6438356164383562,0.6685150073337388,0.5398924,0.85377264
Pip5k1b,-3.7966335,-1.3553283,0.0001466744396428614,0.005185713412110113,0.5342465753424658,0.5923514470718706,0.38934767,0.7965687
Sipa1l3,-3.806469,-1.4151497,0.00014096500038468098,0.004997004697013692,0.3835616438356164,0.5340035058848782,0.23047371,0.5254636
Htr4,-3.8111331,-1.8341469,0.00013833121481498026,0.004923125486196714,0.1917808219178082,0.4220656101312918,0.14115085,0.43213314
Kcnip3,-3.8143997,-1.582788,0.00013651442062601477,0.004877849045506671,0.3424657534246575,0.5050978428075699,0.18968952,0.48592559
Raver2,-3.8226273,-1.9803663,0.0001320373074577777,0.004736772298251652,0.2054794520547945,0.42142167209244086,0.1203812,0.40865472
Pard3,-3.8406541,-1.2367158,0.00012270688544849454,0.0044256832375853,0.4383561643835616,0.6095589024433871,0.362298,0.7075277
Tiam1,-3.8616,-1.2501403,0.00011264695056282198,0.004112532013074765,0.5068493150684932,0.6022967123385683,0.37380627,0.73147196
Specc1,-3.8796701,-0.9784114,0.00010459817240855955,0.003860649577771971,0.6438356164383562,0.6816084141237077,0.5258927,0.86009294
Ust,-3.8934095,-1.3294898,9.884507894846863e-05,0.0036837271447230963,0.4657534246575342,0.5901692126068758,0.35634518,0.73038405
Gm10649,-3.9218802,-1.8361144,8.786063039461745e-05,0.00332978157786089,0.2191780821917808,0.44220656101312916,0.13503708,0.41621798
St6galnac3,-3.9565797,-1.0441082,7.603049883996469e-05,0.002947964651991127,0.6986301369863014,0.701749365005545,0.66826284,1.0854383
Kcnj3,-3.972434,-0.2964774,7.114197287803921e-05,0.0027825106422604273,0.9863013698630136,0.7831717525846957,1.4946976,1.6576302
Bcl11b,-4.006011,-1.5211885,6.175282953028135e-05,0.0024618672544193766,0.3972602739726027,0.5486709834364827,0.27154964,0.63948923
Sh3rf1,-4.091561,-1.5587952,4.284795557727165e-05,0.0018131095533248651,0.4246575342465753,0.5553250098379423,0.26116,0.6308528
Grin2a,-4.1041775,-0.25320798,4.057558850283756e-05,0.0017360491830942936,1.0,0.8339713089829356,2.0806773,2.2358816
Klhl32,-4.106017,-1.6034254,4.025396751538254e-05,0.0017250783207947828,0.3150684931506849,0.5168318248488535,0.19267245,0.49814633
Nfia,-4.1471915,-1.1118953,3.3657853533595256e-05,0.0014729422222275318,0.6986301369863014,0.7383822845490645,0.81953984,1.3200634
Nkain3,-4.176821,-1.2425879,2.9561130730093784e-05,0.0013064269452592433,0.6438356164383562,0.6690873967016062,0.68674415,1.2047784
Me3,-4.2044373,-1.2061219,2.6173248247452578e-05,0.0011682311966927754,0.547945205479452,0.627982685221622,0.44569764,0.8310154
Thsd7a,-4.214113,-1.673253,2.5076121305670104e-05,0.0011267481262263474,0.410958904109589,0.578721425249526,0.35176283,0.8520853
Wscd2,-4.2520795,-1.8430862,2.1179477726902906e-05,0.0009694932990151296,0.2465753424657534,0.46960970199978536,0.12605222,0.39338154
Bcl11a,-4.294188,-1.044826,1.7533382101292548e-05,0.0008179200990655048,0.6986301369863014,0.6781740779165027,0.6611364,1.0760643
Atp1b1,-4.335529,-0.8027072,1.4540999242149587e-05,0.0006977083029224275,0.9178082191780822,0.8595499588595141,1.0968562,1.4995267
Frmd4b,-4.340302,-1.7199614,1.422870857908061e-05,0.000685170966881534,0.3561643835616438,0.5679533502665188,0.28398052,0.73326355
Ntng1,-4.410787,-1.9439049,1.0299547643735208e-05,0.0005202045962164756,0.3972602739726027,0.5700998103960219,0.33777055,0.9345166
Nav2,-4.447891,-0.4691628,8.671740172738891e-06,0.0004446749206898741,0.958904109589041,0.8182663757020713,1.4022285,1.6566702
Crim1,-4.4823446,-1.576635,7.382743747896125e-06,0.00038296201642078935,0.4246575342465753,0.5763603191070726,0.26914746,0.65295774
Zmat4,-4.566113,-1.6168226,4.968514175111364e-06,0.0002691612417041177,0.4246575342465753,0.6000787035380818,0.37132373,0.86671346
Cracd,-4.5687127,-1.6701845,4.9072835804992155e-06,0.00026638123193538165,0.3698630136986301,0.556362465567202,0.22818357,0.5964926
Sgk1,-4.628494,-2.163827,3.683351508514509e-06,0.00020836137901849444,0.2191780821917808,0.47189925947125533,0.11425885,0.43333516
Kazn,-4.6342444,-1.7378213,3.5824372202160943e-06,0.00020350970001523563,0.3835616438356164,0.5738561156226523,0.25822031,0.684439
Limch1,-4.6791124,-1.1055928,2.881194177126065e-06,0.00016648965062231693,0.6986301369863014,0.7302972847279362,0.6502425,1.0889417
Enah,-4.6857176,-0.8525312,2.7898054864448733e-06,0.000161905126178777,0.726027397260274,0.7421743641111866,0.7265275,1.0744022
Edil3,-4.718295,-1.1877927,2.3782933970503797e-06,0.0001404499858873488,0.7123287671232876,0.7576646513791007,0.89664906,1.4600767
Nr3c2,-4.7883096,-1.151018,1.6819197768276326e-06,0.00010201621761480472,0.821917808219178,0.7737988766858656,1.0414703,1.6236192
Rims2,-4.800774,-0.42837858,1.5805336716605053e-06,9.652031763072221e-05,0.9863013698630136,0.8077129467320144,1.4973327,1.7350686
Zbtb20,-4.833721,-1.132632,1.3400436307629276e-06,8.373714501999969e-05,0.9178082191780822,0.8674203126676922,1.6375018,2.3107865
5730522E02Rik,-4.8510094,-0.9671327,1.2283486722699211e-06,7.766053840915949e-05,0.8767123287671232,0.7473258684219941,1.0978519,1.5903459
Elmod1,-4.885549,-1.1867242,1.0314089220435694e-06,6.641110527598979e-05,0.6301369863013698,0.6863664007441062,0.51356846,0.9274294
Ncam1,-4.925608,-0.45818964,8.409830577081776e-07,5.511515795272861e-05,0.958904109589041,0.8542195828712482,1.4933528,1.7478843
Gm20754,-4.9604745,-1.270225,7.032123821094023e-07,4.700327539124288e-05,0.7808219178082192,0.7438199835438056,0.97060215,1.6003027
Erbb4,-5.158966,-2.2384005,2.4831730884727776e-07,1.7512561912667595e-05,0.6027397260273972,0.7196723070868959,0.5917191,1.5703803
Qki,-5.190066,-1.4406911,2.102196159328315e-07,1.4903960633549295e-05,0.726027397260274,0.8285693843236862,0.89691395,1.597678
Lrrc4c,-5.3130965,-0.695897,1.077778614882849e-07,8.066827682981101e-06,1.0,0.914284692161843,2.1842406,2.6225665
Nos1ap,-5.4301667,-1.4021344,5.6301473568763874e-08,4.494003540647669e-06,0.6575342465753424,0.6987085464887489,0.50787234,1.0112258
Nebl,-5.4400454,-1.0361028,5.326695389620638e-08,4.285278596380436e-06,0.821917808219178,0.7460022180088005,0.89183277,1.3742576
Nrp1,-5.5784597,-1.9965138,2.4265787119702175e-08,2.056850788348257e-06,0.4246575342465753,0.622008371194505,0.31505907,0.90736794
Ntm,-5.5933576,-1.2340469,2.2271982123262944e-08,1.8998354274669058e-06,0.9178082191780822,0.8140450041140486,1.3017399,1.987032
Ryr2,-5.6406956,-0.7813261,1.6936461234334694e-08,1.4680087527953973e-06,0.9178082191780822,0.803205380460058,1.4570451,1.8961425
Adcy9,-5.646975,-1.4104153,1.6329566010847926e-08,1.4199852385484913e-06,0.6164383561643836,0.695918148320395,0.48648065,0.9804068
Tafa2,-5.6745477,-1.8075535,1.3905563492095898e-08,1.217076518021553e-06,0.589041095890411,0.7281150502629413,0.73029566,1.5613886
Kcnab1,-5.6818266,-1.7429186,1.332638411972557e-08,1.1701958865915885e-06,0.5068493150684932,0.6755267770901155,0.4732136,1.1070706
Ext1,-5.8220077,-1.2305111,5.814487251974875e-09,5.314124913624656e-07,0.7945205479452054,0.7742281687117661,0.87786627,1.4582893
Nfib,-5.833096,-1.0181715,5.440818776444799e-09,5.006671250790128e-07,0.863013698630137,0.8164776589274855,1.1710972,1.7061077
Gpr158,-5.887568,-1.1815153,3.919198492439635e-09,3.6565577601337845e-07,0.7671232876712328,0.7513683683325583,0.8414947,1.3846862
Tafa1,-5.9725966,-1.677096,2.3350681302513765e-09,2.2488631060879742e-07,0.821917808219178,0.7902908453475477,1.0485404,1.935442
Cntnap5a,-6.1566176,-2.102428,7.431504791280656e-10,7.506937358710949e-08,0.5068493150684932,0.7050048295352914,0.55878437,1.4385257
Kirrel3,-6.2858987,-1.8393036,3.2596276872564313e-10,3.475642696689695e-08,0.6986301369863014,0.7719386112402962,0.8552091,1.7642989
Fam135b,-6.2876368,-1.6614056,3.2233497594464894e-10,3.4506537066265803e-08,0.6575342465753424,0.6994240331985834,0.5396131,1.1825888
Dpp6,-6.94592,-0.9662353,3.7600181839719605e-12,5.02645216931973e-10,0.9452054794520548,0.8204128358315744,1.3065058,1.8344789
Tcf4,-6.9557195,-0.73809403,3.5076770573987713e-12,4.73624535338216e-10,0.958904109589041,0.9329231209530283,2.3088684,2.7798629
St6galnac5,-6.9841685,-2.108484,2.86548272907882e-12,3.908402077682634e-10,0.547945205479452,0.7199227274353379,0.5069499,1.3473235
Galntl6,-7.2843537,-2.36178,3.2321551331545e-13,4.9627433387349377e-11,0.7671232876712328,0.8127929023718384,0.79489625,1.9797759
Prkca,-7.356498,-1.9175276,1.8879798215297357e-13,2.9841186943825884e-11,0.6712328767123288,0.7591671734697528,0.5206836,1.2756063
Dock4,-7.611851,-1.2389587,2.701970425365762e-14,4.872613780508592e-12,0.9315068493150684,0.8586198261367295,1.3145312,2.0051317
Dab1,-8.488138,-1.8117235,2.0997413547427246e-17,4.949127210696229e-15,0.9315068493150684,0.8766500912245555,1.515489,2.6003547
Rgs7,-8.832757,-2.1311226,1.0212661261336872e-18,2.8584813342929347e-16,0.6164383561643836,0.8069974600221801,0.7690599,1.8036175
Cacna1a,-8.908957,-2.6443515,5.151493084054254e-19,1.4725597783887e-16,0.4246575342465753,0.7521911780488677,0.3749388,1.3465409
Epha6,-10.299282,-2.7267869,7.098891177942025e-25,3.5990038858736263e-22,0.821917808219178,0.8855221264265016,1.0307757,2.560099
