names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_ProS (for_DEGs),mean_expr_Rest (for_DEGs)
Miat,17.467619,1.4022833,2.528313944102632e-68,6.409037328116766e-66,0.9617486338797814,0.5966015907447578,1.2587073,0.66973424
Dlgap1,17.454355,1.0628794,3.1896201165797164e-68,8.009821732009063e-66,1.0,0.9173897324656544,3.6339624,2.9256003
Hivep2,17.44321,1.193715,3.876668032696619e-68,9.645006485051679e-66,1.0,0.8225958062183659,2.5414603,1.8106112
Gm30382,17.433645,2.159264,4.582954928237404e-68,1.1297614579976059e-65,0.7786885245901639,0.32986261749819235,0.9952302,0.32336995
Sh3rf1,17.428003,1.5205753,5.05816577077107e-68,1.2355719478238059e-65,0.9508196721311475,0.5497469269703543,1.2452043,0.62174785
Rspo2,17.357927,2.2854636,1.7181734066557772e-67,4.159217967282949e-65,0.7568306010928961,0.34117859725234995,1.1010735,0.34483436
Nalf1,17.271784,1.1810426,7.673396077708131e-67,1.8409299340001558e-64,1.0,0.898120028922632,3.6245477,2.8391325
Gm16083,17.22993,2.14729,1.5833930890532172e-66,3.765112593173446e-64,0.7349726775956285,0.27957339117859725,0.66465116,0.19313973
Slc24a3,17.225115,1.438517,1.72083663802258e-66,4.0560421459356775e-64,0.9890710382513661,0.7250903832248735,1.9679782,1.1851914
Adgrb3,16.96352,0.9909204,1.5290589087166384e-64,3.572679380627484e-62,1.0,0.9348879248011569,3.8806417,3.2139668
Raver2,16.91554,1.6199788,3.456288487940071e-64,8.00607514404739e-62,0.8797814207650273,0.41478669558929865,0.92295396,0.40108845
Gprin3,16.861765,2.1780546,8.598279356916428e-64,1.974664669404653e-61,0.7103825136612022,0.2685466377440347,0.6110258,0.17069665
Sel1l3,16.796045,1.5856563,2.608669621551443e-63,5.940250231448075e-61,0.855191256830601,0.4422631959508315,0.891468,0.3915957
4930419G24Rik,16.75021,2.2010322,5.642673366352974e-63,1.2741061626378524e-60,0.6939890710382514,0.23481561822125813,0.5497615,0.147885
Cntn6,16.739456,1.8340597,6.760231095964648e-63,1.513728412904751e-60,0.8579234972677595,0.4022053506869125,1.2268804,0.51647305
Etv5,16.71252,1.820638,1.062490327783374e-62,2.3594310006230794e-60,0.7841530054644809,0.3613882863340564,0.7910022,0.29364097
Arid5b,16.68304,1.4561385,1.7412656437775336e-62,3.8038868169351486e-60,0.9480874316939891,0.5753073029645698,1.2350049,0.6358969
Pde4a,16.64643,1.3808112,3.212012362962835e-62,6.904541775424911e-60,0.9207650273224044,0.5321041214750543,0.9758366,0.49158534
Elavl4,16.625847,1.4646163,4.5292135663247095e-62,9.65872766088452e-60,0.9289617486338798,0.5330079537237888,1.16327,0.58626825
Galnt18,16.622309,1.432193,4.804593590702211e-62,1.0165309431666804e-59,0.9699453551912568,0.6473608098336948,1.6670327,0.9524722
Kctd8,16.613787,2.3397377,5.538428706743806e-62,1.162637338673485e-59,0.7158469945355191,0.2643167028199566,0.9963503,0.29079053
Mpped1,16.525257,1.5572188,2.4141011897472123e-61,5.028441780504465e-59,0.8661202185792349,0.4464931308749096,0.94344586,0.42728662
Klhl1,16.397251,2.7766743,2.0008754505000875e-60,4.135655642687489e-58,0.6284153005464481,0.17266811279826463,0.6913676,0.13576178
Lrrtm3,16.38206,1.5423077,2.5689388404860375e-60,5.269266156019835e-58,0.9726775956284153,0.6215835140997831,1.7571883,0.97330576
Fezf2,16.381353,2.9267359,2.5989169066795713e-60,5.290371006248491e-58,0.587431693989071,0.11478669558929863,0.41011277,0.0645462
Cadm1,16.36414,1.1959722,3.448654072122494e-60,6.967318414882061e-58,1.0,0.8559652928416486,2.7695932,2.0184283
Msra,16.355003,1.3260229,4.0069034824660666e-60,8.034738550288299e-58,0.9863387978142076,0.7368040491684743,2.1123087,1.3606361
Epha5,16.287733,1.295911,1.2061944142027622e-59,2.400773622935424e-57,0.994535519125683,0.8507953723788865,2.8115387,1.9971468
Nrxn3,16.250092,1.402441,2.2303292857516006e-59,4.40654028736364e-57,1.0,0.928054953000723,4.0343556,3.09092
Zmat4,16.212551,1.5203124,4.1114515742709835e-59,8.063846992749002e-57,0.9617486338797814,0.5948300795372379,1.5856544,0.8558929
Ryr3,16.203444,1.5257868,4.76813329492102e-59,9.284039248878827e-57,0.9972677595628415,0.7146782357194504,2.3170905,1.4294327
Rab3c,16.190065,1.3510557,5.9265616638413335e-59,1.1456597978950837e-56,0.9672131147540983,0.6405278380332611,1.5022956,0.86241555
Esrrg,16.062002,1.4451329,4.710987966320348e-58,9.041731903930554e-56,0.9207650273224044,0.5201373825018076,1.1378806,0.5758498
Fam135b,16.005144,1.3170276,1.1764226711774278e-57,2.2418778137969847e-55,0.9918032786885246,0.6954446854663774,1.8793991,1.1716703
Lrfn5,15.970646,1.1672021,2.046543396616009e-57,3.8725789483853634e-55,1.0,0.8556037599421548,3.0211556,2.2710674
Sulf2,15.963467,1.56578,2.2961566105431116e-57,4.3145264423282105e-55,0.76775956284153,0.3130513376717281,0.6104225,0.25010228
Sorcs2,15.93654,1.5000728,3.533885999170635e-57,6.594133110952427e-55,0.8360655737704918,0.4533984092552422,0.8717677,0.39999443
Mirg,15.91711,1.3951411,4.821311379489637e-57,8.9343887425439e-55,0.8715846994535519,0.49844540853217645,0.91650355,0.45140183
Ank1,15.887576,1.8755121,7.725777020495416e-57,1.4218604694569305e-54,0.7076502732240437,0.2757772957339118,0.5619034,0.18688607
Nrg3,15.847279,1.0059698,1.4680291273680592e-56,2.683397459345561e-54,1.0,0.946999276934201,4.2849684,3.6014862
Sorl1,15.727851,1.2342824,9.74631569907732e-56,1.7694831272581594e-53,0.9508196721311475,0.6255965292841649,1.2608268,0.729808
Rasgrp1,15.7141485,1.3159466,1.209958592051902e-55,2.1819857294251415e-53,0.8989071038251366,0.4942154736080983,0.98255885,0.5135971
Tanc1,15.672869,1.392703,2.318734779741214e-55,4.1536269021097615e-53,0.9617486338797814,0.5387201735357917,1.2427251,0.6620742
Peg3,15.559373,1.2070918,1.374396419821168e-54,2.445697470238065e-52,0.9562841530054644,0.63058568329718,1.2498506,0.73161966
Pcsk5,15.510874,1.6553656,2.9286526543281075e-54,5.147495936724279e-52,0.8387978142076503,0.45686912509038324,1.2148849,0.5609546
Cdkl4,15.510822,2.2728875,2.931026714993728e-54,5.147495936724279e-52,0.6256830601092896,0.1936008676789588,0.43490863,0.10681848
Elmod1,15.500094,1.1907414,3.46381211398065e-54,6.043677370302601e-52,0.9726775956284153,0.6824295010845987,1.4903982,0.9188879
Dpp6,15.498055,1.1314245,3.575480714755963e-54,6.168204655080204e-52,1.0,0.8183658712942877,2.516511,1.8240631
Mir124-2hg,15.460145,1.5746934,6.445352495351442e-54,1.1030995003190651e-51,0.7841530054644809,0.381706435285611,0.6965808,0.2911942
Nr4a2,15.434547,2.0139885,9.587019535286526e-54,1.6304000943870187e-51,0.6639344262295082,0.22794649313087492,0.56769353,0.17328475
Phactr1,15.415318,1.1230886,1.2913499274719702e-53,2.182300160451059e-51,1.0,0.8874909616775126,3.109634,2.3824036
Lrrc7,15.403488,1.1298971,1.5507455914454905e-53,2.6042833776337706e-51,1.0,0.8609906001446131,3.1929622,2.457414
Adamts2,15.370197,2.4085112,2.593783909849869e-53,4.328880351407825e-51,0.6120218579234973,0.1834417932031815,0.5343553,0.12490498
Igsf9b,15.362956,1.4385213,2.900437265193149e-53,4.81078699479876e-51,0.8114754098360656,0.3988069414316703,0.6994041,0.31741872
Efna5,15.263682,1.7793193,1.3349701639008461e-52,2.200653270185014e-50,0.8142076502732241,0.4076644974692697,1.1931791,0.51241875
Dzip1,15.189541,1.5697126,4.148124145851682e-52,6.796347304819188e-50,0.7759562841530054,0.39446854663774406,0.6910816,0.28929463
Ror1,15.159496,1.7838684,6.557067712598796e-52,1.0678085420456344e-49,0.7404371584699454,0.32787418655097617,0.83487374,0.32124108
Ksr1,15.153896,1.3019058,7.140463406345063e-52,1.1558087453523606e-49,0.8743169398907104,0.500180766449747,0.8879731,0.45747104
Gabrb2,15.048091,1.2296803,3.553429727035282e-51,5.706882959226182e-49,1.0,0.7161605206073752,1.8623114,1.1996875
Foxp1,15.047817,1.1249609,3.568129278563448e-51,5.706882959226182e-49,0.994535519125683,0.7911424439624006,2.061272,1.4215469
Mal2,14.99424,1.4261965,8.007423819367885e-51,1.265643988390677e-48,0.76775956284153,0.3768618944323934,0.6240575,0.2794696
Lzts1,14.948879,1.4466597,1.5839282430750288e-50,2.4888977714284224e-48,0.7814207650273224,0.39016630513376716,0.65513545,0.2922983
Rasal1,14.932263,1.5871123,2.032492704538144e-50,3.175179009938368e-48,0.7295081967213115,0.34370932754880695,0.5736055,0.22938988
Dync1i1,14.927737,1.1986895,2.175245185744734e-50,3.3785455572809834e-48,0.9972677595628415,0.7130151843817787,1.8083756,1.1700492
Tspan13,14.872325,1.1442739,4.985143615246602e-50,7.698322352969897e-48,0.9398907103825137,0.6068329718004338,1.1321878,0.6684364
R3hdm1,14.858327,1.0919571,6.144064854270451e-50,9.433772721956972e-48,1.0,0.8369486623282719,2.4958324,1.8281255
Ptprd,14.843909,1.0709063,7.6184305953741285e-50,1.1631092619187662e-47,1.0,0.964822848879248,4.378542,3.6499572
Osbpl3,14.793742,1.7049026,1.6076149618102603e-49,2.440486668013655e-47,0.73224043715847,0.346059291395517,0.74459404,0.29201987
Ttc7b,14.781922,1.1061126,1.9161788971089362e-49,2.892568930635793e-47,0.9672131147540983,0.6704989154013015,1.3164531,0.8190269
Brinp3,14.740151,1.8040544,3.559851870219932e-49,5.343755293453049e-47,0.912568306010929,0.6262834417932032,2.0547051,1.0813291
Bzw2,14.650617,1.2845553,1.3349800687746463e-48,1.98181847778866e-46,0.8387978142076503,0.49493853940708604,0.82185286,0.42085752
Lonrf1,14.622789,1.68729,2.0099435651514953e-48,2.951212218339928e-46,0.680327868852459,0.30292841648590024,0.50353074,0.18502252
Celf2,14.602619,0.9871118,2.702598264296488e-48,3.946674747915578e-46,1.0,0.9658351409978309,4.36916,3.6973011
Asap2,14.576899,1.3169249,3.9401494355341407e-48,5.722800828800128e-46,0.8387978142076503,0.44349240780911064,0.77379847,0.38445765
Ccser1,14.534734,1.0344996,7.299639065123033e-48,1.0545231273110532e-45,1.0,0.8594360086767896,2.9111161,2.2495394
Dtnbp1,14.519444,1.4678507,9.124626995114946e-48,1.3111161890841637e-45,0.726775956284153,0.3494577006507592,0.5646544,0.24242525
Jam3,14.493285,1.2528455,1.3359728714268e-47,1.9094463327254317e-45,0.8060109289617486,0.4153289949385394,0.67503595,0.33972234
A330102I10Rik,14.41358,1.3853178,4.2508997499469584e-47,6.043474935506602e-45,0.8005464480874317,0.4116052060737527,0.71654105,0.33713424
Focad,14.381938,1.1723163,6.718606446078807e-47,9.501523958217765e-45,0.9644808743169399,0.6904916847433117,1.5706036,0.98966694
Tub,14.364272,1.2211639,8.671291388105728e-47,1.2166085284842505e-44,0.8415300546448088,0.48864786695589296,0.75719774,0.3958743
Cpne7,14.289448,1.5658137,2.5461927962602293e-46,3.5266082698717713e-44,0.7841530054644809,0.41171366594360087,0.9677068,0.43905255
Asic2,14.28087,1.3728676,2.8798277358455563e-46,3.9682549365215436e-44,0.9972677595628415,0.7881417208966016,2.6655483,1.8188387
Runx1t1,14.279182,1.3329,2.9504175280678147e-46,4.044781580570519e-44,0.9754098360655737,0.6035791757049892,1.5547714,0.9091789
Snx25,14.270744,1.3567858,3.33004315252654e-46,4.542043629867418e-44,0.7896174863387978,0.43720173535791756,0.7388456,0.35555005
Grip1,14.241762,1.2282403,5.043874787248769e-46,6.844894723907799e-44,0.9972677595628415,0.7767534345625452,2.3652284,1.6326613
St6galnac5,14.183352,1.2928995,1.1616134456037724e-45,1.5684700142398674e-43,0.9890710382513661,0.7159074475777296,2.0626173,1.335641
C230057M02Rik,14.180732,1.7217677,1.2058224070299713e-45,1.6200224038447663e-43,0.6639344262295082,0.28394793926247286,0.45148876,0.15957096
Chsy3,14.172171,1.3564886,1.3622441535244887e-45,1.821069671900647e-43,0.9644808743169399,0.6993853940708604,1.9902412,1.2433217
Lpp,14.160536,1.2855405,1.607635601989268e-45,2.1384736943292888e-43,0.8715846994535519,0.5250903832248734,1.0381393,0.5585976
Arnt2,14.140492,1.151939,2.1378263016710206e-45,2.829723779601001e-43,0.9180327868852459,0.5707519884309472,1.0238291,0.5893196
Nab1,14.124478,1.5882049,2.6838050583782175e-45,3.5349922509128775e-43,0.6885245901639344,0.31117136659436007,0.5084358,0.19917871
Dmd,14.100328,1.0188565,3.780083780645003e-45,4.954675667606401e-43,0.994535519125683,0.8723788864786696,2.92417,2.271604
Snap25,14.098318,0.9467687,3.8892653847470706e-45,5.0730369363181445e-43,1.0,0.8506146059291395,2.4211872,1.8440953
B230209E15Rik,14.063259,1.1942153,6.387546817324455e-45,8.291467776884449e-43,0.9289617486338798,0.588358640636298,1.1552453,0.66805553
Epha10,14.043008,1.4848286,8.502601996024909e-45,1.0983890174672562e-42,0.7540983606557377,0.3679681851048445,0.68093985,0.29908237
Tenm2,14.015714,1.2421331,1.2493673841337278e-44,1.6062440962523094e-42,1.0,0.9389732465654375,4.2003713,3.3596563
Sez6,13.990649,1.3224384,1.7778107910317395e-44,2.2747512359534685e-42,0.76775956284153,0.39468546637744034,0.63336915,0.30265912
Magi3,13.976124,1.2704105,2.1804305654138676e-44,2.776690487804295e-42,0.8797814207650273,0.5482284887924801,1.1473259,0.6371918
Ano4,13.817069,1.1837862,2.0109208623091717e-43,2.548747338219219e-41,0.9453551912568307,0.6368763557483731,1.5390726,0.95982134
Ksr2,13.677039,1.0982878,1.3924771494563122e-42,1.756613192764841e-40,0.9781420765027322,0.6548445408532176,1.3411804,0.84104866
