names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_OB-CR Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Zfp942,-3.6748304,-1.0617224,0.00023800750899400717,0.0031376723673187707,0.07777777777777778,0.32166254967243046,0.10200699,0.20226398
Tbce,-3.6758876,-0.6566013,0.00023702397637414811,0.003126575476275582,0.2,0.49858590197973723,0.26532897,0.3913625
Kcnk9,-3.6764095,-0.7759755,0.00023653968907197428,0.003121719766878167,0.1111111111111111,0.3712096803064476,0.16007066,0.26024893
Rpgrip1l,-3.6765008,-0.5885145,0.00023645503430960062,0.003121719766878167,0.13333333333333333,0.4003866394587048,0.19418511,0.27935353
Pcgf3,-3.678576,-1.2366635,0.00023453980123843592,0.0030983699406473813,0.07777777777777778,0.3190849532810654,0.08886408,0.19802816
Gtf2h1,-3.6788304,-1.0807928,0.00023430591885506864,0.003096802774046087,0.08888888888888889,0.3318655353882505,0.10627819,0.21283467
Clec16a,-3.6800835,-0.5280594,0.00023315768535924885,0.0030831432114188074,0.24444444444444444,0.5751619947732073,0.39928046,0.5351217
Elovl4,-3.6803117,-1.4197302,0.00023294894182435987,0.003081899589768858,0.044444444444444446,0.27898900941538685,0.06868657,0.17413738
Mff,-3.6804683,-0.37570763,0.00023280590477553302,0.00308152446370373,0.2111111111111111,0.5194214728099381,0.35009405,0.43431464
Gtf2h2,-3.6805468,-0.7830396,0.0002327344171628375,0.00308152446370373,0.15555555555555556,0.4239072065299109,0.1980345,0.31980026
Atp6v0b,-3.6810296,-0.7196009,0.0002322940318887089,0.003077781379117164,0.4222222222222222,0.7415243618658934,0.68050826,0.9575698
Tubb4a,-3.6811404,-0.5948825,0.0002321929728194518,0.003077781379117164,0.1,0.3524863065191709,0.22224149,0.31909737
Dhx15,-3.6811798,-0.5357396,0.0002321573147645587,0.003077781379117164,0.24444444444444444,0.5672502058497119,0.3769065,0.50899655
Prpf40a,-3.6818583,-0.68495786,0.00023154005775279083,0.003072336470033328,0.3,0.6435756989940215,0.46671453,0.6709785
Peds1,-3.683183,-0.5287472,0.00023033965418835003,0.0030579182351981055,0.05555555555555555,0.29602978555830023,0.13234605,0.18576843
Arel1,-3.6834702,-0.4737091,0.00023008023952833257,0.003055984199765841,0.14444444444444443,0.4180002147996993,0.22305362,0.29788974
Tmem151a,-3.685506,-0.7210864,0.00022824860423632375,0.0030331552897280016,0.08888888888888889,0.3378441270182222,0.15518928,0.24430725
Galnt1,-3.6867394,-0.5689957,0.00022714572145752542,0.003019992842931078,0.15555555555555556,0.4275230014677979,0.23993081,0.3380879
Zbtb38,-3.6868699,-0.4751321,0.00022702930739449786,0.0030199393513317607,0.2111111111111111,0.5114738839365625,0.32284287,0.42505455
Ddx39b,-3.6869156,-0.68694633,0.00022698857570421226,0.0030199393513317607,0.13333333333333333,0.3952672466258547,0.18190837,0.27852222
Brsk2,-3.6874115,-1.1867447,0.00022654678720535914,0.0030165075184380575,0.05555555555555555,0.2927003902194537,0.08031825,0.1742715
Syt7,-3.687888,-0.731752,0.00022612319775439373,0.0030123601009720176,0.3111111111111111,0.6355923101707658,0.53664154,0.7790891
Prkdc,-3.6880577,-0.67498773,0.00022597250990267302,0.003011845903315885,0.2,0.4800057279919808,0.26197714,0.39080638
Pld3,-3.688149,-0.59444934,0.0002258914093364282,0.003011845903315885,0.14444444444444443,0.40829842838220026,0.2228287,0.31982023
Gpr22,-3.689963,-0.52739745,0.00022428663047789735,0.002992344469186247,0.1111111111111111,0.36809508466688146,0.19486292,0.27009824
5330438D12Rik,-3.6906352,-1.1727341,0.00022369477591063623,0.002985930764390857,0.08888888888888889,0.3344431317796155,0.105132885,0.22307767
Cacna1h,-3.6907918,-2.5078273,0.0002235570788140573,0.0029855758984760035,0.011111111111111112,0.23871406580030788,0.025398199,0.13654426
St8sia3,-3.691366,-0.546758,0.0002230528698956148,0.0029803235276455345,0.13333333333333333,0.399491640711703,0.20710741,0.28979343
Ergic2,-3.6929061,-0.5081861,0.00022170593850513306,0.0029638002824044405,0.16666666666666666,0.4513299681380446,0.24425402,0.33181533
Serpine2,-3.6956077,-3.1109102,0.0002193615298164278,0.002933919515265015,0.03333333333333333,0.2604088354276304,0.030532343,0.23731886
Plk2,-3.7002146,-0.958501,0.00021541718343163612,0.0028825994615578,0.06666666666666667,0.3078079690688433,0.11485401,0.21229872
Vstm2b,-3.7023225,-27.12699,0.00021363490859590113,0.0028616001963967415,0.0,0.22568288404396233,0.0,0.13677274
Dagla,-3.702988,-0.70616233,0.00021307496795280103,0.0028555233859809295,0.14444444444444443,0.4099452260766835,0.1919228,0.29652715
Pinx1,-3.7035558,-3.2619061,0.00021259846088891307,0.002850559203635276,0.011111111111111112,0.239286864998389,0.014878037,0.13434252
Kpna4,-3.704143,-0.69644874,0.00021210657573045546,0.0028453837692847418,0.28888888888888886,0.6195539326244943,0.42887875,0.62478197
Nlgn2,-3.7060943,-0.687012,0.00021048008633699417,0.002824974984952564,0.13333333333333333,0.3946944474277736,0.17880972,0.27400124
Rprd2,-3.7070794,-0.6553298,0.00020966314042364498,0.0028154165833000205,0.2222222222222222,0.5320946550674829,0.3042286,0.44470337
Tubgcp5,-3.7072427,-0.7692865,0.00020952817215288687,0.0028150109928740353,0.14444444444444443,0.405613432141195,0.18484111,0.29717064
Dock7,-3.7072492,-0.78430957,0.00020952277511970637,0.0028150109928740353,0.3333333333333333,0.6557476819532453,0.51062596,0.7643541
Tyro3,-3.7079735,-2.7643235,0.00020892451534358032,0.0028097105742152166,0.011111111111111112,0.23968066444706979,0.022788024,0.1454902
Sel1l3,-3.7091808,-0.77926576,0.00020793097964626428,0.002797749335550887,0.16666666666666666,0.44860917194715927,0.2510595,0.39864004
Snhg14,-3.7102377,-0.6350513,0.00020706461065124595,0.002787488020139769,0.7222222222222222,0.8159882576164393,1.6287899,1.9965638
Ncoa7,-3.7116408,-0.7024795,0.0002059200351253375,0.0027734693452720893,0.34444444444444444,0.6623706726810582,0.5478098,0.78255665
Desi1,-3.7118366,-0.48425022,0.0002057608001895493,0.002772714494028681,0.14444444444444443,0.42043461139154403,0.23721074,0.31807944
Rars2,-3.712202,-0.492966,0.00020546387105366582,0.002771493079925703,0.2,0.5021300970178642,0.3038228,0.4052274
Fbxw2,-3.7124891,-0.5932586,0.00020523085199910537,0.00276974032808436,0.12222222222222222,0.3818780653707085,0.17890202,0.25893554
Hnrnph2,-3.7130568,-1.1819152,0.00020477084025830364,0.002764920843085738,0.07777777777777778,0.3229155479182329,0.102426805,0.21889593
Lsm7,-3.7131612,-1.1262068,0.00020468634590880018,0.002764920843085738,0.044444444444444446,0.28231840475423337,0.088393934,0.18376586
Tbc1d1,-3.714349,-0.7405702,0.0002037275249175992,0.002753600902684049,0.13333333333333333,0.40303583574982993,0.20199803,0.31773302
Ggt7,-3.71523,-0.6536628,0.00020301903878038234,0.0027454059245238414,0.12222222222222222,0.3856728600579959,0.1695517,0.25516772
Vps13c,-3.7164829,-0.80031735,0.0002020153999099812,0.0027332093633339353,0.34444444444444444,0.6723946586474779,0.5359556,0.8041765
Porcn,-3.716548,-1.2050372,0.00020196325496870253,0.0027332093633339353,0.05555555555555555,0.2945977875630974,0.082019776,0.17987035
Gopc,-3.7173312,-0.5509299,0.00020133850116110046,0.002726797140221154,0.14444444444444443,0.42032721154190383,0.21851185,0.3058624
Strada,-3.7178988,-0.5820637,0.00020088669047057481,0.002723034408153319,0.18888888888888888,0.4737407367629685,0.2598938,0.36762178
Dnajc13,-3.718793,-0.60553026,0.00020017714895489785,0.002715174150640134,0.28888888888888886,0.5997923602906956,0.41730607,0.5810743
Cul9,-3.719876,-0.5091989,0.00019932056737390048,0.002704921032998336,0.15555555555555556,0.4335373930476497,0.22787069,0.31060103
Ints13,-3.7199152,-1.3763965,0.0001992896711742856,0.002704921032998336,0.06666666666666667,0.3085597680163248,0.07526653,0.18477562
Kctd3,-3.7202284,-0.75489074,0.0001990426635116637,0.0027038808738920144,0.08888888888888889,0.34253392045251135,0.14017954,0.22628777
Adgrl3,-3.7204373,-0.5184966,0.00019887815156846938,0.0027030126113529447,0.8333333333333334,0.88261196434325,2.0718253,2.392444
Ep300,-3.721168,-0.5485972,0.00019830336525786854,0.0026965644860723315,0.28888888888888886,0.6262127233021874,0.47441295,0.63548553
Ncbp1,-3.7219772,-0.8606039,0.00019766881547911036,0.0026892967452778207,0.08888888888888889,0.34085132280814806,0.12594917,0.21811067
Fxr2,-3.722173,-0.72696,0.0001975155822497671,0.0026885733004312273,0.1111111111111111,0.3679518848673612,0.15504964,0.24497886
Cdk10,-3.7222905,-26.940527,0.00019742369589286906,0.0026885733004312273,0.0,0.22690008233988473,0.0,0.121152684
Ocrl,-3.7226624,-0.6964807,0.0001971329873332128,0.0026860869014419006,0.24444444444444444,0.5699710020405971,0.3573104,0.5282674
Zyg11b,-3.7228322,-0.6664286,0.00019700051704960795,0.002685643781391662,0.26666666666666666,0.5751261948233273,0.36261657,0.5269252
Zkscan3,-3.7233672,-0.59178406,0.0001965832738288257,0.0026813160242540844,0.18888888888888888,0.4771417320015752,0.26106787,0.3712834
Snx3,-3.7236087,-0.6306517,0.00019639527754054825,0.0026801122943192137,0.15555555555555556,0.4291339992124011,0.2190621,0.3214916
Mcm3ap,-3.7258077,-1.2588866,0.00019469074636374443,0.0026582013997936043,0.06666666666666667,0.3085239680664447,0.084248796,0.19091244
Mrs2,-3.7260034,-1.5362134,0.00019453968344190542,0.0026574892191581078,0.06666666666666667,0.3083807682669244,0.0679442,0.18557385
Tspan7,-3.727413,-0.7642189,0.00019345527745187396,0.0026440199924373615,0.3888888888888889,0.7480399527440662,0.7622184,1.0788739
Retreg1,-3.727511,-0.7551606,0.00019338018280505107,0.0026440199924373615,0.15555555555555556,0.42297640783302903,0.22960612,0.3616069
Cops5,-3.7283854,-0.41630593,0.0001927105516472254,0.002636523687760156,0.1,0.3592882969963842,0.18747646,0.2430861
Mlf2,-3.728679,-0.7820913,0.0001924861647112832,0.002634795336623627,0.06666666666666667,0.31217556295421184,0.1374376,0.22582202
Ccnl2,-3.7293837,-0.6600775,0.00019194863744092827,0.002628776701344415,0.2,0.4938245086456879,0.26430416,0.39071706
Paxip1,-3.730069,-3.3788726,0.00019142739420213465,0.0026229750546717784,0.011111111111111112,0.2408620627931121,0.013589353,0.13306953
Ppfibp1,-3.7306302,-1.6538864,0.00019100146243982954,0.0026184741304888875,0.044444444444444446,0.28110120645831094,0.07863141,0.22906652
Pcx,-3.7309172,-3.9310687,0.0001907838884422026,0.0026168264841459846,0.011111111111111112,0.24028926359503097,0.011070562,0.15683539
Wdfy1,-3.7311325,-0.88250285,0.0001906208608284973,0.002615925705036631,0.07777777777777778,0.3261733433573193,0.11767826,0.20720059
Nfkb1,-3.7321637,-0.5696846,0.00018984211688593058,0.002606570097457821,0.2,0.496437904986933,0.30309457,0.42230186
Scd2,-3.7331946,-0.52878904,0.00018906636377946404,0.002597246009588036,0.24444444444444444,0.5444098378262271,0.44656655,0.59451985
Bfar,-3.7333775,-1.0383759,0.00018892919971223062,0.002596689307553778,0.07777777777777778,0.3274979415028819,0.10770196,0.20990673
Pfn2,-3.7339582,-0.4114081,0.00018849383479303258,0.002592031392471231,0.12222222222222222,0.38635305910571727,0.23086914,0.29668304
Dpy19l3,-3.7377102,-1.4597865,0.00018570373003832516,0.002554971441950741,0.06666666666666667,0.310206565710808,0.08075348,0.20810439
Rbbp7,-3.7378995,-0.8404777,0.00018556404523978524,0.002554357528480036,0.1,0.3560305015572978,0.1502499,0.25488037
Palmd,-3.7385716,-1.0097979,0.0001850687213258065,0.0025488449728469607,0.08888888888888889,0.34192532130455017,0.13099787,0.24829543
Zdhhc8,-3.7394395,-1.6263131,0.00018443096680835556,0.002541364142636161,0.044444444444444446,0.2830702037017148,0.056434568,0.16486739
Gabrb3,-3.7411754,-0.75056165,0.00018316165087295616,0.0025251685782228485,0.7,0.8216804496473705,1.5408635,1.9702128
Ube2d3,-3.7413125,-0.57582784,0.00018306179229163664,0.002525087453221908,0.25555555555555554,0.5875129774818315,0.3995802,0.5493637
St8sia4,-3.7423043,-1.7022923,0.0001823405308582665,0.0025164304387065334,0.044444444444444446,0.2815308058568718,0.07370035,0.22225757
Aopep,-3.7423565,-0.864262,0.00018230264383567752,0.0025164304387065334,0.37777777777777777,0.7113808040668743,0.6376468,0.9646397
Mast2,-3.7427416,-0.8183508,0.00018202345552406342,0.002514637660633205,0.3111111111111111,0.6452582966383847,0.47909606,0.7341959
