names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Lamp5 (for_DEGs),mean_expr_Rest (for_DEGs)
Pls1,-4.3791294,-1.5328221,1.1915442743333012e-05,0.0002098086150153067,0.10801393728222997,0.2591657954504488,0.06728785,0.18348625
Dock1,-4.3826785,-1.7980657,1.1722891555793875e-05,0.00020668903943843925,0.14634146341463414,0.2866361440571037,0.105688475,0.3276191
Adamts2,-4.383533,-2.664615,1.1676989466689668e-05,0.00020601490936963322,0.041811846689895474,0.19056202458632251,0.021900428,0.13137323
Tpd52,-4.385249,-0.8545754,1.1585309112286757e-05,0.0002046661774142966,0.2578397212543554,0.4159126140091568,0.18523175,0.3133277
Tex2,-4.4041586,-0.7770183,1.0619513735687037e-05,0.00018884601858233665,0.28222996515679444,0.449223115469195,0.21533947,0.3448258
Gm38413,-4.414873,-1.7771192,1.0106923565178327e-05,0.00018032738127247123,0.05574912891986063,0.20923609358664697,0.033587042,0.11071062
Gnaz,-4.416021,-1.0517198,1.0053438713702311e-05,0.00017961163446621084,0.17421602787456447,0.3338260211254912,0.11096852,0.21775869
Nsun2,-4.4172163,-0.7685751,9.998019897112244e-06,0.00017885938391172168,0.25435540069686413,0.41385774541259596,0.18900207,0.3033733
Cbfa2t3,-4.43258,-1.4022382,9.311210173577e-06,0.0001674646702570375,0.0975609756097561,0.2538663974908973,0.06184796,0.1558341
B230208B08Rik,-4.43364,-3.7648606,9.265538598199384e-06,0.00016675487081956963,0.010452961672473868,0.1628753740221349,0.0061153285,0.08008992
Tdrd5,-4.4348426,-1.6647859,9.213963039078598e-06,0.00016593779280163666,0.059233449477351915,0.21489599480875302,0.037344035,0.11390357
Sfmbt2,-4.4380803,-1.8062043,9.076477467331042e-06,0.00016368953766077136,0.0627177700348432,0.216806662100292,0.042558625,0.1415421
Tshz3,-4.443368,-0.9629561,8.856159103672934e-06,0.00016007119229013614,0.24390243902439024,0.38855041638126825,0.20452473,0.36629215
Wwc2,-4.450716,-0.85939926,8.558445406393278e-06,0.00015517235362333832,0.2578397212543554,0.41630916759796677,0.18596591,0.31539828
Cpped1,-4.4620576,-1.0338771,8.117647291842243e-06,0.00014787876795376343,0.14634146341463414,0.3089512960092289,0.10194554,0.19864273
Kif26b,-4.4635057,-0.9162589,8.062942131503314e-06,0.00014708163956109576,0.2578397212543554,0.40780129060167997,0.20978792,0.36499515
Lgi3,-4.4737434,-1.5670041,7.686195200136436e-06,0.00014078259374755695,0.10452961672473868,0.2600310032805797,0.06702669,0.18681093
Sh3bp4,-4.477641,-1.9514948,7.547228855267954e-06,0.0001384259654205119,0.059233449477351915,0.21449944121994305,0.036789134,0.13535321
Hspa12a,-4.483321,-0.71167207,7.3490212382669005e-06,0.00013515961716100726,0.4146341463414634,0.5339053318432532,0.31971642,0.48056215
Cacna1h,-4.483673,-1.406089,7.336902468430967e-06,0.00013502915707310964,0.08013937282229965,0.23959046829373806,0.0539325,0.13702361
Rap2a,-4.4855285,-1.0981121,7.27334162977908e-06,0.0001340429969767928,0.18466898954703834,0.34265835105807707,0.114100344,0.23011145
Arsj,-4.4895105,-2.9390125,7.138697729439905e-06,0.00013165189292385055,0.024390243902439025,0.1786293665957677,0.015471384,0.11294526
D630045J12Rik,-4.492114,-0.68243057,7.0519631249007866e-06,0.00013023109908321935,0.397212543554007,0.5289303868200007,0.32007572,0.4733732
Dynll1,-4.5066967,-1.0780805,6.584458568164109e-06,0.00012201682877694457,0.3344947735191638,0.48091135224773784,0.26260424,0.49104744
Slc6a7,-4.5142612,-0.9804385,6.35377849812505e-06,0.00011798619781936426,0.18466898954703834,0.34565052813727964,0.123638764,0.23084964
4921539H07Rik,-4.53272,-3.2137973,5.822895117002858e-06,0.00010831901448454882,0.03832752613240418,0.19113882980640975,0.019283094,0.16605873
Tgfbr1,-4.532735,-1.4427272,5.822490669866379e-06,0.00010831901448454882,0.14634146341463414,0.3030750928295901,0.14562477,0.3549663
Dennd4a,-4.535624,-0.5144136,5.743336814237797e-06,0.00010704460642013815,0.686411149825784,0.7024406070874941,0.68413264,0.87662584
Chd9,-4.5356865,-0.29925475,5.741640582874334e-06,0.00010704460642013815,0.8571428571428571,0.790439453477054,1.0645853,1.2052277
Cdkl4,-4.5418687,-1.9884218,5.575775528984194e-06,0.00010428502685909105,0.041811846689895474,0.20087241789538196,0.02941541,0.11194823
Nptxr,-4.5423784,-1.0971447,5.562307600065649e-06,0.00010415275624652543,0.2508710801393728,0.4073686866866145,0.17909259,0.35036507
Dock9,-4.5482454,-0.37131286,5.4095064249809845e-06,0.00010136222987394634,0.8048780487804879,0.7117055409351455,0.8889612,1.0484111
Ppp3r1,-4.551989,-0.78441757,5.3141094823046735e-06,9.985323202064796e-05,0.4808362369337979,0.6004902844370742,0.40913224,0.62630737
Lhx2,-4.552829,-1.7148058,5.292935155215292e-06,9.952495984649049e-05,0.08013937282229965,0.2378240023072209,0.04814536,0.1500605
Sgk3,-4.565109,-1.2002999,4.992352294996754e-06,9.393872980851735e-05,0.21951219512195122,0.36353148995998413,0.13172553,0.28030205
Rbms1,-4.5659304,-1.0752565,4.972841991587657e-06,9.363718592428896e-05,0.2508710801393728,0.39752694761887597,0.1868162,0.35963774
B3gnt2,-4.58268,-1.5564835,4.59054024867506e-06,8.692587489915353e-05,0.08710801393728224,0.2470168355023613,0.055006932,0.15386032
Me1,-4.5839157,-1.0541638,4.5634803061085066e-06,8.647441172435513e-05,0.17770034843205576,0.3406395327877717,0.12165958,0.23794354
Rapgef5,-4.584671,-0.46633226,4.547014537102429e-06,8.622320438386892e-05,0.7770034843205574,0.7144093154043044,0.91479915,1.1207765
Arhgef2,-4.592797,-0.8648852,4.3734490687297105e-06,8.322562073425447e-05,0.2682926829268293,0.43419012942067126,0.19728372,0.3344584
Gda,-4.6045303,-0.65949786,4.133974215076073e-06,7.889196531185659e-05,0.4425087108013937,0.5754713580157901,0.4274953,0.6111472
Pals1,-4.6167703,-1.0091178,3.897583619731836e-06,7.459264377649176e-05,0.22996515679442509,0.39417426727711885,0.17112638,0.31892502
2310002F09Rik,-4.623715,-2.6701913,3.7692739976617657e-06,7.223993745875296e-05,0.04529616724738676,0.201593424420491,0.024745,0.14796324
Zfp365,-4.6255374,-1.0753753,3.736281215024435e-06,7.165872680064709e-05,0.20905923344947736,0.36879483759328024,0.13381615,0.26369005
Klf3,-4.627155,-1.6189724,3.7072378946917463e-06,7.120334684086292e-05,0.1254355400696864,0.2826345578427485,0.07097134,0.20368704
Unc13c,-4.63293,-2.1548457,3.6052683694948853e-06,6.939366840138078e-05,0.07317073170731707,0.22960452792097769,0.060008988,0.24327065
Tesk2,-4.6333184,-2.2643368,3.598503114048606e-06,6.931310299246311e-05,0.05574912891986063,0.21431918958866578,0.030999945,0.14086291
Megf11,-4.6481066,-1.8721187,3.349957391229459e-06,6.471125456674016e-05,0.08362369337979095,0.24218609178413064,0.05655738,0.19310194
Traf3,-4.6502004,-0.7876474,3.316127010343689e-06,6.410383652369419e-05,0.3832752613240418,0.5122390857637261,0.29746026,0.46877435
Ccnjl,-4.656298,-2.2086017,3.219454765779181e-06,6.24146822196873e-05,0.05226480836236934,0.21230037131836044,0.03265724,0.14275107
Actn2,-4.6657915,-2.335134,3.0743123507520328e-06,5.973013222321556e-05,0.03832752613240418,0.19921410288763114,0.02280956,0.11012648
Gm43445,-4.6695905,-2.4875705,3.0180094588014528e-06,5.87637059115906e-05,0.03484320557491289,0.19517646634702043,0.018955696,0.101946086
Sdk2,-4.6697226,-0.93015236,3.01607088194425e-06,5.87637059115906e-05,0.22996515679442509,0.3912541908504272,0.19056393,0.3364871
Ahcyl2,-4.699537,-0.48163092,2.607519546233301e-06,5.102989818447837e-05,0.8501742160278746,0.74472763978514,0.99676055,1.2199436
Cdh10,-4.700769,-0.4528548,2.5918350364118015e-06,5.075991795071801e-05,0.8013937282229965,0.7535239193914705,1.2134167,1.4438647
Ddx5,-4.704245,-0.46110472,2.5480689634811846e-06,4.9975629962583524e-05,0.8013937282229965,0.8058329427881322,0.96505696,1.1746082
Npy1r,-4.7060676,-2.1781085,2.525408423297425e-06,4.960359965935806e-05,0.04529616724738676,0.20873138901907062,0.02863751,0.1235225
Emb,-4.7153263,-1.1081125,2.413237948004049e-06,4.7539372186853955e-05,0.1602787456445993,0.3263996539168679,0.10587058,0.21570554
Ankrd11,-4.7292747,-0.2931731,2.253233642761379e-06,4.44852226164572e-05,0.8466898954703833,0.7787591477702873,1.0217274,1.1564467
Rprml,-4.7342725,-1.867757,2.1984218485369596e-06,4.346695737320685e-05,0.0627177700348432,0.22949637694221134,0.046003755,0.15855749
Arhgap10,-4.738262,-1.1801281,2.1555901988489197e-06,4.265147911860859e-05,0.16376306620209058,0.3247052885828617,0.11525601,0.24436626
Usp46,-4.7419033,-0.87056714,2.1171988686234255e-06,4.198460044273907e-05,0.30662020905923343,0.4647608060852951,0.22351268,0.37702283
Cdh6,-4.7476563,-1.6143237,2.0578735239436345e-06,4.0898714192578e-05,0.1289198606271777,0.28494177872309745,0.088694714,0.24995042
Iqsec2,-4.753259,-0.62266916,2.0016351530992786e-06,3.9869485962770656e-05,0.5121951219512195,0.5967050001802516,0.4415307,0.6177112
Jcad,-4.7644134,-1.9753482,1.8940372201020466e-06,3.783849821869293e-05,0.07317073170731707,0.23656224088828004,0.038223334,0.14255153
Sirpa,-4.7801,-0.9113224,1.75207980796713e-06,3.515936104561373e-05,0.3693379790940767,0.5234867875554273,0.28160957,0.47731465
Me3,-4.781365,-0.5923088,1.7410882852832378e-06,3.5017247174820806e-05,0.5853658536585366,0.6282129853275172,0.6211928,0.8321723
Arhgap15,-4.7907963,-1.0420145,1.6612089659471536e-06,3.34858851575394e-05,0.21602787456445993,0.3797541367749378,0.1754255,0.33277866
Anxa11,-4.7969637,-2.64962,1.610888488969683e-06,3.24959262001617e-05,0.0313588850174216,0.19647427809221674,0.019442542,0.11617832
Ephb1,-4.799475,-1.0602134,1.590818012859151e-06,3.2115161536833504e-05,0.2787456445993031,0.4262951079707271,0.25008196,0.4652938
Tyro3,-4.8122797,-1.9964795,1.4921824771253936e-06,3.0191975271354916e-05,0.07665505226480836,0.24059987742889072,0.03868941,0.14618139
Galnt3,-4.815404,-2.6511788,1.4690245006472922e-06,2.9745808841290685e-05,0.0313588850174216,0.19766393885864667,0.020474942,0.122169316
Nek10,-4.826452,-2.2084863,1.3898691761472506e-06,2.8185497934397448e-05,0.05226480836236934,0.21806842351923286,0.033115175,0.14463489
Mtmr12,-4.8301296,-0.8456967,1.3644412611250014e-06,2.7711667941367187e-05,0.34146341463414637,0.48393957965319584,0.24438375,0.40380234
Skil,-4.8344274,-0.981735,1.335295572794658e-06,2.7140236037059348e-05,0.21951219512195122,0.3910378888928945,0.15668646,0.2889243
Hunk,-4.8344674,-1.0405546,1.3350248784613381e-06,2.7140236037059348e-05,0.1916376306620209,0.3596741050506507,0.15019985,0.287712
Pmepa1,-4.846832,-1.7431873,1.2544860325024055e-06,2.557986935889681e-05,0.08710801393728224,0.2561375680449908,0.058708057,0.18433896
Npr3,-4.8508325,-1.7067362,1.2294439273557746e-06,2.5102703896694273e-05,0.08013937282229965,0.2468005335448286,0.052705847,0.16267823
Map2k6,-4.855849,-0.81218344,1.198722753339338e-06,2.4512694354815837e-05,0.30662020905923343,0.4759003568982299,0.24851748,0.40237546
Rnf130,-4.8731155,-0.5973091,1.098519566211392e-06,2.2566682526070418e-05,0.6062717770034843,0.6657053246331879,0.56074274,0.7597094
Plekha7,-4.87401,-1.4364109,1.0935534307135637e-06,2.2481852091257427e-05,0.13588850174216027,0.2995782111828112,0.08328216,0.21111335
Ccnd2,-4.887702,-0.8903046,1.0201980474226635e-06,2.105431761462901e-05,0.26480836236933797,0.4410036410829518,0.2227797,0.38018107
Kcng1,-4.899007,-2.3701417,9.632236135370504e-07,1.995514147705516e-05,0.04529616724738676,0.21345398175853492,0.025098134,0.123453654
Sh3d19,-4.901357,-0.83573157,9.517686423260959e-07,1.974828063266579e-05,0.40069686411149824,0.5426655611233282,0.35092035,0.55976903
Dtnbp1,-4.9059625,-1.0728639,9.297024180017543e-07,1.932243207480872e-05,0.18466898954703834,0.35614117307761634,0.12551285,0.24788654
Clmn,-4.907426,-1.1758183,9.227962131165097e-07,1.9206455651774296e-05,0.20905923344947736,0.37798767078842066,0.15979838,0.3303555
Igsf21,-4.914246,-1.3222433,8.912484391879272e-07,1.860749460837576e-05,0.14634146341463414,0.31565665669274307,0.098454624,0.23009337
Cemip2,-4.9213705,-1.3155023,8.594028359755158e-07,1.7956574030063848e-05,0.11846689895470383,0.2928007498467861,0.078012355,0.18393554
Ulk4,-4.9301853,-0.81464946,8.215161062703932e-07,1.7218516205526885e-05,0.289198606271777,0.46007426367208626,0.2184094,0.35720882
Arhgap39,-4.94794,-0.5736682,7.500301815526555e-07,1.58437979389307e-05,0.6515679442508711,0.6809546126392444,0.65033865,0.86017376
Tub,-4.9595566,-0.8134872,7.065433620086908e-07,1.4948677273364978e-05,0.34146341463414637,0.49482677818234255,0.24818258,0.40216962
Apbb2,-4.960946,-0.56712973,7.015065553851263e-07,1.4853807047437624e-05,0.6480836236933798,0.6805941093766898,0.6331376,0.8368104
Phf24,-4.962838,-0.7034255,6.947046423949912e-07,1.472138307661941e-05,0.4529616724738676,0.5735606907242511,0.39099798,0.5761083
Prkg2,-4.968613,-2.7699995,6.743337378225231e-07,1.430098463716748e-05,0.03832752613240418,0.208442986409027,0.023378478,0.14957881
Cdk19,-4.97162,-1.0457493,6.639570323946427e-07,1.4092042227838901e-05,0.31010452961672474,0.4765492627708281,0.269098,0.4931489
Nrg1,-4.9853964,-0.5822899,6.183495129742189e-07,1.318654874096608e-05,0.8815331010452961,0.8477594722232236,1.9170399,2.2705917
Gm29514,-5.007474,-1.1134326,5.514899939211429e-07,1.1835891482956157e-05,0.14634146341463414,0.32798586827210785,0.122934364,0.24921715
Ston2,-5.010851,-2.4739099,5.418983035360665e-07,1.1648645932811286e-05,0.0627177700348432,0.23238040304264754,0.035018876,0.18064779
Kbtbd11,-5.016854,-1.4880077,5.252454866691042e-07,1.1308771015063163e-05,0.10104529616724739,0.2797505317423123,0.07471896,0.19689547
Shisal1,-5.019094,-2.6049714,5.191572917208367e-07,1.119563116255127e-05,0.04878048780487805,0.21983488950575003,0.023844233,0.13698119
Dkk3,-5.0384035,-1.2411134,4.694313262775472e-07,1.0147723038678756e-05,0.1951219512195122,0.36450484876888134,0.13947871,0.30291727
Lrriq1,-5.0400276,-2.7447994,4.654643422272735e-07,1.0070069948185861e-05,0.027874564459930314,0.20191787735679007,0.017763484,0.11344639
Ildr2,-5.052865,-0.73908365,4.3523112175140574e-07,9.454050316459395e-06,0.4146341463414634,0.544648329067378,0.35697034,0.54002035
Neurod6,-5.055454,-1.428026,4.2936825870103096e-07,9.341801709551985e-06,0.14982578397212543,0.323695879447709,0.103936136,0.2582945
Glrb,-5.058798,-0.7699751,4.219074024599952e-07,9.19436488572593e-06,0.47735191637630664,0.6052128771765385,0.3918969,0.59782106
Lpcat2,-5.068112,-2.147313,4.017816302998819e-07,8.77000195463674e-06,0.07317073170731707,0.24799019431125852,0.04952552,0.20287788
Ptpru,-5.070055,-2.4064705,3.9770056495883537e-07,8.687979008490982e-06,0.04878048780487805,0.22188975810231082,0.027341858,0.13711454
Pdk1,-5.071837,-1.2088953,3.9399348310425724e-07,8.621013754895271e-06,0.14634146341463414,0.3258228486967807,0.09779471,0.21308209
Slc4a4,-5.075288,-1.1935513,3.869103366971752e-07,8.472926444216052e-06,0.40069686411149824,0.5078048956343055,0.41158214,0.77224845
Plxna2,-5.077231,-0.58841914,3.8297515497689575e-07,8.393590876206517e-06,0.6027874564459931,0.6568008940480912,0.61417323,0.82208645
Enc1,-5.077664,-1.1401697,3.8210429191063206e-07,8.38134067235811e-06,0.27526132404181186,0.4502685749306031,0.20986877,0.41520837
Pcdh1,-5.080894,-1.2004076,3.7566246791608537e-07,8.2467732948572e-06,0.17073170731707318,0.3525361404520711,0.11309074,0.24306647
Gpd2,-5.0838346,-0.96342003,3.6988951641665734e-07,8.126681362318547e-06,0.2787456445993031,0.45387360755614836,0.20779175,0.371803
Kcnh3,-5.086618,-2.0623322,3.6450500671538837e-07,8.021498386930782e-06,0.05226480836236934,0.22971267889974403,0.032118242,0.1277977
Col23a1,-5.096482,-2.163195,3.4602409942559844e-07,7.633552998001503e-06,0.0627177700348432,0.2359854356681928,0.04634296,0.1926497
Olfm1,-5.100504,-0.65173537,3.387500226874536e-07,7.491533423548871e-06,0.7456445993031359,0.7471069613179999,0.7831301,1.0532341
Rreb1,-5.107999,-1.2872044,3.255883247607842e-07,7.21828241445732e-06,0.20209059233449478,0.37524784599300626,0.16485718,0.36284068
Gm41414,-5.1124616,-3.2857854,3.179877899192873e-07,7.055600260223988e-06,0.027874564459930314,0.20202602833555644,0.014067184,0.1294139
Pkig,-5.1154537,-0.92594516,3.129878636765228e-07,6.956148798170528e-06,0.34494773519163763,0.5009553336457695,0.25404128,0.43793666
Nnat,-5.120169,-1.678322,3.052618031782528e-07,6.795679081524153e-06,0.18118466898954705,0.3432712066044198,0.120180406,0.342676
Orai2,-5.1634774,-1.8193854,2.4240366224535834e-07,5.4368834762377115e-06,0.09059233449477352,0.2688272828869101,0.052812845,0.17513114
Adgrl2,-5.1642404,-1.1051092,2.414174663515155e-07,5.4192876531873196e-06,0.289198606271777,0.4375428097624284,0.24302785,0.4648593
Nsf,-5.167999,-0.25888306,2.3661395014888916e-07,5.320348820502637e-06,0.8885017421602788,0.7879519809654277,1.222175,1.3520176
Prtg,-5.171493,-2.0039299,2.3223078149665113e-07,5.230545765980735e-06,0.07317073170731707,0.2508742204116947,0.046060547,0.17316781
Gm56610,-5.178471,-1.9467354,2.2371177546279034e-07,5.051374291332081e-06,0.0627177700348432,0.24229424276289702,0.034319676,0.12627959
Prex1,-5.182765,-1.8072491,2.186205814546949e-07,4.957244745727977e-06,0.10104529616724739,0.2805796892461877,0.06555627,0.21278404
Gm5468-1,-5.206929,-2.6327033,1.919915025657453e-07,4.383017564946115e-06,0.041811846689895474,0.21965463787447276,0.021626597,0.12714905
Ak5,-5.2141747,-0.5827799,1.846375166746202e-07,4.218716048509392e-06,0.6898954703832753,0.669058004974945,0.7865529,1.0264037
Phactr2,-5.2355337,-1.4406329,1.6450886416681667e-07,3.77485327084745e-06,0.1672473867595819,0.3394138216950863,0.11751843,0.29154357
Sptbn2,-5.241419,-0.90715986,1.5934657055912465e-07,3.6595233768578457e-06,0.3693379790940767,0.518439741879664,0.2685085,0.45592466
Tpd52l1,-5.2789373,-2.0670478,1.2993516915681852e-07,2.999448449522091e-06,0.059233449477351915,0.24240239374166336,0.038541038,0.15242095
Rgs20,-5.280426,-1.8151554,1.2888377589377303e-07,2.977736077614515e-06,0.12195121951219512,0.2993619092252785,0.09914812,0.31245902
Lhfp,-5.281827,-2.035574,1.2790205213211451e-07,2.9575973672890853e-06,0.08710801393728224,0.26543855221889756,0.059769914,0.22515677
Ccdc88c,-5.318601,-1.2792711,1.0456812154961417e-07,2.4368997623921357e-06,0.14982578397212543,0.3368902988572047,0.10437014,0.23666388
Mylip,-5.3354645,-1.9380618,9.530019784497676e-08,2.226709840082196e-06,0.06620209059233449,0.25242438444067916,0.046548087,0.16770215
Arhgef3,-5.338354,-0.9407512,9.379415242778792e-08,2.19342809028256e-06,0.27177700348432055,0.45848804931684634,0.21957245,0.38616663
Micu1,-5.3543744,-0.87514865,8.585298880240664e-08,2.011220408997965e-06,0.3554006968641115,0.5210714156963121,0.26787734,0.44688913
Slc20a1,-5.3553057,-1.3735799,8.541191357683506e-08,2.0026336106540647e-06,0.14982578397212543,0.33346551786293666,0.0912881,0.22127898
Gpr22,-5.3566365,-1.2119983,8.478536457146098e-08,1.9914184842964656e-06,0.17770034843205576,0.3691913911820902,0.12623234,0.27131337
Mpped2,-5.3612056,-0.7592945,8.266840575159451e-08,1.9502195456938932e-06,0.4843205574912892,0.5981830635567252,0.45666736,0.6829557
Trpc6,-5.368737,-1.6979436,7.928990540258531e-08,1.882084592020731e-06,0.156794425087108,0.3277335159883197,0.13229881,0.37769344
Kdm7a,-5.37665,-0.8002573,7.588447203767316e-08,1.8044387288958213e-06,0.43205574912891986,0.580085799776488,0.36787906,0.5734347
Fras1,-5.37698,-1.2235762,7.574556908041358e-08,1.8027311259439442e-06,0.23693379790940766,0.4031147481884711,0.22202249,0.45776835
Tjp1,-5.3856044,-0.3027284,7.220164153754064e-08,1.7214357658506807e-06,0.8710801393728222,0.7958470024153719,1.1786028,1.3284281
Tmem150c,-5.3897586,-0.95151955,7.055231257547931e-08,1.6836062512461181e-06,0.22996515679442509,0.41767907999567394,0.17375596,0.3126095
Acvr2a,-5.3920283,-0.7062144,6.966669989244813e-08,1.6654308061477593e-06,0.6376306620209059,0.6436785752911064,0.5699336,0.81237257
Car12,-5.403157,-2.781564,6.547801104354529e-08,1.5751066756849256e-06,0.04878048780487805,0.23054183640361944,0.024855347,0.15960431
Chd7,-5.4117155,-1.8983537,6.24238001924311e-08,1.502981640833892e-06,0.15331010452961671,0.32585889902303616,0.10310589,0.33995155
Klf7,-5.4235077,-0.7548617,5.8440622703403985e-08,1.4096046068585863e-06,0.49825783972125437,0.6334402826345579,0.45560038,0.6799964
Tspan5,-5.425814,-0.44640988,5.769090327921499e-08,1.3927714026168075e-06,0.8013937282229965,0.7361837124625978,0.93855524,1.1380496
Sntb2,-5.4408226,-1.000203,5.303513474772715e-08,1.2826769312974156e-06,0.33797909407665505,0.49396157035221167,0.26966673,0.481898
Vrk2,-5.464664,-2.2649434,4.6378450705145166e-08,1.1257352939902896e-06,0.07317073170731707,0.2595623490392588,0.0489868,0.2161674
Pcdh17,-5.469482,-0.7521389,4.5135242051036803e-08,1.0965496870807948e-06,0.5296167247386759,0.6474999098741844,0.5777605,0.84035355
Lypd1,-5.476009,-2.200195,4.350255302897021e-08,1.0578403618899814e-06,0.07665505226480836,0.262049821550885,0.04561869,0.19432569
Lzts1,-5.4999495,-1.1017785,3.7990007037918254e-08,9.288366597896847e-07,0.20905923344947736,0.3972024946825769,0.15023391,0.2985556
Mmp16,-5.5013614,-0.30672473,3.7687023995496974e-08,9.222680644435371e-07,0.9233449477351916,0.7857529110638451,1.426084,1.5915834
Faah,-5.527238,-0.9445254,3.253120125510442e-08,8.012038292618294e-07,0.3310104529616725,0.4908251919679873,0.2278343,0.40041938
Smoc2,-5.5343404,-4.02137,3.124019149668295e-08,7.708208866077786e-07,0.024390243902439025,0.2117956667507841,0.010465503,0.15772116
Nfia,-5.5372996,-0.6832955,3.071711933368356e-08,7.586112100147768e-07,0.7665505226480837,0.7379862287753705,0.99816257,1.3220763
Gm30092,-5.567987,-2.6633468,2.5769939487562533e-08,6.405534449868688e-07,0.04529616724738676,0.23594938534193735,0.030965492,0.18168439
4930419G24Rik,-5.589716,-2.2966402,2.2744108177348463e-08,5.674412133011636e-07,0.04878048780487805,0.24279894733047333,0.033410884,0.15437204
Synpo,-5.5945454,-1.4556812,2.2120068662964205e-08,5.523849860351749e-07,0.11846689895470383,0.3164137135441076,0.07676887,0.19791543
Marcks,-5.6180863,-1.2325815,1.9308427407277847e-08,4.853296954476667e-07,0.289198606271777,0.4738815386279246,0.22679928,0.46889463
Lrrn1,-5.6373367,-1.3569398,1.7270018974135377e-08,4.3572338951644843e-07,0.20905923344947736,0.3944626698871625,0.13836144,0.32214808
Ncam2,-5.6470976,-0.44197825,1.6317906345245588e-08,4.128645418990103e-07,0.89198606271777,0.8586106204261148,1.8249661,2.0878527
Rnf112,-5.65383,-1.0459137,1.56911438075827e-08,3.985075936765096e-07,0.3205574912891986,0.4833627744331086,0.23884606,0.4427697
Adcy9,-5.657046,-0.5774461,1.5400072776310737e-08,3.914852937554111e-07,0.7177700348432056,0.6954828941201918,0.7505139,0.9814858
Arhgef25,-5.6577573,-1.1619179,1.533639732877635e-08,3.9023579187899675e-07,0.21951219512195122,0.41007246115577345,0.15111062,0.31115463
Tmcc3,-5.658993,-1.1668279,1.5226393298758106e-08,3.878039696091282e-07,0.29965156794425085,0.4877248639100184,0.2808529,0.5469746
Rspo3,-5.6611633,-1.621222,1.5035004702304084e-08,3.8329276693634793e-07,0.1289198606271777,0.32023504812718556,0.08882069,0.25133952
Itgav,-5.6709466,-1.9294176,1.4201070742252614e-08,3.6341216270888357e-07,0.10801393728222997,0.29986661379285484,0.07184757,0.24977756
Kcnip3,-5.7037935,-0.9684154,1.171699147238648e-08,3.0127804867275096e-07,0.3344947735191638,0.5064349832365983,0.2783145,0.48729387
Ror1,-5.7093344,-1.5370741,1.1341901015283968e-08,2.9191272057536417e-07,0.14285714285714285,0.33523198384945385,0.12640154,0.33003443
B230334C09Rik,-5.717258,-0.8323935,1.0825662715258063e-08,2.788931516385275e-07,0.397212543554007,0.5571217419517647,0.32482576,0.5208112
Prr16,-5.717346,-1.0860181,1.0820059627209417e-08,2.788931516385275e-07,0.3832752613240418,0.5238833411442374,0.4131762,0.7352896
Inka2,-5.7384486,-2.1357093,9.554782487524603e-09,2.471001014819885e-07,0.06968641114982578,0.26803417570929017,0.039602377,0.1634155
Tbc1d5,-5.739211,-0.6095085,9.511855929974616e-09,2.4636558041205803e-07,0.7526132404181185,0.7781102418976892,0.9060809,1.1786127
4930509J09Rik,-5.753893,-3.163564,8.721137428605212e-09,2.2663149197932504e-07,0.041811846689895474,0.2350841775118065,0.016516447,0.13908622
Jarid2,-5.7684574,-0.6615325,8.000039339660365e-09,2.0870005539482913e-07,0.6341463414634146,0.7301993583041927,0.6815852,0.93428403
Gfod1,-5.776829,-0.8716992,7.61216887603428e-09,1.9877451671432567e-07,0.41114982578397213,0.5587079563070045,0.3277269,0.5362712
Cyfip1,-5.782274,-0.7736759,7.369756849506975e-09,1.9281924688047947e-07,0.5749128919860628,0.6481127654205271,0.50406253,0.7516695
Nr4a2,-5.794129,-3.1698835,6.867679292783844e-09,1.8073902311175503e-07,0.03832752613240418,0.23566098273189373,0.021684496,0.18005729
Htr4,-5.79777,-1.3036206,6.720261511528528e-09,1.772065032529652e-07,0.25435540069686413,0.4231947799127582,0.19885609,0.4337809
Mast4,-5.8010077,-0.6146578,6.591762577680343e-09,1.7398886096490254e-07,0.7909407665505227,0.7610944879051156,0.98499066,1.2722918
Gfra1,-5.80433,-2.2316253,6.462401384575359e-09,1.7074210934468032e-07,0.08362369337979095,0.2788853239121814,0.056870017,0.24281946
Fhl2,-5.8150992,-1.7594525,6.059799812256255e-09,1.6073723687593837e-07,0.10452961672473868,0.3037600490284437,0.061265707,0.1938495
Basp1,-5.827757,-0.6616842,5.6177366456795495e-09,1.4945404323703908e-07,0.7212543554006968,0.7491618299145607,0.73939276,1.0049168
Bdnf,-5.8327985,-2.0763545,5.450533330972844e-09,1.4541490819751632e-07,0.08362369337979095,0.28400447024045566,0.05730249,0.22212349
Klhl5,-5.8433995,-1.5470951,5.114621573749038e-09,1.3674615093197676e-07,0.14982578397212543,0.3477414470600959,0.09551723,0.25688228
Rap2b,-5.843546,-1.8916671,5.110118191044004e-09,1.3674615093197676e-07,0.08710801393728224,0.29078193157648075,0.05287166,0.18354288
Kcnip2,-5.856464,-1.4157364,4.728257690202309e-09,1.2717545959533136e-07,0.15331010452961671,0.35300479469339197,0.10181566,0.2514979
Plekhg5,-5.8564973,-1.065832,4.727318673673277e-09,1.2717545959533136e-07,0.33797909407665505,0.502108944085944,0.25173086,0.4695228
Diaph2,-5.8776765,-0.48552477,4.160650835585223e-09,1.1269827414533764e-07,0.8292682926829268,0.7704315224052778,1.0456264,1.276321
