names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Neuroblast (for_DEGs),mean_expr_Rest (for_DEGs)
Ccser1,10.566963,1.1904461,4.2400408552878987e-26,2.4767369082953444e-23,0.9577464788732394,0.8607803758427772,3.0186844,2.254304
Nav1,10.519295,1.5038445,7.03983059363501e-26,3.940838501061932e-23,0.8169014084507042,0.6925835604647826,1.5836096,0.8609873
Fmnl2,10.502065,1.570164,8.45114124643627e-26,4.342548145054412e-23,0.8028169014084507,0.7164682255056664,1.7785414,0.9773179
Akt3,10.500962,1.2199371,8.550417341481766e-26,4.342548145054412e-23,0.9788732394366197,0.8389757567063549,2.5727642,1.8238051
Igf1r,10.475641,1.6068289,1.1177756558993928e-25,5.561968865558645e-23,0.8309859154929577,0.6849806340553722,1.6417838,0.86172837
Mtss1,10.461234,2.540676,1.3014986607698818e-25,6.244869466944058e-23,0.6971830985915493,0.4505809783388323,1.3583869,0.40324008
Bach2,10.314653,1.9341274,6.049938391708737e-25,2.7552855014443014e-22,0.7605633802816901,0.6151556448142304,1.646991,0.7404069
C130071C03Rik,10.073901,1.2600518,7.206147634120291e-24,2.9789105681355728e-21,0.8802816901408451,0.7749964137139578,2.0655875,1.3549945
Ncam1,9.986786,1.0304742,1.7413621052848926e-23,6.98364175656792e-21,0.9295774647887324,0.8541098838043323,2.3648756,1.7440759
Klf12,9.887343,1.4960762,4.723993951162489e-23,1.8396190937353056e-20,0.852112676056338,0.7147109453450007,1.8645287,1.0760717
Ptpro,9.709837,2.8302093,2.7377577160983944e-22,1.0077198607063542e-19,0.647887323943662,0.4113470090374408,1.467059,0.3846811
Cdh2,9.647844,1.2045678,5.019978126162994e-22,1.7517767824675278e-19,0.8380281690140845,0.76334098407689,1.9264591,1.2655032
Gramd1b,9.606884,1.4984602,7.477779118282404e-22,2.480591665533928e-19,0.7676056338028169,0.679206713527471,1.5461001,0.83599746
Cacna1c,9.546248,1.2126223,1.344775015862653e-21,4.3535065874975285e-19,0.8873239436619719,0.782348300100416,2.3606257,1.637285
Ctnnd2,9.394646,0.9604129,5.741075274876255e-21,1.7529851435900565e-18,0.9788732394366197,0.8837684693731171,3.0767632,2.453738
Ptprs,9.310749,1.2054272,1.2693448651505393e-20,3.78969961406611e-18,0.823943661971831,0.7323196098120787,1.6043782,1.00196
B3galt1,9.2989,1.0818183,1.41907144759706e-20,4.144614108362282e-18,0.971830985915493,0.8513484435518577,2.5651894,1.8977178
Cep170,9.180437,1.4459137,4.2934612304467136e-20,1.1653060935565979e-17,0.7535211267605634,0.6602352603643666,1.3554716,0.72106105
Rfx3,9.083224,1.3136858,1.0540515977890971e-19,2.7233044646724074e-17,0.9225352112676056,0.7934299239707359,2.2976267,1.5262183
Dscaml1,9.057263,1.2312685,1.3376381211663395e-19,3.390786444881089e-17,0.8309859154929577,0.7360134844355186,1.9039167,1.2334476
Dcx,8.987593,1.972924,2.527055955548872e-19,6.345980703326933e-17,0.6690140845070423,0.48167407832448716,1.1819916,0.45484197
Ank3,8.946252,0.8480549,3.6775667374859975e-19,9.065708095068692e-17,0.9647887323943662,0.8910486300387319,2.9918807,2.4434247
Fgf13,8.943128,1.7984539,3.7830970058385836e-19,9.241074231534793e-17,0.7535211267605634,0.6372113039736049,1.7548836,0.86498404
Frmd5,8.7943,1.3177431,1.4394183981532067e-18,3.3057412272116806e-16,0.852112676056338,0.7382011189212452,2.108174,1.3614073
Tead1,8.774371,2.1337411,1.71861228666039e-18,3.880597659039049e-16,0.6619718309859155,0.44208148041887824,1.2165426,0.43262333
Frmd4b,8.758919,1.8459411,1.9713201661399186e-18,4.37763412100658e-16,0.7323943661971831,0.5665614689427628,1.5786182,0.72778225
Adamts18,8.757318,4.3729205,1.999519930329656e-18,4.4038606990129394e-16,0.4859154929577465,0.11060106154066848,0.88150316,0.066040695
Kcnb2,8.728955,1.2412394,2.570367760347123e-18,5.525262537642177e-16,0.8802816901408451,0.7699756132549133,2.430761,1.6837232
Dock7,8.634607,1.2716258,5.892921872915171e-18,1.2180216209633127e-15,0.7253521126760564,0.6542820255343567,1.3221134,0.7606119
Myt1l,8.4766245,0.9652014,2.3182203723025298e-17,4.4177717307637575e-15,0.8873239436619719,0.8018576961698465,2.3167477,1.7374654
Nrp1,8.421412,1.6308348,3.7197301875383335e-17,6.893044837183105e-15,0.7464788732394366,0.6208578396212882,1.7108046,0.90172553
Fgfr1,8.322109,2.6376626,8.641145041300252e-17,1.497984304901534e-14,0.5774647887323944,0.33685984794147183,1.0557923,0.26326412
Cntnap5a,8.253462,1.5449451,1.538705579309529e-16,2.5840636822529403e-14,0.8098591549295775,0.7039520872184766,2.3317251,1.4316741
2610307P16Rik,8.198105,5.14561,2.4420698069443537e-16,3.8373342521985256e-14,0.4295774647887324,0.04626308994405394,0.89261514,0.039915115
Sbf2,8.194954,0.87190664,2.5068963202544184e-16,3.9162967514672225e-14,0.823943661971831,0.7837110887964424,1.6909114,1.2289387
Pik3r1,8.165354,1.9320705,3.204947535411264e-16,4.89300797025572e-14,0.6619718309859155,0.5044111318318749,1.2386957,0.49610958
Mctp1,8.125064,1.3676363,4.471271931231605e-16,6.711903731407443e-14,0.7676056338028169,0.7415722278008894,2.2603955,1.4650204
Fam172a,8.115149,0.98185235,4.851907482543935e-16,7.163228244832721e-14,0.8169014084507042,0.7922464495768182,1.7385663,1.216177
Sh3kbp1,8.035562,1.634218,9.315104978189898e-16,1.3456821008815192e-13,0.6690140845070423,0.573913355329221,1.3230934,0.63526106
Plxna4,7.9928126,1.1049969,1.318944868322592e-15,1.8851089687142578e-13,0.852112676056338,0.7445129823554727,1.9935911,1.3733006
Pak5,7.9887466,1.0802163,1.3631740558914086e-15,1.9380151789313306e-13,0.7887323943661971,0.7395997704776933,1.754723,1.1822221
Zeb2,7.9054217,0.9994546,2.6702815719642055e-15,3.660738052993786e-13,0.9436619718309859,0.8580547984507244,2.6898928,2.062756
Tanc2,7.8962398,0.75063217,2.8744393020299584e-15,3.9008173760376253e-13,0.9014084507042254,0.8512408549705924,2.341621,1.8849049
Sema6d,7.854712,1.407561,4.0069108810751426e-15,5.329984919529162e-13,0.795774647887324,0.7040596757997418,1.927313,1.167226
Akap6,7.8226686,0.87136304,5.1715157902685e-15,6.778469721195834e-13,0.9225352112676056,0.8240926696313298,2.1326935,1.6224693
Rerg,7.677414,3.1228797,1.6233247272480862e-14,1.9559971040877162e-12,0.49295774647887325,0.21137569932577824,0.92672104,0.16143851
Zfp608,7.667083,1.2993791,1.75952472845537e-14,2.110644172035526e-12,0.7464788732394366,0.6577965858556879,1.4295647,0.8288889
Dpysl5,7.6558414,2.9604359,1.9205037404997435e-14,2.25344696538114e-12,0.5,0.23587003299383158,0.79495734,0.14497748
Msra,7.5859203,1.044182,3.3013491664294466e-14,3.5769053266919047e-12,0.8591549295774648,0.7394563190360063,1.950615,1.367498
Apc,7.569896,0.73446244,3.73523131031292e-14,4.014626612324327e-12,0.823943661971831,0.8126524171567924,1.7427806,1.3436084
Phf14,7.550809,0.82168174,4.325624141761567e-14,4.558020419181698e-12,0.8169014084507042,0.7924974895997705,1.668847,1.2343868
Mllt3,7.5207725,1.1282175,5.4453585562032e-14,5.671193193999224e-12,0.823943661971831,0.7310644096973175,1.7291573,1.1381003
Hecw1,7.475382,1.0358436,7.697997706613035e-14,7.805479184026122e-12,0.7394366197183099,0.7128819394634917,1.709078,1.1651567
Map4k4,7.442517,1.3361694,9.87849878672486e-14,9.722903384589632e-12,0.6971830985915493,0.6340195093960694,1.2328738,0.6744143
Cblb,7.389712,1.5428171,1.471473102917687e-13,1.4020738395531294e-11,0.647887323943662,0.5698249892411419,1.187422,0.577766
Nckap5,7.3841696,1.5572851,1.5340807916336607e-13,1.45656363502461e-11,0.6830985915492958,0.5722636637498207,1.3824933,0.70023084
Nfix,7.346167,1.549741,2.0397124497084252e-13,1.8964385302306364e-11,0.6549295774647887,0.591235116912925,1.2287287,0.6018742
Maml3,7.2723155,1.5900724,3.533774786632852e-13,3.1756698500610284e-11,0.676056338028169,0.5020083201836179,1.326575,0.65203416
Enox1,7.2563014,0.87583405,3.9781846097122784e-13,3.504715425015375e-11,0.8661971830985915,0.7847511117486731,2.0891225,1.5804114
Usp3,7.219308,1.7408541,5.225287287190663e-13,4.573402912274043e-11,0.6056338028169014,0.48712523310859274,1.0167186,0.4238341
Nnat,7.1883664,2.0658925,6.557113679785858e-13,5.683536921801484e-11,0.5704225352112676,0.34044613398364654,0.98526794,0.33711344
Kif21a,7.111556,0.88328373,1.1474183680715631e-12,9.695324386818521e-11,0.7676056338028169,0.7467723425620427,1.4845659,1.0474352
Fubp1,7.085632,0.9649445,1.3841116042919334e-12,1.15500244743243e-10,0.704225352112676,0.6735762444412566,1.151468,0.7457489
Astn1,7.0128045,0.8295938,2.3358783103488144e-12,1.8848363423144937e-10,0.8380281690140845,0.7549849375986228,1.6412613,1.2064873
Zfp385b,7.0064716,1.1692057,2.444031093284956e-12,1.966201062172658e-10,0.7535211267605634,0.6647539807775068,1.7545108,1.1396838
Dpysl3,6.9888616,2.338139,2.7712610438913926e-12,2.222799529831693e-10,0.528169014084507,0.34091235116912927,0.8707168,0.24264896
Clcn5,6.9549356,2.4698994,3.527234360062643e-12,2.771251089324071e-10,0.5,0.266317601491895,0.78241754,0.19409628
Tut4,6.840851,1.0055661,7.87241440688842e-12,5.89225000315019e-10,0.7112676056338029,0.6921532061397218,1.2534325,0.8093069
Atp11c,6.792559,1.8961757,1.101615908685968e-11,8.000113369295125e-10,0.5633802816901409,0.4288480849232535,0.97516876,0.36721966
Clasp1,6.7806005,1.070364,1.19677269929552e-11,8.598203858307653e-10,0.676056338028169,0.6674436953091378,1.2088835,0.7509204
Cracd,6.7172256,1.2897733,1.8521717594899127e-11,1.2960378952472383e-09,0.6408450704225352,0.5554439822120212,1.0915712,0.59300727
Clasp2,6.694307,0.6795116,2.1669647672815202e-11,1.5006789509498568e-09,0.8661971830985915,0.8294720986945919,1.7996969,1.4235256
Ppp1r9a,6.636266,0.71230584,3.217286537636506e-11,2.155822674969898e-09,0.8309859154929577,0.80192942189069,1.6697059,1.2894909
Zeb1,6.6336145,1.1469289,3.275646688805437e-11,2.1889669405630066e-09,0.7464788732394366,0.6933008176732176,1.5404516,0.97675574
Gtdc1,6.550503,0.83441985,5.734376357760307e-11,3.6861888213641017e-09,0.7746478873239436,0.727872615119782,1.4991065,1.0819124
Kansl1,6.5047793,0.65115905,7.780750685752506e-11,4.907717627374879e-09,0.852112676056338,0.8364653564768326,1.8811057,1.513123
Chd7,6.4997773,2.1484745,8.043886843431509e-11,5.061808887189805e-09,0.528169014084507,0.3230526466790991,1.0147198,0.33407757
Setbp1,6.4242673,0.93640906,1.3250634947705374e-10,7.929722963136823e-09,0.852112676056338,0.7762874766891408,1.9456611,1.4193189
Dleu2,6.384918,1.1203945,1.714890082061476e-10,1.0082953283368022e-08,0.6830985915492958,0.6542461626739349,1.3042027,0.8041969
Sorbs1,6.373443,0.7693231,1.848306460960919e-10,1.074978238225539e-08,0.8098591549295775,0.7486372113039736,1.6251658,1.2217929
Tmem131l,6.2677507,2.1002567,3.6630101958885847e-10,2.0127829031395963e-08,0.5211267605633803,0.3972529048916942,0.89037,0.2888614
Ptpn4,6.25834,0.96718585,3.890976487140664e-10,2.1207005722001955e-08,0.6901408450704225,0.7062114474250466,1.3231119,0.8793106
Nrp2,6.2358212,1.8841345,4.494141958405998e-10,2.42973027006779e-08,0.5492957746478874,0.44143594893128674,1.0440146,0.4045508
Marchf1,6.1821585,0.867274,6.323098535798764e-10,3.331405052096329e-08,0.9295774647887324,0.8350667049203845,2.5847108,2.0438612
Atrx,6.1079636,0.64438117,1.0091040802793332e-09,5.125638305691056e-08,0.795774647887324,0.8034715248888251,1.5198416,1.1893466
Tia1,6.1033154,0.740763,1.0389061716987535e-09,5.267058270480284e-08,0.7253521126760564,0.7251829005881509,1.30035,0.9547931
Dock11,6.0770845,1.9822026,1.223872996495979e-09,6.123923168686583e-08,0.5,0.3214388179601205,0.835101,0.2854133
Ezh2,6.0674763,2.5683818,1.2993599543976176e-09,6.446040194414575e-08,0.44366197183098594,0.2383087075025104,0.6960885,0.15665038
Sox4,6.027228,2.7744007,1.6679590970117772e-09,8.089902696156398e-08,0.4154929577464789,0.18232678238416297,0.6415858,0.12351563
Myef2,6.019486,1.0595565,1.7497193320198635e-09,8.440746580138911e-08,0.6267605633802817,0.6306125376560034,1.0713189,0.65274537
Fnbp1l,5.986231,1.3110733,2.147596937733929e-09,1.026795902436133e-07,0.5985915492957746,0.5238488021804619,1.0998636,0.5919771
Grik2,5.97031,0.7094096,2.368028643723318e-09,1.122203344917911e-07,0.9929577464788732,0.9157222780088939,3.1304326,2.6660786
Hnrnpr,5.960603,1.0340753,2.513088137506314e-09,1.1846785658735906e-07,0.6408450704225352,0.646428059101994,1.0883358,0.67379975
Pde3b,5.910221,1.290361,3.4164877419438003e-09,1.5480780038116343e-07,0.6056338028169014,0.558456462487448,1.0980159,0.5971704
Pcm1,5.9076943,0.8021082,3.4692915642235623e-09,1.566720408919111e-07,0.6901408450704225,0.7247525462630899,1.2476292,0.8852099
Epha4,5.905916,0.915927,3.5069251946753856e-09,1.578410049931786e-07,0.7112676056338029,0.6994692296657581,1.6096011,1.1379752
Arid1b,5.8933754,0.71757823,3.7838594898567565e-09,1.688908712499187e-07,0.8309859154929577,0.7838186773777076,1.6092088,1.233078
Ccdc88a,5.875609,0.61077124,4.212918076914515e-09,1.8680050944998848e-07,0.8380281690140845,0.8162028403385454,1.7107071,1.3783486
Dip2c,5.8701186,0.5973419,4.354840145551456e-09,1.9214212596218001e-07,0.8943661971830986,0.8374695165686415,2.1423302,1.7867516
Scaper,5.7962303,0.73060673,6.782216329753466e-09,2.883515075640437e-07,0.7183098591549296,0.7161813226222924,1.2540615,0.9200297
Syn3,5.6885614,1.5279434,1.281138611789864e-08,5.231640501336421e-07,0.5563380281690141,0.5080332807344714,1.0446535,0.4940227
Dpf3,5.681532,2.0885825,1.3349345014002525e-08,5.434801523124968e-07,0.4647887323943662,0.28493042605078184,0.81045425,0.25745827
Ankrd28,5.641892,0.8348382,1.6819147983968966e-08,6.725156344185211e-07,0.6971830985915493,0.6976043609238273,1.2594529,0.881614
Chl1,5.6411953,0.8617343,1.688735782424627e-08,6.742396801448696e-07,0.7464788732394366,0.7461985367952948,1.6274172,1.1789851
Dab1,5.6394014,0.64663833,1.7064211255037995e-08,6.792820095153643e-07,0.9154929577464789,0.8765958972887677,3.0162845,2.5953944
Ablim3,5.6336145,2.1061502,1.7647103019793968e-08,6.983470664828629e-07,0.45774647887323944,0.298522450150624,0.7001296,0.21149267
Magi1,5.6085796,0.80945516,2.0399368050881386e-08,7.932431541637958e-07,0.8028169014084507,0.7472744226079472,1.5907739,1.1723683
Fgd4,5.564198,0.9210082,2.6336086024936868e-08,9.938913363624349e-07,0.6408450704225352,0.6364223210443265,1.0639338,0.69428366
Aff3,5.55695,0.815314,2.7452930924442476e-08,1.0345866114162263e-06,0.7394366197183099,0.6958470807631617,1.4618477,1.0589172
Sorbs2,5.4920254,0.7404707,3.973499684994675e-08,1.4354332871080486e-06,0.8732394366197183,0.7805192942189069,2.0069566,1.5800029
Ptk2,5.423503,0.5889499,5.844222239049093e-08,2.0314066669154787e-06,0.8169014084507042,0.7959044613398365,1.6464424,1.3309475
Rere,5.4213195,0.51156497,5.9160779601055647e-08,2.051161481135955e-06,0.9014084507042254,0.8517787978769187,1.9564183,1.6602508
Fchsd2,5.4208097,0.9583863,5.932967065711704e-08,2.0543663022638335e-06,0.676056338028169,0.6433797159661454,1.1889786,0.77715737
Srrm4,5.356379,1.1440085,8.490622705269978e-08,2.8733379356499285e-06,0.5915492957746479,0.567960120499211,1.0266807,0.5937604
Sgip1,5.2838116,0.60641515,1.265233719385678e-07,4.1009445162717935e-06,0.8732394366197183,0.8130469086214317,1.9219398,1.5752702
Plppr1,5.281248,1.6238762,1.283066554176106e-07,4.146691126259858e-06,0.528169014084507,0.45861425907330367,1.02167,0.45542246
Slc1a2,5.2811184,0.7628607,1.2839773044466697e-07,4.146691126259858e-06,0.7746478873239436,0.7294147181179171,1.6023642,1.2049313
Ptbp2,5.271562,0.69406426,1.352676617748444e-07,4.326954847488178e-06,0.676056338028169,0.7231387175441113,1.2311186,0.91587096
Acaca,5.253837,0.7967148,1.4896253424340787e-07,4.686912523560152e-06,0.6830985915492958,0.6820757423612107,1.153859,0.8106688
Pcdh15,5.2484665,0.9521111,1.533706975504904e-07,4.816101228945363e-06,0.7676056338028169,0.7417156792425764,2.172272,1.6134961
Zfp638,5.1795125,0.5273252,2.2246678913086665e-07,6.760470178729788e-06,0.7464788732394366,0.7773274996413714,1.366735,1.1078291
Mast2,5.172961,0.907903,2.3041304830185793e-07,6.979930786776688e-06,0.6267605633802817,0.6442045617558456,1.1061308,0.7313993
Kat6b,5.109737,0.757791,3.226080270993822e-07,9.442786152680174e-06,0.6971830985915493,0.7062473102854684,1.2359971,0.8936717
Pou2f1,5.1090713,1.0336871,3.23746317358999e-07,9.465792761084116e-06,0.6126760563380281,0.6355974752546263,1.0834641,0.6703319
Pum1,5.088461,0.78854257,3.6098115095052193e-07,1.0384971655289642e-05,0.6690140845070423,0.6969588294362359,1.1349648,0.7984767
Gpm6a,5.085544,0.45614937,3.665736914645005e-07,1.0528807304631861e-05,0.9154929577464789,0.8914431215033711,2.2738647,1.9952338
Stau2,5.0799394,0.6324532,3.775557756583173e-07,1.0815483680105529e-05,0.7464788732394366,0.7395280447568499,1.4343156,1.1191248
Epb41,5.0558715,1.6447304,4.2843025010799743e-07,1.2156199387963983e-05,0.4788732394366197,0.35737340410271123,0.74038035,0.30065376
Gpr137c,5.0498815,1.181411,4.4208397656287046e-07,1.2477727363702027e-05,0.5774647887323944,0.5520370104719552,1.0042189,0.5668419
Xpr1,5.0279922,0.9585541,4.956418727666005e-07,1.3800929659314564e-05,0.6126760563380281,0.6334815664897432,1.0781145,0.6920602
Cbfa2t2,5.02429,1.1036147,5.052975376923961e-07,1.4011707778941882e-05,0.5845070422535211,0.6035002151771626,1.0107425,0.5951274
Cnot2,4.995101,0.6883888,5.880496668171672e-07,1.604151730698201e-05,0.647887323943662,0.6964926122507531,1.1115816,0.81774926
Smarcc1,4.9589186,1.165094,7.088664118423743e-07,1.895247809572597e-05,0.5633802816901409,0.5754195954669344,0.94220066,0.5295487
Synpr,4.9578476,1.0628755,7.127844727889203e-07,1.9038289049541043e-05,0.6690140845070423,0.5446492612250753,1.366437,0.8747976
Zfp292,4.94383,0.7385554,7.660247669374202e-07,2.0258942409063464e-05,0.6549295774647887,0.6929421890690002,1.1035249,0.7918777
Kmt2c,4.9399514,0.5499369,7.814206399346003e-07,2.062551335465885e-05,0.7746478873239436,0.786902883373978,1.4281564,1.1524563
Tcf12,4.930634,0.530191,8.196313599110086e-07,2.157051384995965e-05,0.8028169014084507,0.8108951369961268,1.6415973,1.3566096
Bmpr2,4.9256063,0.66135114,8.409917837431898e-07,2.204629193090684e-05,0.6690140845070423,0.710407402094391,1.1469924,0.8580657
Rbfox2,4.9098,0.60363215,9.116922806540701e-07,2.369165530094281e-05,0.8591549295774648,0.7790130540811935,1.6825354,1.3563256
Rbfox1,4.893563,0.54403454,9.902680338695736e-07,2.5560520720533566e-05,0.971830985915493,0.9401448859561039,3.784006,3.417278
Gm3764,4.8568964,1.1311213,1.1923979729597549e-06,2.9943676199465993e-05,0.5774647887323944,0.5377635920240998,0.9531345,0.546779
Eml5,4.842427,0.6736404,1.2826289651486013e-06,3.197053830569844e-05,0.7112676056338029,0.7174723855974753,1.4040847,1.0735646
Tulp4,4.8280244,0.7979169,1.3789410213997603e-06,3.414944262213047e-05,0.647887323943662,0.6776287476689141,1.109773,0.774601
Zmiz1,4.8191648,1.7310358,1.441604251930531e-06,3.556810053289955e-05,0.4859154929577465,0.39614115621862,0.82445717,0.32625923
Arhgap21,4.8181667,0.6563367,1.4488341718515025e-06,3.568301942955992e-05,0.6690140845070423,0.7117701907904175,1.2348878,0.9348642
Robo1,4.8106484,0.70507026,1.5044156754899632e-06,3.6984125526455e-05,0.7887323943661971,0.791995409553866,2.17965,1.7597742
Rsrc1,4.7686996,0.81603575,1.8541876935576294e-06,4.444426701685415e-05,0.6197183098591549,0.655214459905322,1.0339673,0.70770454
Cplane1,4.7537203,0.62746584,1.997072084118976e-06,4.740399902851315e-05,0.704225352112676,0.7023023956390761,1.1768247,0.8971515
Syne2,4.733427,2.618313,2.207601337777554e-06,5.167094768822551e-05,0.352112676056338,0.17049203844498637,0.5564185,0.11442967
Plppr3,4.7080646,2.726012,2.50079720412241e-06,5.767933122297782e-05,0.352112676056338,0.17988810787548415,0.51600784,0.09719097
Sfpq,4.70416,0.49095488,2.5491330534711704e-06,5.8492916436183046e-05,0.7323943661971831,0.7622292354038158,1.3054137,1.0693636
Exoc4,4.6993713,0.41530663,2.609635336773094e-06,5.962661692099748e-05,0.8661971830985915,0.8404819968440683,1.8600956,1.6228462
Cald1,4.6911044,1.962381,2.71734303286189e-06,6.156408709359104e-05,0.4014084507042254,0.243616410844929,0.6066297,0.19397816
Fyn,4.6826916,0.64357966,2.8313206684719205e-06,6.350382834878172e-05,0.647887323943662,0.676086644670779,1.0610774,0.7927671
Shroom3,4.6822133,3.2938986,2.8379374471052764e-06,6.359914862695478e-05,0.2887323943661972,0.07681824702338258,0.46993342,0.059367944
Matr3,4.6642027,0.5478516,3.0981567809258555e-06,6.868603358372751e-05,0.7183098591549296,0.7657437957251471,1.2766702,1.0181353
Srgap2,4.65435,0.5426981,3.2500428309362784e-06,7.178447709206619e-05,0.7323943661971831,0.7203055515707932,1.2914809,1.0335679
Maco1,4.650279,1.0772011,3.3148640546793916e-06,7.300852225347152e-05,0.5492957746478874,0.5575240281164826,0.8520498,0.49298683
Basp1,4.6479497,0.5936176,3.3525078177958145e-06,7.371676355497017e-05,0.7183098591549296,0.7490317027686129,1.2798628,1.0007834
Lncppara,4.6411176,1.4707258,3.4652976331685963e-06,7.576285386756728e-05,0.5,0.4663606369244011,0.7940406,0.36283928
Msi2,4.6116476,1.0278124,3.994898061248955e-06,8.602701197207742e-05,0.6338028169014085,0.6517716253048343,1.269243,0.8129978
Mir100hg,4.600292,0.81433874,4.218987148467857e-06,9.054647338604739e-05,0.6971830985915493,0.7288767752115909,1.6804663,1.2481748
St8sia2,4.585448,4.4519525,4.530140185244436e-06,9.653042567606503e-05,0.2535211267605634,0.03991536364940468,0.39675927,0.022007382
E130307A14Rik,4.578257,0.6711257,4.688658121791736e-06,9.93566590950662e-05,0.6549295774647887,0.6767680390187921,1.075162,0.7940606
Rgs6,4.5572987,1.1952217,5.181573129706865e-06,0.0001081809401672288,0.5845070422535211,0.510651269545259,1.2857343,0.76222396
Trim2,4.555349,0.59567386,5.229870991830896e-06,0.00010910452915411193,0.8169014084507042,0.7933223353894706,1.6300939,1.3126462
Igsf3,4.54195,2.7363627,5.5736240817201736e-06,0.00011546898926431848,0.33098591549295775,0.1565413857409267,0.5029153,0.09355533
Syncrip,4.506038,1.1290829,6.6049251347807755e-06,0.0001336403150388249,0.5422535211267606,0.5438244154353751,0.846013,0.47514108
Pum2,4.5013533,0.7371669,6.75221263001376e-06,0.0001361079920243584,0.6126760563380281,0.6804977765026539,1.0514406,0.7499592
Arid2,4.4690547,1.1374986,7.856595371527245e-06,0.00015579831559626352,0.5352112676056338,0.5404174436953091,0.84502584,0.47228548
Macf1,4.4515486,0.37568653,8.525320934347976e-06,0.00016672152365788218,0.8943661971830986,0.876990388753407,2.0423355,1.8197926
Fam163a,4.441129,3.4002779,8.948807476194753e-06,0.000173613326271013,0.2676056338028169,0.0649117773633625,0.40882125,0.046725802
D430041D05Rik,4.440578,0.68587893,8.971758219113691e-06,0.0001738076015483669,0.6619718309859155,0.6780949648543968,1.3167355,0.99243957
Uhrf2,4.4278917,1.0401728,9.515873230847914e-06,0.0001827673436117823,0.5563380281690141,0.5839549562473103,0.90696263,0.5412279
Nhsl1,4.400028,1.8482243,1.082368544290961e-05,0.00020423625551332952,0.38028169014084506,0.21456749390331373,0.56576174,0.19169195
Fbxl7,4.3811545,1.5832232,1.1805217340577935e-05,0.00022043515631781034,0.47183098591549294,0.38000286902883373,0.87333536,0.38221192
