names,scores,logfoldchanges,pvals,pvals_adj
Schip1,8.533354,0.3682899,3.607545097477621e-17,3.089727399812466e-15
Ank2,8.510178,0.19543225,4.5923338750340306e-17,3.8803680192401636e-15
Pcsk5,8.509833,0.5959167,4.811232728263318e-17,4.038228003255678e-15
Cntnap2,8.36828,0.41236374,1.3945074067100306e-16,1.1182705892025023e-14
Galntl6,8.359794,0.5683008,1.6416882008110772e-16,1.3081553448235103e-14
Snhg11,8.344589,0.56856024,1.7978185620142717e-16,1.4235557041358292e-14
Tafa1,8.235867,0.4160606,4.124620389230341e-16,3.1472103454793935e-14
Gm11867,8.207775,0.91112703,6.524159892360146e-16,4.8034604119774413e-14
Prkg1,8.057039,0.25902027,1.6267104893448288e-15,1.1441500033995192e-13
A230006K03Rik,8.025936,0.77983224,2.4124180137100067e-15,1.6688100435499441e-13
Col25a1,7.854161,0.59931713,8.517643627533613e-15,5.471282309726949e-13
Cadm1,7.8532615,0.29174364,8.81816666341027e-15,5.635569456463721e-13
Cdh13,7.777027,0.641255,1.5385753455663457e-14,9.449104195453801e-13
Slit3,7.699121,0.21847568,2.660524562163608e-14,1.5950478208399917e-12
Grm5,7.666775,0.18373197,3.435106747609278e-14,2.0304222512864232e-12
Grik2,7.6399646,0.20012125,4.088595935737546e-14,2.3612579280245734e-12
Unc5c,7.611876,0.49193567,5.1948694127645675e-14,2.932888157251386e-12
Ralyl,7.464537,0.34097874,1.4128839501028075e-13,7.6344244342465e-12
Hcn1,7.352755,0.61617744,3.5766070254380673e-13,1.820624613424923e-11
Iqcj,7.302169,0.7087123,5.234385913996183e-13,2.6047793935656893e-11
Edil3,7.2415924,0.4024362,7.20523989400793e-13,3.557410598649405e-11
Greb1l,7.0804935,0.6987799,2.487697480209442e-12,1.1389131373031591e-10
Hivep3,7.031553,0.3451867,3.2688754562089303e-12,1.472200278492812e-10
Mgat4c,6.9601946,0.5983247,5.6288026490557575e-12,2.4606467135976384e-10
Col19a1,6.8159018,1.1615034,1.63532108632513e-11,6.620158352679544e-10
Marchf1,6.6843705,0.29778513,3.407784561906942e-11,1.3160738538162085e-09
Itga8,6.641323,0.320418,4.562770680827164e-11,1.694551117156755e-09
Csmd2,6.639495,0.32481682,4.632008436710342e-11,1.7152054770053885e-09
Adarb2,6.600805,0.2613487,5.846976804000976e-11,2.1033047063960457e-09
Sgcz,6.573621,0.546073,6.979213893931839e-11,2.48215544984751e-09
Frmd4a,6.553793,0.2128998,8.052136742335219e-11,2.8476517299438318e-09
ENSMUSG00000121513,6.5527897,0.33703557,8.196583094338248e-11,2.884040404973562e-09
Cacna2d3,6.513442,0.3511737,1.0674836213248026e-10,3.692202964966831e-09
Hivep2,6.484632,0.24930331,1.2953617877411902e-10,4.44376155522114e-09
Lhx9,6.459049,1.1018751,1.669244694822418e-10,5.589306039312298e-09
Gria4,6.413371,0.45177805,1.9731155224485906e-10,6.50301686587114e-09
Cpne4,6.398025,0.39638776,2.2357975889528769e-10,7.311348479199148e-09
Adgrb3,6.379005,0.14722487,2.4258330420012316e-10,7.851217994548974e-09
Il1rapl2,6.341402,0.64397144,3.115613736835236e-10,9.93052580930522e-09
Arhgap15,6.303363,0.6182453,4.1956822921701405e-10,1.3010748782862577e-08
Dmd,6.262387,0.27198046,5.134709398988495e-10,1.5728951662594927e-08
Cadps,6.248197,0.22331373,5.758750025418525e-10,1.751272048792735e-08
Rapgef4,6.2388697,0.327058,6.003730499103907e-10,1.8169943986470722e-08
Kcnk10,6.1710577,0.505507,9.351957034912524e-10,2.738166024873225e-08
Arid5b,6.115224,0.52608633,1.3149259053284866e-09,3.762481170019465e-08
Ccser1,6.1043954,0.19609874,1.3691014410831094e-09,3.899770846886052e-08
6530403H02Rik,6.044995,0.53293705,1.9886423541836746e-09,5.454685673022323e-08
Nkain3,5.9648952,0.32186043,3.1243920758152626e-09,8.369382177556204e-08
Anks1b,5.922757,0.13615237,4.034740241941961e-09,1.0517055827339397e-07
Thsd7a,5.9087596,0.26748008,4.384984355528679e-09,1.1289765447056456e-07
Ano2,5.882923,0.9188397,5.427462184470006e-09,1.3666349780495475e-07
Grip1,5.871693,0.36494526,5.470353868890854e-09,1.3746857327212745e-07
Gm12216,5.839381,0.63214296,6.897576803068068e-09,1.6764573735642272e-07
Kcnq5,5.8171577,0.4474811,7.596482082815421e-09,1.8321783414300028e-07
Entrep2,5.784505,0.3818572,9.282573243205183e-09,2.1967593445855877e-07
Mtus2,5.757966,0.4259584,1.0793276612113423e-08,2.5117810082533826e-07
Vav3,5.7152877,0.36999887,1.3847795494419903e-08,3.146999012179541e-07
Pvt1,5.696592,0.39501476,1.5444320333345262e-08,3.472214160657444e-07
Hecw1,5.6853476,0.27174073,1.6118491315748697e-08,3.6108862218020657e-07
Gm57223,5.682164,1.0168157,1.7537545016716587e-08,3.894139184487863e-07
Kirrel3,5.6664457,0.18666233,1.8273897717797804e-08,4.0362872327556904e-07
Chrm3,5.656502,0.526305,1.9227151067495896e-08,4.195317711261236e-07
Slc16a2,5.6533327,0.42667967,1.9627319671257385e-08,4.2678403222993173e-07
Fgf12,5.5767484,0.24064378,3.010931575761127e-08,6.204194523540521e-07
Trhr,5.5738726,1.1557238,3.240579492657886e-08,6.591097869557801e-07
Lsamp,5.568857,0.09803248,3.071288921097209e-08,6.307916397490027e-07
Foxp1,5.559726,0.29291862,3.3005055143242395e-08,6.68060521307752e-07
Ptpro,5.5185513,0.40765196,4.196348945191067e-08,8.29388276608407e-07
Kcnma1,5.51253,0.16527307,4.3446445615086994e-08,8.546730473342895e-07
Nrg1,5.504042,0.40761122,4.4059059278860074e-08,8.653721627470332e-07
Ttr,5.480038,2.9573262,5.882544429837494e-08,1.122139914722031e-06
Nyap2,5.3958774,0.6398044,8.322847120258762e-08,1.5215712093238868e-06
Hdac9,5.387666,0.2883202,8.533031569979759e-08,1.547995208444455e-06
C130071C03Rik,5.3630395,0.28551975,9.765031365243668e-08,1.7438545374243657e-06
Gcnt2,5.352855,0.76347893,1.0641149174161884e-07,1.8789911374852472e-06
Tmeff2,5.3196893,0.26517338,1.226616787185613e-07,2.1312767074207625e-06
Gabra2,5.302346,0.2268472,1.3606767673518679e-07,2.333912874790193e-06
Grid1,5.2886453,0.22752212,1.44920827333689e-07,2.4656124542312767e-06
Shc3,5.286545,0.78398454,1.511911912016106e-07,2.5556504080127547e-06
Ccdc148,5.2102356,0.47366458,2.2377779782018485e-07,3.6259491307028667e-06
Trpc6,5.1556125,0.34709376,2.897288032410006e-07,4.559607041005247e-06
Slc8a1,5.142187,0.32835993,3.1478178724606925e-07,4.898767245275664e-06
Grin2b,5.055022,0.11246843,4.907369884241419e-07,7.36397936145405e-06
Lrrc7,5.0342145,0.11060628,5.491976834183229e-07,8.144168238205755e-06
Cdh9,4.9674773,0.25098482,7.687191539704138e-07,1.1060770455414298e-05
Ppfia2,4.9197783,0.112694785,9.694925201697894e-07,1.366843317910151e-05
Macrod2,4.91808,0.16176501,9.803739819429685e-07,1.377556744716738e-05
Adamts18,4.8973165,0.98838884,1.1297106758592474e-06,1.566416014214529e-05
Grem2,4.8949776,0.8844387,1.1522890777407926e-06,1.5889725617477088e-05
Glra2,4.849313,0.69084513,1.4166408405322529e-06,1.9095833171628548e-05
Thsd7b,4.833611,0.44342,1.5070757618521486e-06,2.0271457095853155e-05
Sergef,4.8112597,0.48151094,1.7027182697567027e-06,2.258927609719377e-05
Kcnh7,4.786452,0.2873045,1.8882375115083934e-06,2.476344819780278e-05
Nrg3,4.7574115,0.09809057,2.155344718484046e-06,2.800229858179135e-05
Car12,4.7490478,0.44478714,2.2969739037322025e-06,2.959969441964015e-05
Rftn1,4.745349,0.55817735,2.352161715257352e-06,3.021807754601027e-05
Sec61a1,4.7379055,0.53598946,2.4504653723767254e-06,3.1384902378660194e-05
Dock4,4.7272153,0.16385338,2.5380917707495965e-06,3.240829147437872e-05
Il27,4.712702,0.9706544,2.7937455642192737e-06,3.527909393532663e-05
Lrfn5,4.697719,0.13456357,2.8861591209823557e-06,3.622805915570076e-05
Cdk14,4.6884055,0.1851725,3.0670428395911368e-06,3.8307608482591676e-05
Map2k6,4.64838,0.3429105,3.716665841575851e-06,4.5607039907836224e-05
Sema3c,4.6393743,0.5889172,3.90448136871194e-06,4.754102556294326e-05
BC002189,4.638585,1.2223718,4.029957691035955e-06,4.8974099739519956e-05
Myo1b,4.6254478,0.9750253,4.244812855282992e-06,5.094584732889693e-05
Cdh23,4.571227,0.74924314,5.435468563524866e-06,6.365818531607262e-05
1700022A22Rik,4.569511,1.1849457,5.542585279726835e-06,6.484335066071631e-05
Lingo2,4.564848,0.10897768,5.4187007787950086e-06,6.35208964665076e-05
Gm56976,4.538555,1.7579588,6.470674414915285e-06,7.379147724980383e-05
Thrb,4.525229,0.37502715,6.629151050700264e-06,7.546203592072e-05
Tox3,4.521514,0.66530347,6.843065133405788e-06,7.782672992735219e-05
C130073E24Rik,4.5067677,0.5967724,7.297961594708974e-06,8.240478607837308e-05
Erbb4,4.5067096,0.38642433,7.15448891370457e-06,8.100271171181703e-05
Zmat4,4.5057335,0.27617434,7.2302967965360286e-06,8.17140365066325e-05
Ksr2,4.502844,0.2557002,7.375639474439524e-06,8.313276721861557e-05
Frem1,4.4868703,1.1176369,8.113075871047348e-06,9.039258868715585e-05
Foxn3,4.427916,0.24645993,1.038706832543463e-05,0.00011273550880795001
Igf2bp3,4.4133167,0.69140375,1.1222549682006144e-05,0.00012076230811663021
Col23a1,4.390178,0.68693364,1.2421042790250454e-05,0.00013219013417519292
Pcdh7,4.3769336,0.35736716,1.294279834972749e-05,0.00013704779749627342
Plxdc2,4.3365383,0.35624024,1.5578806121185817e-05,0.0001623652061802396
Unc79,4.3263507,0.18331937,1.6432421686629372e-05,0.00016971631586108597
Hecw2,4.3154154,0.3411052,1.7216088765061984e-05,0.0001766508211508805
Ttc28,4.3144565,0.42191064,1.736753304608977e-05,0.00017777011467501642
Rspo3,4.3027005,0.5345943,1.832899539020067e-05,0.0001859484705581196
Enox2,4.2792764,0.4299249,2.0243971421064068e-05,0.00020288637563423205
Epha6,4.2647953,0.10725099,2.1470598781109872e-05,0.0002125683054656046
Dach2,4.2390404,1.4148462,2.478337122636892e-05,0.00024020218917627766
Cacna2d1,4.2376385,0.13504535,2.4142819542381143e-05,0.00023544391792298884
Npr3,4.230967,1.1744893,2.5592292592243723e-05,0.0002470912298591629
Alcam,4.223607,0.3297116,2.578696041570709e-05,0.00024820935140195126
Fmn1,4.2087574,0.5037731,2.7647375784605932e-05,0.000264097466713345
Ext1,4.2020345,0.29693875,2.8415793497380617e-05,0.0002702075831812855
Col5a2,4.1946583,1.1942196,2.9991091602757177e-05,0.00028262563119664134
5830416I19Rik,4.1739597,0.6856418,3.234620134452293e-05,0.0003021058419343796
Caln1,4.1695466,0.22115692,3.257132177809483e-05,0.00030398290673551805
Dlg2,4.154912,0.06484074,3.432866165166852e-05,0.000318495099627492
Gm42722,4.147252,0.8392243,3.650394440435392e-05,0.0003366920586452863
Cacnb2,4.1384325,0.13714921,3.726910966117842e-05,0.00034324659153930963
Oxr1,4.1346984,0.18969844,3.779727594195315e-05,0.0003471335518806498
Pdzrn3,4.1212893,0.6339604,4.0490855190224334e-05,0.0003667481056438305
Pknox2,4.1195273,0.3246263,4.064211973568484e-05,0.0003673254037848328
Kcnab1,4.108339,0.20809843,4.243179972065033e-05,0.0003821290117904061
Tenm3,4.0950866,0.31322715,4.4839656210370834e-05,0.0004012304702832756
Gck,4.085698,0.9232883,4.7544488292304205e-05,0.0004218358756871811
Acvr2a,4.082962,0.2757287,4.719505949512688e-05,0.00041903088790102075
Lrrc4c,4.0688114,0.193896,4.994850857667429e-05,0.0004419196928884956
Rai14,4.0544095,0.91231155,5.416413458210472e-05,0.0004712691460875594
Gm2762,4.048972,0.6184681,5.5160992051097866e-05,0.0004776629369457579
Dlx6os1,4.022671,0.69061893,6.141089623996089e-05,0.000524178429600751
Ccdc93,4.021958,0.53082657,6.178997266570403e-05,0.0005270567451634239
Ano4,3.9960673,0.45823064,6.8169204874192e-05,0.0005752347783954941
Gm5087,3.9947858,0.46682572,6.898531607501015e-05,0.0005805649260590761
Klhl14,3.9710116,1.034184,7.697357536607282e-05,0.0006379837484258438
Kitl,3.9651206,0.47655052,7.823425974068623e-05,0.0006458815279575342
Tmem108,3.9612646,0.16230321,7.864835108765797e-05,0.0006488746659197994
Xlr5a,3.957245,0.8211485,8.123744511378659e-05,0.0006693582683132023
Sytl5,3.9543397,0.66673684,8.178025830754128e-05,0.0006729499686875456
4930532I03Rik,3.9208212,0.78859305,9.428753273410015e-05,0.0007590025812802563
Cdh2,3.9128838,0.21360709,9.631639186853842e-05,0.0007733567433832263
Tmem116,3.9041958,0.63724333,0.0001004810714141945,0.0008021919398254337
Rgs7,3.8968906,0.13028473,0.00010252155573578721,0.0008163544837746181
Ptprr,3.888757,0.3584705,0.00010660365637678375,0.0008430527850400171
Lrrtm3,3.883945,0.28893116,0.00010812008085063939,0.000852902141547337
Clstn2,3.877675,0.13614558,0.0001106919331657588,0.0008704631096545305
Pla2g4e,3.8168533,0.4193725,0.00014287273151671932,0.0010895019320384593
Galnt14,3.814897,0.31690127,0.00014313334132367515,0.0010908285516132384
Gm2824,3.8113174,0.55230933,0.00014602435171102494,0.001109503070634764
Grm7,3.7699225,0.099114925,0.00017012545641233298,0.0012666348292319765
Ankrd55,3.7396138,0.9998645,0.00019521467002813888,0.001425115759247303
Gmnc,3.7376523,0.78571767,0.0001962409105138262,0.0014297876524126572
Slco3a1,3.715485,0.28748044,0.0002124838694497899,0.001526028770296066
9530036O11Rik,3.7152233,1.6499484,0.0002169295004287122,0.001550024069465089
C030007H22Rik,3.7009192,1.9444982,0.00022996723039551934,0.0016293120037589133
Zfp423,3.692307,0.76712996,0.00023433650071988418,0.001655609732919945
Aopep,3.6917963,0.2489413,0.00023273241648293596,0.0016470495354244876
Aig1,3.6853714,0.27207235,0.00023858841157193758,0.0016771792862594608
Gm49678,3.6718771,0.45599908,0.0002521905587339578,0.0017638972129024601
Ctnnd2,3.6657088,0.113933526,0.0002560852046121701,0.001784235044862879
Gm45341,3.6643233,1.0064353,0.0002610288870774757,0.001811661349672227
Zmiz1os1,3.656339,0.61100113,0.0002687549990031362,0.0018581139140304696
Ccdc30,3.651861,0.29195485,0.0002722248007598868,0.0018769497489413882
Sec1,3.623235,1.069392,0.00030672335809231455,0.002076154343216258
Silc1,3.6106596,0.8581602,0.00032096787273136885,0.0021621110314007136
Cntn4,3.601469,0.34172004,0.0003281092743650158,0.0021984543716101913
Nwd2,3.6004987,0.36190853,0.0003308029147012178,0.002214146037261208
Dlc1,3.59458,0.47894302,0.0003383252482645937,0.0022560989807474765
Robo1,3.5895464,0.22431657,0.000343137268283042,0.002279735201943799
Trps1,3.5862725,0.32005972,0.00034746792485895733,0.0023048583635270144
Gpc3,3.5724006,0.69102114,0.0003693678818729251,0.002428276673800274
Nkain2,3.5606916,0.07746167,0.00038140178614155725,0.0024854288237692577
Nrxn1,3.5519543,0.08233794,0.0003940797902910634,0.002552193703582556
Terb1,3.547299,1.267071,0.00041040293572737707,0.002644305507066365
Nrxn3,3.5426,0.21739821,0.0004084554395995943,0.0026337308349810486
Cacng3,3.5145237,0.30641428,0.0004579863757704914,0.002905116319683577
Ptprn2,3.5096393,0.17468157,0.0004651446366724471,0.002936896176382201
Zfp804a,3.5095856,0.2555685,0.0004640888805295532,0.0029317004545243728
Atp8a2,3.4814546,0.2675984,0.0005169204242936883,0.0031951735506747536
Efcab1,3.4793904,0.5627043,0.0005229374651884273,0.0032257631978061243
Gm44643,3.4736638,0.90997905,0.0005360922397435388,0.003293997705403198
Gm6961,3.4736054,0.87830865,0.0005360182463523184,0.003293997705403198
Cfap54,3.4672775,0.60276425,0.0005472670646976686,0.0033544753381419897
Popdc3,3.4641716,1.6716646,0.0005596054997607645,0.0034101806592391217
Epb41l4a,3.4576719,0.57919085,0.0005657598442933427,0.0034410224346150646
Galnt10,3.4501004,0.613509,0.0005833237312426203,0.00352909455855098
Stc1,3.448244,0.81177455,0.0005873473236511275,0.0035483218832858417
4930447C04Rik,3.4402106,0.9591457,0.0006069022328887711,0.00365069236123728
Shb,3.4179332,0.5580485,0.0006542559620554602,0.003890922325119624
8430422H06Rik,3.4113944,0.7587333,0.0006708416375294048,0.003976399290065895
Nckap5,3.4095418,0.33976048,0.000671311729698204,0.003976399290065895
Gm28376,3.4081998,0.3354739,0.0006759031613346462,0.00399888195545263
Wdr72,3.3999627,1.2198002,0.0007039684657756211,0.004131817271462258
Fgf10,3.396523,0.8723465,0.0007095674415276322,0.004157028426632336
Usp29,3.3859031,0.2941883,0.0007332936764026007,0.004264280547763854
Dcx,3.3794467,0.46778667,0.000751534425806821,0.00434826214196134
Gm49497,3.3768606,0.8838485,0.00076166002322744,0.004390704987377962
Cntn5,3.3719568,0.13129272,0.0007679047096047763,0.004420631135767779
Necab1,3.3712406,0.4292609,0.0007736942669222481,0.00444989073574742
Gm31816,3.3641653,0.5580322,0.0007954982339572302,0.004548284634660095
Klkb1,3.3485758,1.4026953,0.0008465103347597775,0.004772756432882041
Cacna1c,3.3479915,0.09373447,0.0008360353714614664,0.004730645090651624
Npas2,3.329168,0.43234873,0.0008998057601642735,0.005032676375152467
Gm33228,3.3184714,0.45727685,0.0009339631332304228,0.005186853042510376
Pcdh15,3.3118541,0.26829368,0.0009509192480591055,0.00526708021692219
Catsperb,3.307235,1.5394089,0.0009815675263826922,0.005408286720856935
Lin28b,3.306078,0.8952435,0.0009792497532113064,0.005397878455748839
Acoxl,3.3040457,0.9885161,0.0009851675984465006,0.005423375629401593
Atp2b4,3.3039982,0.35443088,0.0009822515364501974,0.005409688033205593
Adam12,3.299182,0.54775196,0.0009993192262158467,0.005489279693742369
Rasgef1b,3.286934,0.47979096,0.0010448260827442162,0.005698841492775882
Maml3,3.2849183,0.18038674,0.0010489284961154195,0.005709472445349388
Nln,3.272263,0.40396142,0.001099249056873321,0.005944822004310615
Gm30667,3.2691886,1.0319985,0.0011168029057799721,0.006026810365953643
Trat1,3.2592516,1.2858106,0.0011596272622276386,0.006196819707744469
Spock3,3.249809,0.20147054,0.001183351548506226,0.006302145536524593
Gm2087,3.2494063,0.9293373,0.0011959140705782951,0.006355659834774477
Zfp800,3.2410905,0.3626115,0.00122652376197883,0.0064963963665601475
Efnb2,3.2372417,0.55031085,0.001244560847545189,0.0065808572325048
Gm50306,3.233194,0.7775438,0.0012636914041537681,0.00666521775378967
Gm15155,3.2298584,0.5935636,0.001274796835733404,0.006706933623854391
Dnah5,3.2172308,0.58324367,0.001333439907962029,0.006983364576223771
Brd9,3.2128587,0.29480913,0.0013513148399503943,0.007053504906706245
Csrnp3,3.2068624,0.18615063,0.0013777179793554094,0.007155857881787786
B3galt1,3.193615,0.12445335,0.0014377146076345643,0.0074062303232893464
Efcab12,3.1918206,0.85771084,0.0014610371915062931,0.007498759984127285
Tafa2,3.1899686,0.11582732,0.0014534154749366924,0.007471825573480179
Gm44724,3.1751554,0.4714958,0.0015392610219410172,0.007845868933699356
Ccdc171,3.1667314,0.4383581,0.0015822999456541896,0.008019789177047603
Gm50467,3.160776,1.2738289,0.0016259865619288787,0.008191745023883387
Prickle2,3.156846,0.14921501,0.0016328363022665717,0.008222963618214455
Zbtb8b,3.150898,1.3126104,0.001680234004962217,0.008427946662340364
4930511M06Rik,3.1428354,0.81692225,0.0017209178899307291,0.008601173574524765
Cers6,3.1344173,0.14021774,0.0017602024812643404,0.00875249353592197
Six2,3.1183405,1.299791,0.0018776134735862626,0.009208491614763926
Zfp385b,3.1151357,0.27143577,0.001879744428784188,0.009209756877880618
Lcorl,3.095165,0.23663776,0.0020127964160490236,0.009727300663487669
Gm14330,3.0876224,0.9701656,0.002077469467916717,0.009963939276598653
Gm32250,3.080122,0.64888304,0.002125131431218903,0.010173221763609509
Satb2,3.0746799,0.61255205,0.0021623582288640476,0.010319973503183607
Gm44644,3.0626094,1.0641193,0.00225635326958712,0.01067950664063979
Kcnip4,3.057382,0.06625795,0.002270807646070153,0.010733630991961809
Grb14,3.0549333,0.23053877,0.0022995717908386977,0.010847361875855829
Antxr2,3.0325692,0.5083958,0.0024807544949342186,0.011520730022582741
Ak5,3.0309298,0.13755558,0.0024875233147475273,0.011547905063669383
Pde6a,3.0273976,0.6653911,0.0025263008401062137,0.011693429256226923
Gm11659,3.021067,0.9149333,0.0025872395518687624,0.011927292576983491
Pde7b,3.0196621,0.20330012,0.0025822735684289735,0.01191745756104134
Vmn1r13,3.0083106,1.4018266,0.0027066601884080314,0.012407976444503753
Abca8a,3.002082,0.7474023,0.0027444551207986886,0.012550922619271881
Robo2,3.0005536,0.13206099,0.0027486769485990117,0.012560165679039422
Lonrf1,2.9978738,0.55136544,0.002781473352046546,0.012687952718212324
Catspere2,2.9885151,0.34282005,0.002863872438111353,0.012979177104327552
Cmpk1,2.9785419,0.41169128,0.0029585373973708812,0.013321883345099927
Gm16552,2.9769948,1.3615837,0.0029883352482641644,0.013436835991302083
Shkbp1,2.9724572,0.4242469,0.0030190022820701253,0.013526419477317751
Gabrb3,2.9637818,0.086175516,0.00309771694265728,0.013820076650621954
Ffar1,2.9573033,0.94092345,0.003180729169788932,0.014115396632937136
6030443J06Rik,2.9493911,0.42453966,0.003250903214133965,0.01438119166055749
Ntn5,2.949228,0.7713105,0.0032624403281296547,0.014422094006724843
Gm10062,2.9420686,0.80516994,0.0033359038096971876,0.014674713125117957
Fam13c,2.9365332,0.21030472,0.0033805031024369317,0.01481396939076957
Pbx1,2.9356086,0.14888565,0.00339026051378131,0.014841230830496068
Spink10,2.934928,0.34494454,0.0034036876762626282,0.014877186589952409
Pex5l,2.9253674,0.18221577,0.0034999276489201753,0.015189275801415032
Vmn2r87,2.924639,0.62893057,0.0035231616198299403,0.015284839694575792
Gm26953,2.9172292,0.77476096,0.003613130597258521,0.015609197755192468
Hmgcll1,2.911628,0.35869873,0.0036632964228996536,0.015773222286014583
Gm14582,2.9093237,1.3533754,0.003714508968757786,0.01595009137676007
Etl4,2.9074314,0.26518536,0.0037103920273854015,0.015943288609140686
Umps,2.9047937,0.66097164,0.0037551614013665658,0.016086247718001042
Kcnc2,2.8963084,0.33366174,0.003846339690233735,0.01636546694830778
Chst9,2.892494,0.20648366,0.003884772242590428,0.016456689950946665
Rai2,2.8923814,0.41732088,0.0038982327913271646,0.016502606201348018
Armc10,2.890566,0.539365,0.003923869766093657,0.016583256245424352
Nrp2,2.8903227,0.21187069,0.003919380051762136,0.01656984380513274
Wdr66,2.8821678,0.70761657,0.004030950175364371,0.01696178566438417
Ptpn5,2.8779325,0.40774295,0.00408182243793251,0.017118635740696303
Frmpd3,2.8755183,0.6283339,0.004111625363839993,0.017215276260267368
Dok5,2.8714447,0.32209,0.004162174590937907,0.01739513655715585
Gm54719,2.8694384,1.3200498,0.004208740369783825,0.017529301195200336
Cisd3,2.8667138,0.76472783,0.004232817263980079,0.017599461477380843
Tshz2,2.859559,0.39315227,0.004321453127590931,0.01790885282303154
Slc44a5,2.8560944,0.1616262,0.0043603107257180265,0.018044701822462275
Rarb,2.8547442,0.44954872,0.004384203312639283,0.018109291242168167
Gm11639,2.853297,1.2661229,0.00442852086946193,0.018250434614247368
Poc1a,2.8467577,0.6851301,0.004506414497108394,0.01850481360684758
Nav2,2.8448627,0.11361585,0.004515134094185647,0.01852853267464058
Gm30003,2.8254547,1.2386078,0.004824101730785805,0.019535362106977577
Zfat,2.8224103,0.3477912,0.0048496065951486,0.019613410547035293
Gm13629,2.8217518,0.8383815,0.004869864655107958,0.019689016059026714
Sorbs1,2.8201804,0.110259734,0.004877335365932157,0.019712889970172023
2700054A10Rik,2.8123803,0.49182892,0.005004486953380465,0.02013630257048899
Gm38348,2.8080332,0.99802005,0.005089167352995759,0.02041829731491925
4930570G19Rik,2.7980251,0.30219296,0.005226154040563203,0.020888025197044677
Ppargc1a,2.7851057,0.3225211,0.005438017846134067,0.02153653497415159
Ntf3,2.784842,0.27935332,0.00544408347176906,0.02155377701558883
Agbl4,2.7829962,0.21856749,0.005467513675712093,0.021626137975876612
Rmrp,2.7521074,1.124353,0.006041840430527657,0.02341236411829584
Pls3,2.7342176,0.28059617,0.0063475441261874556,0.024361343694913006
Spock1,2.7289522,0.3305499,0.006453242821106077,0.02462009912658349
Cnot3,2.7230625,0.28323752,0.006569362842344422,0.02495723542097655
Khdrbs2,2.7228444,0.17470334,0.006559659024488758,0.0249354188159159
