names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_SMC NN (for_DEGs),mean_expr_Rest (for_DEGs)
Fgf14,-4.9578185,-2.4402251,7.128903757802806e-07,0.0007662145758886456,0.6666666666666666,0.9247385012179395,1.5707442,3.0763495
Tenm2,-5.009965,-3.1850984,5.443999150476326e-07,0.000609501071555412,0.6,0.9403567846396332,1.4107085,3.3736405
Snhg14,-5.020711,-4.128495,5.148053222037884e-07,0.0006014269133745998,0.2,0.817344891818312,0.31107885,1.999074
Ccser1,-5.025548,-3.466374,5.019975823127028e-07,0.0006014269133745998,0.3333333333333333,0.8628385155466399,0.57570606,2.2621338
Rbfox1,-5.0257077,-3.0987494,5.015787852268187e-07,0.0006014269133745998,0.6,0.9408582891531738,1.49505,3.4222255
Nrg3,-5.1046796,-2.5318007,3.3135511358212157e-07,0.0004686058895764003,0.8,0.9478793523427426,1.9790914,3.6126313
Opcml,-5.1671557,-3.2105792,2.3768312085903862e-07,0.00035480808097124265,0.5333333333333333,0.9262071930075942,1.2016928,3.1148512
Pcdh9,-5.180993,-2.6072142,2.2070765878505573e-07,0.00035480808097124265,0.8,0.9716291732339877,2.1365428,3.8398266
Nlgn1,-5.202438,-2.7531364,1.9669130616849115e-07,0.00035233969311649054,0.6666666666666666,0.9546854850265081,1.6695358,3.4030285
Lrp1b,-5.2529984,-3.6640456,1.4964294221896256e-07,0.0002872075612445374,0.4,0.9392463103596503,0.9710542,3.081832
Csmd1,-5.2721367,-3.0793757,1.3484461083493967e-07,0.0002787134379334484,0.6666666666666666,0.9438673162344176,1.6392844,3.5860229
Grm7,-5.325452,-3.8116717,1.0070237787108154e-07,0.0002459884448541783,0.4,0.8933586473706835,0.68204224,2.6900022
Auts2,-5.326317,-3.718926,1.0022431980153963e-07,0.0002459884448541783,0.3333333333333333,0.9057529732053303,0.7131355,2.6877992
Il1rapl1,-5.401669,-3.5739357,6.602366206757806e-08,0.0001971173110839803,0.4,0.9253116492334146,0.868133,2.8600962
Adgrl3,-5.41091,-4.307885,6.270529365013254e-08,0.0001971173110839803,0.2,0.8837942398624444,0.40756157,2.3947449
Dlg2,-5.4335556,-2.6584466,5.524202210481007e-08,0.0001971173110839803,0.8,0.9555452070497206,1.9996831,3.7214131
Magi2,-5.540907,-3.6222582,3.009092618209347e-08,0.00016170863730257033,0.4,0.9236996704398911,0.9133681,2.96432
Csmd3,-5.5699267,-4.226997,2.548464885622114e-08,0.00016170863730257033,0.26666666666666666,0.9008453933228256,0.49456674,2.563473
