names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_SMC NN (for_DEGs),mean_expr_Rest (for_DEGs)
Acer3,-3.3327696,-3.942358,0.0008598611354713271,0.04724840227017292,0.06666666666666667,0.5477145722882935,0.040920693,0.4959974
Mboat2,-3.334131,-2.7418537,0.0008556637359145214,0.04711410775414588,0.13333333333333333,0.6237641495916321,0.12979619,0.6560235
Fat3,-3.3366134,-2.375662,0.0008480585327942599,0.046791237733432786,0.26666666666666666,0.7388594354492047,0.43202114,1.336145
Zfp704,-3.338423,-2.9866705,0.0008425536586759872,0.04658316215766209,0.13333333333333333,0.6037039690500071,0.099186674,0.60240734
Dok6,-3.3385031,-2.366091,0.000842310847569428,0.04658316215766209,0.3333333333333333,0.8134044992119215,0.65832156,1.7582932
Iqsec2,-3.3385031,-2.9031045,0.000842310847569428,0.04658316215766209,0.06666666666666667,0.5979008453933228,0.108201005,0.61777294
4732471J01Rik,-3.3401046,-2.5230863,0.0008374682342380998,0.04658316215766209,0.06666666666666667,0.60252185126809,0.14312893,0.63366896
Mir99ahg,-3.340521,-2.4293668,0.0008362133917012367,0.04658316215766209,0.3333333333333333,0.8754477718870899,0.8558339,2.1150324
Wdr7,-3.3409214,-2.12638,0.0008350084572888608,0.04658316215766209,0.26666666666666666,0.7338802120647657,0.3385907,1.0150343
Slc2a13,-3.343692,-2.583671,0.0008267143438148831,0.046375395445315055,0.2,0.6635979366671443,0.2358362,0.9533467
Neto1,-3.3443327,-2.5423088,0.0008248075397008788,0.046365227179419696,0.2,0.6922195156899269,0.30082092,1.1133244
Srrm3,-3.346607,-2.901102,0.0008180712882759933,0.04608296753873362,0.06666666666666667,0.6001934374552228,0.109774016,0.6241775
Nckap5,-3.3469272,-3.539342,0.0008171266319316683,0.04608296753873362,0.06666666666666667,0.574222668004012,0.08431979,0.7045148
A830018L16Rik,-3.3470232,-2.3394742,0.0008168434324470562,0.04608296753873362,0.2,0.6897836366241582,0.37265572,1.189534
Mcu,-3.3472955,-2.8306196,0.000816041528373419,0.04608296753873362,0.13333333333333333,0.6215790227826337,0.13474976,0.70614576
Man1a2,-3.3473277,-2.627434,0.0008159472347536787,0.04608296753873362,0.13333333333333333,0.6620934231265224,0.1731953,0.7740307
Cers6,-3.3474076,-2.4605367,0.0008157115449307144,0.04608296753873362,0.2,0.690715002149305,0.26916918,0.99329656
Cacna1a,-3.3474398,-2.3674676,0.0008156172866894942,0.04608296753873362,0.26666666666666666,0.7530448488322109,0.4389485,1.3464427
Ipo11,-3.3506107,-3.1074395,0.0008063355859151578,0.04608296753873362,0.06666666666666667,0.5917753259779338,0.08583824,0.5723796
Gabrb1,-3.3506267,-1.774275,0.000806288958404396,0.04608296753873362,0.5333333333333333,0.8455007880785212,1.1123484,2.0773482
Slc35f4,-3.3514116,-3.1858778,0.0008040072729785586,0.04608296753873362,0.06666666666666667,0.5934231265224245,0.12566118,0.7968211
Slc7a14,-3.3543584,-3.2773285,0.0007954926992810186,0.045868860149529976,0.06666666666666667,0.5842885800257916,0.0888755,0.6424618
Pde8b,-3.3565524,-2.510919,0.0007892074784551226,0.04560431171201967,0.13333333333333333,0.6389525720017194,0.18404964,0.7663015
Fgd4,-3.3598197,-2.7195427,0.000779933834944796,0.045165564967600574,0.13333333333333333,0.63830778048431,0.14258577,0.69784313
Slf2,-3.361181,-3.0287187,0.0007760997547454079,0.04504060563716871,0.06666666666666667,0.5955724315804557,0.0888755,0.5644632
Med13,-3.3618054,-2.323265,0.000774346450741896,0.04503612366111417,0.2,0.6826909299326551,0.2088706,0.7712649
Sclt1,-3.364368,-2.814065,0.0007671918263214486,0.0447167990743109,0.13333333333333333,0.6245164063619429,0.12979619,0.6804162
Xpo4,-3.3646722,-28.892384,0.0007663463036491113,0.0447167990743109,0.0,0.501719444046425,0.0,0.40431842
Relch,-3.3649926,-2.3839176,0.000765457214515248,0.0447167990743109,0.2,0.7018555667001003,0.22362527,0.83639026
Syt16,-3.365457,-2.5839303,0.000764169736265437,0.0447167990743109,0.13333333333333333,0.6704040693509099,0.22552499,0.9229876
Dclk2,-3.3699093,-3.5988157,0.0007519293206611584,0.044210811479574015,0.06666666666666667,0.5678105745808855,0.058265984,0.54633355
Shprh,-3.3709342,-2.4584405,0.0007491372862160845,0.04414324315926795,0.06666666666666667,0.607680183407365,0.1366495,0.5904446
Fbxl5,-3.3709824,-3.114637,0.0007490066461275232,0.04414324315926795,0.06666666666666667,0.5933156612695228,0.08431979,0.5664626
Aff2,-3.3713186,-2.8945348,0.0007480927577318072,0.04414324315926795,0.06666666666666667,0.6032382862874337,0.1344194,0.727471
Ndrg3,-3.3745697,-2.8100617,0.0007393117364251759,0.04385277341665447,0.13333333333333333,0.6313225390457086,0.1243571,0.65683883
Trpc4,-3.374938,-4.60838,0.0007383229029477007,0.04385277341665447,0.06666666666666667,0.5429861011606247,0.040920693,0.702539
Pacrg,-3.37686,-4.1327844,0.000733183665841899,0.04368213991390649,0.06666666666666667,0.549935520848259,0.040920693,0.54970497
Pde7a,-3.380976,-3.9342806,0.0007222887234378412,0.04312866221949954,0.06666666666666667,0.55412666571142,0.040920693,0.49381247
Lrrn2,-3.381969,-29.039576,0.0007196829865627085,0.043068779173585696,0.0,0.5042986101160625,0.0,0.4394177
Fbxw4,-3.3826895,-28.893509,0.000717797198665829,0.043068779173585696,0.0,0.504406075368964,0.0,0.40457785
Ssbp2,-3.3846755,-2.2634757,0.000712624533503391,0.042933231424296225,0.26666666666666666,0.7729617423699671,0.44308224,1.3020484
Nup93,-3.3849478,-4.0108314,0.0007119180835712015,0.042933231424296225,0.06666666666666667,0.5500788078521278,0.040920693,0.51482654
Jazf1,-3.385172,-2.596,0.0007113367899297591,0.042933231424296225,0.13333333333333333,0.6758131537469552,0.22021124,0.91204023
Nlk,-3.3853002,-2.2058837,0.0007110048201717218,0.042933231424296225,0.26666666666666666,0.7565912021779625,0.3901534,1.1636605
Mirg,-3.386293,-29.116304,0.0007084369312003084,0.042933231424296225,0.0,0.5049434016334718,0.0,0.45865387
Gpatch8,-3.38727,-2.0313337,0.0007059188723614517,0.042933231424296225,0.26666666666666666,0.8021922911591919,0.50323147,1.3011925
Nr2c2,-3.388375,-2.4282105,0.0007030806018883618,0.042933231424296225,0.06666666666666667,0.6105101017337727,0.14312893,0.6033388
Adgrb1,-3.3898964,-28.958433,0.0006991901870889664,0.04279553605257524,0.0,0.5054807278979796,0.0,0.41977742
Car10,-3.390425,-3.1481183,0.0006978434681382561,0.04279553605257524,0.2,0.6390242155036538,0.23360609,1.203809
Gria1,-3.3954859,-1.782786,0.0006850691259819759,0.042123129096420346,0.6,0.8497993981945837,1.249102,2.2574031
Lrig2,-3.3985288,-3.9593983,0.0006774933389292997,0.04175285783722542,0.06666666666666667,0.5568491187849262,0.040920693,0.5006333
Cacna1b,-3.3992655,-2.3426406,0.0006756709481729929,0.04173627213197315,0.13333333333333333,0.6532812723885943,0.23430228,0.84981555
Rit2,-3.4016037,-2.5873585,0.0006699169800430197,0.04147619643722567,0.2,0.6674666857716005,0.21959123,0.906587
Gpr137c,-3.4031413,-4.2028584,0.0006661584103578281,0.0413387447720897,0.06666666666666667,0.5538759134546497,0.040920693,0.5705334
Grm1,-3.4031892,-2.588114,0.0006660412715956791,0.0413387447720897,0.26666666666666666,0.6887448058461098,0.32743514,1.202824
Kdm5b,-3.4078338,-2.5291567,0.0006548078357953008,0.04082293862603187,0.06666666666666667,0.6129101590485743,0.1366495,0.6125994
Clvs1,-3.4095314,-2.7058146,0.0006507459776934076,0.04066405679214387,0.06666666666666667,0.6144504943401633,0.14312893,0.69512
Lcorl,-3.413215,-2.2667572,0.0006420129640619367,0.040305813888654764,0.13333333333333333,0.6655323112193724,0.24556202,0.84992945
Syn3,-3.4192047,-29.265844,0.0006280447316450697,0.03952122234028812,0.0,0.5098509815159765,0.0,0.498045
Mcf2l,-3.4244897,-28.928328,0.0006159551444055979,0.03885144302858783,0.0,0.5106390600372546,0.0,0.4126733
Tbl1xr1,-3.428814,-2.7470324,0.0006062251090378141,0.03832769101140251,0.13333333333333333,0.6527439461240866,0.14410423,0.71324396
4930578G10Rik,-3.428894,-3.833326,0.0006060462796715889,0.03832769101140251,0.06666666666666667,0.5673807135692792,0.058265984,0.61799973
Slc25a27,-3.4307358,-28.95314,0.0006019467296427301,0.038237136230496835,0.0,0.5115704255624015,0.0,0.418521
Pkia,-3.4320168,-2.8697922,0.0005991101071951526,0.038237136230496835,0.13333333333333333,0.6332569135979367,0.12979619,0.69966686
Gm49678,-3.432193,-4.451412,0.0005987210460370689,0.038237136230496835,0.06666666666666667,0.5564192577733199,0.06609111,0.91420746
Pcnx2,-3.4405851,-29.200956,0.000580457689548239,0.03731315339273009,0.0,0.5130391173520562,0.0,0.48064208
9530059O14Rik,-3.442443,-3.1049235,0.000576485407866543,0.03714667364358276,0.06666666666666667,0.6139848115775899,0.1366495,0.8152653
Dlgap3,-3.4485128,-29.053926,0.0005636827544521438,0.03640902791377188,0.0,0.5142212351339733,0.0,0.4429655
3110039M20Rik,-3.4492335,-29.076893,0.0005621803628851517,0.036399485182467536,0.0,0.514328700386875,0.0,0.44869134
Unc5c,-3.4492977,-2.1974645,0.0005620469976094399,0.036399485182467536,0.4,0.8078163060610403,0.70724124,1.7434235
Sh3rf3,-3.4501944,-2.8545551,0.0005601829749793262,0.036399485182467536,0.06666666666666667,0.6185699957013899,0.14312893,0.7480948
Sphkap,-3.4511714,-2.8078125,0.000558159074474236,0.036399485182467536,0.13333333333333333,0.6633113626594068,0.22896719,1.0302181
Ptprn,-3.4543104,-3.6843226,0.0005517020545827649,0.03606869636651799,0.06666666666666667,0.5816019487032527,0.058265984,0.57171106
Smg6,-3.4562001,-2.2423666,0.0005478482910290522,0.035904106292562514,0.2,0.7121722309786502,0.26100662,0.880114
Grm8,-3.4586024,-30.323015,0.0005429856369311367,0.03567243047515805,0.0,0.5157257486745952,0.0,0.85150987
Epha3,-3.4605083,-3.735934,0.0005391565674340177,0.03550768864449033,0.13333333333333333,0.5946410660553088,0.099186674,0.87100226
Dennd5b,-3.4617896,-2.5567946,0.0005365965607299793,0.0354259203607237,0.13333333333333333,0.6686129818025505,0.17867054,0.7659629
Gabrg3,-3.462286,-3.0081773,0.0005356076063162895,0.0354259203607237,0.13333333333333333,0.654176816162774,0.25141674,1.1938523
Ksr2,-3.465537,-2.6382537,0.0005291734061329047,0.03510836894516334,0.13333333333333333,0.6611262358504084,0.19491549,0.8500811
Nfib,-3.4680035,-2.1824968,0.0005243404148779445,0.03487382907863953,0.3333333333333333,0.818670296604098,0.69132996,1.7089045
Gabra4,-3.4681637,-3.1323757,0.0005240280109680897,0.03487382907863953,0.06666666666666667,0.6134833070640493,0.109683916,0.7013751
Tmem108,-3.46866,-3.0809393,0.0005230606608779671,0.03487382907863953,0.13333333333333333,0.6367316234417538,0.17867054,0.97656566
Akap8l,-3.4717832,-2.684611,0.0005170137752920445,0.03464379087804797,0.13333333333333333,0.6523499068634475,0.1491217,0.7099503
Cntnap2,-3.4719594,-2.0935984,0.0005166746179636073,0.03464379087804797,0.6,0.914493480441324,1.5171841,2.7845013
Arhgap32,-3.4733207,-2.3914897,0.0005140608407504571,0.03461858343600196,0.2,0.7271099011319674,0.27537116,0.9796064
Klhl32,-3.4739773,-29.26842,0.000512804488802267,0.03461858343600196,0.0,0.5180183407364952,0.0,0.4987461
Cyria,-3.4744096,-3.2482567,0.0005119786987413148,0.03461858343600196,0.06666666666666667,0.6089697664421837,0.0888755,0.6329579
Exoc6,-3.474746,-4.0436983,0.0005113372747646058,0.03461858343600196,0.06666666666666667,0.5638701819744949,0.040920693,0.524057
Sec61a2,-3.474826,-2.9608686,0.0005111846652197543,0.03461858343600196,0.06666666666666667,0.6202177962458805,0.108201005,0.63642526
Fstl4,-3.4751785,-29.726686,0.0005105136874801493,0.03461858343600196,0.0,0.5181974494913312,0.0,0.63574713
Galnt13,-3.4817448,-2.6186588,0.0004981583502648282,0.03406187126089663,0.2,0.6977360653388738,0.2642156,1.0498871
Wdr37,-3.4835865,-3.6025298,0.000494743231362089,0.03399936221662233,0.06666666666666667,0.5878707551225104,0.058265984,0.54741734
St6galnac3,-3.489448,-2.567863,0.0004840189944523393,0.033347667643421425,0.13333333333333333,0.7038615847542627,0.28642324,1.0873812
Rgl1,-3.4932597,-3.7819269,0.0004771620652226849,0.032959754993659496,0.06666666666666667,0.5801690786645651,0.058265984,0.6017345
Thoc2,-3.494477,-2.6818063,0.00047499161544582204,0.032894393574817625,0.13333333333333333,0.6896761713712566,0.1731953,0.79451495
E130307A14Rik,-3.4947171,-2.7165244,0.0004745643268539994,0.032894393574817625,0.13333333333333333,0.6785356068204614,0.17015804,0.7971529
A330023F24Rik,-3.49973,-2.4307425,0.0004657296282036077,0.032504298986573865,0.2,0.7179395328843674,0.28630236,1.0250823
Btrc,-3.502789,-2.4038818,0.00046041412673753044,0.03221699892041001,0.2,0.7072646510961456,0.23404102,0.87361395
Kidins220,-3.503045,-2.2480316,0.0004599714284213353,0.03221699892041001,0.26666666666666666,0.7829918326407794,0.37442008,1.1497372
Ptprn2,-3.5210786,-2.2262714,0.00042979534554559655,0.030231939619921936,0.3333333333333333,0.7644361656397765,0.60981005,1.5955259
Arid4b,-3.5254347,-2.405438,0.0004227884059566896,0.029895590705411184,0.2,0.7172589196159909,0.23404102,0.87424177
Trpc5,-3.5264437,-4.6696434,0.0004211807613295673,0.029860493553893072,0.06666666666666667,0.5629029946983809,0.040920693,0.72419673
Caln1,-3.5270202,-2.6919672,0.0004202646721069356,0.029860493553893072,0.2,0.7033959019916893,0.30459937,1.1942154
Tmeff2,-3.5271482,-2.568204,0.0004200613495737185,0.029860493553893072,0.3333333333333333,0.8499068634474853,0.76635754,2.0581787
Map4k5,-3.5285578,-3.085057,0.0004178308562461823,0.029859348689720528,0.13333333333333333,0.6276687204470555,0.099186674,0.6338443
Kcnq1ot1,-3.5297427,-2.180418,0.0004159637804704573,0.02980519141664317,0.3333333333333333,0.8038042699527153,0.6296149,1.6043842
Brinp3,-3.5297909,-3.551531,0.00041588825280502247,0.02980519141664317,0.13333333333333333,0.6314300042986101,0.15688536,1.0958211
Slc44a5,-3.5328338,-3.4611576,0.00041113084209093155,0.029616851814968714,0.06666666666666667,0.6098653102163634,0.108201005,0.81469834
Esrrg,-3.5342753,-29.565546,0.0004088951173141896,0.029534977962989987,0.0,0.5270096002292592,0.0,0.5847483
Lgi1,-3.5356524,-2.811246,0.0004067693730590401,0.029460628178157432,0.13333333333333333,0.6700100300902708,0.17577504,0.85391283
Apex2,-3.536197,-29.081707,0.00040593181345562003,0.029460628178157432,0.0,0.5272961742369967,0.0,0.44989938
Chrm3,-3.5380228,-3.2472305,0.00040313526694166847,0.02943544734435498,0.2,0.6609471270955725,0.2423156,1.2819322
Gm1976,-3.54539,-4.1704345,0.00039203277897089327,0.028781204292207384,0.06666666666666667,0.5718942541911448,0.040920693,0.56082374
Slc24a3,-3.5503225,-2.5732872,0.00038475934824086115,0.02832461284173134,0.2,0.7305846109757845,0.3285132,1.1983411
Nav2,-3.5505629,-2.1074007,0.0003844083636789617,0.02832461284173134,0.4,0.8206763146582605,0.6871855,1.6597297
Lmbr1,-3.550851,-29.134365,0.0003839875771890024,0.02832461284173134,0.0,0.5294813010459951,0.0,0.46327594
Btaf1,-3.5515077,-2.933954,0.00038303072552759804,0.02832461284173134,0.13333333333333333,0.6479080097435163,0.1243571,0.6991072
Ttc8,-3.5537338,-29.046951,0.00037980332346117295,0.028269571472026914,0.0,0.5299111620576014,0.0,0.44123846
Ulk2,-3.5544865,-2.7853894,0.0003787178062657154,0.02826707626211048,0.13333333333333333,0.6783564980656255,0.15496661,0.7680724
Xylt1,-3.5646884,-3.2589014,0.00036428870414443297,0.027265842563679425,0.13333333333333333,0.6422123513397335,0.15060462,0.9384009
Hs2st1,-3.5649285,-2.740104,0.0003639552070677106,0.027265842563679425,0.06666666666666667,0.637519701963032,0.1366495,0.6822393
1700025G04Rik,-3.565153,-3.336168,0.0003636442007062083,0.027265842563679425,0.06666666666666667,0.6204685485026508,0.0888755,0.6619999
Cpeb1,-3.565265,-29.227497,0.00036348879072715885,0.027265842563679425,0.0,0.5316306061040263,0.0,0.48770258
Rimbp2,-3.566146,-3.0734885,0.00036226987146721813,0.027265842563679425,0.06666666666666667,0.6369823756985241,0.1366495,0.80317587
1500004A13Rik,-3.567363,-3.2940924,0.00036059183538510186,0.027265842563679425,0.06666666666666667,0.6225103883077805,0.0888755,0.6479854
Dpysl2,-3.5693328,-2.2882671,0.00035789145864472294,0.027265842563679425,0.13333333333333333,0.6755265797392177,0.20545578,0.7486403
Ptk2,-3.570422,-2.3108037,0.0003564066966571532,0.027265842563679425,0.26666666666666666,0.7979295027940966,0.44768324,1.3354582
Kirrel3,-3.5751784,-2.524515,0.0003499890525494481,0.02686915954858192,0.3333333333333333,0.7733199598796389,0.6106185,1.7651114
Cpeb2,-3.5790863,-3.8408163,0.0003447976896792897,0.02654645822831666,0.06666666666666667,0.5964321536036682,0.058265984,0.6203962
4933406I18Rik,-3.5802073,-3.9289446,0.0003433217146176896,0.026508777217750922,0.06666666666666667,0.5908081387018197,0.058265984,0.64910156
Abca5,-3.5928915,-29.18302,0.0003270287876785561,0.02532352600842306,0.0,0.5357501074652529,0.0,0.47591585
Fubp1,-3.5959504,-2.5417168,0.0003232093411859116,0.02517285506569694,0.13333333333333333,0.6756340449921192,0.17534009,0.74950624
Cstpp1,-3.5971997,-2.5667892,0.000321661606931051,0.02512513772743413,0.13333333333333333,0.6945121077518269,0.20274061,0.8465798
Ubac2,-3.599618,-29.151966,0.0003186850468646747,0.02496521052260586,0.0,0.5367531164923341,0.0,0.4678191
Zc3h7a,-3.608026,-29.120089,0.0003085355355286264,0.02431187636262226,0.0,0.5380068777761857,0.0,0.45961833
Cacna1e,-3.6106524,-2.5167947,0.00030542758571871,0.024137762436063935,0.3333333333333333,0.7745378994125233,0.5892694,1.7216474
Ctnnd2,-3.6136634,-1.6532013,0.00030190088685621354,0.023929430176479225,0.6666666666666666,0.8853345751540336,1.482343,2.4599493
Unc13a,-3.6171548,-29.177828,0.0002978591759595571,0.023678923248619227,0.0,0.5393681043129388,0.0,0.47455487
Grid2,-3.6177313,-2.5835464,0.0002971966328420894,0.023678923248619227,0.26666666666666666,0.8131537469551512,0.59835035,1.7766263
Slc9a7,-3.618356,-29.194075,0.0002964804355745966,0.023678923248619227,0.0,0.5395472130677748,0.0,0.4788245
Dnajc6,-3.6198936,-2.4195983,0.00029472436958346144,0.023639533763306294,0.2,0.7072288293451784,0.2637218,0.96107763
Tafa2,-3.6262355,-2.807894,0.00028758306915214446,0.02313579960514408,0.26666666666666666,0.7291875626880642,0.43059388,1.5620505
Trim9,-3.6264918,-2.5885935,0.0002872979674838204,0.02313579960514408,0.2,0.7386086831924344,0.3306238,1.2110285
Nalcn,-3.6289582,-2.4398153,0.0002845673712821613,0.023031100199854444,0.26666666666666666,0.7460596073936094,0.32966524,1.1374358
Grin2a,-3.6296787,-2.7089267,0.00028377407231316466,0.023031100199854444,0.4,0.8357572718154463,0.8253803,2.2393281
Pdzrn4,-3.6310883,-30.059944,0.0002822287166666449,0.022980259444947724,0.0,0.5414457658690357,0.0,0.7510836
Xkr4,-3.6323695,-1.8349097,0.00028083069395480376,0.022935929320868013,0.6,0.8620504370253618,1.2240828,2.2581813
Rev3l,-3.640345,-2.554023,0.00027227288733061176,0.022304794154187617,0.2,0.7436953718297751,0.26702437,1.028714
Dop1a,-3.6410658,-3.7510223,0.00027151175403295917,0.022304794154187617,0.06666666666666667,0.6065697091273822,0.058265984,0.59210694
Chm,-3.6418827,-3.643782,0.0002706515473611895,0.022304794154187617,0.06666666666666667,0.614951998853704,0.06609111,0.61734974
Dock4,-3.64531,-2.3623915,0.00026706982480000167,0.02208051136115706,0.4,0.8606175669866744,0.8123614,2.0074568
Bach2,-3.6455822,-3.657466,0.0002667872088429953,0.02208051136115706,0.06666666666666667,0.617638630176243,0.08431979,0.7467523
Wdfy3,-3.6479845,-2.5017698,0.00026430566066420205,0.021987285145656683,0.2,0.7523284138128672,0.2724807,1.0202956
Ptpre,-3.6519883,-29.40575,0.000260217776689609,0.021714446147980723,0.0,0.5445622582031809,0.0,0.53721535
Il1rap,-3.6529012,-3.287772,0.00025929407489247127,0.02170477193881839,0.06666666666666667,0.6413168075655538,0.14312893,0.9174025
Faf1,-3.653798,-2.40924,0.0002583895730850622,0.021696649464986315,0.26666666666666666,0.7848903854420404,0.38141114,1.2431729
Kcnq5,-3.6552553,-2.6092005,0.00025692606499299166,0.021641389863202777,0.3333333333333333,0.782526149878206,0.6143131,1.8207647
Specc1,-3.6572413,-2.8946462,0.0002549443432337536,0.021541995291481004,0.13333333333333333,0.6834790084539333,0.16865292,0.8612738
Cdh11,-3.6572893,-2.460996,0.0002548965764176034,0.021541995291481004,0.26666666666666666,0.7283994841667861,0.35286257,1.2029028
9330159F19Rik,-3.6605406,-2.4048014,0.0002516837832256452,0.021401086250864197,0.06666666666666667,0.6560037254621006,0.18729602,0.7375547
Brinp2,-3.663039,-29.63703,0.00024924068775304117,0.0212606262854737,0.0,0.5462100587476716,0.0,0.6069901
Mpped2,-3.6665463,-4.0274773,0.0002458484686919916,0.021038052082018515,0.06666666666666667,0.5988322109184697,0.058265984,0.68229306
Negr1,-3.6666424,-2.2393353,0.0002457561435631486,0.021038052082018515,0.5333333333333333,0.9026723026221521,1.2568548,2.5550642
Synpr,-3.6668825,-30.392162,0.0002455254730092447,0.021038052082018515,0.0,0.5467832067631466,0.0,0.8792696
Fam135b,-3.6668825,-2.9317474,0.0002455254730092447,0.021038052082018515,0.2,0.7011749534317238,0.26008636,1.1837301
Acaca,-3.6754348,-2.6941185,0.0002374446857329084,0.020581092598849188,0.13333333333333333,0.6840521564694082,0.17757018,0.8142603
Raph1,-3.6760113,-3.9603717,0.0002369089918775395,0.020581092598849188,0.06666666666666667,0.6016621292448775,0.058265984,0.65956146
Prickle1,-3.676652,-2.5821564,0.00023631510657036613,0.020581092598849188,0.26666666666666666,0.7425848975497923,0.35801402,1.2747725
Csnk1g1,-3.6791823,-2.4001424,0.000233982889196966,0.02054614455138064,0.13333333333333333,0.6873119358074222,0.21934332,0.8305641
Hecw1,-3.6826577,-2.8248835,0.0002308149670423681,0.020334420211240756,0.2,0.7148946840521565,0.2729251,1.1704564
St7l,-3.6836987,-29.193703,0.00022987391291572653,0.020318131710676222,0.0,0.5492907293308497,0.0,0.47872636
Orc4,-3.6845155,-4.1638603,0.00022913806968394195,0.020318131710676222,0.06666666666666667,0.5933156612695228,0.040920693,0.55887073
Ntrk2,-3.696463,-2.7056499,0.00021862411208021872,0.019581432971984922,0.2,0.7814873191001576,0.37163347,1.3702282
Pals2,-3.6986892,-4.4056983,0.0002167158352256021,0.019475433085324175,0.06666666666666667,0.5915962172230979,0.040920693,0.634104
Ak5,-3.7020524,-3.1796675,0.0002138624669052084,0.019283504985714597,0.13333333333333333,0.6711563261212208,0.18041638,1.0265791
Ddx10,-3.702917,-29.253736,0.0002131344666203109,0.01928256942117089,0.0,0.5521564694082247,0.0,0.4947622
Enox1,-3.7033176,-2.5433378,0.00021279821811484389,0.01928256942117089,0.3333333333333333,0.7870038687491044,0.51086766,1.5865016
Cntn3,-3.7046149,-3.3826692,0.0002117121915084852,0.01928256942117089,0.13333333333333333,0.6640277976787505,0.17534009,1.0982608
Zfp804a,-3.709868,-3.4484217,0.00020736744445994386,0.01895225589332888,0.13333333333333333,0.6613411663562115,0.16658187,1.0914874
Dab1,-3.710973,-2.1984951,0.00020646418382906323,0.018934104503368358,0.5333333333333333,0.8779552944547929,1.31373,2.6015756
Zmynd8,-3.7114053,-2.7869227,0.00020611174103863945,0.018934104503368358,0.13333333333333333,0.6886373405932082,0.17534009,0.8427295
Actr3b,-3.7139678,-29.365858,0.00020403476090053373,0.018904875949646006,0.0,0.5538042699527153,0.0,0.52581596
Sh3gl2,-3.72031,-2.8821256,0.00019897846823392843,0.01850017799808186,0.13333333333333333,0.7136409227683049,0.23800534,1.0922844
Spred2,-3.723609,-3.3407092,0.00019639495737294252,0.01832337675212141,0.06666666666666667,0.6526006591202178,0.108201005,0.76903975
Tnr,-3.73088,-2.8097434,0.00019081205900058678,0.017864529705037515,0.2,0.7384295744375985,0.34420243,1.3560377
Slc12a6,-3.7331061,-3.1585252,0.00018913280651820018,0.017769225563440696,0.06666666666666667,0.65664851697951,0.109683916,0.71055216
Pan3,-3.7340991,-2.5921574,0.00018838827571484893,0.017761378836694704,0.2,0.7504656827625734,0.2611319,1.029386
Lrfn2,-3.7351081,-29.447369,0.00018763455877135612,0.017761378836694704,0.0,0.5569565840378278,0.0,0.54930687
Epha7,-3.736165,-3.0510805,0.00018684799121787153,0.017761378836694704,0.2,0.7095214214070784,0.27316418,1.281905
Tnrc6c,-3.740281,-2.6804607,0.00018381458025336188,0.01757686039646916,0.2,0.7836008024072216,0.3514967,1.3083568
Reep1,-3.7424912,-4.341017,0.00018220490949782383,0.017485163993594736,0.06666666666666667,0.5971127668720447,0.040920693,0.6133034
Flrt2,-3.7428274,-4.3280873,0.00018196112450107933,0.017485163993594736,0.06666666666666667,0.6042771170654821,0.058265984,0.79076326
