names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_COAa-PAA-MEA Barhl2 Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Sorbs2,-3.5314584,-1.1434089,0.0004132749077780952,0.04287527711195914,0.5833333333333334,0.7826133715719663,1.013948,1.5851519
Pigk,-3.5364947,-1.3726138,0.0004054744582644858,0.04222906470374703,0.25,0.5650116508334827,0.2491404,0.5496212
Lrrc28,-3.538977,-2.4540195,0.0004016810880699099,0.04216082357983781,0.1388888888888889,0.4564617314930991,0.07315187,0.34773237
Mboat2,-3.5409522,-1.4752705,0.0003986859168099688,0.04201055131248573,0.3611111111111111,0.6238393977415307,0.28786975,0.6562158
Rnf19a,-3.541128,-2.1907172,0.0003984203446007482,0.04201055131248573,0.16666666666666666,0.48302563183366193,0.10074428,0.39466938
Zfp638,-3.5444684,-1.2504742,0.00039340576906657506,0.041781869623790005,0.4444444444444444,0.7793511381968095,0.6191337,1.1117731
Zfc3h1,-3.5463712,-1.6712745,0.00039057559785561223,0.041645898072937705,0.2777777777777778,0.5734719483778455,0.19496128,0.52212536
Sfswap,-3.5487602,-1.5889274,0.0003870494370617091,0.041434336150789335,0.2777777777777778,0.6006452769313497,0.23475753,0.58555806
Cdkal1,-3.5489154,-1.2946514,0.00038682149732939623,0.041434336150789335,0.3611111111111111,0.6704068829539344,0.37531048,0.75013494
Srsf5,-3.5500944,-1.650508,0.00038509325061475755,0.041434336150789335,0.2777777777777778,0.5835454382505826,0.20570083,0.5405818
Purg,-3.5503838,-1.1884012,0.0003846698742250725,0.041434336150789335,0.3611111111111111,0.6721276214375336,0.40676418,0.7626474
Trpc5,-3.5505595,-1.6522478,0.00038441303655030045,0.041434336150789335,0.2222222222222222,0.5630758200394336,0.2914262,0.7243879
Gm4258,-3.5516558,-1.2654017,0.00038281518980872543,0.041434336150789335,0.4444444444444444,0.724323355440043,0.59999996,1.0906888
Ksr1,-3.5522661,-2.1213589,0.00038192851348286465,0.041434336150789335,0.2222222222222222,0.5067574834199677,0.12739074,0.46444708
Csmd2,-3.553838,-1.3275689,0.0003796530293563211,0.041434336150789335,0.4166666666666667,0.7260440939236422,0.65414804,1.199305
Lcorl,-3.5601878,-1.2874283,0.000370589627876996,0.040978367494053015,0.3333333333333333,0.6656748521240365,0.43758273,0.8501367
Kpna1,-3.5629594,-1.4535822,0.0003666973764946638,0.04071553101822983,0.3055555555555556,0.6018282846388242,0.25298694,0.58133805
Hdac8,-3.56328,-1.4875844,0.0003662496279296947,0.04071553101822983,0.3333333333333333,0.6628069546513712,0.35228428,0.7812693
Chd6,-3.5634248,-1.2321019,0.0003660475864963663,0.04071553101822983,0.4166666666666667,0.7227818605484854,0.48288426,0.89941823
Kalrn,-3.575473,-1.0580347,0.00034959529006612077,0.03946901447091036,0.6944444444444444,0.8472127621437534,1.6526067,2.281111
Ttll11,-3.580044,-1.371299,0.0003435363034251512,0.039113646072177176,0.25,0.5748700483957698,0.25532982,0.5610619
Zmynd11,-3.586787,-1.2333279,0.00033477771990148225,0.0382786269521397,0.4166666666666667,0.7275497400967915,0.50097716,0.92781985
Serinc5,-3.5872936,-2.532786,0.00033412799620124116,0.0382786269521397,0.08333333333333333,0.4393260440939236,0.071499765,0.35691252
Map2k1,-3.5875626,-2.0508664,0.00033378372416236043,0.0382786269521397,0.19444444444444445,0.5210252733464779,0.13006587,0.454605
Map4k3,-3.5882142,-1.3152051,0.0003329509025692664,0.0382786269521397,0.4444444444444444,0.6729162932425166,0.39678934,0.7938718
Atad2b,-3.5897136,-1.2207583,0.0003310414729431534,0.0382786269521397,0.3055555555555556,0.6616239469438967,0.36963356,0.71407366
Pibf1,-3.592816,-1.382542,0.00032712341563274097,0.038216548600225,0.3055555555555556,0.5868076716257393,0.25199497,0.55802476
Pip5k1a,-3.5945225,-1.5926069,0.0003249870252559182,0.038132757068238085,0.3055555555555556,0.5832944972217243,0.21919295,0.55338
Pcnx,-3.6009448,-1.2057674,0.0003170629289898734,0.03736614430683289,0.3888888888888889,0.6473203082989784,0.3665488,0.7037137
Gm49678,-3.607367,-2.0576267,0.0003093199831687066,0.03661422003411078,0.25,0.5565513532891199,0.30694258,0.9145351
Cask,-3.6128068,-1.23375,0.00030290040311464083,0.03601298155615221,0.4166666666666667,0.7367987094461373,0.55266553,1.0062482
Satb2,-3.6189291,-2.7869694,0.00029582463976415504,0.03532803586872376,0.08333333333333333,0.42107904642409033,0.08861629,0.4944091
Igsf11,-3.6243587,-2.6424313,0.00028967950007573764,0.03474860788854942,0.08333333333333333,0.4297185875604947,0.07243249,0.38460803
Zfp704,-3.626127,-1.4977877,0.00028770389855528025,0.03474860788854942,0.2777777777777778,0.6038716615880982,0.25679222,0.60258293
Sdk1,-3.6288986,-2.6597044,0.0002846330107649338,0.03460673755318449,0.1388888888888889,0.46485033160064526,0.11917455,0.5876635
Ryk,-3.6296847,-2.4300349,0.0002837677675741717,0.03460673755318449,0.08333333333333333,0.4416920595088726,0.0668772,0.31680185
Eif2ak4,-3.631691,-2.4102058,0.0002815702817295687,0.03454700214645439,0.1111111111111111,0.4560315468721993,0.07555273,0.3486553
Pde7a,-3.6331387,-1.4634571,0.00027999438379566874,0.03451123436967715,0.19444444444444445,0.5543287327478043,0.20833653,0.49393734
Plekha5,-3.6348968,-1.2734021,0.0002780919047599918,0.03443469806866811,0.4444444444444444,0.7623588456712672,0.7214578,1.2686759
Rprd1a,-3.6383097,-1.3805491,0.00027443338921398524,0.034139005408239734,0.2777777777777778,0.5958773973830436,0.25829652,0.56948817
Znrf3,-3.641195,-1.9838754,0.00027137552091388,0.033915629055609096,0.19444444444444445,0.5086933142140169,0.14340979,0.47620666
Htr4,-3.6463451,-3.0858366,0.00026599662110127995,0.0333987346214551,0.08333333333333333,0.4231582720917727,0.06186177,0.4329631
Tsc22d2,-3.652726,-1.6652158,0.00025947100605193597,0.03273232832213859,0.2777777777777778,0.596952858935293,0.22220378,0.5817581
Setd2,-3.6532328,-1.1956588,0.0002589592506646421,0.03273232832213859,0.3333333333333333,0.6741709983868077,0.38866565,0.7362114
Ccser1,-3.6565628,-1.165105,0.0002556197590522009,0.03255214656745326,0.6388888888888888,0.8628428033697795,1.5761914,2.2621124
Atf7ip,-3.6565938,-1.7096933,0.00025558883651472165,0.03255214656745326,0.3333333333333333,0.6047320308298978,0.21793897,0.58584285
Armc8,-3.6662633,-1.6887994,0.00024612038538889556,0.031642367250715904,0.2777777777777778,0.5863057895680229,0.20083308,0.5406131
Rgs6,-3.669583,-2.319486,0.00024294630933910974,0.03138445832664365,0.19444444444444445,0.5124932783652985,0.20775352,0.76667535
Jam3,-3.6756952,-2.211566,0.00023720264898909927,0.030790508107908683,0.05555555555555555,0.4219752643842983,0.08519794,0.34494787
Usp47,-3.694879,-1.5405741,0.00021999140944005803,0.028834971569045655,0.3333333333333333,0.6315468721993188,0.2678074,0.6383596
Zmynd8,-3.6994915,-1.359897,0.0002160318181812444,0.02845477918887273,0.4166666666666667,0.688689729342176,0.41575125,0.84292156
Nrip1,-3.7012703,-1.9766784,0.00021452275823484904,0.028395204501331987,0.16666666666666666,0.49381609607456534,0.13346569,0.4459477
Dennd1a,-3.7023666,-1.4129485,0.00021359769193817106,0.028395204501331987,0.5,0.8291450080659617,0.876269,1.5545702
Jazf1,-3.7058,-1.3521099,0.00021072449596558977,0.028169986102464663,0.3611111111111111,0.6759275855888152,0.45971897,0.91225183
Nrd1,-3.706679,-1.5749428,0.00020999474639262503,0.028169986102464663,0.2777777777777778,0.6310091414231941,0.26203114,0.6378879
Fam171a1,-3.7070203,-2.0141358,0.00020971207197205627,0.028169986102464663,0.19444444444444445,0.520595088725578,0.12939279,0.4433949
Bcas3,-3.7083235,-1.2056788,0.00020863605344386928,0.028169986102464663,0.4722222222222222,0.7632192149130669,0.6119048,1.0806218
Arhgap17,-3.7104642,-2.3854427,0.00020687955842412284,0.028169986102464663,0.08333333333333333,0.45907868793690626,0.08098022,0.36514902
Sox2ot,-3.71125,-2.5973587,0.00020623815487481162,0.028169986102464663,0.1111111111111111,0.46721634701559417,0.18500882,0.8019539
Zfhx2,-3.7176,-2.454618,0.00020112436944234746,0.0277139067021327,0.16666666666666666,0.4846746728804445,0.08050707,0.3781381
Cyfip1,-3.7178483,-1.1902796,0.0002009269218480252,0.0277139067021327,0.3333333333333333,0.6494712314034773,0.39917836,0.75119406
Atxn1,-3.722378,-1.4564615,0.00019735533627235894,0.02747636210175277,0.4444444444444444,0.7905717870586126,0.84426266,1.5346498
Rcor1,-3.7226157,-2.3510163,0.00019716944563988526,0.02747636210175277,0.16666666666666666,0.4920236601541495,0.09355761,0.40570328
Prkcb,-3.7262974,-1.3924352,0.00019431308065387485,0.027336086267903754,0.5277777777777778,0.798530202545259,0.84851146,1.5057939
Akap13,-3.7282417,-2.1804855,0.0001928203977476154,0.027268863618307503,0.16666666666666666,0.5065423911095178,0.14624709,0.538757
Iqgap2,-3.7369082,-1.748778,0.00018629696187715176,0.026485710929307238,0.16666666666666666,0.5525004481089801,0.30161163,0.7807494
Frmd6,-3.7401452,-2.2217047,0.00018391406089325482,0.02628601497979658,0.027777777777777776,0.39888868972934216,0.073382065,0.30391827
Rsrc2,-3.7452228,-1.7340705,0.0001802336782678243,0.025897748315809835,0.3055555555555556,0.6073131385552967,0.21085507,0.5771045
Sybu,-3.7456882,-1.2877613,0.00017989985909253774,0.025897748315809835,0.4166666666666667,0.7027424269582362,0.5102358,0.9651805
Homer1,-3.7509522,-1.4328548,0.00017616424938840555,0.025586666924683553,0.4166666666666667,0.6891557626814842,0.47598833,0.972978
Upp2,-3.7522967,-1.4689612,0.00017522192646095232,0.025586666924683553,0.3611111111111111,0.7071876680408675,0.4940475,1.0183855
Zc3h13,-3.755244,-1.6188325,0.00017317262651096144,0.025427040843440076,0.3611111111111111,0.6189281233195914,0.24632311,0.6194184
Adarb2,-3.756454,-2.1895874,0.00017233787905672447,0.025427040843440076,0.25,0.5826492202903746,0.35933945,1.089375
Rab10,-3.7670233,-1.2450242,0.00016520553995418724,0.024525264411983487,0.3888888888888889,0.668435203441477,0.37498304,0.7315871
Neo1,-3.7764552,-1.3841046,0.00015907623714427852,0.023746547178148687,0.3333333333333333,0.6750672163470156,0.38881323,0.80665356
Chrna7,-3.7766516,-2.8284533,0.00015895084861268938,0.023746547178148687,0.16666666666666666,0.47542570353109875,0.08005998,0.4650291
Dlgap2,-3.7782028,-1.3038366,0.00015796419980662558,0.023746547178148687,0.5833333333333334,0.8134432694031188,1.3868413,2.1296575
Ryr2,-3.7793922,-1.2766789,0.00015721167545995659,0.023746547178148687,0.5833333333333334,0.8050546692955727,1.2070613,1.898849
Aopep,-3.7801678,-1.3554523,0.00015672271782350147,0.023746547178148687,0.3888888888888889,0.7122781860548485,0.4921777,0.96586317
Ppp1r12a,-3.785163,-1.1747218,0.000153607956761363,0.023585404561016137,0.4722222222222222,0.7772360638107187,0.6604051,1.1352857
Fgfr1op2,-3.7861452,-3.1171405,0.00015300222050886912,0.023585404561016137,0.1111111111111111,0.44724861086216167,0.046285667,0.34433004
Ncald,-3.8074598,-1.3570354,0.00014040159817175864,0.021806884062862165,0.3888888888888889,0.702383939774153,0.5424734,1.0455629
Prkag2,-3.8160536,-1.4928429,0.0001356029841718224,0.021184024329632956,0.3888888888888889,0.6643842982613372,0.42010227,0.90399945
Jmjd1c,-3.8165503,-1.2581431,0.00013533058281446115,0.021184024329632956,0.5,0.798637748700484,0.7135805,1.2500794
Dok6,-3.8198183,-1.3519906,0.0001335501018083081,0.021108771974054343,0.5555555555555556,0.8134791181215272,1.0585201,1.7586048
Mpdz,-3.8305218,-1.91199,0.0001278717595240967,0.020330853126701055,0.25,0.5640437354364581,0.17942098,0.55364233
Cnksr2,-3.8343897,-1.1570697,0.00012587643642430267,0.020132737182863174,0.7222222222222222,0.8614805520702635,1.5431281,2.2197154
Slc24a2,-3.8463862,-1.5696619,0.00011987278208593653,0.01928731529730009,0.6111111111111112,0.8158092848180678,1.0136675,1.8264006
Nos1ap,-3.8503988,-1.4473456,0.0001179256595471478,0.019088328144770253,0.3611111111111111,0.7005915038537373,0.49619034,1.0123329
Tasor,-3.8525395,-1.4507912,0.00011689909843336471,0.019036841060027333,0.3333333333333333,0.6652446675031367,0.33506447,0.73623115
Rere,-3.8535738,-1.2394383,0.00011640619966501764,0.019036841060027333,0.5555555555555556,0.853844775049292,1.034727,1.6646395
Fcho2,-3.8538013,-1.3738594,0.0001162980252799475,0.019036841060027333,0.3055555555555556,0.6532353468363506,0.33285367,0.7048528
Arfgef1,-3.8549492,-1.3474276,0.0001157536806515147,0.019036841060027333,0.4166666666666667,0.7087291629324252,0.43506587,0.8700231
Mtcl1,-3.8569245,-2.205988,0.00011482263619162448,0.019036841060027333,0.027777777777777776,0.4105395232120452,0.078162484,0.31852823
St7,-3.8571622,-1.320057,0.0001147109985682356,0.019036841060027333,0.4444444444444444,0.6819860189998208,0.43688786,0.86201876
Pacrg,-3.8641224,-1.8426042,0.00011148934663993231,0.01890014889951459,0.19444444444444445,0.5501344326940312,0.18597849,0.5499009
Nckap1,-3.8650324,-1.0838938,0.00011107445645075843,0.01890014889951459,0.5277777777777778,0.7897472665352213,0.7492104,1.2132006
Auts2,-3.8657563,-1.2541065,0.00011074547070070202,0.01890014889951459,0.6944444444444444,0.9057178705861265,1.9085268,2.6877437
Ppm1l,-3.8661182,-1.5854211,0.00011058132274488959,0.01890014889951459,0.3888888888888889,0.6759634343072235,0.40453863,0.914814
Cep112,-3.868135,-2.2858155,0.00010967097788655997,0.01890014889951459,0.1111111111111111,0.4903387703889586,0.13483495,0.5329182
Kcnma1,-3.874433,-1.1646675,0.0001068732101485943,0.018769170958776005,0.6388888888888888,0.8577881340742068,1.5405389,2.2214801
Nlgn1,-3.8814344,-1.0519049,0.00010384214165949011,0.018356831226253284,0.8333333333333334,0.9546872199318874,2.7089627,3.4029925
Cttnbp2,-3.8825824,-1.5567873,0.00010335298053295086,0.018356831226253284,0.5277777777777778,0.8162394694389675,0.9948012,1.7940363
Map4k4,-3.8825927,-1.4968799,0.00010334858357656396,0.018356831226253284,0.3055555555555556,0.6359562645635418,0.2953611,0.6779248
Slc44a1,-3.8884256,-1.2377604,0.00010089663246997872,0.018195251774955224,0.3888888888888889,0.710521598852841,0.49627292,0.9224425
Kdm7a,-3.890432,-1.9211994,0.00010006599903396132,0.018167387797584734,0.2222222222222222,0.580426599749059,0.18574275,0.57270294
Map3k3,-3.892924,-1.7232761,9.904311900224002e-05,0.018104004133266596,0.25,0.5973113461193762,0.21518274,0.58374506
Fto,-3.8957267,-1.4623814,9.79047023801837e-05,0.018018488718873533,0.3888888888888889,0.742642050546693,0.45918396,0.95779103
Prkg1,-3.90127,-1.4886253,9.5689357960113e-05,0.017732227919918873,0.5555555555555556,0.8108263129593117,1.1287627,1.9271815
Cyp7b1,-3.9087057,-2.0662584,9.279191240947936e-05,0.0173147131002966,0.16666666666666666,0.5245025990320846,0.1698216,0.5738955
Helz,-3.9089642,-1.6916417,9.269267291898346e-05,0.0173147131002966,0.3055555555555556,0.6240186413335723,0.24105078,0.6315482
Atosa,-3.9092124,-2.1105263,9.259749731962788e-05,0.0173147131002966,0.2222222222222222,0.5488797275497401,0.13921517,0.49777687
Ski,-3.9097812,-1.9201468,9.237973457045167e-05,0.0173147131002966,0.2222222222222222,0.5503853737228894,0.15474048,0.49064842
Diaph2,-3.9101226,-1.3199512,9.224930917998571e-05,0.0173147131002966,0.5,0.7731493099121707,0.7108645,1.2769903
Cdc73,-3.919699,-1.5804807,8.865961818363276e-05,0.017138733385569874,0.2777777777777778,0.6147338232658183,0.2461212,0.60680956
Rapgef2,-3.9313543,-1.3652577,8.446871265143376e-05,0.016566965758715513,0.5277777777777778,0.7670550277827568,0.66579574,1.2346572
Syt17,-3.9334846,-3.5857635,8.37231990832817e-05,0.01654148793652779,0.08333333333333333,0.4392184979386987,0.039741006,0.3966035
Rbm26,-3.9356668,-1.3948472,8.296603968958082e-05,0.016513314714511382,0.3611111111111111,0.7181573758738126,0.43501687,0.8891713
Ralgapa2,-3.937094,-1.5724806,8.247434126110811e-05,0.016513314714511382,0.3333333333333333,0.7078329449722173,0.45088613,0.9911704
Tanc1,-3.9439402,-2.0182433,8.015366858946258e-05,0.016193451691720748,0.19444444444444445,0.5460118300770748,0.2121159,0.67151
Snx24,-3.9483044,-2.5776465,7.870669127046595e-05,0.01602158177604106,0.1111111111111111,0.4859652267431439,0.0820349,0.412353
Zc3h12b,-3.949928,-1.8185045,7.817469119597249e-05,0.01602158177604106,0.3055555555555556,0.5998566051263667,0.21467045,0.6122569
Pam,-3.9510243,-1.5710483,7.781743093239226e-05,0.01602158177604106,0.4444444444444444,0.7309195196271733,0.59092635,1.2219471
Tnrc6b,-3.9561539,-1.1417861,7.616613692892213e-05,0.015864993017675487,0.5277777777777778,0.8064886180319054,0.76806283,1.2669011
Nxpe4,-3.9612832,-2.5545945,7.454801512934737e-05,0.015649259113480966,0.1388888888888889,0.49829718587560495,0.09226,0.4496865
Itga8,-3.9742415,-1.9909809,7.060387842854307e-05,0.014938001680117736,0.16666666666666666,0.5444344864671088,0.23050931,0.70828414
Lmo3,-3.9805603,-2.1004214,6.875299559081755e-05,0.014661849139089425,0.1111111111111111,0.5020613013084783,0.15462002,0.5406211
Prkca,-3.988296,-1.560111,6.654958515964162e-05,0.014305498825916564,0.4444444444444444,0.7610682918085678,0.6295878,1.276921
Camk4,-3.9937255,-1.8335832,6.50431687990649e-05,0.014094435045410275,0.3888888888888889,0.6269940849614626,0.33508784,0.8832645
Myo6,-3.9952767,-2.4602733,6.461872783756559e-05,0.014094435045410275,0.16666666666666666,0.5314214016848897,0.12204894,0.5390444
Klhl2,-3.9999719,-1.4936022,6.335000439172896e-05,0.014067889405006258,0.3611111111111111,0.6872916293242517,0.41315418,0.89222956
Exoc6,-4.014202,-1.7174745,5.964720126024354e-05,0.013356002482189534,0.19444444444444445,0.5640795841548665,0.19025505,0.524228
Dnajc1,-4.016653,-1.2178853,5.9030496858972065e-05,0.013328986979836803,0.4722222222222222,0.7528947840114716,0.62462056,1.1045718
Gabra5,-4.0287633,-2.2636108,5.6071011236125005e-05,0.012768034507751517,0.2222222222222222,0.5485929378024735,0.15901749,0.60303223
Tnrc6c,-4.030118,-1.3814135,5.574881603564265e-05,0.012768034507751517,0.4722222222222222,0.7836888331242158,0.711369,1.3086127
Psd3,-4.044183,-1.2672563,5.250589655999237e-05,0.012162357246267198,0.5,0.7818605484853917,0.6916795,1.2237656
Ppm1h,-4.047927,-1.478511,5.1673316930116264e-05,0.012073582834019337,0.3333333333333333,0.6759275855888152,0.38507134,0.8367833
Acvr1,-4.057865,-1.8157852,4.952334349168133e-05,0.011672738944048047,0.2222222222222222,0.5815020613013084,0.20038326,0.5772309
Rapgef4,-4.070255,-1.4229432,4.696178214948375e-05,0.011166929967757772,0.4444444444444444,0.7259365477684173,0.6232097,1.1996863
Zcchc7,-4.0713716,-1.5094608,4.6737135630940794e-05,0.011166929967757772,0.4444444444444444,0.8283204875425704,0.8080567,1.5130135
Yeats2,-4.075301,-2.238745,4.5954785842610075e-05,0.011124370230548943,0.2222222222222222,0.5544362789030293,0.12573105,0.49002337
Wdr7,-4.1039586,-1.2781775,4.0614039580622614e-05,0.010011919665425043,0.4722222222222222,0.7339666606918802,0.5456461,1.0152763
Arhgap21,-4.1087675,-1.4213809,3.977764535486762e-05,0.009896530839678638,0.4444444444444444,0.7137121347911812,0.45833465,0.93896264
Vps13c,-4.110215,-1.5910151,3.952904664339736e-05,0.009896530839678638,0.4444444444444444,0.6732030829897832,0.34411994,0.80532646
Zfpm2,-4.116865,-1.9819986,3.840608644110994e-05,0.00973558059125117,0.3611111111111111,0.674206847105216,0.49734032,1.2656488
Ryr3,-4.1203294,-1.7215043,3.783309402487718e-05,0.009681668918556664,0.4722222222222222,0.7202724502599032,0.6845737,1.4449124
Pde4b,-4.1229563,-1.8174355,3.7404065086390714e-05,0.009663915662224215,0.4444444444444444,0.7640795841548664,0.7892537,1.65549
Sipa1l1,-4.1232767,-1.464143,3.7352020664697476e-05,0.009663915662224215,0.4444444444444444,0.754292884029396,0.66737694,1.286091
Prickle2,-4.124642,-1.5521185,3.7131180773284255e-05,0.009663915662224215,0.4722222222222222,0.8120451693851944,0.9035195,1.668783
Lrfn2,-4.127641,-1.9233878,3.66503475915393e-05,0.009663915662224215,0.19444444444444445,0.5571249327836529,0.17653719,0.5494926
Dnajc13,-4.130247,-1.9462416,3.623732629638831e-05,0.009663915662224215,0.2777777777777778,0.600788671804983,0.1865181,0.58232176
Celf2,-4.144426,-1.5941929,3.406661661449456e-05,0.009340510086035396,0.8055555555555556,0.9668399354723068,2.6531746,3.709932
Dennd4a,-4.1448393,-1.5057716,3.400517759144572e-05,0.009340510086035396,0.3888888888888889,0.7044273167234272,0.4016424,0.87698114
Zfp608,-4.1558948,-1.6612865,3.2401678817979404e-05,0.00906909489415736,0.3611111111111111,0.6603333930811973,0.345082,0.8344241
Tsga10,-4.1566706,-2.8048823,3.2291918258872294e-05,0.00906909489415736,0.16666666666666666,0.5112027245025991,0.077002555,0.4442714
Srek1,-4.1571465,-1.362634,3.222477331675392e-05,0.00906909489415736,0.4444444444444444,0.7314930991217063,0.4864598,0.95980775
Neto1,-4.157353,-1.7234412,3.219562125532523e-05,0.00906909489415736,0.4444444444444444,0.6922746011830077,0.48209402,1.113702
Sez6,-4.1649647,-28.424131,3.114008554251439e-05,0.00906909489415736,0.0,0.4010396128338412,0.0,0.3076143
Foxp1,-4.1658025,-1.4055384,3.1025948984426064e-05,0.00906909489415736,0.4722222222222222,0.7960207922566769,0.79106104,1.4336947
Dcaf8,-4.174686,-2.4386735,2.9839748541508925e-05,0.009008921834947696,0.16666666666666666,0.5406703710342355,0.10252151,0.4607769
Atf7,-4.184128,-1.9958026,2.862628782485081e-05,0.008740776748337968,0.2777777777777778,0.616060225846926,0.19846502,0.62890947
Cpeb2,-4.2106547,-2.1239417,2.5463181341019847e-05,0.007864318191186244,0.25,0.5965943717512099,0.18010026,0.6206621
Ncoa1,-4.213064,-1.3693962,2.51929392114026e-05,0.007864318191186244,0.4722222222222222,0.7874170998386808,0.6545025,1.2201673
Mcu,-4.23381,-1.9503957,2.2976526251525865e-05,0.0072632854162176476,0.2777777777777778,0.6217601720738484,0.23560435,0.70644593
Tulp4,-4.234823,-1.710938,2.287314688090263e-05,0.0072632854162176476,0.2777777777777778,0.6796558523032802,0.3073548,0.7783931
Zbtb20,-4.234916,-1.6748796,2.2863675081739277e-05,0.0072632854162176476,0.5833333333333334,0.8689012367807851,1.3483123,2.3128104
Mrtfa,-4.24107,-1.8122138,2.224569813047984e-05,0.0072632854162176476,0.2777777777777778,0.6410826312959311,0.25562713,0.7045252
Nalf1,-4.2449684,-1.287882,2.1862402822607107e-05,0.0072523798005364555,0.7222222222222222,0.9004122602616956,2.0402193,2.853039
Kat6b,-4.2535934,-1.5257205,2.10366901318951e-05,0.007065698298050266,0.4166666666666667,0.708370675748342,0.40891367,0.897952
