names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Microglia (for_DEGs),mean_expr_Rest (for_DEGs)
Cyrib,31.095491,1.8571483,2.7714487882279386e-212,3.838599429880655e-210,0.7516181229773463,0.7231056364315043,1.841454,0.90198463
Macf1,30.98303,1.0273973,9.125968141932629e-211,1.2199739501180584e-208,0.8802588996763754,0.8769316909294513,2.416986,1.7934189
4933406I18Rik,30.93435,2.5354202,4.125610783383281e-210,5.381318531529551e-208,0.709546925566343,0.5835386338185891,1.7464527,0.59696984
Ivns1abp,30.918081,3.5510798,6.826697647842562e-210,8.861515255919306e-208,0.6601941747572816,0.3885031728256812,1.5410769,0.27236685
Ptprc,30.910393,6.0779796,8.660378652867434e-210,1.1187710307814805e-207,0.5444983818770227,0.051325121313923104,1.1871091,0.033158984
Lair1,30.72604,5.5466347,2.555851971070399e-207,3.164780758648001e-205,0.5533980582524272,0.07872340425531915,1.2222139,0.049963403
Maf,30.490591,3.7566187,3.472869762383014e-204,4.0572178484883294e-202,0.6116504854368932,0.21060097051138485,1.4148393,0.20744097
Mir99ahg,30.471083,1.2204031,6.2983414383344774e-204,7.326252573508546e-202,0.9231391585760518,0.8714072415080254,2.8487747,2.0770679
Fcrls,30.399286,5.836366,5.613459998627227e-203,6.2847362567964e-201,0.5396440129449838,0.05658827920865995,1.1854074,0.03899378
Selplg,30.266174,5.625853,3.1964773373174533e-201,3.435573842148799e-199,0.5412621359223301,0.06401642403882045,1.1930013,0.045466576
E230029C05Rik,30.247873,3.9632359,5.564436129144503e-201,5.93319042817908e-199,0.6302588996763754,0.31933557297499066,1.5142752,0.20486003
St3gal6,30.207916,4.492314,1.8643417927361143e-200,1.9492164969190423e-198,0.580906148867314,0.15711086226203808,1.3207313,0.11512377
Ctss,30.187407,4.845018,3.465889098668115e-200,3.568139466713113e-198,0.5647249190938511,0.11026502426278462,1.2906675,0.087726615
Adap2,30.121044,6.0383806,2.569421407957439e-199,2.5761325832767306e-197,0.5307443365695793,0.048712206047032476,1.1529423,0.03244596
Tbc1d5,30.038067,1.5553275,3.1260183018301298e-198,3.0323506054215013e-196,0.7823624595469255,0.7776409107876073,1.9794885,1.1387442
C1qa,29.958496,4.870707,3.4102387563373384e-197,3.2494012547086624e-195,0.5631067961165048,0.11601343784994401,1.3608712,0.0944985
Rasgrp3,29.890034,5.051422,2.651736951641416e-196,2.4401428729659193e-194,0.5453074433656958,0.08253079507278835,1.2072377,0.068305336
Bmp2k,29.826786,3.8611248,1.756246669472552e-195,1.5782725086530926e-193,0.6092233009708737,0.24710712952594252,1.3877983,0.18802175
Ubash3b,29.607527,2.8816519,1.195489744555628e-192,1.0295772255195425e-190,0.6699029126213593,0.4298245614035088,1.5978085,0.4284662
Lrch1,29.159622,2.3284438,6.308331671859696e-187,4.985437412437354e-185,0.6957928802588996,0.5998880179171333,1.6149535,0.58884275
Lgmn,29.09598,3.7891335,4.0358413385480264e-186,3.1432770077329123e-184,0.6140776699029126,0.29257185516983947,1.4179481,0.20401344
Sirpa,29.07457,2.8438103,7.528649383722155e-186,5.829821583303005e-184,0.6771844660194175,0.5147443075774543,1.5687233,0.42486393
Tbxas1,29.036764,5.707969,2.2611877816130582e-185,1.7359461626269393e-183,0.5194174757281553,0.06226203807390818,1.1188494,0.03867689
Arhgap5,28.897253,2.0887094,1.2926673575438646e-183,9.72940389277413e-182,0.732200647249191,0.6888391190742814,1.839764,0.8086267
Snx29,28.695526,2.4118664,4.338627276426885e-181,3.185216254578973e-179,0.691747572815534,0.6002986188876447,1.6201932,0.56634164
Plcl1,28.428108,1.8598223,9.089081727518119e-178,6.310688010811676e-176,0.7977346278317152,0.6795446061963419,2.1956596,1.1632142
Wnk1,28.330961,1.6250728,1.4366223363254014e-176,9.847459739046821e-175,0.7556634304207119,0.7607316162747294,1.8462524,1.0042683
Laptm5,28.28296,5.614335,5.599990562741882e-176,3.771221714808882e-174,0.5080906148867314,0.06091825307950728,1.118915,0.04122158
Serinc3,28.069479,2.909065,2.3109384027854718e-173,1.4819788754855757e-171,0.6585760517799353,0.48327734229189995,1.5055357,0.38310885
Nav3,27.63326,0.99275213,4.435376976182854e-168,2.6250788403091033e-166,0.9530744336569579,0.8947741694662187,3.319731,2.6667833
Sparc,27.573837,4.2313757,2.2921400781230935e-167,1.3389087804166852e-165,0.5372168284789643,0.12795819335572975,1.245331,0.12373625
Frmd4b,26.621536,2.1336865,3.8239513887191787e-156,1.902769885460821e-154,0.6974110032362459,0.5614035087719298,1.6766844,0.6885124
Bank1,26.319042,5.9312,1.1611773494542393e-152,5.4262322399713755e-151,0.4692556634304207,0.04908547965658828,1.0535411,0.030150533
Dock10,26.120338,1.8581736,2.1420612125112172e-150,9.673476433643092e-149,0.7775080906148867,0.5827547592385218,1.9767982,0.9989837
Rap1gds1,26.006765,1.6602849,4.1521884905499295e-149,1.8380445591610642e-147,0.6998381877022654,0.6981709593131765,1.648794,0.8454394
Itgam,25.965782,5.8283706,1.2063538827527907e-148,5.287883985247551e-147,0.46116504854368934,0.043337066069428894,0.9594222,0.027943473
Tgfbr2,25.851828,4.6178293,2.3206727985316446e-147,9.993025335984822e-146,0.4886731391585761,0.09757372153788726,1.0270667,0.07047706
Fgd2,25.513733,6.0301266,1.3879897703717091e-143,5.685256879556071e-142,0.4522653721682848,0.04180664427025009,0.94398326,0.023743244
Wasf2,24.913769,3.4149296,5.277266302176481e-137,2.005659767177964e-135,0.558252427184466,0.296976483762598,1.2171508,0.20123498
Vsir,24.87775,5.5638065,1.2955912762647e-136,4.8894013473641133e-135,0.44741100323624594,0.04968271743187757,0.94250727,0.032579057
Skap2,24.868448,3.3406987,1.6334981701224103e-136,6.155974169872254e-135,0.5679611650485437,0.32915266890630834,1.2927467,0.23179467
0610040J01Rik,24.6901,4.00222,1.3662150808876706e-134,5.001389539979797e-133,0.5056634304207119,0.17226577081000374,1.108998,0.11934808
Nek7,24.60085,3.182897,1.2370419803972539e-133,4.443759092683718e-132,0.551779935275081,0.2750653228816723,1.182082,0.22233558
Camk1d,24.591745,0.7213098,1.5480437917877263e-133,5.546124891378161e-132,0.9150485436893204,0.9553191489361702,2.7649531,2.3050158
Ptprj,24.242453,1.4746577,7.942298261788068e-130,2.704810574071551e-128,0.6974110032362459,0.7123926838372527,1.7019126,0.9607231
Pik3ap1,24.090559,5.987346,3.1394457744241417e-128,1.0518317700595598e-126,0.42637540453074435,0.03613288540500187,0.87208277,0.021702632
Zswim6,24.01276,1.4313067,2.0459828814809045e-127,6.720728609461113e-126,0.6998381877022654,0.7122433743934304,1.6811464,0.9635593
Vis1,24.001467,6.0983977,2.6843994631023753e-127,8.77491649313392e-126,0.4255663430420712,0.037663307204180665,0.91649395,0.021663321
C1qb,23.960413,4.6709905,7.197141753274628e-127,2.3327768264232722e-125,0.4538834951456311,0.08200821201941023,1.0272847,0.06803445
Myo1f,23.729246,5.9699903,1.7999083522940827e-124,5.6433532585929995e-123,0.4223300970873786,0.03990294886151549,0.87729245,0.022157393
Jmjd1c,23.704391,1.0041854,3.248706948061488e-124,1.0162136867801185e-122,0.7370550161812298,0.7993654348637551,1.7600765,1.2236198
Chn2,23.624899,3.0606492,2.138668347049257e-123,6.582590891777038e-122,0.5444983818770227,0.28040313549832024,1.2272004,0.25390372
Rrbp1,23.585363,3.2062428,5.447093140713842e-123,1.6670090283710814e-121,0.5420711974110033,0.2795819335572975,1.1600037,0.2129143
Naaladl2,23.53315,1.0660676,1.8679323892101751e-122,5.6970877750371635e-121,0.8325242718446602,0.8638297872340426,2.2596998,1.6288644
Unc93b1,23.392735,5.327997,5.066957919918311e-121,1.5127684367578335e-119,0.4279935275080906,0.058268010451661065,0.87923205,0.03447711
Cyfip1,23.299412,1.737314,4.494480488037479e-120,1.3212985854876047e-118,0.6553398058252428,0.6469951474430757,1.4992329,0.7145281
Zeb2,23.234308,1.0069641,2.0499391877603814e-119,5.935545902491535e-118,0.8980582524271845,0.8566629339305711,2.668424,2.0381384
Mgat4a,23.098913,2.840316,4.747972871008431e-118,1.350032074539646e-116,0.5768608414239482,0.4244494214259052,1.2642977,0.30361378
Dennd4a,23.075909,1.5642031,8.0835405756112e-118,2.2887748710924439e-116,0.6699029126213593,0.7037700634565136,1.5900476,0.8416494
Nckap1l,22.86611,5.902171,1.0105177557793859e-115,2.773504810806139e-114,0.406957928802589,0.03699141470698022,0.8172477,0.020919714
Gpr34,22.633036,5.090449,2.0499468548015528e-113,5.432157000840012e-112,0.4174757281553398,0.05908921239268384,0.8684162,0.03979386
Itpr2,22.49268,2.9879146,4.895287989737874e-112,1.2684319024518484e-110,0.5105177993527508,0.21287793952967526,1.079401,0.21906123
Etv6,22.454517,2.4187376,1.1560437868722573e-111,2.983947795701974e-110,0.5881877022653722,0.46117954460619637,1.292501,0.40151268
Ccr5,22.182318,5.740151,5.0888740788043665e-109,1.2743527166586516e-107,0.39967637540453077,0.043523702874206795,0.841444,0.024390206
Itga6,22.181412,3.702038,5.192408833196313e-109,1.2990691373182956e-107,0.470873786407767,0.16995147443075775,1.0187857,0.12750418
Csf3r,22.033937,5.820612,1.3620556118690202e-107,3.33927320172633e-106,0.3932038834951456,0.03669279581933557,0.79498065,0.021259738
Dip2b,21.951727,1.4299017,8.33724694610238e-107,2.009164353737856e-105,0.6674757281553398,0.7184023889511012,1.5332105,0.8537436
Eeig2,21.86838,3.7051795,5.197004235575913e-106,1.240173213232014e-104,0.4854368932038835,0.2215752146323255,1.0578138,0.13465852
Cttnbp2nl,21.85794,3.427518,6.532467036357264e-106,1.551966306515647e-104,0.5072815533980582,0.27215378872713697,1.0936357,0.16932146
Pld1,21.785704,3.7455618,3.1704024549328943e-105,7.466144957409893e-104,0.44660194174757284,0.1299365434863755,0.93240374,0.10872823
Cd180,21.76694,5.824559,4.774616807912923e-105,1.1185174684273778e-103,0.38996763754045305,0.038671145949981334,0.8095169,0.021762222
Ifitm10,21.730806,4.324749,1.0494248305823119e-104,2.4435047831669604e-103,0.43851132686084143,0.1253826054497947,0.9180143,0.072384626
Hk2,21.704924,5.7768507,1.84330037323211e-104,4.266105170434693e-103,0.3883495145631068,0.03729003359462486,0.80199367,0.02218542
Pros1,21.36979,4.190645,2.5527949036139876e-101,5.594910200661325e-100,0.4320388349514563,0.12284434490481523,0.9003618,0.07694393
C1qc,21.303064,4.6381135,1.0633228079527435e-100,2.3172330778337564e-99,0.4053398058252427,0.07140724150802538,0.91038024,0.057936434
Camk2d,21.09695,1.6101272,8.483218378020316e-99,1.796249628190748e-97,0.6496763754045307,0.5555057857409481,1.5070461,0.7658723
Cyth4,21.064028,5.440853,1.7008252617158954e-98,3.573195839116975e-97,0.38349514563106796,0.04650989175065323,0.75761116,0.025753284
Cd84,20.782682,5.8234763,6.208994720673571e-96,1.2469034988378088e-94,0.3705501618122977,0.03307204180664427,0.7442542,0.019322718
Il6ra,20.505915,4.399883,1.9065271588588567e-93,3.6617859012535724e-92,0.4134304207119741,0.11519223590892123,0.8422599,0.060723014
Blnk,20.356686,5.0086975,4.05067915948387e-92,7.638017474760111e-91,0.3826860841423948,0.06424038820455394,0.76736397,0.035220634
8030442B05Rik,20.293076,5.9842386,1.4803923797710692e-91,2.762371058642266e-90,0.3616504854368932,0.03198954833893244,0.75870085,0.017778106
Asap1,20.040777,1.1589214,2.4294732307206127e-89,4.3694742777418245e-88,0.6844660194174758,0.7010451661067563,1.6001976,1.0191355
Cflar,20.022045,3.9761953,3.538890987835731e-89,6.343562431163848e-88,0.41828478964401294,0.13602090332213512,0.85157096,0.081906855
Maml2,19.851255,1.6761891,1.0748253958196905e-87,1.882696113798897e-86,0.6504854368932039,0.5357969391564017,1.5848266,0.7946155
Rbm47,19.83402,5.5973434,1.5143897811893352e-87,2.6371777978326273e-86,0.3567961165048544,0.03519970138111236,0.7331124,0.02209387
Itga9,19.731758,3.9750392,1.150969177225976e-86,1.983742257348427e-85,0.40614886731391586,0.11866368047779022,0.84747916,0.08140896
Sall1,19.662302,4.590814,4.536694791420691e-86,7.759451880679438e-85,0.3737864077669903,0.06558417319895483,0.75210696,0.045488115
Tns3,19.56294,2.809011,3.2007890019224845e-85,5.398945416299884e-84,0.4854368932038835,0.26506159014557673,1.0439554,0.2331868
Abca1,19.550222,2.987367,4.107205378479342e-85,6.914825095221799e-84,0.4741100323624595,0.2492347891004106,1.0107737,0.19916837
Phf14,19.480236,0.79923016,1.6153232189075717e-84,2.699237244530252e-83,0.691747572815534,0.7972751026502426,1.6376133,1.2180864
Smap2,19.454443,2.211049,2.6724103082772773e-84,4.454569788052757e-83,0.5703883495145631,0.5198954833893243,1.2398196,0.4254135
Rgs10,19.100328,4.4705644,2.5090398180312747e-81,4.0058169881461886e-80,0.3713592233009709,0.07525195968645017,0.7420983,0.04843857
Fgf13,18.822182,1.7452339,4.969475420896515e-79,7.68295768466567e-78,0.6310679611650486,0.6381112355356476,1.6776253,0.83220905
Anxa3,18.591045,5.18424,3.7970227349247635e-77,5.702962598514723e-76,0.33818770226537215,0.03665546845837999,0.6800432,0.026434932
Lcp2,18.522383,5.5269995,1.3627182846159026e-76,2.0274773149296402e-75,0.3389967637540453,0.041209406494960805,0.66366184,0.020221319
Ttc28,18.382862,2.1252308,1.8020685190846328e-75,2.614556215324195e-74,0.5493527508090615,0.4612915266890631,1.2294978,0.44120985
2610203C22Rik,18.102955,4.383992,3.020187225916575e-73,4.2069689352192e-72,0.3705501618122977,0.10335946248600224,0.7698368,0.054042704
Tmem135,18.052172,1.252175,7.584782197954943e-73,1.050531431232213e-71,0.616504854368932,0.7048152295632699,1.3891095,0.817211
Gm5086,18.049677,5.2908072,7.935356566326938e-73,1.0985215401195508e-71,0.3365695792880259,0.04953340798805524,0.66650987,0.023913985
Lims1,17.5199,1.8704941,1.0100379969569928e-68,1.3098320935441312e-67,0.5655339805825242,0.5636431504292646,1.2625332,0.5265587
Ppm1h,17.51853,1.2233896,1.03465453693608e-68,1.3411079308959221e-67,0.61084142394822,0.6767077267637178,1.3646282,0.8100904
F11r,17.501333,5.432806,1.3995298971336691e-68,1.808820025780745e-67,0.3187702265372168,0.03523702874206794,0.6338859,0.02027945
Cd33,17.422897,5.940798,5.530503247369758e-68,7.059602007450137e-67,0.3098705501618123,0.024300111982082866,0.5997008,0.013286179
Wdfy4,17.331114,5.582179,2.7397348817936907e-67,3.4480878816766496e-66,0.3155339805825243,0.03508771929824561,0.61844796,0.017710954
Nfia,17.243216,0.975734,1.2583915629475918e-66,1.5661408659750715e-65,0.7305825242718447,0.7386338185890258,1.8270907,1.2953073
Aim2,17.113773,4.41671,1.1715664369946775e-65,1.4309086437294083e-64,0.3454692556634304,0.08671145949981336,0.69089144,0.04555604
Irf8,16.950254,5.5656643,1.9162321973461487e-64,2.282320883984531e-63,0.30663430420711973,0.030683090705487123,0.5912785,0.016880771
Akap13,16.909086,1.789546,3.856381805431019e-64,4.5627908019344555e-63,0.5444983818770227,0.5029861888764464,1.1890342,0.5072088
Marcks,16.882105,2.0708933,6.093292802930299e-64,7.190460149966497e-63,0.540453074433657,0.46883165360209034,1.1871513,0.43316296
Lrrk1,16.870329,4.7533956,7.438172701237013e-64,8.754432785030159e-63,0.3163430420711974,0.04535274356103024,0.6097775,0.030669002
Vav1,16.730227,5.9700327,7.89368682827845e-63,9.083655891899013e-62,0.2977346278317152,0.023292273236282194,0.56972224,0.012173889
Slc16a6,16.723717,3.471591,8.805252820796978e-63,1.011098902969294e-61,0.40129449838187703,0.19581933557297498,0.8116437,0.10690407
Plcg2,16.62597,4.491827,4.519820644002734e-62,5.133033842111304e-61,0.32928802588996764,0.07334826427771557,0.6441006,0.039404016
Hck,16.592325,5.2626,7.91949807092205e-62,8.95987002802844e-61,0.30906148867313915,0.04311310190369541,0.6167403,0.021973891
Gnaq,16.575321,0.48528886,1.050996122701061e-61,1.1860674429641962e-60,0.7079288025889967,0.8304217991787981,1.6662767,1.4027387
Tmem119,16.487617,5.264064,4.50360692137752e-61,5.031680581181453e-60,0.30097087378640774,0.032661440836132885,0.5919698,0.020797089
Ptgs1,16.461123,4.8433976,6.979351625238486e-61,7.76543180828812e-60,0.3131067961165049,0.05181037700634565,0.6171639,0.02930217
P3h2,16.455563,2.6237776,7.650852594097023e-61,8.496741559192543e-60,0.4587378640776699,0.3248600223964166,0.98295677,0.24006061
Il10ra,16.423687,5.809109,1.2945755584743653e-60,1.4332610323941572e-59,0.29449838187702265,0.025793206420306084,0.570737,0.01363229
Hpgd,16.374422,5.1273093,2.912592546558107e-60,3.202183376678246e-59,0.3074433656957929,0.0456140350877193,0.64400655,0.025537752
Cd86,16.348574,5.7689695,4.452837164067e-60,4.881588518909844e-59,0.2936893203883495,0.02642777155655095,0.59324616,0.01474242
Abhd12,16.316277,1.836501,7.560858066681102e-60,8.241795385465363e-59,0.5606796116504854,0.5832400149309444,1.2514536,0.52987367
Kansl1,16.277208,0.42149422,1.4325882305804288e-59,1.5496636777655444e-58,0.7257281553398058,0.8416573348264278,1.7389082,1.5046589
Pla2g4a,16.250408,3.8787198,2.2188553869738753e-59,2.3915220316080236e-58,0.3325242718446602,0.08346397909667787,0.67741853,0.06378148
Dapp1,16.233877,4.9347224,2.9051627899044747e-59,3.1274729232665555e-58,0.3017799352750809,0.040126913027248974,0.58344096,0.025572198
Nrip1,16.223024,2.04973,3.4669348516973315e-59,3.7262615786042915e-58,0.5242718446601942,0.4906681597611049,1.1366923,0.41289237
Pld4,16.15914,5.5121846,9.791829337795955e-59,1.0436590809463598e-57,0.29207119741100324,0.02803284807764091,0.57703954,0.016962724
Hivep3,16.024584,0.5973497,8.606574156490495e-58,9.026488976772037e-57,0.6949838187702265,0.7845464725643897,1.6395112,1.3203623
Pan3,15.834091,0.82864153,1.8105675512218661e-56,1.8455975000505137e-55,0.6262135922330098,0.7542739828294139,1.410797,1.0097982
Cmtm7,15.744866,5.5294046,7.448861850555684e-56,7.493482513082412e-55,0.28559870550161814,0.02877939529675252,0.56563354,0.016333036
Fhit,15.699445,1.7867407,1.5257199962188307e-55,1.526288023023082e-54,0.5461165048543689,0.5466592011944755,1.3444095,0.5998935
Casp8,15.697256,5.482406,1.5792566701991083e-55,1.578082065014877e-54,0.28398058252427183,0.027584919746173945,0.55567116,0.01648543
Chd7,15.386347,2.1883578,2.021271366758439e-53,1.9403916264665688e-52,0.4587378640776699,0.317879805897723,0.9728114,0.3082164
Elk3,15.214488,4.010728,2.834276774216352e-52,2.648939719067596e-51,0.3220064724919094,0.09570735349010825,0.6355608,0.053629685
Lhfpl2,15.102181,3.3491797,1.5666403473202364e-51,1.4406442892708676e-50,0.35841423948220064,0.1561030235162374,0.74584717,0.10323241
Rhoh,15.068277,5.869462,2.618520055723983e-51,2.397261802293132e-50,0.26941747572815533,0.021836506159014557,0.51612926,0.011488501
Atp8a2,14.973691,1.2075303,1.0909477207487618e-50,9.863312670430427e-50,0.5687702265372169,0.6419559537140724,1.2784824,0.75236505
Mtus1,14.85869,3.1428788,6.110779719724493e-50,5.427988465090813e-49,0.35032362459546923,0.14527808883911908,0.7056933,0.10981588
Otulinl,14.840434,3.3033302,8.023475344294155e-50,7.112859864770172e-49,0.3786407766990291,0.20391937290033596,0.7526034,0.10769543
