names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_IT EP-CLA Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Il1rapl1,-5.258627,-0.38861698,1.4513510228424362e-07,9.006420781472577e-06,0.944,0.9249442566352586,2.6083307,2.8601544
Man1a,-5.2723684,-1.6197944,1.346744897892609e-07,8.45491481457346e-06,0.408,0.5589800762425375,0.34857208,0.824922
Zfpm2,-5.3116527,-1.3833711,1.0863548320880824e-07,6.933575852305648e-06,0.616,0.6740631518377329,0.68204916,1.2672782
Plcb1,-5.4411182,-0.26458225,5.2947095954679874e-08,3.574594141462935e-06,0.928,0.8717183341724808,2.0986705,2.2613049
Nkain3,-5.442369,-1.2496016,5.257656915795463e-08,3.5585199326807076e-06,0.552,0.670970294181112,0.6864899,1.2078263
Edil3,-5.53175,-1.0842786,3.170515498519232e-08,2.2418881959266254e-06,0.672,0.7592246277781773,0.94191337,1.4628037
Cttnbp2,-5.660182,-0.40889126,1.5121272120439808e-08,1.122399397448115e-06,0.928,0.8153635905919586,1.5636702,1.7940371
Adcy2,-5.7213235,-1.0652254,1.0569733464226719e-08,8.022845711405988e-07,0.608,0.7001006976911458,0.70738435,1.1481981
Klf12,-5.7263155,-1.1249887,1.026352713024241e-08,7.812492181008882e-07,0.64,0.7173271955693016,0.64004964,1.0836416
Zmat4,-5.7590294,-1.5711032,8.459898979822638e-09,6.494785302509551e-07,0.472,0.6017406315183773,0.38269812,0.86933935
Epha4,-5.799181,-1.130488,6.663958823914839e-09,5.23568928650853e-07,0.656,0.7011076746026037,0.6814785,1.1437548
Tenm2,-5.8284593,-0.69498354,5.5941383941055025e-09,4.4603708798105295e-07,0.952,0.940120837229375,2.9138858,3.3746474
Galntl6,-5.9184628,-1.3458982,3.249643319310718e-09,2.754508390847918e-07,0.816,0.8136373444580306,1.2413467,1.981519
Sema6d,-5.996515,-1.2684197,2.0159729464219307e-09,1.7760391170608945e-07,0.616,0.7063583399266345,0.6571419,1.1751359
Cdh8,-6.0377784,-1.2626333,1.5625068835998187e-09,1.4041658850276633e-07,0.6,0.6910379054880241,0.7099591,1.2472351
Lsamp,-6.0440154,-0.47328043,1.5032536264280875e-09,1.3554505014135139e-07,0.976,0.9729195137740057,3.7526448,4.074123
Epha6,-6.256569,-0.73227036,3.935387459877933e-10,3.763126727648401e-08,0.936,0.8856721570883982,2.101677,2.559365
Tafa2,-6.4009547,-1.4324329,1.544082695905171e-10,1.5656415863762997e-08,0.68,0.7291591742789326,0.8757463,1.5645258
Mir99ahg,-6.5502768,-0.7324019,5.743054276533658e-11,6.099441439148592e-09,0.88,0.8751348629792132,1.6852907,2.1162841
Nebl,-6.7607794,-1.0645572,1.372512781207023e-11,1.536642434626363e-09,0.76,0.7475365029130403,0.8825896,1.3772523
Dleu2,-6.84285,-1.6096015,7.76326963709786e-12,8.991338584000839e-10,0.44,0.6571603251096886,0.34324163,0.8107928
Tafa1,-6.93575,-1.5331122,4.0407158109150474e-12,4.912852209922504e-10,0.744,0.7916277062504495,1.1172055,1.9389
Pard3,-7.0846496,-1.9224693,1.3939664916565383e-12,1.7921473507565158e-10,0.368,0.6117744371718334,0.24133453,0.71033365
Robo1,-7.2269506,-1.2651181,4.939595496655476e-13,6.636346549756632e-11,0.8,0.793317988923254,1.1051835,1.7672063
Egfem1,-7.473975,-1.5738417,7.780790959013417e-14,1.1679880059703382e-11,0.656,0.7739336833776883,1.049147,1.8753119
Zbtb20,-8.062185,-1.6755333,7.494250087121394e-16,1.438360713149656e-13,0.8,0.8688412572826009,1.3505055,2.315888
Lrp1b,-8.727041,-1.3495401,2.6142231271077015e-18,6.444419763796691e-16,0.912,0.9390778968567935,2.217578,3.0845776
Nrxn3,-8.865663,-1.547338,7.605073420430654e-19,2.0641244727976935e-16,0.912,0.9293677623534489,2.1185246,3.108668
Tcf4,-12.893014,-1.7823769,4.927972123833323e-38,1.018573930518472e-34,0.92,0.9340070488383803,1.6912528,2.786616
