names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Excitatory (for_DEGs),mean_expr_Rest (for_DEGs)
Syt7,87.27799,2.0430665,0.0,0.0,0.9105934409161894,0.29925738663295937,1.0948799,0.39378428
Bcl11a,86.926796,2.2000723,0.0,0.0,0.9443649141072358,0.3551113920050561,1.4971557,0.56243443
Nell2,86.72267,2.1338909,0.0,0.0,0.9822358146798542,0.5044240796334334,2.0173585,0.9103397
Ak5,86.280396,2.1478734,0.0,0.0,0.9260801665799063,0.357481434665824,1.4244572,0.5376905
Osbp2,86.215965,2.1807392,0.0,0.0,0.8303617907339927,0.23392321061779112,0.8315587,0.2515729
Shank2,86.147964,2.0184958,0.0,0.0,0.9103982300884956,0.3074735345236214,1.0878783,0.39590308
Stxbp5l,86.107376,2.0422437,0.0,0.0,0.9922566371681416,0.5534049612893032,2.2156034,1.0928721
Tenm2,85.78623,1.8287637,0.0,0.0,0.9992191566892243,0.8675936166851004,3.9208524,2.7026095
Caln1,85.7231,2.1922998,0.0,0.0,0.9605674128058302,0.38726497076947386,1.6400787,0.64670926
Mical2,85.586105,2.044372,0.0,0.0,0.9486595523165018,0.37549375888765996,1.3969861,0.55256546
Msra,85.36881,2.143325,0.0,0.0,0.9785918792295679,0.450466108389951,1.8466685,0.7922905
Prkag2,84.93786,2.0152578,0.0,0.0,0.9222410203019261,0.34705324695844525,1.249225,0.4795633
Gm26652,84.59763,2.7371578,0.0,0.0,0.711087975013014,0.13074735345236213,0.5910359,0.11409858
Nlgn1,84.3431,1.4121679,0.0,0.0,0.9994143675169183,0.8991151840733134,3.8262806,2.8829865
Grm5,83.943054,1.6728216,0.0,0.0,0.9987636647579385,0.821061779112024,3.3591495,2.2729647
Dlgap2,83.81466,2.2336452,0.0,0.0,0.9966814159292036,0.587691578448412,2.7269273,1.3956118
Slit1,83.70069,2.306471,0.0,0.0,0.7720588235294118,0.19710854795386318,0.78322124,0.2153232
Brinp1,83.609474,2.0481324,0.0,0.0,0.9882873503383655,0.5255964607362933,2.067069,0.98162454
Cap2,83.47742,1.9773564,0.0,0.0,0.8949115044247787,0.31331963975351557,1.1083013,0.41563004
Kcnj3,83.07336,2.063868,0.0,0.0,0.9932977615825092,0.5292305261494706,2.162483,1.0437683
Fgf14,83.00879,1.6222129,0.0,0.0,0.9995445080687142,0.8322009796176331,3.5546699,2.487969
Klhl3,82.925285,2.0087218,0.0,0.0,0.8256116605934409,0.245299415389477,0.8001307,0.26590487
Syt16,82.80318,1.983092,0.0,0.0,0.9325871941697033,0.3482382682888292,1.2692238,0.49899384
Ralyl,82.742676,1.92622,0.0,0.0,0.993623112961999,0.6865223574024333,2.7804475,1.605423
Dync1i1,82.68062,2.0137184,0.0,0.0,0.9687662675689744,0.410728393111076,1.5912511,0.6771287
Rbfox3,82.609055,1.9748496,0.0,0.0,0.972084851639771,0.4112814030652552,1.5569639,0.6691416
Adgrb3,82.50361,1.5318813,0.0,0.0,0.9994143675169183,0.8584294517301312,3.6812136,2.6659527
Cacna2d1,82.45631,1.9665743,0.0,0.0,0.9984383133784487,0.6169221045978828,2.406076,1.2758436
Ksr2,82.338806,1.9490252,0.0,0.0,0.9300494534096825,0.33006794122294203,1.1709061,0.45503572
Rasgef1a,82.30222,1.8165529,0.0,0.0,0.8913326392503904,0.30083741507347134,0.961396,0.37747276
B230209E15Rik,81.8878,1.9873661,0.0,0.0,0.8548282144716294,0.27468794438299887,0.9520415,0.33736134
Hivep2,81.58497,1.8250566,0.0,0.0,0.9948594482040604,0.6185811344604203,2.287802,1.2523812
Sphkap,81.27845,2.0682983,0.0,0.0,0.9126756897449245,0.3573234318217728,1.4172435,0.55692923
Phf24,81.266624,1.8992708,0.0,0.0,0.83621811556481,0.2519355348396271,0.8096158,0.28841114
Me3,81.096825,2.014306,0.0,0.0,0.8913977095262884,0.30771053878969823,1.1578244,0.4320205
Dgki,80.65077,1.9321789,0.0,0.0,0.9841228526808954,0.5267814820666772,2.0072868,0.9889142
Opcml,80.57197,1.7042159,0.0,0.0,0.9990890161374284,0.8361510507189129,3.6183639,2.495921
Rimbp2,80.535255,1.9350806,0.0,0.0,0.9004424778761062,0.31331963975351557,1.1103028,0.42672896
Otud7a,80.4168,1.922628,0.0,0.0,0.9855543987506507,0.5035550639911518,1.9162637,0.9277055
Hecw1,80.05135,1.9565157,0.0,0.0,0.9586803748047892,0.41475746563438143,1.5679594,0.6822184
Pcsk2,79.895485,1.95764,0.0,0.0,0.9793076522644456,0.5143782588086585,1.9404198,0.93012816
Rgs7,79.74451,1.9209589,0.0,0.0,0.9937532535137948,0.5791594248696477,2.2900276,1.2070954
Cdr1os,79.62685,2.0047107,0.0,0.0,0.9918662155127538,0.49889398009164165,2.0310986,0.97464615
Mrtfb,79.45277,1.7960036,0.0,0.0,0.9536048932847475,0.4022752409543372,1.3047495,0.5730753
Gucy1a2,79.39083,1.882187,0.0,0.0,0.9440395627277459,0.39879917838521095,1.4063786,0.6074969
Rnf150,79.34078,1.8698956,0.0,0.0,0.9241931285788652,0.36561858113446044,1.2652916,0.5283036
Dok6,79.31782,1.8201091,0.0,0.0,0.9889380530973452,0.5972507505135093,2.2153068,1.1975859
Eml5,79.22991,1.8564342,0.0,0.0,0.9651223321186881,0.4167325011850213,1.4378734,0.634959
Cacna1c,79.21951,1.9480067,0.0,0.0,0.9857496095783446,0.5365776583978512,2.1172483,1.0626773
Csmd2,79.171036,1.9256209,0.0,0.0,0.963300364393545,0.4330067941222942,1.5954286,0.7102983
Unc80,79.09942,1.9253714,0.0,0.0,0.9852290473711609,0.4624743245378417,1.7627072,0.8202752
Sez6l,78.98598,1.7911787,0.0,0.0,0.9043466944299844,0.3284089113604045,1.0750281,0.44318813
Add2,78.943245,1.7683632,0.0,0.0,0.8596434148880792,0.2905672302101438,0.88210446,0.3475869
Ano3,78.89451,2.025136,0.0,0.0,0.9074700676730869,0.3736767261810713,1.4717165,0.601408
Rras2,78.876114,2.0497038,0.0,0.0,0.7532535137948985,0.19489650813714646,0.65874726,0.20310362
Cacnb2,78.85929,2.0028532,0.0,0.0,0.9652524726704841,0.5560910096381735,2.223407,1.1169813
Tafa1,78.82797,2.140161,0.0,0.0,0.9392894325871942,0.6095749723495023,2.4908226,1.2560552
Macrod2,78.761604,1.6315765,0.0,0.0,0.9993492972410203,0.7511455206193711,3.0085618,1.9762081
Grin1,78.75876,1.817571,0.0,0.0,0.9584200937011973,0.39619213145836624,1.374628,0.6086411
Nin,78.654564,1.8687658,0.0,0.0,0.8586022904737116,0.3088165586980566,0.96975905,0.37039536
Celf5,78.5184,1.8370861,0.0,0.0,0.795158771473191,0.23281719070943277,0.6894824,0.24516936
R3hdm1,78.475235,1.7058852,0.0,0.0,0.9930374804789173,0.6521567388212988,2.2765942,1.3029536
Prickle1,78.307976,1.8847991,0.0,0.0,0.9729307652264445,0.459077263390741,1.678307,0.77916706
Cdh12,78.29641,2.111485,0.0,0.0,0.9122201978136387,0.40701532627587295,1.713812,0.7192693
Plekhg5,78.23588,2.0329025,0.0,0.0,0.75,0.19742455364196557,0.67723095,0.21240342
Slc35f3,78.227844,1.993076,0.0,0.0,0.8375845913586674,0.2881181861273503,1.0370022,0.37663767
St6galnac5,77.909515,2.0205538,0.0,0.0,0.9495705361790734,0.4401169221045979,1.7916808,0.8029886
Dapk1,77.830315,1.7998366,0.0,0.0,0.9018740239458616,0.33559804076473376,1.0955632,0.45221353
Kcnq2,77.80149,1.7252228,0.0,0.0,0.8675819885476315,0.30154842787170166,0.90517825,0.36833048
Kctd16,77.68785,2.0028832,0.0,0.0,0.9766397709526289,0.5929056723021014,2.498208,1.3309418
Sptbn4,77.67882,1.7656125,0.0,0.0,0.8996616345653305,0.31608468952441143,0.9981818,0.4080587
Susd4,77.65935,1.7583301,0.0,0.0,0.8731780322748568,0.3056565018170327,0.93968594,0.37903598
Prkce,77.58811,1.7083116,0.0,0.0,0.9951847995835502,0.6404645283615105,2.2747922,1.3002719
Adcy9,77.390015,1.7774293,0.0,0.0,0.9324570536179073,0.4082793490282825,1.3075342,0.5803931
Dlgap1,77.319725,1.5837606,0.0,0.0,0.9987636647579385,0.8209827776899984,3.4015548,2.3682017
D430041D05Rik,77.307045,1.850121,0.0,0.0,0.9247136907860489,0.37849581292463264,1.3380167,0.57650924
Tub,77.256096,1.969612,0.0,0.0,0.7397188964081207,0.1940274924948649,0.5799234,0.1828693
Ppfia2,77.24778,1.8074528,0.0,0.0,0.9959005726184279,0.6618739137304471,2.5382,1.4656433
Iqsec2,77.18569,1.7527949,0.0,0.0,0.8496876626756897,0.2876441775951967,0.84824824,0.33382094
Ica1,77.12603,1.7875476,0.0,0.0,0.9193779281624154,0.33867909622373205,1.1050004,0.46051988
Gm30439,77.06768,2.1449847,0.0,0.0,0.7596304008328996,0.21764891768051825,0.85607696,0.26705664
Dgkh,77.05372,1.9503824,0.0,0.0,0.913912024986986,0.3788908200347606,1.3765113,0.56881344
Myt1l,77.050224,1.87273,0.0,0.0,0.9959005726184279,0.5672302101437826,2.211057,1.1689734
Klhl29,77.0419,1.8835859,0.0,0.0,0.9187922956793336,0.3546373834729025,1.3015401,0.5451876
Schip1,76.97406,1.85806,0.0,0.0,0.9846434148880792,0.6472586506557118,2.46317,1.3770365
Osbpl6,76.914215,1.8163815,0.0,0.0,0.924648620510151,0.36869963659345867,1.2411604,0.529669
Baiap2,76.792984,1.6118181,0.0,0.0,0.7928162415408642,0.22373202717648918,0.68361527,0.27837157
Aff3,76.65729,1.8341544,0.0,0.0,0.9353201457574181,0.40559330067941224,1.4166524,0.62911373
Rims1,76.5712,1.83293,0.0,0.0,0.9984383133784487,0.6550007900142203,2.6730394,1.5654589
Ankrd33b,76.519264,2.3118272,0.0,0.0,0.6821967725143154,0.14836467056407016,0.5798448,0.1469152
Clvs1,76.44072,1.7939101,0.0,0.0,0.8733732431025507,0.2959393269078843,0.95276123,0.37799996
Jazf1,76.40516,1.7930957,0.0,0.0,0.9262753774076002,0.36783062095117713,1.225474,0.527206
Khdrbs2,76.3881,1.9853544,0.0,0.0,0.946121811556481,0.428345710222784,1.7040801,0.75872606
4930578G10Rik,76.31536,1.9097266,0.0,0.0,0.8109708485163977,0.2675778164006952,0.86626357,0.31243432
Lingo2,76.27482,1.8027513,0.0,0.0,0.978396668401874,0.7666297993363881,3.146141,1.9982833
Ptprn2,76.25707,1.9904962,0.0,0.0,0.9830817282665278,0.4951809132564386,2.0717967,1.0102314
Rnf112,76.23857,2.0375855,0.0,0.0,0.7218245705361791,0.19015642281561068,0.64074546,0.19778581
Ttll11,76.13357,1.8081859,0.0,0.0,0.8296460176991151,0.2611787012166219,0.7803664,0.29087493
Grm1,76.12957,1.9801543,0.0,0.0,0.9284226965122332,0.3943750987517775,1.61188,0.7015853
Sipa1l1,75.97458,1.7906148,0.0,0.0,0.976249349297241,0.48032864591562646,1.6719565,0.81067973
Zfyve28,75.9609,1.9528524,0.0,0.0,0.7511061946902655,0.21290883235898247,0.64041215,0.2084497
Hs6st3,75.93562,2.1113899,0.0,0.0,0.9510671525247267,0.6020698372570706,2.5354288,1.3055125
Lrfn2,75.928055,1.8059726,0.0,0.0,0.8046590317542947,0.2519355348396271,0.76464015,0.2839576
Clvs2,75.87572,1.8138961,0.0,0.0,0.8120119729307652,0.25841365144572603,0.77464485,0.28722426
Nwd2,75.87134,2.114631,0.0,0.0,0.7729047371160854,0.24040132722389004,0.9482478,0.31122836
Svop,75.83813,1.7411951,0.0,0.0,0.8058953669963561,0.2568336230052141,0.725516,0.27672446
Hook1,75.8342,1.8100299,0.0,0.0,0.7970458094742322,0.24680044240796334,0.7060146,0.25663295
Gria2,75.752106,1.3564522,0.0,0.0,0.9997397188964081,0.825169853057355,3.0513525,2.182345
Kcnd2,75.74145,1.6705835,0.0,0.0,0.9991540864133264,0.8069205245694423,3.351629,2.2673566
Faah,75.710045,1.8975536,0.0,0.0,0.7304138469547111,0.1963185337336072,0.57195425,0.18824558
Camk4,75.70184,1.8969535,0.0,0.0,0.8633524206142634,0.3366250592510665,1.2057126,0.48740256
Epha6,75.69725,1.7667308,0.0,0.0,0.984968766267569,0.7644177595196714,3.0610433,1.9430857
Mapk10,75.67943,1.792113,0.0,0.0,0.993558042686101,0.5889556012008216,2.2344894,1.2263163
Ptk2b,75.67773,1.7472923,0.0,0.0,0.8553487766788131,0.2949913098435772,1.0201548,0.4241513
Rnf165,75.65197,1.7885721,0.0,0.0,0.7699765747006767,0.22886711960815295,0.65422577,0.23693542
Ppm1e,75.63976,1.7529564,0.0,0.0,0.9886777719937533,0.5910886395955127,2.1029022,1.1420541
B230334C09Rik,75.62048,1.6989202,0.0,0.0,0.8048542425819886,0.2527255490598831,0.71602845,0.27935314
Gls,75.59713,1.6756518,0.0,0.0,0.9921915668922436,0.572049296887344,1.936414,1.0499259
Sh3gl2,75.59244,1.7590792,0.0,0.0,0.9407860489328475,0.43411281403065255,1.4383092,0.6675226
Fstl4,75.53546,2.1467826,0.0,0.0,0.7574180114523685,0.22404803286459157,0.91586554,0.29153645
Ptpn3,75.52216,2.125395,0.0,0.0,0.6935840707964602,0.16566598198767576,0.56749594,0.16132285
Runx2,75.31604,2.0656106,0.0,0.0,0.7552056220718376,0.22270500869015641,0.81134915,0.2614649
Nbea,75.2381,1.3458911,0.0,0.0,0.9996095783446122,0.7925422657607837,2.9265308,2.0730064
Cdh8,75.21237,1.9753671,0.0,0.0,0.9169703279541905,0.41341444145994627,1.6622932,0.7353598
Adcy2,75.15372,1.8843589,0.0,0.0,0.9428682977615825,0.40101121820192764,1.5258595,0.6805027
Atrnl1,75.088806,1.8825977,0.0,0.0,0.9734513274336283,0.477089587612577,1.816566,0.87415206
9530059O14Rik,74.97784,1.8195193,0.0,0.0,0.8565851119208745,0.31545267814820666,1.1087596,0.45444447
Jph1,74.95808,1.8505018,0.0,0.0,0.8198854763144195,0.2745299415389477,0.9134653,0.34641352
Anks1b,74.90347,1.5539638,0.0,0.0,0.9996095783446122,0.784642123558224,3.2258153,2.2227845
Rit2,74.901184,1.778176,0.0,0.0,0.9183368037480479,0.3590614631063359,1.2166091,0.5262929
Gfod1,74.80289,1.7267554,0.0,0.0,0.8042035398230089,0.2573076315373677,0.7389232,0.2855051
Prkg1,74.758484,1.8826886,0.0,0.0,0.9785918792295679,0.6036498656975826,2.4159358,1.3260353
Actr3b,74.748604,1.6632657,0.0,0.0,0.7972410203019261,0.254305577500395,0.71982276,0.28727785
Ntrk3,74.70609,1.8841727,0.0,0.0,0.9753383654346695,0.5361036498656976,2.102316,1.0805994
Gda,74.63792,1.6576648,0.0,0.0,0.8284096824570536,0.26536577658397853,0.8286953,0.34285924
Scn8a,74.61611,1.7206843,0.0,0.0,0.9808693388859969,0.48546373834729023,1.6524638,0.8243128
Arhgap44,74.60897,1.7152385,0.0,0.0,0.831858407079646,0.28006004108073945,0.8111622,0.32269907
Gm20754,74.52554,1.9569075,0.0,0.0,0.93109057782405,0.5166693000474009,2.0713549,1.024773
Dgkg,74.48403,1.8548664,0.0,0.0,0.9036959916710047,0.3571654289777216,1.3220391,0.56562537
Trpc5,74.36307,1.947877,0.0,0.0,0.8045288912024987,0.2658397851161321,1.0098139,0.37316412
Khdrbs3,74.33992,1.9002998,0.0,0.0,0.8759760541384696,0.42700268604834885,1.5264461,0.67542714
Kcnb2,74.29791,1.946825,0.0,0.0,0.9732561166059344,0.5244114394059093,2.1694844,1.1023427
Lncpint,74.22274,1.7691735,0.0,0.0,0.9750780843310776,0.47219149944699007,1.6471497,0.8019494
Gabra4,74.008064,1.6820786,0.0,0.0,0.8628318584070797,0.3066045188813399,0.94680834,0.3998431
Egfem1,73.8801,1.9511478,0.0,0.0,0.9402654867256637,0.5678622215199873,2.372535,1.2570014
Akt3,73.69842,1.5897408,0.0,0.0,0.9967464862051015,0.6489966819402749,2.2375135,1.3299288
Epha7,73.67116,1.9177653,0.0,0.0,0.9223060905778241,0.4468320429767736,1.692262,0.77607423
Gabra5,73.59427,1.7092695,0.0,0.0,0.7906038521603331,0.2504345078211408,0.82402587,0.33026606
Gm49678,73.55628,2.233387,0.0,0.0,0.7700416449765747,0.29372728709116763,1.2952336,0.4472082
Zbtb16,73.390755,1.782155,0.0,0.0,0.8237896928682977,0.27982303681466264,0.9303202,0.3690731
Sv2b,73.35981,1.8986251,0.0,0.0,0.8478006246746487,0.3437351872333702,1.3180853,0.55035216
Bicdl1,73.29601,1.8626835,0.0,0.0,0.7438183237896928,0.21519987359772477,0.6017057,0.20449774
Rgl1,73.05125,1.6332581,0.0,0.0,0.8243102550754815,0.2796650339706115,0.8140157,0.34017298
Meg3,73.0221,2.0743396,0.0,0.0,0.9998698594482041,0.8080265444778006,3.8671508,2.494355
Gpr158,73.021805,1.8188499,0.0,0.0,0.9742972410203019,0.4808026544477801,1.7942148,0.8843494
Tenm4,72.96791,1.8564773,0.0,0.0,0.9383133784487246,0.5146152630747354,2.0189261,1.0308063
Rapgefl1,72.7985,1.7150975,0.0,0.0,0.7266397709526289,0.20350766313793647,0.5630275,0.20722418
Ccdc30,72.6551,1.7247254,0.0,0.0,0.7682847475273296,0.23803128456312214,0.66821367,0.25282198
Unc13a,72.640114,1.6508101,0.0,0.0,0.7785658511192087,0.24482540685732343,0.6515805,0.2566
Syt14,72.62043,1.6779695,0.0,0.0,0.8511192087454451,0.30944857007426135,0.89189166,0.3715288
Ulk4,72.54959,1.9543501,0.0,0.0,0.6913716814159292,0.17538315689682415,0.5164048,0.16078325
Wasf1,72.53944,1.6194654,0.0,0.0,0.946251952108277,0.43798388370990676,1.3694905,0.6702211
Wscd2,72.535774,1.9648099,0.0,0.0,0.6991801145236856,0.1896034128614315,0.5685881,0.17912549
Camk2a,72.46585,1.6776531,0.0,0.0,0.9829515877147319,0.5473218517933323,1.8906606,1.0144817
Gm1043,72.35577,2.0831678,0.0,0.0,0.6891592920353983,0.1809922578606415,0.5445287,0.15769795
Pde1a,72.19013,1.860344,0.0,0.0,0.9330426861009891,0.554036972665508,2.0824394,1.0765315
Mtus2,72.160995,1.6981102,0.0,0.0,0.8804659031754295,0.3059725075051351,1.0121175,0.43163246
Dlgap3,72.106926,1.7236749,0.0,0.0,0.7503904216553878,0.22381102859851476,0.6165597,0.22962649
Gm14636,71.965836,2.4962232,0.0,0.0,0.614393545028631,0.11771211881813873,0.44778532,0.09541277
Gria3,71.94697,1.8467594,0.0,0.0,0.9886777719937533,0.5791594248696477,2.278133,1.2340215
Zfp831,71.910515,2.553821,0.0,0.0,0.6016397709526289,0.10625691262442724,0.4079268,0.082299866
6530403H02Rik,71.907265,2.416923,0.0,0.0,0.6861660593440916,0.18810238584294517,0.95776963,0.26291007
Trim9,71.896706,1.7035111,0.0,0.0,0.9707183758459136,0.45188813398641176,1.5664178,0.77173394
Rasgef1b,71.81025,1.9917146,0.0,0.0,0.7725793857365956,0.26615579080423446,1.0425305,0.37962806
Ccdc148,71.666466,1.7316844,0.0,0.0,0.7862441436751691,0.25462158318849737,0.7526012,0.29116768
Nrp1,71.63101,1.8003523,0.0,0.0,0.8526158250910983,0.34089113604044874,1.2213389,0.5227594
Cers6,71.63072,1.7211914,0.0,0.0,0.9441697032795419,0.37841681150260703,1.3118742,0.60042167
Gm10115,71.482864,2.7161014,0.0,0.0,0.5877798021863613,0.09677674198135566,0.38300383,0.068613455
Samd12,71.47795,1.8094229,0.0,0.0,0.9769000520562208,0.4738505293095276,1.7802813,0.87837785
Homer1,71.39712,1.6656421,0.0,0.0,0.9131962519521083,0.41254542581766473,1.2778574,0.59666204
Frmpd4,71.31578,1.8452952,0.0,0.0,0.985098906819365,0.6473376520777374,2.6330125,1.5248356
Prmt8,71.22631,1.9561924,0.0,0.0,0.6709396147839667,0.1697740559330068,0.5087554,0.15778685
Pgbd5,71.21386,1.6334531,0.0,0.0,0.7676340447683498,0.24616843103175856,0.675614,0.2708753
Gabrb1,71.09625,1.6673596,0.0,0.0,0.9955101509630401,0.661320903776268,2.5251858,1.5300477
Garem1,71.06075,1.5949047,0.0,0.0,0.8394065590838106,0.30857955443197976,0.89957786,0.39396593
Kcnt2,70.98965,1.7888498,0.0,0.0,0.9083810515356585,0.41570548269868857,1.5049459,0.70014465
Arfgef3,70.98152,1.5734937,0.0,0.0,0.9179463820926601,0.361984515721283,1.0813141,0.5036217
Gpr45,70.88105,1.7787586,0.0,0.0,0.7383524206142634,0.2276030968557434,0.62493724,0.22554195
Kcnb1,70.77603,1.5029464,0.0,0.0,0.7998438313378449,0.2672618107125928,0.69802266,0.30474603
Apba2,70.76517,1.5627095,0.0,0.0,0.9492451847995835,0.43656185811344606,1.3166893,0.6546665
Rap1gap2,70.69982,1.6762602,0.0,0.0,0.7498047891723061,0.23179017222310003,0.66155803,0.25730124
Cdh11,70.62742,1.6964029,0.0,0.0,0.9431285788651744,0.4641333544003792,1.5570924,0.7680411
Elapor1,70.547874,1.7016814,0.0,0.0,0.7489588755856325,0.23123716226892085,0.6323537,0.23993134
Scn3a,70.53231,1.5652617,0.0,0.0,0.8827433628318584,0.33773107915942485,0.9838172,0.44845706
Mir124a-1hg,70.53023,1.5869007,0.0,0.0,0.8350468505986466,0.2827460894296097,0.78452176,0.33402997
Eml6,70.49079,1.6743199,0.0,0.0,0.9774856845393024,0.5237794280297046,1.7924423,0.94307214
Kcnh1,70.48604,1.816673,0.0,0.0,0.747852680895367,0.23392321061779112,0.7384339,0.27016178
Mtmr12,70.3747,1.7470661,0.0,0.0,0.7101119208745446,0.20611471006478116,0.5653173,0.20409267
Ptprd,70.29761,1.4155807,0.0,0.0,0.9997397188964081,0.923447622057197,4.090199,3.136528
Dclk1,70.188156,1.6701186,0.0,0.0,0.9963560645497137,0.6216621899194186,2.3095083,1.3480473
Snhg14,70.16988,1.9217522,0.0,0.0,0.9979828214471629,0.5942486964765366,2.5041409,1.3774496
Srrm3,70.12372,1.5491645,0.0,0.0,0.8444820406038521,0.2995733923210618,0.8327983,0.36750966
Trerf1,70.109604,1.6008266,0.0,0.0,0.9133914627798022,0.36711960815294675,1.1096787,0.51305306
Rtl4,70.043686,1.7863528,0.0,0.0,0.8617256637168141,0.34239216305893505,1.2612451,0.5500866
Slc16a2,69.86262,1.7633126,0.0,0.0,0.7171395106715253,0.20856375414757466,0.62845397,0.22925682
Bsn,69.799385,1.4276346,0.0,0.0,0.8598386257157731,0.32904092273660923,0.88562214,0.42496714
Plxna4,69.73696,1.7619286,0.0,0.0,0.9560775637688704,0.4888607994943909,1.7742542,0.8934593
Cacna1b,69.71333,1.653518,0.0,0.0,0.9085762623633524,0.3396271132880392,1.1275933,0.5090861
Syt1,69.62489,1.3549817,0.0,0.0,0.999934929724102,0.8908200347606257,3.5410826,2.6460304
A830018L16Rik,69.616,1.7908466,0.0,0.0,0.9228266527850079,0.4029862537525675,1.5593913,0.73499453
Tmem108,69.57058,1.7610942,0.0,0.0,0.8547631441957314,0.3676726181071259,1.2982278,0.57975024
Camkv,69.46432,1.3674194,0.0,0.0,0.7950937011972931,0.26607678938220886,0.70307213,0.33312055
