names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_HY GABA (for_DEGs),mean_expr_Rest (for_DEGs)
Lars2,1.627708,0.92436624,0.10358681617197825,0.6405932682488046,0.65,0.79670035353355,1.6552731,1.1728568
Atp1b1,1.6184311,1.0550785,0.10556971488248817,0.6483790260325617,0.65,0.8598721565546549,2.1060474,1.4979963
Cox7a2,1.582803,2.6296,0.11346636368176136,0.6750641369581498,0.4,0.3091811591615184,1.1189426,0.28753334
Calm2,1.5280405,0.99778163,0.1265024686368721,0.7255328350635546,0.7,0.8568367674891976,1.9677126,1.4065591
Eef1a1,1.4494293,1.901292,0.14721775143325458,0.7943254981950905,0.5,0.5504053137163876,1.3916868,0.59271944
Ywhah,1.4071926,1.8552253,0.1593702931604417,0.8309294076949072,0.5,0.5770453165732243,1.3705018,0.59434646
Gm50306,1.399948,3.6394913,0.16152887441799113,0.8369226485945666,0.25,0.09020462093347141,0.6435129,0.06996563
Hsp90b1,1.3742881,1.7079124,0.1693522661682908,0.861183836476528,0.5,0.5418705138735136,1.2052072,0.53970575
Atp5g1,1.3359778,2.697099,0.18155651558952512,0.8972638539434504,0.35,0.26079348641217015,1.0072676,0.23745817
Rnf4,1.3238391,2.6583655,0.18555647899737593,0.9093384261644156,0.35,0.25329428989751096,0.70212674,0.14950278
Plvap,1.2970731,4.4401126,0.1946060309191201,0.9381169807672689,0.2,0.038281612684355246,0.36067906,0.019809669
mt-Co2,1.2833307,2.0852761,0.1993762592720667,0.951580347989493,0.4,0.3475699032246545,1.0268854,0.35232493
Nefl,1.2787406,2.270266,0.2009884139246605,0.9536898078494565,0.35,0.2571510195336214,0.7826232,0.22001673
Atp5j2,1.274676,2.1458492,0.2024239672699819,0.9569197749022544,0.4,0.3325357997357426,0.9045385,0.28693908
Tomm6,1.2594541,2.5767825,0.2078663406946788,0.9737392912248988,0.3,0.1746241474127772,0.667307,0.14761177
Krtcap2,1.2545877,3.1976821,0.20962850574091774,0.9796031216101669,0.25,0.11323786737135307,0.6335473,0.092015095
Hspa5,1.230642,1.9509995,0.2184567973109396,0.999048078042119,0.45,0.43231082384030284,1.0669477,0.4008479
Rpl11,1.2255542,2.2170138,0.2203664725591047,0.999048078042119,0.4,0.3740313537835232,1.0796583,0.34928727
Cmas,1.1655104,2.37102,0.24381243983642953,0.999048078042119,0.35,0.2868264114559154,0.72505206,0.18717884
Tspyl4,1.1372789,2.4289207,0.2554217009071631,0.999048078042119,0.35,0.2986108631218084,0.8966478,0.23864351
Naaladl2,1.1103194,0.43271297,0.26686143271835683,0.999048078042119,0.6,0.8626575724029568,1.9057058,1.6564846
Ndufc1,1.0769725,2.5500836,0.281492572860491,0.999048078042119,0.3,0.21954790558154483,0.8142088,0.19449155
Rell2,1.0754931,3.3822172,0.28215400527255186,0.999048078042119,0.25,0.1466985680105703,0.61410415,0.078191176
Guk1,1.0427407,2.7801914,0.2970683950281299,0.999048078042119,0.25,0.14741277720244259,0.5637413,0.10456931
