names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_HY Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Mycbp2,1.7114942,0.14602582,0.08698992708125791,0.7584826996631043,0.7142857142857143,0.8793602056481845,1.9917233,1.9049425
Vdac1,1.7113124,2.4900708,0.08702345546920869,0.7584826996631043,0.5,0.42793387839622976,1.2094355,0.3496551
Vgf,1.5214493,3.486226,0.1281471213391864,0.9262095673763834,0.35714285714285715,0.18411939019600843,0.9695927,0.13633725
Sparcl1,1.515435,1.5730687,0.1296622722743356,0.9305623012850954,0.5714285714285714,0.5902388517976365,1.4081694,0.7119727
Pebp1,1.5109574,2.5576508,0.13079931532599232,0.9344795540572757,0.42857142857142855,0.31157842122175017,1.1198044,0.3005621
Cdh23,1.5032082,3.055384,0.13278536832427634,0.9420880675682579,0.35714285714285715,0.18494055482166447,0.88246924,0.1573776
Ndufa4,1.474376,1.7940259,0.140380394607427,0.9716695525763945,0.5,0.4078331964725624,1.066471,0.43784806
Rit2,1.4616369,0.9806221,0.14384073611412967,0.9817121105884339,0.5714285714285714,0.6658574029776143,1.3617713,0.904697
Snap25,1.4209414,0.3854968,0.15533381604537294,0.9991792728095701,0.7857142857142857,0.8526902067192688,2.0814266,1.8517137
Dpp10,1.3870201,0.73942095,0.16543563592737232,0.9991792728095701,0.9285714285714286,0.8855367917455104,3.008011,2.528009
Pde1c,1.3651439,2.145203,0.17220781040708266,0.9991792728095701,0.42857142857142855,0.33467813916955264,1.044413,0.34808096
Calm1,1.3527519,0.9491986,0.17613491122383174,0.9991792728095701,0.6428571428571429,0.8366953479238816,1.8647945,1.3415673
Fkbp3,1.3312228,2.5292392,0.18311573992524366,0.9991792728095701,0.42857142857142855,0.3693098646863508,1.0670639,0.28542036
mt-Co2,1.3024566,2.1092594,0.19276035235279898,0.9991792728095701,0.42857142857142855,0.34756685351137134,1.0378898,0.35246393
Cmss1,1.2943108,0.8454469,0.19555806864100078,0.9991792728095701,0.6428571428571429,0.8410510907208397,1.8435428,1.376286
Cntnap2,1.2907419,0.6897843,0.19679317743926983,0.9991792728095701,1.0,0.9141347424042272,3.2377398,2.7833955
Hexb,1.2693945,1.2966366,0.20430038834014363,0.9991792728095701,0.5714285714285714,0.6786390088899996,1.4942567,0.8783222
Hspa8,1.2412728,1.4609803,0.2145049979104029,0.9991792728095701,0.5714285714285714,0.6711771216394731,1.5418972,0.8477382
Slc22a17,1.238183,1.6390405,0.2156482063617895,0.9991792728095701,0.5,0.5126566460780464,1.0313947,0.45712367
Atp5g1,1.1973057,2.920263,0.2311874247614476,0.9991792728095701,0.35714285714285715,0.26080902567032027,1.1085547,0.23757245
Romo1,1.1683413,2.995717,0.24266912708948885,0.9991792728095701,0.2857142857142857,0.13988360884001572,0.71180725,0.122301124
Cpe,1.1533221,0.4699917,0.24877820466961198,0.9991792728095701,0.6428571428571429,0.8452640222785534,1.7861383,1.5229087
Rps5,1.1206566,2.283886,0.2624340682642473,0.9991792728095701,0.35714285714285715,0.2598807526152308,0.83321756,0.2367248
Rnf187,1.0974586,2.7030668,0.2724409586699973,0.9991792728095701,0.35714285714285715,0.28269484808454426,0.89769393,0.2015327
Map2k7,1.0853804,3.0550609,0.2777531734394554,0.9991792728095701,0.2857142857142857,0.15955585704594952,0.5654597,0.0875285
Pmpcb,1.0752025,3.4188502,0.28228409518621533,0.9991792728095701,0.2857142857142857,0.16580384876289764,0.7088024,0.09208083
Ust,1.0515254,1.1023561,0.2930173798956843,0.9991792728095701,0.5,0.5899532293191474,1.1954149,0.72925484
Pak1ip1,1.0478739,2.789391,0.2946967532253979,0.9991792728095701,0.2857142857142857,0.165089792566675,0.55292124,0.101469554
