names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_MB GABA (for_DEGs),mean_expr_Rest (for_DEGs)
mt-Co3,1.4962977,1.1210647,0.1345761017867811,0.4098447075836799,0.4818181818181818,0.608103750940422,1.275276,0.78208584
Ctss,1.42269,1.9094789,0.1548260413355332,0.4616774753840614,0.19090909090909092,0.130082757138251,0.4464555,0.13958903
Csf1r,1.420399,1.6911066,0.15549155832897416,0.463199353913474,0.19090909090909092,0.126786801848601,0.4372186,0.15686014
Cntnap2,1.3604665,0.020643935,0.17368233504402986,0.5071003306131785,0.8363636363636363,0.9144842904739727,2.7970006,2.7835689
C1qb,1.3471574,1.8373855,0.17792954428213448,0.5179812410466905,0.16363636363636364,0.09816214667001039,0.3458791,0.10942279
Cmtm7,1.3032562,2.457902,0.19248732746286012,0.5514579948792102,0.10909090909090909,0.03983806828359546,0.20196182,0.039926525
Fgd2,1.3031971,2.129094,0.19250748016252295,0.5514579948792102,0.12727272727272726,0.05964962562246982,0.25248381,0.06359302
Adap2,1.2846388,1.762267,0.19891856592598678,0.5660815363727245,0.13636363636363635,0.06971661949629206,0.25227106,0.08119926
Ikzf1,1.2719023,1.6772306,0.20340782592082174,0.5764151320915925,0.14545454545454545,0.08082255579837352,0.30980304,0.107555605
Inpp5d,1.2251964,1.5614525,0.22050124988290665,0.615442877776431,0.16363636363636364,0.10443162684054025,0.37071607,0.1415416
Ly86,1.1349611,1.5207849,0.25639161234412056,0.6956020419715792,0.13636363636363635,0.0781356357252893,0.25773188,0.09753955
Ptprc,1.0896368,1.8652084,0.27587315241946675,0.7367768219372897,0.12727272727272726,0.07286927238204421,0.27498043,0.083307035
Selplg,1.0439583,1.6781147,0.2965046977010255,0.7790242717538434,0.13636363636363635,0.08487084870848709,0.2777965,0.095369376
Calm1,1.0260494,0.44260165,0.30486830389391717,0.7968688059950928,0.5909090909090909,0.837566725181815,1.5760787,1.3409059
Bank1,1.0005826,1.8601303,0.3170286799809574,0.8229590898016899,0.11818181818181818,0.06742378103392685,0.24782339,0.074612126
Siglech,1.0003405,1.2719357,0.3171457841013199,0.8230352732086599,0.15454545454545454,0.10650951169705872,0.31053585,0.1404559
Cx3cr1,0.9841971,1.3944868,0.32501863241392803,0.8386292144462241,0.20909090909090908,0.17615447999140185,0.41577628,0.1790693
Dock2,0.97721773,1.4509631,0.32846137123749386,0.8451361720914929,0.14545454545454545,0.09891448429047398,0.3070225,0.12349995
Ctsh,0.9663,2.122978,0.33389409169882256,0.8560815118270384,0.08181818181818182,0.029556120803926486,0.12855643,0.031008286
Erbb4,0.9365699,0.45189434,0.3489798141485251,0.8866383893883196,0.6,0.7198796259807259,1.8223644,1.5668968
Tal1,0.9298091,3.1653423,0.3524699338178462,0.8927200604850153,0.06363636363636363,0.012718088345932002,0.095102526,0.011059622
Dapp1,0.92306596,1.7685118,0.35597283163315485,0.8994345138120811,0.1,0.05148138860029377,0.16022566,0.049746986
Tmsb4x,0.89234984,0.77110046,0.37220544526904953,0.9312067331824359,0.5272727272727272,0.7220649876401677,1.4662246,1.0828059
Cd180,0.8907792,1.8565457,0.37304763524889695,0.9328794750244637,0.1,0.053989180668505714,0.18940513,0.055986073
Fyb,0.8907142,1.5170935,0.37308248804574595,0.9328798114451139,0.12727272727272726,0.0841185110880235,0.27134988,0.10338334
Arhgap45,0.884904,1.7318234,0.37620838340295093,0.9389484731596964,0.10909090909090909,0.06437860495109805,0.23197292,0.07566887
Grik1,0.87729883,0.6706478,0.3803243479102776,0.9471976298405005,0.42727272727272725,0.4995521799878193,1.0299076,0.756739
C1qc,0.8576304,1.5883713,0.3910966060495299,0.9679253757530504,0.12727272727272726,0.08594561673772078,0.26150888,0.094759405
Hpgds,0.8428451,1.736042,0.3993151070362476,0.983644749364134,0.16363636363636364,0.1326980260093863,0.37916294,0.12963003
Gm40645,0.8031125,2.7130904,0.4219097143448065,0.998269913014048,0.06363636363636363,0.02020563894959338,0.121109135,0.019444203
Dock8,0.8000834,1.1675342,0.42366247799867907,0.998269913014048,0.13636363636363635,0.097660588256368,0.2647782,0.1265915
Pld1,0.79068315,1.2495626,0.42912890625725286,0.998269913014048,0.17272727272727273,0.14380396231146778,0.31435186,0.14440213
P2ry13,0.778366,2.1495516,0.43635327237077903,0.998269913014048,0.07272727272727272,0.031096621645828108,0.13634747,0.03239353
Rasgrp3,0.7767658,1.5391456,0.4372969337330247,0.998269913014048,0.13636363636363635,0.10281947479668971,0.30991575,0.117792964
Laptm5,0.7729809,1.5156612,0.43953365826240254,0.998269913014048,0.11818181818181818,0.08050012538960341,0.2339695,0.08818726
Itgam,0.7615436,1.6733489,0.44633245352473283,0.998269913014048,0.1,0.06162003367606492,0.20386994,0.06849946
