names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Tiam1,-3.5910275,-3.2916753,0.00032937693675892763,0.047076373886768004,0.0625,0.6037614185921547,0.10459476,0.73223716
Sbf2,-3.5958812,-2.532076,0.0003232953535598017,0.04645425748744316,0.1875,0.7859573705892889,0.35127804,1.2338372
Kat6b,-3.596269,-2.5868328,0.0003228141643564943,0.04645425748744316,0.125,0.708328855454057,0.21673626,0.89771175
Mapk8ip3,-3.6008744,-29.037466,0.00031714868883352533,0.04606370415652338,0.0,0.5198996955042092,0.0,0.43889725
Cacna1e,-3.6102872,-2.8427026,0.000305858055149961,0.04466524968412745,0.1875,0.7746372917786136,0.4949654,1.7217418
Trhde,-3.6160095,-29.92004,0.00029917951282039634,0.043928707702098634,0.0,0.52208490059108,0.0,0.70104027
Mark3,-3.6160715,-2.2017102,0.0002991078707396423,0.043928707702098634,0.125,0.6948235715565109,0.24115913,0.81297016
Dnm1,-3.6221967,-2.3182003,0.0002921118183660359,0.043364887069035275,0.125,0.69228013612753,0.23269373,0.83577484
Bin1,-3.6225688,-2.2308218,0.0002916917205223489,0.043364887069035275,0.0625,0.6239656098871574,0.18176158,0.66044474
Vwa8,-3.6230962,-3.4339392,0.00029109755062484355,0.043364887069035275,0.0625,0.6010388679921189,0.07325421,0.5996069
Ap3b1,-3.62688,-2.5423994,0.0002868666557306395,0.04330397213192294,0.0625,0.6231058570660934,0.14176098,0.63511646
Kmt2e,-3.6297486,-2.2352207,0.0002836972794199301,0.04306749094922894,0.1875,0.7744581766075587,0.34982264,1.0892133
Sdccag8,-3.6297953,-2.3292294,0.0002836461555018042,0.04306749094922894,0.0625,0.6252194160845423,0.16790491,0.65167814
Jak1,-3.6366029,-29.122768,0.00027625737650690207,0.04241734689565976,0.0,0.5250582124305929,0.0,0.4603049
Umad1,-3.6431003,-3.460889,0.00026937378988006635,0.041598124908490706,0.0625,0.6044778792763748,0.07325421,0.6080725
Cnot2,-3.6459692,-2.3271446,0.0002663859506057824,0.041374511518944355,0.125,0.6983342289091886,0.22610387,0.82115597
Phactr3,-3.6520014,-2.3460488,0.00026020446641579796,0.04088709948884498,0.0625,0.6286584273687982,0.1725592,0.67171323
Acyp2,-3.655165,-3.5816114,0.0002570167734523212,0.04062376883919924,0.0625,0.600823929786853,0.07325421,0.64706874
Ip6k1,-3.6629183,-2.3364508,0.00024935798775914744,0.039646444562652615,0.0625,0.6295898262582841,0.15943952,0.62754714
Psma3,-3.6661284,-29.092817,0.0002462503420830691,0.03938539697483374,0.0,0.5293211535017016,0.0,0.4526959
Prr14l,-3.6666555,-3.0237648,0.00024574339433229255,0.03938539697483374,0.0625,0.6241447250582124,0.10459476,0.64013416
Dtnb,-3.666702,-2.608854,0.00024569871068052195,0.03938539697483374,0.125,0.7277807630306287,0.2672362,1.0538914
Epb41l3,-3.6765802,-3.0645833,0.00023638159455172922,0.03849438451881797,0.0625,0.6262224610424503,0.12215818,0.73575157
Megf9,-3.6768284,-2.6753416,0.00023615189453280653,0.03849438451881797,0.0625,0.630915278524091,0.14473377,0.6905449
Atp9a,-3.678565,-2.7490163,0.00023454984919542887,0.03849438451881797,0.0625,0.6285867813003762,0.124525085,0.63736266
Rsrp1,-3.6879778,-2.891387,0.0002260432868728991,0.03749248838441233,0.0625,0.6292674189503851,0.117197014,0.6536746
Rprd2,-3.689203,-29.062338,0.0002249577158639919,0.03749248838441233,0.0,0.5326526956833244,0.0,0.4450554
Cpt1c,-3.6929247,-29.102125,0.0002216897186184652,0.0372300171204885,0.0,0.5331900411964894,0.0,0.4550497
Adar,-3.695654,-29.101788,0.0002193215701871251,0.03706396598067957,0.0,0.5335840945728103,0.0,0.454965
Pgbd5,-3.697887,-29.250935,0.00021740168134203034,0.03697204542823009,0.0,0.5339065018807093,0.0,0.49400282
Myef2,-3.7019343,-2.9669728,0.00021396204091458438,0.03661885375398014,0.0625,0.6324914920293749,0.11214149,0.65642273
Syt7,-3.709905,-2.8382428,0.00020733708305233938,0.03571248347189974,0.0625,0.6362887336557407,0.15284966,0.77981436
Lrrc49,-3.711037,-29.130861,0.00020641196144446388,0.03571248347189974,0.0,0.5358051226938921,0.0,0.4623785
Dhx30,-3.711533,-29.084517,0.0002060076522184435,0.03571248347189974,0.0,0.5358767687623142,0.0,0.4506056
Tenm4,-3.7118587,-2.577529,0.00020574272867670063,0.03571248347189974,0.25,0.7487372380440623,0.49628776,1.5760628
Kcnd3,-3.7140298,-3.248799,0.00020398473315572742,0.03571248347189974,0.0625,0.6320616156188429,0.12746239,0.8295262
G3bp2,-3.7142625,-29.178835,0.0002037972157099894,0.03571248347189974,0.0,0.5362708221386352,0.0,0.47481874
Camk2g,-3.7152548,-29.295437,0.00020299895915170096,0.03571248347189974,0.0,0.5364141142754791,0.0,0.50614244
Ppp6r3,-3.721225,-2.9869487,0.00019825858947940207,0.03571248347189974,0.0625,0.6332079527135949,0.10605988,0.6350128
Cyld,-3.721706,-29.195425,0.00019788145680639272,0.03571248347189974,0.0,0.537345513164965,0.0,0.47918037
Birc6,-3.7356467,-2.1588104,0.00018723335977120347,0.034224220252056035,0.1875,0.7926204549525345,0.42605174,1.2155206
Unc13a,-3.7358484,-29.177893,0.0001870834090126212,0.034224220252056035,0.0,0.5393874261149919,0.0,0.47457188
Gm3764,-3.7388258,-29.45152,0.00018488185536684655,0.034224220252056035,0.0,0.539817302525524,0.0,0.550524
Elavl4,-3.7390738,-29.599508,0.00018469949613626833,0.034224220252056035,0.0,0.5398531255597349,0.0,0.59524083
Larp4b,-3.7400043,-3.0547962,0.0001840171538716504,0.034224220252056035,0.0625,0.6356080960057316,0.10459476,0.6503604
Dcaf8,-3.7435398,-29.123837,0.00018144580527902044,0.034224220252056035,0.0,0.5404979401755329,0.0,0.46057892
Nktr,-3.744858,-2.244679,0.00018049586238395954,0.034224220252056035,0.125,0.7447967042808525,0.32601446,1.0391093
Tnrc6b,-3.7460985,-2.608568,0.00017960607171178605,0.034224220252056035,0.1875,0.8064839691921906,0.34925416,1.2667836
Mbnl1,-3.75134,-2.5940478,0.00017589203246467426,0.03400157490881869,0.125,0.70736163353036,0.21257548,0.8879483
Dnm1l,-3.7526581,-2.8094907,0.00017496945954084084,0.03400157490881869,0.0625,0.6406949668636933,0.124525085,0.657337
Cul1,-3.7526891,-2.60712,0.0001749478068393245,0.03400157490881869,0.0625,0.6417696578900233,0.14176098,0.65645695
Fam117b,-3.7564418,-29.182213,0.00017234634943068277,0.03400157490881869,0.0,0.5423607379545048,0.0,0.47570366
Usp45,-3.7581785,-29.17695,0.00017115472457819635,0.03400157490881869,0.0,0.5426114991939818,0.0,0.47432467
Srgap3,-3.7690492,-2.6385858,0.0001638706865206324,0.032859741394099945,0.125,0.7511373813361992,0.3000216,1.1565145
Stk39,-3.7719023,-3.2145345,0.0001620076571495824,0.03273041915495699,0.0625,0.6391545763926204,0.10605988,0.7122719
Pcnx,-3.7722435,-2.438521,0.00016178624236137324,0.03273041915495699,0.0625,0.6473222281927279,0.1725592,0.7035834
Rasgef1b,-3.778772,-30.044163,0.00015760363810434454,0.032326792029494185,0.0,0.5455848110334945,0.0,0.7453235
Zfp950,-3.7799196,-3.023198,0.0001568790517030166,0.032326792029494185,0.0625,0.6445638545584811,0.117197014,0.69855684
Selenow,-3.7805088,-29.475811,0.00015650818630520756,0.032326792029494185,0.0,0.5458355722729715,0.0,0.5576857
Vps41,-3.7836878,-2.4733963,0.0001545216570760934,0.032326792029494185,0.0625,0.6486118574243238,0.16343305,0.68612504
Pacs1,-3.7884796,-3.643594,0.00015157212475108017,0.03206884245717736,0.0625,0.6208131828765896,0.07325421,0.6677678
Dync2h1,-3.7995825,-3.1166713,0.00014494003145528703,0.030909036866694942,0.0625,0.646068421995343,0.11214149,0.7077095
Adk,-3.804126,-3.1735737,0.00014230566394967677,0.03059002552262252,0.0625,0.6425219416084542,0.117197014,0.7523118
Prickle1,-3.8167179,-2.773507,0.0001352386444259699,0.029305341739724284,0.1875,0.7426473222281927,0.31993747,1.2748271
Pkp4,-3.81709,-2.6870577,0.0001350348853475816,0.029305341739724284,0.125,0.753609170696758,0.2838965,1.1359787
Dmxl1,-3.8178809,-2.2475765,0.00013460285725141216,0.029305341739724284,0.125,0.7666487551495612,0.36022753,1.1182067
Rptor,-3.819137,-3.5550933,0.00013391937062998555,0.029305341739724284,0.0625,0.631130216729357,0.07325421,0.6383524
Pdpk1,-3.8216956,-29.225567,0.0001325371853350503,0.029305341739724284,0.0,0.5517821959519972,0.0,0.48718488
Zfyve9,-3.82382,-2.0971682,0.0001313997778111256,0.029305341739724284,0.0625,0.6555615260612574,0.22090624,0.7215991
Ddx10,-3.824425,-29.253803,0.00013107767600820084,0.029305341739724284,0.0,0.5521762493283181,0.0,0.49477994
Gbf1,-3.8276815,-2.8730152,0.00012935603272833695,0.029305341739724284,0.0625,0.6527315063585886,0.12746239,0.6910975
Scg5,-3.8305967,-3.6613424,0.0001278328518371782,0.029305341739724284,0.0625,0.6299480566003941,0.07325421,0.67378104
Clip1,-3.831186,-3.0521598,0.00012752703561897712,0.029305341739724284,0.0625,0.6515493462296257,0.117197014,0.7086997
Atp13a3,-3.8326128,-29.262457,0.0001267894915755322,0.029305341739724284,0.0,0.553358409457281,0.0,0.49712533
Myh10,-3.8338532,-29.308445,0.00012615141874692068,0.029305341739724284,0.0,0.553537524628336,0.0,0.50973314
Yeats2,-3.8393118,-29.235453,0.00012337968594335657,0.029305341739724284,0.0,0.554325631380978,0.0,0.4898345
Chka,-3.849469,-3.1572068,0.00011837420708140992,0.028655089588085447,0.0625,0.6555257030270464,0.117197014,0.7463307
Trank1,-3.8513763,-3.816377,0.0001174558633342125,0.028655089588085447,0.0625,0.6200608991581587,0.07325421,0.7279026
Mprip,-3.8593314,-3.2216356,0.0001136976530738311,0.028028036129301298,0.0625,0.6532330288375425,0.10459476,0.7073256
Camkv,-3.864123,-29.405687,0.00011148897775914538,0.02773804474433552,0.0,0.5579079348020778,0.0,0.5371974
Gfod1,-3.8718147,-29.399734,0.00010802808767301346,0.027128174913774502,0.0,0.5590184488626186,0.0,0.5354839
Mark2,-3.8731017,-3.2162542,0.00010745894124751199,0.027128174913774502,0.0625,0.6554898799928354,0.10605988,0.7128798
Fus,-3.8865619,-2.7813897,0.0001016740044995462,0.026018861913360062,0.125,0.7223356618305571,0.19045123,0.89297414
Stxbp5,-3.88864,-2.964559,0.00010080757181679705,0.026018861913360062,0.125,0.7353752462833602,0.21673626,1.060962
Tmem161b,-3.892656,-29.270325,9.915261712762259e-05,0.025866318662322516,0.0,0.5620275837363424,0.0,0.49926487
Srpk2,-3.896657,-2.7435296,9.75295769160985e-05,0.025692350311133007,0.125,0.7648934264732222,0.26057282,1.0964572
Aopep,-3.9003012,-2.8948877,9.607308497897393e-05,0.025559245479059696,0.125,0.7121977431488447,0.1977793,0.9656926
Exoc6,-3.9058063,-29.359789,9.391174428578498e-05,0.025234085689590423,0.0,0.5639262045495254,0.0,0.52409774
Prkag2,-3.906256,-3.2698357,9.373722784736508e-05,0.025234085689590423,0.0625,0.6643739924771628,0.14176098,0.9038124
Rc3h2,-3.9096365,-3.225219,9.243511633484661e-05,0.025234085689590423,0.0625,0.661078273329751,0.10605988,0.7160541
Armc9,-3.920445,-29.353243,8.838562862602163e-05,0.02448373032145568,0.0,0.5660397635679743,0.0,0.52224994
Plxna2,-3.923996,-3.5109534,8.709215692539947e-05,0.024376731839432123,0.0625,0.6582840766612932,0.10605988,0.82220817
Adam23,-3.9336414,-3.0968065,8.366854991105533e-05,0.02366498880115849,0.0625,0.6704639082930324,0.1500392,0.8691676
Cpd,-3.9373167,-29.373486,8.239783759768875e-05,0.02355350953457337,0.0,0.568475729894322,0.0,0.5279816
Fam168a,-3.9451478,-2.7541618,7.975078447851725e-05,0.023041973967072672,0.125,0.769442951818019,0.26767495,1.1219012
Fbxw11,-3.9455044,-29.347824,7.963216061218737e-05,0.023041973967072672,0.0,0.5696578900232849,0.0,0.5207236
Psmd14,-3.9461868,-3.3331752,7.940569261580445e-05,0.023041973967072672,0.0625,0.6655203295719148,0.10459476,0.7472748
Vps13c,-3.9574914,-3.0217814,7.574100670744254e-05,0.022612898335877568,0.0625,0.6732581049614902,0.14176098,0.805112
Cdkal1,-3.9628258,-3.1672914,7.406780672267036e-05,0.022361819849866883,0.0625,0.6703564391903994,0.117197014,0.75001425
Stox2,-3.9673073,-2.9342318,7.268920548155803e-05,0.02219498808283482,0.125,0.7482715385993194,0.22325689,1.0688273
Fubp1,-3.9680672,-2.900233,7.24578832624196e-05,0.02219498808283482,0.0625,0.6756940712878381,0.13932127,0.7495475
Kif3a,-3.9720526,-29.373638,7.125598156689558e-05,0.02219498808283482,0.0,0.5734909546838617,0.0,0.5280236
Ryr2,-3.9736497,-2.8531957,7.077959978690408e-05,0.02219498808283482,0.25,0.8050868708579617,0.5797969,1.898713
Cox16,-3.9756503,-2.802698,7.01872153424024e-05,0.02219498808283482,0.125,0.7285330467490596,0.21501519,0.98348504
Sfpq,-3.9758053,-2.9021394,7.014149049651673e-05,0.02219498808283482,0.125,0.7642844348916353,0.22911984,1.0732424
Eml5,-3.9787362,-2.829481,6.928257248881242e-05,0.02219498808283482,0.125,0.7194698190936772,0.24115913,1.0779263
Ptprr,-3.9824734,-29.770317,6.82017681188818e-05,0.02219498808283482,0.0,0.5749955221207236,0.0,0.65009063
Cap2,-3.9878387,-4.005052,6.667793465425025e-05,0.02219498808283482,0.0625,0.6342109976715028,0.07325421,0.7976566
Magi1,-3.9968328,-2.9428442,6.419556739748223e-05,0.021834618936333514,0.125,0.7494536987282823,0.25609908,1.176913
Zmynd11,-4.000322,-2.9733746,6.325633834031282e-05,0.021790997579541095,0.125,0.7274941787569407,0.17784896,0.9276992
Malat1,-4.001268,-1.1432287,6.300395315453176e-05,0.021790997579541095,1.0,0.9937309690130754,4.2027454,4.986957
Dyrk1a,-4.0024,-2.9247193,6.270317138485439e-05,0.021790997579541095,0.0625,0.6804943578721118,0.13932127,0.75853515
Trappc8,-4.0045557,-29.36769,6.213420451663473e-05,0.021790997579541095,0.0,0.5781837721655024,0.0,0.5263351
Akap8l,-4.008696,-3.766039,6.105498099662759e-05,0.021790997579541095,0.0625,0.6524090990506896,0.07325421,0.7100138
Abcc5,-4.0175195,-3.186323,5.881398590862252e-05,0.02164838084061215,0.0625,0.6812108185563317,0.12215818,0.78059155
Zbtb16,-4.018202,-29.856247,5.864397706328619e-05,0.02164838084061215,0.0,0.5801540390471073,0.0,0.6790014
Ppp2r5e,-4.022916,-2.5984735,5.748202404628488e-05,0.02164838084061215,0.0625,0.6859036360379724,0.17938179,0.7838833
Wnk2,-4.023164,-29.537891,5.742147668529408e-05,0.02164838084061215,0.0,0.5808704997313272,0.0,0.57630754
Taf15,-4.0269012,-3.7171862,5.6516757725434195e-05,0.02164838084061215,0.0625,0.6589288912770912,0.07325421,0.69294053
Lmtk2,-4.04996,-29.55448,5.122632168882353e-05,0.02024193034968659,0.0,0.584739387426115,0.0,0.58135945
Slc25a12,-4.0540853,-3.8046649,5.033087251428773e-05,0.020184933499386735,0.0625,0.6583557227297152,0.07325421,0.72371197
Kdm4c,-4.0548296,-3.222487,5.017087608340028e-05,0.020184933499386735,0.0625,0.6866200967221924,0.12215818,0.79425395
Zfp407,-4.0582566,-3.8810236,4.9440425322273705e-05,0.020184933499386735,0.0625,0.6547017732401934,0.07325421,0.7513241
Thoc2,-4.058784,-2.9061134,4.932894702937029e-05,0.020184933499386735,0.0625,0.6897367006985492,0.1500392,0.79455054
Klhl29,-4.0612183,-3.8533337,4.881726298228602e-05,0.020184933499386735,0.0625,0.6658427368798138,0.10605988,0.9620947
Srcap,-4.07105,-29.441427,4.6801707357634395e-05,0.020184933499386735,0.0,0.5877843453340498,0.0,0.5475672
Acin1,-4.0717945,-29.411068,4.6652367497493835e-05,0.020184933499386735,0.0,0.5878918144366828,0.0,0.5387496
Osbpl6,-4.0820136,-3.7575903,4.464720338088405e-05,0.019994505914072574,0.0625,0.6754074870141501,0.10605988,0.9216093
Smyd3,-4.0840917,-3.115764,4.424960345854364e-05,0.019994505914072574,0.125,0.7283181085437936,0.1954124,1.0545713
Marchf7,-4.0842,-29.432997,4.42289258910305e-05,0.019994505914072574,0.0,0.5896829661472327,0.0,0.54510725
Atp6v0b,-4.0928373,-3.0448263,4.2612643766745896e-05,0.019994505914072574,0.125,0.7421457997492388,0.17784896,0.9579299
Rnf169,-4.0941243,-29.552605,4.237664873723355e-05,0.019994505914072574,0.0,0.5911158875156726,0.0,0.5807885
Ppm1l,-4.1073213,-3.761952,4.0027459681688935e-05,0.019555233484490574,0.0625,0.6759448325273151,0.10459476,0.9146203
Cog5,-4.123929,-3.4267094,3.7246341223382214e-05,0.01853350349393111,0.0625,0.693856349632814,0.117197014,0.84889907
Cpeb2,-4.1313415,-29.679369,3.606521601887002e-05,0.018284384045793158,0.0,0.5964893426473222,0.0,0.6204497
Ahcyl1,-4.136056,-29.498714,3.533263598942687e-05,0.018257460173767306,0.0,0.5971699802973311,0.0,0.56450444
Reep1,-4.136056,-29.6571,3.533263598942687e-05,0.018257460173767306,0.0,0.5971699802973311,0.0,0.6133474
Fam120a,-4.136304,-29.497087,3.529447325869502e-05,0.018257460173767306,0.0,0.5972058033315422,0.0,0.5640167
Fnip1,-4.138413,-3.8578014,3.4971666728958624e-05,0.018257460173767306,0.0625,0.6706430234640874,0.07325421,0.7428519
Pan3,-4.138568,-2.885168,3.494804194821565e-05,0.018257460173767306,0.125,0.7505283897546122,0.21798798,1.0294383
Flnb,-4.1392813,-29.626036,3.483956303571775e-05,0.018257460173767306,0.0,0.5976356797420741,0.0,0.60353005
Ppm1e,-4.1393123,-3.0804589,3.483485382279324e-05,0.018257460173767306,0.1875,0.8107827332975103,0.41276157,1.6719118
Arhgef11,-4.144988,-29.595303,3.3983171270192266e-05,0.018257460173767306,0.0,0.5984596095289271,0.0,0.59393525
Ak5,-4.1457944,-4.0011997,3.386378393752205e-05,0.018257460173767306,0.0625,0.6712161920114633,0.10605988,1.0266521
Rbbp6,-4.1501985,-29.49953,3.32187432864789e-05,0.018257460173767306,0.0,0.599211893247358,0.0,0.5647472
Eri3,-4.1546645,-29.52109,3.2576547224461316e-05,0.018257460173767306,0.0,0.599856707863156,0.0,0.5712237
Glg1,-4.15896,-2.7906432,3.197002019088868e-05,0.018257460173767306,0.0625,0.7054271896829661,0.16790491,0.8175907
Garem1,-4.167318,-29.839327,3.0820427886234704e-05,0.018257460173767306,0.0,0.6016836826079169,0.0,0.6732408
Tjp1,-4.180251,-3.1778107,2.911874756250736e-05,0.018257460173767306,0.125,0.7987103707684041,0.26790088,1.3297511
Ptk2b,-4.184686,-30.065271,2.855604780779704e-05,0.018257460173767306,0.0,0.6041912950026868,0.0,0.7530349
Cbfa2t2,-4.1926255,-29.610989,2.7574420744246217e-05,0.018257460173767306,0.0,0.6053376320974386,0.0,0.5988168
Tbck,-4.192874,-29.574903,2.7544268000316305e-05,0.018257460173767306,0.0,0.6053734551316496,0.0,0.5876254
Ppp1r12a,-4.2015734,-3.1709003,2.6506639673108184e-05,0.018257460173767306,0.125,0.7772165502418055,0.21065465,1.1352032
Tnrc6a,-4.2019143,-3.351821,2.646671561326266e-05,0.018257460173767306,0.0625,0.7064302346408741,0.12215818,0.84437835
Cyria,-4.2181816,-29.71834,2.462806427736233e-05,0.018257460173767306,0.0,0.6090274046211714,0.0,0.63302827
Npepps,-4.222601,-3.0560396,2.4149919079722862e-05,0.018257460173767306,0.0625,0.7142396560988715,0.15284966,0.8643792
Unc79,-4.222818,-3.3288898,2.412666031416606e-05,0.018257460173767306,0.125,0.7409636396202758,0.24115913,1.3192011
Map2k4,-4.24414,-3.1720512,2.1943303031265354e-05,0.018257460173767306,0.0625,0.7189324735805123,0.16088939,0.94519246
Rapgef6,-4.2471175,-3.4060032,2.1653824450213917e-05,0.018257460173767306,0.0625,0.7174279061436504,0.14176098,0.96103543
Kcnq2,-4.2504363,-29.811825,2.133546103832356e-05,0.018257460173767306,0.0,0.6136843990686011,0.0,0.66394335
Cdc73,-4.2571354,-29.63608,2.070630868108077e-05,0.018257460173767306,0.0,0.6146516209922981,0.0,0.6066922
Plekha1,-4.2620974,-29.730225,2.0251700889115348e-05,0.018257460173767306,0.0,0.615368081676518,0.0,0.63690025
Crebbp,-4.26309,-2.812905,2.016192706967098e-05,0.018257460173767306,0.125,0.7700877664338169,0.24115913,1.0703592
Zfp445,-4.2921195,-29.631523,1.7697581446558642e-05,0.018257460173767306,0.0,0.6197026688160487,0.0,0.6052563
Csrnp3,-4.309751,-3.8425157,1.6343855245686932e-05,0.018257460173767306,0.0625,0.7194339960594662,0.124525085,1.065524
Stxbp1,-4.311224,-29.76331,1.623532924481114e-05,0.018257460173767306,0.0,0.6224610424502955,0.0,0.64776945
Mtus2,-4.3129606,-30.060839,1.6108264999585524e-05,0.018257460173767306,0.0,0.6227118036897725,0.0,0.7514118
Camkmt,-4.34199,-29.940163,1.4119786044745456e-05,0.018257460173767306,0.0,0.6269030986924593,0.0,0.70809287
Rbm39,-4.3571715,-2.8095636,1.317539608208493e-05,0.018257460173767306,0.25,0.8591438294823571,0.4195711,1.5378844
Kifap3,-4.3618546,-3.1766882,1.2896447280867453e-05,0.018257460173767306,0.0625,0.7348737238044062,0.15937144,0.94089234
Clock,-4.3732524,-29.767706,1.2240901321617625e-05,0.018257460173767306,0.0,0.631416801003045,0.0,0.649225
Arsb,-4.3901243,-29.983814,1.1328592761966175e-05,0.018257460173767306,0.0,0.6338527673293928,0.0,0.7235638
Eml4,-4.4017854,-29.868065,1.0736364077839693e-05,0.018257460173767306,0.0,0.6355364499373097,0.0,0.6830484
Pura,-4.4241157,-29.797844,9.683807067720036e-06,0.018257460173767306,0.0,0.6387605230162995,0.0,0.6592558
Ftx,-4.4468184,-4.303626,8.715153236522482e-06,0.01801355134348916,0.0625,0.6934622962564929,0.07325421,0.9166597
Kmt2c,-4.458836,-3.1820686,8.240585832709143e-06,0.01801355134348916,0.125,0.7888232133261688,0.21501519,1.155995
Fer,-4.5434585,-30.07895,5.533870401320856e-06,0.013517736153044673,0.0,0.6559914024717893,0.0,0.7580649
9330159F19Rik,-4.543955,-30.023111,5.520852002975663e-06,0.013517736153044673,0.0,0.6560630485402114,0.0,0.73768187
Ptk2,-4.595128,-3.419483,4.324833243776335e-06,0.012912029917807792,0.125,0.7980297331183951,0.23262565,1.3356133
Lgi1,-4.6412153,-30.329367,3.4636598759577404e-06,0.011633567608373061,0.0,0.6701056779509225,0.0,0.85403794
Mbtd1,-4.7072134,-30.129314,2.511257871755367e-06,0.009639642716295244,0.0,0.6796346050510478,0.0,0.7767695
Syne1,-4.7601547,-3.5884523,1.934445089595776e-06,0.00866308992623975,0.125,0.8189503850976178,0.28231496,1.5940889
Gabbr2,-4.797651,-4.7923393,1.6053717044029107e-06,0.008627267539461242,0.0625,0.7275300017911517,0.07325421,1.1333624
Dnajc6,-4.8992534,-30.588865,9.620142006238606e-07,0.006462330392690784,0.0,0.70736163353036,0.0,0.9612537
Abr,-4.903968,-30.497276,9.391992078106191e-07,0.006462330392690784,0.0,0.708042271180369,0.0,0.9225269
Tia1,-5.0367084,-30.582653,4.736049795723028e-07,0.006362882900553889,0.0,0.7272075944832528,0.0,0.9585968
Ttc14,-5.260259,-30.924227,1.4385259633933755e-07,0.003865319263638,0.0,0.7594841483073617,0.0,1.1110704
