names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CNU-HYa Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Dlg5,-2.7661226,-0.9698843,0.00567272091899744,0.04913797907590626,0.11428571428571428,0.31860623188924264,0.108155325,0.20189768
Pals1,-2.766226,-0.6906522,0.00567091976670079,0.04913797907590626,0.18571428571428572,0.3930526240475083,0.20840661,0.31771845
Ubxn2b,-2.7674613,-0.7048951,0.005649474335026362,0.04896818560714786,0.12857142857142856,0.3243658999034093,0.12746502,0.20015651
Whamm,-2.7675798,-1.3972422,0.005647423528099183,0.04896620529203777,0.04285714285714286,0.2374700389940257,0.052181564,0.13198757
Ano3,-2.7690146,-0.66200554,0.005622610876571887,0.04876680253501827,0.37142857142857144,0.6671913569205452,0.8011115,1.0794476
Gkap1,-2.7701907,-1.0810857,0.005602348117845316,0.04860674650516747,0.12857142857142856,0.32840839981397346,0.11692358,0.23302214
Phldb1,-2.770716,-2.4899564,0.00559332126476132,0.048544102837253446,0.07142857142857142,0.2614388437734769,0.050296023,0.25446317
Srsf2,-2.7708933,-0.5036918,0.005590272903157204,0.04853332242579453,0.2857142857142857,0.5230565592244124,0.34067684,0.4545721
Cacna1h,-2.771204,-2.0868587,0.005584941877111011,0.048502711130566534,0.04285714285714286,0.2384717203877938,0.033833254,0.13644363
Hnrnph2,-2.7718918,-0.6836155,0.005573153782684588,0.04841598517320882,0.11428571428571428,0.3226487317998068,0.14168297,0.21871424
Xpot,-2.7719066,-1.0160122,0.005572900522059732,0.04841598517320882,0.1,0.29592530318749327,0.096827164,0.18698496
Csde1,-2.7720103,-0.4441268,0.00557112798844045,0.04841598517320882,0.34285714285714286,0.6035845884162702,0.45339498,0.5768607
Trp53bp2,-2.772099,-27.103697,0.005569609078822,0.04841598517320882,0.0,0.19153579222265946,0.0,0.1347232
Coa8,-2.772957,-1.4987618,0.005554945539259693,0.04832029350595919,0.1,0.2958179801810181,0.06993346,0.18623587
Pcnp,-2.77596,-0.47196338,0.0055038970921718515,0.04789174704231142,0.21428571428571427,0.446928773298036,0.25083432,0.33320224
Kctd3,-2.7769215,-0.55761665,0.005487641249194336,0.0477657662344839,0.12857142857142856,0.34225306764926844,0.15908484,0.22617885
Rap2b,-2.777469,-0.37207684,0.005478407290047561,0.047700843773032395,0.08571428571428572,0.28923550245054197,0.14369608,0.18232074
Adgrb3,-2.7776835,-0.53621525,0.005474792403071539,0.047684820703576096,0.8571428571428571,0.9359639394698244,2.869775,3.2236912
Trim23,-2.7779055,-0.5438581,0.0054710551306285495,0.04766772093384861,0.2,0.4056094158051014,0.20366861,0.28466734
Cnbp,-2.7787337,-1.3023151,0.005457122985089413,0.04756175627938778,0.15714285714285714,0.35448789038743606,0.106684394,0.24502845
Cspg5,-2.780191,-0.60156965,0.005432695024270964,0.04736421651595094,0.2,0.4100812077415662,0.25906712,0.3706785
Chordc1,-2.7805755,-0.33096698,0.00542626352370553,0.04732349915026537,0.21428571428571427,0.4461775122527099,0.26734328,0.3260743
Cers4,-2.7813375,-0.3734606,0.0054135444938055,0.04722790277550448,0.24285714285714285,0.4740099452652667,0.29478598,0.36750892
Zfp664,-2.7815592,-1.0948946,0.005409844986936234,0.04721095641408788,0.12857142857142856,0.3261188423425035,0.09875704,0.2002513
Slain2,-2.7816777,-0.44213316,0.0054078728500608466,0.04720907845390999,0.17142857142857143,0.39097771258898867,0.20386675,0.2679101
Hlcs,-2.7818034,-0.74048394,0.00540577816586881,0.047206129124762734,0.14285714285714285,0.34661753657925803,0.1477131,0.2358212
Kdm1a,-2.7828758,-0.29501665,0.005387941490955893,0.04706566575487154,0.24285714285714285,0.49329231209530283,0.32895702,0.3906213
Cbfb,-2.7846658,-1.8035548,0.0053582910184926565,0.04683711114733171,0.04285714285714286,0.23675455228419132,0.05281157,0.17337292
Iqsec1,-2.7848582,-0.58018744,0.005355114212237436,0.046824574970003224,0.37142857142857144,0.6926626837906485,0.68337286,0.90258425
Pogz,-2.7848656,-0.33854857,0.005354992061354561,0.046824574970003224,0.22857142857142856,0.4521876006153186,0.27776143,0.33993217
Shisa7,-2.7850282,-0.6607359,0.005352305378426004,0.046824574970003224,0.17142857142857143,0.38210567738704254,0.16885579,0.25526497
Mlh3,-2.7851615,-1.486206,0.00535010808876449,0.046824574970003224,0.05714285714285714,0.2537115873072658,0.056669127,0.15129845
Ttc21b,-2.7852576,-0.50370777,0.005348521663988765,0.046824574970003224,0.2,0.42782527814545845,0.23149027,0.31431305
Fstl1,-2.7856348,-1.08168,0.0053423020990080354,0.04678867581497585,0.07142857142857142,0.2715629807176332,0.08510176,0.17227472
Usp37,-2.7858863,-0.56487316,0.005338159351715425,0.04676763670707319,0.2714285714285714,0.4882839051264623,0.27441013,0.38327602
Rnf146,-2.7862413,-1.1127888,0.005332315706334238,0.04673167743940019,0.15714285714285714,0.3651486423639681,0.11833561,0.24033427
Gpatch1,-2.7873065,-1.3209895,0.005314819416992722,0.04659353922825267,0.11428571428571428,0.3184989088827675,0.083635546,0.19716099
Sumo2,-2.787314,-0.5637026,0.005314698096478828,0.04659353922825267,0.2,0.4165563624655672,0.24529037,0.34421974
Numbl,-2.7890372,-1.5610372,0.005286498507244642,0.046375519062900265,0.08571428571428572,0.2835831574428505,0.059978265,0.16753824
Thap2,-2.7892296,-1.0447596,0.005283360168720938,0.046363124668037756,0.14285714285714285,0.34171645261689265,0.11514184,0.22454749
Pex7,-2.7901912,-1.6571411,0.005267693704744327,0.04624074807137538,0.11428571428571428,0.30923335599041246,0.06598337,0.19484681
Wdr13,-2.7916334,-1.3748374,0.005244272682598601,0.046065252363983136,0.08571428571428572,0.2851930025399778,0.06798126,0.16757375
Iffo1,-2.7943554,-1.6290023,0.005200329141926643,0.04569419360482959,0.08571428571428572,0.2876614316889064,0.06342244,0.18441854
Chsy1,-2.7946439,-2.3518462,0.005195691634158923,0.04568091756582628,0.04285714285714286,0.23861481772976068,0.030700445,0.14768648
Vrk2,-2.794962,-1.4222459,0.005190582816142275,0.04565334215048869,0.05714285714285714,0.2581833792437305,0.085634336,0.214801
Taf3,-2.7957978,-0.3915954,0.005177178947686799,0.04555035963469034,0.2,0.4375201230637141,0.26298422,0.3326149
Ints7,-2.7958274,-1.5273274,0.005176705048164386,0.04555035963469034,0.08571428571428572,0.2833327370944085,0.062646255,0.17088543
Mbd5,-2.7966113,-0.9911759,0.00516416098506986,0.045465598187689096,0.5142857142857142,0.8447751583014346,1.1836771,1.7056731
Zfp365,-2.7968037,-0.5916495,0.005161088337448302,0.04545343940584591,0.15714285714285714,0.3677243945193718,0.18171299,0.2625903
Atxn10,-2.7970922,-0.4159765,0.005156482463656011,0.045427765179815414,0.42857142857142855,0.6897291882803277,0.6499049,0.79808056
Dag1,-2.7971883,-0.42513275,0.005154947998041831,0.045427765179815414,0.2571428571428571,0.503809966729868,0.3223593,0.4125968
Rapgef6,-2.7982757,-0.56691927,0.005137625425411977,0.04529133700158131,0.42857142857142855,0.7163452938861661,0.7360235,0.95978963
Lrrc49,-2.798564,-0.3651378,0.005133038479508616,0.04526575121247014,0.2857142857142857,0.5347547669302043,0.37518325,0.46145177
Wdr12,-2.8009975,-0.7384725,0.005094490538609451,0.044940564928573845,0.08571428571428572,0.2896290201409509,0.110238075,0.1776798
Nup153,-2.8024473,-0.6738498,0.005071650375118681,0.04475377523134285,0.2,0.41076092011590887,0.19299626,0.29237884
Fhl1,-2.802632,-1.2228776,0.005068743755195827,0.044742820204373146,0.1,0.29467320144528314,0.08456526,0.1872855
Itm2c,-2.8033128,-0.28867027,0.005058060356786408,0.04466318823097298,0.2714285714285714,0.5413014703251887,0.45601878,0.5340143
Tbc1d9b,-2.8034236,-0.74646777,0.005056320429686773,0.04466250162579999,0.18571428571428572,0.3992415840875756,0.17648415,0.28052053
Fbn2,-2.803749,-1.4695444,0.005051219764515431,0.04464440686389887,0.12857142857142856,0.3261903910134869,0.111547634,0.28277174
Fbxo10,-2.8045554,-1.5291687,0.005038604055066253,0.04454994766687405,0.1,0.2965334668908525,0.066089116,0.1799772
Rabgap1l,-2.804903,-0.8359955,0.005033173048940015,0.04451657663759652,0.5285714285714286,0.8298930347368798,1.1691374,1.6017087
Mtdh,-2.8052063,-0.3464779,0.005028439685624414,0.044489356059508725,0.4,0.6971702500626051,0.6779712,0.80341506
Khsrp,-2.8056278,-0.92501557,0.005021865843076157,0.044445828459636474,0.08571428571428572,0.28462061317211035,0.09316935,0.17008369
Fbf1,-2.8058128,-0.7220523,0.005018985031011219,0.04443496796812898,0.08571428571428572,0.29077379887668586,0.104311466,0.16666527
Zdhhc8,-2.8060493,-1.0198883,0.00501529977193588,0.04441697589713813,0.08571428571428572,0.2827961220620327,0.08462156,0.16471921
Ajm1,-2.8061604,-1.0864474,0.0050135731491187715,0.044416323942242465,0.05714285714285714,0.25607269344971917,0.07051038,0.14421652
Ube2g1,-2.8063009,-0.40976265,0.005011386865120657,0.044411597976844346,0.32857142857142857,0.6061603405716739,0.48695505,0.60618234
Acin1,-2.8080466,-0.43811396,0.0049843026772599715,0.0441861474556171,0.32857142857142857,0.5867706507351625,0.42243534,0.5377788
Smchd1,-2.8083572,-0.4000855,0.00497949650783656,0.04415810929556712,0.3142857142857143,0.5720316245125747,0.41730618,0.5207991
Sgcb,-2.808505,-2.1466384,0.004977209329041317,0.044152398372842586,0.04285714285714286,0.24222802561442422,0.03322233,0.13939473
Gk,-2.8088748,-0.8241352,0.004971495537777541,0.04411627645313161,0.17142857142857143,0.3732336421850964,0.15570493,0.26104915
Ppp1r1a,-2.8093927,-0.4723357,0.004963506195306802,0.0440599311093141,0.08571428571428572,0.3015060995242013,0.1615504,0.2177269
Cnrip1,-2.8096738,-0.5966764,0.0049591739877894074,0.04403602281953119,0.32857142857142857,0.5461310056165707,0.34985405,0.49067163
Prpf38b,-2.810495,-0.6378662,0.0049465389578878674,0.043938347701965946,0.21428571428571427,0.4223160304797338,0.20765981,0.30683944
Rnf34,-2.8108056,-1.2679118,0.004941765733065843,0.043910464698240476,0.07142857142857142,0.2711694630272243,0.07123721,0.16365376
Fam76a,-2.8126101,-0.54677486,0.004914117875743411,0.043693695341239396,0.12857142857142856,0.34368404106893713,0.15755662,0.222571
Grb14,-2.813128,-0.5096375,0.004906211981628278,0.04363784043242364,0.2714285714285714,0.516366758487461,0.40285566,0.53431594
Agbl4,-2.8154356,-0.88112545,0.004871114018660039,0.04335436690341015,0.4857142857142857,0.7527277930812435,1.1540333,1.609133
Dtx4,-2.816057,-1.5132395,0.0048617034572290005,0.04328494761290366,0.04285714285714286,0.2443744857439273,0.054630682,0.14866263
Mipep,-2.8164861,-1.0925137,0.004855215291136345,0.04324150973577513,0.12857142857142856,0.32390083354201693,0.0983414,0.19915113
Rbm41,-2.8171074,-0.8182771,0.00484583252482604,0.043172254622704145,0.12857142857142856,0.33677959431903554,0.12787767,0.21554552
5730455P16Rik,-2.8179874,-1.471166,0.004832568354555504,0.043068362085209415,0.08571428571428572,0.2859800379207956,0.066231154,0.17381942
Ndst1,-2.8182685,-0.74764866,0.0048283396623659686,0.04304495246442388,0.1,0.3078739312417272,0.12044427,0.19467416
Naa50,-2.8183205,-1.0785977,0.004827561058033477,0.04304495246442388,0.1,0.2991092190462562,0.09337809,0.18790068
Gm28905,-2.8198886,-1.7757509,0.004804034224706598,0.0428567063804337,0.1,0.29524559081315066,0.08342588,0.26076102
Upf3b,-2.8207612,-0.87452066,0.004790984093591299,0.042754481100896115,0.15714285714285714,0.37287589883017924,0.14711325,0.25508124
Tacc2,-2.821745,-0.7975581,0.004776313511356273,0.042637722275795036,0.15714285714285714,0.36704468214502917,0.14865288,0.24574563
Sumf1,-2.8218486,-1.3133361,0.0047747716069482405,0.042637722275795036,0.08571428571428572,0.28565806890137013,0.07304602,0.17254488
Nek9,-2.8229506,-0.56832075,0.004758389226726196,0.042505956955496305,0.2,0.4171645261689264,0.20625627,0.29241738
Cyfip2,-2.823572,-0.38930404,0.004749175962698324,0.04243776458852809,0.42857142857142855,0.6988516438307159,0.71659786,0.8636993
Sec24a,-2.8237126,-0.6431911,0.004747094250477328,0.042433274288198874,0.2571428571428571,0.4834185954995886,0.26065063,0.38189408
Idh3a,-2.8241045,-0.90260017,0.0047412917333952325,0.04239551044137434,0.08571428571428572,0.2852645512109613,0.10208975,0.18309775
Chchd7,-2.8255618,-3.1616147,0.004719780122150828,0.04221720768381916,0.02857142857142857,0.2247701498944657,0.014538097,0.123138905
Mib1,-2.8259168,-0.439528,0.0047145521179343996,0.042184487315650124,0.4,0.6824312238400172,0.6321956,0.78653467
Gm20732,-2.8263457,-1.2549409,0.0047082419404998145,0.04214205894111593,0.15714285714285714,0.36117769112438736,0.11482923,0.25495428
Anxa11,-2.8264642,-26.867283,0.004706502547883977,0.042140527644665936,0.0,0.19529209744928988,0.0,0.11548851
Larp4,-2.8283057,-0.59258497,0.0046795081153748015,0.04191279435337364,0.2571428571428571,0.4865667370228598,0.27435547,0.38935697
Upf2,-2.8301992,-0.36622334,0.004651901016109194,0.04167941990758721,0.2857142857142857,0.5524630629986048,0.39956173,0.49048412
Ercc5,-2.8312054,-2.0050502,0.004637294803861632,0.041562412067965994,0.07142857142857142,0.26913032590419633,0.043391407,0.16382518
Serbp1,-2.8316417,-0.31071007,0.00463097121074024,0.04151958506259267,0.32857142857142857,0.6000071548670983,0.49822795,0.5883422
Ccni,-2.8318784,-0.44035637,0.004627544732304213,0.0415027126024747,0.2,0.4223875791507173,0.2387776,0.31185904
Cdh11,-2.8320558,-0.7909646,0.004624976380257417,0.04149352765860327,0.42857142857142855,0.7276142095660573,0.85195583,1.2017171
Csad,-2.8325884,-1.3173238,0.004617279067212918,0.0414383061242522,0.08571428571428572,0.2902729581798018,0.07714222,0.18219657
Etl4,-2.8327289,-0.8622238,0.0046152497673592925,0.041433932926476506,0.38571428571428573,0.7125889886595357,1.1071439,1.5438174
Ranbp3,-2.832936,-0.653713,0.0046122606923344805,0.04142093743416694,0.04285714285714286,0.24784459628662397,0.092729256,0.14224644
Rnf32,-2.8334317,-1.2067654,0.004605115377982062,0.04137059518768907,0.1,0.3037956569956713,0.08180663,0.17962152
Senp1,-2.8336165,-1.1208147,0.004602451785099531,0.041360494804556655,0.11428571428571428,0.31685328945014846,0.09772183,0.201508
Zbtb25,-2.8350441,-0.6097349,0.00458193576449437,0.04118990096753554,0.07142857142857142,0.2773584230672915,0.109079644,0.1620092
Prelid3a,-2.835229,-1.1085819,0.00457928431710348,0.04117984257047206,0.12857142857142856,0.3351339748864165,0.10051869,0.20540342
Dgke,-2.8355396,-0.43975782,0.004574833013715933,0.04115358656797694,0.2,0.41720030050441814,0.2267927,0.29661113
Gmeb1,-2.835695,-0.6624942,0.004572608831964735,0.04114735409072084,0.17142857142857143,0.38464565520695454,0.17496978,0.26440206
Cap1,-2.8361833,-0.77827233,0.0045656249211756305,0.04109827190351397,0.2,0.4038206990305155,0.1833091,0.29642963
Helq,-2.8366418,-1.4364537,0.004559073080146223,0.041053047474372995,0.08571428571428572,0.28508567953350267,0.0627913,0.16160558
Sugp2,-2.8369007,-0.56817377,0.004555378222113522,0.04103352759912515,0.2,0.422423353486209,0.20621446,0.29233405
Mmaa,-2.8372557,-0.9670592,0.004550315398878564,0.04100166826554896,0.15714285714285714,0.36972775730690804,0.12936792,0.2390028
Strn3,-2.8391492,-0.8063488,0.004523399654263927,0.04077281070448565,0.44285714285714284,0.7844238543269059,0.8435782,1.1989272
Utp18,-2.8397188,-1.5340642,0.004515332164845313,0.04071375009040053,0.02857142857142857,0.22566450828175866,0.044603027,0.12406946
Smyd2,-2.839874,-2.2722723,0.004513134203896824,0.040707591829039165,0.04285714285714286,0.24219225127893249,0.03061889,0.13993804
Pmepa1,-2.8413608,-1.7743195,0.004492145564125143,0.04053188425387595,0.05714285714285714,0.2549279147139842,0.05717437,0.18338732
Ippk,-2.8414125,-1.6530367,0.004491416212637508,0.04053188425387595,0.08571428571428572,0.2843344184881766,0.057650443,0.17112216
Drosha,-2.8415902,-0.28068465,0.004488916393428244,0.04052996757104063,0.21428571428571427,0.45877007834579475,0.28763404,0.3399288
Rnf10,-2.8416862,-0.48486993,0.004487562851102156,0.04052996757104063,0.12857142857142856,0.3397488641648481,0.16613144,0.22547874
Slc10a7,-2.8416936,-0.7272751,0.004487458747779882,0.04052996757104063,0.14285714285714285,0.3523772045934247,0.1580461,0.24955687
Hmgxb3,-2.8418417,-1.2035432,0.00448537714078445,0.04052996757104063,0.12857142857142856,0.3309126032983937,0.09515204,0.2069362
Abcc4,-2.8418787,-1.6784678,0.004484856875754838,0.04052996757104063,0.02857142857142857,0.22845490645011268,0.0464647,0.14170548
Nhlrc2,-2.8421893,-0.6828329,0.004480488807688619,0.040521957005248466,0.18571428571428572,0.399062712410117,0.18469153,0.28188634
Gm46123,-2.8436093,-1.7075039,0.004460569544485465,0.04036898068720931,0.02857142857142857,0.22845490645011268,0.04388191,0.13672039
Rffl,-2.844068,-1.1561258,0.004454154443294752,0.04032450468036724,0.1,0.30508353307337316,0.12850088,0.26665413
Gm56610,-2.8448002,-2.565793,0.004443928306650103,0.04024548486676382,0.04285714285714286,0.2409759238722141,0.022353152,0.12560923
Nav3,-2.8448963,-0.82178915,0.004442587062125787,0.04024548486676382,0.7142857142857143,0.8979000465066361,2.1779802,2.697164
Ints2,-2.8456066,-0.6759188,0.004432693838596056,0.04017082072279124,0.11428571428571428,0.3247951919293099,0.12822671,0.19767928
Bmpr2,-2.8457766,-0.49607202,0.00443032655383305,0.04016291312466061,0.4,0.7110506922333918,0.6763398,0.8600805
E230016M11Rik,-2.846753,-1.9210814,0.0044167625407392315,0.04005346252772972,0.1,0.2932780023611061,0.06050515,0.21205112
Nmd3,-2.847182,-0.34495592,0.004410814506426258,0.040013026937094374,0.12857142857142856,0.35037384180588843,0.1808694,0.22459055
Npr3,-2.8475223,-1.2290021,0.004406102263127188,0.0399837783891346,0.04285714285714286,0.24562658748613744,0.072246484,0.16179302
Ncan,-2.8483357,-0.5602731,0.00439485235112691,0.039895163065804075,0.12857142857142856,0.33370300146674775,0.1604378,0.22841649
Rasgrf1,-2.8484395,-0.81415987,0.004393422413333734,0.039895163065804075,0.45714285714285713,0.7494365542160054,0.8923061,1.2622145
Zfp160,-2.8484616,-0.5988716,0.004393116052962203,0.039895163065804075,0.17142857142857143,0.3824634207419597,0.17633581,0.2562381
Syne1,-2.8488092,-0.9443448,0.004388318934463331,0.0398762697899999,0.5,0.8183379243730547,1.1110541,1.5934929
Pkd2,-2.8489866,-0.57388,0.004385871173780535,0.039867509620934695,0.22857142857142856,0.44971917146639,0.24462697,0.34538722
Mapk9,-2.8490014,-0.75602204,0.004385667249596739,0.039867509620934695,0.22857142857142856,0.43251171609487354,0.201245,0.31953084
Caskin1,-2.8492012,-0.62514615,0.004382915114161081,0.039867509620934695,0.14285714285714285,0.3495152577540872,0.15256462,0.22650579
Ccdc57,-2.8496969,-0.4151093,0.00437609250192893,0.03981903336499504,0.2,0.41466032268450614,0.22894175,0.29493728
Srgap2,-2.8502662,-0.7043975,0.004368263479770336,0.03976126006145966,0.4142857142857143,0.7212106035130398,0.74911785,1.0357012
Dhx30,-2.8506289,-0.40749472,0.004363287987686124,0.03972943010136434,0.2857142857142857,0.5348978642721711,0.35655075,0.4499378
Kcnn2,-2.850725,-0.6511326,0.004361968821735379,0.03972943010136434,0.35714285714285715,0.6430436804636354,0.6707381,0.9166123
Nbr1,-2.8516126,-0.50890654,0.0043498089661186505,0.03964700370407332,0.21428571428571427,0.44213501234214575,0.24111675,0.32786432
Cux2,-2.8528109,-1.0632368,0.0043334419073968,0.03951122634942382,0.1,0.3095195506743462,0.14674003,0.28538156
Odf2l,-2.8530548,-1.4963233,0.00433011472994911,0.03949429151178974,0.07142857142857142,0.2754266089507387,0.061046574,0.16347182
Lonrf2,-2.8536391,-0.39368424,0.004322159075656328,0.039435115233577435,0.21428571428571427,0.44560512288484244,0.25914598,0.3283224
Ubqln1,-2.8538241,-0.4959542,0.004319644225427293,0.03942555717976609,0.11428571428571428,0.3328444174149465,0.15929389,0.21795104
Rbm3,-2.8538315,-1.7005066,0.0043195436590191235,0.03942555717976609,0.07142857142857142,0.27742997173827494,0.055315863,0.16961682
Dot1l,-2.855836,-0.5216617,0.004292368270060646,0.03920324113410251,0.21428571428571427,0.448574392730655,0.23820297,0.32651606
Tshz3,-2.8577886,-0.89688575,0.004266043996512749,0.03898932047152978,0.17142857142857143,0.38765069938825886,0.21238154,0.3650561
Ggps1,-2.8580253,-0.8007423,0.004262863144158517,0.03897350550647818,0.24285714285714285,0.4554788394805567,0.20970874,0.34106207
Slc45a4,-2.8604293,-2.975106,0.004230679253444087,0.03869242734514725,0.04285714285714286,0.239079884091153,0.018261531,0.13532808
Sh3pxd2a,-2.8604589,-0.57858735,0.00423028452064053,0.03869242734514725,0.14285714285714285,0.3631452795764319,0.17647815,0.25327417
Srrm4,-2.86074,-0.44448775,0.0042265362247358275,0.03868086796956801,0.3,0.56881193431832,0.46952194,0.59633434
Tab2,-2.8611245,-0.41678026,0.004221411859335509,0.03864713344475131,0.3,0.567166314885701,0.40720943,0.5134049
Cep97,-2.86128,-1.5484811,0.004219344002024845,0.03864136787130456,0.1,0.3001824491110078,0.07499315,0.2052212
Tbc1d19,-2.86145,-0.53227425,0.004217080260170175,0.03863380381546969,0.2857142857142857,0.5322147891102923,0.3299854,0.44813588
Hps4,-2.8619604,-0.79794586,0.004210295642987035,0.038584803522190195,0.1,0.302436232246986,0.112541206,0.18822291
Tns3,-2.8622415,-1.43991,0.004206563416518372,0.03856375264477948,0.07142857142857142,0.2753192859442636,0.10791073,0.26937577
Sorcs2,-2.8631067,-0.50448793,0.004195090925157859,0.0384717041498265,0.21428571428571427,0.45905627302972846,0.30269766,0.40645832
Ppp2r2b,-2.863669,-0.8677831,0.0041876539229547495,0.03841661348917518,0.5,0.7690051157299753,1.1313738,1.5752718
Nprl3,-2.8639944,-0.72598284,0.004183353758748698,0.03839027168633112,0.07142857142857142,0.28329696275891675,0.10311561,0.16522574
Vrk1,-2.8648376,-1.4584322,0.0041722310527181694,0.03830128062403048,0.08571428571428572,0.2874110113404644,0.07035057,0.18256584
Chst1,-2.8654737,-0.27222848,0.004163858001211185,0.03823747932076027,0.24285714285714285,0.4967266483025078,0.3727095,0.43532217
Kdm4b,-2.8659842,-0.8817298,0.004157151113714514,0.03818894031641333,0.14285714285714285,0.3536650806711265,0.12693936,0.22265577
Elp1,-2.8662875,-0.8047566,0.004153170505619293,0.038165421164839404,0.17142857142857143,0.38096089865130756,0.15402722,0.25533193
Nadk,-2.86753,-1.403992,0.0041368958133338575,0.03802887119544329,0.1,0.2968912102457697,0.07153918,0.17919338
Zfp62,-2.8680625,-0.9658298,0.00412993867659964,0.037977909733139054,0.14285714285714285,0.3476907666440096,0.124336146,0.22999603
Ssr1,-2.8681884,-0.34359512,0.004128297569361311,0.03797581502524424,0.15714285714285714,0.37155224841698564,0.2158454,0.266735
Ggt7,-2.8685803,-0.8602957,0.004123184973695487,0.03794177405588964,0.17142857142857143,0.3853611419167889,0.14851552,0.25515914
Mex3c,-2.869283,-2.9606562,0.004114035263942628,0.037870547290900454,0.04285714285714286,0.23997424247844595,0.019245924,0.14087085
Sec23ip,-2.8698008,-1.1681839,0.00410730516681731,0.03782155237573034,0.08571428571428572,0.28844846706972416,0.08201448,0.17569862
Lman2l,-2.8699338,-0.63163227,0.004105576186074821,0.037818591744885305,0.1,0.3133474045719601,0.12769246,0.19146496
Trap1,-2.870045,-1.809163,0.004104135873360324,0.03781828906625237,0.02857142857142857,0.23271205237362716,0.03919793,0.13110948
Tor1aip1,-2.8701336,-1.3130068,0.004102983953360931,0.03781828906625237,0.1,0.3015060995242013,0.09060069,0.21157117
Yipf1,-2.8702223,-0.8808134,0.004101832326776801,0.03781828906625237,0.07142857142857142,0.2835831574428505,0.10246591,0.18122737
Safb,-2.8706143,-0.49000394,0.004096749484126654,0.03778910354908451,0.21428571428571427,0.4389153221478911,0.24166137,0.32492274
Fhit,-2.8713763,-0.64647907,0.004086887852109226,0.03771108399250512,0.3142857142857143,0.5472757843523056,0.4476085,0.6332601
Ugdh,-2.8718421,-1.6809189,0.004080866604041167,0.037668459515831726,0.04285714285714286,0.2434085786856509,0.0483455,0.14740175
Zfyve27,-2.871857,-1.1753068,0.004080675585233652,0.037668459515831726,0.07142857142857142,0.2815797946553143,0.07426367,0.16050395
Sec14l2,-2.8720272,-26.794317,0.004078479452141411,0.037668459515831726,0.0,0.19844023897256108,0.0,0.110095
Sdk2,-2.8722045,-0.62773967,0.004076188978727694,0.037668459515831726,0.17142857142857143,0.39019067720817086,0.22937034,0.33529317
Tiam1,-2.8723083,-0.63289493,0.004074853408448516,0.037668459515831726,0.34285714285714286,0.6027617786999606,0.5275684,0.7311267
Med6,-2.8728778,-1.4859493,0.004067514868824058,0.037622762315078294,0.05714285714285714,0.25546452974635997,0.053901255,0.14420548
Ccnl2,-2.873647,-0.41391522,0.004057622117463026,0.037544182608895145,0.24285714285714285,0.4935069581082531,0.30644807,0.39052102
