names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_IT-ET Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Cnksr2,84.06708,1.4626558,0.0,0.0,0.9226876999776769,0.803003291278113,2.6853046,1.7845895
Sv2b,82.98257,2.1913,0.0,0.0,0.8545278666567453,0.40427866154690073,1.4440948,0.53589594
Hs6st3,80.06039,2.0947633,0.0,0.0,0.8801994195996726,0.7136588041689522,2.6251316,1.3858105
Tenm4,75.52634,1.6711953,0.0,0.0,0.8655405908177691,0.6377537026878771,2.0461333,1.1364434
Celf2,73.49424,1.0528126,0.0,0.0,0.9719473175087432,0.961121777290181,4.076603,3.364905
Nlgn1,71.69092,0.858255,0.0,0.0,0.9591487461864722,0.9495337356006582,3.699605,3.1246178
Arpp21,71.00045,1.4590924,0.0,0.0,0.8906912716719994,0.7127674163466813,2.3447452,1.4884263
Tafa1,69.81552,1.7791164,0.0,0.0,0.8775950591561872,0.7100932528798684,2.4784124,1.4308727
Nell2,69.603134,1.4977427,0.0,0.0,0.8975370191234466,0.6456390565002743,1.9360343,1.1314894
Phactr1,68.61233,1.0744635,0.0,0.0,0.9159907731230003,0.8641662095447066,2.743881,2.0678372
Epha6,67.87778,1.3748758,0.0,0.0,0.9273755487759506,0.8467498628634119,3.0130103,2.1354117
Kcnq5,66.87523,1.6944481,0.0,0.0,0.8782647518416549,0.6919226549643445,2.326823,1.349772
Kcnma1,66.70407,1.0425086,0.0,0.0,0.9044571768732793,0.8124657158529895,2.5530496,1.9097047
Lrrc7,66.41083,1.0468938,0.0,0.0,0.9060942034377558,0.8229566648381789,2.8124342,2.1488388
Ralyl,64.99432,1.1975887,0.0,0.0,0.9040107150829675,0.8098601206801975,2.635866,1.8944019
Pde1a,64.37983,1.5412699,0.0,0.0,0.8796785475109755,0.6534558420186506,2.0720901,1.2193375
Schip1,64.009285,1.2936631,0.0,0.0,0.8937420939057965,0.7757131102578168,2.373384,1.6035202
