names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_MY GABA (for_DEGs),mean_expr_Rest (for_DEGs)
Caskin1,-2.9625711,-27.921509,0.003050813508884185,0.04777118821894991,0.0,0.3492981892210436,0.0,0.22651513
Ube2d3,-2.9626846,-0.8128627,0.0030496879601345653,0.04777118821894991,0.16666666666666666,0.5868066716668452,0.3481687,0.5490548
St18,-2.9627352,-2.885401,0.0030491878378224972,0.04777118821894991,0.041666666666666664,0.4016929176042002,0.11384481,0.6370886
Ext2,-2.9630506,-2.0903854,0.0030460637677198568,0.04777118821894991,0.08333333333333333,0.4564091574699096,0.089977644,0.3371494
Tmem38a,-2.963303,-1.3813652,0.003043566613827972,0.047769062449507946,0.041666666666666664,0.4080145719489982,0.120784044,0.2885201
Eif2ak4,-2.9640353,-2.145824,0.0030363354225349487,0.047683420691708986,0.08333333333333333,0.45490910389656775,0.089977644,0.34829837
Rab3gap1,-2.965083,-0.8783836,0.0030260145943142337,0.04754912991182659,0.16666666666666666,0.604771598985678,0.35940525,0.58502203
Spon1,-2.9656003,-1.693748,0.0030209281705267706,0.047496980656556075,0.125,0.49358905675202686,0.20603894,0.5539773
Brwd3,-2.9657013,-0.755322,0.0030199366073829096,0.047496980656556075,0.08333333333333333,0.4723025822350798,0.24000405,0.3769834
Frmd5,-2.9660168,-1.542027,0.003016839885729212,0.04748827635005502,0.2916666666666667,0.7392049716061287,0.6943272,1.3658113
Slc22a17,-2.9666352,-0.82636034,0.0030107787123421392,0.047420647128155496,0.125,0.5129826065216615,0.28307977,0.45755997
Ncoa2,-2.9680614,-1.3829682,0.00299684322973966,0.04722884315724614,0.25,0.7569913211186113,0.54907507,1.0675285
Mapk10,-2.9682508,-1.7629418,0.0029949978174724896,0.04722745971566068,0.375,0.8112075431265402,0.8970533,1.779885
Zfp40,-2.9704344,-2.242456,0.002973788864786484,0.04692055595819896,0.08333333333333333,0.44823029393906927,0.080647536,0.33464026
Kdm3a,-2.9727569,-1.81307,0.0029513818211378186,0.04659437692947895,0.041666666666666664,0.4088717454194793,0.097357504,0.30697867
Spats2,-2.9728703,-27.973152,0.002950289786837054,0.04659437692947895,0.0,0.35051251830422514,0.0,0.23387504
Pdpr,-2.974082,-27.88888,0.0029386643415953598,0.046448182858039595,0.0,0.35065538054930534,0.0,0.221972
Emc2,-2.9747636,-1.0723386,0.0029321434145509976,0.046372391729832436,0.08333333333333333,0.47173113325475907,0.19201158,0.36820427
Heatr5b,-2.9765308,-3.499411,0.0029152987588124974,0.04613314349192686,0.041666666666666664,0.3950498232079717,0.027199639,0.27141902
Exoc1,-2.976758,-3.1764004,0.002913139436978231,0.04612613828615501,0.041666666666666664,0.400764313011179,0.034763765,0.27748653
Zfp322a,-2.9780202,-27.96787,0.002901169763867781,0.045963697850900515,0.0,0.3511196828458159,0.0,0.23311275
Sdk2,-2.9783356,-3.8527074,0.002898184368134436,0.04594348906889221,0.041666666666666664,0.3899424979463552,0.027199639,0.33529246
Pals1,-2.9790552,-3.7615438,0.0028913881481095155,0.045862809645633225,0.041666666666666664,0.3928354584092289,0.027199639,0.31769422
Lrrcc1,-2.980027,-2.3304,0.0028822303884924205,0.045744554364318575,0.041666666666666664,0.408657452051859,0.06433595,0.28833896
Tpm1,-2.9800901,-1.6703589,0.002881636645230048,0.045744554364318575,0.08333333333333333,0.4524090146076646,0.12893938,0.3632805
Nipsnap2,-2.9804182,-2.646825,0.0028785509797145535,0.04574019209043764,0.041666666666666664,0.40647880281438625,0.0534479,0.29553455
Lnpk,-2.9810114,-0.76246065,0.0028729806991899653,0.045678693128541045,0.16666666666666666,0.5570198935676274,0.32414964,0.50045246
Tbc1d12,-2.982463,-1.2288041,0.0028593927591889926,0.0454895698279504,0.08333333333333333,0.47183827993856925,0.18293636,0.38558638
St6gal2,-2.9826522,-3.340258,0.0028576247512813904,0.045488375039651044,0.041666666666666664,0.39808564591592555,0.034763765,0.30621484
Tnk2,-2.9828289,-3.4672484,0.002855975511085857,0.045488375039651044,0.041666666666666664,0.3959069966784528,0.027199639,0.2661651
Celf2,-2.9829805,-1.1089617,0.0028545625683404343,0.045488375039651044,0.8333333333333334,0.9664273724061574,2.9661846,3.7068393
Sod2,-2.9842174,-2.6152852,0.0028430474023291817,0.04533690427334428,0.08333333333333333,0.4433729776063431,0.061963405,0.33051616
Vcpip1,-2.985997,-2.0448942,0.0028265540631347494,0.045100657765101373,0.041666666666666664,0.4095503410836101,0.08163448,0.30083886
Nfx1,-2.986136,-0.702929,0.0028252710298453925,0.045100657765101373,0.125,0.5435194114075502,0.30815005,0.46215025
Arl8b,-2.9864008,-2.391515,0.0028228230792955015,0.045094682604441216,0.08333333333333333,0.453516197007036,0.07828186,0.35575366
Aopep,-2.9864135,-1.2185977,0.002822706558546246,0.045094682604441216,0.25,0.7107039537126326,0.5288641,0.9639624
Fam168a,-2.9865398,-1.2996632,0.0028215415925902316,0.045094682604441216,0.25,0.7679202828672452,0.60913134,1.1200385
Jpx,-2.9865901,-1.4978207,0.0028210757291512933,0.045094682604441216,0.041666666666666664,0.4108718168506018,0.118239276,0.30341
Wasf1,-2.988168,-1.2539135,0.0028065528429709946,0.04494164177034006,0.25,0.7171327547412407,0.5787602,1.0540789
Evi5l,-2.9885972,-3.5944254,0.002802614446441794,0.044905337016035184,0.041666666666666664,0.3959784278009929,0.027199639,0.28747168
Rgs6,-2.9886475,-1.8802656,0.0028021514376500027,0.044905337016035184,0.125,0.5114111218257795,0.27180234,0.76538116
Smchd1,-2.9889505,-1.1003668,0.0027993748515684333,0.044905337016035184,0.16666666666666666,0.5717347048108861,0.27663407,0.5207497
Mcph1,-2.9892282,-1.1301221,0.00279683185516141,0.04489299399533279,0.08333333333333333,0.4744812314725526,0.18703069,0.37166876
Macroh2a1,-2.9908185,-1.9898864,0.002782308020493544,0.04468656097469308,0.041666666666666664,0.41012179006393085,0.084307425,0.29965678
Rhoa,-2.9911342,-3.0305796,0.0027794345100975925,0.044667108424833915,0.041666666666666664,0.40437158469945356,0.043518092,0.31002134
Xylt1,-2.9931283,-1.1970732,0.0027613365360472644,0.04440282030137043,0.20833333333333334,0.6408086003071538,0.51660895,0.9363511
Ncoa6,-2.9934943,-0.99997395,0.0027580264713972687,0.04437615047092492,0.16666666666666666,0.5785563770134647,0.29945913,0.52959514
Inpp4b,-2.9951856,-1.4787835,0.002742778706384883,0.044157258142936966,0.20833333333333334,0.5909496767741705,0.4221402,0.90173197
Fnip2,-2.9953117,-1.4617971,0.0027416439071804243,0.044157258142936966,0.08333333333333333,0.4596949891067538,0.15652853,0.38303992
Taf1b,-2.9962711,-1.5378631,0.002733033440667648,0.04405315449954391,0.08333333333333333,0.4722668666738098,0.13943833,0.36079198
Parp8,-2.9964352,-1.507285,0.0027315630745551552,0.04405315449954391,0.16666666666666666,0.591306832386871,0.29276046,0.6764496
Ggps1,-2.9968011,-1.5616106,0.0027282856310579815,0.04402945039431109,0.08333333333333333,0.4552662595092682,0.12893938,0.3409154
Chchd6,-2.997041,-0.9464184,0.0027261402889403596,0.044021267766723236,0.125,0.5144826600950034,0.2534883,0.44211146
Fbxl16,-2.9971042,-28.047459,0.0027255759814479212,0.044021267766723236,0.0,0.3533697632058288,0.0,0.24483676
Tbl1xr1,-2.998341,-1.2109586,0.0027145370777566253,0.04388664938587276,0.20833333333333334,0.6512375441980071,0.37032518,0.711752
Arhgap23,-2.9984925,-2.0397534,0.002713188186238129,0.04388664938587276,0.08333333333333333,0.4561948641022894,0.11898822,0.41841286
Slc33a1,-2.9998305,-27.9601,0.002701299549508263,0.04372525234655845,0.0,0.35369120325725917,0.0,0.23199509
Mtm1,-3.0001333,-27.98162,0.0026986144002045993,0.043708118706146826,0.0,0.35372691881852925,0.0,0.23510267
Pcsk5,-3.0002973,-2.1853728,0.0026971609628945016,0.043708118706146826,0.08333333333333333,0.462230793956927,0.1560397,0.5699099
Add2,-3.0003479,-1.2393923,0.0026967138953446334,0.043708118706146826,0.20833333333333334,0.6030215364834458,0.32246903,0.6410295
Pola1,-3.0007265,-1.7312748,0.002693363046534844,0.043702092427772496,0.08333333333333333,0.4515161255759134,0.13259585,0.38578445
Map2k5,-3.0010042,-1.1826968,0.0026909081760240175,0.043688642108619544,0.20833333333333334,0.6286295939140684,0.33584753,0.64501625
Vps50,-3.0016227,-1.714873,0.0026854478567689905,0.04362635061147689,0.125,0.5004464445158756,0.14221132,0.40657145
Rif1,-3.001812,-2.7005262,0.0026837783558190382,0.04362560461031915,0.041666666666666664,0.4085860209293189,0.0534479,0.305192
Dhx30,-3.001976,-0.92413336,0.002682332222278297,0.04362560461031915,0.125,0.5346262366513089,0.26189268,0.44986555
Actr1a,-3.0031626,-27.971817,0.0026718967367995146,0.04348507893264868,0.0,0.3540840744312297,0.0,0.23368163
D130040H23Rik,-3.0036926,-1.4994503,0.002667246076924719,0.043435698234525574,0.08333333333333333,0.46301653630486805,0.14015998,0.3544502
Klhl32,-3.003945,-1.5112562,0.0026650340782982365,0.04342599495686696,0.125,0.5166970248937462,0.2039365,0.4976555
Nvl,-3.0044248,-1.5103241,0.002660835899340817,0.043383896004422176,0.125,0.5224829458194935,0.17161213,0.42744416
Cnbp,-3.00498,-28.047827,0.0026559824018435444,0.04333105472831575,0.0,0.35429836779884993,0.0,0.24489261
Abca8b,-3.005081,-1.1558969,0.0026551008175926495,0.04333105472831575,0.08333333333333333,0.47633844065859493,0.2025467,0.40564883
Farp1,-3.0054975,-1.2418479,0.0026514671089247835,0.04330998250261941,0.16666666666666666,0.6004857316332726,0.37874487,0.7366694
Elp4,-3.0071006,-1.2722416,0.0026375252038092004,0.043108456342064,0.20833333333333334,0.6445230186792386,0.34926066,0.6979698
Srbd1,-3.0072267,-1.5045753,0.0026364302670268723,0.043108456342064,0.041666666666666664,0.41340762170077505,0.118239276,0.30463746
Hs6st2,-3.007378,-2.580639,0.0026351168913615755,0.043108456342064,0.08333333333333333,0.4451230401085753,0.089977644,0.44673973
Cnot6l,-3.0076811,-1.0345039,0.0026324919341062024,0.043104849646211855,0.16666666666666666,0.6113075466980964,0.3397576,0.6036599
Zbtb20,-3.008123,-1.4298737,0.0026286681559401,0.04306848375006737,0.5416666666666666,0.8678881388621023,1.4742349,2.3098922
Dtnbp1,-3.0083122,-28.06027,0.002627030948686311,0.043067920433923844,0.0,0.35469123897282046,0.0,0.24677177
Zscan26,-3.009221,-27.925196,0.0026191853218810865,0.04296551257566837,0.0,0.3547983856566306,0.0,0.22703344
Mau2,-3.0094357,-2.895277,0.002617336010833043,0.042961404160710974,0.041666666666666664,0.40830029643915855,0.043518092,0.28586808
Ccnc,-3.0098772,-1.33743,0.0026135323639170714,0.04292519230956706,0.08333333333333333,0.4574091931854709,0.14798369,0.33864403
Dmtf1,-3.0106347,-1.7083699,0.002607023581641157,0.04284447928972348,0.08333333333333333,0.4682667238115647,0.12774254,0.36830804
Trpm3,-3.0110133,-1.6299182,0.0026037747509635497,0.04281727512753401,0.2916666666666667,0.6863102253651916,0.6960635,1.4141576
Atf6,-3.0116444,-1.0989048,0.0025983682578992846,0.04275453465386025,0.16666666666666666,0.5972713311189686,0.32622975,0.6022427
Grm8,-3.0131338,-1.9657477,0.0025856496051752634,0.04257132652638439,0.125,0.5147326690238937,0.29500282,0.8502839
Eif4g2,-3.013361,-1.0051321,0.0025837144835002914,0.04256554762210474,0.08333333333333333,0.4767670273938355,0.22565345,0.4108419
Kmt2e,-3.0143328,-1.3437809,0.0025754514030594533,0.0424554473620905,0.25,0.7728847458837815,0.57363206,1.0873213
Xrn1,-3.0146484,-1.2546929,0.0025727737857729,0.04243734292432033,0.20833333333333334,0.6758455659130683,0.38513753,0.75191635
Zc2hc1a,-3.0146735,-2.2914393,0.002572559686400387,0.04243734292432033,0.08333333333333333,0.45301617914925535,0.080647536,0.34441406
Gpd2,-3.0167813,-2.288453,0.0025547397597892184,0.0421916763033413,0.08333333333333333,0.4524447301689346,0.08779967,0.37040496
Itch,-3.0172105,-1.1057492,0.002551125610950794,0.04215789985624098,0.20833333333333334,0.6600950033929783,0.39600214,0.71571606
Tpd52,-3.0177407,-1.5457696,0.0025466675301562274,0.04211012709864482,0.041666666666666664,0.4146576663452266,0.118239276,0.3122153
Xpnpep1,-3.0183086,-27.979948,0.0025418989225145993,0.04205715766500449,0.0,0.35586985249473196,0.0,0.23485932
Smarca1,-3.018864,-0.79539317,0.0025372441817434564,0.042006008110564805,0.08333333333333333,0.47901710775384837,0.2425553,0.38961482
Wapl,-3.0189903,-0.81300455,0.0025361873739704307,0.042006008110564805,0.20833333333333334,0.6217007750276795,0.39775848,0.61960846
Rnf20,-3.020265,-3.545543,0.0025255361610314604,0.04186376104066338,0.041666666666666664,0.40026429515339834,0.027199639,0.2791131
Mbip,-3.020669,-3.5097852,0.0025221700643860675,0.04183377137657632,0.041666666666666664,0.40033572627593844,0.027199639,0.27313313
Nt5dc3,-3.0210855,-3.3521435,0.0025187030758091924,0.04180207019579555,0.041666666666666664,0.4038358512804029,0.034763765,0.30839446
Brd9,-3.0230165,-1.1320157,0.00250268574549331,0.04156190728146183,0.125,0.5429836779884996,0.25658655,0.49535546
Snx7,-3.0231555,-28.11816,0.002501537771007256,0.04156190728146183,0.0,0.3564413014750527,0.0,0.2556851
Nsun2,-3.0245817,-2.6854188,0.002489772803152738,0.041398635656382465,0.041666666666666664,0.412586163791564,0.0534479,0.30244756
Tecpr2,-3.024897,-0.7987958,0.002487176782442888,0.04138107748869375,0.08333333333333333,0.4798385656630594,0.23392038,0.37739006
Homer2,-3.025566,-3.36554,0.0024816814068212155,0.041315228873163606,0.041666666666666664,0.40337154898389227,0.034763765,0.31086668
Lgr4,-3.0257554,-2.423453,0.0024801281300360204,0.04131496767146179,0.041666666666666664,0.41333619057823495,0.0663015,0.31315407
Bcl11b,-3.0259953,-1.1503495,0.0024781619230423556,0.04130782312167996,0.125,0.5486981677917069,0.33854377,0.6388565
Eef2k,-3.0261846,-28.00178,0.00247661066190912,0.04130759061793796,0.0,0.35679845708775315,0.0,0.23804565
Adamtsl1,-3.0265884,-2.8551965,0.002473304273874531,0.04127806573851469,0.041666666666666664,0.4104075145540912,0.084307425,0.492562
Srrm1,-3.0283177,-0.9052459,0.0024591944112155807,0.04106808814752185,0.16666666666666666,0.6179863566555949,0.3704461,0.6096318
Nup153,-3.0291634,-2.9324858,0.0024523208212114617,0.04097876894648755,0.041666666666666664,0.4105503767991714,0.043518092,0.29234377
Atg13,-3.0295167,-27.97224,0.0024494534885374153,0.04095632559863121,0.0,0.3571913282617236,0.0,0.23374258
Usp25,-3.0298953,-1.0986348,0.0024463847511662644,0.04093048459765724,0.16666666666666666,0.581877924211579,0.31922224,0.59074694
Clcn3,-3.030337,-1.0326058,0.0024428090045183547,0.04089612333421071,0.20833333333333334,0.6757384192292581,0.42965627,0.7409843
Parm1,-3.0308294,-3.6612735,0.0024388302357258636,0.04085496785159224,0.041666666666666664,0.3996214150505375,0.034763765,0.36987945
Slc17a5,-3.031208,-3.2424598,0.0024357736810341228,0.040829219469361744,0.041666666666666664,0.4066930961820065,0.034763765,0.28877556
Ift88,-3.0314858,-2.4544036,0.0024335344361909807,0.040817147503403026,0.041666666666666664,0.4148362441515768,0.060600027,0.2944671
Slc38a6,-3.0319023,-3.2422612,0.0024301791012676906,0.04078632882639778,0.041666666666666664,0.4070145362334369,0.034763765,0.28874117
Nalcn,-3.0323188,-1.4278495,0.002426828000916125,0.040755542740385176,0.25,0.7445980213579056,0.57955134,1.1354737
Plcb1,-3.032445,-1.8639072,0.002425813351265566,0.040755542740385176,0.4583333333333333,0.8710668238151362,1.2100085,2.258278
Iqsec1,-3.0334926,-1.1607258,0.0024174067323866964,0.04064813448011923,0.20833333333333334,0.6922747240972892,0.50408965,0.9023777
Micu1,-3.034439,-1.008857,0.002409833332635645,0.040546162584796354,0.125,0.5197685631629702,0.24587743,0.4452746
Sptlc1,-3.0355752,-27.938166,0.002400773922787568,0.04041904467750749,0.0,0.35790563948712456,0.0,0.22886609
Capn7,-3.0358655,-3.5287802,0.002398463747250732,0.040405467641772524,0.041666666666666664,0.40208578877817064,0.027199639,0.27629504
Mdm2,-3.03868,-1.7109541,0.002376170369393912,0.040055017456470776,0.041666666666666664,0.4169434622665095,0.10173974,0.30055285
Pacrg,-3.0389073,-1.4914974,0.0023743792041761415,0.04004994928826926,0.16666666666666666,0.5487695989142469,0.23125076,0.54902387
Bsn,-3.0389326,-0.91738355,0.002374180262142165,0.04004994928826926,0.16666666666666666,0.6205221615057681,0.41429225,0.6777603
Tet2,-3.039084,-1.3114113,0.002372986930380281,0.04004994928826926,0.125,0.5435551269688204,0.22248243,0.4814443
Hdx,-3.0399296,-3.276705,0.0023663342478879644,0.03998956052877333,0.041666666666666664,0.4066573806207365,0.034763765,0.29478237
Gnao1,-3.0405986,-1.1965537,0.0023610837797473725,0.03992594157445683,0.2916666666666667,0.7744919461409336,0.6450522,1.1238447
Ahcyl2,-3.0412803,-1.5279759,0.0023557452185516653,0.03986075190332698,0.2916666666666667,0.7462766527375978,0.60202616,1.218317
Mettl16,-3.0413306,-3.2128184,0.0023553502095828853,0.03986075190332698,0.041666666666666664,0.408693167613129,0.034763765,0.2836616
Ndrg4,-3.0418103,-1.1537251,0.0023516006480212735,0.03984080038608551,0.16666666666666666,0.5751991142540805,0.2910746,0.56059045
Ralgapb,-3.042858,-1.249438,0.0023434298156552865,0.03972741901997322,0.16666666666666666,0.6134504803742991,0.3004565,0.60609126
Fam171b,-3.0430725,-1.1122878,0.00234175948269355,0.039724164962105867,0.20833333333333334,0.674738383513697,0.42606476,0.7647424
Fam193b,-3.0441453,-1.9476476,0.002333424159509805,0.03960777458371981,0.08333333333333333,0.47273116897032036,0.104118116,0.35296705
Rnf111,-3.044827,-0.9343639,0.002328142900198536,0.03954310981563506,0.125,0.5494839101396478,0.27791828,0.47763637
Rab27b,-3.0462909,-2.1848443,0.0023168349678527583,0.03937593648716231,0.08333333333333333,0.4540876459873567,0.10331037,0.4020261
Myo6,-3.0464046,-1.3603902,0.0023159597344791175,0.03937593648716231,0.125,0.5300903603700132,0.2448637,0.5378714
Cyfip1,-3.048891,-1.0725881,0.0022968775460895444,0.03908619358038382,0.20833333333333334,0.6478088503160827,0.4256499,0.7494914
Ralyl,-3.0490172,-1.640167,0.002295912758729002,0.03908619358038382,0.5,0.8553162612950462,1.3151792,2.250787
Srsf5,-3.049762,-1.1234213,0.0022902280651653294,0.0390224655110922,0.16666666666666666,0.5819850708953891,0.2837862,0.5393648
Ctcf,-3.0501912,-1.2598993,0.002286957998780793,0.03899147298682735,0.08333333333333333,0.4810171791849709,0.17899197,0.38485757
Acin1,-3.050494,-0.97684383,0.0022846522923439983,0.038976893393830626,0.16666666666666666,0.5864852316154149,0.30879316,0.5376867
Snrnp70,-3.0518951,-1.2772144,0.0022740160742731543,0.038820083809224686,0.25,0.7507768134576235,0.53981394,1.0059953
Anapc4,-3.052261,-1.4712185,0.0022712447264296946,0.03879742263138328,0.041666666666666664,0.418907818136362,0.118239276,0.29861736
Zfhx2,-3.0523367,-0.8219476,0.0022706717305684032,0.03879742263138328,0.08333333333333333,0.4833744062287939,0.23047967,0.37721506
Gse1,-3.0533593,-1.1896695,0.0022629492374057095,0.03870493062322814,0.16666666666666666,0.5751276831315404,0.29132047,0.5717816
Gfm2,-3.0535989,-1.4517871,0.0022611412759677963,0.038698640818633556,0.08333333333333333,0.46190935390549664,0.14155169,0.34780386
Camk2d,-3.0536368,-1.700839,0.002260855929376655,0.038698640818633556,0.16666666666666666,0.5600557162755813,0.31942832,0.7990554
Senp5,-3.0543563,-1.2838926,0.0022554406086902,0.03865031196141943,0.16666666666666666,0.5611628986749527,0.23968458,0.50651866
Sgip1,-3.0546844,-1.4876574,0.0022529744114059996,0.0386326882160046,0.375,0.8138147790992536,0.8632512,1.5778077
G2e3,-3.055265,-28.022139,0.0022486171910594023,0.038582595098190384,0.0,0.3602271509696775,0.0,0.24105135
Adnp,-3.0560477,-0.9820901,0.0022427566321139417,0.03850662664849944,0.16666666666666666,0.5668416729168899,0.29148933,0.5119183
Atp6ap1,-3.0563884,-1.8022207,0.0022402088305064796,0.038487475240223216,0.041666666666666664,0.4185863780849316,0.10997233,0.340336
Miga2,-3.0564768,-27.962933,0.0022395487224104995,0.038487475240223216,0.0,0.36037001321475765,0.0,0.2324019
Efl1,-3.056565,-2.0621276,0.0022388887925500253,0.038487475240223216,0.041666666666666664,0.4188006714525519,0.08024792,0.2993116
Kmt2a,-3.0579534,-1.2090044,0.0022285418399225123,0.038360614502702055,0.25,0.7397049894639094,0.54261893,0.98045003
Map9,-3.0579913,-28.065327,0.0022282602651295855,0.038360614502702055,0.0,0.3605485910211079,0.0,0.24753943
Senp7,-3.0592914,-1.1848849,0.0022186126161521237,0.03823869210776624,0.20833333333333334,0.6727025965213044,0.40188992,0.7535613
Mapk14,-3.0594807,-0.76152855,0.00221721081646515,0.03823869210776624,0.16666666666666666,0.599128540305011,0.38057896,0.5794954
Cpne7,-3.0599983,-2.7511628,0.002213383371102868,0.03819756659058064,0.041666666666666664,0.4169434622665095,0.08024792,0.4463182
Shprh,-3.0619924,-0.9746641,0.0021986902646408376,0.03796838522551369,0.16666666666666666,0.6063787992428301,0.3426219,0.5894764
Appl1,-3.0624468,-1.3538839,0.0021953549978345898,0.03793516964103886,0.16666666666666666,0.5800921461480767,0.24427809,0.53487986
Rapgef6,-3.0634565,-1.1504028,0.0021879598901207247,0.03783171315800764,0.25,0.7160255723418694,0.54556423,0.95958525
Ric3,-3.0661702,-27.994051,0.002168198535746021,0.037514162688664254,0.0,0.36151291117539913,0.0,0.23691298
Csnk1d,-3.066473,-28.021767,0.0021660027988477455,0.037500319075411674,0.0,0.36154862673666915,0.0,0.24099636
Tubgcp5,-3.0672936,-3.6489081,0.002160066244187768,0.03742165053599312,0.041666666666666664,0.40508589592485444,0.027199639,0.29704094
