names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Mature GC (for_DEGs),mean_expr_Rest (for_DEGs)
Gm43256,-2.5363772,-2.128917,0.011200598655880103,0.04237084131824558,0.005154639175257732,0.03827437046191874,0.0033464306,0.014555009
Id4,-2.5377066,-1.6451187,0.01115815136492998,0.042228102419108245,0.019212746016869727,0.05229414490962459,0.013678784,0.042175557
Casp3,-2.5402243,-0.6371771,0.0110781374677156,0.04195483492001666,0.04311152764761012,0.07728255831917194,0.027355786,0.042228945
Fam111a,-2.5409286,-1.8724713,0.011055847995829666,0.04188015730979102,0.01077788191190253,0.043990421751892474,0.00732464,0.026562393
Nkx2-2,-2.5429413,-4.1610622,0.010992370665467033,0.04165937937674177,0.0023430178069353325,0.03541634481693187,0.0015923588,0.028110784
Syt2,-2.5452642,-1.8748034,0.010919506723117296,0.04140659690236547,0.012652296157450796,0.04588289819249189,0.007913312,0.028720923
Itgb1bp1,-2.5455272,-0.42497185,0.010911282619215517,0.04138125109080042,0.05060918462980318,0.08570214738143056,0.034114074,0.04553709
Grn,-2.5469887,-0.6930023,0.010865693316405902,0.041225809010424545,0.09090909090909091,0.1261393480611772,0.06254069,0.099242955
Casz1,-2.5498435,-1.4537275,0.010777130288291008,0.04090711835660113,0.00937207122774133,0.04279314073845203,0.007479171,0.0203548
Rnf17,-2.5505672,-1.2665725,0.010754778697294206,0.04083381427106052,0.015932521087160263,0.04939749729646223,0.012036153,0.028716387
Ctsz,-2.5508149,-1.5781951,0.01074713704963246,0.040816335339028155,0.026710402999062792,0.05997991657654874,0.018680772,0.054776315
Cgref1,-2.551035,-1.3791492,0.01074035805867258,0.04079635581517277,0.014058106841611996,0.047582264792213814,0.0092910165,0.023989879
Ckap4,-2.5511768,-0.32592246,0.010735983767640735,0.04078550598565058,0.08247422680412371,0.11988258921674648,0.058195677,0.07242347
Cpt1a,-2.5525715,-3.3102527,0.010693096926096721,0.04063407076852198,0.0037488284910965324,0.0369612235439518,0.003155222,0.030866072
Gm47033,-2.5527718,-2.2692661,0.010686946083244055,0.04061644147903363,0.005623242736644799,0.03893094392090221,0.0034226521,0.016393032
Cdh23,-2.5563266,-0.5293236,0.010578375544688377,0.040232264810442564,0.1513589503280225,0.18778000926927235,0.114462264,0.16128851
Adcy7,-2.5577576,-3.036733,0.010534952904654834,0.04007846305367059,0.005623242736644799,0.03893094392090221,0.0033337732,0.027034873
Catsper3,-2.560526,-0.95920414,0.01045138762535959,0.03979435815408986,0.01640112464854733,0.05016993665997219,0.011085176,0.021440595
Cflar,-2.5611203,-0.5700953,0.010433524850671482,0.0397432396849366,0.1148078725398313,0.15124362737525104,0.081469096,0.11868408
Slc25a38,-2.5613804,-0.47995257,0.010425710599552676,0.03972473678530635,0.041237113402061855,0.0760852773057315,0.027193705,0.0377267
Spsb4,-2.564277,-4.5549192,0.010339101710162132,0.03941149992226649,0.0018744142455482662,0.03522323497605438,0.0009633615,0.022402309
Inppl1,-2.565151,-3.0293128,0.010313091122989074,0.0393179282739382,0.004217432052483599,0.03761779700293527,0.0032285296,0.026058504
Clrn1,-2.5658984,-1.9041204,0.010290895794066529,0.03923887753463426,0.008434864104967198,0.04194345743859107,0.0053031007,0.019705791
Cep131,-2.5662367,-0.27792192,0.01028086607758581,0.039206198056305805,0.04592314901593252,0.08145373088212575,0.03143529,0.037988227
Gm48956,-2.567925,-3.069588,0.010230930046220008,0.03902684417119984,0.0032802249297094657,0.03672949173489881,0.0018679068,0.01557445
Ctsf,-2.5748982,-0.29978147,0.010026961444690318,0.03829227601177215,0.09044048734770384,0.1283408002471806,0.061880704,0.0756442
Hacd4,-2.5765963,-0.26332176,0.009977844097398934,0.03811011668757774,0.05810684161199625,0.09443071218909316,0.03865591,0.046219975
Cerox1,-2.5781565,-1.0460334,0.009932901555497906,0.037943853397246055,0.030459231490159326,0.06449868685308204,0.022079425,0.045066666
Dna2,-2.5782707,-0.4556197,0.009929621143713412,0.037936715502855024,0.03233364573570759,0.06708635872084041,0.022148196,0.030250063
Mrc2,-2.5805964,-0.53275037,0.009862982645661334,0.03771429396455387,0.061855670103092786,0.09752046964313302,0.04615686,0.06610545
Gm57076,-2.5868194,-4.080211,0.009686637064008565,0.037098052723761425,0.0018744142455482662,0.03553221072145837,0.0010747743,0.018025903
D5Ertd615e,-2.5879884,-1.2131759,0.009653821105952682,0.03697764406513879,0.015463917525773196,0.04951336320098872,0.010174455,0.023432935
Klhdc8b,-2.588715,-0.63446176,0.009633478296587318,0.03691024694557268,0.035145267104029994,0.06990576239765178,0.023902869,0.036864884
Rnf213,-2.5888083,-1.926069,0.009630870015646732,0.03690551587570275,0.014058106841611996,0.0478139966012668,0.009660625,0.036225904
Efcc1,-2.5909643,-0.26938754,0.009570743394319077,0.03669080824730398,0.048266166822867856,0.08404140274988413,0.031021448,0.0372727
Il15,-2.5974865,-4.300944,0.009390882389531011,0.036063028413133955,0.0028116213683223993,0.036575003862196816,0.0019496761,0.03774653
Vav1,-2.597808,-4.0105643,0.009382094501788063,0.036034430998148265,0.004217432052483599,0.03796539471651476,0.002502237,0.039586578
Rpain,-2.598053,-0.3940062,0.009375403893109565,0.03601388171663388,0.04967197750702906,0.08558628147690406,0.0343689,0.044922743
Cdc42ep1,-2.5992277,-3.0982342,0.00934337849452249,0.03590112686226502,0.004217432052483599,0.03804263865286575,0.0037246682,0.03145643
Cln8,-2.6022103,-0.6613384,0.009262500920849577,0.035620924537459304,0.042642924086223055,0.07778464390545342,0.028128318,0.044129662
Itga1,-2.6027908,-2.022812,0.009246836001085227,0.0355759569514834,0.017338331771321464,0.05125135176888614,0.01113142,0.04448378
Gm46430,-2.6034436,-0.6283085,0.00922924591405801,0.03551845283740171,0.04358013120899719,0.07871157114166538,0.02703934,0.04149345
Tmem50a,-2.610215,-0.2670178,0.0090485354909875,0.03486294072882623,0.246485473289597,0.3012899737370616,0.1901822,0.22478926
A630001G21Rik,-2.6113493,-6.660292,0.009018573218371692,0.03475746735192877,0.0009372071227741331,0.0348756372624749,0.00035484036,0.035267796
Plxna3,-2.6137238,-0.32253164,0.008956141296181786,0.034536670009816965,0.048266166822867856,0.08435037849528812,0.032427955,0.040389813
Csk,-2.615028,-0.4243427,0.008922015782346398,0.034414953211548624,0.05810684161199625,0.09431484628456666,0.0404813,0.053956717
Pip5kl1,-2.6192954,-2.7725265,0.008811162434361062,0.03400688517829384,0.0032802249297094657,0.037424687162057775,0.0022737524,0.015434593
Mei1,-2.6208973,-0.6134113,0.008769865975814558,0.033857226834789825,0.029053420805998126,0.06403522323497605,0.02092172,0.03183267
Slc25a1,-2.6261573,-0.6149873,0.008635493448531109,0.033376828101557954,0.03420805998125586,0.0695195427158968,0.023261571,0.03540934
Tapbp,-2.6277537,-1.3458688,0.008595074423160012,0.03323016543169921,0.023430178069353328,0.05797157423142283,0.01466493,0.03686257
Cbln2,-2.6279902,-2.4093137,0.008589098221483796,0.033211839000038795,0.007497656982193065,0.04175034759771358,0.0052390588,0.027521802
Gm11867,-2.6280541,-0.35883057,0.008587481770315803,0.03321036775595648,0.30318650421743204,0.35149853236520934,0.24562983,0.30531335
Frem2,-2.628412,-3.4707415,0.008578455731088456,0.03318023686401998,0.004686035613870665,0.03885369998455121,0.0030705167,0.033525504
Arl10,-2.628568,-1.0028813,0.008574524858417407,0.033169807507295666,0.028116213683223992,0.0629924300942376,0.019315554,0.038340133
Il10ra,-2.6294043,-3.479552,0.008553459006867183,0.033102613209638664,0.006091846298031865,0.04024409083886915,0.0037488583,0.041041248
4930428E07Rik,-2.6299138,-0.4004138,0.008540652899657226,0.03306734054953742,0.02999062792877226,0.06546423605746948,0.02028667,0.026690124
Gm10406,-2.6336007,-1.4837413,0.00844847597313074,0.03272931796395948,0.010309278350515464,0.04484010505175344,0.0066156113,0.018393228
Kcnq4,-2.6356676,-0.7128257,0.008397192705768839,0.032544723496900144,0.03748828491096532,0.07268654410628765,0.023278443,0.037874784
Nipsnap3b,-2.6381605,-0.8495338,0.008335712504490634,0.032311107183448255,0.02858481724461106,0.06368762552139658,0.019220242,0.034370713
Slc1a6,-2.6390388,-0.25092742,0.008314148094174583,0.03224147197149243,0.06607310215557638,0.10362274061486174,0.041135203,0.048762064
Btla,-2.6406353,-0.54638815,0.008275077178954197,0.032096172685850945,0.028116213683223992,0.06357175961687007,0.019360844,0.02815057
Slc7a7,-2.641732,-3.5084736,0.008248330368712802,0.03200009197333424,0.004217432052483599,0.038583346207322726,0.003416669,0.038210046
Cd33,-2.6440508,-3.6611066,0.008192036426731462,0.031790875041345236,0.005154639175257732,0.03951027344353468,0.0033928494,0.042095125
Tax1bp1,-2.6444752,-0.27642253,0.008181767828991271,0.031755611955076625,0.4901593252108716,0.544338019465472,0.41037694,0.47904995
Cmklr2,-2.645277,-1.8846211,0.008162406745157398,0.031689621332521206,0.006560449859418931,0.04113239610690561,0.004747968,0.017421227
Fam107a,-2.6461706,-1.3313371,0.008140875535535278,0.03161516485616894,0.027647610121836926,0.06237447860342963,0.017884705,0.04440838
Asl,-2.6474288,-0.84924036,0.008110643636275847,0.03150686634476392,0.026710402999062792,0.06198825892167465,0.01749178,0.031294752
Cmtm6,-2.648012,-0.6937071,0.008096665400571067,0.03146438323803046,0.039831302717900655,0.07558319171945002,0.027254304,0.043718513
Amer1,-2.6501846,-0.57345283,0.00804477860688759,0.03127361127995797,0.044048734770384255,0.08006334002780782,0.027947493,0.04130963
Prr18,-2.6501944,-2.364571,0.00804454660272666,0.03127361127995797,0.008903467666354265,0.0434497141974355,0.005937732,0.03020933
Ifit1bl2,-2.650218,-1.5158024,0.008043983188989622,0.03127361127995797,0.010309278350515464,0.04503321489263093,0.0065304944,0.01856222
Nfya,-2.6504505,-0.37671438,0.008038450355481326,0.03126257939669753,0.059044048734770385,0.09613007878881508,0.040494207,0.05226606
A730056A06Rik,-2.6506746,-2.5960996,0.008033119532540293,0.031246369693016456,0.005623242736644799,0.04016684690251815,0.0035821744,0.021466384
9330117O12Rik,-2.651095,-3.265879,0.008023128637220546,0.031212026419880714,0.005623242736644799,0.040089602966167155,0.0034530938,0.032730993
Evc,-2.6537173,-1.4598943,0.007961052142721541,0.03099296886046476,0.011246485473289597,0.046037386065193885,0.007613366,0.020805458
Aox1,-2.6561306,-3.949938,0.00790429853073447,0.030785403902135848,0.0037488284910965324,0.03827437046191874,0.002086638,0.031771164
Pigc,-2.6571815,-0.35913694,0.007879700916411358,0.03069405097477141,0.05014058106841612,0.08678356249034451,0.033290386,0.04250275
Gm20300,-2.658956,-0.34250465,0.007838317527910128,0.030546133716453247,0.060449859418931585,0.0978680673567125,0.040465374,0.051035848
Cav2,-2.6600919,-2.147333,0.007811934446205173,0.030447734054182333,0.00937207122774133,0.04410628765641897,0.0063230935,0.027712988
Eya2,-2.6622827,-1.7294296,0.007761268193582169,0.030267819500951074,0.015932521087160263,0.05074926618260467,0.011368419,0.037211366
2810021J22Rik,-2.6627502,-0.28665838,0.007750490738570236,0.030230176534385575,0.05529522024367385,0.09242236984396725,0.03667567,0.044560157
St8sia2,-2.6634545,-2.0667722,0.00773428570820905,0.03017134973571097,0.008903467666354265,0.043642824038312995,0.0061149816,0.025372475
Dok7,-2.6643438,-0.6122851,0.007713864638382014,0.030100427364700078,0.026710402999062792,0.062258612698903135,0.019287966,0.029336719
Gm49171,-2.6670134,-1.6254772,0.0076528593425269405,0.029879734166477604,0.01358950328022493,0.04850919202842577,0.008242958,0.025217641
Evi2b,-2.6713657,-1.5115633,0.007554326531713734,0.029516468504747425,0.01874414245548266,0.05380040166846903,0.012255124,0.03455272
Gm35040,-2.671889,-0.73973024,0.007542555581714136,0.02947476272260891,0.03233364573570759,0.06801328595705237,0.021260398,0.035253257
Mcub,-2.6723053,-2.7391694,0.00753320691317811,0.029444099728435123,0.005154639175257732,0.03997373706164066,0.003002833,0.019880693
Gm15608,-2.6724055,-0.6068573,0.007530957281515223,0.029444099728435123,0.029053420805998126,0.06480766259848601,0.019348694,0.029319739
Mill2,-2.676197,-3.3750665,0.0074462874845189694,0.029132461372892354,0.005154639175257732,0.03997373706164066,0.0026819322,0.027481819
Col6a2,-2.6801205,-3.5998936,0.007359564716049334,0.028805754394791785,0.0028116213683223993,0.037695040939286266,0.0016817561,0.020202741
C030037D09Rik,-2.6812367,-2.8903081,0.007335058373697616,0.028718201734118452,0.007966260543580132,0.04283176270662753,0.0041893674,0.030651744
Fermt3,-2.6812425,-2.3857298,0.007334936331254898,0.028718201734118452,0.011246485473289597,0.04615325196972038,0.007856528,0.040393647
Zscan20,-2.682196,-0.35227704,0.007314063412621113,0.028644349788242134,0.04498594189315839,0.08176270662752974,0.028789766,0.036608092
Fam114a1,-2.6858995,-3.2532551,0.0072334836900329845,0.028353567724461893,0.005154639175257732,0.040089602966167155,0.0033457514,0.031455725
Bche,-2.6898148,-0.8532855,0.007149168259697125,0.028031249254058335,0.04639175257731959,0.08234203615016221,0.032966774,0.058788337
Trmt2b,-2.690611,-0.264751,0.007132131749729015,0.027972614233720425,0.08434864104967198,0.12320407847983933,0.061732255,0.0737187
Gm43948,-2.694795,-0.9313893,0.007043198340527347,0.027656106884403016,0.02014995313964386,0.05577012204541944,0.012965357,0.024582718
Tent5a,-2.6953557,-3.0481725,0.0070313514741722335,0.0276216979694456,0.005623242736644799,0.040707554456975124,0.003577278,0.029212084
Rarg,-2.6954477,-0.5745631,0.007029412998758917,0.02761812067212343,0.03608247422680412,0.07241619032905917,0.024430525,0.03616857
Grip1os3,-2.6960015,-2.955141,0.007017733574141443,0.027579261192974554,0.004217432052483599,0.03931716360265719,0.0024592578,0.018915193
Suclg2,-2.6994436,-0.27020946,0.006945552423452488,0.027332600119825474,0.11527647610121837,0.15688243472887378,0.086349405,0.103246
Atp10b,-2.700315,-2.2866416,0.006927387022851227,0.027273097333921238,0.01077788191190253,0.04592152016066739,0.007457389,0.035870925
Oprk1,-2.7021008,-4.0356174,0.00689028996650233,0.0271420432344343,0.0018744142455482662,0.037038467480302796,0.0013634383,0.022128908
1700019A02Rik,-2.7026684,-0.37069482,0.006878530387026603,0.02710060285915027,0.03748828491096532,0.07427004480148308,0.026551565,0.034198858
Map1lc3a,-2.7044,-0.48880127,0.006842786420732784,0.026963729450812424,0.1635426429240862,0.20597095627993203,0.12502028,0.1713251
Gpr149,-2.7061648,-4.2586513,0.006806524701196411,0.026840522266091512,0.0018744142455482662,0.0370770894484783,0.0012130245,0.022967735
Rdh11,-2.709529,-0.35057864,0.0067378823231702125,0.026597164393063553,0.061855670103092786,0.0998764097018384,0.041831627,0.053037934
B4galt7,-2.710364,-0.30167484,0.0067209391166398085,0.02653418073231144,0.048266166822867856,0.08570214738143056,0.03321392,0.040783044
Pcdhb21,-2.7160149,-0.60883623,0.0066072929074345935,0.026112363645060675,0.02717900656044986,0.06353313764869457,0.01888133,0.02865363
Pmvk,-2.7171202,-0.27425194,0.006585270590336727,0.02602915868819474,0.08528584817244611,0.12509655492043875,0.056159038,0.06752787
Carns1,-2.7185676,-3.4659681,0.0065565250948569805,0.025923164993938652,0.004217432052483599,0.03958751737988568,0.002664922,0.029060146
Gm29642,-2.718718,-0.6183621,0.006553546462972613,0.025915201392211058,0.038425492033739454,0.07511972810134404,0.025366573,0.03868124
Tcirg1,-2.7227654,-1.8739283,0.0064738002156905635,0.025611161925148035,0.014526710402999063,0.0500926927236212,0.009988299,0.03613274
Gm16226,-2.723105,-3.242931,0.006467148849808578,0.025588615755316815,0.0032802249297094657,0.038737834080024715,0.0017461178,0.016409837
Shc1,-2.7255337,-1.5398489,0.006419759602332042,0.025408593388519952,0.01218369259606373,0.04792986250579329,0.008681452,0.025036369
1600012H06Rik,-2.7268088,-0.41612905,0.0063950088971222105,0.025318091802810343,0.05154639175257732,0.0891008805808744,0.0349365,0.046350196
Ikbip,-2.72849,-0.43309715,0.0063624995207430465,0.025196810924445937,0.06091846298031865,0.09894948246562645,0.041602302,0.055768806
Blnk,-2.7298667,-1.1209759,0.006335994619839957,0.025095544728051245,0.04498594189315839,0.08102888923219527,0.03296461,0.070356734
Gm2a,-2.7304597,-0.70317876,0.0063246086001803575,0.02505414021625331,0.06701030927835051,0.1042793140738452,0.046486843,0.07461703
Nptx2,-2.731605,-0.37291384,0.006302663806815173,0.024989313337630763,0.04639175257731959,0.08392553684535764,0.036665343,0.04722844
6720489N17Rik,-2.7318778,-0.9826728,0.006297447701179395,0.02497600291227902,0.020618556701030927,0.05669704928163139,0.013807458,0.02710386
Gm15520,-2.7332475,-2.202768,0.0062713193969375575,0.02489074626229131,0.006560449859418931,0.042252433183995054,0.0040328074,0.018432086
Tmbim4,-2.7334785,-0.32756785,0.006266921205789947,0.024876964514636706,0.1077788191190253,0.14915804109377415,0.07647101,0.09506265
ENSMUSG00000121476,-2.733718,-0.8669681,0.006262366973078752,0.024862559185376196,0.022492970946579195,0.058782635563108296,0.014632,0.026527435
Gjb6,-2.7349358,-3.021265,0.006239244735851658,0.02477442087370091,0.008903467666354265,0.04437664143364746,0.0057933894,0.04609306
Pdgfd,-2.73608,-2.9628775,0.0062175930921672794,0.02469574669424018,0.009840674789128397,0.04530356866985941,0.0069710026,0.05310584
Popdc3,-2.7378156,-0.516841,0.006184876002011291,0.024576695973682845,0.030459231490159326,0.0673180905298934,0.022566548,0.032133844
Bcas1os2,-2.7397904,-4.550771,0.0061478348366310175,0.024447583551912896,0.0018744142455482662,0.037501931098408776,0.0013754392,0.031750206
Ppp1r3f,-2.7423878,-0.3709707,0.0060994294295521985,0.02428024722549149,0.04311152764761012,0.08060404758226479,0.028519897,0.036730643
Bfsp2,-2.7435918,-2.0046742,0.006077107361828513,0.02420573299915982,0.01499531396438613,0.05074926618260467,0.009625401,0.038078766
Cdc37l1,-2.7466843,-0.32004872,0.006020103653726569,0.023994435118877475,0.5787253983130272,0.6060559246099181,0.52454615,0.6211114
Slc38a2,-2.7484965,-0.31502342,0.005986926112654142,0.02388902652910852,0.394095595126523,0.45794067665688243,0.32965928,0.39594498
Podn,-2.749507,-1.0306896,0.005968497822721672,0.02382408694783231,0.01780693533270853,0.05407075544569751,0.011380683,0.023114359
Pias3,-2.751041,-0.92267734,0.00594062306979242,0.02372188168900614,0.026710402999062792,0.0632627838714661,0.017311096,0.032565057
Impdh1,-2.7529602,-0.32408762,0.00590590697052059,0.02359728182868227,0.06279287722586692,0.10134404449250733,0.040135927,0.049996044
Tm7sf2,-2.7558858,-0.53297526,0.005853341163366431,0.02341859396361763,0.04076850984067479,0.0782094855553839,0.026763987,0.038497325
Gm49890,-2.7561517,-1.1284527,0.005848585692379803,0.02340653821183278,0.01499531396438613,0.051289973737061643,0.009718191,0.02112516
Zbed3,-2.7601645,-0.43582866,0.005777227278533201,0.023134738744290183,0.04873477038425492,0.08662907461764252,0.031606257,0.04251929
Pigz,-2.760347,-1.1337764,0.005774003564962083,0.023125275866825334,0.027647610121836926,0.06407384520315156,0.019173874,0.041602183
Gm13963,-2.7604916,-0.7171868,0.005771445435996282,0.023118476276866442,0.02436738519212746,0.061177197589989185,0.018582297,0.030368539
Prkd2,-2.7612166,-0.43080243,0.005758645570621582,0.023070643578738916,0.04873477038425492,0.08666769658581801,0.032534223,0.043611806
Fam98c,-2.7640882,-0.25165886,0.005708213016548326,0.022889073832958292,0.06513589503280225,0.10458828981924918,0.043819048,0.051956344
Fabp7,-2.7649539,-1.6041392,0.005693085816256836,0.022838640770800413,0.026241799437675725,0.062297234667078635,0.019739514,0.058841567
Mgmt,-2.765395,-3.0699823,0.005685390212382806,0.022814581094194444,0.004686035613870665,0.040707554456975124,0.0032215547,0.026736425
Plscr3,-2.76662,-0.5612457,0.005664076173934007,0.022742636998446916,0.029053420805998126,0.06615943148462845,0.020540338,0.030162035
Slc2a1,-2.7673185,-0.94301236,0.005651949795090195,0.02269733836408213,0.04967197750702906,0.08659045264946702,0.03302425,0.06255255
Rabep2,-2.7681997,-0.32629043,0.005636692348862424,0.02264283501479045,0.05998125585754452,0.09883361656109996,0.040296324,0.050269663
Casp8,-2.7702248,-3.3152719,0.005601762683408336,0.022509251279076114,0.005623242736644799,0.041634481693187085,0.0044271844,0.043218233
Gm43258,-2.7720258,-3.1661994,0.00557086228931849,0.02239848417087952,0.0032802249297094657,0.039394407539008185,0.0018096361,0.016128672
Gpat3,-2.7737057,-2.4903936,0.0055421781627883636,0.022286490157755662,0.004686035613870665,0.04086204232967712,0.0033600712,0.018736428
Gm15581,-2.7751796,-2.4885197,0.00551712107147004,0.022189050021014813,0.005154639175257732,0.041364127915958594,0.003742003,0.020821255
2900052L18Rik,-2.7788599,-0.40581128,0.005455006859154255,0.021949091689948314,0.07778819119025304,0.11683145373088212,0.051264677,0.06736722
Rmi1,-2.7859068,-0.4194827,0.005337823210664391,0.021493677456998678,0.05670103092783505,0.09531901745712962,0.038059738,0.05058281
Gm4107,-2.7867725,-1.3812232,0.005323584870005155,0.021439557172817522,0.015463917525773196,0.05206241310057161,0.010347847,0.026734408
Ppm1m,-2.78724,-1.4269599,0.005315907696651244,0.021415058442131776,0.01358950328022493,0.05016993665997219,0.0095431805,0.025455723
Irf8,-2.787496,-2.7963622,0.005311707768781815,0.02140134769038347,0.00937207122774133,0.045612544415263405,0.00662567,0.04514588
Gm19705,-2.7888963,-2.2027338,0.005288798060210011,0.02131863244492094,0.007497656982193065,0.04391317781554148,0.0051489295,0.023486301
Ddx59,-2.7890065,-0.9312245,0.005287002772782709,0.021314593324031718,0.023898781630740395,0.0609068438127607,0.016667563,0.03154672
Dysf,-2.7990654,-0.8473082,0.005125077957795288,0.020705284126591398,0.023430178069353328,0.060559246099181216,0.015666198,0.028011598
Selenon,-2.8005338,-0.27358413,0.005101818767310453,0.02061441658310254,0.06747891283973759,0.10740769349606057,0.046498936,0.055941235
Gli2,-2.8015428,-2.6403902,0.005085890320463968,0.020559330962970787,0.011246485473289597,0.047582264792213814,0.0075064106,0.045908503
Gm13561,-2.8041902,-2.345555,0.005044316302388781,0.02041276792849195,0.007497656982193065,0.044067665688243475,0.0049162693,0.024740195
Adssl1,-2.804794,-2.2941499,0.0050348730645404585,0.020380692865953922,0.00937207122774133,0.04596014212884288,0.0064720847,0.03134968
Hacl1,-2.8073745,-1.9558684,0.004994712315135968,0.02022726750681288,0.013120899718837863,0.049745095010041714,0.009473243,0.036260586
Cftr,-2.8077197,-4.1228266,0.004989362241325038,0.02020864688338917,0.0028116213683223993,0.03931716360265719,0.0011928077,0.020580124
Eif2ak2,-2.8080664,-2.1708696,0.0049839958086111994,0.020192998699846643,0.011715089034676664,0.04835470415572377,0.00801061,0.035575848
