names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_STR-PAL Chst9 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Gria3,-4.9241643,-2.1369505,8.472159471888765e-07,0.0003466100349588218,0.4827586206896552,0.805175256254032,0.7707255,1.8095835
Zbtb16,-4.998671,-4.266862,5.772674922908127e-07,0.00026743409513541613,0.06896551724137931,0.580352662891549,0.049278926,0.6792667
Slit3,-5.0506196,-2.9324315,4.403790704785239e-07,0.00021130331470996315,0.3793103448275862,0.7271163357465414,0.43906644,1.65025
Hs6st3,-5.095736,-2.6793454,3.4738856320917295e-07,0.00018302609202804857,0.4482758620689655,0.7948175758010179,0.68239135,1.983556
Chrm3,-5.214023,-3.7758064,1.847884669658268e-07,0.00010344304390357846,0.20689655172413793,0.6611712422048599,0.17415445,1.2825248
Dscaml1,-5.232215,-2.531369,1.6749090982889738e-07,9.783653798048853e-05,0.3103448275862069,0.7388717654648412,0.35432395,1.2407669
Zeb2,-5.327102,-2.4799688,9.979190451823046e-08,6.384305891440125e-05,0.4827586206896552,0.8608701885169522,0.80824554,2.0718997
Marchf1,-5.50811,-2.478801,3.6270675778469515e-08,2.7072029393540994e-05,0.4827586206896552,0.8373593290803527,0.7956118,2.051198
Epha4,-5.5428805,-3.4578452,2.975357664817925e-08,2.33882360469091e-05,0.1724137931034483,0.701455092824887,0.17757814,1.142688
Egfem1,-5.6177216,-3.0480366,1.9349205850056523e-08,1.575494427851572e-05,0.4482758620689655,0.7737438176474805,0.5103997,1.8730291
Ptprd,-5.944586,-1.9287564,2.7715666510073e-09,2.978879836502646e-06,0.9655172413793104,0.965450505340119,2.3944833,3.6617653
Tafa1,-6.251346,-3.8687327,4.0693032698965817e-10,5.20677042200577e-07,0.3103448275862069,0.7919145580961938,0.34104404,1.9368789
Oxr1,-6.8128486,-3.0739875,9.568488254200506e-12,1.8364662813597682e-08,0.4827586206896552,0.856354383198337,0.5891791,2.048714
Tcf4,-7.1780434,-2.3354235,7.071606083917503e-13,1.9001405547486327e-09,0.7241379310344828,0.9341624256325711,1.3877373,2.7831626
