names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_MB GABA (for_DEGs),mean_expr_Rest (for_DEGs)
Zswim3,-2.5613828,-0.5446826,0.010425639152925117,0.04331121274568613,0.045454545454545456,0.19399562927668113,0.07062044,0.10141752
Rhbdd2,-2.5624516,-0.88200945,0.01039360699577556,0.043191497057916695,0.05454545454545454,0.2015548310822914,0.06357575,0.11419519
Dhps,-2.5625048,-1.301655,0.01039201652454866,0.043191497057916695,0.02727272727272727,0.17210618708128828,0.039966945,0.09578129
Xpc,-2.5627468,-1.5379666,0.010384773784693312,0.043168142264032996,0.02727272727272727,0.17035073263353992,0.031826083,0.0897535
Hint3,-2.5627587,-0.76596475,0.010384420595238406,0.043168142264032996,0.02727272727272727,0.17285852470175186,0.05741192,0.095752224
Decr2,-2.5630422,-0.9211346,0.010375947254373033,0.043147735937983135,0.05454545454545454,0.2018056102891126,0.056266636,0.10400074
Skic8,-2.5634673,-0.38517264,0.010363248778844786,0.043105339734916315,0.05454545454545454,0.20592555440117508,0.09072432,0.11691927
Dbpht2,-2.5645418,-1.2359282,0.010331211496629722,0.042978735549534075,0.01818181818181818,0.16246910041915952,0.03868021,0.08882509
Rerg,-2.5657995,-0.80619466,0.010293829279309729,0.04283648640778263,0.06363636363636363,0.21341310500483646,0.09803089,0.16559897
Dnaaf10,-2.566077,-1.2393436,0.010285596852330688,0.042808858026971125,0.02727272727272727,0.17235696628810948,0.039107896,0.08998645
Tbkbp1,-2.5664785,-2.4706814,0.010273696479302246,0.0427659526566772,0.01818181818181818,0.16171676279869596,0.015317815,0.08209698
4930503L19Rik,-2.5667915,-0.4980397,0.010264429688593634,0.04273399840912782,0.06363636363636363,0.21538351305843156,0.085281305,0.118429005
Ubr7,-2.5669274,-0.7884945,0.010260410566552866,0.04272388531276546,0.01818181818181818,0.16271987962598072,0.05218255,0.088492915
Zfp955b,-2.567187,-0.51702416,0.010252725714317993,0.04270512167783669,0.03636363636363636,0.1840002866048078,0.068856545,0.09713155
Snrpa,-2.5678248,-1.2603863,0.010233884612691833,0.042633252642330165,0.02727272727272727,0.1730018271056497,0.043758813,0.10179468
Zfp809,-2.5684094,-0.9384982,0.010216640684862777,0.04256801600283188,0.02727272727272727,0.17310930390857307,0.05159558,0.096654765
Gm5087,-2.568551,-2.1361876,0.010212464235999185,0.04255721371298048,0.01818181818181818,0.16186006520259377,0.027760623,0.116666935
Snhg8,-2.5701277,-26.43681,0.010166103647760924,0.04237716491084952,0.0,0.14176190305592376,0.0,0.08694721
Ap1m1,-2.570417,-0.55798477,0.01015761590312977,0.04234835365664809,0.03636363636363636,0.1843227170135779,0.06948033,0.1006838
Rai2,-2.5719464,-1.1792318,0.01011285683819255,0.04218138206181835,0.03636363636363636,0.182603088166804,0.046765536,0.10293446
Rrp15,-2.5734167,-1.9826885,0.010069991589824627,0.04201563261158194,0.02727272727272727,0.17214201268226276,0.022545625,0.08628674
Tmem265,-2.5739303,-3.294597,0.010055052762863132,0.04195981794349004,0.00909090909090909,0.1521513273385161,0.007818105,0.07419295
Ncoa4,-2.5741014,-1.4233018,0.010050077541578826,0.04194557060301694,0.02727272727272727,0.17303765270662416,0.038469158,0.100011736
Mvb12a,-2.5746388,-5.244401,0.010034479870708872,0.041886977493544725,0.00909090909090909,0.15028839608784436,0.0021425267,0.07816819
Gsr,-2.5748808,-0.97176445,0.010027459396434525,0.04186417557212487,0.06363636363636363,0.213377279403862,0.0641523,0.12216578
Hspa13,-2.5759616,-1.2018801,0.009996177418258574,0.04176602196059834,0.01818181818181818,0.16311396123669974,0.042577397,0.095364586
Zfp606,-2.576186,-2.4738357,0.009989692616096843,0.04174541844393813,0.02727272727272727,0.17113889585497796,0.017614132,0.09414273
Nsfl1c,-2.5763984,-0.3952975,0.009983552576068224,0.04172624945076267,0.05454545454545454,0.20495826317486476,0.092824034,0.120383106
Chrm3,-2.5765815,-0.5567475,0.009978268013234464,0.04171065051580741,0.42727272727272725,0.6603016515602049,1.0172272,1.2800932
Gm13269,-2.5765874,-3.7765722,0.009978097584957319,0.04171065051580741,0.00909090909090909,0.15186472253072045,0.0059208525,0.078240395
Utp11,-2.5774496,-1.6404115,0.009953242863108579,0.04161899093241947,0.02727272727272727,0.17049403503743776,0.03145509,0.094965845
Brpf1,-2.5781758,-0.90326744,0.009932346429514141,0.04154454367388621,0.01818181818181818,0.1633289148425465,0.047555838,0.087179415
Zfp804b,-2.579274,-0.3120034,0.009900821176795787,0.04142557848341682,0.2727272727272727,0.4671300111059363,0.59895754,0.7022266
Dnah5,-2.5794158,-1.015344,0.009896759902470034,0.04141503482002334,0.02727272727272727,0.17153297746569698,0.050250713,0.09909524
Smu1,-2.5804372,-0.85471207,0.00986752876596041,0.04129914298151966,0.03636363636363636,0.18435854261455237,0.0605673,0.10698255
Rhot2,-2.580638,-0.8371049,0.00986179297140116,0.04128156677699785,0.045454545454545456,0.1934224196610898,0.05709258,0.09981041
Rdh10,-2.5810277,-0.7932439,0.009850667261637136,0.04124141933938764,0.03636363636363636,0.1849675778311181,0.057139978,0.09704081
Zfp780b,-2.5826337,-0.36192945,0.009804933781471351,0.04105634575473511,0.03636363636363636,0.18500340343209257,0.077406876,0.09842366
Rcl1,-2.5827873,-2.1788468,0.009800572121846285,0.04104447832200899,0.01818181818181818,0.16311396123669974,0.02060619,0.09008854
Crcp,-2.5829763,-1.8659945,0.009795206299018082,0.04102840113088322,0.02727272727272727,0.1711030702540035,0.025217324,0.08900935
Mknk1,-2.5844524,-0.97394025,0.009753375850509232,0.04085955863785205,0.045454545454545456,0.1925984308386773,0.06047521,0.11551442
Mbd6,-2.584724,-1.1809402,0.009745696413643878,0.04083375372440527,0.02727272727272727,0.17343173431734318,0.041635934,0.09202454
Snrpd3,-2.5850015,-0.68148214,0.00973785559894716,0.04080726449527607,0.06363636363636363,0.2131981513989897,0.08917625,0.13940594
Actr6,-2.5851254,-2.3762233,0.009734354073865064,0.04079895397984001,0.02727272727272727,0.1708522910471823,0.01919083,0.095852345
Prrg1,-2.5856156,-0.8438582,0.009720525693042471,0.040747351852114075,0.045454545454545456,0.1944255364883746,0.086537406,0.150349
Pigs,-2.5866313,-1.8290141,0.009691925014325373,0.040633800145876545,0.01818181818181818,0.16289900763085302,0.027255416,0.09364381
Hrk,-2.5867257,-1.5942367,0.00968926830330953,0.040629001140750166,0.02727272727272727,0.17146132626374808,0.034196343,0.09987821
Zrsr2,-2.5869915,-0.70833874,0.009681799783546918,0.04060402063116992,0.05454545454545454,0.204743309569018,0.08337647,0.13284315
Mapk11,-2.5870976,-5.1199594,0.009678813812776852,0.04059783439733282,0.00909090909090909,0.1509332569053846,0.0021425267,0.07193481
0610030E20Rik,-2.5882196,-0.5950166,0.009647345261858347,0.04047847707466174,0.05454545454545454,0.20463583276609465,0.07376319,0.10942032
Szrd1,-2.5889282,-1.643499,0.009627517413204677,0.0404142154183424,0.01818181818181818,0.1615734603947981,0.028451325,0.086329125
Mcl1,-2.5892646,-3.5486197,0.009618111918621703,0.04038104175833831,0.00909090909090909,0.1528320137570308,0.007818105,0.08786605
Zfp239,-2.5906641,-0.81952554,0.009579092646479399,0.04022350670587615,0.045454545454545456,0.19356572206498765,0.06253752,0.10786023
Chmp1b2,-2.5924945,-1.9676934,0.00952826785489611,0.040022597664695715,0.01818181818181818,0.16304231003475084,0.024580097,0.09288411
Nbdy,-2.5928724,-0.29290324,0.009517804992046176,0.0399848999587681,0.05454545454545454,0.20717945043528105,0.10321124,0.12504542
Ntf3,-2.5930555,-1.4381036,0.009512740727131971,0.039969873860521664,0.01818181818181818,0.16408125246301006,0.040113717,0.10517384
1810030O07Rik,-2.594573,-0.74135095,0.009470848791994066,0.03980007929948085,0.05454545454545454,0.20388349514563106,0.06774034,0.110796906
Rbm17,-2.5946498,-0.9615798,0.009468734123359364,0.03979741684571658,0.02727272727272727,0.17393329273098557,0.054110132,0.102808736
Extl1,-2.5950336,-1.7858024,0.00945816709572175,0.039759222443999286,0.01818181818181818,0.16186006520259377,0.025022993,0.083762296
Disc1,-2.5970883,-0.57709754,0.009401771556485071,0.039528336993076806,0.05454545454545454,0.20671371762261312,0.09096962,0.13284841
Gm43111,-2.5974073,-25.991396,0.009393047460654955,0.039497838070078034,0.0,0.14326657829685094,0.0,0.064578936
Ofd1,-2.5983224,-0.58200467,0.009368046174060297,0.03939887317217095,0.05454545454545454,0.20545982158850715,0.07868526,0.115597695
Dnhd1,-2.5985055,-0.27664354,0.009363053046626605,0.03938403809687803,0.03636363636363636,0.18618564826424963,0.08110665,0.097439565
Zc3h4,-2.5992436,-0.3993351,0.009342943548130372,0.03930560406110273,0.07272727272727272,0.22720596138000215,0.103375,0.13421416
Snhg6,-2.5997927,-0.6755945,0.009328007089749093,0.03925505880995429,0.03636363636363636,0.18568408985060725,0.07173038,0.11223952
Adal,-2.5998282,-1.7983973,0.009327044179271979,0.03925505880995429,0.02727272727272727,0.1735033855192921,0.027048977,0.09109172
Trmt61b,-2.5998695,-0.41924307,0.009325920895804808,0.03925505880995429,0.06363636363636363,0.21735392111202664,0.093746334,0.123477146
Vhl,-2.6000054,-26.28557,0.009322230957045537,0.03925505880995429,0.0,0.14340988070074875,0.0,0.07862496
Tmem229b,-2.600832,-0.37184525,0.009299798543602916,0.03917315987876005,0.06363636363636363,0.21828538673736253,0.093610495,0.119544476
Hs3st1,-2.601021,-0.46682018,0.009294677902536214,0.03915772894969396,0.07272727272727272,0.22588041414394727,0.114674315,0.15523402
Armcx1,-2.6013103,-1.309449,0.009286841796483569,0.03913085135197013,0.02727272727272727,0.17482893275534697,0.04100646,0.09870977
Htr2a,-2.601381,-2.956236,0.00928492364893861,0.039128905026188904,0.00909090909090909,0.15383513058431555,0.013411329,0.09965171
Ebf4,-2.6023436,-0.7714254,0.009258903803569984,0.039025371796380465,0.07272727272727272,0.22573711174004943,0.07528113,0.1252767
Mcoln1,-2.6029754,-1.6774149,0.00924185868785687,0.038959639620758414,0.02727272727272727,0.17461397914950022,0.03143809,0.097265884
Tmem163,-2.6032176,-0.687835,0.009235334806312634,0.03893824670416138,0.08181818181818182,0.23634148962848853,0.1422841,0.22018564
Kctd13,-2.6052368,-1.2216963,0.009181076011895984,0.03872770995912796,0.03636363636363636,0.18396446100383335,0.056857295,0.12790513
Tlcd5,-2.605414,-0.83812183,0.009176330069541707,0.03871376809053002,0.03636363636363636,0.18371368179701214,0.053862616,0.094338596
Wdr5,-2.6058037,-0.83965135,0.009165896703453807,0.03867582355870034,0.03636363636363636,0.18371368179701214,0.0553977,0.0970706
Tjap1,-2.6063468,-0.9751458,0.009151370890469182,0.03862059617196591,0.02727272727272727,0.17493640955827033,0.050050102,0.096122965
Gpd1l,-2.606418,-1.8877004,0.009149477734898779,0.03861867212326896,0.01818181818181818,0.16440368287178017,0.024538053,0.08794226
Zfp24,-2.606973,-0.8531936,0.009134660107004196,0.038562186500424624,0.03636363636363636,0.1848242754272203,0.06203974,0.10941417
Prpf4,-2.608142,-2.4094539,0.009103518570957723,0.038436760528226595,0.01818181818181818,0.16436785727080572,0.016764194,0.08600741
Yae1d1,-2.6081479,-1.0883297,0.009103361531317598,0.038436760528226595,0.02727272727272727,0.17540214237093826,0.04577888,0.09494736
Slc6a11,-2.6090512,-0.98536783,0.009079362938986557,0.038352850522019935,0.03636363636363636,0.18385698420090996,0.06624266,0.12715203
Zfp72,-2.6096654,-2.117734,0.009063082432308698,0.03829009826354319,0.01818181818181818,0.16268405402500627,0.01928784,0.081141286
Rabepk,-2.6101024,-1.3673123,0.009051514101821445,0.038247237602758645,0.01818181818181818,0.16490524128542255,0.034760628,0.08732904
Soat1,-2.610746,-0.34469888,0.009034498275531884,0.038181341406659595,0.06363636363636363,0.21688818829935871,0.11001682,0.13774578
Tom1,-2.6128657,-0.6302335,0.008978657094777274,0.037951316051072104,0.06363636363636363,0.21828538673736253,0.08753291,0.13242306
Cdk5,-2.6138637,-2.3538582,0.008952476604303204,0.03785852161750505,0.02727272727272727,0.17232114068713503,0.020121975,0.09885236
Sar1a,-2.614218,-1.3237756,0.008943198167867174,0.03782523764687407,0.045454545454545456,0.1941031060796045,0.05026491,0.12136702
Il6st,-2.615139,-0.53699625,0.008919114414568769,0.03773525497078615,0.08181818181818182,0.2365922688353097,0.12033081,0.1701921
Dmwd,-2.6154814,-1.9405004,0.008910174981717051,0.037703370355706645,0.02727272727272727,0.17511553756314263,0.02912523,0.10745258
Mlh1,-2.6186996,-1.0293345,0.008826565250791193,0.037361343460737134,0.02727272727272727,0.17590370078458067,0.048901435,0.09739218
Prkrip1,-2.6206481,-1.0654335,0.008776280537434072,0.037160204544729514,0.01818181818181818,0.16565757890588614,0.04272101,0.087409675
Mrps10,-2.6213684,-0.99156785,0.008757755337195404,0.03708761007256746,0.02727272727272727,0.17622613119335076,0.04922322,0.09560248
Gas2l1,-2.621699,-1.0493174,0.00874926367294315,0.03705748973707163,0.01818181818181818,0.16572923010783505,0.04342752,0.087878436
Gm27188,-2.6222777,-3.8075001,0.008734420962885434,0.037000455821020274,0.00909090909090909,0.1544441658008813,0.0056441026,0.07626527
Apc2,-2.6225908,-0.27305216,0.008726403161627594,0.03697231992319985,0.05454545454545454,0.20610468240604737,0.091728814,0.109826624
Mgat1,-2.622762,-1.021637,0.00872201884737933,0.03695957205946737,0.02727272727272727,0.1761903055923763,0.050802097,0.100573115
Naxd,-2.6228328,-0.68189317,0.008720205224255649,0.036957715201222284,0.045454545454545456,0.19700497975853545,0.07231099,0.11359781
B3gat3,-2.6246397,-0.7628315,0.008674071557342697,0.03676799222997291,0.05454545454545454,0.20789596245477018,0.07652146,0.12657978
Ttyh3,-2.6259859,-0.2694791,0.008639839400264759,0.036628665933277696,0.07272727272727272,0.22989288145308637,0.11628232,0.13857691
Aldh3a2,-2.6266592,-0.8169082,0.008622768646942258,0.036567833576915794,0.02727272727272727,0.17665603840504424,0.054736,0.0945028
Fads1,-2.6296172,-1.3958429,0.008548104043268735,0.03625691486071522,0.02727272727272727,0.17626195679432521,0.041285377,0.10518233
Zfp458,-2.6304793,-0.9816938,0.008526454536139667,0.036170797819083174,0.02727272727272727,0.1745423279475513,0.045358624,0.08767732
Gal3st3,-2.6305797,-1.3243643,0.008523936892365483,0.03616582730109909,0.01818181818181818,0.16608748611757962,0.03470284,0.08473557
Ostm1,-2.630692,-0.30996722,0.008521123841812955,0.03615960164711214,0.08181818181818182,0.24081968975029555,0.1286833,0.15721327
Hebp1,-2.631483,-2.4574506,0.008501307992411196,0.0360812108286351,0.00909090909090909,0.15555475943108946,0.017153945,0.09078183
Etv3,-2.631495,-1.4066095,0.008501012545817607,0.0360812108286351,0.02727272727272727,0.1738974671300111,0.0346252,0.08929563
Gm56495,-2.63267,-0.5481143,0.008471661474689762,0.0359724310722051,0.05454545454545454,0.20757353204600007,0.071629345,0.10307694
Gbe1,-2.6337504,-1.352415,0.008444750310217875,0.0358694974447604,0.045454545454545456,0.19567943252248057,0.053832706,0.13210063
Irf2bp2,-2.6337564,-1.2897805,0.008444603464941981,0.0358694974447604,0.02727272727272727,0.17647691040017197,0.04520618,0.10711418
Ndufaf6,-2.634902,-0.3626861,0.008416158639553997,0.0357650138612709,0.05454545454545454,0.209687242503493,0.08907961,0.11314709
Gatad1,-2.6350555,-0.5355478,0.008412352965692876,0.03575449607531914,0.03636363636363636,0.18815605631784474,0.0832517,0.118527845
Slc25a42,-2.638173,-1.3044155,0.008335400790344095,0.03546670138345936,0.02727272727272727,0.17715759681868665,0.038349207,0.09217434
B3gat2,-2.6384566,-0.8223726,0.008328436460843124,0.035442680979229445,0.05454545454545454,0.206391287213843,0.07398154,0.12732254
Serpine2,-2.6385214,-0.56899077,0.008326841202009869,0.035441505322034716,0.1,0.2603088166803998,0.16570334,0.23693435
Commd1,-2.638858,-0.49864376,0.008318579238249128,0.03541194932378867,0.07272727272727272,0.228137427005338,0.11003609,0.15215805
Ddx47,-2.639921,-5.31957,0.008292536952496411,0.03530668165323698,0.00909090909090909,0.15387095618529,0.0021425267,0.082181595
Them4,-2.6402516,-0.7833188,0.008284449798012837,0.03527783931420047,0.03636363636363636,0.18797692831297244,0.062864006,0.105861366
Arf2,-2.6402752,-26.296354,0.008283872414231478,0.03527783931420047,0.0,0.14563106796116504,0.0,0.079192065
Adcy6,-2.6415741,-26.126154,0.008252171699831988,0.03515153037008331,0.0,0.14570271916311398,0.0,0.07068327
Ggact,-2.642153,-3.40154,0.008238085452463371,0.035113793798808815,0.00909090909090909,0.15587718983985957,0.008404811,0.08543496
Phc1,-2.6424363,-0.79338527,0.008231193919293786,0.03508998581809044,0.045454545454545456,0.19750653817217784,0.064459935,0.109210625
Agrp,-2.6428614,-2.0496578,0.008220866292285687,0.03505708257002323,0.01818181818181818,0.1666965213341454,0.020720495,0.08312652
Enoph1,-2.644562,-1.3828385,0.008179671646367643,0.034892487242085816,0.01818181818181818,0.16680399813706875,0.034978624,0.08877219
B230217O12Rik,-2.6447628,-0.8953847,0.008174820602442746,0.034877330833222704,0.03636363636363636,0.18858596352953821,0.05171105,0.09414451
